Time (s),North_Heat_Flux_1,South_Heat_Flux_1,North_Heat_Flux_2,South_Heat_Flux_2,North_Heat_Flux_3,South_Heat_Flux_3,North_Heat_Flux_4,South_Heat_Flux_4,North_Heat_Flux_5,South_Heat_Flux_5
470,0.024932598,-0.005960794,,,,,0.0296913,-0.0087017,0.0156689,0.0138671
471,0.011118591,-0.009098054,,,,,0.0279435,-0.0100426,0.0158322,0.0140142
472,0.017857131,-0.017098067,,,,,0.027121,-0.0061635,0.014967,0.0139138
473,0.022237182,-0.013803944,,,,,0.0184337,-0.0020689,0.0151812,0.0137154
474,0.022237182,-0.009254917,,,,,0.0238826,0.0021934,0.0144866,0.0140085
475,0.011455518,-0.014274533,,,,,0.0240368,0.0052344,0.0162521,0.014704
476,0.025269525,-0.01725493,,,,,0.0267612,0.0054499,0.0149065,0.0141521
477,0.018530985,-0.021803957,,,,,0.022289,0.0026244,0.0143238,0.0131692
478,0.010781664,-0.027294162,,,,,0.0274295,0.0028638,0.0137069,0.0146858
479,0.021563328,-0.030117696,,,,,0.0254247,-0.000704,0.0138521,0.0141738
480,0.025269525,-0.027921614,,,,,0.0281491,-0.0055888,0.0161998,0.0144178
481,0.02021562,-0.028705929,,,,,0.0332896,-0.0032901,0.0161916,0.0150176
482,0.017183277,-0.020549053,,,,,0.0223404,-0.0042,0.0161406,0.0145341
483,0.017183277,-0.019294149,,,,,0.0234199,0.0000144,0.0156085,0.0141738
484,0.024258744,-0.013490218,,,,,0.0274809,0.0042048,0.0156344,0.014241
485,0.02021562,-0.011450999,,,,,0.0270182,0.0046358,0.0155143,0.0137393
486,0.022237182,-0.008627465,,,,,0.0289202,0.0089698,0.0155575,0.0108213
487,0.027291087,-0.010039232,,,,,0.0284062,0.0130405,0.0161057,0.0095281
488,0.022237182,-0.008313739,,,,,0.0287146,0.0141659,0.0155061,0.0065939
489,0.02358489,-0.010039232,,,,,0.0269154,0.0151716,0.0167143,0.0058208
490,0.012803226,-0.01411767,,,,,0.0253219,0.0157942,0.0140149,0.0060432
491,0.022911036,-0.016156889,,,,,0.031182,0.0157224,0.0139376,0.0056783
492,0.025269525,-0.010039232,,,,,0.0283548,0.0153392,0.013672,0.0055539
493,0.021563328,-0.002823534,,,,,0.0324157,0.014118,0.0144862,0.0041354
494,0.015498642,0.000784315,,,,,0.0303081,0.0095206,0.014992,0.0040191
495,0.022237182,-0.004235301,,,,,0.0295371,0.0060246,0.014332,0.0039188
496,0.020552547,-0.00470589,,,,,0.026864,0.0090417,0.0157207,0.0038983
497,0.024595671,-0.014588259,,,,,0.0219292,0.0120109,0.0144607,0.004091
498,0.018530985,-0.028549066,,,,,0.0294342,0.0112446,0.0147264,0.0041423
499,0.015161715,-0.020078464,,,,,0.0270182,0.0103587,0.0141009,0.0049815
500,0.022237182,-0.017568656,,,,,0.0264014,0.0031272,0.0145298,0.0062656
501,0.014150934,-0.017098067,,,,,0.0244994,-0.0014223,0.0126015,0.005684
502,0.022574109,-0.00941178,,,,,0.0304623,-0.0008237,0.0134413,0.0052518
503,0.022574109,-0.009882369,,,,,0.0272753,0.0006369,0.0141955,0.0046463
504,0.027628014,-0.014901985,,,,,0.0289716,0.0048752,0.0135613,0.0051823
,,,,,,,0.0250135,0.0081797,0.0128499,0.0054913
,,,,,,,0.0182795,0.0065035,0.0141527,0.0055871
,,,,,,,0.0226488,0.0104544,0.0142641,0.005879
,,,,,,,0.0262986,0.0109812,0.013973,0.0058825
,,,,,,,0.0226488,0.0090896,0.0154724,0.0053465
,,,,,,,0.0236255,0.0111249,0.0131156,0.0051561
,,,,,,,0.0265556,0.0105742,0.0149497,0.0062918
,,,,,,,0.0254247,0.0122743,0.0147523,0.0076021
,,,,,,,0.0209011,0.0039893,0.011462,0.0059771
,,,,,,,0.022289,0.0059767,0.0132443,0.0054491
,,,,,,,0.0273781,0.0103108,0.0143324,0.0065119
,,,,,,,0.0253733,0.0080839,0.0121557,0.006001
,,,,,,,0.0253733,0.0088022,0.0138698,0.0045814
,,,,,,,0.02635,0.0084431,0.0142382,0.0054685
,,,,,,,0.022546,0.0105502,0.0149147,0.0065529
,,,,,,,0.0220834,0.0104305,0.0106819,0.0071561
,,,,,,,0.0163261,0.0119151,0.0138007,0.0085861
,,,,,,,0.0270182,0.0099995,0.0150344,0.0076077
,,,,,,,0.0308222,0.0071979,0.0150175,0.0065414
,,,,,,,0.0201814,0.0055457,0.0144944,0.0063282
,,,,,,,0.0262472,0.0044682,0.0140577,0.005603
,,,,,,,0.0237797,0.0070303,0.0128668,0.0056976
,,,,,,,0.0249106,0.0069106,0.0148802,0.0044251
,,,,,,,0.0297941,0.007581,0.0134236,0.0037295
,,,,,,,0.0207983,0.0004933,0.0130637,0.0043772
,,,,,,,0.0237797,0.0004214,0.0143748,0.0041389
,,,,,,,,,0.0119843,0.0037774
,,,,,,,,,0.013792,0.0043532
,,,,,,,,,0.0146232,0.0043281
,,,,,,,,,0.016294,0.0044752
,,,,,,,,,0.0154201,0.0050978
,,,,,,,,,0.0156517,0.0048823
,,,,,,,,,0.016294,0.006156
,,,,,,,,,0.0163454,0.0079258
,,,,,,,,,0.0139977,0.0080285
,,,,,,,,,0.0144862,0.007676
,,,,,,,,,0.0123441,0.0060591
,,,,,,,,,0.0135009,0.0042346
,,,,,,,,,0.0152236,0.0058208
,,,,,,,,,0.0167225,0.0049074
,,,,,,,,,0.016431,0.0044262
,,,,,,,,,0.0164482,0.0035858
,,,,,,,,,0.0153687,0.0030293
,,,,,,,,,0.0142206,0.0030567
,,,,,,,,,0.0147173,0.0038755
,,,,,,,,,0.0149406,0.0032244
,,,,,,,,,0.0138093,0.0029096
,,,,,,,,,0.0133722,0.0027169
,,,,,,,,,0.0136551,0.002791
,,,,,,,,,0.0118128,0.0035368
,,,,,,,,,0.0118214,0.0047888
,,,,,,,,,0.0122499,0.0047877
,,,,,,,,,0.0107333,0.0056497
,,,,,,,,,0.0111959,0.0056999
,,,,,,,,,0.0131411,0.0074937
,,,,,,,,,0.0129354,0.0083
,,,,,,,,,0.0127126,0.0105533
,,,,,,,,,0.0133467,0.0126356
,,,,,,,,,0.0138607,0.0132844
,,,,,,,,,0.0140836,0.0119161
,,,,,,,,,0.0147087,0.0129183
,,,,,,,,,0.0157968,0.0137416
,,,,,,,,,0.0132866,0.014329
,,,,,,,,,0.0095937,0.0136435
,,,,,,,,,0.0091397,0.0131658
,,,,,,,,,0.0076745,0.0131248
,,,,,,,,,0.0091825,0.0136539
,,,,,,,,,0.0114788,0.0139378
,,,,,,,,,0.0108019,0.0134748
,,,,,,,,,0.0112473,0.0125147
,,,,,,,,,0.0134063,0.013265
,,,,,,,,,0.0111791,0.0125432
,,,,,,,,,0.0119501,0.0128499
,,,,,,,,,0.013621,0.0132832
,,,,,,,,,0.0133294,0.0126036
,,,,,,,,,0.0128585,0.0132411
,,,,,,,,,0.0127039,0.013338
,,,,,,,,,0.0133212,0.0118555
,,,,,,,,,0.0154029,0.0114712
,,,,,,,,,0.0137925,0.0122536
,,,,,,,,,0.012884,0.0129639
,,,,,,,,,0.0144434,0.012103
,,,,,,,,,0.014024,0.0124177
,,,,,,,,,0.0098508,0.0132604
,,,,,,,,,0.0121216,0.0130256
,,,,,,,,,0.0137756,0.0135045
,,,,,,,,,0.0127126,0.0128842
,,,,,,,,,0.0128326,0.0130415
,,,,,,,,,0.0118728,0.0125386
,,,,,,,,,0.0125324,0.0131646
,,,,,,,,,0.0126871,0.0119011
,,,,,,,,,0.0123782,0.0108989
,,,,,,,,,0.0146577,0.0104073
,,,,,,,,,0.0145039,0.0085166
,,,,,,,,,0.0124991,0.0063568
,,,,,,,,,0.0121989,0.005611
,,,,,,,,,0.0118304,0.0057616
,,,,,,,,,0.0105704,0.0051549
,,,,,,,,,0.014084,0.0048367
,,,,,,,,,0.0130218,0.0047124
,,,,,,,,,0.0127899,0.0043339
,,,,,,,,,0.0118045,0.0047842
,,,,,,,,,0.013338,0.0043076
,,,,,,,,,0.01524,0.0049553
,,,,,,,,,0.0151203,0.0053612
,,,,,,,,,0.0150944,0.0042814
,,,,,,,,,0.0126011,0.0038025
,,,,,,,,,0.0140495,0.0040875
,,,,,,,,,0.0142465,0.004912
,,,,,,,,,0.0140836,0.0053043
,,,,,,,,,0.013767,0.00518
,,,,,,,,,0.0140672,0.0046988
,,,,,,,,,0.0149493,0.0054936
,,,,,,,,,0.015395,0.0065186
,,,,,,,,,0.0154629,0.0054149
,,,,,,,,,0.0148888,0.0063955
,,,,,,,,,0.0145718,0.0057489
,,,,,,,,,0.0160111,0.0058162
,,,,,,,,,0.0154888,0.0050727
,,,,,,,,,0.0156772,0.0049827
,,,,,,,,,0.0159173,0.0052415
,,,,,,,,,0.0157031,0.0044513
,,,,,,,,,0.015678,0.0042906
,,,,,,,,,0.0137838,0.0043841
,,,,,,,,,0.0125328,0.0043099
,,,,,,,,,0.013535,0.0040898
,,,,,,,,,0.0144089,0.0041856
,,,,,,,,,0.0144262,0.005026
,,,,,,,,,0.0156858,0.0046201
,,,,,,,,,0.0142896,0.0042312
,,,,,,,,,0.0144179,0.0038253
,,,,,,,,,0.0137328,0.0037831
,,,,,,,,,0.0143324,0.0045745
,,,,,,,,,0.014427,0.0051457
,,,,,,,,,0.0159601,0.0055288
,,,,,,,,,0.0160029,0.0056041
,,,,,,,,,0.0148205,0.0050716
,,,,,,,,,0.0151035,0.0054137
,,,,,,,,,0.0145553,0.0048653
,,,,,,,,,0.0139471,0.0040431
,,,,,,,,,0.0145553,0.0041126
,,,,,,,,,0.0153346,0.0042586
,,,,,,,,,0.013278,0.0044285
,,,,,,,,,0.0139208,0.0050716
,,,,,,,,,0.0137493,0.0053875
,,,,,,,,,0.0144175,0.0054068
,,,,,,,,,0.013681,0.0044513
,,,,,,,,,0.0139981,0.0043806
,,,,,,,,,0.0133644,0.0044479
,,,,,,,,,0.0136983,0.0041161
,,,,,,,,,0.013475,0.0047363
,,,,,,,,,0.0136123,0.004457
,,,,,,,,,0.0124728,0.0058903
,,,,,,,,,0.012764,0.005465
,,,,,,,,,0.0131583,0.0042837
,,,,,,,,,0.0138521,0.0047147
,,,,,,,,,0.0152663,0.0046463
,,,,,,,,,0.0134503,0.0036828
,,,,,,,,,0.0138097,0.0039485
,,,,,,,,,0.0134417,0.003473
,,,,,,,,,0.0134672,0.0044969
,,,,,,,,,0.0112218,0.0055528
,,,,,,,,,0.013218,0.0059872
,,,,,,,,,0.013732,0.0046668
,,,,,,,,,0.0140832,0.0043532
,,,,,,,,,0.0136637,0.0047398
,,,,,,,,,0.0133212,0.0048208
,,,,,,,,,0.0128162,0.004554
,,,,,,,,,0.0136896,0.0047969
,,,,,,,,,0.0142641,0.0059543
,,,,,,,,,0.0150089,0.006829
,,,,,,,,,0.014186,0.0079316
,,,,,,,,,0.0154029,0.0077513
,,,,,,,,,0.0143065,0.0074184
,,,,,,,,,0.0139899,0.0059292
,,,,,,,,,0.0130387,0.0052016
,,,,,,,,,0.0140322,0.0062188
,,,,,,,,,0.0146918,0.00592
,,,,,,,,,0.0142892,0.0058459
,,,,,,,,,0.0133981,0.0063807
,,,,,,,,,0.0144439,0.0062177
,,,,,,,,,0.015275,0.0080559
,,,,,,,,,0.0142551,0.0091449
,,,,,,,,,0.016097,0.0086352
,,,,,,,,,0.0156607,0.0093137
,,,,,,,,,0.0135609,0.0097482
,,,,,,,,,0.0149069,0.0096284
,,,,,,,,,0.0148559,0.0091062
,,,,,,,,,0.0146153,0.008943
,,,,,,,,,0.0153005,0.0090959
,,,,,,,,,0.0160284,0.0094277
,,,,,,,,,0.0155057,0.0087105
,,,,,,,,,0.0142979,0.0098759
