Fri Aug  9 02:17:02 2013,ArduinoHelmet1,321,12,-0.0
Fri Aug  9 02:17:03 2013,ArduinoHelmet1,322,12,0.0
Fri Aug  9 02:17:04 2013,ArduinoHelmet1,323,12,-0.0
Fri Aug  9 02:17:05 2013,ArduinoHelmet1,324,12,-0.0
Fri Aug  9 02:17:06 2013,ArduinoHelmet1,325,12,0.0
Fri Aug  9 02:17:07 2013,ArduinoHelmet1,326,12,0.0
Fri Aug  9 02:17:08 2013,ArduinoHelmet1,327,12,0.0
Fri Aug  9 02:17:09 2013,ArduinoHelmet1,328,12,0.0
Fri Aug  9 02:17:10 2013,ArduinoHelmet1,329,12,0.0
Fri Aug  9 02:17:11 2013,ArduinoHelmet1,330,12,0.0
Fri Aug  9 02:17:12 2013,ArduinoHelmet1,331,12,0.0
Fri Aug  9 02:17:13 2013,ArduinoHelmet1,332,12,-0.0
Fri Aug  9 02:17:14 2013,ArduinoHelmet1,333,12,-0.0
Fri Aug  9 02:17:15 2013,ArduinoHelmet1,334,12,-0.0
Fri Aug  9 02:17:16 2013,ArduinoHelmet1,335,12,0.0
Fri Aug  9 02:17:17 2013,ArduinoHelmet1,336,12,-0.0
Fri Aug  9 02:17:18 2013,ArduinoHelmet1,337,12,-0.0
Fri Aug  9 02:17:19 2013,ArduinoHelmet1,338,12,-0.0
Fri Aug  9 02:17:20 2013,ArduinoHelmet1,339,12,-0.0
Fri Aug  9 02:17:21 2013,ArduinoHelmet1,340,12,-0.0
Fri Aug  9 02:17:22 2013,ArduinoHelmet1,341,12,-0.0
Fri Aug  9 02:17:23 2013,ArduinoHelmet1,342,12,-0.0
Fri Aug  9 02:17:24 2013,ArduinoHelmet1,343,12,-0.0
Fri Aug  9 02:17:25 2013,ArduinoHelmet1,344,12,-0.0
Fri Aug  9 02:17:26 2013,ArduinoHelmet1,345,12,-0.0
Fri Aug  9 02:17:27 2013,ArduinoHelmet1,346,12,-0.0
Fri Aug  9 02:17:28 2013,ArduinoHelmet1,347,12,-0.0
Fri Aug  9 02:17:29 2013,ArduinoHelmet1,348,12,-0.0
Fri Aug  9 02:17:30 2013,ArduinoHelmet1,349,12,-0.0
Fri Aug  9 02:17:31 2013,ArduinoHelmet1,350,12,-0.0
Fri Aug  9 02:17:32 2013,ArduinoHelmet1,351,12,-0.0
Fri Aug  9 02:17:33 2013,ArduinoHelmet1,352,12,-0.0
Fri Aug  9 02:17:34 2013,ArduinoHelmet1,353,12,0.0
Fri Aug  9 02:17:35 2013,ArduinoHelmet1,354,12,-0.0
Fri Aug  9 02:17:36 2013,ArduinoHelmet1,355,12,-0.0
Fri Aug  9 02:17:37 2013,ArduinoHelmet1,356,12,-0.0
Fri Aug  9 02:17:38 2013,ArduinoHelmet1,357,12,-0.0
Fri Aug  9 02:17:39 2013,ArduinoHelmet1,358,12,-0.0
Fri Aug  9 02:17:40 2013,ArduinoHelmet1,359,12,-0.0
Fri Aug  9 02:17:41 2013,ArduinoHelmet1,360,12,-0.0
Fri Aug  9 02:17:42 2013,ArduinoHelmet1,361,12,-0.0
Fri Aug  9 02:17:43 2013,ArduinoHelmet1,362,12,-0.0
Fri Aug  9 02:17:44 2013,ArduinoHelmet1,363,12,0.0
Fri Aug  9 02:17:46 2013,ArduinoHelmet1,364,12,-0.0
Fri Aug  9 02:17:47 2013,ArduinoHelmet1,365,12,-0.0
Fri Aug  9 02:17:48 2013,ArduinoHelmet1,366,12,-0.0
Fri Aug  9 02:17:49 2013,ArduinoHelmet1,367,12,-0.0
Fri Aug  9 02:17:50 2013,ArduinoHelmet1,368,12,-0.0
Fri Aug  9 02:17:51 2013,ArduinoHelmet1,369,12,-0.0
Fri Aug  9 02:17:52 2013,ArduinoHelmet1,370,12,-0.0
Fri Aug  9 02:17:53 2013,ArduinoHelmet1,371,12,-0.0
Fri Aug  9 02:17:54 2013,ArduinoHelmet1,372,12,-0.0
