Time (s),TC1_0-3mBC,TC1_0-61mBC,TC1_0-91mBC,TC1_1-22mBC,TC1_1-52mBC,TC1_1-83mBC,TC2_0-3mBC,TC2_0-61mBC,TC2_0-91mBC,TC2_1-22mBC,TC2_1-52mBC,TC2_1-83mBC,TC3_0-3mBC,TC3_0-61mBC,TC3_0-91mBC,TC3_1-22mBC,TC3_1-52mBC,TC3_1-83mBC,TC4_0-3mBC,TC4_0-61mBC,TC4_0-91mBC,TC4_1-22mBC,TC4_1-52mBC,TC4_1-83mBC,Event,Comment
1846,326.688508,294.730937,317.105242,289.576763,202.394039,204.11397,212.949434,207.330083,205.949087,170.971724,143.636511,73.90498,180.179641,188.2048,178.443325,154.871965,133.539824,94.44973,175.80311,175.472045,161.000276,145.356831,129.871081,68.809273,0.00028,
1847,323.509294,292.590906,315.052626,287.286607,202.279666,205.82888,210.627731,208.511212,206.558808,169.180553,142.918844,73.978274,181.210485,189.121074,180.848226,154.264519,133.389522,95.444302,176.643017,175.891788,162.446638,146.188958,130.096227,68.36898,0.00028,
1848,318.279057,291.261837,315.712504,286.806176,203.880671,205.371628,208.609429,208.244532,204.157596,167.770926,142.012669,73.538504,182.050476,189.311961,180.733698,154.226558,133.351949,96.54986,175.574059,176.197069,165.150578,147.324177,130.171282,67.965347,-2.49E-05,
1849,314.099647,289.778935,316.916607,286.948556,204.789693,203.917764,206.470245,206.600391,199.842371,167.308215,141.893852,73.496445,183.152149,189.344503,182.827856,154.069118,133.233685,96.87619,174.957656,176.115115,166.821551,147.507849,130.015637,67.372773,0.000128,
1850,305.780672,289.858274,319.083624,286.732256,203.804443,201.940956,203.960084,203.975587,198.207299,173.29727,142.16367,74.711212,183.57781,189.311961,182.413516,156.087253,132.863562,97.065964,176.223053,176.197069,166.17932,147.021397,129.871081,67.451586,0.00028,
1851,305.63382,290.00605,319.340016,285.623221,202.050915,198.584594,200.87092,201.420155,195.039397,174.365013,141.823932,74.381391,184.608799,188.47205,179.435772,156.809076,132.450413,97.065964,175.993991,176.082587,165.72207,147.513436,129.683482,69.212845,0.00028,
1852,306.803046,290.665499,318.638656,288.61115,200.558186,197.167286,197.736446,199.239653,192.704891,173.634825,141.289992,74.046158,184.985016,187.511946,177.750663,156.309572,132.219555,96.507562,175.339382,176.344081,166.135592,147.469996,129.715463,72.1785,0.00028,
1853,309.486718,289.267096,316.812072,287.397464,200.068037,196.791341,195.986307,197.794986,192.595979,172.420322,141.257827,73.978274,184.685169,186.25766,176.267895,156.353167,131.924724,95.849614,175.49771,176.082587,165.379165,146.680816,129.946127,74.420867,0.000128,
1854,307.505732,288.084369,312.852269,284.661693,199.839204,198.126781,195.757267,196.344421,193.092339,174.937083,141.597471,73.721742,183.31052,185.035913,176.382379,154.909934,131.474255,95.223251,174.963287,175.052323,165.26487,145.848505,129.871081,76.694379,0.000128,
1855,305.749381,286.869616,310.215656,285.295881,199.50157,199.620197,198.16751,196.426405,193.212514,175.324118,142.924419,73.360674,180.796138,183.78164,175.815607,155.067423,131.066965,96.334144,173.022418,174.333035,164.356244,145.324597,129.801576,78.166649,0.000128,
1856,303.467047,285.125361,310.173534,287.286607,200.029899,199.461988,196.978744,195.160887,191.794129,175.127782,143.22099,73.245319,178.42356,182.821554,175.428393,153.087982,130.911327,97.213444,171.681283,173.411819,163.322352,144.562823,129.083297,77.244438,0.00028,
1857,300.337591,283.342957,309.801024,286.394137,201.358978,196.442275,195.637113,194.238872,190.413802,172.490945,142.648927,73.533093,176.738451,181.059824,175.613549,153.575705,130.718183,97.466116,168.586116,172.605154,161.831955,143.763529,128.515276,75.662217,0.000433,
1858,300.821002,282.64472,310.320361,287.840848,202.355915,196.333426,194.115661,193.633541,189.311975,170.17134,141.672956,74.088216,174.912277,180.187473,174.550824,150.926059,130.498625,97.840338,166.342544,171.962399,160.391463,143.806896,127.9585,73.687466,0.00028,
1859,302.438275,284.274056,311.531477,289.244436,202.279666,199.805286,192.779289,192.487901,189.693864,168.11377,141.182358,74.381391,173.920225,179.691243,172.452724,148.652384,130.311065,98.578086,163.865976,171.581029,160.733907,144.336017,127.696151,71.267025,0.00028,
1860,303.031609,283.35388,310.656118,287.47682,202.590282,199.124303,192.02122,191.729721,189.966818,168.538461,140.886081,74.093626,173.31543,178.857145,170.62785,148.203499,130.204077,99.432246,162.652935,170.976517,161.196168,145.097711,127.739158,69.878593,0.00028,
1861,302.254533,282.237231,308.92527,287.249654,201.860281,202.398502,192.435627,191.113008,190.457624,168.799533,139.786693,72.878831,173.233501,178.622502,168.830443,147.894976,129.673508,98.5043,163.29468,169.903302,161.304724,145.735032,127.808581,68.332288,0.00028,
1862,300.925866,282.120622,308.111932,285.469858,200.710726,205.061146,192.239067,191.145567,187.778736,167.87958,138.838665,73.459797,172.846388,177.433736,170.387823,147.35935,129.180584,96.138992,164.736506,169.173364,160.994661,145.653804,127.765573,68.033323,0.00028,
1863,298.503982,282.163135,306.831658,283.51481,199.724785,206.400385,192.970208,191.533127,184.767252,166.932969,137.713871,73.135373,171.555146,175.760326,172.490865,149.713166,129.036181,94.928548,165.466048,168.226108,161.038331,145.697209,127.995982,69.066095,0.00028,
1864,301.44595,281.866731,305.949779,284.106811,199.381515,206.70516,191.977399,191.41855,186.52406,165.333677,136.998319,73.062076,170.144171,174.844623,172.452724,151.001885,129.373561,95.333774,163.485102,167.578255,160.695856,145.205569,128.220888,69.836496,0.000128,
1865,298.577564,285.532413,308.043894,283.440801,198.923795,205.257308,193.008391,190.578297,186.447677,163.316415,136.546529,73.245319,168.314273,173.08984,173.63521,149.713166,129.936004,96.144429,162.951944,166.625697,160.049055,144.600626,128.258375,69.726445,0.000128,
1866,297.731273,284.977327,312.375367,283.477806,197.2834,204.723782,195.260996,192.22057,187.211505,163.278364,137.224254,73.355263,166.980408,173.013555,174.436366,149.599488,130.048514,96.365564,161.467131,166.206637,159.364345,144.222622,128.108431,69.836496,0.000128,
1867,293.986285,282.914924,310.184364,282.600474,195.539461,205.840128,197.14268,194.332141,186.955437,163.860414,137.838,72.816354,166.53442,172.567124,174.256869,148.625688,129.759578,95.749939,158.852954,165.113282,159.299499,143.666897,127.857122,69.370418,0.00028,
1868,292.949014,281.093979,307.682011,281.558335,194.617938,207.396452,197.137048,193.219119,187.751816,163.664514,137.192156,72.627695,165.500194,171.951292,173.869734,148.582222,130.279094,95.8919,156.794195,164.764914,159.331922,143.056813,128.038996,68.961443,0.000128,
1869,299.234291,286.895691,306.752756,282.25091,194.186861,205.594636,195.560764,192.367697,189.573663,162.473758,136.99276,72.616873,165.108052,171.863763,174.697806,150.238139,130.755702,96.360127,156.098915,165.401105,158.065797,142.667935,128.027933,68.253488,5.000269,
1870,320.108492,286.050392,305.104441,280.886218,194.192494,205.60026,196.100825,191.915044,190.343062,163.963348,137.261912,71.559395,165.113673,173.08984,173.406326,151.001885,130.723723,96.107575,154.964774,164.835457,157.273098,142.333613,127.733627,67.598381,5.000269,
1871,330.382212,283.539033,305.29365,279.335505,193.854635,205.796401,204.461342,196.388229,189.737688,164.501818,137.681765,70.575121,163.938734,173.82022,173.068643,151.841716,130.16657,95.92875,155.73016,165.412348,156.708616,141.697312,126.989787,67.787282,0.035067,
1872,324.026429,281.093979,307.939125,281.965649,193.740135,206.748878,207.815083,199.289074,189.623122,163.436191,137.418114,69.841944,164.014888,174.773951,173.297516,151.386644,129.679045,94.74981,156.262129,164.802996,157.924941,141.244344,126.203295,68.411087,0.002721,
1873,319.491971,286.795647,310.729523,283.298238,195.190379,206.025013,209.529117,201.997993,193.097973,164.083143,137.418114,69.878604,166.300197,175.65149,173.640841,152.031354,129.154169,92.13599,157.326359,165.031492,158.457238,141.093377,125.604301,69.218258,0.001196,
1874,323.07062,290.929476,315.162613,285.068535,195.986108,203.084753,213.976621,206.301109,196.3754,165.447892,137.487878,69.469914,168.542974,177.439369,175.390235,153.65721,128.586441,87.901988,157.32075,164.492734,157.19708,140.484053,125.299359,70.019912,0.001196,
1875,330.157786,294.214517,316.885366,285.142499,196.138741,201.483374,216.296228,208.701687,203.661967,165.980937,137.525542,69.213269,170.983087,180.912762,174.131153,154.720091,128.324145,86.505904,156.598553,165.25438,157.235089,139.993637,125.18709,71.377055,0.000738,
1876,335.016412,301.294866,316.597588,289.508365,196.716722,200.72629,219.87321,211.258839,204.125098,165.567732,138.812105,68.85203,172.361752,184.888831,178.487128,154.80163,128.179812,85.997105,156.110127,165.755149,156.974645,139.810614,125.492013,72.666075,0.000738,
1877,334.578698,312.466867,322.274582,296.626072,196.678566,201.260198,227.26875,213.694592,205.916601,165.03474,138.661355,68.668695,175.108703,188.134079,185.817264,155.561105,128.404616,85.923651,156.414138,168.536636,159.407993,140.565081,125.828899,73.839558,0.000891,
1878,333.405909,320.709739,331.374931,296.583799,196.291371,199.423843,230.707827,220.530574,208.958799,169.294865,139.409654,68.663281,177.621957,190.648127,185.6589,156.12524,128.811296,85.293924,164.056426,171.886123,158.831894,141.465243,125.973123,74.860902,0.000891,
1879,333.338327,318.70035,336.675713,295.889264,196.754877,199.505763,230.713408,227.703722,214.292759,171.167937,143.41543,68.925362,180.757959,193.096777,190.322589,156.472744,129.379097,86.437859,166.538734,176.393507,161.95738,143.359045,126.128409,76.40643,0.000891,
1880,338.87608,313.158605,335.575131,293.561722,197.092635,201.788432,229.610553,230.877868,217.480474,175.738051,146.736559,69.396588,185.067022,197.327047,193.14189,156.049268,129.523528,88.563481,170.231647,179.021377,166.026898,144.600626,126.384996,77.611152,0.000738,
1881,342.270468,311.842998,328.931772,292.423888,197.365337,204.310169,232.94438,234.28606,219.651252,182.15369,146.363855,70.281859,189.960295,204.044237,196.544224,156.320784,129.304118,90.480633,170.237274,181.432011,168.433781,145.627148,126.577771,79.596984,0.000433,
1882,341.468935,313.127327,326.29922,291.464671,197.823152,204.691296,236.985439,234.890497,223.977107,183.680266,145.040349,71.308231,192.403797,207.435096,196.849486,157.156662,129.341607,91.841634,173.098741,183.57005,173.125243,146.005395,126.765039,82.348293,0.000433,
1883,339.360689,315.223485,326.853175,299.024941,200.689478,204.735032,235.820901,234.253852,221.820548,181.930347,143.949916,73.512678,193.516512,209.116185,200.517321,158.644631,129.872076,92.987867,179.556329,189.341072,174.08487,146.124465,127.145165,84.92274,0.000433,
1884,335.709391,313.090638,329.114539,298.76184,202.666527,205.567779,235.399999,235.268198,226.85749,190.511874,143.793208,73.837096,194.236152,209.795797,204.019363,161.986358,130.241585,93.056054,183.599273,190.557153,173.125243,145.664969,127.551785,86.569601,0.000738,
1885,338.272533,314.8255,327.809266,296.894786,205.078933,203.635325,234.240302,235.808025,226.451955,194.377036,142.935571,74.800737,195.812316,210.416033,202.200794,162.073706,130.102634,93.287777,183.648742,190.988371,177.984016,145.865255,128.312462,87.75582,0.00028,
1886,336.621079,319.46974,331.416858,297.215393,207.20109,202.632889,234.795759,233.568104,223.522047,197.112299,142.697838,75.486198,199.692986,211.812759,201.960768,162.405006,130.091557,93.571427,187.533709,193.763743,180.683814,147.519023,128.938817,88.222584,0.000433,
1887,334.875898,317.78964,332.554776,297.589098,210.328814,202.028471,237.481533,237.953799,223.451793,198.834062,146.445093,75.674841,201.567515,211.057378,197.656378,164.047619,130.284633,95.049926,191.282549,193.769377,182.407979,148.698365,129.657038,89.036415,0.000433,
1888,335.198783,313.861045,328.200643,296.699743,212.87243,203.509714,240.680847,236.287705,224.090861,200.429788,146.704313,75.046441,203.849544,210.633149,199.78703,166.213027,130.579194,97.071403,191.887986,194.298098,179.385487,151.724481,130.477072,91.383895,0.000738,
1889,336.152405,312.435583,321.913939,296.373646,213.448536,203.4391,240.498002,232.666503,222.806988,198.376464,145.499615,74.868619,204.922414,210.334295,198.83904,168.314547,131.034981,98.293841,192.237339,195.143379,181.720549,154.120122,131.233464,93.192054,0.000433,
1890,330.502509,310.56908,323.346746,298.551832,213.606266,201.538392,241.068733,232.596469,221.180995,195.445225,145.20273,77.03619,206.414179,210.986887,201.133129,174.078745,132.053992,97.856661,189.187472,195.454322,183.826723,154.201634,131.614552,94.264982,0.000585,
1891,326.558567,309.724588,324.846894,300.391992,213.149899,200.051031,240.051331,233.390288,225.542544,195.712254,147.018158,79.858335,206.947553,210.872723,199.760148,173.010512,132.391942,97.192891,189.302061,196.522825,183.597566,154.23959,131.952609,94.522721,0.00028,
1892,325.530172,311.040906,327.474804,300.607312,210.442994,200.236108,238.53772,235.726934,228.453601,195.515886,146.974735,80.402777,207.322875,210.562651,196.931432,170.945225,132.536616,96.818774,191.664472,196.975083,183.821087,155.524792,132.360331,94.406825,0.00028,
1893,321.582308,306.633322,324.21954,302.666942,211.888988,198.443255,237.670171,235.840213,226.56002,195.363296,146.823396,79.449717,207.056217,211.932512,197.465609,171.402865,133.062482,97.224322,192.237339,197.814484,187.258519,156.66423,133.37511,94.738226,0.000433,
1894,317.662282,304.67953,321.615682,302.220271,214.393548,200.38304,237.853228,234.28606,227.084763,195.5484,147.915244,79.297689,207.431531,212.763798,204.324274,173.876715,133.47022,98.067078,190.704014,197.847005,186.374426,158.596673,134.648227,94.990579,0.000585,
1895,316.318632,303.770964,322.687996,299.656053,212.921695,202.072229,235.675452,231.840225,224.443286,196.360721,149.175863,80.701461,207.099935,212.927172,203.192022,172.896069,133.819532,98.705098,191.249991,197.018872,186.50028,160.813422,135.863592,95.185598,0.000433,
1896,315.570088,300.553192,321.903138,300.375701,210.241457,203.351606,235.960773,229.931912,221.505763,195.962377,150.901816,83.251885,206.930686,211.464712,200.849296,173.909237,134.329112,100.091246,186.878701,198.680681,189.195081,163.308046,136.901275,95.427126,0.00028,
1897,315.256726,305.462498,319.575978,298.772706,212.769551,202.034099,234.278079,229.418784,219.130799,194.720394,153.876452,84.47854,207.518958,211.481561,201.400063,174.040591,134.759341,100.476814,189.302061,200.757266,187.989829,162.639778,137.369999,94.670011,0.000585,
1898,312.68697,302.514743,317.079409,297.883682,214.551237,203.057884,234.763562,229.602454,219.239129,194.98181,152.770744,83.005998,206.865738,211.095431,198.076054,173.004882,135.167453,101.025331,192.084576,200.141423,185.539795,162.405815,137.43979,92.750459,0.000433,
1899,311.110917,297.285755,314.293455,299.687422,213.980916,203.705935,233.327897,227.406286,216.959675,195.782913,151.216217,82.199252,205.570275,210.410415,196.740646,173.271924,135.844558,102.059794,192.657426,197.852637,185.043275,163.205087,137.590502,91.168659,0.000433,
1900,312.948889,295.595467,313.382025,301.458813,213.073833,204.283307,232.350716,226.123655,217.801264,194.415187,151.790434,81.728003,204.051391,210.568269,195.448826,174.422139,136.941518,103.285119,192.090211,196.866245,186.003759,164.162445,138.010581,91.505087,0.00028,
1901,310.304318,294.446731,312.092686,303.806558,213.22035,203.820289,232.647565,226.913801,218.555459,194.180643,153.074176,83.22604,203.359591,210.448475,194.87073,172.089393,137.764335,102.909928,194.337639,196.479034,185.883541,164.004531,138.570413,91.389322,0.000433,
1902,309.06284,296.185389,311.180755,300.870265,212.845623,201.729054,230.989362,227.033049,219.05484,193.881055,153.231505,83.63489,203.479586,210.149608,197.852774,171.980596,137.99588,102.139157,194.343273,196.828088,184.590588,163.895934,139.254667,90.769579,0.00028,
1903,308.475925,293.640541,309.932819,299.067182,210.829187,201.95784,230.951537,227.904272,221.180995,195.521519,152.359182,82.167998,203.212722,209.883164,199.378714,174.803708,138.372577,100.329115,194.686922,195.835944,183.139257,163.743651,139.292379,90.107777,0.000128,
1904,307.44318,290.681841,309.119698,298.914514,209.64367,202.562264,235.254525,229.223931,222.313809,195.706621,153.491451,79.779611,203.016471,209.839481,199.907086,177.011528,139.120625,99.917549,193.153877,194.609066,183.630123,163.623822,139.928024,89.330431,0.00028,
1905,306.017203,288.47038,307.215304,297.999579,208.430981,201.65279,235.788718,230.781117,222.167644,194.567792,154.597458,78.355558,204.280096,210.187669,201.133129,177.017161,139.84239,100.439889,189.913196,194.3857,182.680954,165.076334,140.876925,88.159945,0.000128,
1906,310.823042,292.93941,305.010434,301.017412,207.859782,200.394299,233.635786,230.175721,222.205586,191.324532,157.179425,78.025706,205.461577,210.720499,203.611335,176.749991,140.521132,100.661453,190.868059,193.469654,183.36841,164.428974,141.518644,87.498673,0.000433,
1907,309.906371,292.754875,305.267739,302.231126,208.735591,200.966372,231.783571,230.70545,222.243527,187.737155,159.269432,77.146134,205.423469,210.225731,201.666985,176.024853,141.011478,100.144505,192.204783,192.286326,184.590588,164.010151,141.820699,87.425206,0.00028,
1908,309.49755,293.081587,305.850372,301.159123,208.196889,200.083543,231.740177,229.867388,220.795829,185.74687,159.758024,78.240195,204.46505,209.877545,198.83904,173.958652,141.571837,100.286745,193.72668,192.624249,183.85928,162.86252,142.268291,86.428124,0.000433,
1909,307.967717,291.837471,303.949682,301.758477,208.512757,202.192245,230.654496,230.711032,220.237599,184.384156,160.681828,78.470922,203.485213,210.383592,195.683435,171.948083,142.451048,100.223795,195.30346,192.291961,185.054548,162.378994,142.69493,86.622584,0.000585,
1910,308.250389,293.708892,302.761978,302.152153,208.15881,204.963693,228.940432,229.716,218.821348,184.830877,160.214279,77.39726,202.67333,210.600709,194.832565,169.877543,143.421623,99.511508,195.406734,191.9753,182.751702,162.02527,142.872664,87.713662,0.000433,
1911,312.551212,293.350791,301.2644,303.082218,208.017731,207.184774,231.221885,227.417464,218.338749,186.292473,162.241382,77.26149,202.074507,211.182771,197.476873,171.29971,144.112705,98.747437,195.49436,191.566647,179.78424,161.846247,142.883816,88.349075,0.00028,
1912,317.385679,294.273171,298.650615,300.066271,207.979649,209.621973,232.696522,225.181652,216.286753,186.101641,161.860938,76.821716,202.150771,209.850719,197.247945,172.024367,144.339395,98.230949,195.799791,192.330135,181.158979,161.922349,142.846037,88.790018,0.000433,
1913,320.709959,291.352029,298.203206,300.06084,208.469059,211.443332,234.995745,225.744655,216.775258,188.156977,160.219894,76.779657,202.564573,208.322231,196.631805,171.179669,143.842684,98.077961,193.426823,192.515366,181.611615,164.086297,142.538257,88.821343,0.00028,
1914,317.239262,293.97804,305.67746,301.280332,208.779286,211.60116,235.416715,228.023477,219.592117,192.055198,159.997371,78.580876,203.065851,208.327852,193.393452,171.032753,143.168421,98.341615,193.890691,193.131753,181.84639,165.691331,142.090607,89.304524,0.000433,
1915,315.262135,298.733589,306.302194,303.70714,210.758693,210.421376,232.205069,226.091349,218.566671,189.574707,160.073415,81.476767,202.455814,206.994909,192.515504,170.727675,142.67756,98.562963,193.62339,194.238665,183.450431,164.853464,141.561971,91.32662,0.00028,
1916,312.807728,296.964928,304.023222,304.809668,209.997494,209.621973,228.989458,224.992096,217.882859,190.299807,161.290351,82.796795,201.311821,206.27115,193.813318,170.23196,142.602053,98.526071,192.515938,194.811163,181.999152,163.292455,140.769272,92.356585,0.000433,
1917,312.692382,294.157059,300.890957,306.126826,209.040179,209.920906,226.370729,224.379835,219.852316,193.766594,162.616247,82.131331,200.657834,206.646467,195.944933,170.798315,142.747494,99.295508,192.70125,194.691032,180.618709,162.06894,140.159951,90.990212,0.00028,
1918,314.602887,296.670055,298.945231,305.397542,208.741212,210.192991,224.519133,224.119975,219.516169,195.336415,162.964335,82.173413,199.824314,205.50918,195.797921,171.032753,142.941855,101.553398,191.44659,196.146864,180.357033,162.112611,139.750546,90.627925,0.00028,
1919,313.76036,303.187838,299.755286,306.022052,209.921367,210.154925,225.997401,224.34751,217.882859,192.398622,162.926281,82.136745,200.510899,204.708984,195.034657,172.405801,143.092896,104.437205,190.797307,193.93332,179.020552,162.569279,139.675105,90.149965,0.000128,
1920,318.331867,298.470286,299.050272,303.554684,210.981407,209.007181,228.56745,226.426819,216.965283,190.904762,164.024376,80.994744,200.276415,205.00821,197.394932,173.048661,143.4272,105.208879,190.447925,194.118528,179.511309,164.048224,139.7827,88.821343,0.000585,
1921,322.251313,297.886228,294.965604,300.912482,212.92731,208.670104,229.292269,226.77343,216.856878,192.513095,161.442498,81.40344,198.946911,203.832437,196.217689,173.893608,143.546084,105.029279,190.109808,194.429501,179.707869,165.310461,139.976884,88.422562,0.000128,
1922,324.998242,291.289071,294.381037,299.961312,213.845656,209.094573,227.63198,224.99769,216.520424,190.305442,159.736846,83.829112,198.456571,203.456911,197.406197,173.365117,143.28729,104.257677,188.167421,193.671772,180.859107,164.859085,139.831557,87.472781,0.000433,
1923,322.951383,291.473698,290.727781,300.071703,214.454018,208.828038,226.609239,223.898018,217.166514,187.786593,159.850903,87.718783,198.761788,202.503914,197.215422,172.831036,142.985191,103.443945,189.198744,193.099217,180.591792,163.602613,139.680673,85.746694,0.000433,
1924,323.092216,288.882393,291.128475,298.81495,214.942624,209.469688,224.82243,224.157898,217.274908,185.56731,159.655196,87.713361,199.252107,202.574532,197.476873,171.147162,143.055135,103.105697,189.536874,193.017239,179.898796,162.721515,139.297946,83.281902,0.000433,
1925,326.637026,291.652867,291.792949,298.630892,215.930855,209.469688,226.527874,223.39933,216.742861,185.338311,159.541146,87.566512,199.252107,203.527517,199.00289,169.812543,143.319478,103.105697,190.300782,192.482828,180.624344,162.264827,138.958563,80.310126,-2.49E-05,
1926,326.308233,291.542099,290.242274,298.373192,216.804825,210.11686,227.437022,223.551059,218.224783,184.842149,160.073415,86.648835,198.031245,203.070104,198.125468,168.173337,143.168421,100.556116,189.193108,190.917653,179.746054,161.427717,138.69464,78.843017,0.000433,
1927,318.269486,297.891663,293.864687,299.850917,217.19035,208.751882,227.177474,225.187246,219.179987,185.267615,160.383222,86.727661,196.357878,203.34256,193.780783,167.531056,142.683136,96.171614,189.045957,190.770581,180.439042,161.737715,138.926423,78.004932,0.000128,
1928,317.903507,299.807115,295.413475,300.292474,216.088476,206.009408,225.775618,224.921864,215.189857,184.0463,160.079029,86.434045,196.510529,202.961373,194.391472,169.398788,142.343376,95.692553,187.021476,192.068554,181.126426,162.080175,139.341225,77.161482,0.00028,
1929,315.298757,295.637779,295.223697,300.139863,214.562461,206.041885,225.50473,225.219562,214.385662,183.048369,159.80727,85.731377,196.504896,203.070104,195.072822,170.308221,142.224561,93.95591,185.449695,192.635519,181.12079,163.25439,139.56195,78.916367,0.000433,
1930,310.933028,290.539548,292.193497,301.679492,215.16509,206.188662,227.696546,226.61628,215.824975,182.584761,159.649583,86.790229,196.537425,203.82681,192.815249,170.64578,142.143496,93.766377,185.787847,191.904586,180.007719,162.830078,139.669538,79.974593,0.00028,
1931,309.733844,290.181061,291.798395,303.565535,217.608208,205.971307,225.586124,226.059043,218.876146,184.198963,159.204632,88.526566,196.281552,203.761835,196.566754,172.411431,142.343376,94.661049,183.125253,191.763158,180.286295,162.727134,140.020179,80.939136,0.000433,
1932,309.917204,292.285919,289.361252,302.168436,217.760144,208.485326,225.548224,226.665352,219.749611,184.733287,160.155075,85.956967,196.357878,203.990517,195.956199,172.983626,142.381124,95.508324,184.576765,191.915856,177.651672,162.727134,140.548414,82.773574,0.00028,
1933,314.106298,288.640036,285.823497,300.708044,217.391509,210.095652,226.203643,225.312162,220.520156,183.981241,161.07899,87.435931,197.666582,205.297441,197.188532,173.22378,142.581028,97.214651,186.841757,189.292893,176.135916,161.977253,141.087931,83.371546,0.000585,
1934,310.980519,288.259499,284.8507,300.807549,216.50647,209.399164,225.965099,224.428946,219.635694,183.588314,161.295967,87.021299,197.998721,205.324294,193.131891,171.49603,142.532125,97.57251,187.785442,189.968845,177.575315,161.319198,141.416529,82.369951,0.000433,
1935,311.85487,287.810423,287.138407,300.986055,214.524443,208.479705,224.177887,223.323462,214.651876,183.544512,161.214279,90.87219,197.306264,204.861412,190.797625,169.202544,142.526549,98.009634,187.130435,191.299417,178.333274,160.780998,141.184457,80.897039,0.00028,
1936,313.906899,285.258214,284.808238,302.824864,213.459764,207.832286,224.253723,223.778639,213.244523,184.651318,160.948043,89.659713,196.58122,204.289784,194.614838,168.325798,142.639806,98.230949,186.022675,191.032183,176.806145,159.678059,140.731532,79.429834,0.000128,
1937,311.315868,285.454153,283.523763,301.585442,212.93854,206.205534,224.189078,224.244936,214.28279,190.50189,161.149442,90.331855,196.096368,203.958031,195.580215,168.718226,142.5377,96.951128,187.294502,188.638195,175.977594,159.042906,140.176658,79.11057,0.000433,
1938,307.679604,284.671519,277.514167,298.047269,212.438436,205.704589,223.918041,223.632518,216.596441,194.655361,160.383222,89.591669,195.06025,203.571259,192.712002,167.988393,142.267881,97.240642,187.17427,188.136208,178.262547,159.189371,139.756113,78.665055,0.00028,
1939,302.801547,281.973626,274.549443,296.321718,211.987544,207.538831,221.951046,222.348205,217.286125,192.867777,159.932558,87.650778,195.562057,203.386305,194.244438,167.231815,141.933764,98.094288,189.357166,188.33275,179.070005,159.575209,140.101201,76.800187,0.000433,
1940,305.367212,280.819325,274.878286,294.989767,211.829746,209.170723,219.022144,220.748424,217.736489,190.038303,159.622793,85.883575,194.525882,203.304442,193.513597,169.055682,141.55082,99.15878,189.962663,188.479836,179.598949,159.873808,140.246548,73.714522,0.000128,
1941,305.582081,280.035325,270.150902,294.320854,211.253396,209.469688,216.660769,218.729946,212.635772,186.750471,158.134863,87.015879,195.665287,202.879505,191.71385,171.452262,141.167949,99.227143,188.734746,188.321477,180.700719,160.096372,139.788267,71.692112,0.000433,
1942,302.491303,280.771322,274.012848,294.83146,210.52473,209.387924,213.803262,216.596168,209.737283,184.683848,157.103452,89.286965,196.880877,201.348852,190.944697,170.722047,140.822869,98.705098,185.97884,188.888549,179.625864,161.041664,139.103827,70.659729,0.000433,
1943,298.893605,280.628513,276.395274,294.505166,210.111683,208.555866,210.764416,213.521197,208.448063,183.468182,155.134452,88.521144,196.161429,198.722941,189.99589,170.003183,140.79072,98.230949,183.692576,189.543241,178.371455,162.569279,138.883153,70.591782,0.000128,
1944,298.126425,280.263255,275.955247,295.947861,210.231488,205.590277,208.751801,210.405591,206.129643,184.656954,154.494809,86.764364,194.411371,197.278902,192.024882,169.170048,141.02262,97.867544,182.743286,188.288932,178.453452,163.488408,139.001835,70.817272,0.000433,
1945,303.861517,278.965296,273.65221,295.911017,210.840423,205.323539,207.761376,207.510614,204.757544,183.092169,154.191216,85.443252,192.846273,196.134241,191.719486,169.360664,141.173521,97.978192,181.177287,186.876219,177.918925,162.765194,139.114959,71.147376,0.00028,
1946,307.275959,275.364643,271.347022,295.137186,209.546327,204.86624,207.913763,205.033174,203.651972,181.18401,153.9256,84.526057,190.631924,194.378819,190.15424,167.111871,140.984897,98.974271,180.718969,185.578032,178.567997,161.243109,139.454368,74.007884,0.000128,
1947,307.617057,273.77779,268.938931,294.042257,207.844188,203.962774,209.296255,206.950259,202.748101,179.363637,153.557398,83.436494,188.352225,192.405359,186.538357,166.170571,141.033763,100.830972,179.890026,184.63476,177.815656,160.531583,140.144498,76.512238,0.00028,
1948,303.720011,271.243411,265.281591,292.893718,206.657852,206.776994,210.090326,206.982745,201.14065,178.175197,152.603516,81.927574,186.704632,191.254554,185.692716,164.793653,141.254547,101.047128,177.975007,184.743668,176.741062,159.118944,140.704934,76.98354,0.000433,
1949,300.890346,272.805684,264.199862,291.307404,206.657852,207.653096,212.069839,209.535307,202.170443,177.221415,151.2007,80.901002,185.482694,189.842074,184.203629,161.671947,141.141366,101.638193,177.82227,184.743668,173.878425,157.408542,140.629457,76.800187,0.000128,
1950,296.770135,272.545374,266.250995,292.340449,207.800483,206.35793,214.048338,210.335052,204.458208,176.725484,150.783797,80.131168,184.451689,188.505865,182.409151,160.530537,141.179092,102.451186,178.051377,182.223753,170.864377,155.851023,139.42222,75.150054,0.000433,
1951,295.733808,270.865804,263.410724,291.892314,210.07924,202.73165,217.464486,210.139032,206.929856,182.290723,153.090977,80.052441,183.87328,189.340139,182.441694,161.476069,141.286703,103.333008,178.274853,179.851174,169.828986,154.592423,138.210155,73.2378,0.000128,
