Time,TC_A1_1,TC_A1_2,TC_A1_3,TC_A1_4,TC_A1_5,TC_A1_6,TC_A1_7,TC_A1_8,TC_A1_9,TC_A1_10,TC_A1_11,TC_A2_1,TC_A2_2,TC_A2_3,TC_A2_4,TC_A2_5,TC_A2_6,TC_A2_7,TC_A2_8,TC_A2_9,TC_A2_10,TC_A2_11,TC_A3_1,TC_A3_2,TC_A3_3,TC_A3_4,TC_A3_5,TC_A3_6,TC_A3_7,TC_A3_8,TC_A3_9,TC_A3_10,TC_A3_11,TC_A4_1,TC_A4_2,TC_A4_3,TC_A4_4,TC_A4_5,TC_A4_6,TC_A4_7,TC_A4_8,TC_A4_9,TC_A4_10,TC_A4_11,TC_A5_1,TC_A5_2,TC_A5_3,TC_A5_4,TC_A5_5,TC_A5_6,TC_A8_1,BDP_A5_1,BDP_A5_2,BDP_A5_3,BDP_A5_4,BDP_A5_5,BDP_A5_6,HF_0p15mAF,RAD_0p15mAF,EVENT,Untitled,Comment
1071,305.195171,346.283815,321.683527,309.966186,299.484278,283.631146,252.065241,87.549711,53.814307,47.337439,58.028145,308.024007,365.186873,352.221908,337.595849,329.804772,324.062833,303.379612,278.345621,58.875205,49.887564,53.126712,266.02231,328.790851,323.550143,318.433403,309.545823,299.379459,271.516699,114.604471,217.768174,77.783438,83.08063,310.582593,224.054875,749.1774,740.300295,731.064296,704.312111,680.275553,641.073928,594.918699,439.965725,222.462185,259.065959,267.332744,215.203068,134.714768,47.780388,34.710781,1261.891267,2.573575,2.55737,2.495537,2.535933,2.454594,2.441477,-0.00021,-0.000975,-0.000235,0,
1072,305.56783,347.200608,322.311288,310.852219,300.336038,284.524566,252.63325,88.106334,53.377011,47.231885,57.92326,307.956102,365.301307,352.518504,338.039041,330.321675,324.835897,304.341193,278.351168,58.512768,49.819114,53.058429,266.288737,329.015601,323.775168,319.134738,309.991865,299.495407,272.117073,113.978005,216.900192,77.82559,83.814631,310.729391,224.168634,749.87705,741.403205,731.431077,704.932218,681.219747,642.912724,594.95457,440.217344,224.965044,259.514644,267.891599,214.822874,133.96269,47.669299,34.523526,1261.891267,2.574949,2.547755,2.492637,2.534712,2.456731,2.447429,9.47E-05,-0.001127,-0.000235,0,
1073,306.19192,347.747354,323.043284,311.475816,300.998171,285.042364,252.7832,88.106334,52.970994,47.083742,57.812862,308.396468,365.373972,352.809642,338.44027,330.540847,325.237921,304.451494,276.607286,58.071155,49.745128,52.984622,266.214211,329.088693,323.958122,319.317841,310.358952,299.569033,272.377257,113.420521,216.406281,77.678924,83.264121,310.876184,224.206552,750.355819,741.807671,731.724522,705.187578,681.946161,643.922473,595.815531,439.893833,230.039825,259.776338,268.673775,213.986305,133.812311,47.70633,34.486071,1261.891267,2.545492,2.522421,2.504083,2.544784,2.474433,2.444529,9.47E-05,-0.000975,-8.28E-05,0,
1074,306.437877,348.356048,323.727633,312.235032,301.612394,285.364118,252.959411,87.580956,52.443055,46.961535,57.765047,308.165307,365.181438,352.653184,338.538777,330.968238,325.628973,304.661089,274.51678,57.507995,49.623074,52.899768,266.538413,328.968122,324.093537,319.453363,310.531505,299.705268,272.58913,113.000695,215.938928,77.594622,85.91267,311.101872,224.325997,750.840167,743.0268,732.206917,705.521395,682.60547,645.659248,596.35905,442.091724,234.997375,260.043612,269.05174,213.725796,134.306736,47.78595,34.341864,1261.897711,2.52733,2.511128,2.485463,2.526776,2.478553,2.489551,-5.79E-05,-0.000975,-0.000235,0,
1075,306.480077,348.653049,324.355124,313.010558,302.390076,285.998196,253.489726,87.843635,52.153137,46.707767,57.660149,307.950609,365.295872,352.840588,338.50776,330.827599,325.670985,304.923924,273.519146,57.476688,49.332601,52.942195,266.916543,329.046681,324.172185,319.715162,311.050834,299.894823,272.557526,112.746217,215.868611,77.416778,83.526529,311.138567,224.325997,750.545503,742.548673,732.463722,705.521395,682.678125,644.432823,595.964417,443.34952,234.128651,260.193121,269.424056,215.246795,135.510431,47.860004,34.304403,1261.897711,2.521378,2.510975,2.490195,2.532117,2.472296,2.490162,9.47E-05,-0.000669,-8.28E-05,0,
1076,306.412161,348.804269,324.689867,313.602641,303.130823,286.669089,254.09485,88.914815,51.863166,46.565112,57.555246,308.249685,364.901639,352.77325,338.695583,331.08874,325.712998,305.297013,273.524704,57.114011,49.116091,52.947717,267.145621,329.19833,324.397182,319.940332,311.423309,300.04756,272.228584,112.120415,215.64628,77.385597,85.723561,311.133058,224.471967,750.539974,743.573026,732.458215,705.151097,682.745329,644.355269,595.45679,444.278405,234.916175,260.486499,269.865172,216.571425,137.31176,47.891468,34.298776,1261.891267,2.517715,2.505939,2.471575,2.522503,2.473059,2.468185,-5.79E-05,-0.000822,-0.000235,0,
1077,306.437877,348.829815,325.117921,314.104877,303.707908,287.286283,254.420806,89.822789,51.852115,46.55402,57.470619,308.091912,365.036104,352.76236,338.757614,331.114336,325.775144,305.506558,273.699395,56.771567,49.030997,52.862861,267.320716,329.333577,324.71551,320.332123,311.705899,300.183775,272.180293,111.663777,215.178824,77.154636,84.260594,311.138567,224.40183,750.361348,743.063581,731.840076,704.79178,683.15041,643.206625,594.816469,442.487046,233.599717,260.52948,270.131299,217.451073,138.786849,48.0081,34.341864,1261.897711,2.524278,2.499224,2.467301,2.520977,2.471838,2.481463,-0.00021,-0.000822,-0.000235,0,
1078,306.7003,349.381875,325.562347,314.440244,303.970662,287.624358,254.651156,90.232718,52.485505,46.448404,57.43932,307.767107,364.932537,352.767805,339.127781,331.448507,326.182561,305.732578,274.076523,57.108502,48.925492,52.794567,267.475268,329.521761,324.940481,320.484042,311.784774,300.226085,271.999996,111.223916,215.032471,77.050125,83.196234,311.322038,224.47766,749.661624,742.107369,731.143156,704.427012,682.423835,641.764327,593.238222,439.180278,231.218172,260.155745,270.205734,217.299099,139.35231,48.341258,34.604057,1261.897711,2.513747,2.49663,2.46608,2.520672,2.465582,2.472763,-0.00021,-0.000669,-0.000388,0,
1079,307.151695,349.502088,326.048778,314.854364,304.275641,287.857089,254.437615,90.758526,52.385771,46.496552,57.41353,307.631285,364.471047,352.778696,338.810457,331.422913,326.303116,305.890578,274.310551,57.303621,48.862533,52.731794,267.635382,329.642321,325.170913,320.568214,312.089285,300.20029,271.862423,110.641305,214.891801,76.914435,80.616894,311.421099,224.504188,748.619594,740.405057,730.361986,704.34311,682.340277,640.095236,593.406787,437.587612,227.346421,259.733343,270.082907,216.3757,139.378686,48.515193,35.0047,1261.884824,2.527635,2.518453,2.477985,2.522656,2.462835,2.458875,-5.79E-05,-0.001127,-0.000388,0,
1080,307.885587,349.538527,326.524224,315.294123,304.753309,288.263447,254.512533,91.383772,52.939601,46.496552,57.339915,307.594583,364.180347,352.560342,338.555148,331.203776,325.937719,305.74357,273.530262,57.524519,48.825516,52.731794,267.337432,329.715404,325.207494,320.568214,312.199356,300.347508,271.602183,110.307425,214.663719,76.877771,79.08735,311.5055,224.591401,747.968,739.423671,729.932961,704.317587,682.60547,639.313127,594.888213,436.375868,225.918223,259.445482,270.168517,216.159081,139.201505,49.044332,35.76443,1261.897711,2.553124,2.51708,2.474322,2.520977,2.469855,2.483294,-5.79E-05,-0.001127,6.98E-05,0,
1081,307.953475,349.460201,326.811315,315.581787,304.931513,288.516482,254.469471,91.746125,52.934079,46.528059,57.260787,307.405569,364.17491,352.336536,338.184945,331.052215,325.712998,305.59106,272.892858,57.703075,48.745941,52.689361,266.810356,329.381053,325.165443,320.745782,312.120489,300.194785,271.596621,109.8568,214.696045,76.652298,78.128281,311.610065,224.699446,747.336728,738.977148,729.304144,703.98385,682.600017,640.713439,596.855943,436.226632,225.344077,259.252921,270.423437,215.355134,139.045048,49.519628,36.170259,1261.891267,2.579527,2.53753,2.471269,2.52174,2.47016,2.476884,0.000247,-0.000975,-0.000235,0,
1082,308.13143,349.564069,326.878984,315.759512,305.183182,288.584827,254.126712,91.041742,52.780886,46.596618,57.328897,307.546893,364.205812,352.185513,337.96063,330.681493,325.305542,305.144484,271.399958,57.955231,48.555292,52.683838,266.693016,329.302499,325.050228,320.37421,312.115002,300.078861,271.776948,109.257992,214.234153,76.53682,77.028094,311.720135,224.737357,746.563865,737.985034,728.717572,703.436796,682.563689,641.073928,598.470563,435.003911,223.524265,259.21553,270.609497,215.012976,138.668115,49.815458,36.394619,1261.891267,2.618904,2.566527,2.501489,2.512583,2.466497,2.462386,-0.00021,-0.000822,-0.000235,0,
1083,308.241494,349.819133,327.171523,316.015989,305.477063,287.993808,253.377298,90.490111,52.817805,46.707767,57.292088,307.877209,364.60552,352.476665,337.778242,330.498855,324.830426,304.887162,269.465052,57.734379,48.62934,52.683838,266.804782,329.521761,325.08681,320.300987,312.115002,300.373302,272.260192,108.739049,214.576311,76.426828,76.074643,311.866891,224.851089,746.637465,737.727854,728.680913,703.436796,682.636344,640.893681,599.582994,434.824084,222.386308,259.327702,270.869956,213.453843,137.876792,49.926379,36.656315,1261.891267,2.616615,2.552486,2.493858,2.536085,2.461461,2.4749,0.000247,-0.000975,-0.000235,0,
1084,308.13143,350.365666,328.12216,316.675428,306.064753,288.178515,253.639621,91.15208,53.150038,46.596618,57.144845,308.024007,364.823533,352.804197,338.361864,330.937176,325.049716,304.887162,267.901107,57.807999,48.555292,52.573101,266.87929,329.850638,325.598925,320.300987,312.151693,300.630916,272.854824,108.331412,214.234153,76.426828,72.156272,312.019149,224.780961,746.974207,736.594595,729.016352,703.478739,682.787111,638.736501,598.511834,432.779194,216.277856,259.707183,270.503449,212.051971,136.903165,49.931933,36.774065,1261.897711,2.606694,2.540277,2.501641,2.535017,2.467108,2.471237,-0.00021,-0.001127,-0.000388,0,
1085,308.278181,351.130739,328.926409,317.26151,306.652347,288.991081,254.463868,92.991688,52.89164,46.411348,57.07122,308.464366,365.295872,353.386437,338.799543,331.33894,325.488267,305.328274,268.497016,58.028843,48.592316,52.536187,267.326288,330.471794,326.001264,320.593871,312.335139,301.035697,273.560761,107.923866,214.310191,76.243507,74.827844,312.233756,225.002724,748.293785,738.903651,729.817454,704.312111,683.362948,641.831019,598.362915,430.794954,221.361779,260.150134,269.604605,210.714283,135.655294,49.778483,36.731074,1261.891267,2.607458,2.540735,2.485769,2.525708,2.465124,2.464827,-0.00021,-0.001127,-0.000388,0,
1086,308.577157,351.646185,329.772549,318.036102,307.135191,289.735099,255.143636,95.464275,53.266289,46.34278,57.039915,308.763401,366.027919,354.519831,339.862593,332.111325,326.261108,305.958584,269.470619,58.181567,48.634877,52.578624,267.518083,331.171406,326.445612,321.148454,312.817546,301.298762,273.937783,107.484916,213.327266,76.212328,76.776899,312.422683,225.122136,748.925189,739.901476,730.189643,704.609393,684.131442,643.567248,598.547717,429.972693,222.088478,260.52948,269.014505,209.006822,134.41955,49.636126,36.624548,1261.897711,2.608068,2.546076,2.49691,2.523419,2.479621,2.474595,-5.79E-05,-0.000822,-8.28E-05,0,
1087,308.566174,352.509493,330.346357,318.757508,308.042011,290.499268,255.95615,99.213981,53.329063,46.368744,56.992082,309.266065,366.380328,354.909141,340.216327,332.538592,326.65208,306.42532,270.315502,58.464959,48.549754,52.530664,267.767631,331.489255,326.727239,321.466937,313.136719,301.655669,274.186662,107.103505,212.479157,76.128031,79.96213,312.600587,225.192256,749.14058,740.998774,730.66087,705.005177,684.707424,645.798129,599.295904,426.727724,223.372562,260.822816,268.152352,208.315636,132.684861,49.223737,36.394619,1261.891267,2.536335,2.515249,2.478137,2.54219,2.452763,2.46559,9.47E-05,-0.000822,6.98E-05,0,
1088,308.32036,352.738916,330.94196,319.281044,308.456757,291.063908,256.229376,101.809662,53.746031,46.34278,56.966286,309.60721,366.827105,355.611222,340.737705,333.170231,326.882227,306.436309,269.507843,58.071155,48.597854,52.467879,268.262833,331.719355,327.067291,321.807296,313.66119,302.402376,274.53201,106.781352,211.91994,76.102336,78.201629,312.71063,225.381776,748.9933,741.10907,731.211005,705.515918,685.434307,646.952646,599.475334,426.871736,223.069134,260.897547,267.183694,207.401516,131.18268,48.853789,36.132861,1261.891267,2.557397,2.521506,2.490195,2.545242,2.46253,2.436593,-5.79E-05,-0.000975,-0.000235,0,
1089,309.121888,353.534697,331.630715,319.678269,309.038478,291.427394,256.373496,104.503045,53.408396,46.226052,56.887144,309.675085,367.184907,355.751285,340.841631,333.529863,327.132491,306.504305,268.497016,57.587131,48.555292,52.536187,268.480643,331.933056,327.390916,322.167805,313.875758,302.249747,274.712121,106.479655,212.903235,76.060188,79.08735,312.899535,225.311661,749.146107,741.592567,731.840076,706.433563,685.912291,647.499317,599.265406,425.796983,222.923105,261.127332,266.891161,208.511774,130.662851,48.526312,35.876658,1261.897711,2.563502,2.524558,2.474627,2.523113,2.452,2.458875,9.47E-05,-0.000975,-0.000235,0,
1090,309.488658,353.643948,332.142189,320.300555,309.809056,292.386593,256.410924,106.687102,52.559355,46.114862,56.850327,309.271555,367.511804,356.078662,341.16976,333.821921,327.278619,306.504305,267.64035,57.292603,48.370156,52.462356,269.113441,332.444406,327.683426,322.533759,314.059126,301.955472,274.712121,106.479655,213.43566,76.023524,82.022012,313.119601,225.425369,749.6248,743.247491,732.206917,707.236408,685.6215,649.917457,598.475951,426.373087,226.259241,261.463556,266.928429,209.920604,130.925566,48.26723,35.76443,1261.897711,2.566249,2.531883,2.490195,2.530896,2.460698,2.433846,-5.79E-05,-0.000517,-8.28E-05,0,
1091,309.457473,353.94072,332.732135,320.74524,310.401548,293.424746,256.566227,109.17595,52.047857,45.823859,56.782201,309.203672,367.807799,356.120479,341.248131,333.936901,327.43021,306.399563,266.751683,56.745759,48.190534,52.467879,269.45395,332.815089,328.054508,323.014931,314.577996,301.924188,274.53201,106.152072,213.365294,75.992345,85.813539,313.240643,225.626256,750.446068,744.288565,732.731559,708.196353,685.70511,650.469804,597.087374,425.879809,227.36917,261.848296,267.163213,211.302331,131.16206,48.056246,35.66343,1261.9106,2.573575,2.532494,2.50332,2.5399,2.468023,2.433846,9.47E-05,-0.001127,6.98E-05,0,
1092,309.310768,354.086379,333.170457,321.294192,310.915101,293.682849,256.828188,111.996968,51.752341,45.675558,56.708562,309.533842,368.679412,356.447839,341.64915,334.265441,327.576329,306.326071,267.385136,56.230091,48.116463,52.467879,269.416737,332.99769,328.273864,323.234468,314.797999,301.99776,274.494875,105.782006,212.414465,75.919017,86.169717,313.339655,225.576974,751.282199,744.387894,733.19753,708.331405,685.185343,648.798503,595.390429,426.481102,224.667474,262.210548,267.599152,211.97587,131.075706,48.082142,35.502519,1261.897711,2.560602,2.547908,2.504847,2.555772,2.45551,2.438272,0.000247,-0.000669,-8.28E-05,0,
1093,309.341954,354.335831,333.530237,321.910784,311.349748,294.046013,257.084523,114.965774,51.007778,45.63293,56.592588,310.005214,369.109745,356.878853,342.226951,334.588502,328.26487,306.834995,268.422535,55.966693,47.925728,52.462356,269.26231,333.065267,328.560857,323.33876,314.939179,302.249747,274.526454,105.295493,211.001111,75.913532,85.178337,313.449677,225.72857,752.313773,745.050193,733.601173,708.148889,685.221688,647.571487,594.816469,427.849141,223.719576,262.621291,268.046196,213.877924,131.075706,48.119162,35.277974,1261.897711,2.556023,2.539514,2.493247,2.544784,2.475043,2.467117,-5.79E-05,-0.001127,-0.000235,0,
1094,309.457473,354.486925,334.010478,322.355315,311.758648,294.493886,257.314608,116.75841,50.162976,45.15637,56.487629,310.157419,369.078865,357.066144,342.451111,334.885967,328.745131,307.060931,267.832179,55.345765,48.079426,52.430963,269.08179,333.143767,328.822213,323.380821,314.981326,302.806944,274.829069,104.820171,210.474047,75.84569,83.741226,313.590863,225.722879,753.26634,745.339056,733.412186,707.778397,685.579696,646.663998,593.483907,428.275696,222.955341,263.175676,268.599293,214.708808,131.25776,48.742785,35.272352,1261.891267,2.58609,2.540582,2.488058,2.529676,2.471228,2.460554,-5.79E-05,-0.001127,6.98E-05,0,
1095,309.499639,354.892893,334.600228,322.653469,312.020831,294.867981,257.619488,119.336161,50.020576,44.865149,56.272183,310.896397,369.156923,357.217061,342.748162,335.146918,329.152313,307.911332,266.235463,54.982687,48.047928,52.436487,269.49673,333.33182,329.156661,323.678984,315.170128,303.216964,275.131648,104.455897,210.251396,75.777847,81.765182,313.706385,225.72857,753.235019,745.050193,733.087452,707.455389,684.894591,644.757443,592.233988,429.972693,222.885172,263.629174,269.05174,212.736807,131.601296,49.229294,35.390252,1261.897711,2.578612,2.557065,2.504999,2.559892,2.448643,2.46788,9.47E-05,-0.000975,-0.000235,0,
1096,309.928735,355.610172,334.735369,322.971768,312.376537,295.188639,257.98235,122.237323,50.342341,44.742734,56.150671,311.28878,369.327618,357.424386,343.32041,335.756429,330.163792,308.781784,267.081489,54.602987,47.962769,52.425439,269.783279,333.649544,329.47469,323.777795,315.489117,303.610437,275.269039,104.149036,210.049707,75.656887,82.168777,313.853068,225.918054,753.198165,744.9766,732.647164,707.309401,684.458493,643.350872,592.018806,432.995037,224.136689,264.076983,269.200673,212.051971,132.051924,49.377246,35.502519,1261.897711,2.614326,2.562711,2.501489,2.517467,2.467566,2.476121,-5.79E-05,-0.000975,-8.28E-05,0,
1097,310.154244,356.198093,334.996431,323.160145,312.821994,295.67319,258.436726,124.935612,50.089012,44.822494,56.045688,311.000919,369.369362,357.684394,343.653864,335.944356,330.680389,309.374784,268.465345,54.387266,47.746049,52.357128,269.937673,334.275733,329.991833,324.112516,315.714554,303.983598,275.163219,103.747923,209.636715,75.625708,80.438988,313.957571,225.950259,752.713566,744.787099,732.164724,707.048453,684.08965,641.434437,593.376305,433.673106,223.372562,264.519106,269.306778,212.160404,132.384325,49.593591,35.459478,1261.891267,2.5925,2.547755,2.492942,2.522503,2.457341,2.456281,-5.79E-05,-0.001127,-8.28E-05,0,
1098,310.630909,356.67132,335.5076,323.562509,313.15194,296.115313,258.698475,127.520059,50.199957,44.859596,55.972021,311.294268,369.405673,357.793492,343.61742,335.87137,330.643881,309.448217,269.545067,54.424141,47.671954,52.357128,270.198099,334.932901,330.357286,324.588059,316.227736,304.498259,275.720037,103.304406,208.380404,75.589044,80.015334,314.230763,226.043119,751.882704,744.435731,731.851091,706.845928,683.778986,640.873879,595.401202,430.451316,223.844729,264.797039,269.398006,213.280798,132.213444,49.499313,35.401495,1261.9106,2.562586,2.53051,2.493858,2.519756,2.45612,2.461317,9.47E-05,-0.000822,-8.28E-05,0,
1099,310.447583,356.634919,335.65364,324.111133,313.518516,296.410026,258.474121,129.920646,51.013307,45.007991,56.008855,311.440934,369.659846,358.193501,344.01829,336.053833,330.753403,309.595077,270.587097,54.387266,47.634905,52.357128,270.532891,335.261456,330.86888,325.136704,316.667558,304.682048,276.239621,102.934885,207.31416,75.55238,81.502854,314.324245,226.177621,751.018812,744.124838,731.504437,706.902477,682.527362,641.506541,596.030781,428.959579,224.699691,265.190533,269.530152,213.986305,131.332842,49.223737,35.197493,1261.891267,2.553887,2.523642,2.501794,2.549973,2.45963,2.439035,-5.79E-05,-0.000975,-8.28E-05,0,
1100,310.887551,356.634919,335.65364,324.257422,313.775099,296.520536,257.950542,131.15972,51.382868,44.970894,55.972021,311.807575,369.950318,358.266228,344.164054,336.272782,330.972442,309.998913,271.145143,54.239759,47.709002,52.283289,270.570087,335.626496,331.124658,325.42929,317.070688,304.865827,276.350946,102.713205,207.23799,75.515717,81.031437,314.439746,226.145418,750.066714,742.916459,730.923098,706.579525,681.842645,640.106065,596.86133,430.368543,223.15069,265.531773,269.53574,215.208778,130.662851,48.933344,35.015945,1261.897711,2.590364,2.552639,2.481343,2.532728,2.460393,2.457197,0.000247,-0.000975,6.98E-05,0,
1101,311.296298,356.749564,335.841644,324.701734,314.000499,296.636554,257.507261,131.84156,51.092755,44.828048,55.830192,312.14301,370.35513,358.526206,344.351708,336.497182,330.904895,310.481608,269.997272,54.060876,47.788636,52.325733,270.947582,335.923971,331.532035,325.654188,317.002875,304.724302,276.133843,102.497077,207.738771,75.447875,79.160705,314.586403,226.296984,749.035647,741.886732,730.262984,706.433563,682.133232,640.033976,597.47127,432.563344,222.354066,265.904652,269.53574,215.969042,130.400174,48.785346,34.716406,1261.897711,2.589448,2.536614,2.478443,2.537001,2.453679,2.460249,-5.79E-05,-0.000822,6.98E-05,0,
1102,311.479584,356.967964,336.17021,325.396485,314.440293,297.115369,257.544671,133.119557,50.427354,44.568308,55.867029,312.399617,370.427742,358.671651,344.461026,336.78909,330.941401,310.811947,269.327284,53.98711,47.677496,52.325733,270.947582,336.033473,331.824317,326.01988,317.076168,304.503757,276.022508,102.053839,207.929172,75.374547,79.710879,314.733054,226.410653,748.004811,741.114588,729.639627,706.360584,682.714453,639.997932,597.327752,431.843804,222.050535,266.314751,269.53574,215.931032,130.475221,48.56332,34.529151,1261.897711,2.616462,2.558896,2.499352,2.530439,2.456731,2.462691,-0.00021,-0.000822,-8.28E-05,0,
1103,311.767336,357.217313,336.383784,325.975993,314.837914,297.735893,257.913139,134.806768,49.830107,44.488531,55.824679,312.577411,370.749055,358.848013,344.492013,337.075525,331.52,311.430355,268.986651,53.797162,47.523752,52.394046,270.942019,336.429503,332.038055,326.416641,317.583708,304.865827,276.350946,101.679023,207.580745,75.185744,76.184655,314.837535,226.404964,746.711067,738.903651,728.900868,705.990224,682.309404,636.533145,597.178848,432.378065,216.120098,266.756455,269.530152,214.898916,131.332842,48.298684,34.336238,1261.891267,2.632183,2.554012,2.502557,2.525402,2.480384,2.466048,-5.79E-05,-0.000975,-8.28E-05,0,
1104,311.589552,357.077161,336.535261,326.273926,315.026613,298.1096,258.367529,136.732809,49.57669,44.531198,55.682839,312.399617,371.00861,359.326118,344.825406,337.299895,331.96347,311.87618,270.034488,53.802682,47.566346,52.251893,271.319456,336.909414,332.043518,327.043675,318.065508,305.275605,276.727547,101.315324,206.291462,75.337884,73.261991,315.068505,226.416342,745.838973,737.591928,728.398663,705.453906,681.521205,634.562804,596.974351,435.014707,214.078202,267.103064,269.839126,214.644183,131.719584,48.050684,34.197638,1261.904156,2.616768,2.564237,2.504847,2.529523,2.473364,2.455976,-5.79E-05,-0.000822,-0.000235,0,
1105,311.620719,356.962522,336.566306,326.2319,315.204339,298.435433,258.511515,138.385553,49.645147,44.525643,55.529961,312.247499,371.039481,359.53882,345.075009,337.549822,332.322986,312.310981,271.219539,53.686495,47.375535,52.246368,271.462626,337.195907,332.184184,327.330682,318.38976,305.490606,277.204279,100.940643,205.295242,75.112417,75.163385,315.136319,226.562205,745.024051,737.512938,727.916655,705.156574,681.515753,635.998184,597.722432,437.382675,217.190012,267.507362,269.349598,214.562425,131.526202,47.822978,34.042136,1261.897711,2.620431,2.579956,2.506678,2.54631,2.455357,2.468338,-5.79E-05,-0.000975,-0.000235,0,
1106,311.877296,356.962522,336.675816,326.2319,315.460817,298.72993,259.034967,139.630267,50.199957,44.525643,55.493117,312.284158,371.112086,359.7206,345.330053,337.732234,332.468971,312.531107,271.331129,53.428245,47.338478,52.246368,271.834421,337.597318,332.512961,327.696252,318.975887,305.93156,277.649381,100.645364,205.942912,75.03909,75.608937,315.325112,226.681552,744.367444,737.040891,727.445701,704.979651,681.775453,636.616022,598.086632,437.172337,219.854734,268.034534,268.908387,214.454062,131.118883,47.569328,33.822914,1261.904156,2.623788,2.576141,2.518277,2.542495,2.472144,2.454907,-5.79E-05,-0.000975,-0.000388,0,
1107,312.060554,357.61768,337.259838,326.305014,315.644006,298.987593,259.595678,140.989027,50.162976,44.488531,55.456274,312.284158,371.366196,359.938731,345.548655,338.060562,332.797423,312.82459,272.000564,53.169955,47.523752,52.283289,272.206159,338.071677,333.060879,328.208008,319.671812,306.77657,277.908988,100.423933,205.371443,74.929099,75.970137,315.429577,226.789517,743.994113,736.778249,727.330254,704.937695,681.951613,637.583395,597.076599,437.706268,220.836106,268.624893,268.791084,214.182163,130.512745,47.267461,33.667358,1261.897711,2.593721,2.572784,2.501031,2.540969,2.467718,2.479326,-5.79E-05,-0.000975,-0.000235,0,
1108,312.034877,358.138088,337.818222,326.827718,316.021323,299.329858,260.130065,142.473346,49.841173,44.425416,55.393613,312.478416,371.776356,360.13138,346.142458,338.801028,333.611149,313.752554,273.53582,52.959576,47.683037,52.257417,272.403128,338.666367,333.546623,328.43825,320.085621,307.632372,278.698745,100.065975,206.220976,74.830078,74.613327,315.576199,226.903166,743.516006,736.557865,727.256959,704.937695,682.02426,637.69149,596.072043,437.706268,222.392005,269.220697,269.386827,213.041139,129.987475,46.934041,33.554899,1261.897711,2.563655,2.564237,2.530793,2.551346,2.468023,2.463301,9.47E-05,-0.000822,-8.28E-05,0,
1109,311.877296,358.30917,337.953289,327.182296,316.633089,299.797258,260.716694,144.389873,49.534159,44.302958,55.308891,312.210841,371.910687,360.411322,346.605126,339.264276,334.038068,314.438362,274.78791,53.133053,47.82014,52.283289,272.689334,339.056766,333.973958,328.536966,320.36763,307.915188,279.28076,99.759779,205.828623,74.782444,75.865631,315.655011,226.984617,743.043468,736.673569,727.372404,704.979651,681.848098,639.426664,597.225502,439.329468,223.687348,269.710267,270.174104,213.122931,129.805551,46.717282,33.485551,1261.904156,2.588227,2.546687,2.50561,2.550125,2.469702,2.467269,-5.79E-05,-0.000975,-0.000235,0,
1110,311.809477,358.678526,337.958746,327.151214,316.821708,300.244314,260.946419,146.24939,49.317694,44.234277,55.24071,311.99637,372.242792,360.925671,347.156961,339.488564,334.335406,314.59052,275.499093,53.027864,47.75159,52.251893,272.880704,339.317589,334.417644,328.907919,320.775899,308.544933,279.842219,99.580848,204.958025,74.861257,80.670102,315.691665,227.211895,743.190558,737.518452,727.299109,705.05261,682.247659,642.635085,597.404898,438.430722,227.174108,270.156931,271.067152,212.24793,130.06814,46.383725,33.260582,1261.904156,2.578459,2.54806,2.49111,2.555619,2.474585,2.465743,9.47E-05,-0.001127,-8.28E-05,0,
1111,311.767336,358.745866,338.026279,326.999541,316.59646,300.569933,261.052893,147.417378,49.312159,44.191601,55.050943,312.100863,372.455135,361.283717,347.552164,339.774871,334.913654,315.061694,276.236092,53.169955,47.746049,52.246368,273.098099,339.531011,334.74083,329.523719,321.209794,309.163591,280.466567,99.317124,204.799907,74.672453,82.609093,315.796122,227.281962,742.890863,737.880326,727.476848,704.901216,682.460161,643.098442,596.107918,438.748884,230.61299,270.597927,271.991477,211.785612,130.625323,46.229881,33.104944,1261.897711,2.57037,2.526847,2.509425,2.548904,2.466192,2.452313,9.47E-05,-0.001127,-8.28E-05,0,
1112,311.510753,359.036981,338.20875,327.145746,316.633089,300.6803,261.202299,148.781079,49.867096,44.228721,55.01409,312.724029,372.963247,361.647183,347.807113,340.139555,335.241964,315.464977,277.089756,53.46514,47.671954,52.246368,273.321034,340.260546,335.471089,330.035296,321.649122,309.053454,280.911106,99.206474,205.066632,74.782444,82.798078,315.948234,227.439154,742.712533,737.702143,727.042582,704.396013,682.574596,642.707202,596.43619,440.371914,230.807805,271.050013,272.666375,212.438165,131.794685,46.087159,33.035566,1261.904156,2.576322,2.524863,2.480579,2.53868,2.466192,2.44163,-5.79E-05,-0.000822,-0.000235,0,
1113,311.798503,358.922374,338.458744,327.396125,316.920626,301.189796,261.868925,150.36739,50.564186,44.40875,54.898012,312.938461,373.175569,361.932504,348.202278,340.681086,335.783647,315.936053,278.160158,53.570302,47.666413,52.314685,273.389783,341.021012,336.378325,330.870173,322.339167,309.341654,281.164844,98.942796,205.137135,74.666968,82.865959,316.016033,227.471342,742.707013,737.329255,726.597354,703.87991,681.588394,642.160928,597.794194,440.258685,228.94803,271.490846,273.441432,213.383483,133.705182,46.19281,32.954916,1261.897711,2.611731,2.582093,2.509425,2.524792,2.453831,2.446361,9.47E-05,-0.000975,6.98E-05,0,
