Time,TC_A1_1,TC_A1_2,TC_A1_3,TC_A1_4,TC_A1_5,TC_A1_6,TC_A1_7,TC_A1_8,TC_A1_9,TC_A1_10,TC_A1_11,TC_A2_1,TC_A2_2,TC_A2_3,TC_A2_4,TC_A2_5,TC_A2_6,TC_A2_7,TC_A2_8,TC_A2_9,TC_A2_10,TC_A2_11,TC_A3_1,TC_A3_2,TC_A3_3,TC_A3_4,TC_A3_5,TC_A3_6,TC_A3_7,TC_A3_8,TC_A3_9,TC_A3_10,TC_A3_11,TC_A4_1,TC_A4_2,TC_A4_3,TC_A4_4,TC_A4_5,TC_A4_6,TC_A4_7,TC_A4_8,TC_A4_9,TC_A4_10,TC_A4_11,TC_A5_1,TC_A5_2,TC_A5_3,TC_A5_4,TC_A5_5,TC_A5_6,TC_A8_1,BDP_A5_1,BDP_A5_2,BDP_A5_3,BDP_A5_4,BDP_A5_5,BDP_A5_6,HF_0p15mAF,RAD_0p15mAF,EVENT,Untitled,Comment
417,284.772186,334.006654,321.667508,312.847795,305.056823,290.857657,257.704127,217.399084,56.968476,44.281044,46.271191,294.07082,347.235759,343.902824,335.427151,328.838787,325.837589,310.454572,284.997312,105.12731,46.50117,48.120803,263.918077,327.056786,323.863458,319.625882,310.887973,294.684412,270.607881,92.886564,209.766536,61.550478,61.83933,343.206698,223.186321,611.092549,610.00674,601.690485,592.097702,581.131321,548.698966,472.077645,369.548753,187.719612,270.037802,270.79924,202.908275,151.525543,56.976207,36.697342,1261.72384,2.585022,2.537683,2.487142,2.534712,2.462377,2.470932,-0.000363,-0.000975,-8.28E-05,0,
418,284.539338,333.703502,321.803,312.80017,305.009103,290.662093,257.805167,217.273708,56.699615,44.307063,46.33424,293.986094,347.042734,343.709729,335.051304,328.645164,325.570862,310.003107,284.283208,104.857324,46.52717,48.109736,263.795026,327.228661,323.998887,319.541705,310.877009,294.267801,270.633958,93.133072,209.831283,61.539493,61.782349,343.259562,223.165456,610.893112,609.663522,601.419451,591.934502,580.968224,548.858221,471.734927,370.400676,186.858399,270.054544,270.778769,203.840385,151.88384,56.845501,36.639404,1261.743147,2.589906,2.54806,2.508662,2.552414,2.462072,2.446056,-0.00021,-0.000822,-8.28E-05,0,
419,284.507899,333.453235,321.625432,312.475633,304.830896,290.446152,257.698538,217.127353,56.152463,44.201256,46.26565,294.06531,346.756746,343.387198,334.837784,328.467916,325.247422,309.641469,283.585505,104.64094,46.421466,48.152293,263.875203,327.30724,324.004353,319.583794,310.698976,294.052055,270.304749,94.389666,210.141462,61.692008,61.819109,343.223101,223.203387,610.246337,609.304155,601.204069,591.647573,580.968224,549.072941,471.770814,371.563058,186.170952,270.017323,270.667143,203.687904,152.338888,56.624563,36.564639,1261.743147,2.541372,2.519064,2.500726,2.5428,2.481758,2.447734,-5.79E-05,-0.000822,-8.28E-05,0,
420,284.650237,333.484312,321.583355,312.32347,304.641698,290.329901,257.431086,217.045655,55.483557,44.084339,46.371304,293.838675,346.386995,343.418194,334.905322,328.425913,325.168865,309.305545,283.024661,104.191667,46.453009,48.14676,263.869629,327.484568,324.145244,319.578323,310.877009,293.935911,270.038784,94.789062,210.097713,61.686516,61.870577,343.237692,223.370284,610.368511,608.95919,600.967163,591.733659,580.982572,549.552475,472.036378,372.521887,186.453573,269.95778,270.793662,204.00811,152.998843,56.639287,36.579592,1261.717405,2.583496,2.549587,2.493552,2.533491,2.46604,2.464675,-0.00021,-0.000517,-8.28E-05,0,
421,284.618799,333.307102,321.478997,312.255607,304.683932,290.261592,257.661131,217.051333,54.862304,44.127012,46.302716,293.623043,346.100979,343.314312,334.764791,328.248658,325.028141,309.017282,282.622889,103.71658,46.458549,48.078245,263.875203,327.453472,324.150709,319.583794,311.102697,294.420805,270.155949,94.610511,210.407872,61.839023,61.923873,343.181172,223.349419,610.061298,608.759744,600.875622,591.821525,580.998694,549.675941,471.873091,372.320319,186.088841,270.123402,270.959223,203.339086,153.73676,56.619037,36.671177,1261.736711,2.576322,2.553707,2.498894,2.552567,2.452611,2.433694,-0.000363,-0.000975,-8.28E-05,0,
422,284.550394,332.910674,321.374637,312.15107,304.873128,290.377846,258.115564,217.133031,54.31461,43.984064,46.308257,293.370535,346.215722,343.538414,334.989222,328.327206,324.997057,308.986046,282.480296,103.278566,46.464089,48.120803,263.73157,327.422376,324.229351,319.662499,311.328372,294.721281,270.198709,94.174341,209.766536,61.881267,61.881602,343.175704,223.457516,610.055911,608.610623,600.798449,591.744414,580.885789,549.88529,472.441887,373.041184,185.395665,270.229477,271.139663,202.41833,154.490056,56.650337,36.702949,1261.730275,2.590058,2.529899,2.483479,2.53227,2.463751,2.462843,-0.000363,-0.000975,-8.28E-05,0,
423,284.360025,332.503304,321.222726,311.998895,304.830896,290.483063,258.371762,217.469418,54.087768,43.941385,46.339781,293.217574,346.392439,343.678734,335.093253,328.394831,325.137783,308.980561,282.845062,102.755708,46.458549,48.04122,263.576778,327.124444,324.040942,319.657028,311.396285,294.568293,269.932732,93.727246,209.227927,61.765516,61.881602,343.06632,223.38166,609.588834,608.430958,600.618974,591.45749,580.778259,549.956863,473.697869,373.585865,184.937368,270.229477,271.362867,201.846358,155.211291,56.576686,36.553423,1261.730275,2.584564,2.545924,2.507594,2.522045,2.46726,2.432778,0.000247,-0.000669,-8.28E-05,0,
424,284.286086,332.357147,320.966441,311.705489,304.610447,290.593791,258.109976,218.267434,54.124658,44.089889,46.450969,293.070117,346.392439,343.423641,334.983768,328.394831,325.283968,308.980561,283.178287,102.164633,46.49563,48.152293,263.278315,326.868519,323.78481,319.620411,311.396285,294.715773,269.560657,93.469684,209.265995,61.949279,61.833818,342.982461,223.294425,608.751752,608.060866,600.213378,591.123952,580.731668,549.480902,475.194222,375.644372,185.078678,270.143881,271.388911,201.567978,155.048045,56.418326,36.467436,1261.717405,2.556481,2.54043,2.495842,2.531049,2.452763,2.452923,-5.79E-05,-0.000975,-0.000388,0,
425,284.132672,332.168988,320.960972,311.516618,304.457982,290.588276,257.655542,218.337749,53.824001,44.121462,46.48249,292.990875,346.022667,343.090201,334.540351,328.206653,325.205412,309.011797,282.543296,101.494361,46.453009,48.183782,263.496591,326.75337,323.523198,319.61494,311.244012,294.489041,268.996875,93.280229,209.108031,62.017289,61.813596,342.780087,223.235629,608.264975,607.789578,599.834704,590.781447,580.604417,549.139144,476.860912,377.72945,186.394373,270.048963,271.145241,202.767206,154.154178,56.177085,36.297312,1261.736711,2.589906,2.525016,2.491416,2.537001,2.453068,2.45506,-5.79E-05,-0.000822,-0.000388,0,
426,283.984777,331.913194,320.924358,311.479939,304.421237,290.551366,257.580726,218.261758,53.565706,44.084339,46.408367,293.101471,345.986233,342.980867,334.102355,327.841199,324.876483,308.864914,281.358023,100.682179,46.415926,48.183782,263.757724,326.75337,323.303633,319.505087,310.950412,294.230927,268.177915,93.096285,208.498882,62.017289,61.808083,342.738155,223.154078,607.972209,607.353039,599.398627,590.525029,580.097251,548.775909,478.470068,378.449737,186.541411,270.043382,270.842026,203.485859,153.161966,55.803186,36.179517,1261.730275,2.591279,2.545466,2.501184,2.550888,2.453831,2.458875,-0.00021,-0.000822,-0.000235,0,
427,283.984777,331.949737,320.814516,311.40658,304.384493,290.588276,257.767762,218.451733,53.307373,44.121462,46.445429,292.806539,345.73119,342.907976,333.919846,327.512268,324.510981,308.571131,278.800447,99.870313,46.52717,48.220803,263.757724,326.680245,323.193846,319.395231,310.766901,294.009668,267.656612,92.802001,208.156197,62.054039,61.83933,342.65976,223.148389,607.535769,606.988374,599.034346,590.017585,579.231695,548.162165,479.540958,378.480582,187.184937,269.777245,270.464349,203.289525,152.397666,55.355515,36.024309,1261.72384,2.598148,2.569731,2.519804,2.535017,2.455968,2.45216,-0.00021,-0.001127,-0.000388,0,
428,283.88491,331.887566,320.898683,311.674293,304.505709,290.673124,257.891153,218.69104,52.875454,44.169685,46.567688,292.670085,345.304842,342.372164,333.492713,327.157688,323.827383,308.141386,276.808177,99.217314,46.427007,48.194848,263.470434,326.508352,323.094991,319.259695,310.520936,294.057564,267.55602,92.445185,207.977189,62.13852,61.949607,342.550367,223.110457,607.104735,606.521331,598.567794,589.623118,578.049013,547.553787,480.222554,378.335444,186.115576,269.553888,270.203846,202.145697,152.208049,54.986981,35.762461,1261.72384,2.587922,2.548213,2.525298,2.527844,2.452763,2.450939,-5.79E-05,-0.000822,-8.28E-05,0,
429,283.731473,331.845565,321.259337,312.035569,304.536961,290.925952,258.521341,219.027268,52.463797,44.127012,46.48803,292.664573,345.299396,342.330267,333.158702,326.750142,323.200412,307.621663,276.282986,98.621728,46.49563,48.078245,263.091757,326.137233,322.943135,318.961253,310.442042,293.830783,267.326995,91.99838,207.628772,62.169777,61.833818,342.544899,223.218564,606.991595,606.264471,598.239428,589.474301,577.255228,546.904248,481.006346,377.277656,184.925913,269.473849,269.937735,202.101846,151.785252,54.649706,35.569776,1261.717405,2.586701,2.548671,2.556739,2.546463,2.456426,2.445903,-5.79E-05,-0.001127,6.98E-05,0,
430,283.77951,332.039193,321.343496,312.046531,304.511201,291.1215,258.831642,219.79827,52.216328,44.138113,46.49911,292.491242,345.164534,342.086016,332.914059,326.541736,322.845718,307.375493,275.811454,98.005968,46.469629,48.16336,262.87902,325.636197,322.661279,318.78908,310.489714,293.952441,267.449859,91.751974,206.764189,62.144011,61.844843,342.51937,223.267871,606.930529,606.023772,598.142529,589.269898,577.015122,547.093923,482.021423,376.381207,184.32631,269.29886,269.688337,201.045505,150.773107,54.292091,35.468742,1261.730275,2.584717,2.567747,2.506831,2.529065,2.468634,2.442088,-5.79E-05,-0.000822,6.98E-05,0,
431,283.757392,332.090448,321.431452,312.134629,304.30551,291.025635,258.884075,220.3452,52.009581,44.264396,46.439889,292.506065,344.705475,341.772614,332.527133,326.15431,322.458192,307.09638,274.638012,97.283622,46.373302,48.104203,262.483516,325.24862,322.163585,318.437563,310.284248,293.967281,267.688287,91.32556,205.141397,62.195543,61.813596,342.524838,223.273559,606.720408,605.921386,598.004365,589.275275,577.020494,547.099292,483.102746,377.330267,183.911939,269.118276,269.358874,200.25027,149.452634,53.96575,35.287233,1261.736711,2.591737,2.539361,2.529724,2.537001,2.460241,2.457349,-5.79E-05,-0.001127,0.000375,0,
432,283.76845,331.882108,321.405779,312.108916,304.13276,290.852142,258.633519,220.432486,52.242223,44.312612,46.450969,292.480217,344.5706,341.747058,332.282461,325.945878,321.993729,306.629719,273.534487,96.484018,46.53271,48.115269,262.308049,324.857224,321.845075,318.301997,310.221798,293.757022,267.997312,91.115972,204.085824,62.05953,61.844843,342.482905,223.34373,606.858693,605.772309,597.747785,588.983027,576.800108,547.702304,484.137324,377.070788,183.447926,268.740317,268.943728,198.222664,147.667271,53.591392,35.169329,1261.730275,2.563807,2.545619,2.495537,2.549515,2.468786,2.476121,9.47E-05,-0.000822,-8.28E-05,0,
433,283.594617,331.74685,321.233664,312.009856,304.070249,290.900078,258.270747,220.216001,52.142462,44.249475,46.424988,292.343749,344.435723,341.539238,332.3664,326.029926,321.931524,306.493719,272.542004,95.684687,46.469629,48.052288,262.319204,324.721846,321.636369,318.019908,310.049219,293.509866,268.120142,90.796127,203.677994,62.18076,61.850356,342.415442,223.387348,606.612657,605.490316,597.430204,588.629825,576.554636,548.316051,485.612741,378.056037,183.530034,268.447958,268.725884,196.778398,146.159408,53.30181,35.100078,1261.736711,2.554802,2.536462,2.498742,2.520061,2.468939,2.461775,-5.79E-05,-0.000975,6.98E-05,0,
434,283.409711,331.527582,320.904152,311.863157,303.923253,290.641732,257.597493,219.646354,51.920843,44.138113,46.350862,291.864346,344.107731,341.393422,332.147322,325.847124,321.85838,306.273242,271.16605,94.985065,46.469629,48.052288,261.98325,324.465798,321.453326,317.726855,309.718815,293.067227,268.157374,90.502082,203.373084,62.107263,61.813596,342.378977,223.501132,606.433075,605.202946,597.143134,588.342968,576.267959,549.031784,486.544794,377.947177,183.720986,268.149979,268.427949,196.625753,144.987118,52.969742,34.95033,1261.736711,2.557855,2.547297,2.501641,2.512736,2.444828,2.463301,9.47E-05,-0.000822,-0.000388,0,
435,283.467084,331.18229,320.63144,311.846714,303.833274,290.329901,257.094362,219.325477,51.756521,44.158585,46.371304,291.810925,343.909167,341.267712,331.911862,325.574797,321.439666,306.073032,270.40529,94.710854,46.341758,47.924604,261.891851,324.412822,321.290479,317.453996,309.445362,292.755562,268.215146,90.154838,203.127298,62.054039,61.855869,342.311514,223.50682,606.079304,604.88505,596.897334,588.09735,576.129995,549.573952,488.055477,377.117962,184.032239,267.932056,268.135561,196.745962,143.329978,52.790769,34.881066,1261.743147,2.568233,2.537225,2.484242,2.529828,2.457189,2.473527,-5.79E-05,-0.000975,-8.28E-05,0,
436,283.367197,331.010464,320.422679,311.857675,303.697253,290.119453,256.881033,219.184888,51.76756,44.355278,46.308257,291.60066,343.555594,340.986962,331.776713,325.658851,321.377453,305.679746,269.895412,94.42737,46.389923,48.009728,261.566995,324.20427,321.11836,317.355036,309.382898,292.508322,268.524104,89.798349,202.90999,62.13852,61.813596,342.233112,223.539059,606.00209,604.628231,596.640779,588.020261,575.945452,550.212737,488.695101,378.310038,182.804428,267.628426,267.757458,196.473105,141.700559,52.489971,34.875449,1261.736711,2.594485,2.559354,2.491721,2.519756,2.465124,2.474747,-5.79E-05,-0.000822,-8.28E-05,0,
437,283.219261,331.2663,320.093109,311.821,303.660501,290.082538,256.806191,218.994955,52.136943,44.429508,46.271191,291.674426,343.519146,341.096332,331.70368,325.402907,320.975103,305.53273,270.118709,94.353754,46.315754,47.9727,261.3803,323.838443,320.78884,316.988661,309.162593,292.397631,268.300735,89.430917,201.690085,62.101771,61.734562,342.227644,223.533371,605.745305,604.263667,596.42011,587.871462,575.832579,550.672589,489.370465,376.961912,181.271177,267.511063,267.491075,195.475103,139.959287,52.262951,34.869832,1261.730275,2.620125,2.556301,2.490347,2.520214,2.466345,2.463912,-5.79E-05,-0.000822,-8.28E-05,0,
438,283.250715,331.297389,319.867911,311.668812,303.765264,290.003189,256.501211,218.913304,52.574573,44.535295,46.26565,291.890199,343.331458,341.01797,331.661706,325.287748,320.640411,305.674256,269.182605,94.201027,46.273126,47.893109,261.300037,323.650053,320.380591,316.873267,308.90007,292.355221,268.257941,89.058037,202.180004,62.05953,61.745588,342.165647,223.6206,605.720162,604.094851,596.251467,587.882215,575.735824,551.32748,488.091312,373.342574,179.946151,267.298669,267.20416,194.91404,138.048099,52.126359,34.806179,1261.743147,2.595553,2.540125,2.504694,2.52235,2.457341,2.467574,-5.79E-05,-0.000822,-0.000235,0,
439,283.2877,331.114652,319.758044,311.632134,303.544748,289.929355,255.827442,218.229437,52.537648,44.720834,46.302716,291.410722,343.22211,340.9086,331.442599,325.178051,320.384334,305.527239,267.245912,94.017006,46.236039,47.893109,261.41206,323.650053,320.197498,316.616779,308.753182,292.281423,268.406858,88.800889,203.171112,62.05953,61.740075,342.160179,223.766611,605.894346,603.9458,596.210206,587.912694,575.802118,552.07362,488.229277,371.593934,178.680428,267.144024,266.378635,194.45028,136.234772,51.751583,34.800562,1261.736711,2.610968,2.547297,2.491874,2.535627,2.462987,2.480089,-5.79E-05,-0.000669,6.98E-05,0,
440,283.150821,330.723525,319.402742,311.386345,303.408716,289.718878,255.127219,217.366756,52.548683,44.88034,46.276732,291.274205,343.342352,341.174692,331.416996,324.933012,320.175767,305.207411,266.437205,93.843999,46.321295,47.830117,261.236513,323.514642,320.135199,316.591086,308.947761,292.366246,268.529667,88.554742,203.563655,61.997013,61.740075,342.123712,223.728687,605.535211,603.730306,596.030806,587.805128,575.622951,552.646198,488.336779,371.121742,177.611446,266.994958,264.99901,193.076063,134.541643,51.456132,34.613322,1261.736711,2.599521,2.538446,2.493705,2.526013,2.467871,2.475358,-5.79E-05,-0.000822,-0.000235,0,
441,282.780935,330.613871,319.219609,311.166258,303.188177,289.460425,254.490508,216.492493,52.696375,45.028733,46.350862,291.274205,343.488145,341.247603,331.599587,324.7136,319.956251,305.207411,266.958954,93.402432,46.284209,47.793085,260.937751,323.404881,320.135199,316.481157,309.021202,292.550731,268.901902,88.260904,204.211544,62.107263,61.692288,342.003372,223.717312,605.308966,603.575878,595.840649,587.794375,575.64804,553.315397,488.14686,370.92923,176.645641,266.648347,264.055184,193.14096,133.402467,51.149539,34.52718,1261.72384,2.612799,2.566832,2.476153,2.528302,2.465124,2.474595,-0.000363,-0.000517,6.98E-05,0,
442,282.849385,331.010464,319.433896,311.087411,303.21944,289.454907,254.222685,215.91652,52.764699,45.208654,46.308257,291.158025,343.336904,341.278609,331.594129,324.598425,319.804429,305.238678,267.139699,93.212969,46.278667,47.861613,260.633369,323.253062,319.983247,316.36575,308.978996,293.024825,269.082435,88.108506,204.586923,62.065021,61.740075,341.977841,223.804534,605.176088,603.478901,595.743771,587.840983,575.658784,553.862929,487.333341,369.922956,175.855509,266.510427,263.917117,192.732485,132.549493,50.86506,34.500962,1261.736711,2.594942,2.563932,2.495079,2.521587,2.463903,2.464522,-0.00021,-0.000975,-0.000235,0,
443,282.658895,331.1512,319.794667,311.265339,303.324217,289.375541,254.254551,215.378481,53.054514,45.166017,46.26565,291.521378,343.768829,341.528341,331.661706,324.62953,319.872135,305.453729,267.655728,93.02352,46.310213,47.819048,260.29159,323.028059,319.977776,316.177048,308.71646,293.388191,269.597867,87.735772,204.009604,62.02278,61.776836,341.904905,223.842457,604.96062,603.371157,595.743771,587.769272,575.587118,554.363937,486.40141,369.159984,174.748689,266.435875,264.103686,193.037888,131.497914,50.643349,34.42605,1261.736711,2.589143,2.533257,2.502862,2.520672,2.45963,2.456739,-0.00021,-0.000822,6.98E-05,0,
444,282.337004,331.08902,319.878853,311.423024,303.482226,289.497349,254.453049,215.275756,53.729848,45.325467,46.202598,291.237317,343.706829,341.502784,331.636104,324.786738,319.992837,305.832247,268.113848,92.777007,46.284209,47.756052,259.96651,322.819447,319.732362,316.004765,308.286732,293.141005,269.943852,87.4897,202.801333,62.107263,61.740075,341.868436,223.842457,604.673338,603.191588,595.564378,587.697562,575.300455,554.900732,485.756142,368.215236,173.947299,266.286764,264.29024,193.114238,130.184304,50.421606,34.388591,1261.736711,2.602268,2.557675,2.501641,2.526166,2.464208,2.470322,-0.000363,-0.000975,-0.000235,0,
