Time,FSW1_0-03mBC,FSW1_0-3mBC,FSW1_0-61mBC,FSW1_0-91mBC,FSW1_1-22mBC,FSW1_1-52mBC,FSW1_1-83mBC,FSW1_2-13mBC,FSW2_0-03mBC,FSW2_0-3mBC,FSW2_0-61mBC,FSW2_0-91mBC,FSW2_1-22mBC,FSW2_1-52mBC,FSW2_1-83mBC,FSW2_2-13mBC,FSW3_0-3mBC,FSW3_0-61mBC,FSW3_0-91mBC,FSW3_1-22mBC,FSW3_1-52mBC,FSW3_1-83mBC,FSW3_2-13mBC,FSW4_0-3mBS,FSW4_0-61mBS,FSW4_0-91mBS,FSW4_1-22mBS,FSW4_1-52mBS,FSW4_1-83mBS,FSW4_2-13mBS,FSW3_bdp_0-3mBC,FSW3_bdp_0-61mBC,FSW3_bdp_0-91mBC,FSW3_bdp_1-22mBC,FSW3_bdp_1-52mBC,FSW3_bdp_1-83mBC,FSW3_bdp_2-13mBC,FSW4_bdp_0-3mBS,FSW4_bdp_0-61mBS,FSW4_bdp_0-91mBS,FSW4_bdp_1-22mBS,FSW4_bdp_1-52mBS,FSW4_bdp_1-83mBS,FSW4_bdp_2-13mBS,FSW1_HF_0-15mAF,FSW1_RAD_0-15mAF,FSW2_HF_0-15mAF,FSW2_RAD_0-15mAF,FSW3_HF_1-52mBC,FSW3_HF2_1-52mBC,FSW5_HF_1-52mBC,FSW5_HF2_1-52mBC,FSW6_bdp_0-3mBS,FSW6_bdp_0-6mBS,FSW6_bdp_0-9mBS,FSW6_bdp_1-2mBS,FSW6_TC_0-3mBS,FSW6_TC_0-6mBS,FSW6_TC_0-9mBS,FSW6_TC_1-2mBS,Untitled,Comment
1140,185.196621,164.491634,117.067134,109.928719,653.55777,544.782634,314.915609,162.616601,518.66389,428.141963,411.249583,50.068877,50.895236,57.898613,67.598033,56.506215,122.753256,96.129298,76.320936,68.704307,62.777107,56.762684,51.270299,106.773304,88.161774,67.993675,57.753438,50.105542,45.18164,44.153448,2.497851,2.527101,2.523265,2.508615,2.529151,2.525474,2.526164,2.538967,2.532237,2.535369,2.561932,2.560038,2.506631,2.535874,-3.59E-05,-0.000142,-0.000516,0.000552,0.000317,0.000492,0.000728,0.000691,2.546006,2.533638,2.501538,2.280239,92.771581,53.752163,47.84083,37.779329,0,
1141,181.950564,160.762834,119.64001,109.891612,657.136292,553.376843,313.484972,166.312492,503.200896,415.566876,399.477197,50.216804,49.230281,57.972266,67.92817,56.543064,123.201656,96.239852,76.100925,68.630912,62.630114,56.541591,51.122414,107.365814,88.272026,67.626665,57.495596,49.920582,44.884538,44.004826,2.501513,2.527712,2.52296,2.508005,2.529151,2.524406,2.526011,2.538356,2.534526,2.538269,2.562848,2.559427,2.506326,2.53328,-3.59E-05,1.10E-05,-0.000516,0.000552,0.00047,0.000339,0.000728,0.000691,2.545701,2.550575,2.528851,2.291381,92.624337,54.047303,48.063027,37.966113,0,
1142,186.04239,161.947499,120.802656,109.897035,679.347908,573.330877,331.139676,184.374645,515.693285,425.806946,410.497216,51.18338,52.711523,57.940821,68.190292,56.548449,123.992103,96.908673,76.142953,68.526181,62.451733,56.362714,50.868985,107.815737,88.350899,67.668731,57.427304,49.778004,44.741388,43.935939,2.50136,2.528932,2.522655,2.508005,2.528998,2.524711,2.525706,2.53744,2.533305,2.5372,2.563154,2.560648,2.506021,2.532364,-0.000341,1.10E-05,-0.000668,0.000246,0.000317,0.000339,0.000881,0.000539,2.54448,2.556832,2.554791,2.308017,92.95027,54.52141,48.501904,38.147411,0,
1143,184.770947,163.420311,122.65982,109.73777,663.679008,562.073436,320.298326,177.258458,503.518826,416.030462,401.748772,52.133155,51.333511,57.930059,68.546342,56.685068,124.542088,97.782771,76.168902,68.478757,62.624743,56.057085,50.784218,108.101301,88.817967,67.80481,57.158655,49.693192,44.581939,43.776429,2.499682,2.527864,2.522655,2.5077,2.529151,2.5241,2.526011,2.541561,2.536816,2.537048,2.56239,2.558512,2.499764,2.53038,-3.59E-05,-0.000294,-0.000821,0.000552,0.00047,0.000644,0.000575,0.000691,2.537765,2.617409,2.542126,2.308475,93.618387,54.637433,48.914453,38.339588,0,
1144,181.143076,159.388513,121.912345,109.626464,670.777883,566.800953,326.997077,183.790404,509.692615,420.35669,407.166341,50.470238,51.222604,57.893232,68.949768,56.721913,124.878726,98.262222,76.022228,68.36866,62.551243,56.093945,50.673271,108.360688,89.295844,67.180852,56.937585,49.545184,44.396171,43.664931,2.499224,2.527559,2.522655,2.5077,2.529762,2.524558,2.525553,2.54263,2.538952,2.539337,2.557506,2.554697,2.505715,2.530228,-0.000188,-0.000142,-0.000821,0.000399,0.00047,3.39E-05,0.000575,0.000691,2.527387,2.587349,2.53938,2.304659,94.607436,54.632044,49.09407,38.446152,0,
1145,181.377771,155.746973,118.893851,109.631885,555.233009,462.175698,245.309329,110.880132,447.224329,363.917707,351.365304,48.958944,47.748706,57.93544,69.285186,56.83783,124.996424,97.898794,75.734241,68.153822,62.483113,55.951888,50.56772,108.329048,89.411505,66.231762,56.758727,49.402569,44.252965,43.521682,2.498766,2.526338,2.522655,2.5077,2.529456,2.524406,2.524943,2.553009,2.542768,2.539032,2.557659,2.558054,2.506173,2.532059,-0.000188,-0.000294,-0.000516,0.000246,0.000317,0.000339,0.000728,0.000539,2.526777,2.543404,2.499249,2.291381,94.902157,54.52141,49.131073,38.446152,0,
1146,174.048322,150.777846,116.024166,109.075453,334.752484,245.010648,98.480821,-30.73948,344.734448,272.040562,258.922245,50.882297,45.671794,58.082742,69.651894,56.985197,125.071246,97.677532,75.404227,67.933612,62.336105,55.98875,50.493745,107.995564,89.779165,64.946565,56.500758,49.180507,44.141478,43.447336,2.499682,2.527406,2.523112,2.509378,2.531135,2.526084,2.525096,2.547972,2.539868,2.537811,2.559185,2.562479,2.504952,2.534959,-0.000188,-0.000294,-0.000668,0.000399,-0.000141,0.000187,0.000881,0.000539,2.51411,2.485115,2.482464,2.286649,94.423254,54.263236,48.983058,38.408814,0,
1147,209.576588,140.493358,113.196421,108.370884,350.322255,251.359566,117.244027,-9.591928,351.801111,284.87785,268.845803,48.958944,48.860033,58.119566,69.871909,57.058876,124.771975,97.050741,74.780868,67.566575,62.078822,55.767568,50.56772,108.588467,90.588168,63.954816,56.242755,49.032447,43.955644,43.261449,2.500445,2.526796,2.523418,2.510294,2.532204,2.527153,2.525859,2.54553,2.53941,2.544678,2.56819,2.56843,2.506173,2.534501,-3.59E-05,1.10E-05,-0.000668,9.37E-05,0.000317,0.000492,0.000423,0.000539,2.492133,2.417519,2.483532,2.301912,93.392078,53.968132,48.835028,38.334134,0,
1148,206.910306,138.94745,109.260051,108.890014,204.581541,107.442454,5.939303,-140.211227,339.411183,199.389192,193.283259,49.477018,47.192706,58.340496,62.752923,57.16939,124.959014,96.350411,73.974158,67.089384,61.63771,55.6201,50.493745,109.03327,91.544545,63.807865,56.058447,48.810327,43.769782,43.187087,2.498766,2.526643,2.523112,2.508921,2.53144,2.526848,2.526927,2.537746,2.538189,2.541779,2.567122,2.56843,2.507546,2.53328,-0.000494,-0.000294,-0.000821,0.000399,0.000317,0.000644,0.000728,0.000539,2.502663,2.383644,2.449505,2.321754,92.077621,53.499266,48.549741,38.270358,0,
1149,208.118243,138.974117,108.062575,108.582514,274.235478,159.413935,61.17134,-83.421402,376.394722,249.680693,238.823333,42.566816,44.32403,56.930112,48.516291,56.495445,124.611422,95.934283,73.486738,66.601413,61.369615,55.461844,50.519925,109.356103,92.674505,63.429719,55.826479,48.614379,43.647388,43.064666,2.496019,2.525575,2.521586,2.507394,2.530219,2.525016,2.527842,2.53164,2.528421,2.536437,2.56239,2.557901,2.506478,2.531601,-0.000341,-0.000294,-0.000516,0.000704,0.000165,0.000492,0.000575,0.000386,2.578666,1.667854,2.46568,2.300081,90.705509,53.045608,48.390845,38.147411,0,
1150,209.65831,147.942868,108.078826,108.005585,128.422617,30.843509,-42.747208,-273.485366,289.172711,183.388983,165.540083,43.215257,43.559799,54.808099,53.557451,57.690424,123.992103,95.655674,73.429477,66.727645,61.238668,55.293641,50.388181,108.779207,92.61703,62.857888,55.695163,48.556556,43.440593,42.969407,2.494646,2.524965,2.521586,2.507394,2.529304,2.525169,2.524943,2.531183,2.530406,2.534759,2.557506,2.556223,2.501443,2.528091,-0.000494,-0.000142,-0.000516,-5.88E-05,0.000317,0.000339,0.000728,0.000386,2.754481,1.915962,2.448742,2.278713,86.042532,51.647779,47.9149,38.040818,0,
1151,210.191357,148.662146,109.339663,107.449648,285.667837,168.153098,73.343874,-68.795996,387.719743,260.524541,240.950546,47.186658,46.604807,56.024936,50.381853,57.579938,123.319238,95.139924,72.952763,66.397225,61.128362,55.21989,50.277204,107.074949,91.034909,61.938995,55.584548,48.519526,43.403407,42.746252,2.494036,2.524965,2.520823,2.506631,2.528998,2.5241,2.524485,2.533777,2.52949,2.528502,2.553232,2.550425,2.491524,2.525954,-0.000188,-0.000294,-0.000668,0.000246,1.20E-05,0.000339,0.000423,8.08E-05,2.547075,2.000038,2.493298,2.300844,80.058435,49.762523,47.359281,37.779329,0,
1152,212.355335,145.175909,112.230087,107.629526,380.920087,273.055282,138.320072,4.735834,419.896308,291.014866,280.359564,47.848147,50.747315,56.904035,45.006549,57.427232,122.715895,94.397944,72.397331,66.355145,60.902362,55.177624,50.234805,104.996895,88.97037,61.27183,55.284154,48.180799,43.212028,42.592023,2.494188,2.524812,2.521129,2.507394,2.528388,2.5241,2.524638,2.531335,2.528116,2.529265,2.550332,2.555308,2.494271,2.530838,-3.59E-05,-0.000142,-0.000516,9.37E-05,0.000317,0.000339,0.000575,0.000233,2.548143,2.050392,2.55235,2.353042,74.812143,48.319226,46.914622,37.480408,0,
1153,209.919277,141.700748,110.892959,107.184854,342.925002,240.793642,113.148571,-17.939353,417.230043,280.46993,264.523385,52.729388,52.447554,58.524587,42.257499,57.058876,122.753256,93.735191,72.140623,66.355145,61.012677,55.325128,50.123817,103.111261,86.985969,60.168468,54.952215,47.958545,43.063251,42.443211,2.494341,2.525423,2.521281,2.507547,2.528693,2.523948,2.52479,2.524772,2.523232,2.527586,2.556438,2.55012,2.501595,2.531296,-0.000494,1.10E-05,-0.000516,0.001314,0.000165,0.000797,0.000575,0.000233,2.527235,2.101814,2.541668,2.353653,70.734424,47.054337,46.538543,37.362833,0,
1154,208.015104,145.516174,112.044314,107.258959,391.607326,289.506782,148.113094,13.95277,448.588768,304.464948,292.376184,54.057997,54.515017,52.218741,43.781379,54.625972,122.491744,93.219833,71.920584,66.31843,61.233294,55.066988,49.938819,101.26434,85.18622,59.211816,54.693998,47.625097,42.728435,42.145532,2.494493,2.525423,2.521739,2.507089,2.529151,2.525016,2.523875,2.528283,2.520027,2.529112,2.557964,2.558664,2.504495,2.533585,-0.000188,1.10E-05,-0.000516,0.000552,0.000317,0.000644,0.000423,0.000997,2.512736,2.144081,2.489026,2.341443,67.28963,45.836193,46.173195,37.330917,0,
1155,205.53847,145.894307,110.187657,106.703247,109.249189,22.45767,-47.262885,-273.117562,289.019572,183.345191,162.83039,51.621393,53.850749,61.39451,50.450373,57.353566,122.006184,92.925388,71.920584,66.428574,61.380362,54.808812,49.679782,98.53391,83.277093,58.438843,54.36195,47.365692,42.542386,42.108317,2.494646,2.525575,2.522044,2.507852,2.530372,2.525627,2.523417,2.536219,2.532237,2.53369,2.557506,2.556986,2.5048,2.535569,-0.000188,1.10E-05,-0.000516,0.000246,0.000165,0.000644,0.00027,0.000997,2.517162,2.139198,2.464001,2.322364,64.130898,44.94561,45.802325,37.031875,0,
1156,204.852407,142.908849,107.591555,105.962554,10.202038,-100.235171,-140.045955,-3292.003419,236.690303,140.76765,123.699452,54.574401,55.068383,60.989981,56.500773,45.191526,121.670107,92.079038,71.443816,65.987978,61.159757,54.624378,49.346667,96.175188,81.442046,57.702424,54.251254,47.180373,42.281869,41.996665,2.495104,2.525575,2.522044,2.508005,2.530067,2.524406,2.522501,2.53103,2.53239,2.538574,2.555827,2.557291,2.504189,2.532669,-0.000341,-0.000294,-0.000668,0.000704,0.000317,0.000492,0.000728,0.000844,2.51472,2.163002,2.4315,2.309086,61.226637,43.868653,45.245821,36.657958,0,
1157,204.444245,148.364802,108.380833,106.26962,45.749864,-68.165797,-106.728594,-1326.544727,243.484651,157.418653,149.620343,53.183165,55.00539,63.059519,58.720116,50.019586,121.307683,91.648319,71.124455,65.48462,60.876338,54.635159,48.913215,93.387993,78.921191,56.939672,54.188236,47.042934,42.106628,42.007543,2.494951,2.525575,2.522197,2.508158,2.529914,2.52288,2.523112,2.524009,2.523537,2.527433,2.556132,2.555918,2.502663,2.532059,-0.000188,1.10E-05,-0.000363,0.00162,0.000317,3.39E-05,0.000728,0.000539,2.488317,2.179634,2.422192,2.310917,58.766403,42.796193,44.620248,36.17714,0,
1158,183.859975,150.020047,117.514313,107.370121,157.657706,60.216374,-29.346774,-183.314657,319.12973,219.692775,212.043119,54.500638,52.927728,58.671848,48.564123,51.302941,121.035476,91.012266,70.636925,65.143363,60.497831,54.329243,48.495022,90.949853,76.746256,56.007655,54.14055,46.846733,42.021295,41.810554,2.495867,2.526643,2.522807,2.507547,2.529304,2.523643,2.523722,2.533319,2.5301,2.531249,2.557201,2.554392,2.5048,2.529617,0.000117,1.10E-05,-0.000668,0.001009,0.000317,0.000339,0.000575,0.000539,2.516857,2.216103,2.411511,2.301454,56.340302,41.648341,43.734322,35.696109,0,
1159,179.539378,144.603392,115.385805,106.512634,276.468811,190.440193,72.04893,-46.893406,382.34703,268.275335,266.009316,52.760912,54.657208,66.53293,46.855217,46.039642,120.992695,89.977275,69.934639,64.844172,60.087858,54.028667,48.193265,89.584567,75.163709,55.080571,53.950636,46.618842,41.904164,41.693433,2.49663,2.529543,2.529522,2.507547,2.529304,2.523795,2.524333,2.542477,2.536358,2.536742,2.564375,2.55897,2.505563,2.531906,0.000117,-0.000294,-0.000668,0.000552,0.000317,0.000644,0.000575,0.000386,2.517315,2.258522,2.412579,2.292602,53.968811,40.483038,42.459596,35.273348,0,
1160,172.794777,145.181438,115.247794,106.004992,287.627352,188.197637,85.786085,-47.813502,376.918509,270.594894,267.845868,54.80106,50.012899,63.237898,47.903207,46.755159,120.779682,88.407477,69.064937,64.634523,59.804316,53.818031,48.055895,89.117645,74.037386,54.353661,53.776881,46.481345,41.728867,41.592624,2.498308,2.535799,2.528301,2.509378,2.529762,2.523948,2.524638,2.553619,2.548568,2.548646,2.567275,2.564005,2.506631,2.535111,0.000117,-0.000294,-0.000668,0.000399,0.000165,0.000492,0.00027,0.000539,2.500527,2.261116,2.392132,2.288176,51.82123,39.396599,41.188956,34.78097,0,
1161,177.139787,145.478364,116.694573,105.481259,346.278479,244.521557,127.075629,-8.845445,408.177731,290.756344,292.818899,55.459317,51.708546,57.05141,42.592173,40.766003,119.617739,86.344814,68.289098,64.298553,59.614986,53.591188,47.939324,89.70018,73.701911,53.794799,53.328507,46.25339,41.574464,41.438245,2.506854,2.538088,2.527538,2.509684,2.532509,2.524558,2.52418,2.547056,2.544294,2.538574,2.567275,2.56019,2.511514,2.548541,-0.000188,-0.000142,-0.000821,0.000857,0.000317,0.000187,0.00027,0.000539,2.475803,2.28492,2.41792,2.26986,49.861175,38.389228,39.922381,34.368798,0,
1162,171.427045,145.224772,115.178793,104.89988,360.595575,247.954042,146.305859,2.180327,416.988306,308.224669,302.406288,51.299647,50.462239,46.01025,42.640226,44.12537,113.523341,84.850004,66.354771,63.647989,59.368184,53.380499,47.838987,90.041673,73.639271,52.365723,53.080839,46.078759,41.510859,41.411892,2.517689,2.527406,2.526317,2.509073,2.529151,2.524406,2.524638,2.553925,2.56093,2.581915,2.597344,2.565988,2.52479,2.547625,-0.000188,-0.000294,-0.000668,9.37E-05,0.000317,0.000339,0.00027,0.000386,2.53105,2.308876,2.468884,2.279323,48.052137,37.573195,38.809104,33.924452,0,
1163,178.705,147.180442,114.609718,104.40804,505.855015,402.944464,243.125976,101.02936,490.634707,356.022412,352.712403,49.292013,51.671586,47.593872,42.220307,46.6385,109.169913,83.334235,61.752668,61.873079,58.952635,52.88974,47.04974,89.369469,73.29843,48.693923,53.070048,46.067916,41.313735,41.438245,2.501971,2.532747,2.527385,2.509989,2.530525,2.523948,2.524638,2.538509,2.536816,2.508205,2.548653,2.563852,2.509835,2.543047,-0.000188,0.000164,-0.000668,9.37E-05,0.000317,0.000339,0.00027,0.000386,2.546922,2.351753,2.492077,2.297028,46.606295,36.863238,37.726611,33.549457,0,
1164,150.731242,144.393219,111.312272,104.973895,463.738157,365.770015,223.020851,76.804017,457.178651,333.752863,330.076256,48.266368,51.238809,46.455406,42.193991,46.760577,106.328505,81.289979,59.924848,60.228892,56.422513,51.755426,46.726833,88.571948,72.979024,46.110514,52.97006,45.819053,41.175607,41.449129,2.498308,2.527406,2.524333,2.511515,2.53083,2.525321,2.524943,2.540951,2.536511,2.534453,2.561627,2.5637,2.504647,2.534196,-0.000341,-0.000294,-0.000516,-5.88E-05,0.000317,0.000644,0.000118,0.000386,2.489233,2.358315,2.482312,2.300538,45.68407,36.233088,36.872793,33.329876,0,
1165,180.66342,142.844368,114.843851,105.788247,715.922305,615.134819,384.253274,230.763048,591.023527,440.418574,438.512711,46.302359,50.758122,46.418315,42.379942,46.612257,104.14595,79.712471,58.968246,59.309007,53.02943,50.646467,45.79933,87.874056,72.392116,45.99922,53.191612,45.707734,41.063835,41.411892,2.499834,2.530458,2.523418,2.510752,2.53083,2.525321,2.52479,2.533319,2.532237,2.540558,2.561169,2.561869,2.511819,2.532975,-0.000341,-0.000142,-0.000516,-0.000364,0.000165,0.000492,-3.49E-05,0.000386,2.486333,2.379067,2.411053,2.239488,44.718616,35.522259,36.162448,32.992198,0,
1166,174.54998,143.556463,112.19836,105.523687,771.811842,685.221306,425.586314,272.102012,614.636113,461.966051,454.488947,45.629255,49.605841,47.08037,42.709147,46.124679,102.440598,78.459973,58.778859,58.714709,51.657518,49.938301,45.162825,86.767033,72.019925,45.993798,53.555406,45.553871,40.98387,41.331972,2.499224,2.536104,2.523112,2.510905,2.533272,2.524406,2.525553,2.53744,2.537579,2.544983,2.569259,2.563547,2.506936,2.534501,-0.000341,-0.000294,-0.000516,-5.88E-05,1.20E-05,0.000492,-3.49E-05,0.000539,2.509531,2.40577,2.402508,2.256734,43.704388,34.837467,35.365852,32.718519,0,
1167,173.743059,140.003062,109.631036,105.296179,773.4717,694.964549,444.107149,272.654383,593.738317,447.200035,438.933436,45.178516,49.711461,47.853258,42.778063,45.59981,100.847422,77.427653,58.736676,58.451628,50.728124,49.377844,45.083134,86.174249,71.941197,46.025476,53.734577,45.585559,40.978426,41.214803,2.498919,2.528017,2.527385,2.512278,2.536782,2.526695,2.525401,2.543546,2.543226,2.546967,2.569412,2.565378,2.510904,2.539842,-0.000341,-0.000142,-0.000516,-0.000211,0.00047,0.000949,-3.49E-05,8.08E-05,2.460999,2.427742,2.406323,2.253071,42.525009,34.211611,34.965028,32.391615,0,
1168,141.870855,139.782326,106.633636,105.005495,982.235725,870.100234,597.900143,390.166863,718.562026,545.310535,544.042705,43.884216,49.420777,47.858672,42.746323,45.085578,99.487561,76.589481,58.999667,58.272917,50.363774,49.013102,44.605729,85.88594,72.056608,48.254955,53.961422,45.590983,41.021131,41.220246,2.503192,2.52878,2.525249,2.512431,2.536935,2.527305,2.526469,2.558046,2.561236,2.555971,2.587728,2.583383,2.515787,2.549304,-0.000341,-0.000142,-0.000516,-5.88E-05,0.000317,0.000949,0.000118,0.000386,2.438412,2.435524,2.441723,2.25414,41.477145,33.53146,34.809785,32.08571,0,
1169,178.666821,140.003062,106.257843,103.705219,1116.935937,998.239695,684.529614,470.714853,814.339339,622.861818,616.589327,48.144446,48.971117,47.853258,42.740888,44.783111,97.74917,75.70394,59.104684,58.341175,50.580233,48.674473,44.600301,85.403396,72.124615,49.619269,53.845306,45.62267,41.090206,41.363769,2.499682,2.528627,2.525554,2.513041,2.536019,2.531731,2.526316,2.558198,2.556199,2.554293,2.58147,2.577127,2.517618,2.545642,-0.000188,-0.000294,-0.000668,-0.000364,0.000317,0.001255,-3.49E-05,8.08E-05,2.476261,2.464974,2.425244,2.253834,40.556512,33.054891,34.895617,31.833748,0,
1170,181.645072,140.229337,108.7408,103.557289,1258.258264,1152.844668,776.029496,543.534662,877.040527,679.350977,671.656131,49.514017,48.897062,48.001457,41.290131,44.857378,96.680542,75.043809,59.325461,58.488444,51.13475,48.526351,44.488852,84.265721,71.574352,50.617984,53.62384,45.585559,41.015687,41.401008,2.503344,2.526796,2.523265,2.509226,2.531898,2.528374,2.525248,2.549651,2.548415,2.548799,2.566664,2.561411,2.514718,2.535569,-0.000341,-0.000294,-0.000668,-0.000669,1.20E-05,0.000797,0.000423,0.000233,2.450011,2.481911,2.418377,2.257955,39.730712,32.449066,34.815257,31.602834,0,
1171,177.636048,141.927213,117.477044,103.742204,1258.258264,1169.784434,785.302407,542.49598,867.45766,670.606788,660.431282,49.180999,47.971042,52.88357,44.895219,44.597424,95.170554,74.787091,59.583006,58.893384,51.652118,48.452284,44.117283,83.238379,70.950685,51.505175,53.62384,45.437106,40.978426,41.475481,2.49663,2.528169,2.525096,2.508921,2.53083,2.524558,2.52479,2.541867,2.538189,2.549256,2.574448,2.567514,2.512735,2.539537,-0.000341,-0.000294,-0.000668,0.000399,0.000165,0.000949,0.000575,0.000386,2.473971,2.504799,2.40617,2.249408,38.877889,31.928973,34.558581,31.38285,0,
1172,178.443333,141.140212,118.750109,104.265463,1258.264526,1152.193329,772.627365,532.614171,859.48815,658.624137,646.669433,48.742266,47.68,61.25279,50.344889,44.082786,93.63008,74.058965,59.404426,58.972381,52.026962,48.420661,44.08555,82.400003,70.405715,52.286452,53.555406,45.479645,40.909344,41.369211,2.496477,2.531984,2.532726,2.507547,2.530525,2.525932,2.525248,2.542935,2.53941,2.544831,2.567275,2.563547,2.509988,2.532212,-3.59E-05,-0.000294,-0.000821,9.37E-05,0.000317,0.000797,0.00027,0.000233,2.470766,2.534249,2.385876,2.252613,38.088222,31.472781,34.028616,31.189428,0,
1173,175.498494,140.153909,118.03617,103.853161,1028.023871,938.413837,608.058922,404.738907,718.593251,531.870498,518.496118,48.070378,47.785764,60.254309,52.038894,43.705745,92.337191,73.430129,59.215075,58.856575,52.353989,48.341176,43.857119,82.247916,70.18021,52.908872,53.550012,45.362872,40.9039,41.252047,2.49663,2.524507,2.522807,2.512583,2.537546,2.529595,2.526011,2.538967,2.532084,2.532775,2.566664,2.561716,2.503426,2.532059,-0.000188,1.10E-05,-0.000821,9.37E-05,0.000317,0.000797,0.00027,0.000386,2.513194,2.56263,2.381146,2.259634,37.383678,31.102539,33.809232,30.894159,0,
1174,175.378418,137.886896,117.359795,103.81077,869.350607,790.4945,518.533074,344.112066,663.517103,495.998072,485.156836,44.950374,47.706231,59.991395,51.479543,43.402943,90.787597,73.241391,59.062508,58.703951,52.459386,48.335764,43.702997,81.729046,70.174849,53.494147,53.618447,45.431682,40.637575,40.874116,2.494493,2.525423,2.521739,2.509531,2.53434,2.528526,2.525401,2.533014,2.533153,2.540863,2.565443,2.554545,2.50541,2.530228,-0.000494,-0.000294,-0.000668,9.37E-05,0.000165,0.000949,0.000728,0.000844,2.528761,2.584908,2.386639,2.274439,36.817366,30.721179,33.353891,30.775859,0,
