Time,FSW1_0-03mBC,FSW1_0-3mBC,FSW1_0-61mBC,FSW1_0-91mBC,FSW1_1-22mBC,FSW1_1-52mBC,FSW1_1-83mBC,FSW1_2-13mBC,FSW2_0-03mBC,FSW2_0-3mBC,FSW2_0-61mBC,FSW2_0-91mBC,FSW2_1-22mBC,FSW2_1-52mBC,FSW2_1-83mBC,FSW2_2-13mBC,FSW3_0-3mBC,FSW3_0-61mBC,FSW3_0-91mBC,FSW3_1-22mBC,FSW3_1-52mBC,FSW3_1-83mBC,FSW3_2-13mBC,FSW4_0-3mBS,FSW4_0-61mBS,FSW4_0-91mBS,FSW4_1-22mBS,FSW4_1-52mBS,FSW4_1-83mBS,FSW4_2-13mBS,FSW3_bdp_0-3mBC,FSW3_bdp_0-61mBC,FSW3_bdp_0-91mBC,FSW3_bdp_1-22mBC,FSW3_bdp_1-52mBC,FSW3_bdp_1-83mBC,FSW3_bdp_2-13mBC,FSW4_bdp_0-3mBS,FSW4_bdp_0-61mBS,FSW4_bdp_0-91mBS,FSW4_bdp_1-22mBS,FSW4_bdp_1-52mBS,FSW4_bdp_1-83mBS,FSW4_bdp_2-13mBS,FSW1_HF_0-15mAF,FSW1_RAD_0-15mAF,FSW2_HF_0-15mAF,FSW2_RAD_0-15mAF,FSW3_HF_1-52mBC,FSW3_HF2_1-52mBC,FSW5_HF_1-52mBC,FSW5_HF2_1-52mBC,FSW6_bdp_0-3mBS,FSW6_bdp_0-6mBS,FSW6_bdp_0-9mBS,FSW6_bdp_1-2mBS,FSW6_TC_0-3mBS,FSW6_TC_0-6mBS,FSW6_TC_0-9mBS,FSW6_TC_1-2mBS,Untitled,Comment
759,432.455908,380.337402,319.627678,249.183539,-123.051795,-35.088662,4.674229,-34.135238,372.448978,380.950365,354.167592,243.865024,161.619164,54.580537,89.640201,74.431833,226.842529,199.595583,148.082009,104.481192,78.370004,54.992386,42.405777,196.815507,180.339516,136.607907,62.168199,41.644709,38.179531,35.987817,2.50365,2.527712,2.519908,2.5077,2.527625,2.521506,2.523112,2.546904,2.540784,2.531096,2.558422,2.552714,2.498238,2.528854,0.000269,1.10E-05,-0.000516,0.000246,0.000622,0.000339,0.001186,0.000691,2.585534,3.420326,2.884839,2.40753,142.848433,75.64823,52.794318,39.048011,0,
760,428.422203,377.287336,319.292688,241.919372,-1839.804691,-262.855279,-112.016245,-147.938758,332.726092,341.548427,313.296073,242.805726,150.705829,53.135806,81.706849,75.19663,227.594269,200.811015,148.34161,105.141875,79.024808,55.540133,43.032826,195.512446,178.691586,133.96723,61.206785,41.602039,37.725739,35.795245,2.50426,2.531526,2.520366,2.506784,2.528235,2.521353,2.522349,2.549956,2.543379,2.534606,2.552622,2.552103,2.499154,2.530991,0.000117,-0.000142,-0.000516,0.000246,0.00047,0.000797,0.001186,0.001149,2.584618,3.740608,2.865613,2.425845,146.448063,75.433598,52.873536,39.090778,0,
761,440.87153,387.948363,334.005447,257.323416,36.69374,108.040027,127.117752,103.399418,411.068845,407.775826,390.039744,229.038308,148.593737,53.478856,75.925085,71.869847,228.551636,202.424374,149.11038,105.781991,79.475659,55.956433,43.638666,195.180121,177.251553,129.319453,60.408302,41.426748,37.325526,35.656476,2.507007,2.529695,2.52006,2.507242,2.528541,2.521048,2.520823,2.552093,2.545057,2.538116,2.556896,2.555613,2.499917,2.525191,0.000117,-0.000142,-0.000821,0.000246,0.000928,0.000644,0.001338,0.000997,2.585534,3.643715,2.819989,2.460034,150.491982,75.789533,53.342533,39.303756,0,
762,441.866914,396.510218,352.555976,268.213611,272.493463,340.702876,296.857853,277.811144,459.92558,438.388793,424.253157,220.308167,148.014283,54.722705,70.709019,70.135032,229.71353,203.709932,150.160484,106.585867,79.648333,56.314248,43.627804,195.168964,176.858537,123.988499,59.735257,41.304148,36.828522,35.608108,2.508991,2.531069,2.520518,2.507242,2.528235,2.521201,2.517313,2.553772,2.549178,2.541168,2.555827,2.555002,2.498238,2.524276,0.000117,-0.000294,-0.000821,9.37E-05,0.000928,0.000644,0.001186,0.000844,2.558063,3.403542,2.687237,2.468886,155.129102,77.114844,53.975126,39.309205,0,
763,445.422745,396.22105,364.489729,269.107358,276.505074,318.772574,269.483929,253.646318,435.003349,411.014638,406.876699,219.169017,143.623625,54.021697,68.838888,66.208229,231.264074,205.082572,151.297975,107.2527,79.83173,56.387957,43.590626,195.207129,177.354955,120.811817,59.072775,41.229664,36.342223,35.49581,2.510059,2.530763,2.521434,2.507547,2.528693,2.520896,2.520823,2.563235,2.551926,2.540558,2.556743,2.557291,2.502816,2.528091,-3.59E-05,1.10E-05,-0.000516,0.000399,0.000622,0.000339,0.001186,0.000539,2.552416,3.156197,2.581036,2.465986,159.877001,78.172839,54.486085,39.378372,0,
764,445.602306,392.496775,364.126194,265.604933,305.08338,347.92161,298.663581,279.109523,458.777138,426.875838,418.238174,215.863231,138.11042,54.980902,68.692188,66.648774,233.229302,206.569176,152.587754,108.030975,79.721691,56.424811,43.73933,197.305975,178.424247,117.044812,58.557377,41.117928,35.967999,35.3835,2.506244,2.536104,2.521129,2.507852,2.528388,2.521201,2.520975,2.567509,2.551162,2.54071,2.558574,2.556528,2.503426,2.531754,-3.59E-05,1.10E-05,-0.000516,0.000246,0.00047,0.000492,0.001338,0.000844,2.546922,2.842781,2.552502,2.488423,163.118938,79.05827,54.565224,39.346513,0,
765,454.762543,391.018951,362.168093,265.386647,244.150995,282.589549,246.775467,227.49488,440.54294,408.203901,390.505087,211.798766,134.085261,59.517576,74.160306,71.534366,234.594488,208.44186,153.086622,108.666666,79.87377,56.503899,43.819106,199.219125,179.728386,116.863985,58.157717,41.011625,35.673996,35.463844,2.50777,2.531526,2.519603,2.508158,2.528388,2.52059,2.522044,2.548888,2.544752,2.538269,2.558574,2.552103,2.499612,2.530685,0.000117,-0.000142,-0.000668,0.000246,0.000775,0.000339,0.001338,0.000844,2.53746,2.718575,2.53587,2.48827,166.091283,79.901743,54.528349,39.309205,0,
766,459.064252,394.124167,363.871709,270.447355,334.344691,373.998658,329.04434,310.314925,467.963972,425.723592,416.472225,218.78921,132.011323,69.431678,82.513705,70.42852,236.249794,210.264535,153.726329,109.217553,80.198536,56.609067,43.888017,199.175403,180.066563,116.672291,57.63672,40.931679,35.481315,35.458375,2.512043,2.539156,2.523418,2.509226,2.529609,2.521964,2.522349,2.570409,2.558641,2.551546,2.560864,2.559732,2.508309,2.531906,0.000269,1.10E-05,-0.000821,0.000399,0.000775,0.000797,0.001186,0.000691,2.536849,2.995979,2.65794,2.442176,167.235062,80.231818,54.565224,39.309205,0,
767,455.336839,394.165613,359.003668,263.260113,244.903401,275.915026,253.796684,238.30812,432.779533,388.490688,370.853914,225.96517,125.975603,88.409113,88.905439,71.387642,238.819861,212.630361,155.592587,109.556838,80.864187,56.6513,43.781934,201.35499,180.454106,121.713625,57.273726,40.974374,35.411892,35.463844,2.510211,2.540682,2.523265,2.511057,2.532509,2.522116,2.523417,2.585214,2.56032,2.556429,2.569412,2.565836,2.509835,2.535874,0.000117,-0.000294,-0.000668,0.000246,0.00047,0.000797,0.001338,0.000844,2.518078,2.599404,2.539837,2.436682,166.015042,80.121792,54.675846,39.197272,0,
768,457.777469,390.367716,354.5638,251.435543,161.765191,207.236151,196.879619,179.058209,425.080738,393.814197,361.66134,234.024344,127.962039,101.708932,91.147006,79.713235,241.19345,214.913091,155.136787,109.111697,81.157669,56.946068,43.967782,205.395761,182.402248,128.301172,57.273726,41.048875,35.299542,35.426408,2.522114,2.539614,2.523112,2.510905,2.531746,2.523185,2.523875,2.590709,2.560625,2.556582,2.571548,2.567514,2.510598,2.534653,0.000269,-0.000142,-0.000821,0.000246,0.00047,0.000949,0.001033,0.000844,2.514262,2.351448,2.492688,2.450724,163.488756,79.267585,54.738816,39.14906,0,
769,462.555845,401.398378,354.459906,255.526564,37.516009,81.729464,89.129813,70.855142,400.019719,370.864179,338.686405,239.803331,136.236874,117.781608,97.187974,77.517848,242.328414,216.629737,156.016021,108.894586,81.16303,57.172498,44.084707,209.514958,183.210056,133.714909,57.058052,41.27779,35.26756,35.544183,2.507617,2.532595,2.524944,2.509989,2.532204,2.523795,2.523875,2.578193,2.557573,2.55124,2.566511,2.567209,2.511056,2.535416,-3.59E-05,-0.000142,-0.000516,9.37E-05,0.000622,0.000797,0.001033,0.000844,2.533492,2.193672,2.467816,2.462476,161.176747,78.178195,54.491473,39.048011,0,
770,455.695767,402.945861,353.617234,270.341154,-94.122581,-30.830522,7.585178,-8.807072,384.815729,375.398287,345.244535,246.459882,142.986434,115.168853,97.329982,74.395159,242.736914,217.346388,154.567141,107.702803,80.570718,57.203955,44.227923,213.08653,183.892114,136.7586,56.978979,41.495779,35.411892,35.763289,2.507312,2.52878,2.525401,2.513041,2.531898,2.523948,2.523722,2.56873,2.546889,2.551851,2.565596,2.557596,2.505715,2.531601,-0.000188,-0.000142,-0.000668,0.000246,0.000622,0.000797,0.001186,0.000844,2.546922,2.274086,2.47041,2.481402,159.349804,77.224843,54.196436,38.861407,0,
771,443.986169,397.630612,351.79123,279.36205,-27.210762,28.91225,58.304803,36.510375,411.274745,396.631743,376.692079,244.687183,141.960538,119.411618,105.706042,77.177048,245.439476,217.796885,151.639323,106.067384,80.271899,57.640589,44.556884,213.271151,183.886533,137.355985,56.678804,41.713728,35.631088,36.094598,2.501513,2.528017,2.527233,2.512736,2.531288,2.523185,2.523722,2.558504,2.546278,2.542084,2.558269,2.556833,2.494881,2.528091,0.000117,-0.000294,-0.000821,9.37E-05,0.000775,0.000644,0.001186,0.000691,2.538681,2.166969,2.48872,2.513759,158.518355,76.753541,53.86985,38.754882,0,
772,439.56761,401.315585,367.251981,279.139567,303.024626,359.24451,315.862913,293.571703,477.185034,453.37231,445.429665,235.340734,146.537145,120.86737,95.814243,75.343325,246.905049,218.366859,149.440348,104.586785,79.97845,58.229799,45.188266,210.569695,181.785465,133.027003,56.383968,41.713728,35.743403,36.057183,2.507922,2.530153,2.524944,2.512431,2.530983,2.52349,2.523722,2.561098,2.547347,2.546509,2.573991,2.554697,2.502816,2.528701,0.000117,0.000164,-0.000516,0.000246,0.000622,0.000949,0.001338,0.000539,2.545396,2.299874,2.504895,2.532532,158.855184,76.564856,53.606212,38.74943,0,
773,446.715533,403.193319,365.834646,268.399835,260.231653,301.482176,268.515507,251.321138,451.095842,426.803828,414.958153,234.094379,147.294532,120.680666,88.165472,71.639048,247.956691,218.936734,149.402452,103.772941,79.721691,58.597973,46.116203,209.008869,181.212479,129.721275,56.199673,41.6765,35.818274,35.98235,2.50426,2.531374,2.522807,2.509226,2.531746,2.522574,2.523264,2.55194,2.543989,2.545746,2.576127,2.565226,2.507852,2.531754,0.000117,1.10E-05,-0.000668,0.000246,0.000775,0.000644,0.001491,0.000539,2.537918,2.326576,2.572186,2.579388,159.953116,76.999489,53.600821,38.743979,0,
774,446.325775,409.47745,378.367824,283.554014,241.741695,273.091606,246.51223,231.432172,447.869827,421.98272,404.859898,249.126964,147.98193,116.807272,82.005601,70.947457,250.026522,220.385512,151.265592,104.444194,79.727051,59.045077,46.789328,208.709817,181.179861,127.813736,56.389352,41.719168,35.786307,35.91298,2.510211,2.536409,2.522349,2.508921,2.528998,2.523337,2.522959,2.555146,2.546736,2.548036,2.57048,2.563242,2.505715,2.531296,0.000269,-0.000294,-0.000668,0.000246,0.000622,0.000797,0.001491,0.000691,2.536239,2.242348,2.501538,2.590988,160.110908,77.041511,53.495522,38.861407,0,
775,464.960187,409.735182,373.655177,278.816644,121.274104,158.060481,158.218414,141.41203,425.877839,411.638751,391.234358,249.770595,154.512774,113.016915,78.527688,75.500738,252.094512,223.351363,154.952442,105.744967,80.466029,60.044024,47.425046,209.400743,181.911225,127.594288,56.726422,41.985172,35.791775,35.881027,2.509601,2.535646,2.523112,2.509073,2.528998,2.52288,2.522807,2.576056,2.561083,2.547578,2.566817,2.559122,2.502816,2.531906,-3.59E-05,-0.000142,-0.000516,0.000246,0.000775,0.000339,0.001491,0.000997,2.521893,2.178261,2.451489,2.591446,159.800888,77.256153,53.600821,39.154509,0,
776,457.772224,403.590456,364.235257,278.063961,100.621341,146.097452,144.622944,129.577286,430.041032,418.30129,397.735747,255.644814,159.406023,106.401509,81.376802,79.120969,253.395109,225.312185,158.361364,107.437974,81.262367,61.099989,47.858962,211.292803,184.344966,133.440643,56.973596,42.197594,35.855707,35.832669,2.505481,2.530611,2.523112,2.5077,2.528693,2.522116,2.522654,2.56354,2.552841,2.543763,2.565443,2.558817,2.503884,2.530685,-3.59E-05,-0.000294,-0.000516,0.000246,0.000622,0.000797,0.001338,0.000997,2.544328,2.23304,2.528851,2.603198,158.898784,77.193533,53.537811,39.240033,0,
777,455.695767,393.659364,353.580825,279.515779,57.342477,106.182109,106.42946,97.264027,425.440677,412.2109,392.966276,261.371165,161.58109,104.185986,82.555745,75.788771,254.3744,227.401911,162.590119,108.555425,81.928118,61.730471,48.27193,212.363755,186.795562,133.89749,57.089514,42.389081,35.973466,35.875559,2.50838,2.528932,2.524181,2.507089,2.528541,2.521506,2.521891,2.559114,2.547042,2.539489,2.563154,2.560343,2.503274,2.527633,-0.000188,1.10E-05,-0.000516,0.000246,0.000622,0.000492,0.001491,0.000997,2.550585,2.412483,2.547009,2.616782,157.980278,77.48151,53.975126,39.346513,0,
778,448.690405,393.509426,352.920111,288.356938,77.348349,135.451111,130.258783,121.189766,433.385534,419.562958,404.962964,268.562338,155.071521,103.95863,85.889177,75.453347,256.128248,228.116007,164.983744,108.920836,82.399747,62.019218,48.340607,211.673333,188.279896,130.734885,57.157819,42.606866,35.967999,35.795245,2.502276,2.529695,2.520213,2.5077,2.528541,2.521659,2.522044,2.554077,2.549178,2.54422,2.564375,2.554239,2.50068,2.530075,-3.59E-05,-0.000142,-0.000516,0.000399,0.000622,0.000644,0.001491,0.000844,2.573477,2.756111,2.536633,2.638913,158.240973,77.842826,54.781073,39.52759,0,
779,448.577444,390.863659,341.033806,266.829651,123.125968,180.578323,164.293993,153.781257,446.638466,431.261843,412.536801,263.823756,154.686062,105.433381,88.674304,74.494465,257.35725,230.343911,164.635346,109.02668,82.798023,62.307936,48.149967,210.830556,188.694538,130.54165,57.041905,42.713027,36.037388,35.752352,2.504718,2.526796,2.520213,2.5077,2.528846,2.521353,2.522807,2.547972,2.543836,2.539947,2.554148,2.553324,2.500222,2.528244,0.000117,-0.000142,-0.000821,0.000246,0.000775,0.000644,0.001186,0.000691,2.56371,2.67524,2.520001,2.665165,160.301211,78.288201,55.486863,39.644937,0,
780,444.099167,389.245983,337.541578,264.15573,-11.326347,37.471836,44.405187,44.975555,412.25392,396.890294,375.391204,267.15256,153.63369,107.555429,85.931246,76.008815,258.527236,232.057175,165.979878,109.371349,83.285812,62.502466,48.197838,209.813954,189.622532,128.901278,56.794739,42.686699,36.010894,35.725863,2.500292,2.528322,2.519603,2.507089,2.528388,2.521048,2.521281,2.546598,2.540479,2.534911,2.551706,2.55607,2.499459,2.525497,0.000269,-0.000142,-0.000516,0.000399,0.000775,0.000644,0.001338,0.000997,2.57714,3.111031,2.518628,2.720263,164.174549,78.827531,56.286761,39.708637,0,
781,438.351148,386.277843,336.410002,275.322671,-1315.965721,-234.714637,-125.279546,-122.810894,381.046513,370.604577,350.0171,275.111695,152.38086,111.673764,83.215987,76.485582,259.349437,234.098354,167.16124,109.927872,83.873027,62.575978,48.27193,210.384946,190.424732,126.577008,56.389352,42.686699,35.936037,35.763289,2.502581,2.526796,2.519755,2.506937,2.528083,2.520132,2.521586,2.541409,2.534374,2.527739,2.556132,2.546,2.490608,2.528854,0.000269,-0.000142,-0.000821,0.000246,0.000622,0.000492,0.001491,0.001149,2.583092,3.871071,2.579968,2.736594,169.828669,79.938417,56.776394,39.943282,0,
782,451.926764,381.134608,334.767004,286.587934,-19346.40782,-1268.233464,-206.400126,-217.616745,366.892896,360.534271,346.447107,273.365884,149.763295,108.222632,80.208783,73.991739,259.610985,235.080565,167.809216,110.039198,84.313485,62.575978,48.086693,210.575259,190.119135,124.031372,56.020745,42.612302,35.936037,35.763289,2.501818,2.527254,2.519908,2.506784,2.52793,2.519827,2.517771,2.541256,2.536816,2.525297,2.555827,2.548746,2.492287,2.512067,0.000422,-0.000142,-0.000516,0.000246,0.000622,0.000644,0.001491,0.000844,2.57302,4.144661,2.614148,2.766815,176.634502,81.929812,57.523648,40.140598,0,
783,459.14652,397.352067,341.122749,293.241659,-2587.424977,-201.488391,-105.043494,-114.536898,390.036247,380.375273,365.701241,251.758977,145.828923,95.737073,75.998394,70.109066,260.624998,237.049352,168.805984,110.193064,84.465677,62.324047,47.795674,210.428573,189.169701,122.242174,55.657454,42.431723,35.904074,35.731331,2.502887,2.526033,2.520366,2.506479,2.528083,2.519827,2.518534,2.546904,2.539563,2.528502,2.550943,2.55073,2.493813,2.524276,0.000269,-0.000294,-0.000516,0.000246,0.00047,0.000339,0.001186,0.000844,2.582634,4.643166,2.664807,2.806345,182.888177,84.744512,58.580342,40.204271,0,
784,480.377507,405.720097,345.086905,297.139036,-4600885.021,-1045604.228,-58383.55859,-68921.5105,344.181574,347.929793,316.045438,249.496879,148.734257,89.102093,72.725358,69.951596,261.808839,238.660632,170.282001,111.147406,84.565073,62.055981,47.599545,210.493571,189.502349,119.132425,55.241049,42.234807,35.743403,35.645538,2.505633,2.527406,2.52006,2.506631,2.52793,2.52059,2.51655,2.545683,2.5359,2.528959,2.554301,2.549815,2.493508,2.523055,0.000269,-0.000142,-0.000516,0.000552,0.000775,0.000492,0.001338,0.000691,2.574851,4.567024,2.605603,2.84496,188.38468,87.676516,60.08325,40.347936,0,
785,502.912784,409.333184,350.667485,302.225174,-1.25E+07,-3604103.197,-215996.7559,-341922.7389,346.956405,355.111424,310.146521,247.399342,143.704775,82.313081,68.697549,68.269104,263.008441,240.626566,172.118486,111.93279,84.753983,61.804003,47.234279,212.173529,190.921316,115.597874,54.988262,42.054171,35.748871,35.651007,2.508075,2.53,2.521129,2.506937,2.528235,2.520743,2.517923,2.552246,2.540479,2.526212,2.556896,2.55134,2.499306,2.525649,0.000269,-0.000294,-0.000668,0.000552,0.000622,0.000797,0.001491,0.000997,2.560505,4.137642,2.544873,2.84496,192.980362,89.891837,61.417559,40.545183,0,
786,512.387697,408.647868,353.216725,312.804668,-4552389.112,-1297483.301,-64992.17218,-112895.2524,386.264837,384.250353,342.656428,250.177934,138.040511,79.964734,67.120269,67.351577,264.276554,242.585402,174.751359,112.638764,84.864114,61.25246,46.937661,214.759784,192.86931,115.262883,54.508697,41.86807,35.636556,35.651007,2.508838,2.534273,2.522044,2.507547,2.528541,2.519675,2.516702,2.561556,2.542921,2.534453,2.556896,2.552866,2.498086,2.530685,-3.59E-05,1.10E-05,-0.000516,0.000399,0.000928,0.000492,0.001338,0.000997,2.557758,4.040749,2.511609,2.855491,197.093924,92.234374,62.105097,40.608833,0,
787,499.327752,407.570906,352.748686,320.066935,-607187.5885,-134424.1887,-3085.690083,-6801.476637,422.38585,413.623399,365.628566,256.816028,133.526402,77.218901,67.015571,67.907475,265.512164,244.32238,176.512707,112.644194,84.722638,60.742955,46.683485,216.855801,194.173397,116.571435,54.218906,41.836285,35.604585,35.619046,2.517384,2.534883,2.525249,2.50831,2.528541,2.521811,2.522196,2.579567,2.559404,2.542084,2.562238,2.558817,2.507852,2.53389,0.000117,1.10E-05,-0.000516,0.000552,0.000622,0.000644,0.001643,0.000844,2.532271,3.51844,2.461407,2.839007,201.036926,94.342698,62.483278,40.731512,0,
788,484.757526,405.364472,355.728628,326.209794,-339056.9991,-64362.62225,-1182.138049,-2427.857355,418.202167,407.589979,358.133726,265.550111,141.210548,76.590007,69.907718,70.360509,266.549987,246.197491,178.530499,112.861762,84.203367,60.516887,46.492612,219.205218,196.00074,119.249784,54.508697,41.719168,35.52423,35.613577,2.518605,2.540071,2.53059,2.511057,2.530372,2.522116,2.523417,2.595745,2.572072,2.56116,2.574906,2.566141,2.510446,2.534501,0.000269,-0.000294,-0.000668,0.000552,0.000622,0.000644,0.001491,0.000997,2.512736,2.909004,2.431958,2.834581,202.448766,95.373714,62.52002,40.731512,0,
789,463.094139,394.351693,355.369958,296.855021,126.285596,210.365553,190.849532,183.877111,514.114562,496.472598,455.923939,266.26375,133.564021,82.942367,85.716394,72.53006,266.443676,246.578926,177.657962,112.681358,83.804985,60.154395,46.386746,223.536301,199.327507,127.444354,54.514087,41.761834,35.492255,35.581615,2.530965,2.546023,2.531048,2.515178,2.534188,2.523032,2.52418,2.611924,2.587945,2.573674,2.585438,2.582773,2.526773,2.552204,-3.59E-05,-0.000294,-0.000516,0.000246,0.00047,0.000949,0.001796,0.000844,2.478397,2.462837,2.362225,2.802377,200.753067,95.136606,62.356945,40.752449,0,
790,488.448958,411.604981,359.18557,278.254863,117.985473,168.413574,155.817192,162.615737,483.789522,477.648553,433.612703,274.666073,131.678564,97.316677,94.641476,74.248461,267.965122,246.686204,175.820044,111.561338,83.50601,59.854686,46.121624,227.774245,203.213704,135.17692,57.273726,42.091388,35.636556,35.800713,2.525624,2.548769,2.54646,2.524945,2.537088,2.525016,2.527232,2.623677,2.601376,2.58283,2.597802,2.593454,2.550578,2.5841,0.000117,-0.000142,-0.000516,0.000399,0.00047,0.000949,0.001796,0.000997,2.510294,2.160713,2.411511,2.792456,197.372354,94.379513,61.968844,40.768774,0,
791,480.520972,416.861232,367.542681,279.918174,266.165489,316.50086,256.713577,273.094261,501.399122,486.720481,455.877553,280.632882,168.511192,150.041255,133.638873,84.221306,267.624591,245.402323,170.091316,108.364622,82.326362,59.334137,45.967778,232.043482,207.897465,143.735274,62.309882,42.681264,35.93057,36.84262,2.525319,2.547548,2.536389,2.52464,2.534951,2.527305,2.527842,2.590709,2.581077,2.570164,2.60406,2.596963,2.53776,2.586542,-3.59E-05,-0.000142,-0.000516,0.000399,0.00047,0.000644,0.001491,0.000997,2.542344,2.279732,2.498181,2.868006,194.235288,94.006012,61.4857,40.763332,0,
792,459.500163,400.85134,359.476604,283.442952,311.698252,353.026349,290.294718,295.089346,495.607584,473.915451,453.836728,279.081672,192.805516,171.736893,149.572414,96.767381,266.959718,243.94058,163.694322,105.073261,80.717451,58.824225,45.89898,235.108934,211.559628,146.653836,66.246396,43.987924,36.310272,38.715908,2.517384,2.538393,2.530437,2.515788,2.533272,2.524253,2.523722,2.573919,2.566425,2.546204,2.577043,2.57789,2.51777,2.551899,0.000117,-0.000294,-0.000821,9.37E-05,0.000622,0.000797,0.001338,0.000844,2.5573,2.413704,2.533124,2.830918,192.783788,94.74231,61.742974,40.837853,0,
793,409.331735,387.074311,328.702005,290.800326,275.656717,314.086609,265.464124,268.150254,473.817879,463.97069,435.158677,286.375054,195.784512,159.466588,134.057929,97.504709,265.916627,240.400444,160.534923,103.482485,79.91045,58.529722,45.973199,235.750674,213.082229,147.562579,69.146326,45.362023,36.946176,40.282481,2.521809,2.539919,2.530437,2.514262,2.539988,2.526237,2.524943,2.574835,2.562914,2.551088,2.580554,2.593454,2.534098,2.555561,0.000269,-0.000447,-0.000516,0.000552,0.000622,0.000797,0.001491,0.001149,2.527845,2.237465,2.466595,2.822676,192.396209,95.878622,62.619506,41.204948,0,
794,436.410464,418.235198,326.983557,288.140599,225.531431,264.004693,222.17381,222.451558,454.977905,440.946447,419.792741,290.69746,228.854028,156.196453,126.141623,96.619944,265.693048,234.589507,156.694407,102.410363,79.617013,59.081884,46.455518,235.901648,212.359069,148.623233,73.475512,46.512162,37.843298,40.953215,2.516621,2.540071,2.537152,2.521435,2.538461,2.529137,2.526011,2.575903,2.571156,2.560092,2.584522,2.592538,2.530283,2.556324,0.000269,-0.000142,-0.000516,0.000399,0.000622,0.000949,0.002712,0.000844,2.552264,2.135689,2.448742,2.831223,191.757939,96.220946,63.475144,41.588242,0,
795,433.175056,397.52748,328.811674,287.807957,237.972335,282.626582,243.840588,238.760816,472.669737,442.779488,430.34003,303.223074,235.057166,162.701969,118.708312,91.391591,264.09011,232.586524,156.010469,103.667392,80.937557,61.142138,47.864375,234.580319,212.206807,149.494844,76.923442,47.698356,38.739695,40.990466,2.52242,2.547548,2.537304,2.522351,2.535867,2.527611,2.523875,2.586282,2.573903,2.566807,2.594596,2.587655,2.531351,2.551441,0.000269,1.10E-05,-0.000516,0.000552,0.000622,0.000949,0.003017,0.000844,2.511515,2.097542,2.45332,2.845265,191.032078,96.331477,64.062766,41.886088,0,
796,444.058002,404.456843,332.241486,282.659981,188.506637,232.74725,194.315005,190.666387,463.873139,432.634354,428.248169,318.665311,263.891006,193.652988,137.966965,90.062321,264.494818,229.819641,155.47308,105.400972,82.729994,63.452615,49.340421,233.139432,211.287549,150.247484,80.183036,48.841093,39.518006,40.798753,2.525472,2.548464,2.535931,2.513041,2.547619,2.526084,2.523112,2.596814,2.57955,2.573063,2.60467,2.583383,2.522348,2.548694,-3.59E-05,0.000164,-0.000516,0.000399,0.000928,0.001407,0.002406,0.001149,2.475803,2.045662,2.449963,2.837023,189.645527,95.768112,64.088758,42.061333,0,
797,433.036487,403.74542,336.342324,275.17954,203.671181,260.275909,213.321471,203.772071,476.836777,439.513803,440.842239,325.007363,265.394241,174.070479,115.3625,86.2515,264.170141,226.952847,154.76256,106.818943,83.584774,64.528776,49.906383,233.112694,210.955984,151.510077,83.790376,50.258051,40.162979,40.884151,2.524098,2.545412,2.526927,2.514873,2.536019,2.526542,2.523264,2.586588,2.576345,2.571537,2.59307,2.578043,2.518228,2.550678,0.000117,1.10E-05,-0.000516,0.000399,0.000622,0.001102,0.002559,0.001302,2.510294,2.075417,2.489483,2.87518,186.326973,94.631852,63.837054,42.066769,0,
798,439.50625,392.652026,340.028326,285.446766,220.074032,278.592333,251.138854,232.11856,475.724637,445.336146,442.818126,331.294039,247.197254,153.429082,111.943459,88.382234,264.543002,226.119224,154.876488,108.931673,85.750629,66.732092,50.794186,233.981575,210.537101,153.255644,86.140523,51.847615,40.871237,41.256636,2.51952,2.536104,2.533337,2.519451,2.53373,2.522269,2.524333,2.578651,2.568867,2.56177,2.584217,2.563089,2.507852,2.533738,0.000117,-0.000142,-0.000668,0.000246,0.00047,0.001255,0.002559,0.001302,2.555011,2.217476,2.524121,2.903111,182.23866,93.453928,63.433047,42.141207,0,
799,441.26671,406.957551,345.535001,287.702469,228.643196,283.298495,258.259146,235.331318,472.60322,447.491886,438.973794,336.69767,242.90816,149.711119,109.161092,84.342163,266.220147,227.634717,156.54796,111.455344,87.733925,68.310433,52.124924,234.094885,210.080088,156.484146,87.904023,52.955662,41.579063,42.001251,2.515095,2.536562,2.531048,2.513499,2.528693,2.522269,2.523875,2.578498,2.565509,2.545594,2.580096,2.561716,2.505715,2.532975,0.000269,-0.000142,-0.000516,0.000552,0.000928,0.000949,0.001949,0.001149,2.520367,2.25425,2.484448,2.941725,180.104799,92.171553,63.107824,42.221076,0,
800,463.340097,414.416494,348.773148,285.848264,245.993964,304.025584,268.222894,238.345848,470.768052,464.724683,437.71074,323.977866,241.207458,158.097267,112.755018,91.759447,267.778968,228.916701,157.226469,112.861762,89.088108,68.892237,52.673672,235.524196,209.427002,159.254181,87.714917,53.799268,42.243807,42.591172,2.512195,2.536104,2.526012,2.514415,2.531898,2.522422,2.522196,2.571477,2.556657,2.546509,2.568954,2.561869,2.506936,2.530991,0.000422,1.10E-05,-0.000668,0.000399,0.000775,0.000949,0.001949,0.001302,2.53807,2.362282,2.457593,2.926768,178.145494,91.13104,62.656246,42.17299,0,
