Time,TC_A1_1,TC_A1_2,TC_A1_3,TC_A1_4,TC_A1_5,TC_A1_6,TC_A1_7,TC_A1_8,TC_A1_9,TC_A1_10,TC_A1_11,TC_A2_1,TC_A2_2,TC_A2_3,TC_A2_4,TC_A2_5,TC_A2_6,TC_A2_7,TC_A2_8,TC_A2_9,TC_A2_10,TC_A2_11,TC_A3_1,TC_A3_2,TC_A3_3,TC_A3_4,TC_A3_5,TC_A3_6,TC_A3_7,TC_A3_8,TC_A3_9,TC_A3_10,TC_A3_11,TC_A4_1,TC_A4_2,TC_A4_3,TC_A4_4,TC_A4_5,TC_A4_6,TC_A4_7,TC_A4_8,TC_A4_9,TC_A4_10,TC_A4_11,TC_A5_1,TC_A5_2,TC_A5_3,TC_A5_4,TC_A5_5,TC_A5_6,TC_A8_1,TC_A6_1,TC_A6_2,TC_A6_3,TC_A6_4,TC_A6_5,TC_A8_2,BDP_A5_1,BDP_A5_2,BDP_A5_3,BDP_A5_4,BDP_A5_5,BDP_A5_6,HF_0p15mAF,RAD_0p15mAF,EVENT,Untitled,Comment
10,272.472595,305.690078,300.014665,294.838741,283.901155,269.852661,242.017733,156.655271,77.348497,64.013596,60.257109,293.003522,316.705234,308.148715,302.47347,296.198114,292.377189,276.696362,123.537384,76.76986,61.376265,52.595783,258.505518,296.421534,294.856665,292.362065,287.727241,275.189389,245.406554,77.032064,143.362785,65.189351,62.907268,1260.972299,228.796809,554.122986,549.230171,538.697942,518.154672,480.251208,415.423981,313.921405,1261.895405,1261.543349,224.512759,100.658676,46.813471,39.87406,37.072841,259.333867,1260.708723,1261.104058,1261.763281,1260.445204,1260.445245,1260.664796,1260.181933,2.53692,2.489432,2.523113,2.471381,2.484668,2.554802,-5.79E-05,-0.000975,-8.28E-05,0,
11,272.478095,305.732275,299.909669,294.807338,283.758649,269.709348,241.985645,156.166851,77.13391,63.908913,60.29931,292.824644,316.600754,308.007318,302.368607,296.01935,292.272038,276.516251,123.468122,76.775285,61.271408,52.490503,258.473664,296.169042,294.788372,292.219932,287.510913,274.823514,245.224126,76.927518,143.255045,65.194784,62.938562,1260.965934,228.829049,553.867006,549.009945,538.262829,517.898334,480.066483,414.98618,313.182533,1261.889037,1261.536983,225.038,101.022361,46.91913,39.868528,37.029928,259.36571,1260.702359,1261.097693,1261.756914,1260.438841,1260.438882,1260.658432,1260.17557,2.538904,2.477832,2.509989,2.471228,2.48192,2.55526,9.47E-05,-0.000822,-8.28E-05,0,
12,272.483595,305.811233,299.841485,294.665359,283.727129,269.863673,241.840575,155.450561,77.02933,63.840934,60.267992,292.830103,316.56954,307.829206,302.263741,295.766881,291.908771,275.96486,123.211902,76.81737,61.313614,52.532882,258.329643,296.174494,294.756953,292.26229,287.442445,274.717588,245.041684,76.85963,143.449527,65.126789,62.938562,1260.965934,228.715479,553.580528,548.687573,537.940475,517.468003,479.671788,414.409529,312.302237,1261.889037,1261.536983,225.758304,100.837771,46.91913,39.868528,37.029928,259.29093,1260.702359,1261.097693,1261.756914,1260.438841,1260.438882,1260.658432,1260.17557,2.53051,2.48699,2.51472,2.468481,2.488483,2.564418,-0.000363,-0.000975,-8.28E-05,0,
13,272.292382,305.658753,299.799224,294.659904,283.684656,269.783759,241.646688,154.95111,77.023905,63.725375,60.152267,292.972113,316.490849,307.566795,302.000899,295.429784,291.71893,275.588043,123.281153,76.775285,61.418469,52.379753,258.174546,295.94793,294.603996,292.183033,287.215158,274.489235,244.923308,76.817548,143.406155,65.084642,62.86507,1260.965934,228.715479,553.401479,548.544297,537.689753,516.714885,479.38473,413.796778,312.008762,1261.889037,1261.536983,226.478426,101.022361,46.882078,39.831262,36.99256,259.328321,1260.702359,1261.097693,1261.756914,1260.438841,1260.438882,1260.658432,1260.17557,2.542108,2.478595,2.518993,2.46604,2.494435,2.566249,-0.00021,-0.000669,-8.28E-05,0,
14,272.112155,305.590665,299.620587,294.517917,283.54214,269.789265,241.65226,155.298604,77.065999,63.620683,60.157709,292.719496,316.459635,307.608941,301.822472,295.361534,291.761268,275.630671,123.36147,76.890688,61.460672,52.348298,258.105294,295.805966,294.572575,292.003991,286.961816,274.197556,244.665627,76.822974,143.33619,65.016646,62.786125,1260.95957,228.558429,553.1455,548.216612,537.433716,516.171591,479.128227,413.35886,311.452994,1261.88267,1261.530617,227.306401,100.758462,46.91363,39.825731,37.024383,259.434942,1260.695995,1261.091328,1261.750547,1260.432478,1260.432519,1260.652068,1260.169208,2.538293,2.481495,2.51533,2.470465,2.488788,2.572659,-0.00021,-0.000822,6.98E-05,0,
15,271.995211,305.548466,299.615141,294.512462,283.351661,269.672142,241.609023,154.913126,76.9139,63.541827,59.931686,292.603427,316.527484,307.456656,301.743479,295.35608,291.71893,275.699446,123.094203,76.885262,61.455233,52.379753,257.912787,295.689946,294.456488,291.703305,286.808444,273.932003,244.47201,76.780892,143.255045,65.084642,62.791576,1260.965934,228.639763,552.971763,547.935369,537.00921,515.387834,478.954132,413.147916,311.641887,1261.889037,1261.536983,227.766603,100.874688,46.956181,39.905793,36.99256,259.62742,1260.702359,1261.097693,1261.756914,1260.438841,1260.438882,1260.658432,1260.17557,2.527763,2.479206,2.524029,2.455052,2.4807,2.575559,-0.00021,-0.000822,-8.28E-05,0,
16,271.995211,305.364647,299.431047,294.401876,283.166646,269.486103,241.307683,154.495343,76.730559,63.468405,59.89492,292.45594,316.380941,307.383228,301.596373,295.171813,291.571417,275.588043,123.20637,76.885262,61.418469,52.379753,257.800595,295.616233,294.419609,291.592587,286.734489,273.709075,244.321558,76.670922,143.179493,64.974497,62.791576,1260.965934,228.601905,552.756905,547.541355,536.579385,514.670439,478.738828,413.111866,311.495128,1261.889037,1261.536983,227.95599,100.431731,46.956181,39.905793,37.067295,259.552649,1260.702359,1261.097693,1261.756914,1260.438841,1260.438882,1260.658432,1260.17557,2.530815,2.490805,2.516093,2.467566,2.492451,2.557397,-0.00021,-0.000822,-0.000235,0,
17,271.814962,305.112723,299.289212,294.149283,283.024102,269.11949,241.162572,154.918745,76.699317,63.326992,59.900363,292.498271,316.093263,307.16837,301.381146,294.956132,291.355594,275.259297,123.137122,76.854029,61.497436,52.311379,257.731332,295.584828,294.461943,291.634954,286.666003,273.6031,244.10143,76.749661,142.882906,65.090075,62.833775,1260.972299,228.569663,552.47574,547.22429,536.119047,514.2453,478.457075,412.82881,311.42719,1261.895405,1261.543349,227.923732,101.06476,46.998731,39.836794,37.035474,259.446033,1260.708723,1261.104058,1261.763281,1260.445204,1260.445245,1260.664796,1260.181933,2.542261,2.480427,2.515483,2.465734,2.486194,2.563349,-5.79E-05,-0.000669,-8.28E-05,0,
18,271.703505,304.928882,299.141923,293.92808,282.913081,269.11949,241.162572,155.374582,76.699317,63.290278,59.753296,292.461399,315.910064,307.021501,301.197243,294.734982,291.023638,274.887869,122.838038,76.81737,61.534198,52.311379,257.843527,295.54797,294.277547,291.67186,286.518084,273.6031,243.913334,76.749661,142.845137,65.126789,62.839227,1260.978664,228.537421,552.194575,546.943045,535.6587,513.927764,477.816459,412.689953,312.349805,1261.901772,1261.549716,227.967227,101.291774,46.967181,39.730523,37.04102,259.189849,1260.715087,1261.110423,1261.769648,1260.451568,1260.451609,1260.67116,1260.188296,2.543024,2.49691,2.523724,2.467413,2.486804,2.567165,-0.00021,-0.000822,-8.28E-05,0,
19,271.560391,304.82401,298.96325,293.859799,282.844542,269.087783,240.979778,155.684134,76.704742,63.332428,59.685202,292.393112,315.988767,306.880062,301.055557,294.556133,290.770886,274.484729,123.030491,76.859454,61.502875,52.316844,257.886458,295.479707,294.17236,291.640414,286.560535,273.348479,243.655543,76.865056,142.510834,65.058794,62.822872,1260.95957,228.482709,551.784733,546.64055,535.284553,513.660679,477.226302,412.421525,313.213767,1261.88267,1261.530617,228.253365,102.161707,47.024781,39.676655,37.024383,258.986241,1260.695995,1261.091328,1261.750547,1260.432478,1260.432519,1260.652068,1260.169208,2.539209,2.4847,2.516551,2.47489,2.487262,2.562891,-0.00021,-0.000822,-0.000235,0,
20,271.480577,304.745031,298.736844,293.706862,282.654013,269.082275,240.861176,155.792496,76.772653,63.106705,59.606219,292.203279,315.7635,306.691025,300.866192,294.403226,290.617863,274.144845,123.511051,76.81737,61.644484,52.311379,257.806129,295.437394,293.98249,291.450418,286.592044,273.12,243.386587,76.85963,142.089896,64.906498,62.754829,1260.965934,228.450465,551.610997,546.430942,534.82419,513.450751,476.765084,412.10238,312.962477,1261.889037,1261.536983,228.524073,102.425787,47.03028,39.682187,37.029928,258.954392,1260.702359,1261.097693,1261.756914,1260.438841,1260.438882,1260.658432,1260.17557,2.546076,2.490347,2.505105,2.468023,2.485278,2.571896,-0.000363,-0.000975,-8.28E-05,0,
21,271.406263,304.56117,298.5527,293.596246,282.57999,269.007843,240.635104,155.678513,76.662649,62.959838,59.495906,292.203279,315.580288,306.544137,300.719048,294.182035,290.4334,273.810411,123.623246,76.890688,61.607723,52.385217,257.693932,295.363675,293.945606,291.413509,286.40714,272.859829,243.047902,76.786317,141.863378,64.869782,62.765733,1260.978664,228.423839,551.335143,546.226646,534.512421,513.353769,476.416847,411.752513,312.643254,1261.901772,1261.549716,228.913963,102.436753,47.115374,39.618708,37.003651,258.853296,1260.715087,1261.110423,1261.769648,1260.451568,1260.451609,1260.67116,1260.188296,2.546687,2.489432,2.513957,2.475348,2.493977,2.567012,9.47E-05,-0.000975,-8.28E-05,0,
22,271.30029,304.345964,298.447658,293.417336,282.474429,268.938917,240.414587,155.532164,76.631407,62.891839,59.317482,292.208738,315.695639,306.402679,300.430184,293.966285,290.033005,273.444263,123.553981,76.859454,61.613162,52.353763,257.549863,295.295407,293.877293,291.23442,286.375628,272.865329,242.865293,76.865056,142.095485,65.022079,62.760281,1260.972299,228.342497,551.150783,545.970592,534.292174,513.097313,476.160301,411.458688,313.114623,1261.895405,1261.543349,229.400519,102.394325,47.183965,39.650448,37.035474,258.847749,1260.708723,1261.104058,1261.763281,1260.445204,1260.445245,1260.664796,1260.181933,2.541193,2.478137,2.50419,2.463598,2.489704,2.562434,-0.000363,-0.000822,-0.000235,0,
23,271.326444,304.151204,298.215767,293.369546,282.315411,268.890683,240.403436,155.406951,76.510552,62.807527,59.049154,292.013434,315.721436,306.428532,300.456084,293.844763,289.837578,273.13591,123.393332,76.811944,61.528759,52.268995,257.576195,295.247638,293.755722,290.965107,286.253737,272.631305,242.741239,76.890862,141.971046,64.974497,62.723533,1260.972299,228.342497,550.971734,545.648209,534.077238,512.88205,475.837296,411.13414,313.077947,1261.895405,1261.543349,229.930451,102.43127,47.072827,39.650448,37.035474,258.772952,1260.708723,1261.104058,1261.763281,1260.445204,1260.445245,1260.664796,1260.181933,2.538751,2.463791,2.517619,2.470923,2.488178,2.567318,-5.79E-05,-0.000822,-8.28E-05,0,
24,271.146146,303.899193,298.037042,293.153744,282.209839,268.933409,240.220584,155.564535,76.552645,62.739524,59.054599,291.871377,315.7635,306.470691,300.424739,293.960828,289.769238,273.067063,123.36147,76.81737,61.570961,52.348298,257.506925,295.142505,293.57674,290.63832,286.037294,272.562458,242.445677,76.822974,141.636884,64.97993,62.655488,1260.978664,228.310252,550.797998,545.402778,533.652675,512.672106,475.555501,410.814927,312.496532,1261.901772,1261.549716,230.390209,102.030396,47.00423,39.581434,37.04102,258.666301,1260.715087,1261.110423,1261.769648,1260.451568,1260.451609,1260.67116,1260.188296,2.541803,2.484395,2.509226,2.465277,2.483904,2.571438,-0.00021,-0.000975,-8.28E-05,0,
25,271.151649,303.941412,297.784631,293.011687,282.030224,268.752821,240.075409,156.026097,76.521403,62.598076,58.876141,291.876837,315.952127,306.733181,300.466974,293.855676,289.774702,273.109735,123.292216,76.896113,61.613162,52.316844,257.288033,294.816176,293.323965,290.311496,285.598886,272.382083,242.338314,76.791743,141.416002,64.911932,62.728985,1260.978664,228.234525,550.618949,545.080392,533.473557,512.672106,475.34016,410.490344,311.616085,1261.901772,1261.549716,230.65509,102.288978,46.967181,39.506883,37.003651,258.554097,1260.715087,1261.110423,1261.769648,1260.451568,1260.451609,1260.67116,1260.188296,2.5212,2.482869,2.512125,2.469702,2.493519,2.555108,-0.000363,-0.000822,-0.000235,0,
26,271.183307,303.788851,297.668664,292.748059,281.913682,268.598426,240.069832,156.666516,76.47931,62.555917,58.833913,291.834497,316.093263,306.727746,300.535108,293.776477,289.769238,272.955542,123.137122,76.890688,61.681245,52.385217,257.095457,294.478901,293.023356,289.973707,285.260456,272.190693,242.257451,76.639691,141.25945,64.97993,62.802481,1260.978664,228.196661,550.47571,544.937108,533.186965,512.707984,475.124816,410.201811,311.726151,1261.901772,1261.549716,230.88211,102.621488,46.967181,39.469606,37.003651,258.404483,1260.715087,1261.110423,1261.769648,1260.451568,1260.451609,1260.67116,1260.188296,2.518759,2.488363,2.514567,2.462835,2.489246,2.549766,-5.79E-05,-0.000975,6.98E-05,0,
27,271.194313,303.652603,297.532201,292.648326,281.628452,268.497773,240.005606,156.905811,76.380159,62.566792,58.844804,291.882298,316.104107,306.591731,300.47242,293.750519,289.780167,272.89219,122.886482,76.938198,61.765643,52.359227,256.919475,294.305452,292.812891,289.763064,285.160407,272.164516,242.30624,76.760512,141.081932,64.990797,62.84468,1260.98503,228.20228,550.230354,544.763316,533.048982,512.605672,474.519992,410.062893,311.988405,1261.90814,1261.556083,231.114722,103.698774,46.972681,39.400581,37.009198,258.223,1260.721452,1261.116789,1261.776016,1260.457932,1260.457973,1260.677524,1260.194659,2.519522,2.483021,2.525555,2.47489,2.493825,2.552971,-0.00021,-0.000975,-8.28E-05,0,
28,271.231474,303.652603,297.421674,292.574557,281.517372,268.237187,239.74176,156.829792,76.233489,62.566792,58.624098,291.734774,316.140746,306.518286,300.398839,293.713647,289.595651,272.669126,122.363195,76.86488,61.728883,52.469979,256.69499,294.04733,292.702194,289.504543,285.123408,272.42476,242.64503,76.870482,140.742331,65.027512,62.765733,1260.978664,228.158796,550.081802,544.578898,532.721245,512.56447,473.402013,409.696844,311.836215,1261.901772,1261.549716,231.373919,104.802663,47.152419,39.357766,36.966282,258.142634,1260.715087,1261.110423,1261.769648,1260.451568,1260.451609,1260.67116,1260.188296,2.524253,2.479358,2.524334,2.466955,2.488025,2.557092,-5.79E-05,-0.000975,-8.28E-05,0,
29,271.114487,303.352889,297.158313,292.347778,281.363777,267.933829,239.736183,156.862178,76.191396,62.451184,58.434713,291.729314,316.025407,306.476127,300.430184,293.634445,289.442564,272.440541,121.759821,76.859454,61.686684,52.464515,256.61462,293.820608,292.586034,289.314405,284.932931,272.530784,242.790018,76.93837,140.434927,65.022079,62.802481,1260.978664,228.120931,550.010182,544.292329,532.470468,512.456834,472.325214,409.3722,311.175787,1261.901772,1261.549716,231.411747,105.1356,47.596889,39.395047,36.966282,258.067815,1260.715087,1261.110423,1261.769648,1260.451568,1260.451609,1260.67116,1260.188296,2.518911,2.482869,2.510905,2.475196,2.489246,2.550071,-0.00021,-0.000822,6.98E-05,0,
30,270.997495,303.053149,296.89493,292.231653,281.210174,267.742144,239.61752,156.932574,76.149303,62.445747,58.355686,291.613205,315.836783,306.323794,300.314367,293.628988,289.326378,272.509405,121.231352,76.854029,61.644484,52.348298,256.459408,293.630751,292.396064,289.161193,284.705436,272.339406,242.822086,76.932944,140.20301,65.016646,62.754829,1260.965934,228.109695,549.784699,543.959312,532.029929,512.123271,471.273633,408.964679,310.651155,1261.889037,1261.536983,231.438351,105.938705,47.73402,39.383979,36.99256,257.944483,1260.702359,1261.097693,1261.756914,1260.438841,1260.438882,1260.658432,1260.17557,2.528831,2.481648,2.528302,2.463598,2.480547,2.553124,-5.79E-05,-0.000822,6.98E-05,0,
31,270.886,302.795616,296.636976,291.973416,281.025009,267.518716,239.46673,156.970584,76.112635,62.26212,58.318895,291.465669,315.616931,306.213617,300.130405,293.370864,289.252562,272.472223,120.969942,76.890688,61.681245,52.274459,256.309724,293.446339,292.211541,288.902618,284.520404,272.079153,242.445677,76.85963,139.863558,64.97993,62.728985,1260.978664,228.083065,549.544654,543.719185,531.682292,511.882751,470.458697,408.722859,310.368446,1261.901772,1261.549716,231.525227,106.949282,48.078234,39.357766,36.928911,257.656267,1260.715087,1261.110423,1261.769648,1260.451568,1260.451609,1260.67116,1260.188296,2.520437,2.479206,2.512583,2.465124,2.480547,2.550376,-0.00021,-0.001127,-8.28E-05,0,
32,270.997495,302.722031,296.342146,291.641364,280.765756,267.518716,239.46673,156.818546,76.149303,62.188667,58.245311,291.244349,315.653574,306.360519,300.020022,293.186476,289.178743,272.472223,120.969942,76.780711,61.644484,52.237538,256.197454,293.22503,292.063914,288.607074,284.187315,271.89324,242.06921,76.822974,139.486456,64.943214,62.618739,1260.978664,228.007332,549.365604,543.360967,531.395675,511.452167,469.95616,408.722859,310.551947,1261.901772,1261.549716,231.525227,106.579,48.337351,39.357766,36.966282,257.506594,1260.715087,1261.110423,1261.769648,1260.451568,1260.451609,1260.67116,1260.188296,2.521658,2.473559,2.514872,2.462835,2.492451,2.560297,-5.79E-05,-0.001127,-8.28E-05,0,
33,270.928669,302.580299,296.421308,291.425436,280.623082,267.300779,239.32151,156.786161,76.044726,62.230832,58.250758,291.065366,315.622354,306.32923,299.951878,293.044416,289.036566,272.105876,120.788768,76.602843,61.5764,52.206082,256.165568,293.156714,291.84792,288.390862,283.970708,271.824373,241.811219,76.791743,139.228109,64.985363,62.660941,1260.98503,227.975083,549.156056,543.222992,531.150197,511.06277,469.351256,408.656061,310.63079,1261.90814,1261.556083,231.379531,105.918172,48.527899,39.400581,36.897086,257.212773,1260.721452,1261.116789,1261.776016,1260.457932,1260.457973,1260.677524,1260.194659,2.542872,2.497368,2.520977,2.470007,2.479784,2.572965,-0.00021,-0.000822,-0.000388,0,
34,270.886,302.354085,296.342146,291.346175,280.432393,267.109043,239.165123,156.476489,76.075968,62.188667,58.245311,290.912339,315.397067,306.176891,299.762449,292.965196,288.772706,271.877238,120.48457,76.560759,61.570961,52.163694,256.010327,292.966815,291.620989,288.311499,283.743132,271.63294,241.579713,76.749661,139.03403,64.906498,62.58199,1260.978664,227.893728,548.971693,542.931102,530.822428,510.698595,468.663903,408.506396,310.295043,1261.901772,1261.549716,230.919945,105.727631,48.522405,39.320483,36.854166,257.020093,1260.715087,1261.110423,1261.769648,1260.451568,1260.451609,1260.67116,1260.188296,2.532952,2.475848,2.511362,2.45902,2.478563,2.55236,-0.00021,-0.000669,-8.28E-05,0,
35,270.780005,302.138741,296.200173,291.204031,280.21561,266.965566,239.170702,156.368101,76.044726,62.047192,58.213965,290.844016,315.292555,306.108874,299.657501,292.933773,288.667425,271.287611,120.60209,76.602843,61.466112,52.206082,255.903582,292.861602,291.515709,288.169167,283.67457,271.303729,241.284009,76.71843,138.888824,64.911932,62.54524,1260.978664,227.893728,548.756833,542.75199,530.750771,510.339729,467.874176,408.181687,310.074825,1261.901772,1261.549716,230.541573,105.172597,48.448387,39.395047,36.891539,256.795519,1260.715087,1261.110423,1261.769648,1260.451568,1260.451609,1260.67116,1260.188296,2.531731,2.481343,2.512736,2.47489,2.493214,2.558923,-5.79E-05,-0.000822,-0.000388,0,
