X_Value,GC1_0mBC,GC1_0-3mBC,GC1_0-61mBC,GC1_0-91mBC,GC1_1-22mBC,GC1_1-52mBC,GC1_1-83mBC,GC1_2-13mBC,GC1_2-44mBC,GC1_2-74mBC,GC1_3-05mBC,GC2_0mBC,GC2_0-3mBC,GC2_0-61mBC,GC2_0-91mBC,GC2_1-22mBC,GC2_1-52mBC,GC2_1-83mBC,GC2_2-13mBC,GC2_2-44mBC,GC2_2-74mBC,GC2_3-05mBC,GC3_0mBC,GC3_0-3mBC,GC3_0-61mBC,GC3_0-91mBC,GC3_1-22mBC,GC3_1-52mBC,GC3_1-83mBC,GC3_2-13mBC,GC3_2-44mBC,GC3_2-74mBC,GC3_3-05mBC,GC4_0mBC,GC4_0-3mBC,GC4_0-61mBC,GC4_0-91mBC,GC4_1-22mBC,GC4_1-52mBC,GC4_1-83mBC,GC4_2-13mBC,GC4_2-44mBC,GC4_2-74mBC,GC4_3-05mBC,GC5_0-3mBS,GC5_0-61mBS,GC5_0-91mBS,GC5_1-22mBS,GC5_1-52mBS,GC5_1-83mBS,GC6_0-3mBS,GC6_0-61mBS,GC6_0-91mBS,GC6_1-22mBS,GC6_1-52mBS,GC6_1-83mBS,GC8_0-15mAF,BDP5_SED_0-3mBS,BDP5_SED_0-61mBS,BDP5_SED_0-91mBS,BDP5_SED_1-22mBS,BDP5_SED_1-52mBS,BDP5_SED_1-83mBS,HF_GC8_0-15mAF,RAD_GC8_0-15mAF,EVENT,Untitled,Comment
228,180.722372,213.528997,209.314965,206.477512,200.762369,192.868154,175.488382,123.553641,48.536711,42.483082,40.721466,196.874844,223.89185,218.467029,212.361391,208.37511,205.577699,191.344706,109.294849,51.768309,44.446806,43.842141,176.128272,207.939179,205.771074,204.353122,201.759678,192.445467,173.178004,52.329331,119.172422,47.186871,59.353654,1259.786663,97.109743,334.249077,332.673777,325.274687,313.073815,303.641888,289.515318,206.901138,1260.709287,1260.357415,159.260283,81.657741,36.817975,29.666098,27.778795,183.040969,1259.523224,1259.918353,1260.577232,1259.259843,1259.259884,1259.47932,1258.996709,2.541498,2.482869,2.520824,2.479316,2.495656,2.567165,-0.000363,-0.000975,-8.28E-05,0,
229,180.640451,213.409224,209.233185,206.395713,200.718628,192.786195,175.482773,123.473351,48.420196,42.366091,40.753225,196.945524,223.810448,218.347519,212.203622,208.293343,205.38166,191.262701,108.955603,51.689011,44.441347,43.799534,175.970002,207.743095,205.68923,204.27127,201.563316,192.210735,172.981653,52.323903,118.831442,47.070251,59.795166,1259.786663,97.072882,333.993434,332.381458,325.091783,312.890413,303.641888,289.219967,206.44383,1260.709287,1260.357415,159.108117,80.887515,36.705868,29.590859,27.816488,182.926365,1259.523224,1259.918353,1260.577232,1259.259843,1259.259884,1259.47932,1258.996709,2.536614,2.486684,2.521435,2.478553,2.496266,2.563044,-0.000363,-0.000822,6.98E-05,0,
230,180.640451,213.333101,209.195093,206.205213,200.604224,192.786195,175.330096,122.650834,48.272084,42.328914,40.64152,196.716652,223.734617,218.271566,212.013393,208.141002,205.343572,191.224504,108.807269,51.615139,44.441347,43.873825,175.741018,207.704997,205.574864,204.118767,201.448859,192.096174,172.600185,52.323903,118.384212,47.10731,58.759418,1259.780346,97.067451,333.768923,332.120285,325.013231,312.848329,303.599694,288.882219,205.866519,1260.702967,1260.351097,158.760167,80.845435,36.662988,29.622934,27.810933,182.767933,1259.516908,1259.912036,1260.570913,1259.253528,1259.253569,1259.473004,1258.990394,2.530815,2.487905,2.519909,2.480232,2.497945,2.561518,-0.000363,-0.000822,-8.28E-05,0,
231,180.531601,213.338692,209.162598,206.172713,200.53356,192.71546,175.183032,121.79684,48.203464,42.222845,40.535281,196.64597,223.550605,218.163216,211.98094,208.070428,205.272997,190.96274,108.516086,51.620569,44.409665,43.767849,175.708464,207.6344,205.50422,203.971864,201.2637,191.987224,172.376922,52.181652,118.426956,47.075699,58.912058,1259.786663,97.109743,333.518639,331.979495,324.908872,312.743686,303.531555,288.70303,205.490966,1260.709287,1260.357415,158.423459,80.594118,36.518998,29.590859,27.816488,182.582554,1259.523224,1259.918353,1260.577232,1259.259843,1259.259884,1259.47932,1258.996709,2.530205,2.485463,2.521129,2.478553,2.497945,2.559228,-0.000363,-0.000822,-0.000388,0,
232,180.329608,213.403633,209.11331,206.009104,200.369803,192.666063,175.019143,121.225562,48.155546,42.249089,40.449846,196.405871,223.349859,217.962151,211.779513,207.983057,205.185614,190.607739,107.986201,51.572771,44.398748,43.794073,175.735408,207.547004,205.454894,203.922529,201.214334,191.785062,172.213132,52.096951,118.080646,46.953622,57.855352,1259.799297,97.046883,333.346775,331.770993,324.700148,312.644445,303.468832,288.455412,205.044758,1260.721926,1260.370052,158.016335,80.678275,36.417881,29.60195,27.789905,182.593808,1259.535857,1259.930988,1260.589871,1259.272474,1259.272515,1259.491953,1259.009338,2.533104,2.4905,2.521282,2.481452,2.497335,2.559381,-0.000363,-0.000822,6.98E-05,0,
233,180.352057,213.50212,209.1357,206.107713,200.430367,192.650337,175.117916,120.94876,48.103252,42.233782,40.471753,196.313869,223.485916,217.908526,211.64969,207.929278,205.131843,190.362804,107.896795,51.557555,44.420583,43.853064,175.719685,207.531302,205.401055,203.792432,201.16045,191.692947,172.121132,52.044818,117.916279,46.975413,58.034026,1259.79298,97.078313,333.085711,331.509791,324.511833,312.52899,303.205953,288.191441,204.162266,1260.715606,1260.363734,157.478398,80.416154,36.262837,29.634024,27.78435,182.54998,1259.52954,1259.92467,1260.583551,1259.266158,1259.266199,1259.485636,1259.003023,2.518301,2.485158,2.522045,2.477637,2.496724,2.554802,-0.000363,-0.000975,0.000222,0,
234,180.297067,213.447285,209.118908,206.052808,200.37541,192.595327,175.139255,120.894957,48.049886,42.143013,40.380835,196.297039,223.620867,217.929754,211.632908,207.912481,205.000764,190.307767,107.954583,51.393502,44.367065,43.762387,175.702855,207.552603,205.422372,203.77562,201.067322,191.67611,171.875458,52.028531,117.415615,46.95907,55.997167,1259.780346,97.067451,332.92884,331.279742,324.354708,312.371442,302.900851,287.848125,202.816375,1260.702967,1260.351097,156.858933,80.038623,36.102261,29.735787,27.810933,182.462325,1259.516908,1259.912036,1260.570913,1259.253528,1259.253569,1259.473004,1258.990394,2.530663,2.482869,2.522045,2.479774,2.496877,2.55526,-0.00021,-0.000975,-8.28E-05,0,
235,180.258913,213.333101,209.080815,206.052808,200.337273,192.595327,175.177423,120.33495,48.123956,42.217377,40.455322,196.182595,223.469193,217.739843,211.556806,207.722037,204.962673,190.23137,107.954583,51.430443,44.367065,43.762387,175.51204,207.476404,205.384248,203.699363,201.029167,191.523356,171.722895,51.954679,116.931522,46.922007,55.270777,1259.79298,97.041452,332.720428,331.034664,324.14596,312.235504,302.727758,287.56349,201.492641,1260.715606,1260.363734,156.26199,79.756064,36.038499,29.52116,27.822042,182.473578,1259.52954,1259.92467,1260.583551,1259.266158,1259.266199,1259.485636,1259.003023,2.518148,2.483327,2.52235,2.479316,2.495351,2.563502,-0.00021,-0.000975,6.98E-05,0,
236,180.068148,213.333101,209.042721,205.9385,200.299136,192.480805,175.291928,120.110998,48.123956,42.217377,40.492564,195.915554,223.393354,217.587907,211.328493,207.569676,204.924581,190.269569,107.621031,51.430443,44.367065,43.83668,175.244907,207.400203,205.269875,203.661233,200.952856,191.446979,171.646615,51.843895,116.894289,46.884943,56.076306,1259.786663,97.072882,332.532397,330.736875,323.957624,312.193412,302.464822,287.299435,200.762198,1260.709287,1260.357415,155.686377,79.493971,35.995592,29.553237,27.816488,182.39155,1259.523224,1259.918353,1260.577232,1259.259843,1259.259884,1259.47932,1258.996709,2.538751,2.486074,2.521587,2.476722,2.496724,2.56167,-0.000363,-0.000669,6.98E-05,0,
237,180.07376,213.376754,209.048319,205.867895,200.228469,192.410069,175.068529,120.265781,48.166432,42.185664,40.535281,195.883015,223.171397,217.403562,211.219926,207.308632,204.892092,190.275181,107.107737,51.36199,44.261093,43.804995,175.097874,207.2915,205.199227,203.666837,200.882151,191.299835,171.423387,51.701601,116.936996,46.742127,57.081962,1259.799297,96.973163,332.287438,330.491772,323.748859,312.02078,302.36529,287.088643,200.39192,1260.721926,1260.370052,155.431602,79.321434,35.894427,29.639569,27.789905,182.326402,1259.535857,1259.930988,1260.589871,1259.272474,1259.272515,1259.491953,1259.009338,2.532189,2.483937,2.523724,2.475806,2.493519,2.558007,-0.000363,-0.000822,6.98E-05,0,
238,179.95369,213.409224,208.852249,205.82419,200.108449,192.328108,174.757586,119.961713,48.086921,42.217377,40.529805,195.877405,223.127899,217.170046,211.062111,207.112563,204.696026,190.116774,106.657775,51.282671,44.218487,43.799534,175.054104,207.209696,205.079248,203.470583,200.838388,191.179655,171.341505,51.622304,116.857058,46.773746,57.581311,1259.780346,97.030591,332.015562,330.292852,323.732689,312.004566,302.385823,287.072305,200.336905,1260.702967,1260.351097,155.224851,79.048546,35.915287,29.622934,27.810933,182.194921,1259.516908,1259.912036,1260.570913,1259.253528,1259.253569,1259.473004,1258.990394,2.535699,2.4847,2.523113,2.473364,2.49474,2.557855,-0.000363,-0.000975,0.000222,0,
239,179.768541,213.262568,208.819752,205.715479,200.114057,192.10467,174.419709,119.668666,48.129399,42.297204,40.535281,195.959314,223.019701,217.213621,210.991593,206.88959,204.587348,189.969592,106.515068,51.251157,44.223947,43.804995,175.021553,207.215296,205.046724,203.476187,200.729525,190.84156,171.194562,51.553864,116.825301,46.742127,57.665812,1259.79298,96.967733,331.734045,330.047729,323.523914,311.978686,302.396661,287.230988,199.928447,1260.715606,1260.363734,155.236043,79.059353,35.888914,29.596404,27.822042,182.091573,1259.52954,1259.92467,1260.583551,1259.266158,1259.266199,1259.485636,1259.003023,2.547145,2.487142,2.522808,2.476111,2.497029,2.572201,-0.000363,-0.000669,-0.000235,0,
240,179.621545,213.15397,208.634868,205.644871,199.852693,191.843054,174.196336,119.562213,48.134842,42.33985,40.577997,196.003073,223.063201,217.143227,210.806901,206.818997,204.440572,189.937006,106.261276,51.182696,44.229406,43.736162,174.874524,207.068485,204.937946,203.367398,200.468027,190.770792,171.085759,51.485421,116.607406,46.710507,57.849927,1259.79298,97.041452,331.660972,329.755269,323.340944,311.831926,302.433451,287.341827,199.317928,1260.715606,1260.363734,155.426005,78.986017,35.776712,29.596404,27.822042,182.053373,1259.52954,1259.92467,1260.583551,1259.266158,1259.266199,1259.485636,1259.003023,2.535241,2.482564,2.516246,2.476569,2.496114,2.557092,-0.000363,-0.000822,6.98E-05,0,
241,179.659697,213.039777,208.596771,205.492448,199.700134,191.613997,173.967362,119.599524,48.134842,42.414202,40.615235,195.926775,223.139049,217.105237,210.806901,206.7809,204.288189,190.051603,105.965053,51.145749,44.192259,43.810457,174.798205,207.030382,204.899818,203.291134,200.468027,190.618031,170.856947,51.300722,116.309626,46.636367,57.776283,1259.79298,96.967733,331.441749,329.572473,323.084774,311.68516,302.35987,287.194041,198.898166,1260.715606,1260.363734,155.691974,78.912683,35.776712,29.558783,27.78435,181.938773,1259.52954,1259.92467,1260.583551,1259.266158,1259.266199,1259.485636,1259.003023,2.533562,2.49401,2.517772,2.47428,2.494282,2.559839,-0.000363,-0.000975,-8.28E-05,0,
242,179.495867,213.028593,208.395082,205.40503,199.498214,191.564596,173.84166,119.551247,48.160989,42.403267,40.567045,195.839256,223.165823,217.018084,210.757652,206.655405,204.200789,190.002178,105.732035,51.134885,44.144192,43.799534,174.596194,206.904869,204.7361,203.241793,200.304177,190.683186,170.693199,51.252916,116.187028,46.625469,57.144778,1259.786663,96.962302,331.326752,329.384287,322.896396,311.459595,301.986523,287.077751,198.816221,1260.709287,1260.357415,155.99037,79.60398,35.733795,29.47799,27.854179,181.894947,1259.523224,1259.918353,1260.577232,1259.259843,1259.259884,1259.47932,1258.996709,2.533562,2.483785,2.519451,2.476874,2.496419,2.563044,-0.000363,-0.000822,-8.28E-05,0,
243,179.528407,213.061066,208.389484,205.323214,199.454465,191.406276,173.874213,119.508454,48.192579,42.434974,40.598807,195.871795,222.970625,217.012498,210.713998,206.611706,204.271379,190.149361,105.060344,50.944699,44.101583,43.794073,174.590585,206.746847,204.463589,203.121791,200.222251,190.601193,170.64946,51.210541,116.181556,46.508801,57.11337,1259.79298,96.930874,331.112898,329.133738,322.682194,311.281525,301.73437,286.787591,198.860004,1260.715606,1260.363734,156.185981,79.426037,35.627091,29.483536,27.822042,181.862373,1259.52954,1259.92467,1260.583551,1259.266158,1259.266199,1259.485636,1259.003023,2.534936,2.487905,2.522503,2.476416,2.493214,2.557397,-0.00021,-0.000517,0.000222,0,
244,179.425177,213.072249,208.400681,205.334418,199.351255,191.264793,173.961753,119.407493,48.240496,42.371559,40.572521,195.730417,222.943849,216.871701,210.61101,206.584808,204.244489,190.198784,104.479189,50.955564,44.001048,43.656402,174.449173,206.605622,204.512925,203.018599,200.309784,190.688799,170.622538,51.147514,116.155284,46.445549,57.802256,1259.780346,96.993731,330.95597,329.122969,322.634811,311.197321,301.392334,286.554971,198.810599,1260.702967,1260.351097,156.402817,79.598576,35.616063,29.510069,27.848625,181.812921,1259.516908,1259.912036,1260.570913,1259.253528,1259.253569,1259.473004,1258.990394,2.533257,2.485006,2.522503,2.482215,2.496266,2.554345,-5.79E-05,-0.000517,-8.28E-05,0,
245,179.354487,212.963646,208.36818,205.263804,199.280578,191.270405,174.043686,118.853453,48.282969,42.414202,40.466276,195.736027,222.911498,216.763306,210.578545,206.55231,204.402476,190.128,103.966745,50.997949,43.895044,43.624712,174.416625,206.535008,204.404136,202.986069,200.277232,190.57984,170.475614,51.079053,116.346846,46.413922,57.770858,1259.786663,96.962302,330.815186,328.908972,322.4938,311.055937,301.17694,286.375633,198.434593,1260.709287,1260.357415,156.636464,79.75066,35.546758,29.553237,27.854179,181.780348,1259.523224,1259.918353,1260.577232,1259.259843,1259.259884,1259.47932,1258.996709,2.527763,2.490653,2.517619,2.479316,2.500845,2.547476,-0.00021,-0.000669,-8.28E-05,0,
246,179.354487,212.849447,208.33008,205.225696,199.242435,191.194051,174.043686,118.368681,48.282969,42.265494,40.391789,195.583426,222.72186,216.687316,210.502423,206.514211,204.402476,190.166199,103.633894,50.960997,43.895044,43.550407,174.492939,206.535008,204.327873,202.947935,200.277232,190.427077,170.361219,51.042105,116.049111,46.302686,57.997207,1259.79298,96.967733,330.601311,328.694966,322.352784,310.914548,300.887918,286.38108,197.982236,1260.715606,1260.363734,156.756095,79.682723,35.664498,29.558783,27.859734,181.633176,1259.52954,1259.92467,1260.583551,1259.266158,1259.266199,1259.485636,1259.003023,2.528221,2.486837,2.510294,2.460393,2.498861,2.559686,-0.00021,-0.000517,0.000222,0,
247,179.419565,212.647923,208.318883,205.138274,199.154933,191.068293,174.032468,118.395008,48.272084,42.217377,40.380835,195.686656,222.748637,216.638148,210.415109,206.426809,204.39127,190.154973,103.475111,50.950132,43.884123,43.428014,174.443564,206.44759,204.126003,202.860456,200.266018,190.377661,170.159356,50.994292,115.963742,46.254703,58.070844,1259.79298,96.930874,330.382045,328.475566,322.059957,310.657643,300.703879,286.048437,197.486062,1260.715606,1260.363734,156.718084,79.169356,35.627091,29.483536,27.822042,181.633176,1259.52954,1259.92467,1260.583551,1259.266158,1259.266199,1259.485636,1259.003023,2.528221,2.481953,2.517009,2.475806,2.490925,2.559534,-0.00021,-0.000822,-8.28E-05,0,
248,179.425177,212.539307,208.172079,204.953327,199.04611,190.959372,174.038077,118.549636,48.129399,42.111298,40.349066,195.768566,222.678355,216.567742,210.382642,206.356209,204.473064,190.198784,103.22172,50.992517,43.740949,43.35916,174.334702,206.415082,204.017206,202.751655,200.233465,190.383273,170.126832,50.962774,116.080853,46.185989,57.892173,1259.799297,96.936305,330.168154,328.334679,321.918928,310.552943,300.48844,285.832101,197.148162,1260.721926,1260.370052,156.685672,78.954754,35.670012,29.526706,27.865288,181.677002,1259.535857,1259.930988,1260.589871,1259.272474,1259.272515,1259.491953,1259.009338,2.527152,2.495231,2.515635,2.473364,2.49474,2.545798,-0.000363,-0.000975,-8.28E-05,0,
249,179.425177,212.615446,208.21018,204.877106,198.969822,190.844838,173.923591,118.73609,48.129399,41.962552,40.274572,195.615966,222.564564,216.453751,210.268454,206.356209,204.320682,190.198784,102.815065,50.955564,43.740949,43.322,174.258389,206.262645,203.940937,202.637246,200.004502,190.230509,169.974316,50.962774,115.745957,46.074733,57.855352,1259.799297,96.936305,329.912322,328.078694,321.772503,310.479536,300.304378,285.684234,196.880967,1260.721926,1260.370052,156.761694,78.844752,35.557787,29.489082,27.902978,181.600604,1259.535857,1259.930988,1260.589871,1259.272474,1259.272515,1259.491953,1259.009338,2.528221,2.487753,2.522808,2.478706,2.495198,2.54885,-0.000363,-0.000822,6.98E-05,0,
250,179.2995,212.64233,208.313285,204.980233,198.958606,190.833613,173.836051,118.687838,48.007406,41.914423,40.151865,195.452142,222.325818,216.328583,210.14307,206.383108,204.385667,190.187559,102.915098,50.907746,43.655701,43.311073,174.094549,206.099001,203.815325,202.435351,199.955126,189.951943,169.810595,50.914958,115.84664,46.100917,59.395871,1259.79298,96.930874,329.797292,327.927026,321.584072,310.327312,300.078068,285.604849,197.180708,1260.715606,1260.363734,156.908144,79.09602,35.589682,29.52116,27.935113,181.633176,1259.52954,1259.92467,1260.583551,1259.266158,1259.266199,1259.485636,1259.003023,2.538141,2.483327,2.520977,2.471075,2.489856,2.568844,-0.000363,-0.000822,6.98E-05,0,
251,179.196272,212.577377,208.21018,204.915217,198.969822,190.80666,173.88543,118.773383,47.981256,41.888172,40.200073,195.234454,222.109359,216.225757,209.887803,206.241906,204.320682,190.160586,102.85203,50.881657,43.629461,43.284838,174.182077,205.919644,203.673988,202.408423,199.813693,189.695824,169.745551,50.888872,115.932002,46.074733,59.548469,1259.799297,96.936305,329.510276,327.712979,321.3332,310.075776,300.046674,285.647267,197.033651,1260.721926,1260.370052,157.027786,78.808085,35.595196,29.489082,27.902978,181.562404,1259.535857,1259.930988,1260.589871,1259.272474,1259.272515,1259.491953,1259.009338,2.539819,2.489889,2.516856,2.476416,2.491535,2.568081,-0.000363,-0.000669,-8.28E-05,0,
252,179.196272,212.577377,208.248281,204.838994,198.855388,190.768482,173.961753,118.959862,47.981256,41.85098,40.162821,195.119997,221.919669,215.921741,209.811668,205.975186,204.130197,189.969592,102.7781,50.844702,43.592296,43.284838,174.029456,205.881532,203.597715,202.370285,199.77553,189.504863,169.669298,50.814966,115.783164,46.074733,59.185931,1259.805615,96.904877,329.186691,327.498924,321.118926,309.897643,299.720735,285.430899,196.123132,1260.728246,1260.376371,157.071401,78.336828,35.600711,29.494628,27.908533,181.606231,1259.542174,1259.937306,1260.59619,1259.27879,1259.278831,1259.498269,1259.015654,2.534325,2.504999,2.520214,2.472601,2.489704,2.573422,-0.000363,-0.000822,-8.28E-05,0,
253,179.234423,212.501237,208.095876,204.724659,198.893533,190.80666,173.770946,118.99716,47.944217,41.813787,40.200073,195.310757,221.80585,215.845733,209.583257,205.708452,203.863508,189.663999,103.258693,50.77079,43.55513,43.322,173.914991,205.652849,203.445164,202.17959,199.661042,189.352092,169.745551,50.85192,115.932002,45.963467,59.395871,1259.79298,96.894016,329.06626,327.122395,320.961689,309.666565,299.525782,285.272111,195.424714,1260.715606,1260.363734,156.718084,78.032701,35.589682,29.52116,27.897424,181.44218,1259.52954,1259.92467,1260.583551,1259.266158,1259.266199,1259.485636,1259.003023,2.529747,2.486379,2.520214,2.468329,2.485431,2.565486,-0.00021,-0.000669,-8.28E-05,0,
254,179.163734,212.430688,207.987169,204.69215,198.746561,190.659559,173.623913,119.002641,47.912622,41.782063,40.280049,195.16376,221.697604,215.851321,209.474643,205.561628,203.640511,189.364015,103.596915,50.702307,43.560592,43.25314,173.767984,205.582221,203.374492,202.070776,199.552159,189.128548,169.674902,50.783446,116.011898,46.006009,58.470374,1259.786663,96.778015,328.768434,326.824384,320.699995,309.514309,299.336242,285.044813,194.884591,1260.709287,1260.357415,156.332402,77.843975,35.509347,29.553237,27.89187,181.207362,1259.523224,1259.918353,1260.577232,1259.259843,1259.259884,1259.47932,1258.996709,2.532494,2.483785,2.520214,2.472601,2.492756,2.56457,-0.000363,-0.000669,-8.28E-05,0,
