X_Value,GC1_0mBC,GC1_0-3mBC,GC1_0-61mBC,GC1_0-91mBC,GC1_1-22mBC,GC1_1-52mBC,GC1_1-83mBC,GC1_2-13mBC,GC1_2-44mBC,GC1_2-74mBC,GC1_3-05mBC,GC2_0mBC,GC2_0-3mBC,GC2_0-61mBC,GC2_0-91mBC,GC2_1-22mBC,GC2_1-52mBC,GC2_1-83mBC,GC2_2-13mBC,GC2_2-44mBC,GC2_2-74mBC,GC2_3-05mBC,GC3_0mBC,GC3_0-3mBC,GC3_0-61mBC,GC3_0-91mBC,GC3_1-22mBC,GC3_1-52mBC,GC3_1-83mBC,GC3_2-13mBC,GC3_2-44mBC,GC3_2-74mBC,GC3_3-05mBC,GC4_0mBC,GC4_0-3mBC,GC4_0-61mBC,GC4_0-91mBC,GC4_1-22mBC,GC4_1-52mBC,GC4_1-83mBC,GC4_2-13mBC,GC4_2-44mBC,GC4_2-74mBC,GC4_3-05mBC,GC5_0-3mBS,GC5_0-61mBS,GC5_0-91mBS,GC5_1-22mBS,GC5_1-52mBS,GC5_1-83mBS,GC6_0-3mBS,GC6_0-61mBS,GC6_0-91mBS,GC6_1-22mBS,GC6_1-52mBS,GC6_1-83mBS,GC8_0-15mAF,BDP5_SED_0-3mBS,BDP5_SED_0-61mBS,BDP5_SED_0-91mBS,BDP5_SED_1-22mBS,BDP5_SED_1-52mBS,BDP5_SED_1-83mBS,HF_GC8_0-15mAF,RAD_GC8_0-15mAF,EVENT,Untitled,Comment
191,183.491003,216.745879,212.154024,209.164921,203.490587,195.942928,180.473038,133.927082,51.146667,44.249684,42.713987,200.366568,227.096029,221.790329,215.842951,211.480057,209.177743,194.917844,125.039095,53.154889,45.766779,45.050962,179.126961,211.045132,209.298174,207.690142,204.908481,195.292267,177.053402,54.600416,130.114135,48.577945,59.243263,1259.786663,97.367787,342.314397,339.5025,331.56261,318.791862,307.09723,294.126284,219.456745,1260.709287,1260.357415,157.815002,91.020645,41.181373,29.741331,27.929559,185.142114,1259.523224,1259.918353,1260.577232,1259.259843,1259.259884,1259.47932,1258.996709,2.545924,2.481648,2.520214,2.475348,2.490314,2.57327,-0.000363,-0.000975,6.98E-05,0,
192,183.414684,216.593775,212.115959,209.126845,203.45247,195.98109,180.434851,133.814232,51.22058,44.212564,42.751158,200.214058,227.020286,221.676522,215.690921,211.442002,208.987456,194.841473,125.113957,53.154889,45.840979,45.050962,179.088784,211.0832,209.221991,207.575846,204.755964,195.139558,177.167907,54.489807,129.814019,48.540926,58.35994,1259.786663,97.367787,342.132041,339.210523,331.34339,318.498815,306.987005,293.905122,218.811023,1260.709287,1260.357415,158.043159,90.726532,41.069699,29.741331,28.004932,185.027504,1259.523224,1259.918353,1260.577232,1259.259843,1259.259884,1259.47932,1258.996709,2.531426,2.485769,2.520672,2.477943,2.495045,2.560449,-0.000363,-0.000822,0.000222,0,
193,183.447231,216.512134,211.920038,209.007018,203.40875,195.899156,180.200118,133.507805,51.178192,44.244225,42.67135,200.01781,226.863225,221.557135,215.571306,211.360295,208.981859,194.721305,124.883882,53.075659,45.724224,45.008397,179.006821,211.00147,209.216394,207.494048,204.712232,195.019415,177.200465,54.484387,129.395929,48.424422,57.144778,1259.786663,97.367787,342.022625,339.064529,331.197238,318.279016,306.840033,293.720807,218.84901,1260.709287,1260.357415,158.119215,90.469208,40.883552,29.778946,27.929559,184.951098,1259.523224,1259.918353,1260.577232,1259.259843,1259.259884,1259.47932,1258.996709,2.530663,2.491568,2.518993,2.47489,2.493672,2.557702,-0.000516,-0.000517,-8.28E-05,0,
194,183.452844,216.327575,211.81143,208.898382,203.300002,195.675788,179.90024,133.250084,51.035791,44.064075,42.565293,199.794639,226.679413,221.524774,215.500873,211.289775,208.873279,194.57417,124.215829,53.04418,45.729677,44.976741,178.897905,210.930927,209.06962,207.309145,204.641573,194.986848,177.053402,54.416064,129.326439,48.429864,59.017043,1259.780346,97.288626,341.871362,338.986156,331.08224,318.05381,306.761132,293.641645,218.463521,1260.702967,1260.351097,158.341794,90.647592,40.840831,29.698171,27.961692,185.021877,1259.516908,1259.912036,1260.570913,1259.253528,1259.253569,1259.473004,1258.990394,2.532799,2.482564,2.516704,2.476416,2.494282,2.563197,-0.000363,-0.000822,-8.28E-05,0,
195,183.343979,216.219069,211.66475,208.827823,203.115014,195.605072,179.75311,133.293214,50.930339,43.995284,42.459227,199.685854,226.647104,221.340656,215.316403,211.181196,208.840817,194.541594,123.772436,53.123412,45.772231,44.945085,178.86534,210.822313,209.037124,207.276643,204.532782,194.916102,176.906342,54.458357,129.369454,48.398283,58.691227,1259.786663,97.294057,341.73084,338.845532,331.087622,317.76611,306.54607,293.462748,217.937195,1260.709287,1260.357415,158.499525,90.064885,40.697376,29.741331,27.967246,184.989301,1259.523224,1259.918353,1260.577232,1259.259843,1259.259884,1259.47932,1258.996709,2.528068,2.487142,2.519146,2.475501,2.493519,2.556787,-0.000516,-0.000669,-8.28E-05,0,
196,183.191343,216.143006,211.436328,208.713585,203.038776,195.414252,179.75311,133.481249,50.893376,43.883899,42.384866,199.571461,226.49559,221.264774,215.240377,211.105079,208.726637,194.427033,123.248879,53.160314,45.735129,44.982197,178.712639,210.670029,208.99903,207.124234,204.532782,194.877924,176.830008,54.384612,129.481964,48.361259,59.495414,1259.780346,97.399221,341.579569,338.694154,331.0457,317.687436,306.393667,293.420446,217.817602,1260.702967,1260.351097,158.417857,89.691949,40.617407,29.811016,27.924005,184.869064,1259.516908,1259.912036,1260.570913,1259.253528,1259.253569,1259.473004,1258.990394,2.549739,2.479511,2.51472,2.478095,2.494588,2.583496,-0.00021,-0.000975,-8.28E-05,0,
197,183.065642,215.903632,211.272852,208.588149,202.913208,195.288538,179.627331,133.583026,50.697682,43.872978,42.299566,199.407719,226.598091,221.063906,215.039128,211.131949,208.63932,194.377625,122.938789,53.112562,45.761326,44.971286,178.586892,210.50655,208.759266,207.036828,204.330916,194.561271,176.627955,54.300023,129.020945,48.350375,60.304741,1259.780346,97.362356,341.360716,338.548148,330.936081,317.504238,306.28342,293.309841,217.437591,1260.702967,1260.351097,158.608024,89.250982,40.356692,29.773402,27.924005,184.830861,1259.516908,1259.912036,1260.570913,1259.253528,1259.253569,1259.473004,1258.990394,2.537225,2.486074,2.519146,2.473517,2.495503,2.555413,-0.000516,-0.000822,-8.28E-05,0,
198,183.076867,215.8007,211.245967,208.447018,202.810054,195.261593,179.485815,133.63169,50.63461,43.846768,42.273317,199.304535,226.571348,221.113005,215.050305,211.105079,208.650515,194.236096,122.501217,53.086509,45.772231,44.833743,178.48359,210.479668,208.694268,206.933715,204.227721,194.305233,176.41018,54.237114,128.881997,48.250182,60.893173,1259.780346,97.325491,341.178332,338.438641,330.753377,317.284389,306.17317,293.236102,217.057536,1260.702967,1260.351097,158.45589,89.067263,40.244939,29.773402,27.999379,184.945471,1259.516908,1259.912036,1260.570913,1259.253528,1259.253569,1259.473004,1258.990394,2.542414,2.485616,2.515635,2.474585,2.490314,2.572354,-0.00021,-0.000669,-8.28E-05,0,
199,182.962391,215.686591,211.093672,208.294687,202.733812,195.108932,179.523999,133.44364,50.59764,43.921028,42.198944,199.266402,226.49559,221.188891,215.012289,211.06702,208.574392,194.236096,121.903322,53.049605,45.735129,44.833743,178.48359,210.40352,208.541879,206.819401,204.151453,194.15251,176.219356,54.200238,129.03197,48.139096,61.770154,1259.77403,97.356925,340.990571,338.287254,330.565284,317.13242,305.983999,293.267538,216.215666,1260.696648,1260.344779,158.336192,88.731183,40.127684,29.843085,27.993826,184.939844,1259.510592,1259.905719,1260.564594,1259.247213,1259.247254,1259.466688,1258.98408,2.535088,2.483174,2.520672,2.474585,2.49123,2.568233,-0.000363,-0.000975,-8.28E-05,0,
200,182.968004,215.844323,210.985041,208.147949,202.701294,195.038211,179.415057,133.223532,50.566103,43.88936,42.167225,199.043208,226.501158,221.194469,214.979862,210.920374,208.503865,194.241707,121.273775,52.944315,45.629271,44.802083,178.336505,210.409116,208.47128,206.672577,204.157056,194.081759,176.072309,54.168782,128.850018,48.181568,61.413357,1259.786663,97.294057,340.818923,338.151989,330.46642,317.033283,306.068329,293.352144,215.618543,1260.709287,1260.357415,158.461492,88.37464,39.989631,29.891783,27.967246,184.989301,1259.523224,1259.918353,1260.577232,1259.259843,1259.259884,1259.47932,1258.996709,2.538751,2.484395,2.518535,2.475196,2.488636,2.577085,-0.00021,-0.000975,-0.000235,0,
201,182.935459,215.92598,211.066786,208.115463,202.630655,195.005656,179.458854,132.965851,50.571537,43.820559,42.023932,199.08695,226.393086,221.200047,214.985451,210.925969,208.35721,194.247318,120.756467,52.986646,45.708932,44.733305,178.265769,210.338563,208.400681,206.601964,203.971985,194.240094,176.116083,54.137326,128.930514,48.149982,59.690216,1259.79298,97.299488,340.568936,337.97484,330.362172,316.965391,306.000239,293.210101,215.015716,1260.715606,1260.363734,158.733336,87.90253,39.957862,29.859716,27.9728,185.071335,1259.52954,1259.92467,1260.583551,1259.266158,1259.266199,1259.485636,1259.003023,2.53753,2.482716,2.516399,2.472144,2.491383,2.565791,-0.000363,-0.000822,6.98E-05,0,
202,182.700895,215.958427,210.946965,207.995608,202.548805,195.000045,179.529611,132.997925,50.529131,43.815098,42.018462,199.005073,226.425398,221.118584,214.865811,210.920374,208.161288,194.203519,120.713644,52.907408,45.666375,44.653608,178.260158,210.142589,208.318883,206.48204,203.851973,194.234482,175.919655,54.168782,128.850018,48.107509,60.929946,1259.780346,97.251762,340.3393,337.708544,330.205228,316.91795,305.879153,292.941128,214.167748,1260.702967,1260.351097,159.026433,87.965166,39.835084,29.848628,27.924005,185.136487,1259.516908,1259.912036,1260.570913,1259.253528,1259.253569,1259.473004,1258.990394,2.533715,2.486227,2.517467,2.47077,2.493061,2.559381,-0.000363,-0.000822,-8.28E-05,0,
203,182.695283,215.876771,210.865217,208.028095,202.581323,194.956268,179.523999,132.842011,50.486724,43.698235,41.9758,198.923196,226.381949,220.847392,214.822205,210.838657,208.15569,194.236096,120.932188,52.901982,45.698026,44.648151,178.101853,209.946607,208.084679,206.362114,203.693822,194.305233,175.68507,54.126482,128.58209,47.990968,60.520001,1259.77403,97.283195,340.042062,337.484122,330.126754,316.912552,305.836986,292.788195,213.629558,1260.696648,1260.344779,159.439294,88.620968,39.717787,29.843085,27.993826,185.245471,1259.510592,1259.905719,1260.564594,1259.247213,1259.247254,1259.466688,1258.98408,2.540277,2.47829,2.515788,2.474127,2.493672,2.570065,-0.000363,-0.000822,-0.000388,0,
204,182.586421,215.806288,210.832735,207.957522,202.510682,194.923713,179.415057,132.659566,50.344258,43.592286,42.055655,198.852533,226.273872,220.777077,214.751757,210.768128,207.970956,194.279894,120.937675,52.833592,45.629271,44.690729,178.031119,209.837967,207.975971,206.215276,203.661288,194.158121,175.767004,54.095025,127.987939,48.033445,60.273378,1259.786663,97.330922,339.870387,337.31233,329.881695,316.886702,305.737549,292.614682,213.412493,1260.709287,1260.357415,159.830971,88.37464,39.691503,29.81656,28.004932,185.333131,1259.523224,1259.918353,1260.577232,1259.259843,1259.259884,1259.47932,1258.996709,2.525932,2.4847,2.517772,2.476416,2.493061,2.556787,-0.000363,-0.000822,6.98E-05,0,
205,182.54265,215.8007,210.865217,207.913836,202.505078,194.879936,179.409446,132.654043,50.227888,43.661099,42.012993,198.732518,226.078885,220.657654,214.746168,210.686407,207.965358,194.006966,120.558821,52.828166,45.586711,44.648151,177.987335,209.794291,207.817958,206.209675,203.655684,194.114329,175.875883,54.052724,127.570282,47.990968,58.470374,1259.786663,97.294057,339.46904,337.16629,329.698955,316.630174,305.553769,292.467168,212.917851,1260.709287,1260.357415,160.059274,88.04404,39.505134,29.81656,27.967246,185.447741,1259.523224,1259.918353,1260.577232,1259.259843,1259.259884,1259.47932,1258.996709,2.528831,2.485158,2.519298,2.477027,2.493214,2.559534,-0.000516,-0.000669,6.98E-05,0,
206,182.384407,215.833149,210.821546,207.908238,202.423226,194.797992,179.403834,132.535747,50.259433,43.6185,41.933136,198.650638,225.921771,220.614127,214.778598,210.642749,207.807487,193.924978,120.142727,52.78583,45.544151,44.568449,178.05807,209.826775,207.774255,206.165964,203.497527,194.070537,175.793948,54.010421,127.265092,47.911454,58.42814,1259.780346,97.251762,339.244738,336.905335,329.474275,316.368232,305.327806,292.424852,212.645872,1260.702967,1260.351097,160.053669,87.340799,39.313238,29.848628,27.961692,185.442114,1259.516908,1259.912036,1260.570913,1259.253528,1259.253569,1259.473004,1258.990394,2.544398,2.481495,2.519298,2.477027,2.493825,2.571286,-0.00021,-0.000975,6.98E-05,0,
207,182.351861,215.762664,210.865217,207.837662,202.390707,194.689102,179.103974,132.315748,50.153927,43.586824,41.938605,198.579972,225.813677,220.429954,214.55607,210.572217,207.660809,193.701453,120.036244,52.717435,45.512496,44.573906,177.987335,209.756211,207.703644,206.285895,203.350573,193.961603,175.68507,53.978962,127.308057,47.916898,58.139053,1259.786663,97.257193,339.031177,336.655122,329.296905,316.08042,305.18618,292.282764,212.917851,1260.709287,1260.357415,160.021222,87.162594,39.132302,29.778946,27.967246,185.409538,1259.523224,1259.918353,1260.577232,1259.259843,1259.259884,1259.47932,1258.996709,2.524405,2.495842,2.521282,2.473975,2.494893,2.557397,-0.00021,-0.000822,6.98E-05,0,
208,182.248614,215.697766,210.914484,207.886947,202.363793,194.623989,178.771551,131.950983,50.127816,43.523468,41.875151,198.400503,225.597476,220.289304,214.491207,210.469214,207.557797,193.521726,119.823299,52.654463,45.486294,44.584822,177.88404,209.729324,207.638631,206.144656,203.209219,193.85828,175.658128,53.916043,127.244157,47.890749,57.765433,1259.780346,97.251762,338.770367,336.467175,329.181865,315.855099,304.996956,292.203564,213.330793,1260.702967,1260.351097,160.129773,87.267351,39.014932,29.698171,27.961692,185.289301,1259.516908,1259.912036,1260.570913,1259.253528,1259.253569,1259.473004,1258.990394,2.538904,2.488363,2.518688,2.475653,2.493519,2.562434,-0.000363,-0.000822,6.98E-05,0,
209,182.199231,215.572478,210.865217,207.913836,202.276335,194.536432,178.645781,131.52664,49.969008,43.475402,41.715411,198.274872,225.434765,220.164282,214.403984,210.343826,207.35624,193.357742,119.588448,52.717435,45.438276,44.536782,177.796473,209.64197,207.55122,206.01912,203.121728,193.732511,175.570585,53.868314,126.970968,47.842824,58.464951,1259.780346,97.251762,338.624399,336.284598,328.852885,315.745133,304.960194,292.203564,213.863423,1260.702967,1260.351097,160.091721,87.340799,38.903047,29.698171,27.961692,185.212894,1259.516908,1259.912036,1260.570913,1259.253528,1259.253569,1259.473004,1258.990394,2.531578,2.490195,2.520672,2.474738,2.492146,2.560297,-0.000363,-0.000669,-8.28E-05,0,
210,182.052215,215.501988,210.870812,207.805174,202.28194,194.580211,178.61321,131.231638,49.937457,43.480864,41.646475,198.433032,225.212964,219.942126,214.143408,210.235221,207.209548,193.057824,119.295465,52.649037,45.369507,44.467989,177.611226,209.647566,207.404391,205.910384,203.127333,193.623575,175.46171,53.763082,126.452241,47.81123,58.433563,1259.786663,97.183467,338.337828,336.034359,328.638939,315.603908,304.928845,292.209,213.526632,1260.709287,1260.357415,160.021222,87.60329,38.759348,29.666098,27.929559,185.027504,1259.523224,1259.918353,1260.577232,1259.259843,1259.259884,1259.47932,1258.996709,2.538904,2.4963,2.515635,2.474738,2.492756,2.564876,-0.000363,-0.000822,-0.000235,0,
211,181.937744,215.425909,210.832735,207.767086,202.129439,194.580211,178.575028,131.306764,49.900469,43.443722,41.646475,198.623717,225.13717,219.828252,214.105382,210.08295,206.981101,192.828672,118.661396,52.538294,45.332393,44.54224,177.534884,209.533322,207.290067,205.834158,203.165474,193.738123,175.42355,53.65242,125.965595,47.626023,59.195623,1259.77403,97.246331,338.217594,335.877533,328.408829,315.519794,304.807723,292.23501,213.28714,1260.696648,1260.344779,159.895861,87.519013,38.636441,29.655008,27.880762,184.863437,1259.510592,1259.905719,1260.564594,1259.247213,1259.247254,1259.466688,1258.98408,2.531578,2.483785,2.520519,2.479011,2.495503,2.557702,-0.000363,-0.000822,-8.28E-05,0,
212,182.014058,215.311787,210.680424,207.65282,201.976935,194.42754,178.307759,130.931166,49.863481,43.406578,41.646475,198.471169,225.061374,219.752334,213.953277,209.892602,206.828796,192.561323,118.139398,52.575209,45.332393,44.505115,177.458542,209.457157,207.213849,205.796045,203.279896,193.738123,175.42355,53.54175,125.179763,47.663066,58.980242,1259.780346,97.251762,338.076988,335.736835,328.267981,315.378561,304.886667,292.092913,213.178599,1260.702967,1260.351097,159.711221,87.083738,38.455396,29.660553,27.886316,184.754455,1259.516908,1259.912036,1260.570913,1259.253528,1259.253569,1259.473004,1258.990394,2.534936,2.483021,2.521435,2.478095,2.49474,2.558923,-0.000363,-0.000822,-8.28E-05,0,
213,181.970288,215.115988,210.598671,207.532953,201.97133,194.269255,177.996705,130.475034,49.784065,43.326824,41.715411,198.31301,224.980004,219.594911,213.681488,209.658577,206.518572,192.402938,117.798434,52.495951,45.289824,44.462531,177.452932,209.299227,207.09392,205.714216,203.15987,193.694329,175.227138,53.499435,124.725377,47.694664,60.352359,1259.79298,97.225761,337.868762,335.601512,328.022836,315.242724,304.93426,291.993132,213.18981,1260.715606,1260.363734,159.684382,86.653925,38.31714,29.634024,27.822042,184.612896,1259.52954,1259.92467,1260.583551,1259.266158,1259.266199,1259.485636,1259.003023,2.532341,2.486532,2.519603,2.476416,2.49413,2.563655,-0.000516,-0.000822,0.000222,0,
214,181.932131,215.001856,210.522512,207.418682,201.856949,194.040241,177.576735,130.062072,49.710081,43.326824,41.678208,198.465561,224.980004,219.594911,213.605427,209.658577,206.366253,192.326551,117.388486,52.422116,45.178474,44.499657,177.26208,209.184973,206.979588,205.599872,203.15987,193.617964,175.112659,53.462543,124.800183,47.657621,59.616634,1259.79298,97.225761,337.613278,335.418909,327.803469,315.05942,304.897496,291.808699,213.03761,1260.715606,1260.363734,159.608288,86.1032,38.242505,29.634024,27.897424,184.307272,1259.52954,1259.92467,1260.583551,1259.266158,1259.266199,1259.485636,1259.003023,2.528221,2.485006,2.520824,2.47779,2.492451,2.545798,-0.000516,-0.000669,-8.28E-05,0,
215,181.785117,214.9694,210.375784,207.38619,201.710043,193.740493,177.429634,129.20443,49.641531,43.257992,41.646475,198.242342,224.909775,219.410679,213.496925,209.664173,206.486093,192.255775,116.499865,52.390625,45.072569,44.356605,177.191351,209.038227,206.870853,205.529243,203.089191,193.585392,174.927474,53.357285,124.693474,47.626023,60.372884,1259.77403,97.209468,337.305154,335.074073,327.567936,314.969895,304.734193,291.534161,213.096895,1260.696648,1260.344779,159.401249,85.683156,38.039391,29.542147,27.805379,184.099378,1259.510592,1259.905719,1260.564594,1259.247213,1259.247254,1259.466688,1258.98408,2.526389,2.482106,2.520977,2.477332,2.494588,2.551903,-0.000363,-0.000822,-8.28E-05,0,
216,181.817661,215.001856,210.40827,207.228223,201.666309,193.505857,177.194959,128.373683,49.562103,43.178228,41.566592,198.236733,224.676791,219.215273,213.377236,209.544358,206.404333,192.173775,115.861357,52.348278,45.067114,44.239752,176.994894,208.804105,206.712802,205.371176,202.892874,193.312498,174.769233,53.314965,124.276608,47.509441,60.488641,1259.780346,97.214899,337.01852,334.860307,327.390501,314.90197,304.702842,291.244454,213.026399,1260.702967,1260.351097,159.254679,85.174674,38.007566,29.510069,27.810933,183.722979,1259.516908,1259.912036,1260.570913,1259.253528,1259.253569,1259.473004,1258.990394,2.531883,2.482258,2.519451,2.477332,2.494588,2.551445,-0.000516,-0.000975,-0.000235,0,
217,181.779504,215.039901,210.332107,207.304408,201.704438,193.544028,177.004077,128.223682,49.562103,43.103923,41.566592,198.160456,224.676791,219.063405,213.187067,209.430136,206.366253,192.059192,115.116906,52.348278,44.844365,44.128347,176.918557,208.689838,206.712802,205.180588,202.702155,193.121578,174.654761,53.204274,123.940108,47.509441,60.089461,1259.786663,97.257193,336.841383,334.719584,327.176494,314.687387,304.524424,291.065413,212.879798,1260.709287,1260.357415,158.879881,84.372661,37.901083,29.553237,27.778795,183.499392,1259.523224,1259.918353,1260.577232,1259.259843,1259.259884,1259.47932,1258.996709,2.539972,2.479816,2.519756,2.477332,2.494282,2.554955,-0.00021,-0.000822,-8.28E-05,0,
218,181.785117,214.855264,210.261538,207.271915,201.710043,193.58781,177.047864,128.191694,49.493546,43.072233,41.497647,198.013507,224.606554,219.068987,213.040516,209.283431,206.295692,192.02661,114.638652,52.279864,44.849821,44.09667,176.771494,208.657346,206.565946,205.224308,202.70776,193.012636,174.469587,53.135901,123.23543,47.440791,61.119217,1259.786663,97.183467,336.54935,334.610006,327.066794,314.35739,304.37735,290.880921,212.4612,1260.709287,1260.357415,158.575592,84.005698,37.789086,29.590859,27.778795,183.193776,1259.523224,1259.918353,1260.577232,1259.259843,1259.259884,1259.47932,1258.996709,2.531273,2.500421,2.518535,2.476569,2.49413,2.572812,-0.00021,-0.000822,6.98E-05,0,
219,181.60556,214.714255,210.158482,207.245023,201.683127,193.560863,176.83003,127.41543,49.467423,43.083162,41.508591,197.872165,224.503983,218.890308,213.013663,209.14232,206.154568,191.92325,114.165995,52.216876,44.823606,44.070452,176.782715,208.592362,206.310338,205.235513,202.680825,192.79475,174.251871,53.07295,122.835396,47.488731,61.549582,1259.77403,97.172605,336.283054,334.380086,326.800044,314.126574,304.182667,290.759343,211.879096,1260.696648,1260.344779,158.450288,84.068274,37.591393,29.504523,27.692295,183.106119,1259.510592,1259.905719,1260.564594,1259.247213,1259.247254,1259.466688,1258.98408,2.540125,2.483327,2.518382,2.476264,2.494588,2.57388,-0.000363,-0.000822,-0.000235,0,
220,181.479866,214.512833,210.109206,207.119544,201.519399,193.473297,176.58976,126.505099,49.456547,43.109387,41.460437,197.708384,224.417025,218.917112,213.002479,209.093048,206.029117,191.835636,113.783164,52.169096,44.738432,44.059532,176.656991,208.504984,206.222902,205.148072,202.669616,192.821712,174.164344,52.988295,122.562903,47.440791,61.554998,1259.780346,97.178036,336.142403,334.202823,326.659153,313.985294,304.11454,290.727881,211.618258,1260.702967,1260.351097,158.417857,83.596663,37.484869,29.547692,27.735546,183.073544,1259.516908,1259.912036,1260.570913,1259.253528,1259.253569,1259.473004,1258.990394,2.538598,2.500878,2.519603,2.475501,2.492146,2.572049,-0.000363,-0.000822,6.98E-05,0,
221,181.321629,214.393092,209.989357,207.037757,201.513793,193.429515,176.431453,125.975211,49.414109,43.141076,41.380542,197.626492,224.335637,218.83559,213.034924,208.973216,205.871181,191.257089,112.959803,52.052891,44.65871,43.979792,176.765884,208.385111,206.255419,205.104351,202.7403,192.854285,174.120581,52.872156,121.92249,47.398296,60.929946,1259.780346,97.178036,335.959862,334.056705,326.51287,313.911951,304.004222,290.543368,211.27566,1260.702967,1260.351097,158.56999,83.926902,37.410178,29.510069,27.735546,183.073544,1259.516908,1259.912036,1260.570913,1259.253528,1259.253569,1259.473004,1258.990394,2.537683,2.483937,2.516704,2.476264,2.495351,2.569607,-0.000363,-0.000669,-0.000388,0,
222,181.327242,214.284527,209.956868,206.890978,201.366879,193.320611,176.39889,125.756026,49.345545,43.072233,41.311586,197.670242,224.34121,218.803202,212.888367,208.902655,205.686357,190.689746,112.296358,51.947536,44.627034,43.910968,176.809662,208.238338,206.222902,204.995595,202.669616,192.745341,174.049881,52.693043,121.666611,47.403742,61.749641,1259.79298,97.152036,335.788071,333.957873,326.304213,313.776065,303.941508,290.369722,210.449293,1260.715606,1260.363734,158.771372,83.901022,37.309143,29.558783,27.78435,183.084798,1259.52954,1259.92467,1260.583551,1259.266158,1259.266199,1259.485636,1259.003023,2.535088,2.487753,2.518535,2.47489,2.493672,2.572201,-0.000363,-0.000822,-8.28E-05,0,
223,181.25093,214.094262,209.880696,206.776691,201.252487,193.129751,176.246197,125.119567,49.160523,42.960764,41.199935,197.479533,224.265392,218.689287,212.81229,208.788416,205.648271,190.766141,111.590565,51.910607,44.589898,43.948111,176.809662,208.200244,206.146667,204.995595,202.478889,192.707156,173.859114,52.693043,121.293294,47.32964,62.190735,1259.79298,97.188898,335.495985,333.738685,326.194494,313.62937,303.867959,290.222095,209.763868,1260.715606,1260.363734,159.075679,83.717555,37.23444,29.596404,27.746656,183.123,1259.52954,1259.92467,1260.583551,1259.266158,1259.266199,1259.485636,1259.003023,2.528831,2.483021,2.520519,2.479621,2.495045,2.563655,-0.000363,-0.000669,6.98E-05,0,
224,181.130852,214.012563,209.76084,206.732994,201.285012,193.162312,176.126069,124.215939,49.044059,42.84382,41.045577,197.435782,224.184001,218.607759,212.73062,208.706657,205.680755,190.760529,110.842474,51.831316,44.621576,43.905508,176.765884,208.232739,206.026711,204.799391,202.358845,192.472429,173.891659,52.53997,120.7653,47.213033,60.38914,1259.79298,97.115174,335.386449,333.519489,326.011624,313.519346,303.831184,290.185187,209.040243,1260.715606,1260.363734,159.303929,83.35064,37.159732,29.596404,27.746656,183.084798,1259.52954,1259.92467,1260.583551,1259.266158,1259.266199,1259.485636,1259.003023,2.528831,2.484242,2.521282,2.475806,2.496419,2.558923,-0.00021,-0.000975,0.000222,0,
225,181.098309,213.903986,209.652174,206.738595,201.061828,193.053406,176.093507,124.071793,49.049499,42.812124,41.013827,197.136246,224.113752,218.537395,212.622092,208.674173,205.610184,190.804339,110.476728,51.799813,44.627034,43.910968,176.656991,208.200244,205.994193,204.766872,202.173714,192.401668,173.782809,52.471569,120.248439,47.292587,60.494059,1259.786663,97.146605,335.125479,333.331439,325.786783,313.367239,303.788992,289.995199,208.539448,1260.709287,1260.357415,159.412456,82.978344,37.079512,29.628479,27.778795,183.155574,1259.523224,1259.918353,1260.577232,1259.259843,1259.259884,1259.47932,1258.996709,2.532494,2.486074,2.519451,2.480232,2.490772,2.560297,-0.000363,-0.000975,-8.28E-05,0,
226,181.016386,213.822283,209.570401,206.542508,200.941824,192.933276,175.935209,124.253351,48.933026,42.769495,40.971127,197.054348,224.032356,218.683704,212.540417,208.592412,205.718841,190.989712,110.397043,51.720516,44.435889,43.868364,176.460545,208.194646,205.988592,204.608781,202.091812,192.35787,173.739048,52.392311,119.571601,47.250087,60.236596,1259.786663,97.109743,334.83336,333.112227,325.56732,313.367239,303.825768,289.773725,207.853716,1260.709287,1260.357415,159.374412,82.464741,36.967432,29.590859,27.778795,183.079171,1259.523224,1259.918353,1260.577232,1259.259843,1259.259884,1259.47932,1258.996709,2.533104,2.483937,2.521129,2.478706,2.493367,2.555413,-0.00021,-0.000669,-8.28E-05,0,
227,180.869378,213.637584,209.42364,206.51001,200.985563,192.862542,175.673622,124.034385,48.753391,42.551958,40.827688,196.945524,224.037929,218.613342,212.431884,208.521845,205.686357,191.224504,109.845861,51.725946,44.441347,43.799534,176.275324,208.047866,205.879834,204.538138,201.830373,192.401668,173.553897,52.397738,119.427929,47.181424,59.831955,1259.786663,97.183467,334.577743,332.819931,325.421005,313.110494,303.678664,289.515318,207.548913,1260.709287,1260.357415,159.412456,82.207957,36.93007,29.590859,27.778795,183.117373,1259.523224,1259.918353,1260.577232,1259.259843,1259.259884,1259.47932,1258.996709,2.528068,2.4847,2.523876,2.478553,2.491841,2.55526,-0.00021,-0.000669,-8.28E-05,0,
