Time,GC_1_0mBC,GC_1_0-3mBC,GC_1_0-61mBC,GC_1_0-91mBC,GC_1_1-22mBC,GC_1_1-52mBC,GC_1_1-83mBC,GC_1_2-13mBC,GC_1_2-44mBC,GC_1_2-74mBC,GC_1_3-05mBC,GC_2_0mBC,GC_2_0-3mBC,GC_2_0-61mBC,GC_2_0-91mBC,GC_2_1-22mBC,GC_2_1-52mBC,GC_2_1-83mBC,GC_2_2-13mBC,GC_2_2-44mBC,GC_2_2-74mBC,GC_2_3-05mBC,GC_3_0mBC,GC_3_0-3mBC,GC_3_0-61mBC,GC_3_0-91mBC,GC_3_1-22mBC,GC_3_1-52mBC,GC_3_1-83mBC,GC_3_2-13mBC,GC_3_2-44mBC,GC_3_2-74mBC,GC_3_3-05mBC,GC_4_0mBC,GC_4_0-3mBC,GC_4_0-61mBC,GC_4_0-91mBC,GC_4_1-22mBC,GC_4_1-52mBC,GC_4_1-83mBC,GC_4_2-13mBC,GC_4_2-44mBC,GC_4_2-74mBC,GC_4_3-05mBC,GC_5_0-15mBS,GC_5_0-3mBS,GC_5_0-61mBS,GC_5_0-91mBS,GC_5_1-22mBS,GC_5_1-52mBS,GC_8_0-15mAF,BDP5_SED_0-15mBS,BDP5_SED_0-3mBS,BDP5_SED_0-61mBS,BDP5_SED_0-91mBS,BDP5_SED_1-22mBS,BDP5_SED_1-52mBS,HF_0-15mAF,RAD_0-15mAF,EVENT,Untitled,Comment
1166,242.683827,317.728509,301.449918,291.298333,283.19819,265.719491,232.28238,192.168356,58.590792,39.633986,45.902263,283.513393,335.42456,328.17868,320.043638,313.726283,309.952385,296.555249,275.511339,135.725961,38.206782,37.937542,219.03949,299.441506,295.335831,290.516543,283.843074,269.389525,242.923828,109.874011,192.95595,54.926944,51.560561,529.63246,634.53503,620.945531,609.397605,588.524981,560.566276,539.115922,515.720835,464.219379,345.894753,158.316668,239.35616,247.881436,208.549009,166.045034,64.145519,39.088122,1260.481288,2.547934,2.525779,2.485463,2.562487,2.462987,2.46788,-5.79E-05,-0.000822,-0.000235,0,
1167,242.57656,317.770589,301.565762,291.451405,283.35169,266.060406,232.287985,192.364969,58.080917,39.714039,46.056061,283.296931,335.320483,328.111022,320.122271,313.841697,310.177872,296.597566,275.145488,134.790832,38.324324,37.905744,219.121071,299.410151,295.525628,290.522017,283.737508,269.655585,243.343371,109.471619,192.69444,55.079884,51.623476,530.445823,634.84861,621.07874,609.458799,587.940601,560.34077,539.785834,516.176162,464.352273,347.269108,159.712427,239.759724,248.433808,207.890234,166.186056,63.547137,38.815905,1260.468537,2.553734,2.529289,2.509425,2.556535,2.478858,2.478563,-0.000363,-0.000822,-8.28E-05,0,
1168,242.544525,317.702723,301.681603,291.825845,283.616177,266.140457,232.407007,192.637958,58.012747,39.8686,46.098632,283.080451,335.106911,327.933743,319.834876,313.590515,310.036619,296.492466,274.816728,133.856173,38.25519,37.948616,218.784916,299.452422,295.67855,290.675167,284.150166,270.14489,243.461837,109.291742,192.852771,55.159083,51.697373,530.409997,634.920677,621.942204,610.285377,588.335032,560.806303,540.681285,516.893028,464.962416,346.540097,159.750464,239.948234,248.959656,207.623609,166.452683,63.253365,38.703975,1260.468537,2.546255,2.526237,2.487753,2.523876,2.467871,2.460707,-5.79E-05,-0.001127,-8.28E-05,0,
1169,242.249149,317.231691,301.723852,292.052675,283.843644,266.220504,232.450417,192.758187,57.613202,39.874128,46.21534,283.603836,335.331308,328.268015,320.023322,313.632612,310.078735,296.350507,274.525071,133.185073,38.22339,37.879484,218.980434,299.421068,295.868326,290.975972,284.488746,270.224827,243.42979,108.778287,193.240099,55.16455,51.628968,530.057059,634.45761,622.271375,611.081427,589.416139,561.563648,541.116416,516.396557,465.290766,345.74351,161.468253,240.330812,249.490966,208.657593,166.610714,63.222103,38.709523,1260.474912,2.55175,2.53051,2.503931,2.544326,2.485573,2.473679,-0.00021,-0.000822,-8.28E-05,0,
1170,241.792056,317.152951,301.681603,292.231656,284.097109,266.438529,232.482616,192.90528,56.944837,39.756827,46.209841,283.598348,335.654357,328.445283,320.347304,313.957108,310.25666,296.639882,274.333819,132.615793,38.292525,37.948616,218.974802,299.415609,295.862861,291.08124,284.409243,270.368144,243.311321,108.365145,193.654257,55.232812,51.702865,530.128712,635.21431,623.566799,612.087884,590.635459,561.742703,541.367135,515.213647,464.716516,346.472609,162.457876,240.707728,249.941496,209.228777,166.763085,63.222103,38.746834,1260.474912,2.550987,2.526389,2.485769,2.540969,2.475959,2.478258,-0.00021,-0.000822,-8.28E-05,0,
1171,241.948153,317.744804,301.834233,292.310905,284.250557,266.667584,232.941824,193.598316,56.287175,39.725096,46.252408,283.788775,335.988212,328.706453,320.645522,314.292449,310.592138,297.013855,274.190721,132.320794,38.22339,37.991486,219.170308,299.568316,296.163201,291.19745,284.710786,270.671299,243.166377,107.814908,193.278265,55.275142,51.654933,530.512149,635.203596,624.167904,612.688319,590.302027,562.412472,542.287719,514.019937,463.916245,348.029069,163.017616,241.186432,250.343249,208.798592,166.942226,63.358072,38.847665,1260.462162,2.580596,2.541193,2.517667,2.543868,2.458867,2.479326,-5.79E-05,-0.000975,-8.28E-05,0,
1172,241.942569,318.655497,302.196689,292.563642,284.61494,266.922817,233.578688,194.241805,55.876356,39.570515,46.283975,284.04218,335.9828,328.737568,320.786481,314.360322,310.880041,297.413703,274.965296,131.714228,38.180516,38.02328,219.240623,299.526047,296.120879,291.33962,284.853317,270.740187,242.746802,107.587167,193.043606,55.195948,51.739812,531.597539,636.007129,624.394543,612.411412,589.882336,563.497477,543.659354,512.847414,463.78335,348.149231,163.29546,241.574412,250.729713,208.809916,166.991652,63.148655,38.896065,1260.474912,2.57678,2.554165,2.495537,2.556382,2.461614,2.459028,-0.000363,-0.000975,-8.28E-05,0,
1173,242.012238,319.4561,302.632677,292.890121,285.016253,267.215268,234.328727,194.770711,57.528637,39.676777,46.426732,283.740813,335.904402,328.805218,320.781054,314.39154,310.801266,297.371397,275.182626,130.58234,38.062958,38.017743,219.348908,299.594211,296.041698,291.223415,284.625803,271.143854,242.402444,106.915098,193.037944,55.301071,51.802721,532.052592,635.816221,624.275874,611.717741,590.050988,564.310527,543.362189,511.509972,463.162525,347.919735,163.436448,241.864598,251.018763,208.265436,166.942226,62.917376,38.847665,1260.462162,2.549461,2.529289,2.479816,2.528913,2.46604,2.470322,-0.000516,-0.000822,-0.000235,0,
1174,242.249149,319.576861,302.680367,293.232971,285.323037,267.59873,234.944278,195.163848,58.128648,39.799614,46.47479,283.936716,336.316636,328.889124,320.901697,314.439065,310.812148,297.456009,275.082223,129.730437,37.887306,38.140803,219.62596,299.862793,296.163201,291.308182,284.747791,270.931703,242.639465,106.555863,193.545423,55.385727,51.856141,532.999938,636.012486,624.111971,611.158654,590.210428,564.79207,543.342341,510.772853,462.245339,346.22285,163.796147,242.182737,251.185579,208.739417,167.149702,63.154117,38.938916,1260.481288,2.586853,2.546839,2.494926,2.535627,2.467566,2.458265,-0.00021,-0.000822,6.98E-05,0,
1175,242.16832,319.424895,302.56456,293.411881,285.428474,267.816628,234.787604,194.967281,57.644564,39.905855,46.654582,284.04218,336.603141,329.285561,320.932864,314.360322,310.696704,297.303169,274.445268,128.974749,37.807069,38.02328,219.999989,300.188591,296.34202,291.597977,285.26032,271.37253,243.160796,106.069198,194.112225,55.417121,51.845157,533.95644,636.362173,624.389194,610.860432,589.984593,565.891666,542.221409,509.542718,459.650362,345.081834,164.965523,242.548169,251.324504,207.96641,166.985986,63.473697,38.853212,1260.468537,2.609594,2.543787,2.506373,2.531659,2.469549,2.486499,-5.79E-05,-0.000975,-0.000388,0,
1176,241.609486,319.21051,302.42287,293.3436,285.323037,267.933853,234.528804,194.74385,57.244949,40.09764,46.734188,284.08465,336.790994,329.729331,321.231044,314.658979,311.105474,297.60338,274.487924,128.118061,37.775256,38.066147,220.309315,300.48847,296.200059,291.566542,285.265805,271.787119,243.279272,105.593636,194.270537,55.459446,51.882101,534.672821,636.506338,624.677125,610.5729,589.697698,566.679601,541.14691,509.470979,458.860683,347.013964,165.727448,242.661146,251.474572,207.052218,166.452683,63.253365,38.890518,1260.468537,2.59479,2.539056,2.511104,2.536848,2.47428,2.471543,-5.79E-05,-0.000822,6.98E-05,0,
1177,241.528636,319.058531,302.343842,293.116869,285.169649,268.002796,234.40988,194.852736,57.681385,40.241097,46.765744,283.820273,336.712607,329.833496,321.371986,314.58024,311.063369,297.708442,275.188132,127.587862,37.807069,38.02328,220.189803,300.74061,296.378875,291.524163,285.038326,271.446913,243.123163,105.292177,194.532012,55.601411,51.882101,534.601184,636.506338,624.821095,610.608841,589.805283,567.467556,540.215653,509.219889,457.927405,348.98197,164.546525,242.887084,251.474572,207.166502,165.919445,62.922838,38.815905,1260.468537,2.549461,2.521811,2.49401,2.533338,2.454137,2.486804,-0.00021,-0.000822,-8.28E-05,0,
1178,241.276358,318.886199,302.170808,292.980291,285.217595,268.274451,234.647723,195.207689,60.047555,40.25215,46.81379,284.422958,336.796405,329.73475,321.419432,314.701066,311.147579,297.571999,275.496226,127.898754,37.780795,38.109013,220.125139,300.751523,296.500366,291.424384,285.049296,271.420751,242.946154,105.229166,194.428848,55.575486,51.992927,534.42209,636.506338,625.00106,611.040144,590.773586,568.864436,539.499285,508.681815,458.717103,350.475814,165.87985,243.000045,251.62463,207.204596,165.043558,62.445345,38.778596,1260.468537,2.585632,2.529899,2.485006,2.526013,2.470312,2.472,-0.00021,-0.000975,-0.000235,0,
1179,241.157857,318.990685,302.386083,292.937941,285.507904,268.715625,235.057578,195.35475,61.218842,40.246624,46.845343,284.158614,336.572064,329.656275,321.377413,314.732281,311.178802,297.677063,275.527854,127.630889,37.775256,38.028817,220.00562,300.819662,296.494902,291.382002,285.15481,271.452427,243.015843,104.668877,193.927068,55.680588,52.072298,534.893055,637.124434,625.870303,612.159778,592.572262,569.908512,540.185158,509.691527,460.373574,352.484648,169.811645,243.382137,251.855274,207.629273,164.516164,62.450808,38.709523,1260.474912,2.568233,2.518453,2.490195,2.544479,2.459935,2.471085,-0.000363,-0.000669,6.98E-05,0,
1180,240.926424,319.021893,302.454203,293.043111,285.650305,268.896203,234.976446,195.46363,60.882487,40.241097,46.876896,284.153127,336.457184,329.468212,321.371986,314.800147,311.283351,297.708442,275.559481,126.688847,37.769718,38.172593,220.113879,301.182159,296.710554,291.524163,285.408306,271.521293,243.273691,104.219667,193.806915,55.675122,52.140684,535.031003,637.335349,626.65694,613.448628,594.360536,570.404668,540.645467,511.049096,461.193784,355.283052,172.018143,243.48948,251.549602,207.24269,164.510502,62.335143,38.703975,1260.468537,2.549766,2.532189,2.473101,2.545089,2.459478,2.472611,-0.00021,-0.000822,-8.28E-05,0,
1181,241.464538,319.509023,302.649036,293.164686,285.661273,269.056111,234.987645,195.360411,59.753282,40.214906,46.85084,283.794262,336.103101,329.369459,321.382841,314.811018,311.257569,297.645683,275.904657,125.838829,37.780795,38.183666,220.201062,301.340239,296.795181,291.830352,285.493265,271.606699,243.397742,104.563421,193.970893,55.722908,52.183111,534.713963,636.872124,626.734293,613.957317,595.442159,570.696557,540.543337,511.771664,462.060543,356.926531,175.572536,243.720933,251.142482,207.553091,164.706533,62.193664,38.634898,1260.474912,2.576322,2.525779,2.507289,2.535017,2.469092,2.463912,-5.79E-05,-0.000822,-8.28E-05,0,
1182,242.205943,319.717964,303.079513,293.411881,285.872118,269.379993,235.278562,195.158187,58.454481,40.203853,46.950993,283.413396,335.76384,329.066371,320.969459,314.433629,310.953373,297.340014,275.150994,125.004444,37.695011,38.135267,220.189803,301.218952,296.63685,291.893214,285.667263,271.967526,243.160796,105.218191,194.226714,55.748831,52.262472,534.683469,636.553096,625.983647,613.495264,595.591004,569.770557,540.369571,510.844582,462.137663,357.441483,176.532452,243.914726,250.660234,207.939648,164.864498,62.052179,38.565816,1260.481288,2.581206,2.526237,2.49401,2.530439,2.468023,2.479631,-0.000363,-0.000975,-8.28E-05,0,
1183,242.662958,320.162961,303.636613,293.822944,286.432055,269.869203,235.623999,195.50747,57.723666,40.209379,46.882393,283.714801,335.84224,328.925658,320.865101,314.035859,310.665476,297.050703,273.856325,124.149706,37.737903,38.17813,220.081546,301.040438,296.421194,291.714166,285.709739,272.084585,242.940572,105.075716,194.3087,55.754296,52.262472,535.184922,636.769352,625.47969,612.884092,595.196348,568.552721,540.154663,509.947938,461.383919,357.477878,178.021266,243.990001,250.660234,207.520664,165.016807,61.68477,38.603132,1260.481288,2.565333,2.519064,2.495689,2.521435,2.464361,2.458112,-0.000363,-0.000822,-8.28E-05,0,
1184,242.619759,320.413927,304.109187,294.370472,286.611366,270.086895,236.109196,195.959953,56.871167,40.166608,46.98804,283.820273,335.727346,329.066371,321.042649,314.323668,310.806707,297.229477,273.73934,123.24693,37.732365,38.209918,220.075916,301.034983,296.526292,291.634883,285.741246,271.930343,242.746802,104.367564,193.616092,55.748831,52.251492,536.714388,637.335349,625.612974,612.585813,594.073541,567.575006,539.964926,509.112277,458.358151,356.156737,179.117117,244.279893,250.724136,207.775968,164.129791,61.269633,38.480084,1260.468537,2.556329,2.520285,2.490805,2.528607,2.472449,2.46559,-0.00021,-0.000669,-0.000235,0,
1185,242.706155,320.35153,304.156857,294.713154,286.881018,270.283921,236.64883,196.353041,56.440019,40.289393,46.999032,284.164101,335.738171,329.040676,321.01691,314.371194,310.854256,297.461471,274.344834,123.370146,37.668733,38.258315,219.973286,300.751523,296.352948,291.4982,285.863184,272.387527,243.021424,103.934873,193.474755,55.796614,52.378763,536.909436,637.279333,625.629024,612.565889,593.874295,567.590977,539.013787,508.016213,455.861396,354.352667,180.165078,244.560082,250.740868,206.954925,162.73847,60.845007,38.347447,1260.487664,2.553429,2.531578,2.490958,2.519146,2.466955,2.497182,-0.00021,-0.000822,6.98E-05,0,
1186,242.555691,320.095131,304.08332,294.713154,286.881018,270.395509,237.214891,197.002009,56.034697,40.363875,46.999032,284.090137,335.592192,329.077208,321.053504,314.33454,310.707586,297.314093,274.753454,122.585397,37.743442,38.370278,219.78346,300.383522,296.021232,291.424384,285.752214,272.536227,243.397742,103.343483,193.093096,55.870318,52.478575,537.615084,637.448846,625.978296,612.80685,594.904001,568.833942,537.498689,507.754409,455.204551,355.070023,179.199155,244.774656,250.204265,206.334019,161.091159,60.466495,38.187042,1260.474912,2.572049,2.530815,2.489432,2.5399,2.454289,2.475968,-0.000516,-0.000669,-0.000388,0,
1187,242.130696,319.937753,303.962109,294.628502,286.907009,270.384476,237.731911,197.486926,55.91321,40.539008,47.099174,284.301049,335.581367,328.993305,321.042649,314.177048,310.550028,297.155784,275.039577,121.901963,37.657655,38.247242,219.506422,300.114982,295.826,291.118152,285.667263,272.450854,243.612344,103.036893,193.119939,55.822536,52.436155,537.609761,636.90281,625.648971,612.981259,596.046768,569.544993,536.848576,507.892579,452.757975,353.571767,178.926212,244.919558,249.785749,206.137845,159.716436,60.01986,38.181491,1260.468537,2.586701,2.545924,2.49981,2.521282,2.453831,2.484057,-0.00021,-0.000517,-0.000235,0,
1188,242.034573,319.91741,303.904922,294.49746,286.849546,270.772949,237.975032,197.771095,55.634755,40.630048,47.189745,284.613326,335.488119,328.97303,320.949148,313.863444,310.456342,297.172171,275.20465,121.209155,37.599559,38.226527,219.561285,300.131354,295.694945,291.208396,285.60973,272.393039,243.854825,102.757751,193.747571,55.765227,52.447135,538.121804,638.319379,626.63164,613.998614,597.385066,570.272035,537.002511,507.652114,449.824439,350.960229,179.853931,245.005984,249.233698,205.539499,158.929386,59.589549,38.117932,1260.481288,2.595706,2.546992,2.488668,2.555772,2.471533,2.487109,-5.79E-05,-0.000975,-0.000235,0,
1189,241.760011,319.979813,304.00433,294.302212,286.764673,270.724727,238.341032,197.836115,55.476381,40.730688,47.215794,285.046021,335.331308,328.889124,320.718716,313.632612,310.115409,297.013855,275.564986,120.563585,37.775256,38.252778,219.701895,300.194049,295.905187,291.271272,285.672747,272.233304,244.107002,102.377373,194.3087,55.864853,52.552433,539.15506,639.215358,627.130321,614.604521,598.38453,570.624916,537.92854,509.225224,448.777745,349.497515,178.47373,245.038013,248.777449,205.457618,158.163579,59.326647,38.000382,1260.474912,2.583038,2.529442,2.484853,2.540206,2.469244,2.463301,-0.000363,-0.001127,-0.000388,0,
1190,241.77118,320.027301,304.088771,294.350011,286.923454,271.070445,238.125913,197.618415,55.339859,40.778963,47.226785,284.576351,335.451623,329.046095,320.656379,313.790126,310.346329,297.209018,275.910162,120.313459,37.748981,38.263851,219.637222,300.057744,295.731808,291.023833,285.646723,271.946883,244.23101,102.018979,194.777962,55.912634,52.594849,540.843527,640.374603,627.639738,614.609863,598.641078,571.91982,540.226299,511.884578,449.716716,346.806093,178.1358,245.081224,248.444974,205.730031,157.789224,59.148219,38.005933,1260.481288,2.59769,2.540277,2.488516,2.550583,2.485878,2.483447,-0.00021,-0.000822,-0.000235,0,
1191,241.878482,319.87535,304.009781,294.197086,287.065781,271.176482,238.04488,197.34556,55.444984,40.84789,47.332404,285.014537,335.628687,328.675337,320.577755,314.077952,310.41423,297.461471,276.090286,120.009464,37.743442,38.220991,219.821426,299.905059,295.468292,290.981445,285.530259,271.755447,244.451114,101.570368,194.810462,55.907168,52.594849,541.667164,641.168012,627.963798,614.609863,598.641078,573.066171,541.444092,514.358595,449.142179,345.12913,178.250334,245.231699,247.881436,205.730031,157.751226,59.332117,37.968598,1260.481288,2.604863,2.555233,2.498436,2.542342,2.469702,2.484057,-0.00021,-0.000822,0.000222,0,
1192,242.061031,319.723393,304.077869,294.044154,286.949444,271.282514,237.926123,197.263557,56.176632,40.805141,47.289872,285.378724,335.84224,328.706453,320.608924,314.292449,310.848815,297.898101,276.827159,120.414326,37.775256,38.327422,219.739862,299.899601,295.389094,291.012886,285.672747,272.158946,244.859234,101.269524,195.567987,55.901703,52.668702,541.953643,642.069727,629.404233,616.264048,600.579206,574.355887,542.840925,514.537847,448.388069,343.342325,177.257744,245.269316,247.768712,204.472383,157.827222,59.295339,37.931261,1260.481288,2.588074,2.547145,2.501489,2.551804,2.473822,2.477647,-0.000363,-0.000822,-8.28E-05,0,
1193,242.104239,320.16839,304.156857,294.086489,286.954925,271.362391,238.04488,197.498244,57.692305,40.736212,47.369441,285.458137,336.030116,329.113741,320.724144,314.517807,311.367556,298.529754,278.057106,124.080465,37.855496,38.407596,219.859392,299.831443,295.431426,291.018359,285.789204,272.796432,245.504019,100.832027,196.87092,55.944018,52.742551,541.667164,642.105798,629.800401,617.091259,601.907385,575.43071,543.843752,513.713259,446.017773,341.555021,175.463708,245.269316,247.655983,204.053099,157.941221,59.442449,37.931261,1260.481288,2.564876,2.530052,2.513394,2.542495,2.469092,2.466506,-0.000363,-0.000975,-0.000235,0,
1194,241.910525,320.492608,304.739647,294.302212,287.134202,271.691477,238.114727,197.530756,59.784613,40.730688,47.363946,285.637466,336.207163,329.254448,320.901697,314.658979,311.765377,298.745273,278.719239,125.084821,37.849957,38.439378,219.929691,299.973216,295.499693,291.123626,286.042642,273.12543,246.137478,100.826552,197.742715,56.012251,52.779474,541.738784,642.105798,629.728369,617.091259,601.799688,575.287397,543.342341,513.784965,445.730438,338.781865,173.593754,245.495005,247.468089,204.70107,158.093226,59.883723,37.968598,1260.481288,2.561365,2.524253,2.495537,2.55272,2.491372,2.487109,-5.79E-05,-0.001127,-0.000235,0,
