Time,GC_1_0mBC,GC_1_0-3mBC,GC_1_0-61mBC,GC_1_0-91mBC,GC_1_1-22mBC,GC_1_1-52mBC,GC_1_1-83mBC,GC_1_2-13mBC,GC_1_2-44mBC,GC_1_2-74mBC,GC_1_3-05mBC,GC_2_0mBC,GC_2_0-3mBC,GC_2_0-61mBC,GC_2_0-91mBC,GC_2_1-22mBC,GC_2_1-52mBC,GC_2_1-83mBC,GC_2_2-13mBC,GC_2_2-44mBC,GC_2_2-74mBC,GC_2_3-05mBC,GC_3_0mBC,GC_3_0-3mBC,GC_3_0-61mBC,GC_3_0-91mBC,GC_3_1-22mBC,GC_3_1-52mBC,GC_3_1-83mBC,GC_3_2-13mBC,GC_3_2-44mBC,GC_3_2-74mBC,GC_3_3-05mBC,GC_4_0mBC,GC_4_0-3mBC,GC_4_0-61mBC,GC_4_0-91mBC,GC_4_1-22mBC,GC_4_1-52mBC,GC_4_1-83mBC,GC_4_2-13mBC,GC_4_2-44mBC,GC_4_2-74mBC,GC_4_3-05mBC,GC_5_0-15mBS,GC_5_0-3mBS,GC_5_0-61mBS,GC_5_0-91mBS,GC_5_1-22mBS,GC_5_1-52mBS,GC_8_0-15mAF,BDP5_SED_0-15mBS,BDP5_SED_0-3mBS,BDP5_SED_0-61mBS,BDP5_SED_0-91mBS,BDP5_SED_1-22mBS,BDP5_SED_1-52mBS,HF_0-15mAF,RAD_0-15mAF,EVENT,Untitled,Comment
2898,260.115432,320.627645,301.638842,294.917566,285.644536,264.382664,226.3453,188.277663,88.105263,38.185165,44.460754,280.668923,339.515775,326.941355,315.727575,311.45783,306.251658,288.3305,260.057019,106.133583,48.546463,51.012918,231.134247,298.894291,295.303916,290.373895,283.588903,271.366563,246.952709,101.479807,197.158886,57.437512,55.312665,547.169329,656.393359,645.797226,634.361878,616.013581,584.592795,554.431972,531.077263,469.124005,342.527319,121.7208,254.341986,253.27289,170.340523,118.755918,49.659593,37.246368,1261.024292,2.584259,2.518911,2.469743,2.51182,2.463751,2.474442,-0.000363,-0.000975,6.98E-05,0,
2899,260.035204,321.025059,302.038094,295.133214,285.897817,265.048228,226.453333,188.844943,87.40185,38.1423,44.380991,281.626021,340.203262,327.228289,316.088495,312.002544,306.90695,288.953199,261.060328,105.055031,48.355818,50.859613,231.393322,298.925634,295.261566,290.442247,283.84253,271.286647,247.360379,100.994385,196.313847,57.505677,55.227923,548.017991,656.707944,646.364067,635.180273,617.261294,585.370762,555.244968,531.854281,470.010497,341.312643,121.448219,254.55562,252.47435,169.795335,117.403563,49.389676,37.160493,1261.011491,2.565791,2.518759,2.471117,2.514262,2.458104,2.471543,-0.00021,-0.000822,-8.28E-05,0,
2900,260.514971,321.349202,302.694795,295.385698,286.188038,265.489985,226.599248,189.412212,86.918921,38.136747,44.412588,282.24972,340.635427,327.478664,317.072088,312.363828,307.525425,289.50188,262.361917,104.088001,48.350312,50.854116,231.652371,298.846521,295.32982,290.325991,283.874043,271.243923,247.730418,100.509076,195.468728,57.500201,55.233424,549.025894,657.291823,646.98322,635.978837,618.561249,586.451626,555.930744,531.859625,471.881978,340.296501,120.707051,254.823462,252.067412,169.229149,116.106148,49.136273,37.016605,1261.017891,2.566097,2.531426,2.466538,2.499306,2.457189,2.483141,9.47E-05,-0.000975,6.98E-05,0,
2901,260.936661,321.836114,303.036769,295.728299,286.420805,266.134604,226.951472,189.614551,86.232115,38.147853,44.349393,282.408761,341.04737,327.781877,317.22949,312.778109,308.086792,289.697565,262.111652,103.064034,48.213198,50.754245,231.51238,298.710191,295.340784,290.373895,283.959082,271.403754,248.004493,100.003451,194.755051,57.547974,55.349533,549.711541,657.080279,646.916395,636.12844,619.249951,587.425009,557.117903,532.831659,472.353852,339.097719,119.779652,254.978896,251.697916,168.663027,114.92127,49.104803,37.096916,1261.024292,2.548545,2.51769,2.487295,2.529676,2.469397,2.441172,-0.00021,-0.000822,-8.28E-05,0,
2902,261.309851,322.129029,303.40455,296.059902,286.605598,266.320904,226.799941,189.729139,85.350946,38.185165,44.312271,282.482771,341.010908,327.635709,317.009731,312.888113,308.45371,289.882253,260.318618,102.325103,48.139128,50.717288,231.550191,298.710191,295.267048,290.30005,283.88505,271.403754,248.042048,99.48697,194.564244,57.474333,55.264794,550.488575,657.3949,646.905624,636.514321,619.994553,588.346556,558.647185,533.214794,473.670899,341.057263,119.059806,255.117557,251.686725,169.909718,114.092225,49.796463,36.973659,1261.011491,2.521225,2.506397,2.484853,2.535627,2.454594,2.458723,-0.000363,-0.001127,-8.28E-05,0,
2903,261.783803,322.630703,303.57749,296.196309,286.557644,265.825406,226.523474,189.488604,84.60586,38.248681,44.226975,282.360741,341.000061,327.661379,316.852321,312.657194,308.075871,289.464938,258.924424,101.612383,48.017,50.595416,231.576753,298.88334,295.551018,290.436757,284.207171,271.615832,248.105985,98.812135,194.171266,57.426558,55.238925,550.785701,657.62264,647.349674,637.318414,621.372256,590.114349,560.269499,533.905705,475.081073,343.402662,118.772615,255.166189,251.885469,171.675267,113.954645,50.177208,37.096916,1261.024292,2.531756,2.512654,2.4876,2.513652,2.466345,2.482684,-0.000516,-0.000975,-0.000235,0,
2904,261.640117,322.562926,303.693278,296.422827,286.378346,265.607341,226.377555,188.653957,83.840569,38.254233,44.158246,282.440259,341.11487,327.849523,316.931026,312.699317,308.411559,289.47043,257.583495,100.694912,47.948428,50.490029,232.225061,299.183354,295.667092,290.737602,284.508753,271.84448,248.487076,98.22769,193.833471,57.468857,55.091438,551.430195,658.454353,648.10798,638.400385,623.099287,591.010917,560.5202,534.371109,476.408704,345.007148,118.959059,255.091274,251.960486,172.323681,114.326361,50.694642,37.246368,1261.024292,2.520767,2.519522,2.466691,2.523113,2.461156,2.475663,-0.000363,-0.000975,-8.28E-05,0,
2905,261.725845,322.793463,303.81453,296.72848,286.685011,266.02836,226.616151,188.245145,83.190937,38.078779,44.132167,283.78312,341.235101,327.933477,317.198313,313.003567,309.046162,289.961617,257.74427,99.930915,47.811274,50.390135,233.181136,299.856916,296.120383,291.006992,284.778799,272.190176,249.098927,98.164928,194.951531,57.442989,55.012188,552.713839,660.07655,649.366635,639.368924,623.849612,590.467619,560.550673,535.368142,475.183368,343.61604,118.170571,254.336396,251.354686,172.890175,114.61824,51.428015,37.539638,1261.017891,2.507336,2.491594,2.471269,2.518535,2.443607,2.461165,-0.00021,-0.000822,-0.000388,0,
2906,262.205263,323.55673,304.250296,297.238646,287.196855,266.432677,227.443889,188.583242,83.368957,37.998592,43.978119,284.443292,341.41198,328.293432,317.77884,313.658053,309.921019,290.657814,258.598996,99.224501,47.76872,50.34767,233.440007,300.035478,296.409754,291.518253,285.365299,272.593586,249.431158,97.717112,195.670871,57.40069,55.012188,554.146048,661.813137,651.172843,641.136758,625.037277,590.395894,561.05208,536.76424,475.470429,339.347737,117.164479,253.474413,250.078734,174.034696,115.213249,51.908104,37.838402,1261.017891,2.51222,2.49373,2.46608,2.509226,2.436435,2.449413,-0.00021,-0.000975,6.98E-05,0,
2907,262.471912,323.891579,304.917508,297.759686,287.867365,266.959757,228.206914,189.314662,84.769061,37.966828,44.020777,284.448795,341.526782,328.627697,318.223718,314.250029,310.513243,291.290987,259.165442,98.492415,47.737183,50.390135,233.521191,299.967339,296.488943,291.855891,285.851707,273.119483,249.887085,97.169801,194.34095,57.406167,54.975312,555.936322,664.599971,653.340974,642.724593,626.405116,590.467619,561.840017,538.446621,476.762157,334.966887,116.233437,252.124576,248.388897,174.149158,115.399232,51.981951,37.987755,1261.017891,2.559686,2.51769,2.470659,2.509379,2.446354,2.441324,-5.79E-05,-0.000822,-8.28E-05,0,
2908,262.833756,323.880698,305.274159,298.116939,288.373498,267.097665,228.422829,189.150517,84.427796,37.9184,43.972594,284.141953,341.333636,328.397608,317.993113,314.055844,310.465657,291.464595,258.219435,97.854704,47.652068,50.305204,233.207682,299.735542,296.36742,291.734202,285.766727,273.405735,250.476246,96.495662,192.841163,57.284742,54.938436,558.048881,666.953525,655.437549,644.493308,628.02524,591.507671,562.87868,539.806774,478.376702,334.565146,115.786715,251.074159,247.44957,174.225467,114.878531,51.723471,37.913081,1261.017891,2.53084,2.509907,2.491874,2.537001,2.468939,2.445598,-0.00021,-0.000975,-8.28E-05,0,
2909,263.467628,324.246682,305.457937,298.521918,288.484299,266.091799,227.476131,186.553062,83.436892,37.694456,44.046858,283.402219,340.786707,327.630273,317.443791,313.285979,309.438747,289.692072,255.300156,97.154436,47.652068,50.305204,233.056533,299.55149,296.36742,291.771107,285.729736,273.442895,251.001403,95.97999,193.146497,57.211092,54.975312,559.946653,669.308034,657.788007,646.40694,629.537669,592.619546,563.595014,540.522621,479.165979,334.12685,116.196206,250.39864,247.411989,175.866303,114.097773,51.428015,37.838402,1261.017891,2.519852,2.504566,2.466843,2.519756,2.471075,2.476274,-0.00021,-0.000975,-0.000235,0,
2910,264.51128,324.649232,305.678457,298.742795,288.521231,265.420985,226.794307,183.573589,82.629629,37.657127,44.046858,282.847285,340.494991,327.191744,316.711252,312.662648,308.301486,288.214133,252.227193,96.380703,47.615019,50.342171,233.132109,299.661922,296.441129,291.955623,285.877697,273.814471,251.601437,96.348316,194.596728,57.100612,54.943938,561.599168,671.197746,659.493532,647.604116,630.263354,593.055326,563.922712,541.029049,478.991954,331.026726,116.983788,249.953785,247.530336,175.757511,114.140493,51.728984,38.030661,1261.024292,2.520309,2.50014,2.467912,2.513194,2.465734,2.395387,-0.00021,-0.000822,6.98E-05,0,
2911,265.384854,325.360786,306.503306,299.384954,288.870083,265.586704,227.15214,181.413459,81.948909,37.636465,44.063434,282.863803,340.292469,327.2446,316.324651,312.348975,307.583972,287.195606,250.443234,95.660488,47.594499,50.395635,233.262329,299.936006,296.38386,292.008988,286.005161,274.016813,251.99311,96.585781,195.453279,57.043389,54.907061,562.351156,671.487694,660.253319,648.037549,630.659556,593.198806,563.743625,541.458544,477.915645,326.346714,117.132786,249.540791,246.8914,174.765349,114.214838,51.839766,38.254643,1261.024292,2.52382,2.510823,2.490042,2.537611,2.430788,2.478563,-0.00021,-0.00128,6.98E-05,0,
2912,265.863526,325.904147,307.416323,299.968294,289.381529,266.214669,227.903982,181.178616,81.649965,37.705566,44.020777,282.451273,340.688163,327.677688,316.355835,312.12348,307.284909,286.746413,250.850436,95.581356,47.551937,50.35317,233.105563,299.893724,296.120383,291.929696,285.925685,273.974135,251.875057,95.733152,194.417275,56.964251,54.864681,562.775526,671.119853,659.741386,647.345907,630.366034,593.910879,564.776994,540.88054,475.003954,323.194445,116.97823,248.821664,246.02107,176.209776,113.986265,51.871179,38.584963,1261.017891,2.510847,2.503955,2.470659,2.522198,2.483436,2.461928,-5.79E-05,-0.000975,-8.28E-05,0,
2913,265.714547,326.0139,307.820382,300.373042,289.713799,266.922508,228.736964,181.560556,81.53991,37.966828,44.095038,282.451273,340.651699,327.677688,316.026124,311.97678,307.211505,286.820367,251.225628,95.434057,47.551937,50.390135,232.954409,299.525627,295.75178,291.708274,285.62976,273.825521,250.749999,94.886303,192.356337,56.890589,54.833305,563.282206,671.378962,659.457354,646.881793,630.083269,595.171826,567.003134,542.031197,473.394529,319.171874,116.64859,248.301373,245.575395,178.009372,114.326361,52.31973,39.112826,1261.024292,2.522751,2.501513,2.47188,2.520366,2.474738,2.478715,-0.00021,-0.001127,-0.000235,0,
2914,265.496605,325.763245,308.04622,300.525684,289.756208,267.151533,229.121137,182.100965,81.875536,37.972382,44.063434,282.049694,340.219536,327.390779,315.665199,311.615462,306.703101,286.345129,249.992844,94.850425,47.520396,50.358669,232.619901,299.49429,295.572943,291.381598,285.561275,273.905355,249.892667,94.155623,190.949714,56.748736,54.907061,564.356522,671.99514,659.963865,646.990136,630.263354,596.499316,568.471812,543.033322,471.528468,315.066864,116.797559,247.625048,245.274491,179.536334,115.07003,52.910259,39.560314,1261.024292,2.511915,2.502429,2.477832,2.516551,2.467566,2.476579,-0.000363,-0.000975,-0.000235,0,
2915,264.963964,325.20355,307.704727,300.293982,289.191425,266.767965,228.958467,181.249324,81.49777,38.11054,44.200897,281.853618,339.807537,327.306816,315.214604,311.201057,306.03138,285.59437,248.367057,94.140088,47.472321,50.458565,232.986577,299.704207,295.746299,291.518253,285.550274,273.894304,249.806451,93.923868,191.091042,56.700944,54.790924,564.888348,672.787237,660.790684,647.996041,631.230513,597.211588,569.182924,544.280604,472.922668,317.370946,120.632395,247.093276,245.118412,180.103295,115.659641,53.384402,40.002064,1261.017891,2.513136,2.506092,2.462417,2.51533,2.4549,2.477342,-0.000516,-0.000822,-8.28E-05,0,
2916,264.87281,325.150644,307.357741,299.909601,288.547175,266.080714,228.487291,179.551849,81.151253,38.205819,44.332823,282.244214,340.265348,327.40014,315.124965,310.927898,305.684544,284.874907,246.095457,93.387682,47.529897,50.368139,233.234227,299.687785,295.803581,291.612509,285.755728,274.137793,250.014855,93.944244,191.074006,56.463483,54.796426,565.574117,672.792646,660.868455,648.10979,631.668165,597.432238,569.403207,544.608045,474.040451,320.82013,123.103342,246.083802,244.409177,180.185349,116.111703,54.09069,40.52927,1261.024292,2.569454,2.53692,2.489126,2.523724,2.456731,2.43522,-0.00021,-0.000669,-8.28E-05,0,
2917,265.709003,325.386496,307.59453,299.889224,288.415927,265.650155,227.860481,177.812286,80.507362,38.297094,44.423635,282.334748,340.755667,327.672251,315.214604,310.944268,305.811088,285.224414,244.118663,92.631538,47.620528,50.34767,233.742249,299.814634,295.930606,291.702785,285.883196,274.005762,250.106642,93.739878,190.785667,56.44308,54.680282,566.249213,673.222288,661.695399,649.007491,632.63551,597.965143,569.684453,544.781645,475.578075,324.987644,123.995141,245.213147,243.951969,180.637796,116.403884,54.601371,40.747201,1261.017891,2.564876,2.535851,2.472948,2.521282,2.474127,2.452923,-0.000363,-0.000822,-0.000388,0,
2918,266.230391,326.22796,307.96184,300.220393,288.63752,265.911024,228.314873,177.583185,80.067223,38.483616,44.534989,282.112699,340.646275,327.635709,315.28789,310.980953,305.700937,285.409398,244.156293,92.447627,47.546427,50.458565,233.742249,299.630586,296.041185,291.850402,286.105122,273.931457,249.543753,93.298357,189.945858,56.44308,54.722666,568.152701,675.403458,664.053705,650.963985,634.118226,598.365237,570.155512,545.288024,477.628618,324.663788,123.589364,244.917799,243.769394,180.070815,116.595551,54.938628,40.864488,1261.024292,2.560297,2.532036,2.505152,2.529828,2.473822,2.450329,-0.00021,-0.000822,-8.28E-05,0,
2919,266.688287,327.701915,308.413485,300.525684,288.943937,266.518274,229.121137,177.823643,79.821395,38.681209,44.546035,281.753593,340.401868,327.463867,315.188864,310.845125,305.638431,285.457395,244.393251,92.348229,47.631549,50.469563,233.413465,299.383852,295.867847,291.824476,285.968173,273.905355,248.841733,92.720722,188.277514,56.45404,54.61202,569.728614,677.108397,666.335113,652.626513,635.019194,598.688216,570.083863,544.930141,478.489686,322.870469,122.953824,244.880176,243.656473,178.543786,116.558327,55.122909,40.901728,1261.024292,2.544882,2.520437,2.4992,2.542495,2.469855,2.484515,-0.000363,-0.000822,-0.000388,0,
2920,266.347644,328.025614,309.069012,300.888105,289.307687,266.997005,229.00195,176.634332,79.229138,38.638363,44.540512,282.636291,340.214111,327.348798,315.110125,310.692919,305.486089,285.266913,243.333893,92.011761,47.663088,50.537989,233.294493,299.267934,295.788642,291.745179,285.814717,273.899829,248.761063,92.347451,187.355597,56.374879,54.6434,570.869447,677.864934,667.380181,653.814075,635.770718,598.503428,570.615891,545.461623,480.852014,324.109425,125.416943,245.025051,243.575574,177.278442,116.776125,55.043697,40.85893,1261.017891,2.539845,2.525321,2.476306,2.530133,2.473975,2.482836,-5.79E-05,-0.000975,-8.28E-05,0,
2921,265.895226,327.764185,309.320572,301.10335,289.560636,267.214941,228.731333,176.323225,78.783604,38.670108,44.609219,283.148769,340.46395,327.708794,315.251247,310.834211,305.774371,285.335406,242.387039,91.638563,47.657578,50.458565,233.515571,299.225644,295.930606,291.66588,285.809217,273.96861,249.018266,92.011004,187.540801,56.369399,54.61202,571.34044,678.305796,668.218854,654.651054,636.497028,598.221693,570.800362,546.755324,483.081115,324.919922,128.532111,245.256375,243.46826,176.139143,117.079535,55.122909,40.864488,1261.024292,2.51802,2.507465,2.469133,2.522503,2.45963,2.486499,-5.79E-05,-0.000975,-8.28E-05,0,
2922,265.820738,327.947038,309.320572,300.992993,289.560636,267.363915,228.61776,176.132337,78.526898,38.819279,44.757667,283.037781,340.937983,328.256894,315.690937,311.23774,306.471923,285.483388,242.349381,91.491486,47.879853,50.569452,233.893357,299.630586,296.225475,291.518253,285.846207,273.745685,249.093343,91.863917,188.113449,56.369399,54.648903,571.841918,678.77757,668.653651,655.229616,636.965675,597.934612,571.588534,548.616249,484.909915,327.04167,131.722323,245.143522,243.957583,175.986488,117.079535,55.27032,40.827246,1261.024292,2.554955,2.517385,2.477374,2.519603,2.465429,2.482836,-0.00021,-0.000975,-8.28E-05,0,
2923,266.012496,328.135321,309.693171,301.219175,289.861462,267.443938,228.699106,175.75625,78.679041,39.011264,44.874513,282.525282,341.19864,328.773837,316.13603,311.573326,306.844464,285.710847,242.618573,91.276353,47.996485,50.537989,234.050075,299.709681,296.37838,291.634463,285.777727,273.491107,249.324142,91.612002,188.0046,56.374879,54.606517,572.015676,678.772155,668.865656,655.441197,637.212658,598.180454,573.159613,550.328659,486.553671,329.595774,131.303547,245.062672,244.365934,176.247941,116.813354,55.37537,40.93341,1261.017891,2.541677,2.528221,2.471269,2.522503,2.471838,2.479936,-0.00021,-0.000975,-8.28E-05,0,
2924,266.18761,328.124449,309.8291,301.428927,290.182693,267.87971,229.407047,175.592196,78.704805,39.261126,45.011889,282.366248,341.078409,328.799501,316.454834,311.782485,306.98036,286.180696,243.36034,90.971305,48.022508,50.563953,233.963289,299.882776,296.441129,291.808011,285.692744,273.703004,249.688288,91.270173,187.649651,56.216547,54.606517,571.979855,678.118941,668.575777,655.622015,637.501081,598.395769,573.840375,551.330673,489.348884,329.083962,130.402413,244.98743,244.855072,176.247941,116.515548,55.485915,41.119589,1261.017891,2.569454,2.542719,2.482716,2.521587,2.473059,2.485278,-5.79E-05,-0.000975,6.98E-05,0,
2925,266.63443,328.563255,310.04936,301.686386,290.551777,268.363705,230.466572,176.241192,79.658327,39.522026,45.160289,282.514269,341.661771,329.457077,316.711252,312.002544,307.347387,286.920299,244.526966,90.934543,48.13362,50.637874,234.152156,300.030004,296.477983,291.844914,286.025649,273.814471,249.725815,90.976081,187.267883,56.327077,54.538252,572.629977,678.269507,668.762355,655.952894,637.975174,598.616442,574.562334,552.015952,491.574819,326.566184,129.694937,244.993042,245.34972,176.329966,116.037277,55.638797,41.236839,1261.024292,2.555871,2.537072,2.477832,2.522656,2.473822,2.486194,-5.79E-05,-0.000975,-8.28E-05,0,
2926,266.740581,328.850337,310.337561,301.90158,290.84152,268.990938,231.179671,177.151825,80.459773,39.814579,45.303154,282.989773,342.349022,330.182188,317.145342,312.583854,307.855703,287.35847,245.27373,90.965836,48.276249,50.632376,234.335392,300.318967,296.767322,292.060839,286.389999,274.329059,250.245562,91.044133,188.102089,56.321598,54.601014,573.299906,678.76674,669.367574,656.954839,639.262558,600.041302,575.590779,553.114639,493.962239,324.652873,129.271039,245.09468,245.902648,175.975097,115.579681,55.664642,41.449083,1261.011491,2.516189,2.506397,2.480885,2.522656,2.469702,2.48192,-0.00021,-0.000822,-8.28E-05,0,
2927,266.60274,328.641821,310.458593,302.317033,291.037004,269.374148,231.531299,177.16318,80.690761,40.04919,45.425468,283.407724,342.833756,330.813939,317.961941,313.144776,308.380329,287.702167,246.600959,91.491486,48.435383,50.754245,234.422164,300.550722,297.036222,292.293209,286.659859,274.897247,251.081994,91.091831,188.647913,56.40624,54.569633,573.985889,679.60693,670.170292,657.719892,640.638464,602.810667,576.706982,554.336713,494.25379,326.048616,128.826526,245.213147,246.359478,177.163936,115.250444,55.817509,41.566299,1261.017891,2.548087,2.516469,2.493247,2.519909,2.469855,2.481005,-0.00021,-0.000669,-8.28E-05,0,
2928,266.86335,328.861207,310.60541,302.574426,291.258394,269.746229,231.796007,177.239543,80.764122,40.235424,45.536735,283.074778,343.052463,331.215649,318.474584,313.731373,309.040702,288.810895,247.916265,91.785648,48.472411,50.86511,234.459932,300.661121,297.220453,292.367004,287.066595,275.268605,251.457021,91.900688,188.724264,56.369399,54.61202,575.209273,680.483552,671.081873,658.340319,641.906418,605.437134,577.644064,555.845087,496.083008,329.089415,128.41962,245.218758,246.703444,178.085715,115.181607,55.933527,41.795144,1261.024292,2.59189,2.537225,2.475543,2.517619,2.46726,2.4807,-0.00021,-0.000822,6.98E-05,0,
2929,267.086707,329.336512,311.045827,303.015624,291.590448,270.118252,232.438759,177.735919,81.351034,40.458866,45.647991,283.629665,343.562749,331.507783,318.767496,314.097953,309.407526,289.365096,249.305928,91.859194,48.694555,51.012918,234.72429,300.881908,297.515201,292.73595,287.288426,275.825538,251.644511,93.004051,189.029668,56.40624,54.648903,576.248246,681.609066,671.698153,659.100151,642.664075,607.448318,578.540008,556.954479,497.155235,331.538352,128.007215,245.105903,247.041753,178.696481,114.995648,55.970365,42.130001,1261.024292,2.580291,2.54745,2.505915,2.529523,2.470007,2.464827,-5.79E-05,-0.000822,5.000926,0,
2930,267.166696,329.341947,311.16138,303.315193,291.891064,270.607329,233.427103,179.269049,81.98014,40.687805,45.838915,283.857092,343.932635,332.17046,319.688167,314.909766,310.256544,290.367878,251.075559,93.63035,48.81112,51.018415,234.767671,300.997768,297.668042,292.962782,287.552703,276.35075,252.17498,93.414204,189.798842,56.4854,54.648903,576.71401,682.299013,672.133215,659.498196,643.097061,608.238541,579.722723,558.42176,497.262429,335.994822,127.782308,245.18114,247.417595,177.933029,114.809709,56.117709,42.39038,1261.024292,2.525041,2.511281,2.484242,2.533033,2.477943,2.479936,-5.79E-05,-0.000975,0.008006,0,
2931,267.347264,329.592427,311.192621,303.19944,291.996241,270.75056,234.101611,180.523657,82.414944,40.942841,45.907553,284.221418,344.473873,332.457112,320.048759,315.234144,310.727799,290.879365,252.870181,98.671299,48.990694,51.123764,235.139655,300.918704,297.662564,292.809734,287.732035,276.233877,252.206892,93.187989,189.678639,56.516759,54.717163,577.17444,682.51149,672.236577,659.348053,642.586531,607.873982,579.681535,558.70272,498.578707,338.106823,127.177105,245.401227,247.862921,179.454284,114.952908,56.296376,42.459213,1261.017891,2.514052,2.509755,2.47829,2.530133,2.479469,2.473069,-5.79E-05,-0.000822,0.00068,0,
2932,267.820002,329.910576,311.401891,303.262027,292.022153,270.776685,234.24149,180.894225,82.660864,41.080639,46.081891,283.98852,344.681683,332.884347,320.550273,315.846185,311.156877,291.348356,254.433069,100.504878,49.20175,51.186665,235.279448,301.018147,297.946317,292.724978,287.721043,276.371308,252.570586,93.250621,190.163541,56.505801,54.722666,577.860554,682.444276,672.024447,658.91923,641.942495,607.340565,580.15282,559.495399,498.512618,337.418705,126.620747,245.030663,248.206666,181.139832,115.888434,57.111993,42.501954,1261.024292,2.548392,2.521811,2.479053,2.534712,2.458257,2.477495,-0.000363,-0.001127,0.000375,0,
2933,268.234848,329.989122,311.810981,303.708604,292.433373,271.154081,234.473763,181.09087,82.84978,41.272246,46.272751,283.809098,345.124383,333.145319,320.702108,315.924916,311.272323,291.538427,255.000534,100.252035,49.281268,51.266051,235.360573,301.317966,298.246474,292.95181,287.948317,276.265475,252.91347,93.734404,190.703643,56.584956,54.722666,579.043002,682.880088,672.278243,658.883046,641.68996,607.484236,581.622403,560.926947,499.761998,342.490844,126.508379,244.541546,248.507195,183.316229,117.154006,57.774575,42.650702,1261.024292,2.56686,2.542719,2.500268,2.549362,2.468786,2.457807,-5.79E-05,-0.001127,-8.28E-05,0,
2934,268.389207,330.506311,312.109963,303.934605,292.733903,271.754474,234.592701,181.478488,82.818545,41.352202,46.315332,283.703641,345.530617,333.661796,320.744149,315.967007,311.314442,291.691573,254.743904,99.74095,49.471788,51.382375,235.554951,301.617759,298.620262,293.363054,287.842926,276.308113,253.143889,94.439108,191.930798,56.664108,54.833305,579.867179,683.388581,672.822132,659.208706,641.762112,608.454067,582.805333,561.463788,502.673201,346.246707,126.58329,244.391028,249.033027,184.99636,118.867736,58.105788,42.836612,1261.024292,2.568691,2.546687,2.495537,2.540663,2.468634,2.456128,-0.00021,-0.000975,-8.28E-05,0,
2935,268.612421,330.689069,312.47684,304.265378,293.139539,272.237693,234.743787,181.822239,82.671777,41.314993,46.38946,284.073492,345.749233,334.0268,321.073508,316.076925,311.49775,292.023775,255.492968,99.59338,49.471788,51.456256,235.7437,301.985624,298.841228,293.805636,288.138614,276.901924,253.518582,95.212166,193.228508,56.811446,54.912564,580.732578,683.938868,673.226426,659.793097,642.561216,609.932325,582.667291,561.576499,504.869221,347.637257,128.425215,244.735293,249.78961,187.255004,120.663374,58.000883,42.953693,1261.030693,2.583801,2.547297,2.510036,2.568591,2.468634,2.471695,-5.79E-05,-0.000975,-8.28E-05,0,
2936,268.57522,331.237307,313.063773,304.632868,293.3239,272.460685,234.517155,181.975019,82.304876,41.277783,46.648875,284.517246,346.259307,334.68375,321.768743,316.663108,312.120932,292.35594,256.803247,100.626583,49.656782,51.530133,235.856942,302.132758,299.172649,294.211279,288.729898,277.495596,253.556048,95.543551,193.877313,56.737778,54.943938,581.300624,684.042427,673.402337,660.004837,643.169228,610.789257,581.945012,561.678525,505.402455,349.125963,129.619893,245.331608,250.759924,188.585772,122.561805,57.884985,42.948145,1261.024292,2.573422,2.554318,2.508815,2.55272,2.470618,2.479173,-0.00021,-0.000669,-8.28E-05,0,
2937,268.57522,331.785489,313.980685,305.073804,293.803188,272.943764,234.819326,182.547954,81.754565,41.240572,46.722984,285.441501,346.769342,335.085182,322.207785,317.175952,312.634068,292.872567,258.486802,103.544486,49.767767,51.604007,236.007923,302.537346,299.430398,294.432516,288.914649,277.903665,253.668442,95.469906,193.953641,56.921942,55.054564,582.519149,684.58736,673.764996,660.36675,643.710505,611.32823,581.12058,560.926947,506.659029,351.202636,130.445553,246.083802,251.697916,189.425811,124.094005,57.66416,42.910969,1261.024292,2.560755,2.530357,2.488363,2.540969,2.476722,2.478715,9.47E-05,-0.000822,6.98E-05,0,
2938,268.803954,331.717833,314.426181,305.483413,294.140442,273.395125,235.504696,183.775936,82.236955,41.24611,46.876703,286.555692,347.503313,335.564995,322.798554,317.877305,313.299171,293.505264,259.987828,105.251003,49.884245,51.683372,236.202252,302.91058,299.840864,294.548612,289.141828,278.094646,253.823865,95.733152,194.760728,56.890589,55.049062,583.33815,685.453945,674.484973,660.976653,644.715622,611.286937,580.864327,560.70687,506.833168,352.945494,131.566462,246.717371,252.442444,189.801941,125.397476,57.511435,42.793884,1261.017891,2.530535,2.519217,2.492484,2.549973,2.482215,2.471085,9.47E-05,-0.000822,6.98E-05,0,
2939,268.867275,331.8166,314.525281,305.582696,294.42435,273.755541,236.248533,184.757726,83.987369,41.272246,47.013868,287.468269,348.184528,336.174427,323.555802,318.781907,314.204265,294.527065,261.695316,107.053608,50.021199,51.74625,236.417463,303.08351,300.161237,294.832593,289.426396,278.194886,254.22476,96.164145,195.512563,57.026955,55.128311,584.56218,686.694954,675.360974,662.03183,645.984351,612.657835,581.156424,560.246957,507.448776,355.936565,134.05287,247.174057,253.010469,191.602135,126.900337,57.737771,42.873791,1261.024292,2.522751,2.502124,2.458602,2.53639,2.483589,2.492146,-0.00021,-0.00128,-8.28E-05,0,
