Time,GC_1_0mBC,GC_1_0-3mBC,GC_1_0-61mBC,GC_1_0-91mBC,GC_1_1-22mBC,GC_1_1-52mBC,GC_1_1-83mBC,GC_1_2-13mBC,GC_1_2-44mBC,GC_1_2-74mBC,GC_1_3-05mBC,GC_2_0mBC,GC_2_0-3mBC,GC_2_0-61mBC,GC_2_0-91mBC,GC_2_1-22mBC,GC_2_1-52mBC,GC_2_1-83mBC,GC_2_2-13mBC,GC_2_2-44mBC,GC_2_2-74mBC,GC_2_3-05mBC,GC_3_0mBC,GC_3_0-3mBC,GC_3_0-61mBC,GC_3_0-91mBC,GC_3_1-22mBC,GC_3_1-52mBC,GC_3_1-83mBC,GC_3_2-13mBC,GC_3_2-44mBC,GC_3_2-74mBC,GC_3_3-05mBC,GC_4_0mBC,GC_4_0-3mBC,GC_4_0-61mBC,GC_4_0-91mBC,GC_4_1-22mBC,GC_4_1-52mBC,GC_4_1-83mBC,GC_4_2-13mBC,GC_4_2-44mBC,GC_4_2-74mBC,GC_4_3-05mBC,GC_5_0-15mBS,GC_5_0-3mBS,GC_5_0-61mBS,GC_5_0-91mBS,GC_5_1-22mBS,GC_5_1-52mBS,GC_8_0-15mAF,BDP5_SED_0-15mBS,BDP5_SED_0-3mBS,BDP5_SED_0-61mBS,BDP5_SED_0-91mBS,BDP5_SED_1-22mBS,BDP5_SED_1-52mBS,HF_GC8_0-15mAF,RAD_GC8_0-15mAF,EVENT,Untitled,Comment
1171,331.868134,363.677853,352.010006,339.873056,321.634633,289.97951,236.631289,164.269969,91.486796,70.255843,51.015894,336.838563,377.411839,360.797582,347.902613,339.57854,328.440092,298.843387,180.795822,99.815339,52.059324,59.528008,295.136331,341.522581,338.230386,334.549849,327.634297,312.635018,267.936049,109.546271,173.725205,88.012044,90.59702,734.075083,399.548091,753.28946,744.956853,721.963589,680.208791,635.731634,588.494797,509.488871,260.57966,1265.644218,104.632936,81.383935,63.250752,49.498385,42.387812,37.652186,1264.280334,2.521988,2.495562,2.463333,2.503427,2.460393,2.469559,-5.79E-05,-0.00128,6.98E-05,0,
1172,332.196581,364.477831,352.59264,340.492978,322.366323,291.012994,237.423743,164.117599,91.376466,70.402462,51.754557,337.495031,378.354752,361.778964,348.521725,340.19851,329.316573,300.095283,180.948593,99.88913,51.985446,59.601566,295.725972,342.652964,339.142657,335.170479,328.073049,312.891761,268.978419,109.360888,173.229353,87.828381,90.418808,735.879185,399.445183,755.912492,747.428499,724.568984,681.92105,637.900368,591.116562,513.656347,262.303967,1265.650803,104.712612,81.059316,62.925771,49.356114,42.281951,37.583212,1264.286915,2.493906,2.494493,2.46257,2.496254,2.461156,2.470474,9.47E-05,-0.000975,-0.000235,0,
1173,332.519434,365.090387,353.169669,340.852042,322.909431,292.114259,238.964429,163.768976,91.260526,70.506826,52.561052,337.890601,379.110703,362.500277,349.42652,340.958704,330.150821,301.745858,184.456808,99.95729,52.053686,59.559172,296.383559,343.704674,340.012742,335.821973,328.213712,313.216238,269.940248,109.392302,173.833813,87.93297,89.53088,737.782907,399.258899,758.599533,749.927032,727.494401,684.131362,639.445561,592.831647,516.484289,264.687229,1265.644218,104.706945,80.540023,62.699715,49.05452,42.164682,37.428082,1264.280334,2.504589,2.495562,2.467454,2.504953,2.459325,2.466354,0.000247,-0.001127,-8.28E-05,0,
1174,332.853416,365.532209,353.794169,341.295137,323.573363,292.857591,240.251858,164.53663,91.33969,70.732346,53.341525,338.552523,380.638947,363.668649,350.269498,341.693479,330.777053,302.818362,187.900503,99.852234,52.059324,59.601566,296.831245,344.512191,340.893838,336.338544,328.255851,313.588554,270.355142,109.323814,174.488122,88.012044,88.9852,739.845626,399.192136,761.631764,752.622499,730.579538,687.044381,641.002152,594.199434,519.609286,268.160112,1265.650803,104.712612,79.958626,62.374673,48.838206,42.021606,37.359095,1264.286915,2.515273,2.491899,2.468827,2.51182,2.450779,2.467117,-5.79E-05,-0.001127,-0.000388,0,
1175,333.108831,366.041163,354.158227,341.732636,324.158485,293.484493,241.269176,166.365638,91.33969,70.95226,54.079134,338.953592,381.943843,364.794951,351.143216,342.568417,331.835654,304.39969,189.810348,99.74155,52.170134,59.601566,297.273245,345.350491,341.477454,336.849499,328.475205,313.625224,270.317944,109.397963,175.212967,88.085512,89.462997,742.675616,399.083684,765.621098,755.977795,733.220724,689.844305,643.455728,596.60175,522.548757,271.659462,1265.650803,104.712612,79.555076,62.080711,48.653194,41.947211,37.284379,1264.286915,2.504131,2.485947,2.466538,2.515025,2.453679,2.462843,9.47E-05,-0.001127,-0.000235,0,
1176,333.400719,366.586429,354.413057,342.060739,324.853227,294.406169,242.022468,168.271677,91.192591,71.135519,54.742714,339.026511,382.813629,365.775777,352.162413,343.370337,332.529109,305.245223,191.872802,99.520199,52.244004,59.601566,297.788834,346.152242,342.133959,337.615849,328.767663,313.441871,270.50393,109.323814,176.090498,87.975311,91.001515,745.501701,399.041995,770.496113,760.326663,736.114775,692.130684,645.327073,599.286011,524.299464,273.475901,1265.644218,104.89198,79.91632,62.662976,48.573511,41.978708,37.278654,1264.280334,2.512526,2.489152,2.467606,2.510294,2.473975,2.460402,9.47E-05,-0.000975,-8.28E-05,0,
1177,333.911487,367.422422,355.06829,342.607541,325.401637,295.253864,242.700229,168.95804,91.155817,71.282123,55.221812,339.682741,383.502126,366.320621,352.526376,344.02638,333.550885,306.825462,195.042295,99.409533,52.096262,59.601566,298.19388,347.026769,342.863328,338.126695,328.913886,313.588554,270.578321,109.249667,176.548377,88.232452,90.602652,747.788686,398.866774,774.499041,763.988929,739.572983,693.409998,647.282229,600.833932,525.738421,275.116645,1265.650803,105.230758,81.462944,63.146181,48.653194,42.170382,37.471159,1264.286915,2.498026,2.497393,2.465622,2.510447,2.459783,2.475511,-5.79E-05,-0.000975,-8.28E-05,0,
1178,334.568122,367.931238,355.46868,343.117847,326.023095,296.101325,243.377797,168.95804,91.192591,71.428724,55.774463,340.448254,384.154318,366.683826,353.03589,344.536588,334.608958,308.221381,199.317559,99.077566,52.096262,59.711898,298.70932,347.90118,343.337373,338.601012,329.35253,313.625224,270.578321,109.212595,177.273398,88.232452,91.853095,750.071169,398.902926,777.832845,767.759464,741.851621,693.919582,648.979604,603.811806,527.816707,276.416489,1265.650803,105.526904,82.784083,63.623682,48.986199,42.319139,37.583212,1264.286915,2.510694,2.495409,2.463333,2.493812,2.458409,2.456739,-5.79E-05,-0.001127,-8.28E-05,0,
1179,335.000264,368.180087,355.936285,343.658993,326.602346,296.721937,244.350424,169.905658,91.223752,71.459776,56.321328,341.35389,385.018274,367.440952,353.976477,345.405576,335.405932,309.060421,201.868061,98.776897,52.164497,59.632729,299.108631,348.806344,344.06104,339.033243,330.224132,314.426284,270.758609,109.28108,178.145298,88.337053,93.104094,751.691686,398.758316,780.019704,770.200916,744.425622,694.46562,651.327778,605.857355,530.503756,277.864096,1265.650803,105.823096,83.51818,63.586954,49.356114,42.430695,37.732599,1264.286915,2.504589,2.497545,2.468522,2.481909,2.449711,2.44804,-5.79E-05,-0.001127,0.000222,0,
1180,335.370573,368.440017,356.342179,344.284107,327.375415,297.280018,245.070873,171.24658,91.192591,71.575324,56.879283,341.906113,385.85695,368.136461,354.964429,346.504163,336.396295,309.910477,205.534719,98.635023,52.31787,59.748675,299.629543,349.467549,344.868664,339.586015,330.997122,315.275033,271.470829,109.249667,178.265617,88.379398,94.330142,753.729432,398.769393,782.738345,773.210413,747.012333,695.7875,653.290303,608.416922,532.95065,278.506208,1265.663974,106.167712,83.823093,63.708393,49.515389,42.404909,37.706699,1264.300078,2.506115,2.489457,2.466538,2.515483,2.47489,2.473221,-5.79E-05,-0.000975,-8.28E-05,0,
1181,335.813798,368.808952,356.638875,344.617643,328.294522,297.727535,245.264659,172.397023,91.198204,71.654221,57.400275,341.984563,386.514431,368.977133,355.879486,347.529717,337.350026,310.760345,209.160566,98.530032,52.618936,59.75429,300.076776,349.98301,345.384577,340.284637,331.696931,315.757116,272.331516,109.255328,178.271445,88.421744,94.392502,755.30309,398.722163,784.804925,775.273057,749.062447,697.524496,655.122832,610.739708,535.769288,279.681719,1265.650803,106.786043,84.325809,64.174556,49.467069,42.50506,37.732599,1264.286915,2.516494,2.492814,2.463486,2.490455,2.459478,2.466811,9.47E-05,-0.000669,6.98E-05,0,
1182,336.142017,369.172323,356.930004,345.018476,328.769492,298.022098,245.490292,173.274708,91.161431,71.69087,57.731516,342.20321,387.057671,369.81216,356.316005,348.112499,338.188657,311.567732,212.206646,98.530032,52.840473,59.791066,300.444742,350.602125,345.821988,340.758788,332.28148,316.013665,272.331516,109.329475,178.653092,88.53196,94.171586,757.257391,398.613702,787.403741,778.497064,751.677325,700.184284,657.183977,614.079861,538.956697,281.275723,1265.650803,107.452989,84.766391,64.578471,49.725934,42.616598,37.807284,1264.286915,2.503673,2.489152,2.462722,2.499917,2.457189,2.465285,0.000247,-0.001127,-8.28E-05,0,
1183,336.42818,369.348458,357.070011,345.231539,329.165778,298.12693,245.860561,174.45203,91.045499,71.868516,58.241055,342.853541,388.066066,370.387446,356.71057,348.325468,338.620588,312.002455,213.761036,98.524401,52.834838,59.822226,300.91742,351.069969,346.508933,341.263804,333.043032,316.337897,272.734655,109.323814,179.219758,88.56309,93.945051,758.579671,398.427392,788.698038,779.603659,754.140615,702.766948,659.457355,614.936534,542.138294,284.34413,1265.644218,108.003284,84.87092,64.132207,49.683289,42.573722,37.838904,1264.280334,2.504131,2.49373,2.457075,2.507395,2.453374,2.466201,9.47E-05,-0.000975,-8.28E-05,0,
1184,336.792828,369.530132,357.033621,345.413721,329.238841,298.274197,246.198917,175.368145,91.119044,71.978462,58.682523,343.072158,388.790197,371.294894,357.183408,348.616831,338.657045,312.222598,212.695605,98.340044,52.724073,59.859001,301.358863,351.434103,347.092042,341.51908,333.481343,316.997471,273.552078,109.360888,179.296092,88.63657,95.534211,760.873229,398.469085,791.788099,782.873622,757.022231,705.471553,661.959844,617.529092,544.900941,285.571043,1265.650803,108.231397,84.619525,63.807317,49.614997,42.50506,37.807284,1264.286915,2.510389,2.50075,2.468827,2.508005,2.462835,2.473069,0.0004,-0.001127,-8.28E-05,0,
1185,336.93311,369.960587,357.319182,345.69964,329.415916,298.599901,246.606661,173.98819,91.113431,72.119456,59.044728,342.993721,389.327714,371.652298,357.468817,349.048292,338.90667,312.510505,211.319515,98.039476,52.792281,59.926934,301.610729,351.79266,347.487338,341.659382,333.877525,317.871156,274.772037,109.318153,178.946763,88.741183,94.619078,762.244801,398.221535,793.838858,784.735093,758.983109,707.082654,664.065084,618.648714,547.197989,286.464543,1265.657389,108.533699,84.441573,64.327066,49.583685,42.473577,37.738321,1264.293496,2.488869,2.465497,2.447765,2.510599,2.449864,2.459181,9.47E-05,-0.000975,-8.28E-05,0,
1186,337.480027,371.014137,357.901373,345.88181,329.890785,299.262448,247.395833,172.194592,91.076659,72.119456,59.522809,343.248768,389.617317,371.870057,357.796135,349.5217,339.526379,312.657249,209.529825,97.523426,52.866122,59.963707,301.684291,352.047529,347.778856,342.024036,334.279253,318.640378,275.95995,109.318153,178.221626,88.777925,94.287682,763.943548,398.221535,796.368632,787.371663,760.902269,708.579164,665.404937,620.769536,550.169772,288.867669,1265.657389,108.904547,84.661865,64.106738,49.620665,42.362025,37.738321,1264.293496,2.501079,2.482437,2.460738,2.510142,2.461919,2.479936,9.47E-05,-0.001127,-8.28E-05,0,
1187,338.14183,371.637202,358.307153,346.39742,330.334664,299.783287,248.152911,172.543832,91.229365,72.344938,59.859345,343.6551,389.984829,372.311094,358.347182,350.000633,339.96935,313.066367,208.621457,97.160517,52.982513,60.042866,302.094471,352.453575,347.930171,342.357772,334.650007,319.085462,276.188286,109.027246,177.693171,88.820275,94.403783,765.907257,398.154761,799.426908,790.052682,763.492702,710.66602,666.786871,622.50087,553.254409,291.975897,1265.663974,109.058589,84.226916,63.377832,49.589353,42.330538,37.669354,1264.300078,2.512526,2.484573,2.457839,2.51533,2.462377,2.468643,-0.00021,-0.000975,-0.000235,0,
1188,338.76154,372.073067,358.634596,346.980283,330.845972,300.519175,249.354558,173.803183,91.155817,72.454879,60.22698,343.618667,390.021026,372.202223,358.710822,350.510383,340.406723,313.286452,207.821392,96.939424,52.982513,60.079637,302.131247,352.744825,348.039484,342.467158,334.869105,319.63477,276.039841,108.804852,177.616847,88.783533,94.545431,767.490831,398.004594,801.954239,792.240495,765.814614,712.742563,668.665327,624.257521,555.791027,293.741668,1265.657389,108.978726,83.450388,62.968136,49.398768,42.101696,37.551586,1264.293496,2.511305,2.475417,2.446239,2.5077,2.463293,2.465438,-5.79E-05,-0.000975,-0.000388,0,
1189,339.484962,372.503364,358.992851,347.375411,331.13255,301.249283,250.062014,174.217194,91.039886,72.595868,60.588947,343.467372,389.87071,372.269263,358.59618,350.541234,340.255369,313.794339,206.824821,96.712726,52.976878,60.147564,302.125633,352.812079,348.143235,342.753281,335.192164,319.995349,275.95995,108.688007,177.15309,88.777925,94.582254,769.413451,397.859962,804.526042,794.769973,768.106419,714.533174,670.477452,626.52374,558.082544,295.770147,1265.657389,108.830371,82.679598,62.564014,49.176838,41.915713,37.439529,1264.293496,2.495584,2.497545,2.468064,2.492439,2.461461,2.468185,-5.79E-05,-0.000975,-0.000388,0,
1190,340.219432,372.835764,359.507701,347.818059,331.430265,301.953687,250.518062,174.223019,91.082271,72.748051,60.888585,343.764396,390.129617,372.673986,358.747185,350.583202,340.406723,313.983307,206.297066,96.4973,53.09326,60.153178,302.204798,353.036063,348.403849,343.305724,335.56286,320.623354,276.448043,108.693666,176.777325,88.746792,94.398143,771.003935,397.859962,806.353327,796.556373,770.288421,716.361002,671.419985,628.142877,560.982847,298.460444,1265.657389,108.607863,81.762126,62.380303,49.028865,41.804109,37.327462,1264.293496,2.501079,2.494493,2.461044,2.488471,2.462987,2.462386,0.000247,-0.000975,6.98E-05,0,
1191,340.80806,373.240779,360.058888,348.442778,331.983557,302.510873,251.236615,175.412145,91.308528,72.82694,61.26168,344.170695,390.569487,373.151258,359.079995,350.770803,341.104734,314.685639,205.273687,96.429246,53.283457,60.232331,302.283962,353.332845,348.773755,343.530027,335.568431,320.995029,276.824743,108.662264,176.363418,88.825885,91.606876,771.786558,397.576227,807.254321,796.934333,772.03306,717.97566,672.622055,628.220362,564.032037,301.338155,1265.663974,108.465218,81.180634,62.275702,48.849548,41.586572,37.109018,1264.300078,2.507031,2.479537,2.43815,2.496712,2.459325,2.457807,-0.00021,-0.001127,-0.000388,0,
1192,341.197749,373.374956,360.375147,348.832259,332.374032,302.573182,251.525237,176.354894,91.260526,72.962328,61.544407,344.815263,390.775597,373.321603,359.359775,350.978131,341.421574,315.261083,204.499545,96.270646,53.235279,60.294639,302.162409,353.576545,349.272686,343.883445,335.922389,321.020462,276.51659,108.650946,175.817588,89.035127,91.638024,772.89106,397.426045,808.629194,798.343508,773.767041,719.945535,674.030894,629.762361,567.213748,301.958152,1265.657389,108.496618,80.698022,62.306816,48.69587,41.469233,37.065926,1264.293496,2.489937,2.487778,2.461959,2.523571,2.448643,2.459028,0.0004,-0.000975,-8.28E-05,0,
1193,341.385498,373.562064,360.671673,349.238397,332.708187,302.725863,251.75599,177.009773,91.266139,73.041217,61.843935,345.330765,391.21542,373.617415,359.728914,351.238532,341.53646,315.266678,203.361396,96.349944,53.056345,60.373787,302.168023,353.873304,349.606114,344.36289,336.366051,321.611725,276.410937,108.656605,175.28927,89.077481,91.227806,773.847762,397.312021,809.70587,799.231649,774.983233,721.403765,675.367527,631.016686,570.288339,302.320484,1265.650803,108.416781,80.435573,62.521643,48.690198,41.46353,36.985464,1264.286915,2.503979,2.484268,2.45616,2.492897,2.464361,2.474442,-5.79E-05,-0.000975,-0.000235,0,
1194,341.755415,373.749167,360.931816,349.389615,333.005817,302.69471,251.424164,177.053781,91.345304,73.266685,62.180165,345.409173,391.546649,374.022059,360.13439,351.571732,341.505586,315.162285,202.146722,96.355569,52.877393,60.416167,302.467829,353.988057,349.975954,344.769402,336.992194,322.23951,276.416602,108.625204,175.066188,89.156582,90.497977,774.778987,397.209074,810.607566,800.056871,776.359274,722.47093,677.005912,632.066235,572.872776,304.202128,1265.657389,108.57078,80.221059,62.417046,48.69587,41.394803,36.804328,1264.293496,2.509321,2.499224,2.465622,2.505258,2.453221,2.460707,-0.00021,-0.001127,-0.000388,0,
1195,341.906716,373.936265,361.191951,349.613657,333.376438,302.773856,250.904715,177.212334,91.461247,73.528796,62.406166,345.305469,391.660738,374.680627,360.358072,351.832111,341.69335,314.911232,201.580349,96.140177,53.067615,60.532077,302.767609,354.430387,350.272923,345.102996,337.618272,323.01358,276.682,108.445573,174.766814,89.235684,89.915367,775.932617,397.106126,811.621487,800.994037,777.513423,723.465097,678.136588,633.368003,575.529159,306.340034,1265.663974,108.724794,79.969864,62.496161,48.701541,41.326074,36.810056,1264.300078,2.514662,2.489915,2.457839,2.493812,2.461004,2.476426,-5.79E-05,-0.000822,-0.000235,0,
1196,342.265471,374.221207,361.768272,350.154271,333.84539,303.246162,251.086565,177.473782,91.565967,73.70642,62.767836,345.809807,392.306556,375.291778,360.970521,352.190567,342.0886,315.088959,202.566296,95.987219,53.098895,60.59999,303.092902,354.861577,350.777301,345.389001,337.831688,323.337307,276.898943,108.254644,174.570244,89.413813,87.851743,776.519553,396.919768,812.250682,801.28644,778.508274,724.5215,679.61944,634.046709,578.712372,308.06136,1265.657389,108.978726,79.817497,62.600755,48.658865,41.208708,36.692196,1264.293496,2.519394,2.489304,2.46608,2.502053,2.465429,2.470474,0.000247,-0.000975,-8.28E-05,0,
1197,342.484054,374.765828,362.27737,350.663994,334.392871,303.871035,251.424164,178.275649,91.639525,73.962928,63.061627,346.574586,392.813108,375.980954,361.624816,352.954934,342.671559,315.675535,204.663693,95.839895,53.246547,60.636753,303.239961,355.298296,351.43288,345.789886,338.160154,323.703184,276.713438,108.069393,174.074333,89.450563,86.755376,777.303149,396.744486,813.115556,802.372968,779.848341,725.369564,680.78697,635.456896,582.086317,311.371691,1265.663974,109.095681,79.713057,62.385934,48.627532,41.177191,36.697924,1264.300078,2.500621,2.502276,2.464707,2.50068,2.461919,2.472,0.000247,-0.000822,-0.000235,0,
1198,342.629771,375.274101,362.786431,351.028059,334.903805,304.606035,251.949222,178.81026,91.786647,74.146146,63.281952,347.266452,393.609033,376.923922,362.460771,353.792001,343.618754,316.518596,207.751003,95.950387,53.320368,60.636753,303.607582,355.734988,351.869897,346.190747,338.671065,324.544594,277.232817,108.069393,174.303211,89.560812,87.778266,778.520198,396.70278,814.3802,803.783916,780.584164,725.547114,682.125242,637.973273,585.449982,314.924695,1265.657389,109.20128,79.340584,62.123089,48.547847,41.097037,36.654816,1264.293496,2.496042,2.509907,2.458296,2.5048,2.458867,2.458112,9.47E-05,-0.00128,-0.000235,0,
1199,343.066904,376.072738,363.513598,351.646924,335.378204,305.598042,252.924013,179.421272,91.97056,74.18279,63.575693,348.140286,394.983568,377.903018,363.478322,355.101991,345.112125,317.911116,211.902143,95.987219,53.431093,60.710277,303.975163,356.026101,352.270472,346.628023,339.254911,325.349285,278.345415,108.106441,173.959897,89.597563,88.775961,779.823074,396.672155,815.91834,805.50515,781.47981,725.662626,683.29331,639.888842,588.466859,317.78966,1265.663974,109.095681,78.905994,61.908232,48.442492,40.916602,36.58578,1264.300078,2.515578,2.494035,2.462875,2.501138,2.461614,2.465438,0.000247,-0.001127,-8.28E-05,0,
1200,343.467582,377.270517,364.422452,352.447726,335.962026,306.479594,253.860925,180.452419,92.044128,74.402651,63.90612,349.050408,395.923859,378.700693,364.314057,356.011561,346.241031,319.522953,216.276976,95.987219,53.431093,60.85732,304.232448,356.535519,352.598197,346.664461,339.546812,325.897864,278.753246,108.143491,173.31146,89.634314,90.314139,781.263295,396.666614,817.707359,807.663461,782.58684,727.049303,684.632202,642.442895,590.756199,319.469449,1265.657389,109.052907,78.386821,61.53508,48.362796,40.873663,36.617434,1264.293496,2.505963,2.497698,2.463791,2.484808,2.45612,2.469253,-5.79E-05,-0.000975,-0.000235,0,
1201,343.946644,378.074453,365.009604,353.144809,336.624327,307.47669,254.466067,180.64921,92.417617,74.738037,64.278828,349.638382,396.36331,379.358801,365.2279,356.635555,347.120452,320.590571,217.61317,96.177011,53.547444,60.973209,304.899559,357.123219,352.967876,346.852211,339.844268,325.940015,279.611433,108.149149,173.736855,89.786935,92.000242,782.518528,396.624908,819.609372,809.822857,784.584745,728.069845,686.080481,644.492945,592.400365,320.672541,1265.650803,109.047227,77.904349,61.345669,48.209065,40.830723,36.499554,1264.286915,2.509778,2.494646,2.466996,2.461917,2.454137,2.452313,9.47E-05,-0.000975,-8.28E-05,0,
1202,344.086764,378.576939,365.403881,353.685145,337.238934,308.168637,254.273046,180.64338,92.816718,74.952298,64.640282,350.360769,397.153248,380.078269,365.621966,357.066514,347.588183,321.390495,218.747285,96.318731,53.504906,60.930837,305.518585,357.808902,353.617689,347.502486,340.531878,326.226982,280.346875,108.254644,174.417652,89.818077,93.067292,783.520099,396.552576,820.694547,811.466082,786.180848,729.022903,688.116527,646.621319,594.30133,321.07537,1265.650803,109.084319,77.42751,61.161877,48.06099,40.719016,36.499554,1264.286915,2.489174,2.493425,2.461959,2.480993,2.454747,2.467269,9.47E-05,-0.00128,-8.28E-05,0,
1203,344.414542,378.976072,365.694649,354.121829,337.786095,308.60913,254.19812,180.528803,92.853513,75.135513,64.970604,350.433559,397.767848,380.730704,366.348476,357.648489,348.461865,322.598503,219.544988,96.466085,53.504906,61.077867,305.812494,358.390943,354.309401,348.231119,341.152025,326.446382,281.56923,108.365804,175.028038,89.92834,93.067292,783.854006,396.407909,821.293382,812.400014,787.703254,730.672877,689.134844,646.909965,595.556849,321.771083,1265.650803,109.195599,77.060719,61.088357,47.949924,40.644538,36.499554,1264.286915,2.514205,2.492509,2.465012,2.49366,2.461614,2.469864,9.47E-05,-0.001127,6.98E-05,0,
1204,345.173729,379.913847,366.125231,354.589316,338.437055,309.043968,254.64192,180.866707,92.921489,75.166559,65.331988,350.864727,398.232275,380.942633,366.887764,358.261233,349.329875,323.068714,220.336695,96.644665,53.573082,61.109011,306.174238,358.82189,354.886287,348.917686,341.657121,326.916135,283.007448,108.397201,175.327422,89.959484,95.514304,784.724495,396.424531,822.695717,814.173527,788.983211,732.04681,689.042441,647.864748,595.071112,323.325425,1265.670561,109.472326,76.710788,61.031734,47.818848,40.58718,36.479355,1264.30666,2.492532,2.482132,2.460433,2.489539,2.460546,2.469253,9.47E-05,-0.000975,-0.000388,0,
1205,345.652665,380.826283,366.530539,355.177034,339.135549,309.820219,255.171964,181.369052,92.963902,75.4653,65.704545,351.707266,398.707702,381.564276,367.728639,359.175946,350.281673,324.098931,222.771709,96.723977,53.800125,61.077867,306.43697,359.373029,355.328641,349.651724,341.990949,327.323886,283.679236,108.476971,175.981859,90.00185,95.913907,785.164148,396.346655,823.401442,815.21448,790.166454,733.031738,689.546092,648.039653,592.411353,323.612624,1265.663974,109.726363,76.521779,61.062862,47.553957,40.432494,36.398849,1264.300078,2.510542,2.499072,2.458754,2.510447,2.462072,2.465743,0.000247,-0.000975,-0.000388,0,
1206,346.053183,381.370363,367.002954,355.650006,339.937784,310.847508,256.706809,182.514905,93.074296,75.575229,65.998082,352.726061,399.033002,382.180326,368.527555,359.757747,351.082234,325.19651,226.260233,97.055594,53.763225,61.188134,306.620619,359.773098,355.983789,350.088773,342.246251,327.214207,284.160232,108.476971,176.82131,90.00185,96.324867,785.578099,396.279861,824.006396,816.45412,791.584429,734.395115,689.84267,648.550435,591.448542,324.276975,1265.670561,109.991804,76.710788,60.664092,47.448527,40.47545,36.367189,1264.30666,2.510999,2.491441,2.452802,2.498848,2.455968,2.46208,-5.79E-05,-0.000669,-0.000235,0,
1207,346.271638,381.87813,367.220981,355.86829,340.484703,311.581119,257.791817,184.233778,93.221495,75.648515,66.181532,353.017117,399.719687,382.615149,368.9996,360.412215,351.882701,326.366993,230.425613,97.571538,53.652522,61.188134,306.804259,359.991309,356.347733,350.380124,342.282722,326.958278,284.456186,108.439915,177.355546,90.00185,97.35125,785.943597,396.238152,824.412669,817.383413,791.653078,734.573004,690.055363,649.519427,592.12444,323.868814,1265.663974,110.023231,76.595136,60.106892,47.368773,40.432494,36.361459,1264.300078,2.497874,2.498766,2.463943,2.491676,2.455205,2.462996,9.47E-05,-0.001127,-8.28E-05,0,
1208,346.464803,382.070533,367.341084,355.915779,340.678134,311.9224,258.513825,185.964371,93.306334,75.732996,66.449555,353.173755,400.489597,383.60446,369.70054,361.077725,352.69419,327.073,232.971077,97.693369,53.626886,61.30962,307.109277,360.184248,356.686375,350.646164,342.220913,326.82319,284.800392,108.414177,177.634331,90.04983,96.908896,786.1292,396.057308,824.038113,817.121587,791.541564,734.24269,689.982607,649.519427,592.518947,323.539425,1265.663974,109.874791,76.191679,59.812672,47.183564,40.283497,36.286675,1264.300078,2.507794,2.478011,2.46318,2.503274,2.455052,2.470169,0.000247,-0.000822,-0.000235,0,
1209,346.35558,382.070533,367.37742,356.024918,340.641675,311.959073,258.738176,187.072132,93.306334,75.842926,66.706354,353.501172,400.850932,383.930508,370.099897,361.659369,353.130718,327.219271,233.72699,97.803949,53.442361,61.30962,307.366336,360.475177,356.83194,351.046735,342.476206,326.603806,285.318169,108.377121,178.550254,90.04983,96.103777,785.912164,395.99051,823.594425,816.60371,791.807463,734.395115,690.424731,649.272291,593.24176,324.862452,1265.670561,109.58363,75.720489,59.891866,47.115152,40.400956,36.292405,1264.30666,2.4907,2.493883,2.467759,2.495491,2.465734,2.470322,9.47E-05,-0.000975,-0.000235,0,
1210,346.302484,382.307794,367.360783,355.935495,340.734348,311.978948,258.571487,186.940046,93.215878,75.642918,66.836281,353.739149,401.376344,383.913912,370.373694,361.824473,353.405051,327.458493,233.671896,97.897649,53.09326,61.329537,307.533119,360.640348,357.14279,351.321369,342.641855,326.952697,285.560084,108.323092,179.639603,89.996239,96.392923,786.240566,395.912629,823.850847,816.710178,791.876115,734.903341,690.819363,649.447235,594.025363,324.930027,1265.663974,109.466644,75.384774,59.665549,46.99833,40.46974,36.324068,1264.300078,2.523057,2.500293,2.466996,2.507089,2.458562,2.479631,0.000247,-0.001127,-8.28E-05,0,
1211,346.484523,382.271529,367.28811,355.935495,340.916636,312.308995,258.571487,186.749053,93.142277,75.679561,67.056376,353.811904,401.484731,383.913912,370.518903,362.042572,353.805162,327.751009,233.520728,97.971375,53.130175,61.403041,307.75343,360.931258,357.470287,351.867543,342.860663,327.501101,285.89286,108.50837,180.784699,90.069751,95.293288,786.43187,395.773488,824.343493,817.05251,792.811256,735.863402,691.006857,648.6948,594.784136,324.825861,1265.670561,109.435226,75.060296,59.487268,46.929908,40.512694,36.329798,1264.30666,2.518173,2.492662,2.441355,2.481604,2.463598,2.475053,-5.79E-05,-0.000975,6.98E-05,0,
1212,346.786899,382.608976,367.081176,355.910224,341.037141,312.393533,258.844636,187.295492,93.116713,75.837328,67.250985,354.259528,401.929288,384.323457,370.784097,362.199067,353.961763,327.908419,233.607849,98.093228,53.178357,61.487767,307.984939,361.305979,357.554168,352.206341,343.163527,327.841275,286.015065,108.48263,181.636146,90.080974,94.692728,786.45762,395.726234,823.994922,816.667053,793.022961,736.623187,690.81379,648.142387,595.454723,324.961013,1265.657389,109.238375,74.718963,59.255274,46.844444,40.464032,36.355729,1264.293496,2.517257,2.486405,2.463791,2.503732,2.458104,2.477189,9.47E-05,-0.000975,-0.000235,0,
