Time,FSE1_0-03mBC,FSE1_0-3mBC,FSE1_0-61mBC,FSE1_0-91mBC,FSE1_1-22mBC,FSE1_1-52mBC,FSE1_1-83mBC,FSE1_2-13mBC,FSE2_0-03mBC,FSE2_0-3mBC,FSE2_0-61mBC,FSE2_0-91mBC,FSE2_1-22mBC,FSE2_1-52mBC,FSE2_1-83mBC,FSE2_2-13mBC,FSE3_0-3mBC,FSE3_0-61mBC,FSE3_0-91mBC,FSE3_1-22mBC,FSE3_1-52mBC,FSE3_1-83mBC,FSE3_2-13mBC,FSE4_0-3mBS,FSE4_0-61mBS,FSE4_0-91mBS,FSE4_1-22mBS,FSE4_1-52mBS,FSE4_1-83mBS,FSE4_2-13mBS,FSE3_bdp_0-3mBC,FSE3_bdp_0-61mBC,FSE3_bdp_0-91mBC,FSE3_bdp_1-22mBC,FSE3_bdp_1-52mBC,FSE3_bdp_1-83mBC,FSE3_bdp_2-13mBC,FSE4_bdp_0-3mBC,FSE4_bdp_0-61mBC,FSE4_bdp_0-91mBC,FSE4_bdp_1-22mBC,FSE4_bdp_1-52mBC,FSE4_bdp_1-83mBC,FSE4_bdp_2-13mBS,FSE1_HF_0-15mAF,FSE1_RAD_0-15mAF,FSE2_HF_0-15mAF,FSE2_RAD_0-15mAF,FSE3_HF_1-52mBC,FSE3_HF2_1-52mBC,FSE5_HF_1-52mBC,FSE5_HF2_1-52mBC,FSE_bdp_0-3mBS_RW,FSE_bdp_0-6mBS_RW,FSE_bdp_0-9mBS_RW,FSE_bdp_1-2mBS_RW,FSE_TC_0-3mBS_RW,FSE_TC_0-6mBS_RW,FSE_TC_0-9mBS_RW,FSE_TC_1-2mBS_RW,Untitled,Comment
193,694.744718,653.75848,539.453798,472.53086,447.203997,415.476762,230.96693,122.157604,582.085767,520.281727,451.092611,435.223584,387.234156,311.272821,228.437251,82.929581,323.988931,294.021503,259.95918,184.567938,151.521413,63.631558,44.360812,289.329604,249.886923,205.21771,59.280027,27.526116,27.975171,24.149446,2.542559,2.554434,2.512926,2.508934,2.527803,2.510038,2.527858,2.654426,2.519475,2.472824,2.588521,2.51444,2.533012,2.523947,0.000893,0.000635,0.000753,0.000495,0.005917,0.006001,0.004674,0.006832,2.493909,2.534185,2.505564,2.502194,311.097538,43.797429,37.648849,37.948244,0,
194,690.522386,698.429114,559.538182,484.145704,451.362431,420.695419,238.817162,126.679608,558.407519,501.919104,466.907519,457.93897,426.789563,318.779294,229.756192,82.080538,324.349545,294.421845,260.775532,185.24991,152.198525,63.956799,44.763952,289.804484,250.294333,205.78407,59.863399,27.445261,28.00741,24.143984,2.543933,2.552908,2.50911,2.509544,2.528108,2.507291,2.525264,2.641758,2.511998,2.476029,2.5902,2.512456,2.529196,2.52181,0.000893,0.000483,0.000906,0.000342,0.005001,0.006611,0.004674,0.006832,2.495893,2.533575,2.504953,2.499905,308.932306,44.02035,37.798227,38.657706,0,
195,688.166098,690.132105,581.467095,504.169249,459.369584,426.927741,264.437966,131.374472,564.21277,499.234138,469.208156,458.769178,424.275599,305.950989,232.143929,82.269248,324.684109,294.86965,261.565049,185.790139,152.924712,64.219169,45.029198,290.326876,250.674986,206.513835,60.052643,27.526116,28.050532,24.225071,2.54317,2.556876,2.512163,2.509391,2.528566,2.505917,2.528011,2.64359,2.516576,2.46092,2.585774,2.514287,2.529654,2.521963,0.00074,0.00033,0.000753,0.000495,0.005765,0.007069,0.004826,0.006832,2.496198,2.534338,2.505411,2.502194,307.033539,44.216814,38.033039,39.414795,0,
196,685.188424,671.027743,578.600028,498.930441,450.434476,463.093595,259.397204,132.952899,564.964688,514.692207,464.617163,446.929314,392.374342,309.585332,233.693131,79.335225,324.940202,295.348933,262.087651,186.28666,153.607671,64.439497,45.177681,290.585372,250.937614,207.466643,59.905497,27.488412,28.050532,24.225071,2.543628,2.552298,2.50911,2.51046,2.527192,2.508817,2.529232,2.633363,2.505131,2.47084,2.588826,2.515203,2.532859,2.519979,0.001045,0.000635,0.000448,0.000495,0.005307,0.006459,0.004979,0.006832,2.495893,2.533269,2.506022,2.503263,305.270159,44.253958,38.294346,39.265572,0,
197,671.845263,636.464789,546.18654,492.496991,474.077864,477.08473,268.686211,135.436035,574.383199,535.462192,456.438521,424.94152,399.064569,306.061174,236.14726,77.208626,325.196282,295.791281,262.610136,187.241505,154.25285,64.733245,45.251915,290.622298,250.937614,208.38115,59.647971,27.526116,28.08821,24.262882,2.545612,2.559623,2.513231,2.509697,2.528718,2.508664,2.521448,2.656563,2.524511,2.469161,2.589284,2.516119,2.533012,2.522268,0.001045,0.000788,0.0006,0.000495,0.005612,0.00539,0.004674,0.007442,2.493298,2.533727,2.505259,2.501431,303.453212,44.312154,38.278175,39.249415,0,
198,696.927311,691.005406,560.617681,485.656299,456.678586,461.227837,252.809068,136.980252,566.003078,493.555487,432.204564,415.905226,379.334735,306.612047,237.618587,76.988649,325.818135,296.491538,263.169812,188.119951,154.898181,64.916825,45.400372,291.028454,250.937614,209.371651,59.574387,27.526116,28.201238,24.338499,2.547443,2.551229,2.513994,2.509697,2.527345,2.509733,2.526027,2.641148,2.519933,2.473587,2.5931,2.513677,2.529501,2.520895,0.001045,0.000635,0.0006,0.000495,0.005459,0.006764,0.005131,0.007595,2.49574,2.534185,2.504495,2.500821,301.435838,44.540345,38.208912,39.739708,0,
199,689.764563,673.602605,564.127323,479.274429,444.260067,444.394705,254.64515,127.02224,589.146663,555.248256,456.330896,444.201443,391.867753,312.556292,256.925765,77.355278,326.257044,296.86003,263.990429,188.883803,155.391772,65.173821,45.734336,291.840595,251.087674,210.400003,59.942285,27.526116,28.163564,24.262882,2.546985,2.549703,2.511247,2.509086,2.528108,2.508664,2.528621,2.651832,2.528479,2.467635,2.597373,2.513677,2.531943,2.520437,0.001045,0.000483,0.000753,0.000342,0.005459,0.006611,0.004368,0.006984,2.500318,2.533575,2.505106,2.503415,299.564483,44.879874,38.326281,39.968824,0,
200,687.953412,679.923093,568.143913,496.32857,451.408687,439.084222,275.606876,125.379618,557.809241,511.650555,461.501715,453.070482,417.76256,329.833226,280.122028,82.898191,326.884044,297.233799,264.667014,189.996867,156.080834,65.546228,45.925191,292.030469,251.355671,211.776229,60.867093,27.682364,28.244352,24.34396,2.539964,2.558402,2.51552,2.510002,2.527955,2.509427,2.526484,2.641911,2.512761,2.479081,2.591879,2.51505,2.529501,2.5212,0.001045,0.000635,0.000753,0.000495,0.005765,0.007374,0.004674,0.006984,2.497266,2.533575,2.504953,2.5025,298.349595,45.065484,38.288956,40.341615,0,
201,689.837232,663.744615,571.040197,509.157709,460.876463,438.719772,293.583693,132.802513,554.331453,506.840079,472.579432,466.69587,434.167333,324.455668,273.067511,93.804132,327.500411,297.670563,265.518996,190.946093,156.607131,65.981408,46.179488,292.578711,251.762824,212.836526,61.633906,27.676921,28.238911,24.414111,2.543322,2.553519,2.510789,2.509239,2.52765,2.506833,2.528774,2.645727,2.515508,2.473587,2.5902,2.514287,2.53118,2.521047,0.000893,0.000788,0.000906,0.000647,0.006375,0.007832,0.004826,0.007137,2.498487,2.533575,2.506022,2.501584,298.833558,45.441982,38.368994,40.272447,0,
202,688.928941,670.991486,590.035597,518.373737,475.548432,474.251028,286.752569,131.487171,551.682281,504.364634,469.387485,460.419177,424.707521,325.004122,243.645549,99.995054,327.902612,298.333571,266.487819,191.93897,157.215002,66.458541,46.290753,293.132177,252.137822,213.711774,61.964747,27.714618,28.351923,24.414111,2.548664,2.554587,2.509873,2.51046,2.528108,2.509885,2.522822,2.648474,2.51917,2.469314,2.586842,2.515508,2.529501,2.522268,0.001198,0.000483,0.0006,0.000495,0.005917,0.007069,0.004521,0.007137,2.492688,2.534643,2.504953,2.502347,300.926092,45.770558,38.512886,40.043392,0,
203,680.429589,686.889628,569.387248,515.464807,550.914951,570.460497,284.121144,135.844777,529.834865,491.440027,462.997883,453.454762,413.715396,315.666299,230.512703,97.40816,328.518856,299.285693,267.488107,192.849901,157.893517,66.783532,46.433737,293.311318,252.394872,214.429157,62.032956,27.709175,28.308813,24.446454,2.541491,2.549703,2.511247,2.509239,2.528871,2.507443,2.527858,2.650916,2.518407,2.472214,2.582569,2.516882,2.526144,2.516469,0.001198,0.001093,0.000906,0.000495,0.005917,0.007832,0.004063,0.006221,2.502149,2.533727,2.506174,2.502805,303.201155,46.099051,38.58213,39.888868,0,
204,686.07026,702.491645,634.145502,536.831799,565.210835,540.408053,271.450548,136.765068,553.160402,523.981154,469.361981,455.658691,412.288673,319.637113,233.212934,93.336362,329.37545,300.001123,268.397806,194.088262,158.480105,67.16639,46.709347,294.028158,252.786005,215.168357,62.269407,27.725506,28.249793,24.500638,2.54958,2.554892,2.512163,2.509391,2.528566,2.506985,2.525721,2.659921,2.533362,2.468704,2.583179,2.518255,2.52477,2.520742,0.001351,0.000788,0.000753,0.000342,0.005765,0.007069,0.004521,0.006679,2.501081,2.533117,2.505564,2.502957,305.821309,46.665984,38.704848,40.272447,0,
205,704.391527,704.961801,624.303688,536.893064,527.938207,509.477729,263.206783,136.64117,540.941841,509.494076,459.129033,450.015509,422.727655,345.03958,260.215297,89.538272,330.607523,300.837042,269.466338,194.99352,159.03935,67.559415,46.809863,294.570712,253.712153,215.765876,62.258795,27.752315,28.351923,24.451915,2.538438,2.552145,2.516894,2.509544,2.528108,2.509885,2.527553,2.640842,2.512761,2.459547,2.584858,2.51795,2.527823,2.516011,0.001045,0.000788,0.000753,0.000342,0.00668,0.00829,0.004979,0.006374,2.504286,2.534643,2.506785,2.504484,309.514309,47.317094,39.061742,40.293579,0,
206,703.886691,731.970491,643.119163,535.6451,506.974397,487.451004,281.317977,133.635216,575.033117,557.614694,467.778687,458.81023,422.984869,345.299872,262.274282,101.920149,331.63592,301.6151,270.922398,196.411466,159.577145,68.004991,46.963494,294.981651,254.391946,216.03755,61.970054,27.795453,28.319694,24.570779,2.544696,2.547567,2.510789,2.510154,2.528108,2.510038,2.522059,2.637027,2.517949,2.474198,2.591268,2.515661,2.526449,2.515248,0.001045,0.000635,0.000906,0.000342,0.00668,0.00829,0.004979,0.006068,2.501081,2.535101,2.505411,2.504178,315.618262,48.185152,39.488119,40.868698,0,
207,711.543674,731.236691,660.824426,533.49672,484.661006,558.550043,288.531869,122.648845,585.746413,565.736723,464.478871,451.025381,424.172813,334.908142,247.935916,93.883055,332.366604,302.130164,272.18639,197.747345,160.261664,68.335174,47.297063,295.42408,254.729064,216.341736,61.602451,27.795453,28.357363,24.570779,2.541949,2.549398,2.511399,2.512596,2.528566,2.505459,2.5303,2.637027,2.505894,2.467788,2.592184,2.513829,2.526297,2.512807,0.000893,0.000788,0.0006,0.000495,0.00607,0.00829,0.004674,0.006374,2.49574,2.535253,2.503732,2.500515,319.799338,48.893933,39.605355,41.134838,0,
208,702.247429,699.75174,622.941411,519.525867,504.318674,537.753744,288.42103,123.359178,568.120938,525.69482,472.405296,468.422549,453.70994,369.99276,247.823254,92.190599,332.73191,302.461236,272.892454,198.548764,160.946324,68.958798,47.260004,295.718998,254.729064,216.417778,61.271566,27.795453,28.432697,24.608577,2.545764,2.550161,2.51201,2.508628,2.529634,2.509427,2.5303,2.649084,2.51566,2.472977,2.592337,2.512151,2.528586,2.511586,0.001198,0.000635,0.000753,0.000189,0.00607,0.008748,0.004826,0.006526,2.510237,2.53449,2.504038,2.501431,321.409995,49.48603,39.791749,40.985838,0,
209,703.1528,727.637421,652.646916,533.276699,498.610563,495.606187,304.40835,124.999881,570.550924,552.493488,477.599865,466.050296,436.180134,334.574418,238.523585,89.391283,333.274551,302.676622,273.630095,199.726143,161.739773,69.430347,47.43994,295.824263,254.611289,216.792476,61.450088,27.865396,28.389591,24.603118,2.543322,2.562522,2.509263,2.510154,2.528413,2.502407,2.5303,2.64069,2.505131,2.468093,2.597221,2.512761,2.528281,2.516011,0.00074,0.000483,0.000448,0.000189,0.005765,0.007374,0.004979,0.006526,2.49864,2.534338,2.505716,2.501889,324.117573,50.003916,40.089916,41.134838,0,
210,704.615423,722.879366,630.537543,530.954192,476.629583,471.027617,323.590772,137.061052,582.735961,560.333817,481.082716,471.865392,437.73056,340.780706,247.410116,88.698483,334.229415,303.307161,274.229703,201.372086,162.392167,69.985805,47.5935,296.714137,254.466866,217.368163,61.381865,27.946219,28.470362,24.646375,2.537522,2.549093,2.507736,2.509086,2.528108,2.506833,2.52679,2.63199,2.508793,2.454511,2.589742,2.513371,2.529959,2.515248,0.000588,0.00033,0.0006,0.000495,0.005612,0.006153,0.004521,0.006526,2.514815,2.533422,2.504801,2.504331,325.543927,50.595563,40.313491,41.02309,0,
211,697.618658,712.995976,630.316235,543.766487,491.210784,460.581982,323.768416,136.565827,578.5386,527.83792,476.595861,463.790739,425.93115,335.85163,264.134231,97.339767,334.771913,303.743122,274.781315,202.892172,163.3382,70.567302,47.810436,297.335225,254.386538,217.970782,61.192722,27.940777,28.540249,24.603118,2.539812,2.552145,2.51201,2.511833,2.52826,2.505612,2.525874,2.642216,2.507725,2.451764,2.590505,2.51505,2.529807,2.516622,0.00074,0.000788,0.000906,0.000342,0.005459,0.006611,0.004826,0.006526,2.497877,2.532506,2.506022,2.499142,326.635565,51.144686,40.382625,41.017712,0,
212,693.404499,706.390364,629.709159,540.764699,508.481315,472.641947,341.451054,136.194592,573.349653,529.275116,478.42972,469.032235,421.616671,328.773833,276.785412,99.889681,335.251875,304.189644,275.195045,204.117854,164.52393,71.012664,47.852829,297.487915,254.279563,217.900261,60.97741,28.021594,28.583349,24.608577,2.548054,2.548025,2.514605,2.509086,2.528108,2.507748,2.522822,2.645269,2.518865,2.460463,2.591268,2.514745,2.531485,2.5183,0.000893,0.000635,0.0006,0.000342,0.006222,0.006459,0.004826,0.006374,2.495587,2.534338,2.506174,2.500058,326.787081,51.667337,40.723265,41.283819,0,
213,700.421386,726.90429,687.331642,583.651191,522.457642,480.993805,340.825807,135.09723,575.207045,545.517031,477.133727,468.130455,434.31112,356.033505,290.138333,104.24312,335.867296,305.029841,275.894891,204.912938,165.508574,71.410743,48.069725,297.556281,254.236691,217.894775,60.641135,28.091522,28.57791,24.565319,2.545917,2.548025,2.510636,2.511223,2.527497,2.502712,2.53091,2.615811,2.504673,2.473282,2.605005,2.511387,2.528586,2.516011,0.001198,0.000788,0.0006,0.000189,0.006222,0.008137,0.004674,0.006526,2.497571,2.533727,2.504953,2.501431,326.787081,52.258346,41.058427,41.730648,0,
214,711.064055,736.737682,709.739007,594.081744,551.242216,503.699852,300.951309,133.893088,564.928882,517.845614,475.484231,467.090384,446.13032,347.407333,289.104567,94.761195,336.524426,305.65465,276.5999,205.942081,166.498954,71.85077,48.291933,298.145686,254.199228,218.08479,60.457247,28.204567,28.61557,24.603118,2.539659,2.552145,2.512468,2.509544,2.527497,2.507443,2.528468,2.631532,2.514745,2.471145,2.592795,2.512151,2.529044,2.515706,0.001503,0.000788,0.0006,0.000495,0.006528,0.006459,0.004826,0.006679,2.522598,2.534643,2.506632,2.502957,329.199398,52.922972,41.393493,41.693418,0,
215,701.909114,702.402912,639.717765,590.813901,627.825607,569.028344,291.216988,138.482566,557.834703,519.631747,478.204232,473.540493,460.015678,364.13513,274.844861,88.24704,337.176215,306.2373,277.225174,206.622554,167.331642,72.322151,48.582811,298.913801,254.530966,218.535295,60.341597,28.274483,28.723103,24.635456,2.537675,2.551077,2.51201,2.508476,2.527345,2.508664,2.5274,2.6471,2.528479,2.471298,2.590963,2.513829,2.530875,2.517385,0.001656,0.001398,0.000753,0.000495,0.007291,0.007374,0.004216,0.006526,2.496503,2.534338,2.504495,2.503873,336.101433,53.661131,41.579599,41.656188,0,
216,706.4689,720.128146,736.174886,690.155133,649.527072,731.10628,281.794158,149.717836,568.008339,539.899562,479.17747,473.043629,454.171334,383.442334,276.446151,88.987099,338.422394,307.234562,278.491321,207.466332,168.442267,72.840769,48.921333,299.655544,255.285412,219.376596,60.310126,28.3176,28.803849,24.640915,2.55187,2.553519,2.50911,2.508628,2.528108,2.50668,2.52328,2.645269,2.517949,2.48366,2.597068,2.511845,2.531638,2.517995,0.001961,0.001398,0.000753,0.000342,0.007596,0.006306,0.004521,0.006374,2.543657,2.534338,2.505716,2.5025,342.484923,54.325202,41.802888,41.842329,0,
217,717.343715,746.113292,779.076484,743.634342,709.400007,760.08431,271.774493,160.771637,577.17725,536.213733,475.62767,470.246407,451.515308,384.746461,275.369939,100.216475,340.246801,308.813791,279.67738,208.228268,169.471401,73.170754,49.365447,301.091102,256.109074,220.250169,60.567581,28.3176,28.879151,24.640915,2.543322,2.548025,2.508652,2.508934,2.527803,2.505001,2.524958,2.635958,2.510319,2.459394,2.590658,2.511693,2.527823,2.514027,0.001808,0.000941,0.000753,3.69E-05,0.006528,0.006306,0.003758,0.006221,2.51451,2.533422,2.505106,2.503263,348.789138,54.989021,42.026135,42.326157,0,
218,708.583603,733.102811,723.561272,638.650613,607.273159,681.209843,327.462073,166.141564,578.502773,519.816038,479.46429,471.860211,443.185693,347.407333,247.029048,103.24494,342.034197,310.208837,280.307253,208.837722,170.271981,73.57406,49.920398,303.041,257.344017,220.971633,61.155953,28.505961,28.9168,24.678711,2.541338,2.546346,2.509721,2.50695,2.525666,2.509733,2.527248,2.629853,2.512608,2.474198,2.596152,2.512456,2.529501,2.515553,0.001351,0.000788,0.000753,0.000342,0.00668,0.006306,0.004674,0.006068,2.523971,2.53449,2.504953,2.503721,357.306868,55.652598,42.212142,42.400575,0,
219,691.181789,705.91062,681.989953,583.5437,546.840183,724.84159,439.036189,156.018133,580.652479,503.036898,478.818937,469.70846,445.69944,343.399863,249.206944,111.17099,343.529383,311.273135,280.862896,209.485173,171.034549,73.830706,50.475141,304.107454,258.727867,222.110444,61.486853,28.54363,28.954448,24.678711,2.544085,2.554129,2.522999,2.51046,2.526429,2.508054,2.528621,2.63779,2.509098,2.452832,2.591421,2.511693,2.529807,2.516316,0.001656,0.000941,0.000753,0.000342,0.006833,0.006764,0.004979,0.006068,2.570363,2.532964,2.503427,2.501889,366.250243,56.315939,42.39812,42.623801,0,
220,686.132385,694.026693,676.508379,607.285411,585.791632,680.665404,524.013625,160.429146,554.904249,501.673032,482.367973,469.098781,436.323888,351.339593,262.716709,113.585312,344.951311,312.227086,281.89978,210.132524,171.759084,74.197338,51.029678,304.291293,259.886673,222.75558,61.70743,28.618962,28.992094,24.678711,2.539201,2.553061,2.521015,2.510765,2.527955,2.508817,2.527858,2.653663,2.524053,2.474961,2.596458,2.514898,2.531943,2.518606,0.001656,0.000788,0.000906,3.69E-05,0.006985,0.005848,0.004674,0.005916,2.600578,2.532506,2.504038,2.503568,374.601603,56.831713,42.472503,43.070129,0,
221,689.837232,713.507683,661.687703,625.794506,564.413013,614.821824,696.688727,158.983469,575.350326,531.1314,492.682303,477.489995,451.08457,370.241629,274.218992,124.435562,346.227135,313.364191,283.417341,211.122393,172.483706,74.527304,51.694859,304.585414,260.633983,223.286764,62.075019,28.656626,29.029739,24.792092,2.545001,2.554282,2.511857,2.510002,2.526429,2.507291,2.528468,2.632753,2.523901,2.469925,2.598289,2.510166,2.529349,2.514943,0.001351,0.000941,0.000906,3.69E-05,0.00607,0.007374,0.005131,0.006068,2.521072,2.533727,2.50419,2.501126,382.228242,57.431641,42.669181,43.78721,0,
222,676.166983,685.523781,646.300474,618.396403,560.235629,560.702849,663.627944,167.82976,600.814109,581.670596,494.695162,483.952586,469.826633,400.132167,268.206314,122.801358,347.513233,314.43823,284.500902,211.932713,172.952423,74.794531,52.074948,305.441486,261.802623,223.715007,62.489922,28.780488,29.191179,24.765217,2.538133,2.555655,2.510484,2.510002,2.527955,2.50607,2.531063,2.642216,2.510014,2.458784,2.590047,2.513677,2.529044,2.514638,0.001351,0.001093,0.001058,0.000342,0.005765,0.006764,0.005589,0.006068,2.498487,2.533727,2.505564,2.502347,388.164667,58.089075,43.072771,44.079133,0,
223,675.064091,681.910316,669.432278,630.576198,534.020424,553.779312,756.844302,151.76017,573.303493,547.086076,501.115755,493.889808,483.261853,440.597124,287.658716,105.643494,348.044054,315.082288,284.854736,212.601239,173.622505,75.071948,52.206694,306.344323,262.79444,223.88824,62.657755,28.764173,29.17487,24.824425,2.537064,2.549398,2.514452,2.510765,2.52765,2.507291,2.526484,2.631684,2.518712,2.468398,2.593863,2.511845,2.529501,2.516164,0.001656,0.000788,0.000906,0.000342,0.005459,0.007222,0.0062,0.006068,2.567921,2.533269,2.505564,2.502805,390.699033,58.604405,43.295782,44.339202,0,
224,670.029566,676.13712,656.545676,639.474467,599.660496,663.627911,764.409953,159.662691,575.094413,564.080389,511.592345,504.77293,490.106001,442.895566,274.362169,117.63609,348.262682,315.338902,285.483381,213.704606,174.271031,75.328586,52.391357,306.381068,263.690067,224.267521,62.621006,28.839489,29.287782,24.862215,2.540422,2.553671,2.513841,2.512902,2.528108,2.507138,2.527095,2.64359,2.511693,2.468704,2.591574,2.51444,2.530875,2.517537,0.001808,0.000941,0.000906,0.000495,0.005459,0.007222,0.005589,0.005763,2.505812,2.533422,2.505564,2.503568,394.105906,59.161724,43.598433,44.715997,0,
225,667.899186,675.416596,674.222972,617.235791,582.638816,628.162973,688.574654,172.739229,585.705395,604.52605,555.457786,502.588933,482.370686,442.290275,267.786017,120.06484,348.559435,316.003985,286.302047,214.927221,174.886972,75.663842,52.470548,305.982155,264.329648,224.272995,62.369055,28.920238,29.293217,24.829883,2.53798,2.551992,2.518115,2.508476,2.52826,2.509427,2.529842,2.642063,2.513371,2.473282,2.592947,2.511235,2.530417,2.515096,0.001656,0.000941,0.000753,0.000495,0.006375,0.008595,0.005589,0.005611,2.511458,2.535253,2.505411,2.500973,397.464265,59.892211,43.853132,44.747773,0,
