Time,FSE1_0-03mBC,FSE1_0-3mBC,FSE1_0-61mBC,FSE1_0-91mBC,FSE1_1-22mBC,FSE1_1-52mBC,FSE1_1-83mBC,FSE1_2-13mBC,FSE2_0-03mBC,FSE2_0-3mBC,FSE2_0-61mBC,FSE2_0-91mBC,FSE2_1-22mBC,FSE2_1-52mBC,FSE2_1-83mBC,FSE2_2-13mBC,FSE3_0-3mBC,FSE3_0-61mBC,FSE3_0-91mBC,FSE3_1-22mBC,FSE3_1-52mBC,FSE3_1-83mBC,FSE3_2-13mBC,FSE4_0-3mBS,FSE4_0-61mBS,FSE4_0-91mBS,FSE4_1-22mBS,FSE4_1-52mBS,FSE4_1-83mBS,FSE4_2-13mBS,FSE3_bdp_0-3mBC,FSE3_bdp_0-61mBC,FSE3_bdp_0-91mBC,FSE3_bdp_1-22mBC,FSE3_bdp_1-52mBC,FSE3_bdp_1-83mBC,FSE3_bdp_2-13mBC,FSE4_bdp_0-3mBC,FSE4_bdp_0-61mBC,FSE4_bdp_0-91mBC,FSE4_bdp_1-22mBC,FSE4_bdp_1-52mBC,FSE4_bdp_1-83mBC,FSE4_bdp_2-13mBS,FSE1_HF_0-15mAF,FSE1_RAD_0-15mAF,FSE2_HF_0-15mAF,FSE2_RAD_0-15mAF,FSE3_HF_1-52mBC,FSE3_HF2_1-52mBC,FSE5_HF_1-52mBC,FSE5_HF2_1-52mBC,FSE_bdp_0-3mBS_RW,FSE_bdp_0-6mBS_RW,FSE_bdp_0-9mBS_RW,FSE_bdp_1-2mBS_RW,FSE_TC_0-3mBS_RW,FSE_TC_0-6mBS_RW,FSE_TC_0-9mBS_RW,FSE_TC_1-2mBS_RW,Untitled,Comment
435,530.07638,448.500836,291.788858,259.025035,215.505048,120.964169,82.352289,58.308463,508.315299,272.978466,256.676945,144.764699,86.66901,67.29089,54.72199,40.56603,225.781668,215.918306,148.062404,153.87129,104.377933,68.608656,37.193029,155.729552,135.37929,103.057718,39.795899,28.603873,27.093039,23.264245,2.545917,2.558249,2.507584,2.509391,2.528108,2.507443,2.529384,2.556438,2.486971,2.458173,2.603326,2.512914,2.528891,2.522573,0.000282,-0.000128,0.000753,-0.000116,0.000423,0.000201,0.001011,0.002253,2.493756,2.713654,2.381023,1.974281,68.135645,78.779421,65.641613,65.91035,0,
436,536.298032,456.540983,287.276854,258.010261,211.582598,113.435407,84.47552,62.937563,578.483233,288.635083,260.446103,145.817779,87.104345,63.688696,46.807299,33.685189,223.956144,213.782902,146.7321,152.840983,103.078829,68.016382,37.075512,154.698348,134.056834,102.091319,39.641361,28.48543,26.974446,23.334465,2.553549,2.564049,2.510942,2.508628,2.528718,2.509733,2.529995,2.561932,2.485903,2.4539,2.600426,2.510777,2.528128,2.52532,0.000435,2.49E-05,0.0006,-0.000268,0.000728,0.000354,0.000553,0.001948,2.49574,2.678248,2.389722,1.80701,67.873505,77.857345,64.902128,65.133894,0,
437,548.001734,473.780147,327.554669,285.71223,244.399036,126.871863,87.087783,63.677756,572.542158,363.567247,252.858764,143.291165,82.668644,55.344605,46.701466,38.925777,222.406094,212.075959,145.526965,151.973777,102.1975,67.508021,37.043532,153.7924,132.89654,101.172983,39.534866,28.528539,26.979894,23.339931,2.565148,2.564354,2.512315,2.508628,2.527955,2.510038,2.529689,2.595053,2.489718,2.450085,2.599205,2.510472,2.532859,2.527456,0.00013,-0.000128,0.000448,3.69E-05,0.000423,4.88E-05,0.0004,0.001948,2.498792,2.714417,2.602632,1.799074,68.974168,78.004026,64.975553,63.921744,0,
438,565.03447,482.686023,340.889477,301.205343,258.651558,139.166821,91.282876,61.551382,611.781724,427.079076,254.961208,142.201579,84.031481,53.985843,44.258339,40.161569,221.576569,210.901333,144.73833,151.182715,101.464243,67.183082,37.011551,153.683973,132.263013,100.439675,39.391063,28.45864,26.947624,23.345397,2.552022,2.566185,2.510636,2.510307,2.528108,2.510343,2.528468,2.57628,2.493685,2.453595,2.602105,2.506809,2.528891,2.52471,-0.000176,-0.000128,0.000295,-0.000268,0.000728,0.000201,0.000858,0.001948,2.49574,2.730288,2.541583,1.856459,71.222185,78.6747,64.28856,62.572741,0,
439,554.690853,479.774336,336.54181,304.28847,260.215483,146.186788,99.528888,60.957736,648.434736,461.537918,261.048884,143.291165,85.200572,57.00228,46.775591,42.613091,221.495168,210.362764,144.506038,150.494694,100.942055,66.920915,37.043532,154.248077,132.144854,99.880537,39.385678,28.340182,26.866736,23.302088,2.546985,2.555045,2.512468,2.510307,2.527955,2.509733,2.531673,2.602379,2.494296,2.452679,2.597526,2.50803,2.525533,2.521658,0.000282,0.00033,0.000448,-0.000268,0.000576,0.000354,0.000705,0.00149,2.49635,2.726473,2.542499,1.992596,74.218486,80.974728,64.351391,61.679876,0,
440,561.41599,484.546291,343.947603,307.374181,263.910424,152.817025,96.283932,60.479613,649.192957,469.140751,267.200556,163.886624,83.769323,52.246192,44.215841,39.037688,221.457207,209.791537,144.279231,150.077676,100.794406,66.774126,37.118283,156.033541,132.407909,99.585232,39.311076,28.302506,26.866736,23.339931,2.54088,2.554282,2.508347,2.511681,2.528566,2.51019,2.531979,2.596579,2.493228,2.457715,2.599663,2.505588,2.523397,2.518453,0.000282,-0.000128,0.000448,-0.000268,0.000881,0.000507,0.0004,0.001338,2.496045,2.783091,2.656661,2.028462,76.680411,82.777668,64.760576,61.317497,0,
441,565.71424,492.078988,342.421357,307.232606,264.736116,157.758923,99.27592,62.02931,699.459199,491.8654,277.201283,187.841895,84.141568,55.976328,44.740986,37.251167,221.272874,209.301909,143.982317,149.893619,100.652098,66.70603,37.086304,157.445393,132.826785,99.442922,39.353763,28.194913,26.79674,23.383237,2.542559,2.550466,2.509721,2.511528,2.528566,2.511106,2.531826,2.587879,2.50864,2.457715,2.601189,2.502535,2.525228,2.518453,0.00013,-0.00028,0.000295,-0.000116,0.000881,0.000812,0.000705,0.001185,2.496045,2.993692,2.725342,2.019152,79.399257,85.976203,64.949446,60.660839,0,
442,549.963968,485.366072,339.273712,301.819987,255.985432,145.878679,97.568657,57.566682,709.258308,511.625879,285.520756,229.525016,86.480124,61.925548,40.640251,39.032301,221.185986,208.871913,143.895814,149.655258,100.678345,66.732129,37.225004,158.727331,133.342272,99.432267,39.268388,28.108667,26.748118,23.372306,2.543322,2.551229,2.509873,2.510154,2.529024,2.511259,2.529689,2.593222,2.502079,2.469467,2.614773,2.492615,2.508746,2.519674,0.000435,2.49E-05,0.0006,-0.000268,0.000728,0.001117,0.000553,0.001338,2.495435,4.150318,2.919327,2.052423,83.355731,90.489898,65.97195,60.21412,0,
443,540.208276,478.989974,340.232842,308.847949,253.450262,139.204528,93.306356,56.398426,752.794114,543.683206,299.212902,272.126575,93.915714,57.007598,39.831315,39.975229,221.196946,208.65435,143.90673,149.590401,100.947387,66.70603,37.3479,160.222023,134.218166,99.59056,39.204551,28.081867,26.759015,23.421077,2.541338,2.555502,2.513994,2.509849,2.529024,2.51019,2.529842,2.602379,2.503605,2.46672,2.607141,2.498262,2.518055,2.518758,0.000282,0.000178,0.000448,-0.000268,0.001033,0.00127,0.0004,0.001185,2.496198,3.297537,2.81249,2.057459,86.706761,94.179424,67.083478,59.452087,0,
444,537.627082,483.541872,332.232733,310.27385,246.879797,133.250616,92.344305,54.660297,751.499592,544.429394,291.544917,279.615405,86.926042,53.53788,40.496638,38.552661,221.419246,208.686945,144.392632,149.281751,101.311224,66.70073,37.417236,161.624766,135.228726,100.065124,39.161858,28.001054,26.640385,23.415611,2.54027,2.556113,2.514299,2.509849,2.528871,2.511106,2.529079,2.589711,2.497195,2.465346,2.603173,2.504825,2.510272,2.522421,-0.000176,2.49E-05,0.000295,-0.000116,0.001033,0.000965,0.0004,0.001338,2.496198,2.778207,2.826073,2.067838,90.260042,97.852995,67.036185,59.147047,0,
445,531.410975,503.942811,328.954453,312.045193,231.211774,129.206413,92.870054,59.680892,756.779855,554.886544,292.956921,289.794074,87.487493,54.212443,40.76812,39.085762,221.809799,208.888411,145.008458,149.444278,101.580348,66.637932,37.428025,162.854154,136.482118,100.851226,39.433747,27.974252,26.575823,23.388703,2.539659,2.55535,2.507584,2.509697,2.528871,2.511717,2.531826,2.602074,2.499942,2.458784,2.608515,2.500704,2.508899,2.518911,0.000282,2.49E-05,0.000295,-0.000116,0.001186,0.001117,0.0004,0.001338,2.496808,2.573863,2.997622,2.081421,93.06586,101.664711,67.487082,58.531921,0,
446,530.838338,509.114353,327.967409,315.784203,222.236636,130.519549,93.569312,53.527124,770.406166,552.704196,300.947104,306.28385,90.463585,56.865626,41.363837,38.339512,222.41705,209.383585,145.38661,149.406381,101.875769,66.601233,37.50275,164.453911,137.574704,101.663906,39.545635,27.974252,26.462623,23.388703,2.548359,2.555808,2.508347,2.509391,2.529024,2.511106,2.532284,2.602837,2.500095,2.464583,2.613399,2.496583,2.526144,2.518148,0.000435,2.49E-05,0.000295,-0.000116,0.001033,0.000965,0.0004,0.001185,2.496503,2.573406,3.104306,2.081421,95.569303,105.250819,68.40424,59.084065,0,
447,541.322505,528.447785,334.872928,321.789081,264.927893,133.223885,94.563318,58.024539,790.571276,574.030549,304.475682,297.571107,93.185036,57.52835,43.557962,38.078207,223.138002,209.916785,145.613533,149.482176,102.06043,66.491134,37.540111,166.130542,138.818745,102.439948,40.179462,27.974252,26.462623,23.426542,2.545001,2.555655,2.508805,2.509239,2.529176,2.511106,2.532437,2.595664,2.507725,2.468704,2.610041,2.501009,2.523702,2.518911,0.000282,-0.000128,0.000448,-0.000421,0.001033,0.000659,0.000553,0.00149,2.496045,2.616441,3.140173,2.11286,98.233487,109.262257,69.735276,59.757086,0,
448,557.557712,511.729659,333.333844,325.733961,269.354343,132.654722,93.821666,57.429992,829.79181,586.020465,312.690272,297.93388,93.547693,56.565692,42.883622,38.222141,223.929164,210.634806,145.79719,149.552502,102.128964,66.375733,37.646791,167.840455,139.869467,103.39584,40.58402,27.968809,26.419436,23.421077,2.542254,2.550772,2.509415,2.509086,2.529482,2.511259,2.532284,2.606043,2.505436,2.474808,2.609125,2.499178,2.519582,2.521505,0.000282,0.000178,0.000448,-0.000268,0.001033,0.000812,0.0004,0.001185,2.497419,2.618731,3.073934,2.118355,101.396504,113.223955,71.778215,60.886824,0,
449,547.18933,497.629861,333.266067,328.078587,257.946679,133.223885,95.373539,58.539982,829.872213,603.696985,408.292779,316.660387,96.461861,57.27065,42.331234,35.87332,224.920652,211.401761,146.370111,149.709576,102.392861,66.30763,37.764248,169.409443,140.818398,104.362877,40.738431,27.936563,26.424887,23.350863,2.539506,2.55184,2.508652,2.509239,2.528871,2.511717,2.532437,2.608637,2.501773,2.465194,2.600121,2.500551,2.522329,2.521505,0.000282,2.49E-05,0.000143,-0.000116,0.001033,0.000507,0.000705,0.00149,2.496808,2.58363,3.071645,2.076842,104.871022,116.795663,74.271289,62.688309,0,
450,559.458802,509.150255,334.690353,329.686271,249.481357,135.593463,95.815591,57.508972,839.369136,634.745549,473.579617,325.184519,100.038458,58.043655,42.517182,37.704808,225.94423,212.239196,147.013403,149.823283,102.651456,66.30763,37.83895,171.12601,141.91339,105.399087,40.775686,27.936563,26.387149,23.350863,2.54088,2.548177,2.510178,2.509086,2.529024,2.511869,2.532589,2.582079,2.495517,2.467941,2.609431,2.502688,2.525686,2.515248,0.00013,-0.000128,0.000753,3.69E-05,0.000881,0.000507,0.000705,0.00149,2.496656,2.564707,3.215569,2.060512,108.653723,120.753442,76.586188,64.640913,0,
451,544.940855,496.240802,337.79862,333.088019,265.380558,136.653012,102.425192,55.340086,845.617425,647.256507,498.36513,324.860829,92.344208,54.033377,41.704169,38.680775,226.935017,213.158046,147.662346,150.094096,102.841524,66.276228,37.993731,172.848601,143.203372,106.218992,40.818318,27.866625,26.354861,23.394169,2.540117,2.551535,2.508194,2.509391,2.529329,2.512174,2.532589,2.603295,2.503452,2.467941,2.615688,2.496736,2.516377,2.517995,0.000435,2.49E-05,0.0006,-0.000574,0.001033,0.000812,0.000553,0.001338,2.496656,2.566691,3.421764,2.030751,112.332837,124.234039,77.947977,65.637803,0,
452,537.468865,493.63411,341.561838,336.597165,284.689859,140.31468,106.869951,60.427288,873.074405,687.037817,542.582389,342.055257,105.999135,55.365897,41.709543,37.416788,228.001205,214.190795,148.425077,150.327026,102.883809,66.354931,38.07381,174.57165,144.607592,107.076306,40.749189,27.834376,26.322572,23.361794,2.54378,2.54894,2.513384,2.508934,2.529482,2.511869,2.532894,2.607264,2.500858,2.465804,2.612025,2.497041,2.518208,2.521352,0.000435,-0.000128,0.000448,-0.000268,0.000881,0.000507,0.000705,0.001338,2.496656,2.55143,3.147499,2.060664,117.24854,127.90909,78.906554,66.671145,0,
453,531.38553,483.598456,344.333246,338.27536,286.981865,143.826411,108.277942,59.72831,879.671826,679.56085,540.18468,361.995348,99.827713,58.017483,42.7882,38.947326,229.212952,215.179731,149.334117,150.554505,102.994659,66.354931,38.260504,176.404127,145.818066,108.225229,40.860949,27.985137,26.322572,23.399635,2.543933,2.557334,2.511247,2.508934,2.529176,2.511717,2.532894,2.593832,2.502994,2.46031,2.607599,2.506809,2.522176,2.523031,0.000435,2.49E-05,0.0006,0.000189,0.001186,0.000659,0.000553,0.00149,2.494977,2.562876,2.612858,2.118507,123.10717,131.436185,79.529895,68.029258,0,
454,546.688526,481.722451,346.436945,343.187309,301.825564,145.74376,110.900863,61.519922,880.078302,681.69077,540.317491,369.248061,106.988056,60.655145,42.331234,38.41416,230.602433,216.347506,150.573662,150.619387,102.983985,66.454434,38.361725,177.614966,147.321156,109.512557,40.738431,27.936563,26.34941,23.426542,2.543322,2.556571,2.511705,2.508628,2.529176,2.511869,2.532742,2.599632,2.505741,2.465041,2.613399,2.487884,2.523244,2.514943,0.000588,2.49E-05,0.000295,0.000189,0.001033,0.000507,0.000858,0.001338,2.495435,2.567759,2.520979,2.094851,128.16085,134.217712,80.079936,69.753921,0,
455,542.477646,488.86988,352.858943,347.242358,301.13744,150.791086,113.995292,60.758313,921.975335,691.361806,548.844522,371.944017,109.741222,63.568327,42.527924,39.133834,232.20211,217.802852,151.797818,150.706169,102.920758,66.538434,38.447167,179.000761,148.885006,111.007886,40.674676,27.947449,26.209345,23.361794,2.545459,2.553824,2.509568,2.508476,2.529482,2.511869,2.532742,2.604669,2.508335,2.465194,2.608515,2.498567,2.51775,2.517842,0.000435,2.49E-05,0.000448,-0.000116,0.001033,0.000965,0.000858,0.001338,2.497571,3.002543,2.528305,2.147963,132.622239,137.789271,80.808082,71.546216,0,
456,526.363966,471.313466,357.689512,350.727819,302.524168,152.145185,116.10543,63.578142,920.852323,682.779433,539.888035,363.401765,107.580672,64.292097,46.675108,40.986483,233.93015,219.197639,152.962707,150.846893,102.947035,66.564534,38.473716,180.784799,150.807153,112.297215,40.589399,28.011939,26.12295,23.313021,2.53798,2.554587,2.509873,2.508781,2.529634,2.511869,2.532742,2.603143,2.503605,2.461989,2.606836,2.50223,2.518513,2.518606,0.000588,2.49E-05,0.000753,3.69E-05,0.001033,0.000507,0.000705,0.001185,2.496656,3.418251,2.556693,2.192223,138.009835,141.982533,82.573955,73.348786,0,
457,501.599101,453.360298,359.108443,354.549501,306.308881,154.004332,118.52716,61.152223,878.105349,680.203283,531.870307,339.128732,108.321709,63.888209,44.709227,38.600756,235.743454,220.64075,153.873401,151.036497,102.910085,66.674631,38.585697,183.076643,152.741753,113.189231,40.440348,27.898873,26.160696,23.275178,2.54088,2.553213,2.510484,2.508171,2.529329,2.511869,2.531826,2.589253,2.499484,2.465957,2.610652,2.497804,2.526297,2.522878,0.00074,2.49E-05,0.0006,-0.000421,0.000881,0.000965,0.000705,0.001643,2.496808,3.089225,2.55364,2.212827,143.299055,146.827743,84.707346,76.471499,0,
458,504.731182,441.838137,360.501218,358.197751,319.298324,151.587278,117.904217,61.493771,894.802722,699.72926,542.725531,354.870132,108.147124,63.568327,47.167558,40.811034,237.453134,222.207996,154.985201,151.08537,102.883809,66.758627,38.708443,184.653875,154.726733,114.129637,40.413843,27.909759,26.133854,23.28611,2.542864,2.551535,2.508805,2.508781,2.529787,2.512022,2.532284,2.600853,2.501468,2.469161,2.612483,2.500551,2.53118,2.524404,0.00074,2.49E-05,0.000448,-0.000268,0.001186,0.000659,0.000705,0.001338,2.497113,2.7222,2.531357,2.238619,147.90341,152.235935,87.046142,79.468557,0,
459,502.686072,430.977577,365.882221,362.633248,333.699676,150.980632,120.515114,63.441782,897.546012,738.071734,549.917983,365.409988,104.40824,63.531604,48.019455,40.811034,239.527834,223.839335,156.124458,151.237067,102.772965,66.721929,38.745763,186.487523,156.550166,114.873733,40.190225,27.796683,26.1716,23.361794,2.550801,2.550772,2.510789,2.509086,2.52994,2.512327,2.532589,2.592153,2.505588,2.466872,2.617367,2.49521,2.526449,2.516774,0.000588,2.49E-05,0.000753,-0.000116,0.000881,0.000812,0.000553,0.001643,2.496503,3.255569,2.538225,2.238925,153.899622,159.459095,88.777713,81.418274,0,
460,493.416778,446.109294,370.200603,367.460242,326.060241,151.505963,117.637965,66.521485,905.170569,743.611143,555.637901,370.70504,115.568314,65.325259,49.161493,40.135067,241.859032,225.653819,157.296676,151.459152,102.509019,66.790025,38.740374,188.201039,158.407275,115.501093,39.998461,27.715848,26.166148,23.280644,2.544543,2.556723,2.512926,2.509086,2.529787,2.511411,2.531979,2.609553,2.509403,2.472672,2.615383,2.499483,2.527823,2.524099,0.000435,0.000178,0.0006,-0.000116,0.000881,0.000965,0.000858,0.00149,2.496808,3.227184,2.526778,2.21649,162.540378,166.665891,89.596671,82.236143,0,
461,487.845454,433.753118,372.317425,370.484647,320.913991,158.427038,121.752741,66.054811,902.471259,743.327834,568.924947,377.317027,106.967068,65.849683,48.061829,40.034028,244.31716,227.483552,158.447813,151.659756,102.334988,66.837321,38.863103,189.778232,160.167842,116.070328,39.822815,27.764432,26.177052,23.4051,2.546527,2.553366,2.50911,2.508781,2.529787,2.511869,2.531826,2.601311,2.513982,2.474808,2.622251,2.4888,2.52065,2.517079,0.000435,2.49E-05,0.000753,-0.000116,0.000881,0.000812,0.000705,0.00149,2.497113,3.140349,2.521895,2.254034,172.602128,173.034051,89.192474,82.529723,0,
462,478.233338,421.141849,378.767151,373.523055,330.189159,164.465649,129.266438,72.868972,884.146518,764.122267,579.046129,386.110435,112.668245,66.022572,49.050496,39.72507,246.863808,229.138795,159.729517,151.838467,102.02883,66.863419,38.852328,192.402688,162.021559,116.729998,39.513725,27.715848,26.128402,23.394169,2.546375,2.556265,2.507278,2.508934,2.52994,2.511869,2.532131,2.611385,2.510472,2.464125,2.620267,2.487426,2.516071,2.516927,0.000893,2.49E-05,0.0006,-0.000268,0.001033,0.000659,0.000705,0.001948,2.498792,3.5527,2.525558,2.301499,184.365642,179.98664,90.96194,84.260127,0,
463,470.064732,411.626555,387.400293,378.642999,338.880559,168.090284,132.613927,68.398679,875.196554,770.591121,591.338744,382.168079,111.745114,66.871826,49.277824,40.550297,249.461504,230.771578,160.876044,152.071561,101.886437,66.758627,39.006969,194.661346,164.159343,117.406059,39.332618,27.608195,26.096106,23.361794,2.542864,2.552908,2.509721,2.508781,2.530245,2.511564,2.532437,2.607721,2.506657,2.469925,2.607599,2.490326,2.513935,2.516774,0.001045,2.49E-05,0.0006,0.000189,0.001033,0.000812,0.001011,0.001643,2.496656,3.299063,2.527999,2.243656,195.046521,183.679799,91.833787,86.011979,0,
464,462.575957,400.324698,389.940911,383.577822,334.799884,172.289785,134.198662,68.330582,885.221306,790.563536,619.586537,401.958331,114.797793,68.417854,51.501164,41.002616,252.018799,232.51678,161.946851,152.304676,101.596347,66.837321,39.086975,196.537749,166.107771,118.52983,39.114175,27.65134,26.101558,23.480776,2.548512,2.554739,2.509568,2.508934,2.530092,2.512022,2.532589,2.613369,2.509709,2.467177,2.623625,2.486663,2.52706,2.523794,0.000893,0.000178,0.000753,-0.000116,0.000881,0.000659,0.001011,0.001643,2.495893,3.306999,2.529984,2.287763,207.142585,189.146625,93.126532,87.082462,0,
465,449.024036,398.087619,390.74276,387.096702,331.337129,177.026427,137.140666,67.601882,857.317157,759.969608,624.948733,419.955747,117.073549,70.256791,49.69539,39.517527,254.61074,234.260809,162.86573,152.651649,101.306298,66.84262,39.241584,198.451917,168.171456,119.952896,39.119561,27.581383,26.144758,23.410566,2.544085,2.558249,2.514757,2.508628,2.529787,2.511869,2.532284,2.6123,2.502994,2.468856,2.616604,2.500704,2.516224,2.525625,0.000893,0.000178,0.0006,-0.000116,0.000881,0.000812,0.001011,0.001795,2.497571,3.548579,2.540362,2.307298,220.5796,195.30505,95.529798,89.702267,0,
466,434.696325,407.516031,404.264082,393.425542,346.903909,185.343466,142.870556,70.825496,829.101129,747.481281,615.274713,416.205062,117.999519,71.461442,47.395194,41.374935,257.263821,235.841714,164.421114,153.101565,101.190209,66.910715,39.310802,201.079536,170.225022,121.590499,38.964931,27.538236,26.177052,23.4051,2.547443,2.552298,2.507431,2.508476,2.529024,2.511717,2.532284,2.604211,2.510929,2.469161,2.614315,2.488189,2.524007,2.525015,0.000893,2.49E-05,0.000753,-0.000116,0.001033,0.000965,0.001011,0.001643,2.497724,3.65739,2.552114,2.567974,231.966895,200.554749,97.466486,92.665675,0,
467,425.068748,397.870578,411.562298,397.951073,331.811828,181.721724,144.312368,72.921533,852.112102,788.119073,638.736129,446.012927,132.674654,73.592983,46.807707,40.747301,260.373163,237.847564,166.026209,153.524561,101.010959,66.916014,39.465381,203.297543,172.32854,122.305854,38.783736,27.543681,26.10701,23.448405,2.542864,2.553976,2.507736,2.508934,2.529787,2.512174,2.532589,2.622985,2.505741,2.460005,2.611415,2.490173,2.525839,2.519216,0.001045,-0.000128,0.0006,-0.000116,0.001033,0.000812,0.001468,0.001948,2.497724,3.259079,2.549062,2.570721,241.48194,204.297517,99.684388,94.622177,0,
468,415.638691,391.609186,414.448157,402.973642,351.16933,183.096217,148.286168,71.344345,803.876845,764.212081,623.15068,452.005719,155.690971,76.378833,46.770646,42.236194,263.51029,239.959432,167.207251,153.980107,100.93713,66.989407,39.651844,206.538362,174.312766,122.156364,38.746416,27.581383,26.182504,23.486242,2.543017,2.552755,2.511705,2.50756,2.529634,2.511869,2.532437,2.601464,2.50864,2.456495,2.612483,2.500857,2.52065,2.522878,0.000893,0.00033,0.001058,-0.000116,0.001033,0.000965,0.001316,0.002253,2.498334,3.162325,2.542041,2.74486,251.672255,210.703278,100.243216,96.027392,0,
469,418.339555,388.566653,410.55192,407.053601,361.608341,183.172579,150.029242,75.268721,796.206542,762.772881,602.500314,446.515403,188.667082,76.122241,47.21531,43.463133,266.456858,241.994139,168.350489,154.435731,100.863305,67.026102,39.763708,209.167525,176.450224,122.081624,38.597124,27.656784,26.257992,23.448405,2.543475,2.550466,2.508347,2.508628,2.529482,2.512022,2.532284,2.603448,2.51215,2.474503,2.60882,2.496125,2.523397,2.512807,0.000893,2.49E-05,0.001058,0.000189,0.000728,0.000965,0.001316,0.001795,2.498487,3.207955,2.534104,2.708079,264.121107,213.323652,102.601128,97.570282,0,
470,424.888912,381.969435,410.154939,407.089695,375.188497,191.648869,153.670935,79.449843,790.40697,783.594208,606.303682,489.439293,185.688641,76.745396,47.326453,41.789724,269.250848,243.87659,169.837102,154.967388,100.641843,66.989407,39.87556,211.71893,178.435466,122.530114,38.559797,27.619084,26.220249,23.524078,2.545001,2.555045,2.513994,2.509086,2.529482,2.512022,2.532437,2.610469,2.506351,2.461989,2.606989,2.504367,2.524465,2.520284,0.001045,0.000178,0.000906,-0.000268,0.000881,0.000659,0.001468,0.002101,2.498029,3.013836,2.535478,2.658935,278.227196,219.833953,104.792898,100.200587,0,
471,422.545405,382.834554,413.360914,409.466156,389.640984,208.880823,160.658808,79.151098,757.385818,773.33243,627.533462,513.253816,200.379085,80.259529,47.987775,43.011749,271.887467,245.752121,171.585573,155.341721,100.488885,67.130889,39.982019,214.111005,180.224606,124.057941,38.666384,27.689038,26.177052,23.480776,2.547138,2.557334,2.507126,2.509086,2.529634,2.511564,2.532742,2.6094,2.506199,2.472519,2.607599,2.509556,2.525076,2.522726,0.000893,0.000178,0.000753,3.69E-05,0.001186,0.000965,0.001621,0.002101,2.498029,3.113795,2.532578,2.701364,288.849121,224.576598,107.272742,102.342992,0,
472,426.908009,393.098909,421.950291,414.164969,400.138597,219.386701,164.476896,77.951288,756.511508,769.350636,611.406282,514.196179,198.749784,82.727218,50.366288,44.360042,274.574478,247.71758,172.969635,155.69457,100.351928,67.068097,40.179162,216.403915,182.259646,126.240035,38.901077,27.737623,26.301185,23.605211,2.543017,2.553213,2.510789,2.509239,2.528871,2.511717,2.532437,2.596579,2.505283,2.464888,2.610804,2.502535,2.526297,2.517232,0.000893,2.49E-05,0.000753,3.69E-05,0.000728,0.000659,0.001774,0.002253,2.49925,2.928833,2.519453,2.726851,296.416999,227.461843,109.316268,104.271048,0,
473,428.62856,397.400295,426.5183,419.132738,393.5539,224.275164,169.159096,83.412513,726.88469,733.16736,600.706763,491.228923,177.289078,89.219019,49.029528,44.614594,277.428061,249.740211,174.566374,156.220979,100.272793,67.136188,40.397394,218.906792,184.049161,128.783731,39.082252,27.769875,26.257992,23.637578,2.549275,2.549703,2.508957,2.509086,2.528718,2.511717,2.532437,2.608943,2.50864,2.466262,2.610957,2.490173,2.520802,2.512044,0.001045,2.49E-05,0.000753,-0.000116,0.001033,0.000812,0.001621,0.002406,2.498945,3.216959,2.527694,2.715405,304.250013,230.25749,109.978446,105.079732,0,
474,433.300473,408.712931,431.484272,425.145585,400.20564,224.805807,170.989691,83.632737,693.441349,690.827073,576.769987,459.754424,185.803198,92.15952,49.47347,44.131853,280.839733,252.104043,176.245287,156.790975,100.309695,67.209577,40.509185,221.261363,185.767875,131.036006,39.231481,27.769875,26.257992,23.599746,2.539964,2.553671,2.511552,2.507407,2.529024,2.511869,2.532437,2.6007,2.497806,2.462446,2.609125,2.499941,2.52706,2.51006,0.001045,0.000178,0.001058,-0.000268,0.000881,0.000507,0.001163,0.002101,2.496808,3.02986,2.527999,2.794462,315.857594,234.351213,114.036834,106.867694,0,
475,441.129179,407.774045,432.81518,430.326097,404.17868,218.811652,174.38543,82.128051,717.844306,702.216255,578.345474,456.884766,193.668584,95.176771,51.284847,44.837335,284.209943,255.06481,178.306205,157.817246,100.420406,67.356351,40.769988,224.107219,187.562984,132.915066,39.380689,27.882955,26.220249,23.637578,2.549122,2.553976,2.509721,2.509239,2.529634,2.511717,2.532131,2.608943,2.511998,2.459852,2.610957,2.504825,2.52767,2.519826,0.001198,0.00033,0.000906,-0.000116,0.001033,0.000812,0.001316,0.002406,2.494824,2.996133,2.530136,2.710521,328.660087,240.043118,118.647608,109.345962,0,
476,447.409546,409.001789,437.238035,434.424832,389.284263,216.950381,179.959149,87.194511,708.346216,698.465594,591.707495,493.983188,225.638006,95.139954,50.250043,46.098801,287.354141,258.059198,180.329327,158.387547,100.531122,67.356351,40.844493,226.760852,189.358035,134.457342,39.380689,27.882955,26.371214,23.713238,2.547901,2.553976,2.512315,2.508934,2.529482,2.511717,2.531368,2.617337,2.511845,2.468856,2.61172,2.498262,2.525839,2.51418,0.001045,2.49E-05,0.001058,-0.000268,0.001033,0.000965,0.001621,0.002406,2.496045,3.044358,2.528763,2.746234,338.195462,244.002464,122.496843,112.767249,0,
