Time (s),Center TC 01,Center TC 02,Center TC 03,Center TC 04,Center TC 05,Center TC 06,Center TC 07,Center TC 08,Center TC 09,Center TC 10,Center TC 11,Center TC 12,,North Heat Flux,South Heat Flux,Average HF
28,746.4675902,722.1858166,651.173098,554.7929103,469.7754222,405.188177,335.9229731,275.9487984,236.9432017,193.845106,175.7204881,155.4230898,,1.842653763,2.492082481,2.167368122
29,759.3910327,740.0711237,660.7130937,554.071744,462.8399479,399.6245293,332.8986021,276.3148519,239.5791586,199.1625386,180.5638529,157.5512448,,1.798179399,2.43294513,2.115562265
30,757.943802,745.289584,659.6667364,564.5216127,481.1367927,405.4346901,335.858886,279.8245634,242.8751889,203.9428305,188.5226872,160.7545502,,1.912060725,2.472945195,2.19250296
31,773.5577473,763.2320484,665.542555,570.4751465,498.2736616,419.2328608,351.5919973,292.0078721,246.4545437,206.6622719,193.3957234,161.1880702,,1.910039163,2.390748983,2.150394073
32,781.3060566,775.8347985,685.3798217,583.5599376,512.0334554,433.30147,357.4544012,295.3271302,246.953554,205.0055354,191.3845958,158.989326,,1.908354528,2.276709582,2.092532055
33,773.7289431,759.5810131,686.5533896,593.6542472,526.6074214,450.0482953,361.6048976,294.1364856,253.9565807,209.1697613,197.3481092,160.9713487,,1.924190097,2.139925046,2.032057572
34,771.5153415,771.6545345,676.7023794,579.8930198,520.559652,452.2616677,369.3520997,299.8434821,262.2810009,223.2851449,212.4879739,167.9450117,,1.87331412,2.120474034,1.996894077
35,786.7184852,794.120374,696.7760936,581.1148923,533.3641282,467.8931296,374.0782102,305.1394472,260.190539,223.3142535,215.6076997,173.8752747,,1.89352974,2.028081727,1.960805734
36,795.2359267,794.5841814,723.9644535,619.9480761,573.4165644,496.8767816,386.3439078,310.2896548,266.4354066,228.1442825,218.1464421,185.3345615,,2.079176517,2.030591535,2.054884026
37,800.5895608,785.6092722,715.0822781,613.5850708,570.306605,496.2283516,397.4658283,323.8085239,275.6918943,229.6953492,221.2000651,192.1681015,,1.922505462,2.035924877,1.97921517
38,810.0816156,791.5252277,709.3274977,594.8200687,547.574205,476.2541321,382.4322608,311.4623148,267.6804602,221.1151015,212.6247614,183.7318548,,1.815025749,1.999062072,1.907043911
39,820.0667737,812.6566681,717.9011137,611.9436884,566.4871206,486.413392,384.2500731,305.2977413,257.7849323,213.5148827,204.2823113,176.186565,,1.865901726,2.025571919,1.945736823
40,828.0249594,824.102297,736.3955772,650.1079759,594.5436999,511.5487924,407.0098641,319.8693842,261.5032984,218.6190731,207.1381224,182.8657402,,1.886454273,2.107140679,1.996797476
41,834.0390406,829.8196515,744.4949777,650.1740899,594.3533909,502.8554495,399.6304878,310.7802144,251.925032,219.6016972,202.153857,181.5096688,,1.858489332,2.107297542,1.982893437
42,835.0559246,837.265914,773.1367348,661.702782,611.2868351,518.4795896,427.8330866,333.5244033,269.4079927,235.0000753,209.9768977,188.3008068,,1.966305972,2.099454392,2.032880182
43,841.57828,855.4398532,770.9229011,659.8059368,610.430439,517.6261139,429.2991394,340.6306838,278.8874125,236.3543627,211.0984621,187.2953396,,1.785039246,2.098670077,1.941854662
44,836.6178449,859.2218342,782.5804293,686.1671569,625.5773052,536.5012356,443.2732358,351.4678094,292.6535501,241.9084086,217.1861639,189.0210766,,1.797168618,2.103846556,1.950507587
45,841.3767688,853.7840209,794.748078,688.7466675,631.1674086,541.1860327,448.8508999,365.2790244,300.4572981,248.261283,229.5105512,197.5540336,,1.787397735,2.091768105,1.93958292
46,828.9673119,850.755712,797.9968575,682.8997513,615.7642449,531.6314921,446.4322438,361.8288856,293.3138689,239.3023848,219.9098179,188.8341792,,1.887128127,2.178513344,2.032820736
47,825.9826118,849.9392879,804.2570059,698.0787542,642.6521813,552.951352,455.5061702,358.2427896,292.4393532,236.8257879,223.2374475,189.534595,,1.828502829,2.116709322,1.972606076
48,831.564557,852.9034916,825.5766761,727.1085728,674.750499,576.4382919,482.6831151,384.273232,320.1576918,264.0031191,240.1564786,201.9162016,,1.858826259,2.130042677,1.994434468
49,828.4646092,842.2831183,829.108141,736.9192098,674.9280164,584.0183474,493.395072,382.1673118,320.1546276,260.4345595,231.5478713,195.843465,,1.794136275,2.162042729,1.978089502
50,832.4078667,850.4538748,834.1624151,742.4145683,681.5893955,594.2498426,501.4141752,393.6001805,323.897312,260.1936384,232.2180698,193.3417177,,1.841642982,2.138513279,1.990078131
51,837.4936518,850.1286428,835.283413,731.8515108,642.2378654,560.5124475,470.8289798,371.3296316,305.1030151,246.6853699,225.7801665,185.8791377,,1.743597225,2.150278004,1.946937615
52,829.3002237,833.6460253,815.4243532,713.6287636,610.0385827,530.8199361,452.6229717,357.2920575,295.8271064,238.6847772,216.4005308,178.6640102,,1.673853336,2.157179976,1.915516656
53,829.5020382,839.7914365,813.5908417,716.5693651,615.0242559,525.0802174,454.2171852,361.4641513,289.1704835,232.3552071,210.51855,174.2463827,,1.639149855,2.278905664,1.95902776
54,835.7299623,851.1379644,811.9881796,699.1150818,621.0764232,531.5669195,459.5000995,372.2145404,291.9435094,236.8710854,209.7118525,173.98757,,1.714621503,2.208944766,1.961783135
55,826.1890155,843.6956298,800.6560087,686.7547745,621.3970113,534.2411931,461.3940721,368.401875,288.4757283,231.612824,208.1350143,172.2704009,,1.744608006,2.244082078,1.994345042
56,812.6624807,814.7031169,771.6463076,669.0011443,619.325758,538.6252664,457.7817036,362.6802372,284.6883398,227.5696518,206.4922536,174.8822519,,1.727424729,2.23216049,1.97979261
