Panel,Channel,Device Name,Calibration Slope,Calibration Intercept,Channel Name,Group Name,Measurement Type
SC1Mod10,15,BDP_A5_8,99.52,-248.8,BDP 5 1.95 m BS West,BDP A5,Velocity
SC1Mod10,16,BDP_A6_1,99.52,-248.8,BDP 6 0.08 m BS West,BDP A6,Velocity
SC1Mod10,17,BDP_A6_2,99.52,-248.8,BDP 6 0.34 m BS West,BDP A6,Velocity
SC1Mod10,18,BDP_A6_3,99.52,-248.8,BDP 6 0.61 m BS West,BDP A6,Velocity
SC1Mod10,19,BDP_A6_4,99.52,-248.8,BDP 6 0.88 m BS West,BDP A6,Velocity
SC1Mod10,20,BDP_A6_5,99.52,-248.8,BDP 6 1.15 m BS West,BDP A6,Velocity
SC1Mod10,21,BDP_A6_6,99.52,-248.8,BDP 6 1.42 m BS West,BDP A6,Velocity
SC1Mod10,22,BDP_A6_7,99.52,-248.8,BDP 6 1.68 m BS West,BDP A6,Velocity
SC1Mod10,23,BDP_A6_8,99.52,-248.8,BDP 6 1.95 m BS West,BDP A6,Velocity
SC1Mod10,24,BDP_A10_1,99.52,-248.8,BDP 10 0.08 m BS West,BDP A10,Velocity
SC1Mod10,25,BDP_A10_2,99.52,-248.8,BDP 10 0.34 m BS West,BDP A10,Velocity
SC1Mod10,26,BDP_A10_3,99.52,-248.8,BDP 10 0.61 m BS West,BDP A10,Velocity
SC1Mod10,27,BDP_A10_4,99.52,-248.8,BDP 10 0.88 m BS West,BDP A10,Velocity
SC1Mod10,28,BDP_A10_5,99.52,-248.8,BDP 10 1.15 m BS West,BDP A10,Velocity
SC1Mod10,29,BDP_A10_6,99.52,-248.8,BDP 10 1.42 m BS West,BDP A10,Velocity
SC1Mod10,30,BDP_A10_7,99.52,-248.8,BDP 10 1.68 m BS West,BDP A10,Velocity
SC1Mod10,31,BDP_A10_8,99.52,-248.8,BDP 10 1.95 m BS West,BDP A10,Velocity
SC1Mod11,0,BDP_A11_1,99.52,-248.8,BDP 11 0.08 m BS West,BDP A11,Velocity
SC1Mod11,1,BDP_A11_2,99.52,-248.8,BDP 11 0.34 m BS West,BDP A11,Velocity
SC1Mod11,2,BDP_A11_3,99.52,-248.8,BDP 11 0.61 m BS West,BDP A11,Velocity
SC1Mod11,3,BDP_A11_4,99.52,-248.8,BDP 11 0.88 m BS West,BDP A11,Velocity
SC1Mod11,4,BDP_A11_5,99.52,-248.8,BDP 11 1.15 m BS West,BDP A11,Velocity
SC1Mod11,5,BDP_A11_6,99.52,-248.8,BDP 11 1.42 m BS West,BDP A11,Velocity
SC1Mod11,6,BDP_A11_7,99.52,-248.8,BDP 11 1.68 m BS West,BDP A11,Velocity
SC1Mod11,7,BDP_A11_8,99.52,-248.8,BDP 11 1.95 m BS West,BDP A11,Velocity
SC1Mod11,8,BDP_A12_1,99.52,-248.8,,BDP A12,Velocity
SC1Mod11,9,BDP_A12_2,99.52,-248.8,,BDP A12,Velocity
SC1Mod11,10,BDP_A12_3,99.52,-248.8,,BDP A12,Velocity
SC1Mod11,11,BDP_A12_4,99.52,-248.8,,BDP A12,Velocity
SC1Mod11,12,BDP_A12_5,99.52,-248.8,,BDP A12,Velocity
SC1Mod11,13,BDP_A12_6,99.52,-248.8,,BDP A12,Velocity
SC1Mod11,14,BDP_A12_7,99.52,-248.8,,BDP A12,Velocity
SC1Mod11,15,BDP_A12_8,99.52,-248.8,,BDP A12,Velocity
SC1Mod11,16,BDP_A13_1,99.52,-248.8,BDP 13 0.08 m BS West,BDP A13,Velocity
SC1Mod11,17,BDP_A13_2,99.52,-248.8,BDP 13 0.34 m BS West,BDP A13,Velocity
SC1Mod11,18,BDP_A13_3,99.52,-248.8,BDP 13 0.61 m BS West,BDP A13,Velocity
SC1Mod11,19,BDP_A13_4,99.52,-248.8,BDP 13 0.88 m BS West,BDP A13,Velocity
SC1Mod11,20,BDP_A13_5,99.52,-248.8,BDP 13 1.15 m BS West,BDP A13,Velocity
SC1Mod11,21,BDP_A13_6,99.52,-248.8,BDP 13 1.42 m BS West,BDP A13,Velocity
SC1Mod11,22,BDP_A13_7,99.52,-248.8,BDP 13 1.68 m BS West,BDP A13,Velocity
SC1Mod11,23,BDP_A13_8,99.52,-248.8,BDP 13 1.95 m BS West,BDP A13,Velocity
SC1Mod11,24,BDP_A14_1,99.52,-248.8,BDP 14 0.08 m BS West,BDP A14,Velocity
SC1Mod11,25,BDP_A14_2,99.52,-248.8,BDP 14 0.34 m BS West,BDP A14,Velocity
SC1Mod11,26,BDP_A14_3,99.52,-248.8,BDP 14 0.61 m BS West,BDP A14,Velocity
SC1Mod11,27,BDP_A14_4,99.52,-248.8,BDP 14 0.88 m BS West,BDP A14,Velocity
SC1Mod11,28,BDP_A14_5,99.52,-248.8,BDP 14 1.15 m BS West,BDP A14,Velocity
SC1Mod11,29,BDP_A14_6,99.52,-248.8,BDP 14 1.42 m BS West,BDP A14,Velocity
SC1Mod11,30,BDP_A14_7,99.52,-248.8,BDP 14 1.68 m BS West,BDP A14,Velocity
SC1Mod11,31,BDP_A14_8,99.52,-248.8,BDP 14 1.95 m BS West,BDP A14,Velocity
SC1Mod2,0,TC_A16_1,1,0,TC 16 0.03 m BC West,TC A16,Temperature
SC1Mod2,1,TC_A16_2,1,0,TC 16 0.30 m BC West,TC A16,Temperature
SC1Mod2,2,TC_A16_3,1,0,TC 16 0.61 m BC West,TC A16,Temperature
SC1Mod2,3,TC_A16_4,1,0,TC 16 0.91 m BC West,TC A16,Temperature
SC1Mod2,4,TC_A16_5,1,0,TC 16 1.22 m BC West,TC A16,Temperature
SC1Mod2,5,TC_A16_6,1,0,TC 16 1.52 m BC West,TC A16,Temperature
SC1Mod2,6,TC_A16_7,1,0,TC 16 1.83 m BC West,TC A16,Temperature
SC1Mod2,7,TC_A16_8,1,0,TC 16 2.13 m BC West,TC A16,Temperature
SC1Mod2,8,TC_A17_1,1,0,TC 17 0.03 m BC West,TC A17,Temperature
SC1Mod2,9,TC_A17_2,1,0,TC 17 0.30 m BC West,TC A17,Temperature
SC1Mod2,10,TC_A17_3,1,0,TC 17 0.61 m BC West,TC A17,Temperature
SC1Mod2,11,TC_A17_4,1,0,TC 17 0.91 m BC West,TC A17,Temperature
SC1Mod2,12,TC_A17_5,1,0,TC 17 1.22 m BC West,TC A17,Temperature
SC1Mod2,13,TC_A17_6,1,0,TC 17 1.52 m BC West,TC A17,Temperature
SC1Mod2,14,TC_A17_7,1,0,TC 17 1.83 m BC West,TC A17,Temperature
SC1Mod2,15,TC_A17_8,1,0,TC 17 2.13 m BC West,TC A17,Temperature
SC1Mod3,0,TC_A18_1,1,0,TC 18 0.03 m BC West,TC A18,Temperature
SC1Mod3,1,TC_A18_2,1,0,TC 18 0.30 m BC West,TC A18,Temperature
SC1Mod3,2,TC_A18_3,1,0,TC 18 0.61 m BC West,TC A18,Temperature
SC1Mod3,3,TC_A18_4,1,0,TC 18 0.91 m BC West,TC A18,Temperature
SC1Mod3,4,TC_A18_5,1,0,TC 18 1.22 m BC West,TC A18,Temperature
SC1Mod3,5,TC_A18_6,1,0,TC 18 1.52 m BC West,TC A18,Temperature
SC1Mod3,6,TC_A18_7,1,0,TC 18 1.83 m BC West,TC A18,Temperature
SC1Mod3,7,TC_A18_8,1,0,TC 18 2.13 m BC West,TC A18,Temperature
SC1Mod3,8,TC_A19_1,1,0,TC 19 0.03 m BC West,TC A19,Temperature
SC1Mod3,9,TC_A19_2,1,0,TC 19 0.30 m BC West,TC A19,Temperature
SC1Mod3,10,TC_A19_3,1,0,TC 19 0.61 m BC West,TC A19,Temperature
SC1Mod3,11,TC_A19_4,1,0,TC 19 0.91 m BC West,TC A19,Temperature
SC1Mod3,12,TC_A19_5,1,0,TC 19 1.22 m BC West,TC A19,Temperature
SC1Mod3,13,TC_A19_6,1,0,TC 19 1.52 m BC West,TC A19,Temperature
SC1Mod3,14,TC_A19_7,1,0,TC 19 1.83 m BC West,TC A19,Temperature
SC1Mod3,15,TC_A19_8,1,0,TC 19 2.13 m BC West,TC A19,Temperature
SC1Mod5,1,BDP_A18_1,99.52,-248.8,BDP 18 0.03 m BC West,BDP A18,Velocity
SC1Mod5,2,BDP_A18_2,99.52,-248.8,BDP 18 0.30 m BC West,BDP A18,Velocity
SC1Mod5,3,BDP_A18_3,99.52,-248.8,BDP 18 0.61 m BC West,BDP A18,Velocity
SC1Mod5,4,BDP_A18_4,99.52,-248.8,BDP 18 0.91 m BC West,BDP A18,Velocity
SC1Mod5,5,BDP_A18_5,99.52,-248.8,BDP 18 1.22 m BC West,BDP A18,Velocity
SC1Mod5,6,BDP_A18_6,99.52,-248.8,BDP 18 1.52 m BC West,BDP A18,Velocity
SC1Mod5,7,BDP_A18_7,99.52,-248.8,BDP 18 1.83 m BC West,BDP A18,Velocity
SC1Mod5,8,BDP_A18_8,99.52,-248.8,BDP 18 2.13 m BC West,BDP A18,Velocity
