Panel,Channel,Device Name,Type,X,Y,Z,Serial Number,Calibration Slope,Calibration Intercept,Test Specific Name
SC1Mod10,26,BDP_A10_3,Voltage,,,0.61 m BS,,99.52,-248.8,BDP 10 0.61 m BS
SC1Mod10,27,BDP_A10_4,Voltage,,,0.88 m BS,,99.52,-248.8,BDP 10 0.88 m BS
SC1Mod10,28,BDP_A10_5,Voltage,,,1.15 m BS,,99.52,-248.8,BDP 10 1.15 m BS
SC1Mod10,29,BDP_A10_6,Voltage,,,1.42 m BS,,99.52,-248.8,BDP 10 1.42 m BS
SC1Mod10,30,BDP_A10_7,Voltage,,,1.68 m BS,,99.52,-248.8,BDP 10 1.68 m BS
SC1Mod10,31,BDP_A10_8,Voltage,,,1.95 m BS,,99.52,-248.8,BDP 10 1.95 m BS
SC1Mod11,0,BDP_A11_1,Voltage,,,0.08 m BS,,99.52,-248.8,BDP 11 0.08 m BS
SC1Mod11,1,BDP_A11_2,Voltage,,,0.34 m BS,,99.52,-248.8,BDP 11 0.34 m BS
SC1Mod11,2,BDP_A11_3,Voltage,,,0.61 m BS,,99.52,-248.8,BDP 11 0.61 m BS
SC1Mod11,3,BDP_A11_4,Voltage,,,0.88 m BS,,99.52,-248.8,BDP 11 0.88 m BS
SC1Mod11,4,BDP_A11_5,Voltage,,,1.15 m BS,,99.52,-248.8,BDP 11 1.15 m BS
SC1Mod11,5,BDP_A11_6,Voltage,,,1.42 m BS,,99.52,-248.8,BDP 11 1.42 m BS
SC1Mod11,6,BDP_A11_7,Voltage,,,1.68 m BS,,99.52,-248.8,BDP 11 1.68 m BS
SC1Mod11,7,BDP_A11_8,Voltage,,,1.95 m BS,,99.52,-248.8,BDP 11 1.95 m BS
SC1Mod11,8,BDP_A12_1,Voltage,,,,,99.52,-248.8,
SC1Mod11,9,BDP_A12_2,Voltage,,,,,99.52,-248.8,
SC1Mod11,10,BDP_A12_3,Voltage,,,,,99.52,-248.8,
SC1Mod11,11,BDP_A12_4,Voltage,,,,,99.52,-248.8,
SC1Mod11,12,BDP_A12_5,Voltage,,,,,99.52,-248.8,
SC1Mod11,13,BDP_A12_6,Voltage,,,,,99.52,-248.8,
SC1Mod11,14,BDP_A12_7,Voltage,,,,,99.52,-248.8,
SC1Mod11,15,BDP_A12_8,Voltage,,,,,99.52,-248.8,
SC1Mod11,16,BDP_A13_1,Voltage,,,0.08 m BS,,99.52,-248.8,BDP 13 0.08 m BS
SC1Mod11,17,BDP_A13_2,Voltage,,,0.34 m BS,,99.52,-248.8,BDP 13 0.34 m BS
SC1Mod11,18,BDP_A13_3,Voltage,,,0.61 m BS,,99.52,-248.8,BDP 13 0.61 m BS
SC1Mod11,19,BDP_A13_4,Voltage,,,0.88 m BS,,99.52,-248.8,BDP 13 0.88 m BS
SC1Mod11,20,BDP_A13_5,Voltage,,,1.15 m BS,,99.52,-248.8,BDP 13 1.15 m BS
SC1Mod11,21,BDP_A13_6,Voltage,,,1.42 m BS,,99.52,-248.8,BDP 13 1.42 m BS
SC1Mod11,22,BDP_A13_7,Voltage,,,1.68 m BS,,99.52,-248.8,BDP 13 1.68 m BS
SC1Mod11,23,BDP_A13_8,Voltage,,,1.95 m BS,,99.52,-248.8,BDP 13 1.95 m BS
SC1Mod11,24,BDP_A14_1,Voltage,,,0.08 m BS,,99.52,-248.8,BDP 14 0.08 m BS
SC1Mod11,25,BDP_A14_2,Voltage,,,0.34 m BS,,99.52,-248.8,BDP 14 0.34 m BS
SC1Mod11,26,BDP_A14_3,Voltage,,,0.61 m BS,,99.52,-248.8,BDP 14 0.61 m BS
SC1Mod11,27,BDP_A14_4,Voltage,,,0.88 m BS,,99.52,-248.8,BDP 14 0.88 m BS
SC1Mod11,28,BDP_A14_5,Voltage,,,1.15 m BS,,99.52,-248.8,BDP 14 1.15 m BS
SC1Mod11,29,BDP_A14_6,Voltage,,,1.42 m BS,,99.52,-248.8,BDP 14 1.42 m BS
SC1Mod11,30,BDP_A14_7,Voltage,,,1.68 m BS,,99.52,-248.8,BDP 14 1.68 m BS
SC1Mod11,31,BDP_A14_8,Voltage,,,1.95 m BS,,99.52,-248.8,BDP 14 1.95 m BS
