Time,HF Center 0.2m,HF Center 0.4m,HF Center 0.6m,HF Center 0.8m,HF Center 1.0m,HF Center 1.2m,HF Offset 0.2m,HF Offset 0.4m,HF Offset 0.6m,HF Offset 0.8m,HF Offset 1.0m,HF Offset 1.2m,HF Ring Stand,TC Plume 0.2m,TC Plume 0.4m,TC Plume 0.6m,TC Plume 0.8m,TC Plume 1.0m,TC Plume 1.2m,TC Plume 1.4m,TC Plume 1.6m,TC Plume 1.8m,TC Plume 2.0m,TC Plume 2.2m,TC Plume 2.4m,TC Surface 0.2m,TC Surface 0.4m,TC Surface 0.6m,TC Surface 0.8m,TC Surface 1.0m,TC Surface 1.2m,TC Surface 1.4m,TC Surface 1.6m,TC Surface 1.8m,TC Surface 2.0m,TC Surface 2.2m
269,0.5895073,0.7065656,0.3662313,0.2664583,0.2202564,0.1900544,0.8430421,0.3481679,0.2649143,0.216666,0.2511068,0.223484,0,144.5040436,103.9154663,80.6680679,54.8283081,51.0269089,42.510437,36.27351,34.2148552,33.324379,30.7098846,29.2157955,27.2031879,107.6817932,100.8158951,95.2473984,82.3817825,70.7156448,55.8264236,47.2675896,41.44664,37.5802193,35.0871162,32.7648888
270,0.7771977,0.6105067,0.3174956,0.2219559,0.1998674,0.1846013,0.8990183,0.4243995,0.2243869,0.3003594,0.2616736,0.2123764,0,143.7337952,103.2346573,79.7999573,54.3275223,50.6129189,42.3003922,36.1861496,34.0715103,33.103054,30.6322231,29.0618916,27.0781441,107.2154388,100.3925781,94.8029633,82.1896133,70.5052261,55.6257286,47.1009941,41.3116798,37.5012283,35.0438538,32.7211571
271,0.7058659,0.4595185,0.2973556,0.1892336,0.1964815,0.1682419,0.8352256,0.5440246,0.381288,0.2997017,0.2814546,0.2644233,0,142.1076202,102.0096817,78.6924591,53.7949677,50.4119911,41.9583015,35.9148445,33.9072723,32.9032059,30.4805946,28.8398781,26.9332104,106.7608032,100.0853653,94.3970184,81.9748077,70.4398346,55.5475044,46.9711761,41.2043686,37.4025536,34.964016,32.6707802
272,0.7027851,0.605095,0.2506185,0.1918514,0.190225,0.1797541,0.7285681,0.4940635,0.3210666,0.2791483,0.2630261,0.2297518,0,140.8265686,100.7592773,77.6966248,53.409214,50.4470825,41.851429,35.6513786,33.720562,32.7296524,30.2281876,28.6668625,26.7875462,106.3211288,99.8693924,93.9532623,81.7288437,70.2292023,55.4424133,46.9314728,41.1387939,37.3502274,34.8898354,32.6110649
273,0.7089467,0.5355538,0.2649163,0.1772899,0.2109084,0.1935384,0.9444045,0.3967216,0.4083062,0.3138425,0.2793413,0.2510942,0,139.6200867,99.5615005,76.7263794,53.0881882,50.099144,41.7972336,35.6519051,33.6329994,32.6640778,30.0564365,28.5132446,26.6122589,105.8891525,99.5591812,93.4700241,81.4834671,70.0205994,55.2825851,46.831543,41.0618706,37.3096733,34.8401909,32.5710716
274,0.5880854,0.5204008,0.265685,0.1409681,0.1671126,0.1729377,0.9010355,0.4537194,0.3298557,0.3044701,0.2716487,0.2149153,0,137.4272614,98.7211609,76.3739166,52.7282867,49.620079,41.6808281,35.5760422,33.6121178,32.5342255,29.9621143,28.4300499,26.5289726,105.4598083,99.156723,93.0368805,81.2457657,69.8552399,55.1691475,46.7452812,40.9994202,37.2462921,34.7822647,32.5253906
275,0.7286163,0.5463773,0.2785992,0.2159023,0.1765342,0.1854344,0.893219,0.597504,0.2310601,0.2309712,0.2676755,0.2333221,0,135.2378082,97.6857681,75.4067078,52.3266716,49.2320404,41.4986115,35.3363495,33.356636,32.3492393,29.871664,28.369585,26.4801445,105.0602646,98.6105957,92.537323,81.0133209,69.6639328,55.0690994,46.6476326,40.9352226,37.1785393,34.7319336,32.4914665
276,0.6025413,0.4110832,0.2895148,0.2217923,0.199573,0.2021725,0.9343187,0.561851,0.2927463,0.2607325,0.2648859,0.2258642,0,133.4453735,96.6937103,74.3119431,52.0577011,48.9606323,41.3615456,35.2636833,33.1585884,32.1541862,29.7282581,28.2247715,26.4136829,104.7385559,98.0676575,92.0861511,80.7373047,69.5145645,54.9226875,46.5575027,40.8990593,37.1598244,34.6873283,32.4351273
277,0.6333491,0.4836008,0.2678374,0.2504244,0.2116444,0.1979312,0.9348229,0.4957054,0.3274143,0.2987152,0.2574469,0.219993,0,132.4624634,95.9770737,73.610466,51.7159271,48.7073517,41.0788651,35.21875,33.069313,32.0279083,29.5980339,28.1033554,26.2951641,104.4084167,97.5908737,91.5990448,80.4444656,69.2921982,54.8043251,46.5018768,40.8767052,37.128067,34.6315193,32.393837
278,0.6300314,0.6305303,0.2972018,0.2023225,0.2057559,0.1965679,0.7757193,0.2447275,0.2714247,0.2927958,0.2894854,0.2209451,0,131.2543793,95.5138016,73.0480347,51.5758705,48.2725372,40.7234764,35.0974503,32.9560356,31.8899765,29.4862499,27.9845734,26.2113705,103.9918594,97.1591797,91.1671982,80.250351,69.16745,54.6807938,46.4366226,40.832016,37.1007996,34.6019363,32.3476677
279,0.5944839,0.603742,0.3237989,0.275457,0.2125277,0.1903574,0.9229721,0.5128282,0.205995,0.2472494,0.3009821,0.2339568,0,130.7247314,94.3213577,72.6273499,51.2829323,48.1107941,40.3565674,34.8654327,32.8331337,31.7784824,29.3919182,27.9017487,26.1111069,103.6509171,96.8047333,90.7396088,80.0017166,69.0277939,54.600914,46.4033928,40.7874718,37.0912323,34.575489,32.3189125
280,0.565098,0.5791185,0.2918209,0.2327543,0.2042102,0.1862675,0.8069853,0.4598179,0.2022515,0.228998,0.2756218,0.2134872,0,130.2246094,92.9815369,72.1971817,50.9977722,47.9976425,40.2803764,34.5690079,32.6566391,31.6354656,29.2953892,27.8020248,25.9961834,103.1804428,96.5123291,90.2643356,79.710228,68.7898483,54.4786949,46.3305588,40.7463455,37.0869675,34.5532341,32.298481
281,0.4371273,0.4744008,0.2953569,0.2219559,0.1746205,0.1865705,0.855145,0.3901539,0.2408257,0.2970709,0.2717332,0.2050771,0,129.0807037,92.6079102,71.6248016,50.6476555,47.7334671,40.2226219,34.5012245,32.4881668,31.4914837,29.2140903,27.7345276,25.9154053,102.6888351,96.1556549,89.7554932,79.3998337,68.5458374,54.2533684,46.2352715,40.6618156,37.0305824,34.5131798,32.2823639
282,0.4520572,0.4321891,0.2109534,0.1707455,0.1842629,0.183238,0.9194421,0.5606782,0.3023492,0.2988796,0.2580386,0.2261815,0,127.5021133,92.4088821,71.3306274,50.4107132,47.2847404,39.9379158,34.4530029,32.428978,31.3851719,29.0873108,27.624485,25.8290462,102.2387695,95.768158,89.3027039,79.2117157,68.3239288,54.1181107,46.1196709,40.5740128,36.9559746,34.4600983,32.2449341
283,0.5762362,0.4776479,0.2154119,0.1658371,0.141424,0.1773305,0.7361324,0.1748289,0.2790744,0.2554708,0.2635334,0.2427635,0,126.5520401,92.3249359,71.3368301,50.3699989,46.9484444,39.6007881,34.1412239,32.2544136,31.2403507,28.9728031,27.5376835,25.7440491,101.8377838,95.3993835,88.8354874,78.9350433,68.1095734,54.0088882,46.0558434,40.4979935,36.8741302,34.4259796,32.2197495
284,0.4899745,0.5187773,0.250311,0.2217923,0.1775647,0.1547606,0.8627094,0.4070422,0.0974338,0.2704337,0.244175,0.2591075,0,125.7272644,91.7766876,71.1193314,50.2610016,46.8992348,39.3118248,34.0075378,32.0360374,31.0508862,28.7955265,27.3691368,25.6920433,101.4222565,95.0753708,88.3743668,78.7084122,67.9606705,53.8957405,45.9461594,40.3986282,36.7998886,34.3792648,32.1778107
285,0.5359491,0.4684479,0.1868161,0.2126301,0.1826435,0.1433999,0.7159608,0.3317488,0.265077,0.2659941,0.2730857,0.2462545,0,124.5621109,91.014473,70.7044601,49.9618988,46.8752823,39.100441,33.8701324,31.8923855,30.8174076,28.6668568,27.2489185,25.5660534,100.9773178,94.7054138,87.9497223,78.4653168,67.776207,53.7545929,45.8739777,40.3082428,36.7234421,34.3153572,32.1438065
286,0.5402148,0.5331185,0.2475436,0.1998684,0.180877,0.1062883,0.6279621,0.3643525,0.3246474,0.3235437,0.286104,0.2504595,0,122.981369,90.3286514,70.3446579,49.9106827,46.7204857,38.9790039,33.6022949,31.7078323,30.6565685,28.516758,27.1249676,25.5065861,100.5244217,94.2670822,87.6210861,78.1962433,67.5565567,53.6223373,45.7925758,40.2022552,36.627243,34.2683601,32.1109772
287,0.6278985,0.5664008,0.2689136,0.2078853,0.1716026,0.1209815,0.6168677,0.3932032,0.3199273,0.2827657,0.2580386,0.2288791,0,121.5862503,89.3569565,69.4501572,49.7033806,46.4726257,38.9751625,33.4949455,31.5323219,30.5311413,28.3516159,26.9651947,25.4464149,100.0620956,93.8888702,87.3149261,77.932724,67.4136734,53.497139,45.6848793,40.1414108,36.5213737,34.1925735,32.0590515
288,0.6854854,0.580742,0.2807516,0.2373354,0.1972912,0.1584717,0.6783912,0.3835863,0.3314833,0.2784906,0.279933,0.2101549,0,120.4058838,88.5926666,68.6503983,49.2760086,46.1632957,38.7744446,33.4518776,31.4151764,30.4419956,28.2435246,26.8131199,25.3097229,99.7202377,93.6271973,86.9766464,77.7005539,67.244873,53.3436852,45.5547028,40.0602226,36.4724655,34.113945,32.005043
289,0.6833525,0.490095,0.2992005,0.2432255,0.2239367,0.2011121,0.7212559,0.4187701,0.3394586,0.3434394,0.2751146,0.2749755,0,119.4716492,88.0964203,67.9892349,48.9943008,45.896862,38.5941429,33.3618584,31.3351383,30.3414707,28.1613483,26.7036095,25.1706696,99.4041901,93.379097,86.6544876,77.5515823,67.150528,53.2473488,45.5224037,39.9972191,36.3928413,34.0704651,31.9505768
290,0.7136863,0.563695,0.3002766,0.2510788,0.2156928,0.2060351,0.7462183,0.5691224,0.3612685,0.3233792,0.2757063,0.2754515,0,118.6795502,87.4124146,67.4329529,48.7050896,45.7531853,38.4469986,33.1236267,31.187788,30.2589703,28.0587711,26.6453972,25.0644302,99.0848083,93.1652069,86.3054886,77.3783722,67.0902634,53.2443314,45.5167732,39.9822502,36.399128,34.0228081,31.9114609
291,0.6499379,0.637295,0.3001229,0.2273551,0.2253352,0.1952803,0.5714815,0.4790518,0.3313205,0.4027976,0.3133241,0.2656134,0,117.6615906,86.5245819,67.0274734,48.3368835,45.4401817,38.3520584,33.0218582,31.0884781,30.1421528,27.9093952,26.4931107,24.9339466,98.7813034,92.8666534,86.0207443,77.2249222,66.9499283,53.2431221,45.4843826,39.9903374,36.4434929,34.0133324,31.8738041
292,0.6103618,0.6069891,0.289976,0.2532058,0.2215077,0.2260299,0.7328546,0.4818665,0.3580132,0.3383421,0.3046171,0.2702945,0,116.5612106,85.7273178,66.495636,48.1827011,45.3019829,38.2033463,32.8713112,30.9643593,30.008379,27.7762165,26.3815975,24.80723,98.440979,92.527298,85.7331009,77.0634079,66.8037186,53.159977,45.4449463,39.9790535,36.450119,33.9937401,31.8635597
293,0.7110795,0.6446008,0.2907447,0.2487883,0.2226854,0.2151994,0.7426882,0.3817098,0.3461317,0.3015104,0.3244826,0.2823541,0,115.690033,85.2221909,65.899826,47.9992447,45.0616608,37.919796,32.8412018,30.8000145,29.8399563,27.6641407,26.2953815,24.7236042,98.0469131,92.2177887,85.4278488,76.9019012,66.680275,53.0960312,45.4092255,39.9696426,36.4096603,33.9674149,31.833046
294,0.787388,0.6110479,0.2824427,0.2473157,0.2151775,0.2145935,0.709405,0.492187,0.2914442,0.2906582,0.3026728,0.2623605,0,115.1335831,84.5150757,65.5040741,47.6863861,44.9248466,37.5800667,32.6781845,30.69347,29.6940384,27.5093765,26.1660347,24.6210003,97.7431183,91.9450302,85.1130066,76.7524414,66.5868683,52.9936295,45.3500671,39.9199104,36.3915596,33.9327774,31.7960777
295,0.6411696,0.4968597,0.2758319,0.2478066,0.2262185,0.2285293,0.8011859,0.4046966,0.1968804,0.2863831,0.2834835,0.2833855,0,114.081604,83.5191498,65.0645828,47.4461136,44.7865524,37.437561,32.5511971,30.5553532,29.6279774,27.4447479,26.085804,24.5146275,97.4408569,91.6995316,84.793808,76.5666809,66.4523544,52.8912392,45.2690201,39.8705673,36.3723564,33.9176483,31.7790394
296,0.662261,0.3837538,0.3102698,0.2190109,0.2307821,0.2154266,0.7704242,0.4626326,0.3345757,0.2719135,0.276298,0.2559339,0,113.1642761,82.5988693,64.4411621,47.1986008,44.4694023,37.256012,32.3489571,30.4967728,29.5399036,27.3973007,26.0718956,24.4496708,97.1439972,91.4822311,84.5159531,76.408638,66.3342133,52.8466377,45.2219543,39.8255348,36.3215866,33.8836098,31.7535706
297,0.662498,0.5317655,0.2967406,0.2136117,0.2199619,0.1981584,0.8095067,0.380537,0.2313856,0.3098962,0.288471,0.265058,0,112.411644,81.8487167,63.7643776,46.8528328,44.1626282,37.1268158,32.1606178,30.3145199,29.4375515,27.3023739,26.0527477,24.4123573,96.8641739,91.3094864,84.2836838,76.231575,66.2730103,52.819809,45.2157631,39.8152161,36.3082504,33.8451271,31.7213898
298,0.6312163,0.4752126,0.2850563,0.2342268,0.2280586,0.2202738,0.7726935,0.4063385,0.2224338,0.3189397,0.2680982,0.2304659,0,111.6047745,81.1272964,63.2190628,46.5659676,43.8728905,36.8768654,31.9549923,30.141283,29.2621117,27.1569138,25.8054047,24.3501091,96.6407471,91.0216675,84.0767746,76.064064,66.1707153,52.781559,45.1739616,39.7903824,36.2519417,33.8089104,31.6896057
299,0.4385492,0.4914479,0.241394,0.1797441,0.222759,0.2027026,0.8511107,0.4987547,0.3329481,0.3200907,0.279933,0.2510149,0,111.1182404,80.6573486,62.563385,46.2389946,43.5961151,36.7555122,31.784647,30.0015163,29.1149292,27.0299377,25.6744308,24.2027931,96.3518219,90.6496887,83.814827,75.9112473,66.001976,52.6875763,45.1414566,39.7584801,36.2263031,33.7693405,31.652956
300,0.5350012,0.4873891,0.2476974,0.1712363,0.1879432,0.1624101,0.6678011,0.394376,0.3580132,0.3297919,0.2988687,0.2507769,0,110.7563705,80.3069,62.0581856,45.9782104,43.3890381,36.6856003,31.74259,29.9567585,29.0749855,26.9473209,25.6290855,24.1075001,96.0855942,90.3824005,83.5281525,75.7590179,65.8778763,52.6019287,45.0598068,39.7126312,36.2188377,33.7573547,31.6330585
301,0.5828718,0.4741303,0.2380117,0.2358629,0.2184162,0.19884,0.8231226,0.4199429,0.2720757,0.3023326,0.2974316,0.2469686,0,110.2736969,80.2086487,61.9236717,45.6929512,43.2541428,36.6378212,31.6626701,29.8270473,28.9529572,26.8636417,25.5671864,24.0595512,95.8154449,90.1196136,83.2397461,75.5833893,65.7130966,52.5167274,44.950016,39.5949135,36.1467667,33.7120819,31.6106033
302,0.6042002,0.5885891,0.2307859,0.1710727,0.2166496,0.213003,0.7411753,0.2491841,0.2160862,0.278655,0.2647168,0.2282444,0,108.8960114,80.0304184,62.2047348,45.5769119,43.1289368,36.5676346,31.5831547,29.7240772,28.8614807,26.7524414,25.4410572,23.9775944,95.5368881,89.8760071,82.9891815,75.4191666,65.5692673,52.4470634,44.8914757,39.5737801,36.1031456,33.6713409,31.5761642
303,0.5743404,0.4584361,0.254462,0.1491487,0.1955246,0.2023997,0.8132889,0.3397238,0.2142958,0.2819436,0.2980234,0.224198,0,107.3154678,79.2851334,62.1454811,45.510788,42.9295273,36.4026489,31.4835472,29.6826305,28.802618,26.7018147,25.3691788,23.8863792,95.2802658,89.5914307,82.6962585,75.1982803,65.3294067,52.3365974,44.8520699,39.522274,36.0836487,33.6341743,31.5377998
304,0.3593969,0.462495,0.1434613,0.1969233,0.1815394,0.1555937,0.7636163,0.322601,0.2580783,0.2589238,0.3102809,0.2326874,0,106.0705795,78.628067,62.0296898,45.4354973,42.6118813,36.1988335,31.3449593,29.5389309,28.7061596,26.6233654,25.3280239,23.8130398,95.0344467,89.2908249,82.3003387,74.9595184,65.2005615,52.1948433,44.7648735,39.4611702,36.0478058,33.6023636,31.5175629
305,0.3921005,0.484142,0.1743632,0.1704183,0.2226854,0.1466566,0.7933694,0.3767841,0.3266005,0.3043057,0.3042789,0.2266576,0,105.2307205,78.3017502,61.8912697,45.2456627,42.4249382,36.0295792,31.1772118,29.4382915,28.5985508,26.5273457,25.2507439,23.7614346,94.7549744,88.8864212,81.9438705,74.7084579,65.0200882,52.086113,44.6667023,39.4047127,36.0076447,33.5797157,31.4896126
306,0.4975579,0.511742,0.2324771,0.1833436,0.1982481,0.1707413,0.8851503,0.5400371,0.3539442,0.2880274,0.2906689,0.2345122,0,104.1998367,77.5988617,61.5235405,45.0025368,42.2783661,35.9136353,31.0769176,29.3050976,28.4934006,26.4779434,25.1774406,23.6880875,94.4724121,88.5149536,81.6268768,74.495369,64.8614731,51.9801636,44.615139,39.3741875,35.9590836,33.5512772,31.4603558
307,0.4022908,0.4919891,0.2437001,0.1856341,0.1919179,0.183541,0.7525219,0.4748297,0.3329481,0.3006883,0.2855968,0.227451,0,103.1523819,76.958252,61.2770348,44.8104897,42.0840073,35.7402992,30.9840069,29.2376423,28.390749,26.4186077,25.1403103,23.6376915,94.2192078,88.2712784,81.3736267,74.3181152,64.7596512,51.8670654,44.5582542,39.3457756,35.9302177,33.5039673,31.4332371
308,0.3624776,0.3899773,0.1911209,0.1597835,0.1766814,0.1395373,0.6327529,0.3716238,0.2823296,0.3431105,0.287203,0.2327667,0,102.3643799,76.3575516,60.8689079,44.648407,41.8861732,35.5851784,30.8714504,29.1373329,28.3177948,26.335762,25.0864449,23.5902233,93.8853531,88.0135651,81.1426697,74.1378326,64.6603165,51.8270149,44.504982,39.2948914,35.8967705,33.4813004,31.3921185
309,0.5594104,0.4873891,0.1885073,0.1884155,0.1974384,0.1616527,0.6325007,0.3960179,0.2896539,0.2783262,0.272494,0.223484,0,101.3790436,75.72966,60.3694077,44.4795532,41.6748428,35.3790665,30.7565651,29.0761147,28.2383652,26.2660694,24.998867,23.5358868,93.547081,87.6834412,80.8394012,73.9193497,64.4790192,51.7536545,44.4145203,39.2047882,35.8382111,33.4469604,31.3712273
310,0.5011126,0.4974008,0.2181792,0.2211379,0.1972176,0.19422,0.6793997,0.4194738,0.3449924,0.2783262,0.2820464,0.2205484,0,100.514473,75.1564026,59.8819199,44.3032303,41.4533958,35.1534195,30.615324,29.0016899,28.2041664,26.2205105,24.9210873,23.4962807,93.1944809,87.4873886,80.5632629,73.7635651,64.3333054,51.6499672,44.3503914,39.1333008,35.7803688,33.4242096,31.349184
311,0.5053783,0.4781891,0.2449301,0.1939783,0.1997938,0.1530186,0.5810631,0.4295598,0.2536838,0.3094029,0.2843288,0.2456991,0,99.335556,74.0823898,59.4432945,44.1045799,41.2531319,34.914608,30.4202824,28.8018551,28.1329899,26.1288795,24.8050938,23.4279041,92.9323959,87.3468246,80.3432388,73.6323395,64.151947,51.5374069,44.2543144,39.0461426,35.718029,33.3748398,31.3102303
312,0.5148577,0.484142,0.2387804,0.18318,0.2088474,0.2000518,0.7431925,0.3795988,0.2676812,0.2888495,0.2844979,0.2514909,0,98.1753159,73.5267105,59.0373344,43.8631401,41.0192871,34.6820946,30.2090092,28.5853901,27.9455986,26.0285339,24.6924744,23.3386879,92.7059708,87.1772156,80.1059875,73.4926682,64.0363235,51.4347954,44.1444664,38.9585762,35.66539,33.3348122,31.2866592
313,0.5200713,0.4738597,0.2489273,0.1797441,0.2011923,0.2079286,0.7931173,0.4131407,0.2136447,0.2822724,0.2883019,0.2389552,0,97.2205734,73.8323517,58.6574097,43.624588,40.7261086,34.4862137,30.0085697,28.4811077,27.8128529,25.9285202,24.6108284,23.2808437,92.4979248,86.9212723,79.8008194,73.2755585,63.9188271,51.3646622,44.1129532,38.9198418,35.5925217,33.2891312,31.2472687
314,0.412718,0.4484244,0.2290948,0.1841616,0.2013395,0.1958862,0.6062776,0.3458223,0.2427789,0.3080875,0.2938812,0.2337981,0,96.3846436,74.0218658,58.494854,43.3746185,40.4106369,34.2394829,29.8432388,28.4184074,27.6904316,25.8312969,24.5584583,23.2261791,92.222023,86.6552124,79.5277405,73.1264648,63.7941284,51.2802544,44.0425873,38.8633537,35.5396156,33.2447243,31.1986389
315,0.482391,0.4668244,0.1995766,0.1740177,0.1988369,0.1981584,0.5873667,0.3312797,0.2123427,0.3135136,0.2937121,0.2743408,0,95.4616241,74.2288818,58.282093,43.0932655,40.2642479,34.0967979,29.7729855,28.3593769,27.6278992,25.7724876,24.4919872,23.1797371,91.871048,86.2976379,79.2292557,73.0029449,63.733242,51.243042,43.9981155,38.8306351,35.4731445,33.1979599,31.1705666
316,0.4487394,0.4492361,0.2395491,0.2203198,0.1994258,0.2002033,0.5634129,0.3824135,0.1889052,0.260568,0.281201,0.2653754,0,94.7138824,74.0885315,58.1643944,42.8829269,40.1902199,34.0808411,29.7118092,28.2758961,27.5582409,25.709568,24.461504,23.0992737,91.4837875,85.9695053,78.9278946,72.8666306,63.6128883,51.165966,43.9102287,38.7699852,35.4351463,33.151619,31.1297703
317,0.3387794,0.4541067,0.1526858,0.1468582,0.2078905,0.2128515,0.7419318,0.2010995,0.1797906,0.2982219,0.2828072,0.2291171,0,94.2243805,73.1803436,57.9052353,42.7179298,40.128479,34.0592499,29.6701908,28.2293262,27.5078182,25.646637,24.3901463,23.0710354,91.0921631,85.6263428,78.6661453,72.6906815,63.4462318,51.0840797,43.8657951,38.7496147,35.4222031,33.1247673,31.101738
318,0.2785857,0.3997185,0.217718,0.1761447,0.1644628,0.1902816,0.7189866,0.3533282,0.2206434,0.3049634,0.2592221,0.2475239,0,93.5198135,72.2931519,57.7688408,42.5039368,40.0538177,34.0141792,29.6332169,28.176857,27.4201584,25.5981903,24.3393497,23.0198364,90.8385086,85.4221268,78.4078217,72.5515518,63.3509712,51.012291,43.7921371,38.6745262,35.3876991,33.0822983,31.0779724
319,0.3515764,0.4411185,0.1877386,0.1756538,0.1964079,0.2172443,0.7621034,0.3659944,0.2627984,0.3028258,0.265055,0.2349882,0,92.9449234,71.6447296,57.8733368,42.3177719,39.9157257,33.939827,29.5860481,28.0761166,27.3237762,25.5262871,24.2502995,22.9644375,90.6072617,85.1694107,78.1861572,72.3610306,63.2112122,50.9486046,43.7648926,38.621788,35.32584,33.0484161,31.0342503
320,0.3845171,0.4462597,0.2267887,0.1718908,0.195083,0.2109581,0.5830802,0.2956267,0.2510796,0.2771752,0.26142,0.2538711,0,92.5689316,70.804863,57.420208,42.2552719,39.8392868,33.8479958,29.5284786,27.9894505,27.2120457,25.4394035,24.1840878,22.9106922,90.3732376,84.9032669,77.9044876,72.2366714,63.1028214,50.8639793,43.7024803,38.5654564,35.2577591,33.0098,31.0132217
321,0.468646,0.530142,0.2123371,0.1825255,0.2097307,0.2186833,0.8606922,0.3596613,0.2917698,0.3197618,0.288471,0.2759276,0,92.1508942,70.3078537,56.9568558,42.0906296,39.766407,33.7151108,29.4793873,27.8830051,27.0933323,25.3406239,24.1029377,22.8151169,90.146019,84.6575317,77.6486816,72.0875549,63.0218239,50.8083839,43.6777992,38.5231361,35.2250519,32.9728813,30.968338
322,0.5347642,0.4882008,0.2681449,0.2641678,0.2596357,0.2810913,0.8614487,0.3521554,0.2798882,0.3600465,0.3948152,0.3171049,0,91.6598892,69.8645554,56.5311584,41.8795891,39.6675682,33.6472473,29.4074974,27.8456955,27.0450039,25.2612743,24.0423851,22.7651405,89.881897,84.3756256,77.4374313,71.9569626,62.9255409,50.8168945,43.6796608,38.5130615,35.2014809,32.9308777,30.9446697
323,0.5572776,0.5520597,0.3011991,0.3022893,0.3082895,0.3013891,0.7537826,0.4656819,0.3420627,0.3628418,0.3622695,0.3059974,0,91.1752167,70.0939178,56.2377205,41.776104,39.6123657,33.569252,29.2554073,27.7047138,27.00951,25.2049675,23.967062,22.6931953,89.6559906,84.1443863,77.233139,71.7988281,62.8259506,50.811718,43.6826401,38.5279922,35.1715508,32.9012489,30.9198647
324,0.4501613,0.5098479,0.3025827,0.2751297,0.314178,0.3155521,0.8125325,0.4600525,0.3650119,0.355607,0.3706384,0.3224207,0,90.7257233,70.0845413,56.3927231,41.6139565,39.5595665,33.4719162,29.2567139,27.5944233,26.8967724,25.1106606,23.866169,22.6093006,89.4567032,83.9298477,77.057991,71.71315,62.7845879,50.7845345,43.6768608,38.5337601,35.1788368,32.8571548,30.8798199
325,0.4423409,0.562342,0.3087324,0.2502608,0.286502,0.2896497,0.8175754,0.430029,0.3638726,0.3503453,0.3752032,0.3326555,0,90.1899033,69.9746094,56.5502853,41.4365005,39.3698349,33.3505592,29.264782,27.5606537,26.7964783,25.0151958,23.7773666,22.5280361,89.2849731,83.7420883,76.810585,71.6256104,62.7979774,50.7414474,43.6959724,38.5242157,35.2209015,32.8243027,30.852541
326,0.2769268,0.4752126,0.2766006,0.2479702,0.2798038,0.2735176,0.84632,0.4663856,0.3313205,0.3536338,0.3903349,0.3433664,0,89.616478,69.6391296,56.2593765,41.2874908,39.0052185,33.302494,29.1111164,27.4686012,26.7186203,24.9093094,23.7133312,22.4635983,89.0682373,83.5989075,76.6278915,71.5558548,62.7200089,50.6885414,43.6624794,38.5066261,35.1774445,32.8047447,30.8164062
327,0.3982621,0.4397656,0.2206391,0.242571,0.3006344,0.2932851,0.8801074,0.3920304,0.3586643,0.3519896,0.3807825,0.3432871,0,89.3241196,69.380188,55.9214401,41.2168884,38.6858597,33.2062492,28.9855099,27.4423676,26.6084824,24.8346195,23.6192169,22.392931,88.8032532,83.4361191,76.4589767,71.4455719,62.6753311,50.621048,43.5998383,38.4750671,35.1596451,32.7782707,30.7898808
328,0.4525312,0.4543773,0.2581517,0.1828527,0.2915808,0.2763199,0.6398129,0.3549701,0.3448296,0.3654726,0.3862772,0.3556641,0,88.3874283,69.1954651,55.9393921,41.0200996,38.4538879,33.1431122,28.8788147,27.4512997,26.5788994,24.7732582,23.5592728,22.3484936,88.5086288,83.283699,76.276947,71.2693405,62.5061493,50.5762062,43.5558739,38.4111328,35.1004028,32.7608948,30.7679615
329,0.3726679,0.4300244,0.2247901,0.1360598,0.2471962,0.2532198,0.7204994,0.3455878,0.2824924,0.3565935,0.3965904,0.3503483,0,87.6604385,68.993187,55.8077126,40.8829651,38.2813225,33.0999184,28.7789631,27.3860188,26.5671444,24.7441025,23.5028076,22.3026142,88.2460632,83.0752182,76.0425491,71.108963,62.3862801,50.495945,43.5272102,38.3748894,35.0562019,32.7334671,30.7453613
330,0.4044236,0.494695,0.2401641,0.1691094,0.1961871,0.1624858,0.6241799,0.444337,0.3316461,0.381422,0.4123984,0.3302753,0,86.91185,68.60952,55.6870193,40.7215309,38.3189316,32.9868774,28.7509861,27.2418499,26.5016823,24.717907,23.4655876,22.2513676,88.0539322,82.8692627,75.7197037,70.9727325,62.2130394,50.4241104,43.4936562,38.3527603,35.0523529,32.7059746,30.7189426
331,0.5350012,0.5052479,0.2965869,0.236681,0.2649354,0.2278476,0.5694644,0.4007091,0.3685927,0.3917809,0.3907576,0.3368605,0,85.9138031,68.0805054,55.5663643,40.642849,38.3558502,32.8641243,28.7516804,27.1976624,26.4411755,24.6739902,23.4238739,22.2043324,87.8655319,82.7029724,75.4867554,70.8167343,62.0905762,50.3408699,43.4512291,38.3306808,35.0231056,32.691658,30.6921921
332,0.4895005,0.488742,0.2373968,0.2558236,0.2916544,0.2899527,0.5825759,0.3727966,0.2771213,0.3740228,0.3940544,0.3403515,0,85.0912323,67.4671326,55.2466698,40.4934959,38.3611526,32.8319283,28.7559013,27.1649303,26.3823147,24.6460896,23.3970642,22.1445541,87.6486511,82.4880295,75.3258362,70.7140732,62.0873451,50.3261566,43.4249229,38.3038902,34.9853897,32.6508408,30.684
