Time,HF Center 0.2m,HF Center 0.4m,HF Center 0.6m,HF Center 0.8m,HF Center 1.0m,HF Center 1.2m,HF Offset 0.2m,HF Offset 0.4m,HF Offset 0.6m,HF Offset 0.8m,HF Offset 1.0m,HF Offset 1.2m,HF Ring Stand,TC Plume 0.2m,TC Plume 0.4m,TC Plume 0.6m,TC Plume 0.8m,TC Plume 1.0m,TC Plume 1.2m,TC Plume 1.4m,TC Plume 1.6m,TC Plume 1.8m,TC Plume 2.0m,TC Plume 2.2m,TC Plume 2.4m,TC Surface Center 0.2m,TC Surface Center 0.4m,TC Surface Center 0.6m,TC Surface Center 0.8m,TC Surface Center 1.0m,TC Surface Center 1.2m,TC Surface Center 1.4m,TC Surface Center 1.6m,TC Surface Center 1.8m,TC Surface Center 2.0m,TC Surface Center 2.2m
296,0.6572844,0.6573185,0.5224317,0.4452859,0.413252,0.3888663,0.5840888,0.5079025,0.4498101,0.3955628,0.3948997,0.3548707,0,124.1505203,70.4947205,53.4784622,40.9959755,39.5478897,34.1065292,29.1183624,27.3604469,26.4049358,24.6247158,23.3590717,22.3136501,83.3442001,82.3506165,72.1755219,61.9067726,51.9751396,44.8483391,39.507206,35.9762383,33.3663483,30.9364243,29.6953621
297,0.6589433,0.6516361,0.4726197,0.4408684,0.4422529,0.4058316,0.5888796,0.5116554,0.5134494,0.4731724,0.352379,0.354712,0,123.111618,70.0493698,53.1843033,40.7841377,39.3309059,33.8802605,28.9693928,27.2448158,26.2849312,24.5571785,23.3012733,22.2342453,83.0370331,82.0902557,71.9537506,61.7315102,51.8681335,44.7957649,39.4309044,35.9221458,33.3402557,30.9147701,29.6627731
298,0.6596542,0.6410832,0.4747721,0.4356328,0.4252498,0.401666,0.5717337,0.4738915,0.5001031,0.5106618,0.3639602,0.3440805,0,122.1023483,69.590271,52.8415489,40.5847816,39.1641159,33.7362862,28.8571663,27.143734,26.1976395,24.5027237,23.2440815,22.1937065,82.8012466,81.8521423,71.765213,61.6149406,51.7813034,44.7319145,39.4010696,35.8802528,33.300148,30.8877087,29.6251392
299,0.6603652,0.6784244,0.4786156,0.4209078,0.4263539,0.4006057,0.5886274,0.4907797,0.4914768,0.440287,0.4101159,0.3363052,0,120.9965286,68.9633484,52.5326691,40.4080772,38.9229774,33.5746193,28.7508984,27.0633354,26.1378746,24.4501038,23.1989517,22.1701641,82.5830154,81.6257248,71.5828552,61.5328751,51.6955261,44.6854477,39.3361168,35.8420448,33.277977,30.8947983,29.5957317
300,0.7226917,0.7038597,0.4477138,0.4356328,0.4269428,0.4020447,0.6012347,0.5276054,0.4402073,0.4516324,0.4327711,0.350745,0,119.7733002,68.3434448,52.261528,40.1367683,38.6531448,33.3653984,28.6511326,26.978138,26.0487366,24.3631744,23.1425667,22.180069,82.3604965,81.3946457,71.3602448,61.4167099,51.6120644,44.6494904,39.317524,35.7945862,33.2529144,30.8745594,29.5739594
301,0.7077618,0.6294479,0.4709286,0.4272886,0.4022111,0.3899267,0.5891317,0.5147047,0.4651096,0.5488089,0.4210209,0.3894628,0,118.5205765,67.582695,51.8770752,39.871563,38.4491653,33.1998558,28.4920368,26.86446,25.9458103,24.2711468,23.089035,22.1443367,82.1572571,81.1707535,71.1088486,61.2911797,51.5247345,44.6022186,39.3162842,35.7596779,33.2385521,30.8533916,29.5599155
302,0.6812197,0.6253891,0.488455,0.4246708,0.4138409,0.392426,0.5989654,0.5161121,0.4582737,0.4789274,0.395576,0.3858925,0,117.4111404,66.8997421,51.4061089,39.7122955,38.3117142,33.0602646,28.3499565,26.7233143,25.8350182,24.1863842,22.9946709,22.1340752,81.939064,80.937767,70.9411774,61.1741905,51.4522667,44.5606003,39.321476,35.7192383,33.2201538,30.8398266,29.544075
303,0.6148645,0.6381067,0.5006005,0.41829,0.4094245,0.3980306,0.5727423,0.5266672,0.4795953,0.4789274,0.3542387,0.358679,0,116.3740463,66.4136734,50.960659,39.518837,38.1135101,32.9102898,28.2245884,26.6290913,25.7213421,24.1206779,22.9193897,22.0921307,81.6539383,80.7119141,70.7754669,61.0080414,51.3695831,44.5243225,39.3204689,35.680069,33.1700287,30.8188934,29.5276299
304,0.4752815,0.5980597,0.5122848,0.4438134,0.4036096,0.3971975,0.5518142,0.4546576,0.5126356,0.4470285,0.399211,0.3408275,0,115.3847122,65.8884964,50.4172935,39.2733612,37.9143944,32.8123322,28.0873909,26.5268021,25.6642399,24.0544605,22.8795929,22.025053,81.3851929,80.4826355,70.5821304,60.8829536,51.2915802,44.4474411,39.2697296,35.653862,33.1329002,30.788435,29.4941196
305,0.5989866,0.6302597,0.4922985,0.4225439,0.4048609,0.380005,0.5586221,0.4767062,0.5087294,0.4536056,0.4196683,0.3492375,0,114.2994232,65.4001465,49.9645615,39.0615921,37.7258835,32.7216759,28.035162,26.3997726,25.5921841,23.9403648,22.7914696,21.9623146,81.1716232,80.2623444,70.4358978,60.8146896,51.2008095,44.402298,39.2352028,35.6218452,33.1004448,30.764164,29.4826145
306,0.6229219,0.631342,0.5673239,0.435142,0.4080996,0.3809896,0.5750116,0.4370657,0.4695041,0.4731724,0.406481,0.3724048,0,113.4364014,65.2100983,49.7183113,38.9024811,37.6401749,32.656601,28.0150433,26.3535824,25.5145264,23.8842278,22.7109909,21.9045753,80.937233,80.0498352,70.2820511,60.731781,51.1285896,44.3668785,39.1973877,35.581295,33.0631866,30.7715397,29.4452095
307,0.593062,0.5726244,0.5233541,0.4511759,0.3947032,0.3700076,0.447426,0.4471517,0.483827,0.4424245,0.432433,0.3733568,0,112.6145096,64.8336334,49.5914307,38.8092537,37.5827103,32.6491814,27.9762974,26.2943974,25.4408665,23.8752251,22.6693859,21.8440189,80.7364197,79.8188248,70.1038284,60.6259117,51.0510406,44.3350182,39.1541939,35.5476952,33.0426445,30.726511,29.4215794
308,0.5703117,0.6575891,0.4987556,0.4392323,0.3963962,0.3774299,0.5134881,0.4462135,0.49815,0.4144719,0.4227115,0.3756577,0,111.6272659,64.4018784,49.4177589,38.7610435,37.4589462,32.6723824,27.9724655,26.2399731,25.3402061,23.7983475,22.6238461,21.784832,80.5307159,79.5675201,69.9283829,60.4889832,50.9718628,44.292244,39.1060104,35.5210609,33.0084572,30.7016373,29.4038219
309,0.5603584,0.6781538,0.5032141,0.4125636,0.3955865,0.3702348,0.5127317,0.43214,0.4625054,0.4490016,0.4041985,0.358917,0,110.7158585,63.7414627,49.0770416,38.5519142,37.3145828,32.7158279,28.0794163,26.2330856,25.2743034,23.7441406,22.5714531,21.7411556,80.3627396,79.3242645,69.7936554,60.3417206,50.8908043,44.2100792,39.0518265,35.4902878,32.9937401,30.6816254,29.3849106
310,0.578843,0.6946597,0.512746,0.41829,0.4202446,0.384625,0.5392069,0.4394113,0.5243544,0.4302569,0.4357298,0.3761337,0,109.9101181,63.4854164,48.760891,38.2917862,37.0814247,32.647625,28.0814095,26.2667885,25.2638206,23.6768875,22.4999256,21.6900978,80.1630707,79.120079,69.5820541,60.2056885,50.8036537,44.1124954,38.9903717,35.4619522,32.9807281,30.6915035,29.366951
311,0.5323944,0.585342,0.5405731,0.3893307,0.4096453,0.3918959,0.5049152,0.4708422,0.490663,0.4976721,0.4375896,0.3968414,0,109.0248871,62.8395996,48.485672,38.0087013,36.9700012,32.5778084,28.1205978,26.2577229,25.211998,23.6367683,22.4529228,21.6252785,79.9435043,78.9033203,69.4334488,60.0772667,50.7260056,44.0263138,38.965374,35.4237747,32.9660988,30.6618042,29.356781
312,0.5485092,0.5756008,0.5018304,0.4449587,0.4310647,0.3853067,0.5021416,0.4410532,0.515077,0.3889857,0.4186539,0.3860512,0,108.0091171,62.1475143,48.2539597,37.8019714,36.8011932,32.519455,28.1878929,26.3492832,25.223175,23.6157818,22.4432755,21.5420971,79.7692413,78.6999741,69.3202744,59.9707527,50.6600151,43.9678268,38.9379692,35.4004097,32.9659348,30.6424618,29.350214
313,0.5323944,0.5829067,0.4935285,0.4539573,0.4455652,0.373643,0.5165139,0.3453532,0.494081,0.4457131,0.3854319,0.3784346,0,106.9345169,61.5375061,48.0491219,37.6832314,36.7926559,32.4245415,28.0722523,26.3308525,25.1956215,23.6192513,22.4584999,21.5061493,79.559639,78.4770584,69.1390762,59.8309669,50.562088,43.893219,38.887291,35.3731461,32.9367485,30.6241093,29.3295746
314,0.5326314,0.6113185,0.5172045,0.3976749,0.4265747,0.3735673,0.4970987,0.3960179,0.5048231,0.4483439,0.3631994,0.318533,0,105.9603195,60.9331017,47.6024399,37.5647011,36.7626495,32.3381081,27.986599,26.2314796,25.1104279,23.5608768,22.422781,21.492033,79.3312149,78.2682953,68.9602814,59.714592,50.4514275,43.8225403,38.8454094,35.3393745,32.9201584,30.5807819,29.3099098
315,0.60657,0.6183538,0.4747721,0.4107638,0.4218639,0.369326,0.5253389,0.4227576,0.459413,0.4455486,0.4145962,0.2947311,0,104.8443909,60.4413261,47.3334045,37.4769936,36.6868362,32.2619934,27.9226246,26.1617451,25.0568161,23.5106449,22.3940792,21.4333801,79.0974884,78.0516586,68.8187408,59.621582,50.3653641,43.7750931,38.7757378,35.3226395,32.8778877,30.5421658,29.2942066
316,0.6305053,0.5937303,0.5373445,0.4176355,0.3927895,0.3655391,0.5278604,0.4431642,0.4457411,0.4534411,0.4512842,0.3072668,0,103.8369598,60.2069244,47.1476364,37.413456,36.659523,32.1959,27.8543854,26.0756569,25.0034618,23.4773254,22.3660164,21.4163074,78.8728104,77.830513,68.6492004,59.4886971,50.2935982,43.7386665,38.7160263,35.285202,32.855381,30.5007992,29.2708549
317,0.6264766,0.5517891,0.4209629,0.3649526,0.3318435,0.3172941,0.5134881,0.4389422,0.4416721,0.4629779,0.3787537,0.2764036,0,102.8741379,59.9085922,47.067646,37.2651901,36.5990372,32.1513176,27.8152828,25.9976025,24.9388752,23.4195175,22.3145676,21.3671303,78.6258926,77.6116791,68.5149918,59.3353119,50.1945763,43.666687,38.6202202,35.2478828,32.8033562,30.4670677,29.249506
318,0.6473311,0.5926479,0.4644715,0.4146905,0.3863121,0.3550115,0.5538314,0.4377694,0.4699924,0.4128276,0.3903349,0.3326555,0,102.0680313,59.69487,46.9928398,37.1180305,36.5299454,32.0789452,27.8048325,25.9844933,24.8833599,23.3931255,22.2786598,21.3243942,78.4284592,77.4108276,68.361702,59.1933327,50.1095963,43.6028786,38.5688171,35.2008247,32.7667084,30.4483757,29.2198696
319,0.6115467,0.5948126,0.4593981,0.4348148,0.3974267,0.3623581,0.5351726,0.422054,0.522564,0.4434111,0.4271919,0.3477301,0,101.4468155,59.4876976,46.9735985,36.9543343,36.3534241,31.9851055,27.7347546,25.9599915,24.8448143,23.3432007,22.2146358,21.2759075,78.2496567,77.2080841,68.2053986,59.1127548,50.0478706,43.5609322,38.5371399,35.1799011,32.7495041,30.4371376,29.1988316
320,0.6141535,0.6078008,0.4696987,0.4467584,0.3993404,0.365842,0.5508056,0.4816319,0.5162164,0.4453842,0.4338701,0.3755784,0,100.7798691,59.3646545,46.933815,36.7313881,36.1351891,31.8189812,27.6622562,25.9259014,24.774704,23.295393,22.1887493,21.2401581,78.068512,77.0356216,68.038681,59.0040474,49.9789543,43.5485649,38.4985924,35.1345062,32.717144,30.4332733,29.1919479
321,0.6179452,0.594542,0.4898387,0.4829166,0.41811,0.4060588,0.5434934,0.4614598,0.5228895,0.4485083,0.4240641,0.3907323,0,100.2868881,59.2551193,46.5701218,36.5352287,35.9130745,31.6771584,27.5232906,25.8176937,24.7022247,23.2334824,22.1491165,21.1990032,77.871521,76.8440094,67.8869019,58.8941383,49.8932991,43.5271835,38.4898071,35.1058578,32.7056885,30.3977261,29.161253
322,0.607755,0.5572008,0.4953733,0.5032044,0.4155338,0.4060588,0.5235739,0.4738915,0.4843153,0.4338743,0.4261775,0.3857338,0,99.3769608,58.6672249,46.049614,36.435421,35.7656631,31.5859203,27.4486752,25.7584572,24.6398411,23.1759892,22.0756149,21.1247387,77.673317,76.65448,67.7772217,58.8183594,49.8297195,43.4986229,38.4685822,35.0804558,32.6858673,30.4015408,29.1473751
323,0.5674679,0.5477303,0.4955271,0.5092581,0.396249,0.3902296,0.5172703,0.4598179,0.514426,0.4559075,0.4474801,0.4065209,0,98.3671265,58.2526474,45.6762962,36.2884903,35.7661057,31.4120274,27.4261227,25.7404041,24.5831432,23.1075325,22.0055389,21.0580711,77.4652328,76.4590988,67.7053528,58.7587776,49.7865067,43.4570732,38.4608192,35.0528259,32.6581841,30.3895836,29.1267433
324,0.4954251,0.5434008,0.4603205,0.5197292,0.3886675,0.3978034,0.4935686,0.4760025,0.468202,0.4450554,0.436068,0.3815288,0,97.4334488,58.0123405,45.3802338,36.143158,35.821331,31.3562374,27.2528286,25.5763016,24.4663963,23.0282154,21.9302826,21.0044212,77.22686,76.2730103,67.5855255,58.669136,49.7212143,43.4171333,38.4333992,35.0331802,32.6415062,30.3931656,29.1088734
325,0.510592,0.5504361,0.5024454,0.4721182,0.3953657,0.3659935,0.5041587,0.444337,0.428814,0.4409447,0.4218662,0.3555847,0,96.7089462,57.5515862,45.1898117,36.0193825,35.6563225,31.294302,27.1917915,25.3984432,24.360857,22.8949909,21.7873821,20.9771862,76.9740829,76.0937653,67.3701477,58.5859909,49.6672554,43.3792953,38.4263763,35.0156593,32.619072,30.374815,29.1040478
326,0.5129618,0.5639655,0.4804605,0.4537937,0.4080996,0.3631155,0.4960901,0.4222885,0.3990289,0.4276261,0.4397875,0.3765304,0,96.3212433,57.6572342,44.8235207,35.8355637,35.6289101,31.2344589,27.2083073,25.2253132,24.2926331,22.8301449,21.6924801,20.8955612,76.7361755,75.900795,67.1700134,58.4467201,49.5998306,43.3416748,38.4289055,34.9845047,32.6009865,30.3461533,29.0734673
327,0.5418737,0.5777655,0.4458689,0.4585385,0.4131784,0.3759909,0.4847436,0.4140789,0.4683648,0.4294348,0.4320949,0.3801007,0,95.6839752,57.7935677,44.6251755,35.7195778,35.623703,31.2299805,27.1517582,25.1032906,24.2237663,22.7620049,21.6492729,20.8390789,76.5276947,75.7006149,66.9736557,58.3119698,49.5558243,43.3086243,38.4054222,34.968811,32.5830116,30.3405437,29.0622044
328,0.5191233,0.5661303,0.4554008,0.4672099,0.3933047,0.4052257,0.4870129,0.4239304,0.5230523,0.4256529,0.4096087,0.3758164,0,95.0202484,57.7061806,44.4192543,35.5843735,35.5633507,31.1460838,27.0754681,24.9724445,24.090416,22.6645756,21.5661182,20.7748909,76.3594131,75.5032578,66.7841568,58.2113571,49.5009804,43.3003654,38.3792076,34.9425201,32.5562973,30.3024807,29.0448017
329,0.5241,0.5461067,0.4675463,0.4788263,0.3938936,0.3920473,0.5099581,0.4323745,0.5220757,0.4384783,0.390504,0.3609798,0,94.4526825,57.6514664,44.2183952,35.4067307,35.403656,30.8831253,26.8726654,24.9011917,24.0080509,22.5799084,21.486639,20.7113476,76.1807632,75.3241119,66.6532745,58.0730515,49.4508247,43.2860451,38.3357124,34.9258499,32.5380974,30.2616749,29.0141087
330,0.5539598,0.5339303,0.4789231,0.4901155,0.3905077,0.386367,0.5013851,0.4375348,0.4882216,0.4161162,0.4217817,0.3762924,0,93.9790268,57.5661049,44.2887383,35.3154831,35.2431145,30.5523376,26.5904942,24.812849,23.9483299,22.5087948,21.4135265,20.6636581,75.9954453,75.137207,66.559761,57.9597168,49.3983727,43.2668266,38.3212624,34.9068604,32.5307007,30.2388401,28.9919987
331,0.5110659,0.5290597,0.4761558,0.5218562,0.38484,0.3788689,0.4925601,0.4243995,0.4815484,0.4082237,0.4247404,0.395334,0,93.3180618,57.2467117,44.3705215,35.2350121,35.0221786,30.3210564,26.3783932,24.7255611,23.8574772,22.4485912,21.3369255,20.6196842,75.8210526,74.9520493,66.432045,57.8731956,49.3299446,43.2289467,38.3018837,34.8694534,32.5303574,30.2245865,28.9833717
332,0.5961428,0.5461067,0.4552471,0.5364176,0.3829998,0.3795506,0.5397112,0.4410532,0.4382541,0.4190759,0.4341237,0.4056481,0,92.6360321,56.6306763,44.4130058,35.1021996,34.8522339,30.1842499,26.2909336,24.7022476,23.8496475,22.3827934,21.2611656,20.5826321,75.6137695,74.7743301,66.2922821,57.7985458,49.2719574,43.1833496,38.2762489,34.854599,32.4955978,30.2006397,28.9514904
333,0.6136795,0.5523303,0.4658552,0.4832438,0.4081732,0.3723555,0.4461653,0.4016473,0.4893609,0.4235154,0.4222889,0.3695485,0,91.9423218,56.1861801,44.5408821,35.006382,34.5896416,30.0688057,26.3151512,24.6656342,23.7978191,22.3199558,21.1876087,20.5121231,75.3807602,74.5921402,66.1722794,57.7260361,49.206131,43.1410294,38.2124634,34.8205833,32.4645195,30.1758766,28.9315891
334,0.6264766,0.5474597,0.4898387,0.4508487,0.401107,0.4039382,0.4855,0.4126716,0.522564,0.3967138,0.4332783,0.383195,0,91.2425003,55.8901367,44.440567,34.884285,34.4405022,29.869379,26.2207775,24.594944,23.7152596,22.2722206,21.1561241,20.4593945,75.1986542,74.4143066,66.0779266,57.6516266,49.1613503,43.1064644,38.1826057,34.7816505,32.4292603,30.1578312,28.9191723
335,0.6553885,0.5482714,0.4666239,0.4425045,0.3915382,0.4208277,0.4713799,0.3967216,0.4921278,0.3858616,0.4259239,0.3385267,0,90.6907272,55.6513062,44.1129112,34.7881317,34.3158112,29.6922359,26.1676579,24.5236015,23.6691666,22.2234573,21.1046333,20.3729992,75.0012589,74.242424,65.9719238,57.5622253,49.1100121,43.067173,38.1278343,34.7413254,32.401619,30.1440296,28.8910427
336,0.5982756,0.5517891,0.4644715,0.4158358,0.3899924,0.3732643,0.469867,0.3774878,0.4696669,0.3853683,0.4111303,0.3862892,0,89.9939575,55.2424965,43.7573624,34.6646996,34.1784439,29.5742397,26.0443783,24.4909019,23.6371689,22.1887894,21.0551147,20.3291779,74.8145599,74.0490036,65.847641,57.4633179,49.0576439,42.9944954,38.0488739,34.7070656,32.3819275,30.1103821,28.8844604
337,0.4667501,0.5133655,0.4796918,0.4145269,0.4039776,0.3538755,0.4133864,0.3777223,0.4701552,0.3774758,0.3496739,0.3609798,0,89.1929245,54.8674812,43.3042183,34.488739,33.940136,29.4509029,25.8553104,24.3980217,23.5122967,22.1203384,20.9956703,20.2830238,74.5669785,73.8731232,65.7299118,57.3566093,48.9833679,42.9046669,37.993,34.6735001,32.3452988,30.0815563,28.8578625
338,0.3665064,0.5404244,0.4490974,0.4173083,0.384472,0.32252,0.3687567,0.3404275,0.4660862,0.3630062,0.399211,0.3720081,0,88.3639755,54.374855,42.8172302,34.3736458,33.7732201,29.2791634,25.7060604,24.2898121,23.4508743,22.0664692,20.9455204,20.214283,74.3338623,73.7014542,65.5961914,57.2732925,48.9015083,42.8302498,37.9152756,34.6086617,32.3167305,30.0649567,28.8382282
339,0.1202811,0.549895,0.4437165,0.396366,0.3843984,0.3802322,0.3392557,0.2883554,0.4113987,0.3588955,0.3805289,0.3514591,0,87.7062302,54.110775,42.3302574,34.2624969,33.8622513,29.2081585,25.6608925,24.1470127,23.3419209,21.987421,20.9654198,20.1726971,74.1350403,73.5035934,65.4582825,57.1735992,48.84021,42.7805824,37.8579254,34.581852,32.2606125,30.0376606,28.8199368
340,0.4300178,0.5390714,0.440488,0.359717,0.3779946,0.3778844,0.4093521,0.2972686,0.4105849,0.3858616,0.4133282,0.359155,0,87.126915,53.6854248,42.0285988,34.0730896,33.9251213,29.1989956,25.6041012,24.0814476,23.2303944,21.8989792,20.8901424,20.1767445,73.9044266,73.3285446,65.2216568,57.0375061,48.7867622,42.7187233,37.8073807,34.523674,32.2158356,30.0078163,28.7930679
341,0.4056085,0.5388008,0.4377207,0.3693701,0.3749031,0.369023,0.3765732,0.3324525,0.400331,0.3958916,0.4320103,0.3580443,0,86.4159164,53.4412994,42.2157669,33.8188171,33.8852844,29.2775993,25.6678543,24.175539,23.1689148,21.815876,20.8103409,20.1387024,73.6547852,73.1374054,65.0250854,56.9169197,48.7204056,42.6591377,37.781147,34.4733963,32.171093,29.9607086,28.7828102
342,0.4710158,0.5431303,0.4278813,0.3772234,0.3813069,0.3703863,0.3087461,0.3716238,0.4367893,0.4034553,0.431334,0.3516177,0,85.9385605,53.2924538,42.1301003,33.7891541,33.7821236,29.2222061,25.7694206,24.1191387,23.1935043,21.7608662,20.7400723,20.0847683,73.4766464,72.9301682,64.8902512,56.787899,48.650383,42.6074028,37.7508545,34.4261551,32.1361504,29.9008541,28.7349377
343,0.4530051,0.5718126,0.4681613,0.3927666,0.3786571,0.3675083,0.3543844,0.250826,0.4250705,0.4470285,0.4417318,0.3649468,0,85.5226364,53.1872215,42.2499771,33.7505379,33.654995,29.155941,25.6965294,24.0922909,23.2003307,21.7176552,20.6911106,20.0206299,73.2193985,72.7438736,64.7892609,56.6850815,48.5800285,42.5966263,37.7814865,34.3980713,32.0993805,29.8327713,28.7063198
344,0.5575146,0.6275538,0.4490974,0.3747693,0.4055234,0.3965159,0.4746577,0.3641179,0.4636448,0.4559075,0.4190766,0.3927157,0,85.2088318,53.1765671,42.4461861,33.6617241,33.3684769,29.1526108,25.6633434,24.0356083,23.1848507,21.7078552,20.6911678,19.9542637,72.987114,72.5356293,64.6545181,56.4975357,48.5023232,42.5617256,37.7852783,34.3632889,32.0844307,29.7850494,28.6709728
345,0.4785993,0.6010361,0.4494049,0.4048738,0.4449027,0.4045441,0.4446525,0.418301,0.4618544,0.4496593,0.4341237,0.4249277,0,84.7838821,53.0134277,42.500248,33.5571938,33.0395126,29.0118561,25.6067753,24.0349483,23.1675167,21.7071953,20.7216358,19.9547386,72.8637009,72.3563919,64.536705,56.4073257,48.4142761,42.5078888,37.7674446,34.3502731,32.0710182,29.7937984,28.6507263
346,0.4944771,0.5220244,0.4281887,0.3755873,0.4069219,0.4268868,0.4620505,0.3392547,0.4309299,0.4587028,0.4395339,0.4023952,0,84.1975555,52.8204308,42.6187477,33.502594,32.8978195,28.7833767,25.4803734,23.9643707,23.1165199,21.689537,20.6971207,19.9450321,72.749527,72.1757507,64.3965454,56.3027916,48.3466606,42.4574623,37.7552795,34.3433151,32.0550385,29.8082561,28.6392117
347,0.5359491,0.5764126,0.4497124,0.410273,0.3874898,0.4177982,0.4413746,0.4079804,0.5023817,0.3630062,0.4219507,0.3761337,0,83.6019211,52.6172142,42.5840874,33.2909889,32.9525566,28.6401653,25.2955494,23.8780613,23.0713673,21.6568794,20.6473351,19.9233418,72.5981216,71.9992828,64.3244934,56.1995239,48.2654915,42.4090576,37.7107773,34.3207855,32.032093,29.8033123,28.6206989
348,0.5319204,0.5788479,0.4527872,0.4034013,0.3963226,0.3928805,0.4948294,0.3826481,0.4768284,0.4427534,0.4530594,0.3841471,0,83.1134872,52.5876083,42.6554794,33.1299896,32.7854805,28.5395088,25.0895271,23.8004436,23.025074,21.6257324,20.6119709,19.8891182,72.4837265,71.8264923,64.2785187,56.1250076,48.1995125,42.3625031,37.7013855,34.3053665,32.0185242,29.8152905,28.611227
349,0.4503983,0.5561185,0.4394118,0.3872038,0.4218639,0.3925775,0.459529,0.408215,0.4655979,0.4527834,0.4173859,0.395334,0,82.8399506,52.3989944,42.5492134,33.0378571,32.520237,28.3263874,24.9237595,23.7067776,22.9331436,21.576992,20.5718994,19.8725853,72.3534241,71.65979,64.1666412,56.0599174,48.1385574,42.3403511,37.7071533,34.2868042,32.0258217,29.7928867,28.6057453
350,0.4992168,0.5788479,0.4706211,0.3834407,0.4426209,0.3861398,0.4252373,0.4051657,0.4721083,0.4564008,0.4257548,0.4048547,0,82.2531357,51.8585815,42.0476494,32.9798927,32.2545853,28.1618805,24.7874889,23.5881557,22.8586693,21.5009785,20.5162849,19.8507652,72.1813583,71.4850388,64.0235672,55.973465,48.0728149,42.3078117,37.7219162,34.2708893,32.0110054,29.7863102,28.6025524
351,0.4947141,0.6226832,0.4361832,0.4104366,0.4189933,0.4093156,0.4867607,0.3774878,0.4693414,0.4289415,0.4453667,0.4013638,0,81.8468094,51.3060875,41.4292145,32.7736168,32.0973473,28.0425129,24.6877995,23.477396,22.7818432,21.4609108,20.4586983,19.8300133,72.0730057,71.3402863,63.9061165,55.900589,48.0118141,42.274456,37.6899185,34.2586517,31.9934902,29.7841759,28.5827103
352,0.5309725,0.6045538,0.4601668,0.4122363,0.4161963,0.4194644,0.4895343,0.4222885,0.4327203,0.4703771,0.4481564,0.4261178,0,81.2801971,51.0514565,40.8480949,32.5312614,31.9693813,27.9608269,24.6293182,23.4003105,22.7190361,21.4200821,20.426548,19.7796459,71.9866333,71.1874542,63.7857323,55.8011551,47.9648857,42.2511406,37.642601,34.2329292,31.9527035,29.7244797,28.5624962
353,0.4655652,0.5872361,0.4177344,0.43007,0.4168587,0.4375658,0.4895343,0.4061039,0.4242567,0.4192403,0.4465502,0.4141375,0,80.8454666,50.8531532,40.6109428,32.4132805,31.8118782,27.8936214,24.5940533,23.3756104,22.6783733,21.3543816,20.3668346,19.762085,71.8762131,71.0553284,63.6937904,55.6624146,47.9132996,42.2305832,37.6264458,34.1991119,31.9293385,29.6852551,28.5458241
354,0.4622475,0.5812832,0.4441778,0.4333423,0.4175948,0.4334002,0.443896,0.386401,0.4810601,0.3926031,0.4294743,0.4047754,0,80.36866,50.6260643,40.4827003,32.2578278,31.642786,27.8016129,24.6386604,23.328661,22.6086082,21.284586,20.3049278,19.7165127,71.7383957,70.9151993,63.5662842,55.6022987,47.8543777,42.2011795,37.5647964,34.1694984,31.8730183,29.6393337,28.5130329
355,0.5041934,0.5975185,0.4387968,0.4249981,0.4178156,0.4543796,0.4648241,0.4157209,0.4805718,0.5004673,0.4339546,0.3996183,0,79.7236328,50.2410316,40.2512245,32.1752777,31.5248585,27.7092934,24.5820065,23.2863331,22.5938854,21.2425575,20.246891,19.6763344,71.6014023,70.7601166,63.4752197,55.5393028,47.8129425,42.1748314,37.5304947,34.1313477,31.8490658,29.5980072,28.4886131
356,0.509881,0.545295,0.472466,0.3926029,0.4541771,0.4202218,0.4912993,0.4190047,0.4465549,0.4570585,0.4393648,0.4244517,0,78.7128448,49.8612518,40.1224327,32.0681,31.4611969,27.619772,24.5043392,23.2774773,22.5797081,21.23596,20.2630711,19.6431522,71.4799347,70.6183853,63.288414,55.4259453,47.7701912,42.1665001,37.4832764,34.1053429,31.8402863,29.5828094,28.4767857
357,0.5264698,0.6018479,0.4578607,0.368552,0.4477734,0.4418071,0.4996201,0.4248687,0.4582737,0.418747,0.4737703,0.4159623,0,77.814682,49.5709229,39.9950829,31.9631405,31.3651829,27.6588173,24.4671059,23.3185635,22.5416126,21.2376823,20.2750454,19.6217175,71.3415909,70.4792023,63.1144333,55.3376312,47.7029533,42.1332169,37.4696579,34.0800705,31.8284779,29.5969353,28.4634266
358,0.4935292,0.5826361,0.4653939,0.3772234,0.4532938,0.4312796,0.4807092,0.4351892,0.4647841,0.4284482,0.4866195,0.4288154,0,77.1886292,49.2820129,40.0866585,31.8968582,31.2992306,27.6741009,24.6159172,23.3138447,22.5065536,21.1866817,20.2228432,19.6029339,71.2127686,70.322403,62.9988708,55.2666397,47.6375656,42.0705376,37.4339867,34.0375519,31.8132839,29.5881062,28.4267101
359,0.4700679,0.5463773,0.4640103,0.4403776,0.4542507,0.3790204,0.4900386,0.4117334,0.4545302,0.5295709,0.4671766,0.4067589,0,76.526474,48.9628677,40.055336,31.8221149,31.201128,27.5462666,24.5452175,23.3051491,22.4584064,21.1514168,20.183733,19.5475082,71.0877914,70.1848526,62.9496384,55.2271805,47.5671692,42.0244102,37.3943977,34.0334396,31.7858906,29.5531178,28.4142857
