Time,HF Center 0.2m,HF Center 0.4m,HF Center 0.6m,HF Center 0.8m,HF Center 1.0m,HF Center 1.2m,HF Offset 0.2m,HF Offset 0.4m,HF Offset 0.6m,HF Offset 0.8m,HF Offset 1.0m,HF Offset 1.2m,HF Ring Stand,TC Plume 0.2m,TC Plume 0.4m,TC Plume 0.6m,TC Plume 0.8m,TC Plume 1.0m,TC Plume 1.2m,TC Plume 1.4m,TC Plume 1.6m,TC Plume 1.8m,TC Plume 2.0m,TC Plume 2.2m,TC Plume 2.4m,TC Surface Center 0.2m,TC Surface Center 0.4m,TC Surface Center 0.6m,TC Surface Center 0.8m,TC Surface Center 1.0m,TC Surface Center 1.2m,TC Surface Center 1.4m,TC Surface Center 1.6m,TC Surface Center 1.8m,TC Surface Center 2.0m,TC Surface Center 2.2m
360,0.481917,0.5390714,0.4703136,0.4251617,0.4607281,0.3934106,0.4920558,0.4267451,0.4475315,0.5527552,0.4328557,0.3897802,0,76.1223831,48.6124802,39.894165,31.7307758,31.0416756,27.391571,24.3927612,23.1491337,22.377964,21.0849895,20.1145592,19.51404,70.9506683,70.0421066,62.8845367,55.1194305,47.5026398,41.9674339,37.3439064,34.0161514,31.7738304,29.5301094,28.4051914
361,0.552064,0.5655891,0.4188106,0.4356328,0.445418,0.3907598,0.5031502,0.4197084,0.4312554,0.4744878,0.4576242,0.396048,0,75.6189957,48.3228188,39.5949974,31.5688515,30.9258766,27.2769051,24.286871,23.0828915,22.3339844,21.0273418,20.0572166,19.4760761,70.7956314,69.8983231,62.7551765,55.0523071,47.4518776,41.9183235,37.3140182,33.993679,31.7610741,29.5210915,28.3927689
362,0.4655652,0.5482714,0.4367982,0.4197625,0.4666902,0.3965159,0.5129838,0.3913267,0.4597385,0.5151013,0.4359834,0.3840677,0,75.3288345,48.28339,39.2817726,31.4995613,30.8388557,27.1824303,24.2526703,23.034647,22.2932453,20.9827976,20.0114765,19.4276905,70.6759872,69.7518005,62.6131592,54.9632492,47.3838997,41.8653259,37.27314,33.9819031,31.7455254,29.4821682,28.3877106
363,0.441156,0.6429773,0.4492512,0.4106002,0.4427681,0.3977277,0.4754142,0.3889812,0.3627333,0.4547566,0.4331938,0.3721667,0,74.7204819,47.8379135,39.1256676,31.4453468,30.7706909,27.1242275,24.1761608,22.9728317,22.2408066,20.9345169,19.9726315,19.4051819,70.5387955,69.5928497,62.4858894,54.8709335,47.3241234,41.8127518,37.2311897,33.9630661,31.7075119,29.4662628,28.3574696
364,0.4283589,0.5704597,0.4610892,0.4127272,0.4390878,0.3953798,0.4267501,0.33644,0.4307672,0.4330522,0.4276145,0.3942232,0,73.7426987,47.1581345,38.7214241,31.3367901,30.6003666,27.1397457,24.1217384,22.8956375,22.1684151,20.8727322,19.9050655,19.3475094,70.3735352,69.4443359,62.3664818,54.752182,47.24263,41.7837753,37.2245102,33.935009,31.6809063,29.4610424,28.3492317
365,0.4240932,0.5501655,0.4443315,0.4068372,0.4374685,0.3828831,0.4693627,0.4077459,0.3921929,0.4618269,0.4382659,0.4046167,0,72.9325104,46.4194641,38.2364159,31.2094975,30.4195518,27.0183716,24.0420361,22.8484249,22.1488113,20.8083553,19.8911304,19.3050938,70.2402191,69.2837601,62.239418,54.634613,47.189003,41.7433281,37.1842728,33.9261322,31.6528683,29.4555187,28.3214684
366,0.4091633,0.5463773,0.4338771,0.4066735,0.4094245,0.3691745,0.5034023,0.4304981,0.4284885,0.4601827,0.4456204,0.395334,0,72.2696686,45.8143578,37.7706146,30.9720268,30.2518578,26.8807354,23.9918213,22.8496609,22.1231232,20.7830391,19.8581848,19.266077,70.1175232,69.1319733,62.1351128,53.1202354,47.1205254,41.7077026,37.1406517,33.8996277,31.6458397,29.42589,28.3121529
367,0.4174577,0.540695,0.4555546,0.396366,0.4208335,0.3758394,0.5243304,0.4297944,0.4460666,0.4001667,0.4205137,0.3900182,0,71.6349869,45.4966736,37.513546,30.8115482,30.1157093,26.766449,24.0024796,22.8137512,22.0890484,20.7603378,19.8282375,19.2315807,69.9973526,68.9775772,61.999527,52.9866142,47.0546036,41.6664543,37.115303,33.874958,31.6181202,29.409771,28.2862186
368,0.5060893,0.5515185,0.4326472,0.3917849,0.4041248,0.3875788,0.5301297,0.4403495,0.4748752,0.4167739,0.4052975,0.3771651,0,71.0294571,45.1605606,37.3814926,30.642231,30.0113678,26.7338905,24.0852318,22.7822227,22.0487423,20.7219181,19.7962265,19.2238865,69.8583145,68.8545685,61.8810577,52.9329643,46.9914894,41.6503487,37.1013794,33.8677368,31.6033802,29.4096718,28.2778301
369,0.5013496,0.5469185,0.4248064,0.4058555,0.4000765,0.3824286,0.4885257,0.3664635,0.4585992,0.4437399,0.4473956,0.3981902,0,70.5424042,44.9529381,37.1455536,30.5195999,29.9198895,26.6847954,24.0163517,22.7162971,21.9918175,20.6877403,19.7597275,19.1995506,69.6834259,68.7213669,61.7961082,52.8793869,46.9250984,41.6127319,37.0576286,33.8358574,31.5766945,29.3757725,28.2540646
370,0.4973209,0.5358244,0.4798456,0.3881854,0.3926423,0.3989395,0.4900386,0.3852282,0.4289768,0.4513036,0.4069036,0.3680411,0,70.1169815,44.996769,37.0483398,30.4191761,29.9345741,26.6832924,23.9811726,22.6814632,21.9694405,20.6558743,19.7335224,19.1653728,69.5005035,68.5753403,61.7174339,52.4727097,46.8713455,41.5691872,36.9978333,33.8100014,31.556427,29.3358822,28.2348557
371,0.4878416,0.5758714,0.4892237,0.4027469,0.401107,0.3838676,0.4945772,0.4253378,0.4441135,0.4513036,0.415188,0.3175016,0,69.6208344,45.0028191,36.9871216,30.3485661,29.9583893,26.6996288,23.9237728,22.6183205,21.9445095,20.6146202,19.6815777,19.1244583,69.3066711,68.418045,61.6009865,52.8059959,46.7806091,41.5279732,36.9463615,33.7902451,31.5313778,29.3179245,28.2210178
372,0.4082154,0.5547655,0.4799993,0.3981657,0.4251026,0.3754607,0.4638155,0.4028201,0.4174208,0.4330522,0.4348,0.3073461,0,69.0633392,44.9616432,36.8876915,30.269619,29.8794041,26.6426868,23.899229,22.5748138,21.8819675,20.5771065,19.6584549,19.1074181,69.1270752,68.268013,61.4569054,52.6357727,46.7131767,41.4818726,36.9138947,33.7580605,31.4856205,29.3108253,28.1950722
373,0.4703049,0.5141773,0.4510961,0.4001291,0.4259859,0.3765211,0.4630591,0.3906231,0.4631565,0.4536056,0.3820505,0.3267844,0,68.5594101,44.744091,36.8055229,30.1941109,29.8388672,26.5608864,23.8134537,22.5650787,21.8562813,20.5673523,19.6300716,19.0881596,68.9644012,68.1154785,61.3411903,52.3303642,46.6598892,41.4454994,36.9136353,33.7368088,31.4684601,29.2958832,28.1816196
374,0.4676981,0.5366361,0.4343384,0.4032377,0.4339354,0.3644788,0.4648241,0.2883554,0.4542047,0.4384783,0.3849247,0.3517764,0,68.0802002,44.4687271,36.7822495,30.1319485,29.8256092,26.518898,23.7365513,22.5309067,21.845953,20.5426025,19.6204891,19.075161,68.767807,67.9579773,61.2252846,52.2937126,46.5819321,41.4078217,36.8948669,33.7112427,31.4466038,29.2822456,28.1562881
375,0.3966032,0.5701891,0.444024,0.4181264,0.424661,0.3718253,0.4070828,0.3272922,0.3858453,0.4277905,0.4258393,0.333925,0,67.5764847,44.0994148,36.8410301,30.111311,29.8392124,26.5049839,23.7082233,22.48172,21.7997227,20.5396233,19.5912857,19.0649605,68.6233978,67.7840958,61.0859566,52.0835228,46.5204277,41.3732529,36.8717422,33.6876831,31.4245014,29.2657413,28.1261959
376,0.3731419,0.5401538,0.4504811,0.4074916,0.3915382,0.3831103,0.4648241,0.3753767,0.4244195,0.406415,0.4021697,0.3413829,0,67.0245819,43.8377228,36.8559685,30.130476,29.8109627,26.4898643,23.7176628,22.4619999,21.7541714,20.5251808,19.5711269,19.0425262,68.5130157,67.6409607,60.9333267,52.0883064,46.4484596,41.3244629,36.8350906,33.6677933,31.3989429,29.2563114,28.1201458
377,0.3977881,0.5168832,0.4546321,0.4248344,0.4058914,0.3899267,0.4625548,0.3910922,0.4398817,0.3577445,0.3875453,0.3323382,0,66.4691238,43.621521,36.886425,30.1009178,29.6989536,26.4549217,23.6743107,22.4242859,21.7296772,20.4957466,19.5488739,19.0282593,68.3628387,67.4811096,60.8382301,52.0500374,46.3829727,41.2855339,36.7810516,33.6409645,31.3822136,29.2335167,28.1025982
378,0.4767034,0.5582832,0.4463301,0.4114183,0.4207599,0.4084825,0.4824742,0.404462,0.4118869,0.4416024,0.3728363,0.3540773,0,65.9293518,43.2650681,36.8401985,29.9844246,29.593317,26.3414326,23.6052074,22.3948917,21.7142754,20.4746475,19.5243301,19.0170155,68.2086105,67.3208771,60.6861191,51.8011055,46.3156204,41.2417526,36.7636337,33.6182518,31.3643398,29.2302818,28.0971012
379,0.4103482,0.5664008,0.4621654,0.4068372,0.4155338,0.4043169,0.4943251,0.3993017,0.4722711,0.4177604,0.3823887,0.3566955,0,65.4097824,42.9457855,36.7457962,29.8563251,29.4655285,26.2510357,23.5282249,22.3174553,21.6871815,20.4422379,19.4892197,18.989893,68.049324,67.1654968,60.5160332,51.721138,46.247963,41.2248459,36.7560081,33.5828667,31.3517952,29.189476,28.0607681
380,0.4233823,0.5496244,0.4607817,0.405201,0.4078788,0.3839434,0.4955858,0.4056348,0.4558323,0.351003,0.404114,0.3424143,0,64.9489899,42.5908051,36.5837898,29.7930603,29.3724861,26.1607475,23.4854183,22.2598343,21.640852,20.4141197,19.4876633,18.9625092,67.9649506,67.016449,60.340538,51.8360367,46.179306,41.2207146,36.7099915,33.5562134,31.3311081,29.1762676,28.0539494
381,0.4776513,0.645142,0.4821517,0.4079824,0.4097925,0.3956828,0.487265,0.4014128,0.4302789,0.3868481,0.3663271,0.3285299,0,64.5065689,42.3143272,36.3750534,29.6903381,29.269331,26.1098003,23.489994,22.2439537,21.5926933,20.3796139,19.4565353,18.9260674,67.8432388,66.8795776,60.2397842,51.6538658,46.1389008,41.2136765,36.6846046,33.5442505,31.3360176,29.161993,28.0370235
382,0.3809623,0.5986008,0.4758483,0.4016016,0.4049345,0.3929562,0.4925601,0.4192392,0.447857,0.4328877,0.3913493,0.3424937,0,64.038887,42.0330849,36.143589,29.588501,29.2107544,26.0767384,23.4629154,22.2327614,21.5685825,20.3429737,19.4308701,18.8966122,67.7099228,66.7219238,60.1086159,51.6226196,46.0938148,41.1807098,36.6739311,33.5391731,31.327179,29.1478634,28.0304146
383,0.3010991,0.577495,0.4706211,0.4215622,0.4268692,0.3830345,0.461294,0.40024,0.4555067,0.4162806,0.3809516,0.3486028,0,63.570652,41.6727066,35.9913101,29.4545288,29.1625957,25.9869003,23.3955898,22.2013645,21.5272675,20.3054485,19.4202805,18.8693104,67.5698853,66.565979,59.9328079,51.5938339,46.0530548,41.1316071,36.6422043,33.526104,31.2956867,29.1174202,28.0074749
384,0.2100976,0.5664008,0.4314173,0.3966932,0.4164171,0.3781873,0.5134881,0.3854628,0.4454156,0.474159,0.4001409,0.3546326,0,63.0932846,41.369709,35.8211632,29.2961884,29.0520306,25.8854694,23.3454189,22.1500092,21.4803829,20.2585564,19.3847332,18.8417511,67.4295959,66.4046249,59.827755,51.5052948,45.9901543,41.0967789,36.6072311,33.5139084,31.2767086,29.1063023,28.0035057
385,0.3605818,0.5171538,0.4318785,0.413218,0.4197294,0.3799293,0.5152531,0.4009437,0.4582737,0.5077021,0.3976048,0.3448738,0,62.6826973,41.0770569,35.5622368,29.1607895,28.9222336,25.7825108,23.2672215,22.0887928,21.4266605,20.2245617,19.3529778,18.8065853,67.1961441,66.2381439,59.7469749,51.3949318,45.9265099,41.0526314,36.5920715,33.5118256,31.2776241,29.0955524,27.9904823
386,0.4323876,0.5182361,0.4420254,0.3917849,0.4217167,0.3876545,0.5250868,0.3666981,0.4499729,0.549631,0.3933781,0.3754197,0,62.2604904,40.7707291,35.2644844,29.0466537,28.7609596,25.6903114,23.1778545,22.0372353,21.3792,20.193037,19.3259754,18.7837677,66.9650574,66.0681458,59.6917534,51.2363091,45.8749123,41.0198402,36.5752296,33.4953117,31.2588291,29.0872498,27.9618168
387,0.4506353,0.5076832,0.4137371,0.3783687,0.4164171,0.3734916,0.5092016,0.4246341,0.4110731,0.4804072,0.3884751,0.3759751,0,61.8963623,40.7264404,35.1252022,28.9209118,28.657402,25.6382351,23.1434612,21.9789391,21.3504143,20.1524792,19.2857494,18.7579956,66.7655869,65.9033737,59.624485,51.2570763,45.831192,40.9811707,36.5808983,33.4698792,31.2446175,29.0722523,27.9524555
388,0.3975511,0.5366361,0.4201942,0.374442,0.4215695,0.3929562,0.48903,0.436362,0.4364638,0.4697194,0.3888978,0.3610592,0,61.5809708,40.5743256,34.9014969,28.8116226,28.5816135,25.7058201,23.1453094,21.9735889,21.3484707,20.1452236,19.2617607,18.7841663,66.6155243,65.7428894,59.514782,51.1882591,45.7769737,40.9494743,36.5651474,33.4567146,31.2344322,29.0594063,27.9505291
389,0.4755185,0.503895,0.439873,0.3847496,0.4022847,0.388109,0.4726406,0.4218194,0.4218153,0.4412735,0.3703848,0.3736742,0,61.1665382,40.3911285,34.6543922,28.6886368,28.5750427,25.7098103,23.1708889,21.9995728,21.3581734,20.1511307,19.2532349,18.7562637,66.5137558,65.5980759,59.4005432,51.198452,45.7241173,40.9064827,36.515255,33.4235535,31.2060986,29.0200882,27.9337749
390,0.4840499,0.5082244,0.4466376,0.3649526,0.3963226,0.4074979,0.4451567,0.3526245,0.417258,0.436834,0.3830649,0.3305133,0,60.7406273,40.3715744,34.4885635,28.6368523,28.5839138,25.6918831,23.1574688,21.9770451,21.3272572,20.1308422,19.2439384,18.7408962,66.3529205,65.4334259,59.3392906,51.1006813,45.6783066,40.8504486,36.4541397,33.3982658,31.1743851,28.9898033,27.9151382
391,0.4466066,0.5179655,0.4221929,0.3726423,0.4093509,0.3906083,0.4489389,0.3875738,0.389426,0.3812576,0.3268496,0.3275778,0,60.418644,40.1230087,34.3691101,28.576313,28.5282688,25.6534729,23.1095085,21.9339638,21.2742443,20.1078091,19.2300034,18.7281036,66.2330856,65.2943878,59.2282715,51.2387161,45.6261063,40.7835274,36.4269638,33.3605194,31.1354427,28.9850311,27.9092331
392,0.4755185,0.508495,0.4340309,0.3899852,0.4019903,0.3811411,0.4486868,0.4279179,0.4374403,0.466102,0.3652282,0.3639947,0,60.2653465,40.0522041,34.3391724,28.4320393,28.4175129,25.6331234,23.0735912,21.9071083,21.2344398,20.0547123,19.1928062,18.6901569,66.1219788,65.1457291,59.1024513,50.8956261,45.5664062,40.7202606,36.404953,33.3309517,31.1257286,28.9752941,27.88554
393,0.4646173,0.526895,0.4109698,0.3827862,0.4049345,0.3885634,0.4509561,0.4175973,0.4327203,0.4493305,0.3982811,0.3707386,0,60.0597763,39.957119,34.2158394,28.424511,28.3888741,25.6161308,23.0417957,21.859745,21.1995277,20.024353,19.1783752,18.6890278,66.0174332,65.0080338,59.0152321,50.9289207,45.5085144,40.6882362,36.4038391,33.3062134,31.1193562,28.9737968,27.8723583
394,0.49661,0.5139067,0.4246527,0.3935846,0.4086884,0.4056802,0.438601,0.4091532,0.4280002,0.4471929,0.3419812,0.3384473,0,59.8502235,40.0582771,34.3475227,28.4788742,28.4342022,25.5497265,23.0558987,21.83634,21.1662159,20.001667,19.134758,18.6735439,65.8513412,64.8711548,58.937294,50.8221397,45.4462585,40.6406479,36.3934631,33.2755585,31.1070518,28.9678669,27.8585033
395,0.4456586,0.4965891,0.4550933,0.4166539,0.4148713,0.3958342,0.4496954,0.4152517,0.4351617,0.4776119,0.3843329,0.3616145,0,59.8048401,39.8843346,34.4924469,28.4738274,28.3209782,25.5185947,23.0462856,21.8172417,21.1527824,19.9931679,19.1163635,18.6486988,65.6655579,64.7597427,58.8524895,50.7754021,45.3978577,40.6181526,36.3630295,33.2660446,31.1027775,28.9616985,27.8530827
396,0.4762294,0.5482714,0.4727735,0.4068372,0.4187725,0.3959857,0.4426353,0.4072767,0.3736382,0.4980009,0.3822196,0.3735155,0,59.7213478,39.5877914,34.4328537,28.4700623,28.2463455,25.5526047,23.0565128,21.8180046,21.1391182,19.9791241,19.1102867,18.6167812,65.5617294,64.6470108,58.6997337,50.6966286,45.3388443,40.5987854,36.3712578,33.2446709,31.072731,28.9628296,27.8451672
397,0.4572708,0.5385303,0.4306486,0.3752601,0.3957337,0.3706893,0.4580162,0.4265106,0.3951226,0.3720497,0.384502,0.3506657,0,59.4989433,39.2670593,34.2751808,28.4027596,28.2461205,25.5950794,23.046442,21.8026199,21.1388931,19.9697876,19.0978985,18.610096,65.4873962,64.5355148,58.5541077,50.6316833,45.2770081,40.5706215,36.3527145,33.2133217,31.063118,28.93964,27.8392906
398,0.4366533,0.5141773,0.4246527,0.4017652,0.3920534,0.3718253,0.475162,0.4213503,0.4294651,0.4000023,0.4153571,0.3582823,0,59.1643028,38.9215927,34.3308144,28.3267765,28.2681351,25.6428299,23.0465927,21.8190651,21.1375256,19.9543686,19.0870228,18.6151848,65.4064484,64.423645,58.4636879,50.6129684,45.2132988,40.534256,36.3378983,33.1962166,31.0452309,28.9284897,27.8213444
399,0.4527681,0.5585538,0.4046664,0.402256,0.3983835,0.3787932,0.471632,0.4093878,0.3991916,0.4342032,0.4233878,0.3636774,0,58.6991577,38.7005424,34.2471695,28.2068768,28.3562965,25.6390095,23.0355682,21.8091679,21.1291294,19.9638176,19.0797577,18.6235027,65.3220215,64.3042297,58.3686638,50.5049248,45.1635132,40.4962158,36.3258896,33.1789246,31.0395565,28.9122562,27.8209286
400,0.482628,0.5333891,0.4294187,0.4081461,0.4022847,0.3681899,0.4673455,0.41619,0.405051,0.4256529,0.3864463,0.362884,0,58.2312355,38.4494667,33.9905548,28.1946697,28.4194717,25.6577568,23.0123253,21.7953777,21.0978527,19.9446888,19.0670643,18.5986576,65.2044601,64.2045593,58.2731628,50.6053848,45.1232758,40.487133,36.3033104,33.1600304,31.0236359,28.9181366,27.8019352
401,0.468172,0.531495,0.4100474,0.4045466,0.3977947,0.3720525,0.4610419,0.4314363,0.4244195,0.3809287,0.397943,0.3722461,0,57.8054581,38.2497902,33.6212502,28.1130009,28.4833012,25.6280403,22.9227066,21.7310715,21.0763474,19.9258366,19.0557957,18.5737076,65.0611115,64.1066132,58.2298393,50.2692642,45.0755119,40.4596901,36.270153,33.1481552,31.0016003,28.8953018,27.7866077
402,0.4473175,0.5260832,0.4172732,0.3960388,0.3858705,0.3758394,0.4575119,0.3913267,0.4293023,0.4195691,0.4025078,0.3574889,0,57.4782829,38.0045052,33.3977852,28.0973053,28.5128345,25.6123104,22.8902779,21.6796608,21.042696,19.9130669,19.0418701,18.5377464,64.9254684,63.9947166,58.1651726,50.5227966,45.0251541,40.4266701,36.2250366,33.145298,30.9874649,28.8664474,27.7746849
403,0.3887828,0.5415067,0.4154283,0.4197625,0.3937464,0.3672811,0.4224637,0.4046966,0.4100966,0.4037841,0.4044521,0.3524905,0,57.0201263,37.7380447,33.1421852,28.0708618,28.4502182,25.6149006,22.8675003,21.6337376,21.0118885,19.875042,19.0064621,18.5160294,64.7933044,63.8815269,57.9791679,50.2604713,44.9894524,40.4042587,36.1913185,33.1261139,30.9622421,28.86413,27.7644501
404,0.3743268,0.5001067,0.4181956,0.4411956,0.3982363,0.3659178,0.4239765,0.3664635,0.4014703,0.3820797,0.4019161,0.3562988,0,56.5597572,37.5310555,33.0243874,28.0181389,28.4563026,25.5080242,22.8607388,21.5985374,20.9967575,19.8564911,18.9753418,18.4932823,64.6153717,63.7570572,57.796936,50.2682953,44.9289856,40.3793488,36.1988602,33.1096687,30.952528,28.8442287,27.7565899
405,0.4326246,0.5214832,0.423269,0.4128908,0.3752712,0.3722798,0.4441482,0.3746731,0.4174208,0.3417951,0.387038,0.3394787,0,56.2141609,37.4790688,32.8516808,27.9521275,28.4012394,25.5098801,22.8857002,21.6341381,20.9819145,19.8462048,18.9654236,18.4894485,64.4876251,63.6255112,57.6786842,50.0129738,44.8888474,40.3618011,36.2051811,33.0938873,30.9494915,28.8479595,27.7531643
406,0.4094003,0.502542,0.424499,0.4140361,0.3715909,0.3563748,0.4433917,0.3659944,0.4122125,0.3403152,0.3940544,0.3322588,0,55.9224892,37.343174,32.6825294,27.8859348,28.3780403,25.5134487,22.9877396,21.6517448,20.9676552,19.8273888,18.9652119,18.4656754,64.3604355,63.5103264,57.6221275,50.1681671,44.824028,40.3403587,36.2109604,33.0944252,30.9226093,28.8293018,27.7348595
407,0.4079784,0.4949655,0.4154283,0.3723151,0.3795403,0.3694775,0.4338102,0.3552047,0.4349989,0.3279832,0.3824732,0.3157561,0,55.5282936,37.3593903,32.671032,27.8596802,28.3766689,25.535881,22.9723511,21.6105633,20.9442558,19.7914543,18.9376011,18.4414921,64.2302628,63.3840752,57.4988823,49.9233627,44.7718086,40.3285713,36.1886559,33.0611877,30.9144821,28.8245449,27.7251968
408,0.4086893,0.5076832,0.4148133,0.3767326,0.3855761,0.3595558,0.438601,0.3871047,0.4441135,0.3748449,0.3789227,0.3271811,0,55.2796249,37.4615784,32.7909431,27.8338089,28.3598557,25.5186481,22.9297085,21.5629463,20.8916283,19.7509727,18.9050541,18.4347992,64.1236038,63.2582016,57.4095268,49.9560699,44.7233047,40.3067322,36.1790733,33.0478325,30.8902073,28.8213043,27.7238369
409,0.4120071,0.5076832,0.44879,0.3971841,0.3817485,0.3549358,0.4464175,0.396487,0.444439,0.3740228,0.3513645,0.3246422,0,55.0357742,37.5679207,32.8403168,27.7883816,28.3363056,25.5143089,22.9049091,21.5650387,20.8781548,19.7340813,18.9090538,18.3893909,63.9343872,63.1250267,57.3482018,49.8926163,44.6689034,40.2756271,36.176281,33.0273972,30.8772564,28.8169804,27.7029209
410,0.4169837,0.4914479,0.4304948,0.387531,0.3710756,0.3616007,0.4418789,0.4070422,0.4589247,0.3805999,0.3836567,0.3327349,0,54.6482697,37.7271423,32.7160721,27.7095871,28.3024006,25.4905262,22.9310608,21.5696087,20.8819733,19.7257462,18.911356,18.4103146,63.7695885,63.0144539,57.2612915,49.5706596,44.6165581,40.2249641,36.1482468,33.0169144,30.8457127,28.7744484,27.6920052
411,0.3871239,0.4968597,0.4111235,0.4127272,0.3695299,0.3559204,0.4328016,0.3709201,0.4325575,0.3967138,0.4184003,0.3359085,0,54.3130798,37.7268066,32.829483,27.7035885,28.3005524,25.4675121,22.9280663,21.5730553,20.8835258,19.7132511,18.8752728,18.3761444,63.6653633,62.8733902,57.2337036,49.6424942,44.5567932,40.1996613,36.1280823,32.9914474,30.8374882,28.7669487,27.6713085
412,0.4101112,0.5066008,0.4146596,0.4441406,0.3634206,0.356905,0.4575119,0.3838209,0.4393935,0.3546204,0.4058047,0.3486028,0,53.9104843,37.3259773,32.7883987,27.675518,28.2544003,25.4650822,22.9188137,21.5634136,20.8655167,19.7092915,18.8579998,18.3577385,63.5715981,62.757473,57.1679649,49.5475883,44.511322,40.1577606,36.1021156,32.9774055,30.8320637,28.7521038,27.650032
413,0.3942334,0.5011891,0.4209629,0.4338331,0.3726214,0.3672053,0.4214551,0.378426,0.4297906,0.3835596,0.4098623,0.3441598,0,53.6021957,37.1350899,32.7859268,27.6458797,28.2308064,25.4478531,22.9098816,21.5468884,20.8451672,19.6965332,18.8585358,18.3582726,63.4278336,62.631218,57.0712318,49.685421,44.4761848,40.1284752,36.0783272,32.9595566,30.8201923,28.7511272,27.6392536
414,0.4172207,0.493342,0.4075875,0.4070008,0.3753448,0.3691745,0.4217072,0.3584885,0.4395562,0.382573,0.4186539,0.3483648,0,53.2335625,37.0932312,32.9285927,27.6145916,28.2213955,25.428215,22.935648,21.54842,20.8360672,19.6870537,18.8722363,18.3628502,63.249424,62.5118027,56.9857788,49.4133911,44.4334793,40.1105995,36.0933037,32.9494438,30.8172016,28.7650757,27.6264496
415,0.4238562,0.4998361,0.4240377,0.4150177,0.372695,0.364706,0.4444003,0.3636488,0.4221408,0.3917809,0.3927018,0.3699452,0,52.8913956,36.6979294,33.0486946,27.578373,28.1327877,25.4043961,22.9273014,21.5374107,20.8011189,19.6748867,18.8764057,18.3590317,63.1425629,62.3960228,56.9279251,49.3637733,44.3859177,40.0762978,36.0865555,32.9407997,30.8273335,28.7661896,27.6309605
