s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,C,C,C,C,C,C,C,C,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,C,C,C,C,C,C,C,C,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,C,C,C,C,C,C,C,C
 6.0600520E+001, 1.3376459E-001, 1.5807950E+003, 6.8901641E+003, 6.8710145E-004, 1.2309810E-005, 0.0000000E+000, 0.0000000E+000, 2.7910335E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.7361874E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.3102586E-006, 4.6135283E-006, 5.2041514E-006, 5.9072204E-006, 6.0762236E-006, 6.1563146E-006, 6.4305627E-006, 6.6559669E-006, 4.4825097E-008, 9.1557645E-008, 1.7111300E-007, 1.2420996E-007, 1.0969472E-007, 1.7596805E-007, 2.2255320E-007, 8.0630954E-008, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.5854915E-005, 2.7148650E-005, 2.0417618E-005, 2.6962502E-005, 2.5415973E-005, 2.5099942E-005, 2.5314399E-005, 2.4913121E-005, 1.6816213E-007, 4.3881778E-006, 1.7708520E-005,-9.0400445E-006,-9.0654265E-007,-1.1015545E-007, 7.4549502E-007, 7.9125457E-006, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.8098565E-001,-1.2550151E+000,-1.5062450E+000,-7.6767486E-001,-3.9381396E-002, 2.2888951E-001, 1.2287898E+000, 1.5921066E+000, 2.4433728E-006,-7.9661345E-001,-1.3870018E+000,-1.5454346E+000,-7.7613819E-001,-9.5329416E-001,-7.6926485E-002,-9.1313362E-002, 8.6172676E+001, 9.7848190E+001, 9.3877769E+001, 8.6235107E+001, 9.3197502E+001, 9.6410744E+001, 6.8365776E+001, 2.2108473E+001
 6.0900393E+001, 1.7860918E-001, 1.3386730E+003, 7.0413701E+003, 1.9652511E-004, 2.5619498E-005, 0.0000000E+000, 0.0000000E+000, 4.9321479E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3608177E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.5793996E-006, 7.7830173E-006, 7.5185890E-006, 7.3852775E-006, 7.8601906E-006, 8.0984655E-006, 7.8624971E-006, 7.4470154E-006, 6.4196502E-007, 1.3701521E-007, 2.8751469E-008, 1.0562442E-007, 1.5259937E-007, 3.3565566E-008,-1.7817244E-007,-9.2984138E-008, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001,-1.1969746E-004,-1.2487607E-004,-9.3993549E-005,-1.2211215E-004,-1.1362298E-004,-1.1125601E-004,-1.0938194E-004,-1.0084682E-004,-1.2138842E-006,-2.1062409E-005,-8.3188701E-005, 4.1484625E-005, 3.6084391E-006, 1.7377126E-008,-1.2938842E-006,-7.1007353E-006, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001,-2.0850417E-001,-1.0539089E-002,-1.2899148E+000,-1.0636559E+000, 1.5212309E-001, 6.3123995E-001, 1.0577086E+000, 1.4733970E+000, 2.1513172E-006,-5.3831178E-001,-1.0209098E+000,-9.3920290E-001,-8.0848312E-001,-3.5431877E-001,-1.6543218E-001,-1.9420838E-001, 8.1973457E+001, 8.3314316E+001, 1.0223799E+002, 9.0883278E+001, 8.6594223E+001, 9.1309944E+001, 6.9355042E+001, 2.5725462E+001
 6.1200774E+001, 1.4471988E-001, 1.1791782E+003, 7.4469497E+003, 5.5442296E-004, 6.4732217E-006, 0.0000000E+000, 0.0000000E+000, 7.0130336E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.0336158E-006,-3.9253150E-006,-4.0068958E-006,-4.5540232E-006,-5.4757288E-006,-5.8530359E-006,-5.6115077E-006,-5.1354777E-006,-5.1825049E-007,-4.6272905E-007,-5.2277323E-007,-5.7714738E-007,-4.6782245E-007,-2.2534864E-007, 1.4246298E-007, 9.7576354E-008, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.0723664E-004, 1.1246517E-004, 8.4968407E-005, 1.1028948E-004, 1.0246680E-004, 1.0030180E-004, 9.8919059E-005, 9.2446586E-005, 8.3043307E-007, 1.8762299E-005, 7.5172837E-005,-3.7729918E-005,-3.3575902E-006,-1.2212362E-007, 1.3946621E-006, 1.1031437E-005, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 3.1650551E-002,-6.3446534E-001,-1.0005442E+000,-1.0660746E+000,-4.1930595E-001, 7.9266953E-001, 9.0667307E-001, 1.6724761E+000, 1.2902077E-006,-4.4116044E-001,-1.4827118E+000,-1.6143969E+000,-7.1766990E-001,-4.8748246E-001,-4.3434609E-002,-2.5669760E-001, 8.0862434E+001, 9.0781219E+001, 9.7814148E+001, 1.0596561E+002, 9.3015610E+001, 8.6123810E+001, 6.7495483E+001, 2.8119846E+001
 6.1501827E+001, 7.0314161E-002, 5.5421515E+002, 7.3131108E+003, 2.0976497E-004, 1.6834323E-005, 0.0000000E+000, 0.0000000E+000, 6.7313708E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.2377668E-005,-2.2408194E-005,-2.2074804E-005,-2.1211694E-005,-2.0026113E-005,-1.9242882E-005,-1.8358031E-005,-1.7985672E-005,-8.8330768E-007, 2.9982783E-007, 4.7720437E-007, 5.9709498E-007, 6.0776944E-007, 5.1805512E-007, 2.8750759E-007, 6.8994240E-008, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.6063999E-005, 9.0056870E-005, 6.7973815E-005, 8.8038316E-005, 8.1582453E-005, 7.9581645E-005, 7.7251170E-005, 6.8824869E-005, 7.7906515E-007, 1.5200621E-005, 6.0399219E-005,-3.0100322E-005,-2.4753413E-006, 1.7391503E-007, 5.8035289E-007,-2.4352107E-006, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.6886591E-001,-1.4668152E+000,-1.4256260E+000,-1.1042703E+000,-2.5797254E-001, 4.7927359E-001, 1.1532941E+000, 1.7112101E+000,-3.1910547E-006,-6.2721252E-001,-1.1035022E+000,-1.6427710E+000,-1.5772871E+000,-5.2923173E-001,-3.5829812E-002,-2.1720104E-001, 7.6818039E+001, 1.1378652E+002, 1.1242747E+002, 1.0831987E+002, 1.0454592E+002, 8.9716225E+001, 4.9781525E+001, 2.4773806E+001
 6.1800821E+001, 1.3754515E-002, 7.4506799E+002, 5.3553340E+003, 1.1994471E-004, 6.3097273E-006, 0.0000000E+000, 0.0000000E+000, 2.2928626E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.8130294E-006, 6.9548955E-006, 6.6256703E-006, 5.8461164E-006, 5.3278432E-006, 5.3133062E-006, 5.5680575E-006, 5.7444749E-006, 1.2617500E-006, 2.4416985E-007, 6.3762227E-009,-1.6396179E-007,-8.5950539E-008, 2.3105208E-008, 1.2030448E-007, 4.7461736E-008, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001,-1.5483967E-004,-1.6137357E-004,-1.2156623E-004,-1.5770902E-004,-1.4657652E-004,-1.4330463E-004,-1.4024817E-004,-1.2818396E-004,-1.6449098E-006,-2.7402946E-005,-1.0802921E-004, 5.4003100E-005, 4.7101098E-006,-7.8034759E-008,-1.8921414E-006,-7.9175816E-006, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001,-1.1226008E-001,-9.2606670E-001,-1.3761655E+000,-4.4632486E-001,-4.8573953E-001, 3.0090958E-001, 1.2643570E+000, 1.5385650E+000, 2.1098356E-006,-6.1865419E-001,-1.2963911E+000,-6.1290061E-001,-4.1560197E-001,-6.3147664E-001, 5.6663949E-002,-1.1460018E-001, 7.3801193E+001, 9.8352219E+001, 1.1117076E+002, 1.1154493E+002, 1.0344035E+002, 1.0013831E+002, 4.6091953E+001, 2.3253225E+001
 6.2102080E+001, 1.5120874E-002, 9.2922992E+002, 6.6728750E+003, 4.0739233E-005, 5.8390447E-006, 0.0000000E+000, 0.0000000E+000, 9.0189476E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8591533E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.7300451E-006, 3.9593187E-006, 4.2041429E-006, 4.7411759E-006, 5.5441587E-006, 6.1132250E-006, 6.7552692E-006, 7.0576407E-006,-4.2938478E-008, 1.0525785E-007, 1.7918427E-007, 3.2873714E-007, 3.8509526E-007, 3.1030473E-007, 1.3412306E-007, 2.1704382E-008, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 3.5769364E-005, 3.7575737E-005, 2.8420554E-005, 3.6686528E-005, 3.3726697E-005, 3.2676384E-005, 3.1335054E-005, 2.7674123E-005, 2.8591234E-007, 6.1353403E-006, 2.4701503E-005,-1.2012225E-005,-6.4892095E-007, 5.1482999E-007, 1.0982903E-006, 1.9685488E-006, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001,-1.2145542E-001,-3.1673458E-001,-1.0141275E+000,-1.0034633E+000,-4.5830932E-001,-7.2303079E-002, 1.2356999E+000, 1.6841184E+000,-1.1054792E-006,-6.1663997E-001,-1.2989146E+000,-1.9901863E+000,-8.1413585E-001,-5.3401631E-001,-4.3775326E-001,-2.7233702E-001, 7.5162277E+001, 8.4647324E+001, 9.4902847E+001, 1.0755430E+002, 1.0726937E+002, 1.0396072E+002, 6.6358215E+001, 2.4438707E+001
 6.2402008E+001, 2.5759075E-002, 7.5740192E+002, 7.1628369E+003, 2.8989247E-005, 1.1052692E-006, 0.0000000E+000, 0.0000000E+000, 1.0267992E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1077332E-008, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1403360E-005, 9.8152359E-006, 9.1223619E-006, 9.1293050E-006, 9.1894572E-006, 8.6905784E-006, 7.4751874E-006, 6.7246378E-006,-3.8783554E-008,-5.1311736E-007,-3.0851763E-007, 2.2955589E-009,-9.1134943E-008,-2.5495982E-007,-3.3397561E-007,-1.1005177E-007, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001,-1.1731485E-004,-1.2210319E-004,-9.1742128E-005,-1.1947579E-004,-1.1141078E-004,-1.0905538E-004,-1.0696179E-004,-9.8352924E-005,-1.2772205E-006,-2.0819405E-005,-8.1610175E-005, 4.0908115E-005, 3.6229590E-006,-1.2889258E-007,-2.1615444E-006,-1.1154476E-005, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001,-5.2941199E-002,-7.0944047E-001,-1.0099379E+000,-4.8186707E-001,-3.9353928E-001,-9.0728395E-002, 8.1278259E-001, 1.6524541E+000, 1.2193954E-007,-2.1370788E-001,-8.5919201E-001,-1.6222138E+000,-2.0170906E+000,-1.9633206E+000,-5.8984554E-001,-1.4608209E-001, 7.7830521E+001, 9.3577164E+001, 1.0006230E+002, 9.9281960E+001, 1.0561781E+002, 1.0816282E+002, 8.8413010E+001, 2.3462799E+001
 6.2701422E+001, 5.0183311E-002, 1.0503806E+003, 6.8000229E+003, 2.2683405E-005, 1.2578347E-007, 9.8442264E-008, 0.0000000E+000, 1.3278387E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1936321E-008, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.6744907E-006, 5.2792848E-006, 5.1654652E-006, 4.7314957E-006, 4.1606172E-006, 4.0417144E-006, 4.2665156E-006, 4.4699400E-006,-5.6784165E-007,-3.9157118E-007,-3.5517516E-007,-3.4660309E-007,-2.0403280E-007,-2.3524940E-008, 1.3902888E-007, 5.7620014E-008, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.1343183E-004, 1.1833990E-004, 8.9214591E-005, 1.1558957E-004, 1.0721850E-004, 1.0471824E-004, 1.0261269E-004, 9.4884934E-005, 1.1576855E-006, 1.9966121E-005, 7.9045567E-005,-3.9367991E-005,-3.2378668E-006, 3.5678579E-007, 2.5588129E-006, 1.3979584E-005, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.8955049E-001,-1.2232838E+000,-1.3080288E+000,-8.1463385E-001,-1.4316484E-001, 2.5966933E-001, 5.0967598E-001, 1.7268661E+000, 2.0830912E-006,-5.1699346E-001,-1.3786339E+000,-1.7897072E+000,-1.5533856E+000,-1.4031088E+000,-1.4071503E+000,-2.4174592E-001, 7.7624153E+001, 1.0540331E+002, 1.0186377E+002, 9.9214081E+001, 1.0290491E+002, 1.0653633E+002, 1.0084763E+002, 2.3609949E+001
 6.3000402E+001, 3.5086423E-002, 8.9516089E+002, 5.9548516E+003, 3.4389894E-005, 1.5721266E-006, 1.1098978E-008, 0.0000000E+000, 2.5678870E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8495413E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.4394619E-006,-1.4084856E-006,-1.0413837E-006,-1.0102210E-006,-1.2177817E-006,-1.3045910E-006,-1.3474953E-006,-1.3585351E-006, 7.9227209E-007, 5.3927653E-007, 3.3146824E-007, 4.0201691E-008,-9.1765813E-008,-1.0395557E-007,-7.9867036E-008,-2.3576906E-008, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001,-7.9370860E-005,-8.2734608E-005,-6.2230618E-005,-8.1011203E-005,-7.5464995E-005,-7.3778880E-005,-7.2188712E-005,-6.6320572E-005,-8.1996279E-007,-1.4123251E-005,-5.5468656E-005, 2.7719194E-005, 2.3134876E-006,-3.0864993E-007,-1.9887102E-006,-9.6598687E-006, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.6295612E-001,-1.6966660E+000,-1.5086808E+000,-7.5834852E-001, 1.3837067E-002,-1.6581070E-002, 1.0039546E+000, 1.6450955E+000, 1.8528796E-006,-7.3266178E-001,-1.5788540E+000,-1.0004771E+000,-1.1655089E+000,-1.0844358E+000,-5.2601421E-001,-2.0790240E-001, 7.5757957E+001, 1.0993271E+002, 1.0387812E+002, 9.6384460E+001, 9.9031670E+001, 1.0203167E+002, 6.5968323E+001, 2.4059002E+001
 6.3300617E+001, 3.0104820E-002, 1.0527417E+003, 6.5878457E+003, 3.3451513E-005, 4.5083807E-006, 0.0000000E+000, 0.0000000E+000, 3.6844947E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.2941518E-005,-1.2833914E-005,-1.2828220E-005,-1.2770452E-005,-1.2450267E-005,-1.2133960E-005,-1.1695287E-005,-1.1466574E-005,-2.7665453E-007,-2.5634321E-008,-1.4972194E-008, 8.1642753E-008, 2.1321566E-007, 2.4248382E-007, 1.8786332E-007, 5.0510160E-008, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 4.9846778E-005, 5.1875388E-005, 3.9025039E-005, 5.0581573E-005, 4.6963840E-005, 4.5900790E-005, 4.4915021E-005, 4.1031930E-005, 5.5746341E-007, 8.8079596E-006, 3.4649522E-005,-1.7309423E-005,-1.5250338E-006,-5.9562613E-009, 5.2332547E-007, 2.1886226E-006, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001,-3.3347127E-001,-1.2177682E+000,-1.4123893E+000,-5.6482887E-001,-6.6367197E-001, 3.5097402E-001, 1.3120726E+000, 1.9333780E+000,-5.1557657E-007,-7.9839432E-001,-1.7225360E+000,-6.3649195E-001,-7.8244358E-001,-7.8087950E-001,-7.7931821E-002,-1.9913416E-001, 7.7096039E+001, 1.0196513E+002, 1.1203505E+002, 1.0319334E+002, 9.8916557E+001, 9.9724586E+001, 5.2649979E+001, 2.4621763E+001
 6.3600618E+001, 8.7790340E-002, 9.8951331E+002, 6.1976440E+003, 6.2101004E-005, 1.5310748E-005, 0.0000000E+000, 0.0000000E+000, 1.1037921E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.2974211E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5806592E-005, 1.7550559E-005, 1.8467183E-005, 1.9099407E-005, 1.8554745E-005, 1.7727270E-005, 1.6521080E-005, 1.5961201E-005, 1.8495010E-006, 1.0893106E-006, 8.6631462E-007, 2.8927326E-007,-3.3017807E-007,-5.5269300E-007,-4.7891342E-007,-1.3104832E-007, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001,-8.0108257E-005,-8.3528153E-005,-6.2821440E-005,-8.2115737E-005,-7.6986136E-005,-7.5671822E-005,-7.4378448E-005,-6.7274530E-005,-8.0738045E-007,-1.4165379E-005,-5.5739722E-005, 2.8149358E-005, 2.7670474E-006, 4.2185496E-007, 5.3443210E-007, 5.1246138E-006, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.2901679E-001,-1.8835362E+000,-1.5264713E+000,-8.3730286E-001,-4.5748574E-001, 8.7091938E-002, 1.3419404E+000, 1.8350679E+000, 4.1578310E-006,-7.1155691E-001,-9.6682894E-001,-5.3337520E-001,-1.0464674E+000,-6.7952937E-001,-4.8815301E-001,-2.6955572E-001, 8.8845360E+001, 1.1146082E+002, 1.1136182E+002, 1.0889938E+002, 1.0584621E+002, 1.0206940E+002, 7.0221489E+001, 2.5973352E+001
 6.3900618E+001, 1.0515711E-001, 1.0144980E+003, 6.9182271E+003, 6.4466665E-005, 3.0620158E-006, 6.8739268E-009, 0.0000000E+000, 1.5614527E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.5001826E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.4613268E-006,-5.9978747E-006,-5.9836921E-006,-6.5454005E-006,-7.3448100E-006,-7.6866245E-006,-7.8068279E-006,-7.7501099E-006,-5.8296587E-007,-2.8626019E-007,-3.9080024E-007,-4.4934225E-007,-2.9088554E-007,-1.1260037E-007, 4.4561894E-008, 2.4645484E-008, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.2268063E-005, 9.6129406E-005, 7.2312039E-005, 9.4151859E-005, 8.7893495E-005, 8.6212480E-005, 8.4893567E-005, 7.8202698E-005, 9.8170392E-007, 1.6343676E-005, 6.4265238E-005,-3.2187225E-005,-2.9051071E-006,-9.6551958E-008, 8.7209753E-007, 4.5654388E-006, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 6.2649125E-001,-1.3894826E+000,-1.4801160E+000,-4.5163792E-001,-7.4385947E-001, 9.8560490E-002, 1.2645316E+000, 1.9097605E+000,-1.3053102E-006,-6.2292439E-001,-8.7791836E-001,-6.7313558E-001,-6.2470138E-001,-7.0819020E-001,-4.9256203E-001,-2.9649714E-001, 8.4773438E+001, 1.1114060E+002, 1.1163432E+002, 1.0814101E+002, 1.0025496E+002, 1.0051324E+002, 5.3982639E+001, 2.6056955E+001
 6.4202492E+001, 1.1067455E-001, 7.0327917E+002, 6.8447393E+003, 2.5746382E-005, 4.3430168E-006, 1.8667869E-008, 0.0000000E+000, 3.0971049E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8229825E-006,-4.0494848E-007,-1.7847357E-006,-2.9444582E-006,-2.6737064E-006,-2.0099201E-006,-1.0592910E-006,-6.3460681E-007,-7.7498117E-007,-8.1485979E-007,-6.2858879E-007,-1.5039868E-007, 3.3999436E-007, 4.6574320E-007, 3.6551700E-007, 1.0115379E-007, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001,-5.3669912E-005,-5.6074077E-005,-4.2356296E-005,-5.5298693E-005,-5.1915809E-005,-5.1145656E-005,-5.0877257E-005,-4.7979771E-005,-5.2628860E-007,-9.6239555E-006,-3.8007624E-005, 1.9161196E-005, 1.8005679E-006, 9.2591499E-008,-9.4884490E-007,-7.4328773E-006, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 4.2328522E-001,-1.1712523E+000,-1.6380820E+000,-7.6922756E-001,-3.2897165E-001, 6.2473834E-002, 1.1961678E+000, 1.8280209E+000, 1.7292099E-007,-3.1765893E-001,-1.0573364E+000,-5.8886349E-001,-6.9585168E-001,-2.6385745E-001, 7.0063961E-003,-3.1045800E-001, 7.1941650E+001, 1.0520861E+002, 1.1298637E+002, 1.1110223E+002, 1.0770483E+002, 1.0295147E+002, 3.7896179E+001, 2.6466412E+001
 6.4500003E+001, 6.1022621E-002, 7.6179504E+002, 7.8875859E+003, 3.3392505E-005, 3.8482649E-006, 0.0000000E+000, 0.0000000E+000, 9.7017451E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.8715524E-006, 4.2090128E-006, 4.2157508E-006, 5.0032036E-006, 5.9144713E-006, 6.1611559E-006, 6.0446250E-006, 5.8588653E-006,-6.6821123E-008,-1.9766203E-007, 3.7227079E-009, 2.6346541E-007, 1.9215213E-007, 5.1916299E-008,-8.3335095E-008,-3.4810633E-008, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001,-3.4671815E-005,-3.5990404E-005,-2.6986827E-005,-3.5041852E-005,-3.2510947E-005,-3.1655498E-005,-3.0570620E-005,-2.7138611E-005,-4.2181134E-007,-6.1802421E-006,-2.4031289E-005, 1.1956409E-005, 1.0048013E-006,-6.1543751E-008,-1.5661949E-007, 1.5070744E-006, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 5.0144084E-003,-2.1359074E+000,-2.4443135E+000,-1.0521791E+000,-5.5151861E-002, 2.8812557E-001, 1.1503086E+000, 1.6711100E+000, 1.1860441E-007,-1.1059220E+000,-2.2146478E+000,-1.2831311E+000,-9.8299336E-001,-1.6673510E-001,-1.3936272E-001,-3.7845367E-001, 6.8087852E+001, 1.1292392E+002, 1.2722318E+002, 1.2218906E+002, 1.1267979E+002, 1.0357297E+002, 3.7243816E+001, 2.6487698E+001
 6.4801136E+001, 4.3037992E-002, 5.1566522E+002, 7.2886670E+003, 2.1956223E-005, 7.2967750E-006, 0.0000000E+000, 0.0000000E+000, 2.7599253E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.8566167E-011, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.3866967E-005,-1.3866284E-005,-1.3539066E-005,-1.2982913E-005,-1.2411670E-005,-1.1971753E-005,-1.1341646E-005,-1.1044903E-005,-7.8297387E-007, 9.4960889E-008, 2.5690571E-007, 3.3664804E-007, 3.7585329E-007, 3.8012510E-007, 2.8581567E-007, 7.0545930E-008, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.3627685E-004, 1.4203439E-004, 1.0678548E-004, 1.3923254E-004, 1.2999222E-004, 1.2738399E-004, 1.2511807E-004, 1.1499725E-004, 1.4136070E-006, 2.4058781E-005, 9.4613570E-005,-4.7337322E-005,-4.1575886E-006, 6.1353902E-008, 1.7308834E-006, 8.1413282E-006, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001,-8.5546501E-002,-1.6017809E+000,-1.7418742E+000,-7.1873927E-001, 3.0011800E-001, 7.6950771E-001, 1.4296826E+000, 1.7033560E+000,-3.0719059E-006,-6.9345832E-001,-1.7190020E+000,-8.0962074E-001,-8.5559207E-001,-2.6829219E-001,-1.7167534E-001,-2.8710261E-001, 7.2822136E+001, 1.1027843E+002, 1.1946478E+002, 1.2336564E+002, 1.2005361E+002, 1.0130045E+002, 3.7311195E+001, 2.6276230E+001
