Time,TC1_LR_0-03mBC,TC1_LR_0-30mBC,TC1_LR_0-61mBC,TC1_LR_0-91mBC,TC1_LR_1-22mBC,TC1_LR_1-52mBC,TC1_LR_1-83mBC,TC1_LR_2-13mBC,TC2_BED1_0-03mBC,TC2_BED1_0-30mBC,TC2_BED1_0-61mBC,TC2_BED1_0-91mBC,TC2_BED1_1-22mBC,TC2_BED1_1-52mBC,TC2_BED1_1-83mBC,TC2_BED1_2-13mBC,TC3_BED2_0-03mBC,TC3_BED2_0-30mBC,TC3_BED2_0-61mBC,TC3_BED2_0-91mBC,TC3_BED2_1-22mBC,TC3_BED2_1-52mBC,TC3_BED2_1-83mBC,TC3_BED2_2-13mBC,TC4_Kitch_0-03mBC,TC4_Kitch_0-30mBC,TC4_Kitch_0-61mBC,TC4_Kitch_0-91mBC,TC4_Kitch_1-22mBC,TC4_Kitch_1-52mBC,TC4_Kitch_1-83mBC,TC4_Kitch_2-13mBC,TC5_BaseB_0-03mBC,TC5_BaseB_0-30mBC,TC5_BaseB_0-61mBC,TC5_BaseB_0-91mBC,TC5_BaseB_1-22mBC,TC5_BaseB_1-52mBC,TC5_BaseB_1-83mBC,TC5_BaseB_2-13mBC,TC6_BaseD_0-03mBC,TC6_BaseD_0-30mBC,TC6_BaseD_0-61mBC,TC6_BaseD_0-91mBC,TC6_BaseD_1-22mBC,TC6_BaseD_1-52mBC,TC6_BaseD_1-83mBC,TC6_BaseD_2-13mBC,HF_FF_H_100672,HF_FF_V_100671,TC_FF_top_out,TC_FF_top_in,TC_FF_side_out,TC_FF_side_in
563,111.856104,101.276285,94.283178,84.53894,81.465242,76.553899,64.998982,44.040156,100.546141,82.497922,92.766047,86.578832,82.826643,78.074664,73.59051,62.455946,90.124959,83.075599,80.864625,77.175783,73.447556,66.870503,63.435641,65.905838,96.456624,89.938831,87.050674,82.869045,80.701962,74.973285,68.661178,60.100261,316.047975,422.38335,380.557113,411.882381,238.276109,455.033785,372.708281,237.337037,200.577869,190.969639,319.471692,219.518063,136.222244,192.185979,200.98183,165.079968,-0.000468,3.49E-05,87.721519,66.99612,75.793688,61.491442
564,111.347095,101.360962,94.330783,84.25605,81.035784,76.784681,65.5605,45.424646,99.966462,82.288517,92.519321,87.287564,82.654018,77.645234,73.161177,62.466716,89.841725,82.902915,80.728602,77.4799,74.191917,68.055961,63.593413,65.953309,96.578004,90.059813,86.730846,82.733068,80.199125,74.287463,69.075538,61.838501,316.163265,423.32512,380.671197,412.717264,237.527276,455.936309,376.305501,235.71924,201.346425,191.853438,319.440449,218.726241,136.641918,194.825786,200.987417,164.971286,-0.000315,0.000188,87.653441,66.928108,75.689081,61.386542
565,111.543637,101.814959,94.378389,84.083287,80.42295,76.832102,65.975097,45.58393,100.12489,82.115812,92.199055,87.665736,82.188014,77.289175,72.951881,62.477488,89.338049,82.54681,80.739354,77.674007,74.642825,68.213533,63.677679,65.63365,96.257079,90.254279,86.521231,82.560412,79.292831,74.041577,69.379806,62.25341,319.459652,427.357784,384.766987,417.440219,238.357056,458.412629,379.424182,237.606725,203.291552,193.571514,318.415328,219.219883,138.073336,195.818223,201.178072,165.885472,-0.000163,0.000188,87.359625,66.85472,75.579104,61.313016
566,112.30729,101.798718,94.435832,84.030447,80.150067,76.81598,66.179215,44.788276,100.920696,81.879538,91.851873,87.759815,81.951855,77.236373,72.642362,62.27762,88.440172,82.273891,80.539764,77.694557,74.223224,68.344216,63.588029,65.030023,96.388307,90.201377,86.211266,82.434238,79.093309,74.282089,69.51043,62.678063,323.547736,430.837987,388.487418,422.61721,240.042419,460.052902,382.893138,239.368605,204.386134,196.041547,323.564485,221.865513,140.550927,196.646715,203.949761,168.27496,-0.000315,3.49E-05,87.128518,66.843968,75.421726,61.191954
567,112.063589,101.888831,94.488836,83.936475,79.322618,76.208672,65.204101,44.210501,100.973848,81.785599,91.537073,87.739222,81.674624,77.325856,72.511784,61.889573,87.648281,82.069927,80.482507,77.52732,73.652456,67.993305,63.420424,64.678942,96.330792,90.070588,85.896888,82.230288,79.329511,75.031441,69.673307,62.473822,325.55925,432.636717,388.777115,423.229355,240.532273,462.636623,387.384811,239.255477,202.212547,195.392672,320.601004,224.936855,138.966887,194.623737,202.882523,167.474602,-0.000163,0.00034,87.055072,66.66049,75.27509,61.155188
568,111.278278,101.994229,94.409808,83.82099,79.060518,75.506535,63.215381,43.276208,101.153038,81.596778,91.274288,87.21947,81.522572,77.393843,72.286356,61.663685,86.981907,81.807782,80.330366,77.191905,73.537039,67.253764,63.268027,64.232838,96.288535,89.844786,85.487573,82.004839,79.434177,75.649309,69.814677,60.961928,330.90573,439.191408,396.82136,426.44376,240.957724,466.701909,390.617302,242.733348,205.312229,198.456954,322.111993,228.243144,140.863849,199.214551,204.075265,168.934137,-0.000163,3.49E-05,87.102554,66.597849,75.139196,61.092427
569,111.309965,101.878003,94.330783,83.668808,79.128493,75.611176,63.797778,42.601548,101.221472,81.224529,90.974761,86.516132,81.370524,77.46183,72.280981,61.437779,86.976524,81.472292,80.178227,77.076518,73.641709,66.587538,62.858321,63.566263,96.246279,89.545539,85.408754,81.999462,79.428802,75.607274,69.956044,60.478685,335.829453,445.294966,403.213588,430.000626,245.581226,470.320613,393.904544,245.43751,202.256274,195.169238,318.300115,227.51829,134.792221,198.102453,205.060473,166.375157,-0.000163,3.49E-05,86.987007,66.48238,75.133825,60.939971
570,111.018398,101.514087,94.262551,84.334839,79.647329,75.469863,62.994934,42.421041,101.263807,80.863051,90.796329,86.044037,81.265898,77.613927,72.323031,61.406412,87.422554,81.147569,79.963463,76.935209,73.390314,65.381094,62.238736,63.387957,96.509684,89.587656,85.267261,81.931483,79.214097,75.502664,70.181528,61.47644,336.877047,446.57769,405.225648,431.860436,244.667691,469.987184,394.255655,243.243932,205.752882,198.821742,323.668849,230.080692,139.225282,201.906065,214.641044,171.166982,-0.000163,0.000188,86.976248,66.434929,75.013107,60.818891
571,110.122232,101.139413,94.146718,84.733238,80.375519,75.281132,63.136516,42.82466,101.332244,80.710939,90.53361,85.891751,81.187188,77.681915,72.501035,61.437779,88.041512,80.995488,79.811331,77.076518,73.164851,64.861491,61.828884,63.235614,96.651727,89.508808,85.261881,81.999462,79.575526,75.240661,70.286204,62.720179,344.660357,453.489023,414.983871,438.67068,249.531156,476.927146,399.550034,248.975958,205.998314,201.661355,317.792817,228.20529,140.561983,202.380443,208.151466,167.257119,-0.000315,0.000188,86.808782,66.451059,74.99256,60.835049
572,109.497005,101.034059,94.225738,84.922164,80.784383,75.17649,64.13374,42.495428,101.448435,80.569581,90.318447,85.750233,81.119231,77.870695,72.616435,61.406412,88.891773,80.817486,79.70664,77.191905,73.206907,64.830139,61.576853,63.534909,96.804582,89.440734,85.083676,82.151553,80.057767,75.09939,70.438313,63.496812,348.043405,456.822997,418.979251,441.899151,251.326607,481.154259,402.254475,251.935505,206.10707,201.693906,315.36979,228.237598,141.424438,198.827426,201.66816,164.92762,-0.000468,0.000188,86.876843,66.335586,75.060507,60.682578
573,109.051962,101.292522,94.188926,84.848745,80.71102,75.359848,64.904964,42.309453,101.63308,80.386168,90.097911,85.750233,81.082565,77.797333,72.616435,61.3329,89.185693,80.707462,79.633263,77.265247,73.390314,64.646469,61.24585,63.240999,96.730854,89.110184,85.157109,82.371631,80.571346,75.136051,70.474996,64.231158,352.007227,461.377224,424.520296,445.521764,252.146084,483.515617,404.343864,257.137812,208.806674,203.175509,318.331367,231.220815,141.456654,200.347854,203.568629,166.864898,-0.000315,3.49E-05,86.798023,66.29351,74.9085,60.566872
574,109.051962,101.329448,93.084796,84.701909,80.160818,75.83658,64.7948,42.718559,102.593503,80.166078,89.914144,85.713509,80.972568,77.687289,72.469734,61.259387,89.148952,80.707462,79.780017,77.265247,73.610401,64.315837,60.730874,63.167516,96.620266,88.742945,85.157109,82.591716,80.608031,75.429341,70.40163,64.634978,350.488769,459.126011,422.010371,444.382974,248.742804,481.625707,400.52568,248.900844,210.417292,205.359532,319.623481,231.307515,142.298323,201.045622,204.608792,167.523877,-0.000468,0.000188,86.735342,66.230864,74.772605,60.540871
575,109.269035,101.730264,92.380361,84.696529,80.045407,76.124581,64.82614,43.27076,103.142384,80.087341,89.872004,85.708128,80.967192,77.535191,72.244305,61.070206,89.180307,80.738761,79.774642,77.113189,73.751751,64.383931,60.909417,63.713206,96.68859,88.407081,84.96815,82.512976,80.125758,75.423968,70.286204,64.813136,355.147897,463.900648,426.76248,449.841382,250.95702,483.167583,403.12662,250.102368,213.233842,207.950458,321.4534,232.895053,145.472761,203.371826,206.818513,169.50598,-0.000315,0.000188,86.698623,66.157463,74.699287,60.504096
576,109.756664,102.031167,92.385752,84.334839,79.647329,75.909924,64.7948,43.982197,103.073886,80.092716,89.730387,85.566616,81.009233,77.430523,71.882914,60.781499,89.00199,80.707462,79.853395,77.191905,73.903848,64.536262,61.172288,64.710284,96.509684,88.008588,84.679817,82.224911,79.874354,75.062728,69.998105,64.157731,354.555016,463.818339,425.888161,450.010385,251.808631,485.666505,402.646507,250.241522,212.423612,208.586803,321.296311,234.017345,147.65624,204.999856,207.188235,169.266065,-0.000315,0.000188,86.467556,66.18341,74.578568,60.419771
577,109.608283,102.031167,92.716856,83.564086,79.463946,75.469863,64.831522,44.576403,102.593503,79.872633,89.656887,85.383007,80.752578,77.063721,71.442778,60.377062,88.634614,80.707462,79.853395,77.228576,73.647082,64.352576,61.540077,64.857177,96.288535,87.678179,84.275994,82.151553,79.287456,75.09939,69.411118,63.460091,357.996181,467.931608,429.29177,453.585594,253.779631,488.410915,403.787258,254.763377,211.608596,207.314024,319.853837,232.074682,144.61418,203.954866,206.258294,168.259181,-0.000163,-0.000118,86.415639,66.094815,74.343437,60.294211
578,109.497005,102.141987,93.710412,83.050315,78.987169,75.579878,65.088564,46.505659,102.076295,79.872633,89.656887,85.309566,80.422605,76.623566,71.039304,60.082885,88.450941,80.744137,79.963463,76.97188,73.390314,64.20562,61.907814,65.334539,96.141114,87.421214,84.019034,82.151553,78.590559,75.062728,68.824077,62.945941,361.216606,471.900126,432.836759,455.436435,255.336194,490.43675,406.551378,253.322896,214.445591,209.544417,321.374856,233.380701,144.975632,207.367988,208.107807,170.453605,-1.00E-05,3.49E-05,86.17921,66.00528,74.180685,60.204491
579,109.576625,102.073521,94.378389,82.982301,79.102567,75.511909,65.277536,47.882108,101.564633,79.657931,89.51528,85.057911,80.171345,76.262149,70.604504,59.941174,88.235931,80.822862,79.85877,76.57388,72.882142,64.137522,61.913201,64.899281,96.035954,87.353183,83.804171,81.276696,77.862399,74.811473,68.499218,62.951326,362.941096,470.803197,433.89532,456.31368,255.539841,490.38087,408.840807,253.826625,212.712286,209.865756,320.110057,233.359527,143.933818,206.889457,207.59141,169.745907,-0.000163,3.49E-05,85.975066,65.948007,74.123479,60.183875
580,109.73044,101.968119,95.120193,83.17116,79.327993,75.297253,65.246199,47.961606,100.97926,79.736665,89.373678,84.769555,79.993413,76.157486,70.206366,59.983341,87.984206,80.718214,79.680702,76.065877,72.373954,63.959197,61.440521,63.766091,95.746551,87.06492,83.589319,81.135378,77.647721,74.670201,68.174341,62.809795,366.787494,473.992377,436.622199,458.856808,258.714326,493.418116,412.80316,255.432119,215.02721,210.583525,321.348987,234.33609,144.608641,207.455341,209.261188,171.456294,-0.000468,3.49E-05,85.896263,65.905927,74.044789,60.068145
581,108.871994,101.630292,95.593578,82.945605,78.699152,75.291879,64.947066,46.955899,100.346324,79.584573,89.294801,84.286895,79.988038,76.042076,69.687395,59.867619,87.685006,80.676163,79.455199,75.510462,72.111791,63.880328,60.662686,62.584981,95.520074,86.949426,83.510532,81.31337,77.642346,74.518181,67.838687,62.80441,367.109108,472.551452,435.826136,459.677047,259.232192,496.273579,411.355402,254.93971,217.644636,211.795926,322.111993,235.538775,145.018983,209.239883,210.435583,172.823849,-1.00E-05,3.49E-05,85.744041,65.863846,73.929438,60.025975
582,108.723686,101.33486,95.188448,81.771471,78.772499,75.255207,64.910346,45.954874,99.866579,79.547895,89.074337,83.956499,80.171345,75.93204,69.357206,59.757284,87.354492,80.566141,78.904901,75.07043,71.854997,63.182125,59.963601,62.180717,95.151656,86.802616,83.437124,81.31337,77.935751,74.554842,67.838687,62.76768,371.259607,475.64857,440.436743,463.850712,261.260636,499.819173,412.736327,257.908087,215.983369,212.339821,323.256738,236.644279,146.54303,211.040405,210.446737,172.606148,-0.000315,3.49E-05,85.497833,65.76449,73.866861,59.889618
583,108.427105,101.113314,94.157509,81.221172,78.625806,74.411757,63.882009,45.249989,99.608299,79.327825,88.927369,83.662832,80.098021,75.858682,69.283828,59.683724,87.281049,80.45612,78.35463,74.740405,71.488137,63.182125,59.521969,61.519067,94.967468,86.802616,83.290313,80.909966,77.789048,74.774811,69.453182,62.620755,375.17928,477.945332,444.352407,467.295858,260.476263,502.550556,414.070324,257.758436,224.526224,218.650693,328.411401,242.974929,149.609881,216.175456,215.923201,178.101179,-0.000315,0.000188,85.497833,65.617669,73.830201,59.852834
584,108.612462,101.076392,93.568589,80.780963,78.515786,73.898346,59.801878,44.841721,100.93693,79.327825,88.780408,83.405887,80.06136,75.822004,69.430582,59.610161,87.097446,80.272756,77.951113,74.483718,71.268015,63.255627,59.59558,61.445541,94.599133,87.059537,83.253611,80.763279,77.789048,74.554842,70.00348,62.584022,377.417811,479.011331,447.933174,469.546121,261.025614,505.268739,414.528392,257.298464,222.277261,215.637606,326.134754,239.122237,148.121647,212.703682,213.326949,175.494656,-0.000315,3.49E-05,85.340247,65.533501,73.856118,59.768486
585,108.532884,100.517229,93.048,81.069056,78.437066,73.892972,57.993217,45.058989,101.891611,79.139063,88.628068,83.363803,80.092646,75.81663,69.645332,59.531205,87.055344,80.08402,77.505551,74.478344,71.079201,63.250243,60.1422,61.623966,94.483246,87.274386,83.284935,80.867918,78.040405,74.622791,70.328263,61.88063,376.795866,478.970194,449.005133,468.5002,259.376221,509.677708,414.847528,260.172652,234.501085,227.243884,337.44959,251.860654,159.53845,222.614169,224.521625,186.980694,-0.000315,0.000188,85.15134,65.418002,73.704106,59.652736
586,109.020315,100.264272,92.685457,81.661407,78.515786,74.265069,61.309672,45.621029,101.749288,79.437859,88.743669,83.479298,80.171345,75.968718,70.20099,59.573379,86.950571,79.906039,77.290835,74.557058,71.121264,63.365878,60.552318,62.143962,94.157202,87.463306,83.216909,81.056656,78.816002,74.664827,70.443688,61.812533,383.285739,484.458929,455.467161,474.349159,264.714736,517.245092,420.468067,263.533987,222.95462,217.304348,327.006656,241.113641,149.593227,213.458971,213.625604,175.832522,-0.000163,-0.000118,85.07793,65.528123,73.630786,59.615948
587,108.983233,99.341787,92.427932,82.321817,78.955869,74.778476,63.58814,46.399868,101.490776,79.25447,88.853888,83.479298,79.988038,76.005397,70.384408,59.536597,86.803701,79.686016,77.290835,74.667066,71.084576,63.512872,60.809837,62.21747,94.304503,87.720273,83.143505,81.166675,79.109433,74.444857,70.00348,61.518575,385.061166,487.184001,459.810184,475.78434,264.416399,516.994132,423.564457,265.884055,231.62857,222.467893,333.873447,246.681167,154.143796,217.754818,220.311894,182.36033,-0.000315,0.000188,85.041225,65.491416,73.557465,59.579159
588,108.760762,99.415571,92.317571,82.982301,79.505998,75.475237,65.387685,46.807647,100.973848,79.401181,88.780408,83.405887,79.658095,75.968718,70.421091,59.242315,86.693553,79.576006,77.217472,74.813744,71.19464,63.512872,60.552318,61.702875,94.856962,87.903832,83.070103,81.350045,78.375869,74.371534,69.343117,61.334835,390.550455,491.898732,465.429849,481.975362,266.786614,521.997467,428.227475,268.886724,226.692122,219.567699,329.695473,241.512304,148.441219,215.078552,216.042775,177.763231,-1.00E-05,0.000188,84.952623,65.476222,73.578951,59.490346
589,108.506678,99.384087,92.139038,83.281252,79.841465,75.847328,66.347565,45.960311,100.425551,79.406556,88.749054,83.30115,79.150249,75.754021,70.206366,58.806215,86.258372,79.471373,77.039441,74.965796,71.566885,63.59175,60.04259,61.3774,95.083377,87.79908,83.03878,81.50212,77.611045,74.083613,68.908214,61.193222,393.393405,494.245528,468.500289,485.545234,267.366282,523.558441,429.362683,270.098883,226.031329,220.006637,329.715946,241.269803,149.219939,215.746179,215.798054,177.212079,-0.000468,0.00034,84.936491,65.423379,73.562836,59.437387
590,108.315899,99.415571,91.839392,83.532764,79.836089,75.731939,66.158645,45.769415,99.82968,79.511216,88.670192,83.002142,78.631678,75.565254,69.944197,58.800821,85.922601,79.135981,76.117056,73.200254,71.084576,63.770095,59.37474,61.372012,95.335858,87.38989,82.923302,81.350045,77.312272,73.748279,68.902837,61.11433,398.19808,499.961037,474.343992,491.20095,270.152801,528.353966,433.99572,273.849591,227.124527,221.974688,328.541496,232.851729,152.474314,220.413208,216.780444,177.397332,-0.000468,0.000188,84.894411,65.344585,73.374162,59.321621
591,107.908204,99.526252,91.839392,83.239177,79.616027,74.228397,65.681402,45.695224,99.350051,79.511216,88.449769,82.561727,78.375088,75.455218,69.724081,58.653637,85.592237,78.879308,75.713578,72.246769,69.17656,61.821999,58.417517,61.298481,95.114817,87.096241,82.703107,80.946638,76.76216,73.454978,68.976219,61.849275,400.26361,501.188084,476.430233,493.318089,270.45587,530.329263,435.798074,273.148871,225.273324,220.500157,326.902363,230.589027,150.849369,218.444177,215.379987,175.151212,-0.000163,0.000188,84.899788,65.276546,73.122906,59.290217
592,107.982324,99.489358,92.023297,82.872215,79.065893,73.274905,63.771811,45.806509,98.759884,79.437859,88.229361,82.41493,78.155158,75.308504,69.540646,58.61684,85.555532,78.805974,75.56686,71.476594,69.616917,60.902616,57.975582,61.408777,94.820127,86.729213,82.519618,80.616595,76.322078,73.344989,69.23305,62.400353,403.442919,504.636725,480.017627,497.572856,272.575348,533.373477,440.289255,277.457057,224.894245,222.814851,327.56022,231.534365,153.883687,219.963203,216.216071,175.761788,-0.000315,0.000188,84.826382,65.239837,73.012922,59.253423
593,108.09894,99.642347,93.13238,82.620734,78.887896,72.876865,63.777195,45.849039,98.285896,79.406556,88.087815,82.126723,78.343808,75.313878,69.729457,58.622234,85.524208,78.811349,75.425515,71.518646,70.906509,59.951497,57.170523,61.708262,94.420381,86.110726,82.341511,80.181935,76.290779,73.387026,69.531934,62.699604,405.872963,507.663543,483.650386,500.229473,273.069368,535.568371,443.101283,280.545997,224.450393,220.890855,326.401349,230.60011,152.07378,218.07544,215.695179,175.009757,-0.000315,-0.000118,84.763732,65.213884,72.91368,59.153818
594,107.791599,100.03743,94.336179,82.169677,78.327049,72.829442,64.243926,45.318767,97.906394,79.249095,87.856662,81.785704,78.223093,75.30313,70.122246,58.390647,85.476742,78.9106,75.451447,71.654599,71.996362,61.301796,58.48577,61.991555,94.151806,85.586263,82.07389,80.134516,77.123525,73.852892,69.888048,62.578637,407.683174,508.386804,484.910534,500.809536,272.145633,533.998005,443.429751,279.513453,228.54793,222.300439,327.320462,227.956942,153.520885,218.954631,218.322075,177.267025,-0.000163,0.000188,84.695705,65.145843,72.845729,59.085615
595,107.908204,100.411907,95.593578,81.881536,77.929033,73.12821,65.093945,47.437607,97.616887,79.181115,87.678403,81.460833,78.301778,75.345183,70.494457,58.432843,85.592237,78.952642,75.456821,71.513271,72.075106,61.527831,59.37474,63.136159,93.825804,85.004634,81.895797,80.139891,77.312272,74.004915,69.966795,62.473822,412.465752,512.534303,490.019262,505.390539,275.175712,536.453068,448.368804,280.498078,231.898815,225.203554,329.277565,229.567684,158.099422,221.21585,220.621053,179.158855,-0.000163,0.000188,84.422672,65.092996,72.75629,58.995848
