Time,TC1_LR_0-03mBC,TC1_LR_0-30mBC,TC1_LR_0-61mBC,TC1_LR_0-91mBC,TC1_LR_1-22mBC,TC1_LR_1-52mBC,TC1_LR_1-83mBC,TC1_LR_2-13mBC,TC2_BED1_0-03mBC,TC2_BED1_0-30mBC,TC2_BED1_0-61mBC,TC2_BED1_0-91mBC,TC2_BED1_1-22mBC,TC2_BED1_1-52mBC,TC2_BED1_1-83mBC,TC2_BED1_2-13mBC,TC3_BED2_0-03mBC,TC3_BED2_0-30mBC,TC3_BED2_0-61mBC,TC3_BED2_0-91mBC,TC3_BED2_1-22mBC,TC3_BED2_1-52mBC,TC3_BED2_1-83mBC,TC3_BED2_2-13mBC,TC4_Kitch_0-03mBC,TC4_Kitch_0-30mBC,TC4_Kitch_0-61mBC,TC4_Kitch_0-91mBC,TC4_Kitch_1-22mBC,TC4_Kitch_1-52mBC,TC4_Kitch_1-83mBC,TC4_Kitch_2-13mBC,TC5_BaseB_0-03mBC,TC5_BaseB_0-30mBC,TC5_BaseB_0-61mBC,TC5_BaseB_0-91mBC,TC5_BaseB_1-22mBC,TC5_BaseB_1-52mBC,TC5_BaseB_1-83mBC,TC5_BaseB_2-13mBC,TC6_BaseD_0-03mBC,TC6_BaseD_0-30mBC,TC6_BaseD_0-61mBC,TC6_BaseD_0-91mBC,TC6_BaseD_1-22mBC,TC6_BaseD_1-52mBC,TC6_BaseD_1-83mBC,TC6_BaseD_2-13mBC,HF_FF_H_100672,HF_FF_V_100671,TC_FF_top_out,TC_FF_top_in,TC_FF_side_out,TC_FF_side_in
515,116.52571,106.917643,100.865827,94.337056,90.482377,84.9025,78.958444,53.204594,108.22225,89.201668,102.55569,99.557268,95.080072,91.242005,85.460269,70.403931,97.063804,92.536212,89.662682,86.405837,84.108027,76.943925,73.2946,74.803999,101.939179,99.63847,96.600208,92.806399,88.873194,85.593363,79.354722,70.728758,222.928751,296.770852,275.451011,270.141351,211.302124,386.552562,265.979316,201.692103,170.655816,203.038784,300.952507,218.009225,161.298211,197.883712,169.281021,162.99588,-0.000315,0.000188,98.36554,71.700731,85.228833,67.193969
516,115.674851,105.738407,100.02224,94.011102,90.671601,85.275018,78.927144,51.770069,108.412977,89.35407,102.376376,99.562675,95.011847,90.916338,85.392215,70.335962,96.442833,92.247334,89.447468,86.080722,83.746278,76.509131,72.713004,73.635934,101.612047,99.127645,96.126504,93.032515,89.540182,85.635451,79.250059,70.770795,227.330694,300.827473,279.129434,274.273422,209.366139,369.403462,266.692683,201.23986,170.470691,201.747836,303.311266,224.427481,158.907838,199.491822,169.78214,163.267937,-0.000315,3.49E-05,98.149702,71.449435,84.977299,67.125946
517,114.526808,105.484785,99.142098,93.721998,90.750527,85.574131,78.089041,50.888723,108.492533,89.727029,102.160137,99.272829,94.870005,90.701043,85.177301,70.414681,95.932522,91.958485,89.158744,85.682199,83.384555,76.074343,72.645005,73.091241,101.432736,98.87498,95.763426,93.369029,90.133777,85.787667,79.328791,69.382845,222.365324,296.075968,274.899469,272.712816,202.659405,357.300654,261.807518,196.316243,174.362385,207.427345,304.156612,223.93468,163.967894,202.199978,173.747983,166.733843,-0.000163,3.49E-05,98.075961,71.449435,84.793802,67.015847
518,113.379523,105.194197,98.6311,93.469734,90.719145,85.873266,75.747561,50.26571,108.460903,89.475109,101.796182,99.278236,94.286536,90.301887,85.072538,70.640082,95.495971,91.669667,88.649499,85.467285,83.279807,75.676238,72.723751,72.986599,101.031812,98.474907,95.73198,93.116879,90.065631,85.646211,78.967381,68.324694,224.115413,299.102509,277.614377,276.87769,200.224071,343.797243,262.484832,195.214555,177.536302,210.136876,309.376652,227.388056,167.401435,202.815684,176.462366,169.293019,-0.000315,-0.000118,97.897018,71.344804,84.57899,66.874418
519,113.45387,105.786265,99.88544,94.02189,90.425008,85.983429,73.364098,49.969887,108.423841,88.593073,101.389954,98.909225,93.440281,89.934166,84.888973,70.823433,95.017283,91.375489,88.1717,85.43057,83.132977,75.272762,72.943867,72.656549,100.699415,97.9958,95.73198,92.749003,89.624474,85.389261,78.71064,67.994593,218.612952,295.565269,274.496377,275.170194,197.057173,335.736919,261.924975,192.273975,178.261734,209.489606,310.367341,228.258814,164.658836,201.328403,176.996598,169.483639,-0.000163,0.000188,97.491515,71.271468,84.432204,66.690907
520,113.52822,106.304476,100.512885,94.390061,90.314713,85.983429,73.180748,50.4136,108.127374,89.475109,101.168408,98.650955,92.888523,89.823859,84.631995,70.786763,94.465065,90.934278,87.840955,85.393856,82.949445,75.089364,72.907181,72.289818,100.367071,97.66417,95.658292,92.822574,89.367161,85.16903,78.3072,68.434723,219.247448,297.876241,276.972796,278.387754,196.511689,334.631229,262.361937,195.623391,181.649184,212.219128,313.400472,231.652357,167.390271,203.719574,177.138059,171.035814,-0.000315,0.000188,97.33328,71.114052,84.311366,66.570045
521,113.448423,106.632261,100.655136,94.016496,90.08875,85.390545,73.175374,51.147414,108.084888,89.249192,100.904558,98.239759,92.36826,89.303755,84.296237,70.524695,93.944377,90.450986,87.394626,85.131485,82.356806,75.230709,72.498258,72.0644,99.807873,97.364028,95.505526,92.670042,89.030975,85.053539,77.56833,68.979461,218.531425,295.596738,275.679206,279.802019,193.081755,331.569458,259.678724,194.903485,183.258856,212.148597,311.975879,225.261262,168.653442,205.249905,177.563432,169.401805,-0.000315,3.49E-05,97.080686,70.972749,84.243352,66.465308
522,113.745842,106.447137,100.54439,93.427534,89.096349,84.656278,71.451765,50.74088,108.01078,87.669149,100.387777,97.539021,92.037322,89.009668,84.039292,69.901261,93.649971,90.046665,87.210915,84.874509,80.852204,74.020272,71.691122,72.614503,99.512578,97.290349,95.10031,91.860914,88.81046,84.649822,76.688174,68.869442,218.151579,293.531506,274.342363,280.728465,190.294463,332.957172,260.276477,194.636184,189.026231,213.023704,314.138959,227.496102,172.389911,208.793092,180.502337,171.155809,0.000143,3.49E-05,96.785873,70.89941,84.023191,66.355191
523,113.862835,106.341497,100.660547,93.064893,88.183113,83.120069,70.06337,48.119625,108.201486,87.674532,99.950331,96.954495,91.711814,88.720991,83.714331,69.356502,93.508173,89.721283,87.069334,84.402686,79.610094,73.438752,71.402978,73.059943,99.038215,96.890557,94.958371,90.800078,88.227875,84.031343,75.996777,66.453825,220.354062,296.702541,277.979879,284.356991,188.919755,341.239996,263.001779,191.46629,185.741501,211.159107,313.002571,225.640173,169.9876,207.612333,180.464165,168.868095,-0.000163,0.000188,96.491098,70.752731,83.913114,66.13495
524,114.41522,106.336071,100.655136,93.096302,87.589942,82.160603,70.571517,50.112387,108.27017,87.412,99.72353,96.617327,91.412325,88.054064,83.525442,69.461157,93.68677,89.532152,87.027213,84.066965,79.017728,72.993198,71.067384,73.384612,98.774517,96.774662,94.916142,90.280099,87.450933,83.108671,75.514672,66.301678,224.911486,301.78969,283.02473,289.463752,189.803643,341.865181,267.21962,191.892032,184.104717,207.090052,311.907907,223.599015,167.096616,204.493171,180.049874,167.196682,-0.000315,-0.000118,96.238596,70.721433,83.918489,66.06691
525,114.936025,105.965899,100.581305,93.243511,87.994035,82.050525,71.781837,52.218674,108.826129,87.852837,99.50216,96.46989,90.824216,87.429389,83.341936,69.974609,93.613172,89.348417,87.100693,84.103668,79.054414,72.883151,71.324222,74.044681,98.40558,96.553688,94.69516,89.875839,86.752999,82.485002,75.184627,67.18221,233.307609,309.686493,290.745381,296.98299,194.036179,348.783449,271.679348,196.392602,182.953309,202.853721,310.398653,222.341988,164.272485,203.915775,180.731369,164.257889,-0.000163,3.49E-05,95.975329,70.60605,83.619587,65.951407
526,115.605863,106.002913,100.95049,93.280315,88.214469,82.160603,72.62531,52.772491,109.011486,87.191602,99.243925,96.322462,90.309717,87.208941,83.158437,70.267993,94.275625,89.091207,87.100693,84.250485,79.678096,72.883151,71.507674,74.704737,98.036704,96.406384,94.437372,89.83909,86.238813,82.044805,75.551343,68.062574,235.158436,311.154796,292.775066,299.08217,194.494274,355.481617,273.017299,200.056979,179.974452,198.505321,306.65471,219.040187,161.41792,201.818619,178.250383,160.185584,-0.000315,3.49E-05,95.606992,70.496037,83.252702,65.877987
527,115.685759,106.674714,100.918979,93.322512,88.219853,82.312752,71.860558,50.672371,109.313532,86.535866,99.02801,96.217296,90.241611,86.883676,83.090416,70.383384,95.017283,88.949623,87.106075,84.402686,80.417269,73.218663,71.623117,74.343414,98.115878,96.227666,94.148184,89.623996,85.840238,82.343642,76.400169,68.874818,238.721758,311.794776,294.192785,303.770613,199.548569,372.90462,279.193728,202.629998,182.740932,197.45364,307.441967,217.651627,159.570903,200.958163,178.992322,161.876337,-0.000163,0.000188,95.4022,70.292123,83.122079,65.747274
528,114.521357,107.219353,100.649727,93.385336,88.062128,82.412081,68.768648,49.478205,109.562237,86.01098,99.017198,96.095939,90.120601,86.101515,82.969567,69.712512,95.411526,88.644937,86.911614,84.465341,80.956911,73.538049,71.722437,72.755819,98.473958,95.995946,93.879663,89.209049,85.719314,82.332889,76.976183,69.707493,238.974628,312.99477,294.735034,303.576018,198.812491,376.848991,276.030475,199.642784,182.767938,194.045436,307.467925,215.664546,156.02549,198.123843,181.042344,161.674916,-0.000315,0.00034,95.170455,70.208034,82.891217,65.626384
529,113.67693,107.526542,100.033057,93.469734,88.403559,82.863183,67.935496,48.71197,109.350612,87.343915,99.064895,96.069884,89.910915,85.818449,82.943624,69.24647,95.385496,88.325079,86.665217,84.439392,81.187829,73.952284,71.659807,71.703025,98.779922,95.859474,93.595931,88.778959,85.913681,82.453694,77.206968,70.524899,244.327654,317.839527,299.345351,309.202182,205.682124,386.459819,282.85505,204.721982,180.138387,188.858234,306.114571,213.693048,150.036808,195.114387,180.66621,159.664256,-0.000468,0.000188,94.881271,70.176733,82.676486,65.484908
530,113.788471,107.563587,99.51644,93.396122,88.293335,83.376968,69.036215,47.527027,108.609157,87.601059,98.880475,95.701394,89.470041,85.598093,82.723442,69.209792,95.017283,88.141412,86.408073,84.14575,81.114439,73.805562,71.549738,71.592998,98.595445,95.675399,93.301445,88.448351,86.207469,82.41701,77.060275,70.304911,244.284527,318.786728,299.708066,308.535985,203.885066,387.722093,278.960475,196.436372,181.202083,190.952859,306.292833,214.486039,153.10254,196.902686,182.645677,160.191156,-0.000163,0.000493,94.728602,70.024668,82.524381,65.406102
531,114.229255,107.632249,99.105208,93.390729,88.067512,83.591799,70.27808,46.854614,107.714379,87.522205,98.727545,95.548616,88.80346,85.298923,82.167648,69.277772,94.42286,87.95237,85.668088,83.516444,80.815511,73.800189,71.250841,70.744041,98.221134,95.559563,92.854384,88.589899,86.12864,82.191533,76.541485,67.879178,245.97669,320.727868,301.290454,309.343638,205.104863,389.749686,279.553483,194.527215,182.691552,189.730937,305.999,213.345181,151.13042,199.154043,183.02744,159.772779,-0.000163,0.000188,94.618151,69.914647,82.340972,65.25924
532,114.798111,107.457883,98.857807,93.180691,87.784381,83.859477,67.023428,45.975654,107.132577,87.349298,98.517087,95.227838,88.116442,84.979191,81.848174,69.251846,93.991969,87.74276,85.274872,83.050128,80.642796,73.774255,71.114825,70.131219,97.973743,95.275881,92.460368,88.747608,86.21285,81.945513,75.892135,64.697632,247.522883,322.01466,301.590157,310.119795,204.081262,390.261783,281.411185,194.074555,185.026983,190.614794,307.473304,215.594094,154.588167,200.380413,186.698113,160.31084,-0.000315,-0.000118,94.402657,69.809997,82.052903,65.154468
533,115.611316,107.23021,98.557338,92.733706,87.558591,83.266867,65.439595,45.042669,106.86792,86.866411,98.179821,94.817246,87.560273,84.569912,81.402522,68.76964,93.508173,87.663921,84.938993,82.714496,80.453961,73.585477,70.485673,70.162526,97.857692,95.123258,92.08703,88.815695,86.023849,81.683374,75.556717,63.994723,247.286474,320.795741,300.990725,309.962241,201.706037,388.911701,277.991112,194.712556,187.613056,192.436371,307.609407,216.039058,155.943966,202.657575,188.175866,161.364929,-0.000315,3.49E-05,94.134195,69.689227,81.528665,65.033559
534,115.122065,105.928886,98.07254,92.139637,87.406278,82.674323,64.442758,44.554636,107.306906,86.42031,97.916337,94.554033,87.151035,84.34424,80.810157,68.874305,93.576374,87.474905,84.492988,82.305501,79.86154,73.249971,69.70968,70.047104,97.815408,94.860238,91.603381,88.663368,86.34899,81.56796,75.771373,64.686869,251.276398,324.759412,305.083197,313.421408,205.567794,394.96573,282.892062,199.495718,189.915846,193.936501,306.004381,212.399772,156.600817,204.689344,187.57621,161.376076,-0.000468,0.00034,93.887327,69.626621,81.28268,64.823998
535,114.532258,105.157199,97.709249,91.813951,86.787272,80.331594,63.823745,44.263006,108.127374,86.352242,97.811144,94.448944,86.715898,84.055909,80.228589,69.173114,93.434581,87.296664,84.241355,82.054043,79.426656,72.778477,69.201262,69.465534,97.673292,94.644836,91.277716,88.705487,86.354371,81.353266,76.216809,65.389638,251.538917,324.576477,303.759934,313.861416,203.166264,393.627284,283.447178,203.539816,188.731871,191.073004,302.770613,207.412923,154.626128,202.592482,186.850826,158.865713,-0.000163,0.000188,93.5929,69.516593,80.952612,64.823998
536,114.234705,104.380403,97.119462,91.18869,85.355228,80.074817,61.5087,44.374416,108.794493,86.205349,97.66369,94.191165,86.862732,83.652088,80.191906,69.539885,92.882703,87.186495,84.20464,81.870597,79.206534,72.374962,68.797537,69.098667,97.452032,94.350469,91.093813,88.778959,86.391098,81.169879,76.400169,65.976811,253.782375,326.43674,306.143417,316.458473,204.571237,395.17745,289.688288,206.050777,191.857939,191.678338,304.419234,207.712051,155.379897,202.053023,187.723328,158.784102,-1.00E-05,0.000188,93.256318,69.437867,80.83722,64.708456
537,113.979837,103.794186,96.645773,90.495416,85.250471,78.613026,58.792242,44.528389,109.096503,85.990401,97.632231,94.086091,87.235225,83.437213,80.270647,69.728639,92.33633,86.898106,83.953021,81.58247,79.211908,72.233601,68.692802,68.737153,97.236195,94.13511,90.841756,88.894553,86.323027,81.101902,76.075494,65.908799,255.205581,329.325266,309.742115,318.546592,203.770696,397.491817,291.275432,199.986245,190.979597,191.296511,304.235495,206.874054,155.114108,201.74793,188.4487,158.327894,-0.000468,0.000188,92.925169,69.364514,80.543843,64.598289
538,113.565397,103.603918,96.419287,89.975328,84.951407,78.16754,56.98274,44.374416,109.16522,86.095183,97.589967,93.822954,87.413411,83.064769,79.788409,69.283147,91.779285,86.415396,83.360272,81.320289,79.133161,72.154858,68.577312,68.401556,97.34141,93.761835,90.468628,88.778959,86.207469,80.80312,75.300015,65.609838,253.188358,327.539193,307.214083,317.856029,200.725548,393.663462,290.505832,192.432342,192.818195,194.432774,305.159479,207.374833,158.044709,204.613109,188.187053,159.930481,-0.000315,-0.00027,92.636238,69.259854,80.329189,64.420048
539,113.236285,103.757215,96.240465,89.686639,84.84666,77.842839,56.140763,44.157029,109.096503,85.843521,97.263644,93.717896,87.382079,82.666401,79.060196,68.44488,91.269895,86.016929,82.925164,81.215609,79.065163,72.270285,68.472573,68.333548,98.60085,93.730444,90.326932,88.674137,85.88234,80.405081,74.315251,65.064694,255.243022,330.531394,310.145835,321.841625,203.961312,400.166688,295.958076,194.527215,193.270817,195.037949,305.301051,207.140706,156.595251,205.407937,189.021352,162.131586,-0.000163,0.000188,92.33656,69.107769,80.030459,64.267766
540,113.013281,103.572368,95.945739,89.613124,84.84666,77.439424,55.403611,43.785559,108.874065,85.586495,96.858266,93.570632,87.345365,82.262684,78.473362,68.334831,90.791966,85.870085,82.55812,80.958818,79.065163,72.233601,68.289042,68.5537,98.896021,93.583309,90.179856,88.637402,85.441701,79.928344,73.545128,64.697632,257.151708,335.134169,313.337417,326.231407,203.503822,402.370745,298.79369,199.222975,194.683533,194.159961,304.823427,206.378803,155.493815,204.874343,189.212234,161.484654,-0.000315,0.000188,91.968744,68.961052,79.773778,64.157585
541,113.299733,103.746378,96.11914,89.89642,85.239712,77.245309,55.540261,43.328752,108.64079,85.465585,96.773767,93.559845,87.371314,81.958337,78.059182,68.544175,90.30334,85.822614,82.29045,80.801333,79.0911,72.149484,68.46182,68.763091,99.106613,93.351835,90.132314,88.736838,84.916921,79.514223,72.984277,63.952625,264.70715,343.500969,320.163248,333.14834,207.32614,407.905918,302.740745,204.613174,190.608881,191.078597,301.415443,202.159306,150.724545,200.157121,182.847745,156.400904,-0.000163,3.49E-05,91.869183,68.93512,79.527849,64.058159
542,113.650648,103.355993,96.245865,90.280207,85.696416,77.774864,55.593328,43.568069,108.694155,85.44501,96.605736,93.42877,87.607755,81.754279,77.635209,68.340208,89.841725,85.765336,82.490091,80.634046,79.217283,72.165606,68.514656,68.962666,99.08593,93.037017,89.927876,88.642787,84.602647,79.163659,72.817026,63.785187,262.191073,341.442578,317.400432,331.379171,203.269478,405.218671,300.591478,201.812141,204.560007,200.183998,311.352401,214.100222,158.261619,206.850389,193.214734,167.381637,-0.000163,0.000188,91.705914,68.735598,79.255067,63.895101
543,112.747701,102.64298,96.161381,90.490028,86.016108,77.140663,54.697641,43.185525,108.609157,85.360819,96.373875,93.233926,87.633706,82.037111,77.661135,68.072663,89.24302,85.717866,82.772966,80.549932,79.169847,72.154858,68.614017,68.841846,99.259634,93.063007,89.806809,88.411619,84.261502,78.896237,72.806279,63.370495,269.624154,351.955422,325.066632,338.769297,210.144375,413.064783,306.195027,207.091063,195.381915,189.054764,301.121196,200.519539,146.18035,193.822068,182.084231,157.996918,-0.000315,-0.000118,91.722075,68.788399,78.977857,63.837779
544,112.498494,101.951877,95.766953,90.464037,85.549556,76.381285,54.597809,42.750294,108.397644,85.518442,96.347833,92.950246,87.754625,82.414864,78.001954,67.643174,88.923126,85.691918,83.114073,80.524001,79.217283,72.018868,68.734883,68.70584,99.750269,92.816375,89.817582,88.202002,83.795074,78.650318,72.853701,62.536519,268.273251,350.269286,322.055939,337.408609,206.400572,409.08625,303.869532,203.724921,209.442994,196.068533,308.716049,208.968751,154.127114,200.908846,191.960745,166.929943,-0.000163,3.49E-05,91.600976,68.777652,78.343823,63.716823
545,111.521871,101.423992,95.387828,90.085614,85.355228,76.187178,55.471937,42.590647,107.979158,85.360819,96.005487,92.350629,87.780576,82.73443,78.174582,67.30221,89.610464,85.644449,83.286855,80.476569,79.096475,71.788009,68.760834,68.621705,100.071698,92.842363,89.696519,87.934136,83.307178,78.162915,72.696254,61.497026,273.337031,357.265196,327.182101,344.634847,210.024581,414.213327,310.154324,208.228685,200.147022,189.087357,300.600812,201.696154,144.170688,195.267072,185.094621,159.512137,-0.000163,3.49E-05,91.459268,68.59962,77.909242,63.575269
546,110.821914,101.35555,94.693556,89.539611,84.663122,76.705962,57.393276,42.447332,107.614101,85.329484,95.716216,91.804102,87.492224,82.629698,78.216631,67.124129,90.424381,85.649829,83.475776,80.481944,78.991791,71.64664,68.802914,68.663773,100.040188,92.847755,89.775432,87.75589,82.872157,77.838308,71.821403,60.179185,276.487759,363.334548,332.913274,349.693887,213.634274,420.009965,317.553591,212.412224,203.612401,190.991043,303.978243,203.29189,146.471931,198.658039,187.723328,159.278402,-0.000315,0.000188,91.08618,68.520882,77.793885,63.386211
547,110.556663,101.904112,93.62062,89.019682,84.217281,77.324029,58.676437,41.995474,107.312335,85.213961,95.379358,91.173337,87.009572,82.40411,78.027881,67.412282,91.227739,85.571033,83.653949,80.549932,78.436142,70.980895,68.026711,68.511632,99.554895,92.658506,89.806809,87.566886,82.353026,77.539623,71.485927,59.695787,275.867719,364.254128,332.37616,350.39651,208.430801,410.034941,314.193584,212.309181,203.471045,193.407621,304.870936,206.047071,147.46697,200.080826,188.727126,160.126227,-0.000163,0.000188,90.692531,68.458264,77.65798,63.250023
548,110.710561,102.426706,92.926829,88.510604,83.048287,77.07269,57.945609,41.852088,107.021474,84.999064,95.237455,90.443162,86.647864,82.189284,77.373118,68.004668,91.71113,85.319467,83.732749,80.445262,78.001314,69.628678,66.673679,67.85652,99.080523,92.627128,89.848959,87.351937,81.95477,77.25169,71.087829,59.406973,282.545495,371.889816,340.15556,357.572225,211.558355,413.106126,319.583541,217.183693,204.429843,192.573282,303.847387,204.795165,146.829113,199.437873,188.96178,159.979659,-0.000315,3.49E-05,90.550868,68.390273,77.516706,63.181928
549,110.716,102.801619,93.778629,88.258787,82.833499,76.527974,58.392766,42.00638,106.878775,84.747466,94.948276,90.007296,86.286191,81.901069,76.938413,70.284118,91.642976,85.141323,83.701416,80.267233,77.713226,69.487272,66.201682,68.118764,98.753837,92.522213,89.780818,87.173719,81.703303,77.257063,70.763077,59.338807,284.089086,374.13035,342.187095,359.816719,213.563769,412.951318,321.768722,219.718397,204.418676,194.814507,307.546735,209.469293,147.00724,199.960794,192.309871,162.479702,-0.000163,0.000188,90.31954,68.306157,77.285997,62.987464
550,110.530426,102.764666,94.993527,88.038343,83.053665,75.977893,59.570363,42.192402,106.804715,84.600629,94.874637,89.602869,85.84577,81.644188,76.571687,71.787545,91.128221,85.067916,83.591284,79.973794,77.749909,69.707443,66.311851,68.228846,98.64315,92.375144,89.744055,87.026845,81.226335,77.293727,70.83644,59.191686,285.119461,375.758482,343.530716,361.884041,215.763745,413.775386,322.531684,219.902743,204.260589,194.159961,306.696814,210.187019,143.673859,198.352789,192.151598,161.827133,-0.000315,0.000188,90.056857,68.043991,77.207305,62.871856
551,110.302326,103.091849,95.687884,87.775792,83.525343,75.679146,61.146445,42.856391,106.688205,84.41171,94.648338,89.41367,85.620197,81.235162,76.236264,71.928834,90.939013,84.952428,83.145402,79.785025,77.854582,69.922232,66.63696,68.737153,98.490172,92.185928,89.701906,86.360602,80.890769,77.141701,69.547117,59.296636,288.85248,382.070718,349.506537,367.51711,221.233386,418.965296,329.55075,223.660509,203.688663,195.076121,307.284342,211.937642,144.013972,200.22224,193.52566,163.730384,-0.000163,3.49E-05,89.652576,68.080676,77.024003,62.724881
552,111.447605,103.271233,96.124539,87.549996,83.666761,74.683638,62.501088,43.074008,106.31255,84.369624,94.569312,89.298002,85.578119,81.009623,76.157547,70.200023,90.749818,84.690139,82.736262,79.44955,77.702479,69.843469,67.035478,69.245416,98.558552,92.070249,89.475952,85.474246,80.738648,76.439743,68.074061,59.328023,287.834322,382.086646,348.611941,367.315102,220.301145,417.900256,330.772239,221.893772,204.277341,194.97838,308.365131,210.888864,144.295155,198.255085,193.733266,164.165964,-0.000315,3.49E-05,89.411482,68.060114,76.930134,62.630792
553,111.978414,103.208145,95.877462,87.634232,83.237143,75.02443,64.532354,43.04773,105.916232,84.270262,94.469663,89.088219,85.515486,80.800218,76.351654,68.120102,90.723834,84.517399,82.306579,79.13021,77.566498,69.707443,67.009518,69.366228,98.311124,91.860465,89.082389,85.264792,80.602655,75.937227,66.98379,59.522696,289.084907,384.945218,350.864669,371.268502,221.699882,429.199336,333.834065,223.140503,204.23363,193.407621,310.598208,210.35043,138.66531,197.448145,194.490962,164.198465,-0.000163,0.000188,89.112131,67.834621,76.851443,62.51517
554,113.087613,102.980976,95.466887,87.48191,81.837482,74.248948,64.967643,42.26135,105.39272,83.971244,94.132975,88.935806,85.436712,80.28117,76.566314,66.610404,90.461138,84.255135,82.154398,78.611384,76.864179,69.151624,67.040856,68.700463,98.231942,91.818316,88.819726,85.075908,80.523909,75.85853,66.427799,59.62763,295.504167,393.275694,358.180078,379.831824,229.203392,438.977771,342.04173,228.068517,203.089712,190.81131,306.487227,207.875556,137.534808,194.967291,191.895589,160.620732,-0.000315,0.000188,89.0019,67.724559,76.631483,62.441674
555,113.230839,102.347401,95.019557,87.403061,81.611985,75.050355,64.815378,41.883846,104.832361,83.892459,93.943547,88.856909,85.357941,79.872217,76.524268,65.687502,90.271973,84.176364,81.782025,77.982561,76.051839,68.412244,66.558141,68.364864,98.078993,91.629137,88.740837,84.997129,80.591905,75.999803,66.38571,59.03377,298.845191,396.738824,361.478868,383.917528,229.986952,441.984964,343.999262,227.981675,199.912511,189.845495,304.382487,207.293072,134.512383,192.512826,190.586538,159.468538,-0.000163,-0.000118,88.844167,67.677121,76.547422,62.283912
556,114.319989,102.247398,94.551678,87.340361,81.916233,76.821354,64.789418,42.192402,104.362387,83.903215,93.954337,88.536898,85.185227,79.552781,76.60836,64.413364,90.319502,84.040338,81.352409,77.369886,74.925515,67.174963,65.687523,68.595768,97.868499,91.639917,88.751606,84.750999,80.529285,76.047211,67.204015,59.338807,303.596136,403.468731,366.790605,389.93568,231.127291,441.954305,348.740449,229.691094,203.31293,191.03482,306.077841,207.869977,136.964288,193.396531,193.683916,161.870762,-0.000468,-0.000118,88.88629,67.57243,76.552793,62.252544
557,114.431571,101.841067,94.293969,87.303629,82.062986,78.104937,65.083183,42.899021,103.955635,83.683,93.549509,87.912175,84.928376,79.369349,76.60836,63.532013,90.135733,84.003643,80.985458,76.893165,73.678389,66.257077,65.24676,67.091219,97.794737,91.52965,88.384109,84.604213,80.015709,75.570613,67.644435,59.780115,305.549329,404.377286,367.30455,392.257636,230.943732,442.282845,351.076045,230.415726,202.59394,190.887678,303.989011,207.22805,136.329671,192.37129,193.651343,161.533854,-0.000468,3.49E-05,88.561013,67.431047,76.484844,62.110921
558,114.171224,101.69333,94.109907,86.936328,82.356503,78.141613,64.936304,43.828156,103.40111,83.499495,93.475911,87.508003,84.488095,79.295977,75.948263,63.091247,89.951975,83.746785,80.728602,76.526463,72.467882,65.669523,64.769208,66.907706,97.462837,91.162122,88.200375,84.237266,79.612207,75.387306,68.415076,60.29487,306.278692,405.202877,367.807815,393.663617,230.559953,444.827582,352.890676,230.864247,206.934304,193.172961,306.298213,208.745866,138.358256,194.694492,196.393342,163.888264,-0.000315,0.000188,88.371945,67.388981,76.296176,61.885014
559,113.793919,101.577122,93.920464,86.453508,82.167677,78.613026,65.041083,43.599782,102.878277,82.980337,93.323328,87.31892,84.079162,79.180546,75.392814,63.19606,90.093593,83.594637,80.539764,76.2644,72.132352,65.11323,64.17598,66.755511,97.125583,90.862744,88.011267,83.718209,79.826922,75.198626,68.373004,59.112729,307.574894,409.005123,370.54239,399.171442,233.595406,449.039156,358.576559,231.556271,199.81481,189.709531,319.691329,212.334831,135.017942,190.811404,197.282055,164.737192,-0.000315,3.49E-05,88.199032,67.289659,76.16028,61.859025
560,113.167394,101.545604,93.925859,85.687766,82.319813,77.921562,64.642527,43.122078,102.366411,82.875625,93.144745,86.993667,83.644338,79.002495,75.068143,63.201444,90.209239,83.710092,80.618524,76.233104,72.137726,64.971688,63.850654,66.063443,96.909777,90.427204,87.796195,83.650209,80.382546,74.984032,68.158208,57.315027,307.496073,411.093247,371.299582,400.539665,232.229336,448.279948,359.043959,233.705887,198.244685,191.231331,320.381412,210.045909,135.463951,191.378565,197.848718,164.998213,-0.000315,-0.000118,87.973252,67.174209,76.08159,61.706614
561,112.87552,101.587948,94.041681,85.325995,82.838877,76.313315,63.876626,43.164698,101.743875,82.80761,93.076551,86.411321,83.209551,78.897816,74.706799,63.023164,90.177873,83.53201,80.770671,76.385157,72.546622,64.866872,63.598796,66.068823,96.693991,90.28563,87.470919,83.472146,80.53466,74.84276,68.163586,57.614911,310.982961,415.313943,374.639103,405.416697,234.043223,448.854388,363.587803,232.874286,199.694755,190.925862,322.540283,222.282795,136.329671,192.753089,200.518646,165.988597,-0.000163,0.000188,87.863058,67.174209,75.934953,61.669856
562,112.312734,101.619466,94.146718,84.953495,82.099675,76.271269,64.128357,43.902457,101.036864,82.508676,92.923991,86.038655,82.984105,78.452237,74.261362,62.540197,90.209239,83.416559,80.838682,76.819824,73.018123,65.265529,63.556662,65.953309,96.393707,90.133288,87.245114,83.099905,80.639341,74.910709,68.268296,57.499087,312.492225,417.87908,376.313562,407.191173,236.012344,450.43926,368.351927,233.522445,197.601467,188.563921,316.688684,219.17635,134.115224,190.085891,198.617246,163.252175,-0.000468,0.000188,87.831708,67.032814,75.867006,61.564963
