Time,TC1_BED1_0-03mBC,TC1_BED1_0-30mBC,TC1_BED1_0-61mBC,TC1_BED1_0-91mBC,TC1_BED1_1-22mBC,TC1_BED1_1-52mBC,TC1_BED1_1-83mBC,TC1_BED1_2-13mBC,TC2_BED2_0-03mBC,TC2_BED2_0-30mBC,TC2_BED2_0-61mBC,TC2_BED2_0-91mBC,TC2_BED2_1-22mBC,TC2_BED2_1-52mBC,TC2_BED2_1-83mBC,TC2_BED2_2-13mBC,TC3_BED3_0-03mBC,TC3_BED3_0-30mBC,TC3_BED3_0-61mBC,TC3_BED3_0-91mBC,TC3_BED3_1-22mBC,TC3_BED3_1-52mBC,TC3_BED3_1-83mBC,TC3_BED3_2-13mBC,TC4_BED4_0-03mBC,TC4_BED4_0-30mBC,TC4_BED4_0-61mBC,TC4_BED4_0-91mBC,TC4_BED4_1-22mBC,TC4_BED4_1-52mBC,TC4_BED4_1-83mBC,TC4_BED4_2-13mBC,TC_DataRoom,EVENT,,,,,,,,,,,,,,
524,15.95554,15.25823,15.646716,15.596231,15.569002,14.805216,15.077284,14.661282,81.510256,77.122371,67.277147,61.419549,58.294235,54.948384,51.803071,44.568838,269.961745,342.764615,267.232444,263.016872,342.516005,24.672463,276.590715,236.206937,114.691648,87.230236,62.333832,47.037574,40.484,37.35056,33.596245,28.454701,10.175625,0.000234,,,,,,,,,,,,,,
525,15.961137,15.225729,15.53803,15.678026,15.574601,14.84894,15.082885,14.628767,81.295578,77.017744,66.805514,61.130768,57.968473,54.32666,51.549855,44.314381,264.417712,342.113802,261.417386,256.257384,341.573027,24.867117,273.549974,230.430442,116.409576,88.594015,64.286691,48.04311,43.095198,37.990955,34.313987,28.158896,9.978908,0.000387,,,,,,,,,,,,,,
526,16.113487,15.149522,15.690408,15.56373,15.574601,15.039538,15.120997,14.666885,81.258901,77.017744,66.401836,60.910108,57.674055,54.142164,51.106363,44.202972,271.86376,355.69783,267.834087,264.179031,354.982925,23.807751,278.080778,235.683953,117.452777,88.997961,64.690732,47.487595,44.507379,38.177622,33.564256,27.178945,10.072185,0.000387,,,,,,,,,,,,,,
527,16.195252,15.38373,15.92454,15.607428,15.351588,14.968903,15.126598,14.558131,81.337647,76.693089,66.07692,60.547703,57.458626,54.036879,50.853034,43.911294,300.08035,391.736112,295.923957,292.41081,391.151638,22.790821,298.454304,257.638403,119.173465,87.534692,63.557343,45.936387,42.654373,37.324184,31.843385,24.844062,10.060964,0.00054,,,,,,,,,,,,,,
528,16.031717,15.410629,15.989515,15.520029,15.149849,14.9577,15.001058,14.546926,18.883762,33.606386,59.710359,59.874698,56.785134,53.65696,50.472431,43.305881,296.203708,396.030232,293.368448,288.892692,395.30359,22.211228,292.285469,252.009402,124.243602,89.800603,66.080768,47.519192,42.903799,39.366075,32.395612,26.003813,9.940685,0.000387,,,,,,,,,,,,,,
529,15.688886,15.410629,15.951431,15.520029,15.073626,15.072053,15.001058,14.508805,19.187688,23.282118,48.903061,56.70819,54.832629,45.99725,46.324861,43.008526,285.057135,391.472158,281.796976,277.67647,390.380567,21.566627,282.449946,242.389894,128.589342,90.425142,67.255492,48.074694,42.383028,38.060138,31.945024,27.060271,9.963128,0.000387,,,,,,,,,,,,,,
530,15.536489,15.06771,15.303833,15.520029,15.264176,15.072053,15.153507,14.585045,18.085603,30.113409,44.492008,49.249082,49.664349,43.694723,46.102315,43.491691,267.877538,376.544758,266.859763,263.502,375.297959,20.997561,269.787296,230.424882,130.803813,90.939564,67.695935,48.259811,42.829417,37.126388,31.193616,28.115684,10.028352,0.00054,,,,,,,,,,,,,,
531,15.61269,15.486822,14.427201,15.062735,15.264176,15.033937,15.153507,14.585045,18.465743,23.509263,40.773311,44.800239,48.184478,45.106445,42.982586,35.400106,262.770953,382.092232,262.943055,257.935629,380.414026,21.794175,268.707414,230.084361,132.720228,92.005443,68.246433,48.259811,43.1641,37.275841,30.704915,28.868907,9.978908,0.00054,,,,,,,,,,,,,,
532,15.846864,15.530516,14.013363,14.72527,15.269776,15.153884,15.235326,14.590648,18.471329,26.123594,39.288022,40.602097,45.85591,42.212418,39.748439,32.895286,265.275194,390.572694,263.135197,257.192948,388.7923,22.52001,271.467485,232.548249,134.907661,94.474989,68.398615,47.598716,42.946453,36.159944,30.447201,32.407396,10.060964,0.000387,,,,,,,,,,,,,,
533,15.993629,14.915275,13.817064,14.26212,15.302282,15.186397,15.191617,14.623164,18.047583,25.589233,40.251762,41.974649,43.995089,40.791848,36.194896,28.378745,261.203205,391.544535,258.122108,252.393358,389.65626,22.362845,268.148663,229.857323,138.142053,97.893989,71.144892,48.444904,43.610201,37.83611,33.783721,34.763143,9.99013,0.000387,,,,,,,,,,,,,,
534,16.075401,14.920876,13.82267,14.191453,14.698053,15.23011,15.197218,14.743117,18.091192,24.044645,35.253018,38.438636,37.708172,39.977271,36.050751,27.932121,256.349442,394.516572,253.409087,248.458805,392.413494,22.292608,266.216123,228.008027,142.488476,99.115753,72.654142,48.154186,42.760495,38.700124,33.564256,33.757323,10.060964,0.00054,,,,,,,,,,,,,,
535,16.10789,14.953385,13.969621,14.185849,14.425568,15.22451,15.229726,14.77563,17.743379,22.448859,34.948032,38.43315,38.262578,39.561545,34.023043,27.323396,262.994832,408.925929,260.8141,253.293007,406.654564,23.196377,271.424816,234.356587,144.29749,99.405303,71.805148,47.037574,40.670316,38.620011,32.921056,32.777033,10.060964,0.000387,,,,,,,,,,,,,,
536,15.961137,14.958986,14.165901,14.458386,14.545555,15.153884,15.273434,14.781232,18.319288,24.044645,32.817293,37.467457,37.857504,37.550927,34.290903,25.706196,290.161359,444.163068,286.577304,279.313636,441.920327,21.268734,290.518595,255.537117,143.50898,94.474989,67.848133,45.374539,39.147117,37.131881,31.462191,31.206015,10.175625,0.000387,,,,,,,,,,,,,,
537,15.961137,15.073311,14.242164,14.115178,14.507428,15.077654,15.311541,14.743117,19.80089,22.189171,29.209654,35.110649,35.839806,36.7659,32.490622,26.12155,276.097803,433.707745,271.817155,264.924971,431.205477,20.547684,275.704985,240.851164,149.452494,93.886327,68.141731,46.598299,41.346276,38.625496,32.77647,32.257298,10.022742,0.000234,,,,,,,,,,,,,,
538,16.184059,15.25823,14.27469,13.995153,14.311175,14.843338,15.267834,14.661282,18.50375,23.509263,33.561828,34.393351,33.850308,32.226007,29.628372,24.869451,260.530991,418.156139,259.692816,249.467085,415.676496,22.666019,263.561941,228.911124,155.101264,97.230809,67.732637,46.778169,43.981829,39.776201,33.596245,32.814541,9.984519,0.000387,,,,,,,,,,,,,,
539,16.380059,15.759063,14.547178,13.695596,14.4693,14.658318,15.197218,14.705002,18.927342,20.064911,30.300762,31.095926,30.891681,30.35216,29.144478,25.101758,260.050873,417.837171,263.32184,250.298333,415.357239,23.126191,264.537716,230.695261,158.642019,101.845825,65.168175,45.89385,45.361346,40.191656,33.489254,31.994575,10.060964,0.000387,,,,,,,,,,,,,,
540,16.439425,15.932697,14.91155,13.411708,14.223699,14.527122,15.180415,14.72631,18.834596,20.503703,30.246572,30.816175,30.048156,29.846387,28.186023,22.777567,260.370601,414.793997,262.6334,249.118165,412.419558,23.147373,263.252339,229.921882,161.745611,102.53108,64.086826,44.987107,46.124206,39.988886,32.94755,31.452369,10.060964,0.000387,,,,,,,,,,,,,,
541,16.56484,16.096216,14.922754,13.537386,14.501825,14.462067,15.077284,14.661282,19.643433,18.273521,28.789955,29.510352,28.666986,28.916067,31.734082,23.05374,259.260721,405.460936,261.262463,247.476618,403.33105,23.991439,259.863672,226.032667,162.899109,105.498552,70.154416,45.29488,44.910414,41.638568,33.18368,32.326832,10.099185,0.00054,,,,,,,,,,,,,,
542,16.640983,16.134294,15.151413,13.880724,14.539952,14.500199,15.115396,14.508805,19.605461,19.527662,28.03651,28.681761,28.328058,28.27545,31.170465,22.258432,270.668477,393.679272,274.005178,258.234834,392.29957,24.823745,261.620147,227.888858,163.737029,105.72048,71.988545,46.333359,44.687616,41.154639,32.921056,30.448931,10.208234,0.00054,,,,,,,,,,,,,,
543,17.141399,16.254118,15.385636,14.153316,14.621806,14.543932,15.044773,14.476286,19.838857,18.621273,26.382596,27.820353,27.504654,27.526827,29.934974,21.164805,278.953591,391.332721,282.691413,265.931615,390.313461,25.925453,262.783434,231.754272,166.028781,104.875332,73.571047,44.335283,43.727163,42.945938,33.076648,29.965658,10.208234,0.00054,,,,,,,,,,,,,,
544,17.597991,16.444476,15.53803,14.382124,14.698053,14.543932,15.006659,14.438164,19.041319,20.824021,25.92957,26.499732,26.373236,26.621128,25.674387,20.709658,280.028321,383.655805,292.41445,271.479163,383.139045,26.605262,261.84977,231.527377,167.05796,102.362731,71.737178,43.741037,42.686105,42.574111,34.313987,29.476632,10.29028,0.00054,,,,,,,,,,,,,,
545,17.864261,16.596743,15.614221,14.649023,14.812415,14.543932,14.930428,14.438164,19.573069,17.974885,23.661592,25.366472,25.580531,25.979127,25.220935,20.899324,307.646343,408.678645,324.59334,300.070234,408.501448,26.340943,281.49212,253.964029,169.765415,103.175281,66.416586,41.547246,40.862075,39.371556,32.063207,28.121223,10.334107,0.000692,,,,,,,,,,,,,,
546,17.853082,16.585553,15.755393,14.79031,14.915566,14.608984,14.919225,14.350707,18.498164,18.343979,22.173759,24.863911,24.662756,24.98539,24.64274,20.926103,303.925408,398.736423,325.021634,296.92941,398.734775,26.820678,274.17089,245.695519,175.783918,103.423022,70.882723,41.908419,40.627579,41.186399,32.202372,29.202149,10.186845,0.000387,,,,,,,,,,,,,,
547,17.853082,16.585553,15.907747,14.904669,15.068024,14.647112,14.919225,14.465079,20.055468,20.73698,19.518462,20.089285,24.776131,24.720682,24.151025,20.167272,283.646022,369.099343,307.168681,276.335194,369.26448,27.273553,256.154008,226.974291,180.863033,108.935959,74.660508,43.767264,42.712369,41.633097,34.003141,29.766537,10.143016,0.000387,,,,,,,,,,,,,,
548,17.679664,16.640402,15.92454,15.035822,15.237268,14.740172,15.050374,14.443767,21.589545,22.497883,22.190467,21.472232,23.847661,23.261398,23.713624,20.449652,273.875723,355.957848,298.540204,271.298676,356.153103,25.288569,250.509313,221.758626,182.598792,110.917281,73.209679,43.672197,41.128297,41.314506,32.706927,29.783128,10.219454,0.000234,,,,,,,,,,,,,,
549,17.407764,16.558678,16.14744,15.182673,15.345988,14.810818,15.006659,14.40004,22.5313,23.476971,23.018144,22.944896,23.577314,23.672331,23.064461,20.064564,261.096672,350.566062,292.156092,260.632571,350.540213,21.913502,244.565357,217.347823,190.539008,107.946655,73.277642,44.892133,43.243925,42.722856,33.789231,30.492048,10.470138,0.000387,,,,,,,,,,,,,,
550,17.5924,16.553083,16.103763,15.215183,15.340388,14.9577,15.001058,14.394436,23.434422,23.849892,23.504663,23.583084,22.89058,24.158793,23.891726,21.121308,258.924357,347.501654,288.050766,254.716737,347.54715,21.149339,241.886404,216.011907,186.789745,102.652734,73.345605,44.626844,42.866608,41.080171,33.44624,31.31318,10.672416,0.000387,,,,,,,,,,,,,,
551,17.636033,16.558678,16.14744,15.335108,15.536502,15.00142,15.006659,14.40004,23.742715,23.893294,23.926432,23.967149,24.711662,23.483034,24.162144,21.771388,255.189191,345.57617,284.986612,250.260806,345.511349,19.218281,240.422169,215.219049,188.017817,103.249165,75.258069,44.966361,42.723301,40.899454,33.076648,31.393821,10.557783,0.000692,,,,,,,,,,,,,,
552,17.662893,16.585553,16.212404,15.400119,15.715792,15.104568,15.03357,14.388832,25.81062,25.356967,24.21791,26.375364,26.060222,24.720682,24.340172,21.760246,249.443221,344.107844,282.050855,247.884353,343.896425,18.56087,238.751814,213.914767,190.451388,111.680081,81.005862,46.253759,42.340354,40.068903,32.802968,31.457891,10.372323,0.00054,,,,,,,,,,,,,,
553,17.548766,16.585553,16.212404,15.51443,15.79198,15.180796,15.03357,14.465079,41.220056,31.085579,26.409244,28.789254,29.414238,26.459009,24.567106,22.177089,248.842667,352.120773,280.457473,244.087174,351.36729,20.118873,240.411094,215.245898,191.94105,122.065127,89.047037,47.032126,42.154303,40.367007,32.990584,29.616063,10.208234,0.00054,,,,,,,,,,,,,,
554,17.445811,16.482545,16.337825,15.56373,15.803177,15.268222,14.968544,14.514408,46.617478,35.297926,27.589728,29.139334,27.956884,25.298942,24.275635,22.56704,248.252998,357.298458,277.464228,244.211108,356.438933,19.826192,239.177822,215.903441,194.854746,121.292246,92.956388,46.005104,41.420751,40.601486,33.114164,29.326117,10.3015,0.000387,,,,,,,,,,,,,,
555,17.320481,16.319073,16.250481,15.666829,15.868164,15.104568,14.919225,14.465079,48.347727,35.212043,29.349153,28.337067,24.851708,24.153234,24.151025,22.59378,247.791325,374.544104,286.86228,248.560433,373.513786,21.181707,245.193972,223.449142,193.277801,121.691817,93.976281,43.692964,40.925633,39.136825,31.901947,28.524486,10.175625,0.000387,,,,,,,,,,,,,,
556,17.255562,16.216044,16.337825,15.716123,15.765083,15.00142,14.930428,14.552529,53.680223,34.024282,27.627429,27.518641,25.013956,24.883063,24.086477,21.164805,268.143636,394.80593,298.092762,275.046711,393.46324,22.747366,255.116294,233.757651,199.016009,128.022674,101.362338,46.672429,41.04833,39.259679,32.063207,29.062663,10.334107,0.00054,,,,,,,,,,,,,,
557,17.059692,16.096216,16.256078,15.748621,15.645198,14.9577,14.88671,14.546926,51.976818,33.568888,26.377048,26.418671,25.83928,25.70911,24.686112,21.690011,263.554433,387.960853,274.822589,259.319126,385.997219,25.693202,243.8447,221.937214,202.291926,135.864268,105.942534,47.48215,41.266325,40.074381,33.033617,29.207683,10.416147,0.000387,,,,,,,,,,,,,,
558,16.913043,16.139891,16.223597,15.639928,15.574601,15.00142,14.854194,14.514408,54.786682,33.874342,28.04205,28.385832,26.260028,26.319058,23.140199,21.581865,249.041393,374.663621,258.501678,246.880912,372.435141,26.982748,233.173538,209.244265,207.749749,143.069768,108.986482,47.005966,41.755829,41.048408,33.639253,29.551881,10.279059,0.000387,,,,,,,,,,,,,,
559,16.869386,16.096216,16.141843,15.63433,15.4547,14.805216,14.772353,14.546926,53.822369,36.975834,30.182413,29.322093,29.118721,26.200211,23.967406,20.514384,268.138163,373.134217,283.981892,245.93566,371.9214,26.675224,239.81339,218.330144,212.84727,150.629875,111.876032,45.257776,40.55853,40.446998,33.258704,29.508726,10.317277,0.000387,,,,,,,,,,,,,,
560,16.640983,16.058136,15.951431,15.55813,15.302282,14.805216,14.810473,14.508805,56.881694,40.968379,33.8617,31.541412,30.209616,25.557957,25.139787,21.652107,244.451955,391.653099,316.604807,246.91297,382.408579,46.427451,254.473837,225.085159,213.608364,156.737332,116.823389,44.886677,40.968358,40.96846,33.821213,29.282952,10.334107,0.000234,,,,,,,,,,,,,,
561,16.597317,15.900211,15.755393,15.51443,15.296682,14.723365,14.76675,14.465079,52.783689,42.451898,35.204583,33.713073,32.007242,27.817475,25.209827,22.366513,309.030464,341.410384,296.902882,289.995285,329.147078,38.794469,242.86022,216.994618,203.735728,154.492007,117.041437,43.692964,40.254905,40.404265,33.253192,27.582567,10.252062,0.000234,,,,,,,,,,,,,,
562,16.559244,15.900211,15.755393,15.2858,15.144248,14.723365,14.76675,14.426956,56.802619,44.867604,36.21477,33.900552,32.007242,29.136541,26.34311,22.896731,298.260651,322.822263,291.185428,278.375753,290.107397,38.533139,224.11103,204.851194,190.451388,149.67724,121.89158,44.844105,41.782114,41.633097,34.040625,29.051595,10.410538,0.000234,,,,,,,,,,,,,,
563,16.635388,15.747866,15.755393,15.171471,15.068024,14.76149,14.728629,14.541322,57.980869,47.760415,35.691087,33.413037,30.918205,28.87286,27.286599,23.918581,279.720994,395.410138,266.705197,246.719534,292.617952,38.645145,229.643928,209.233071,176.432989,144.040736,113.282667,53.169978,42.154303,40.81402,33.290702,28.863372,10.29028,0.000234,,,,,,,,,,,,,,
564,16.608506,15.79715,15.842769,15.411319,15.117339,14.810818,14.739834,14.552529,54.012235,47.734256,38.803103,32.260633,29.688648,26.847625,27.56171,24.118829,268.329778,401.385061,259.922608,248.083213,294.694709,36.03972,235.894242,212.898746,165.457121,130.909752,100.808336,46.783617,42.016379,40.601486,32.889047,28.723841,10.410538,0.00054,,,,,,,,,,,,,,
565,16.722716,15.79715,15.80468,15.297001,14.964885,14.810818,14.816075,14.628767,57.218545,50.251262,41.635107,33.724092,28.898412,26.847625,27.071327,23.778378,278.805317,379.886384,272.821196,258.090733,288.751301,34.916488,235.365445,212.974844,158.870238,123.943892,94.613092,45.337437,42.090812,39.930779,32.063207,27.254358,10.448753,0.00054,,,,,,,,,,,,,,
566,16.956698,15.840835,15.657913,14.6165,14.741777,14.702047,14.859795,14.672487,60.204574,52.141639,40.598021,34.441838,30.521407,26.9664,26.586264,23.632595,291.089497,452.210291,279.917754,266.980566,319.503138,35.184182,257.892365,240.705988,162.224868,114.667896,94.102969,45.12026,41.053803,38.369744,30.866358,26.580996,10.590386,0.000387,,,,,,,,,,,,,,
567,16.869386,15.715376,14.998978,13.804433,14.349307,14.309531,14.619863,14.623164,59.127081,51.79831,40.661571,33.681083,30.134418,27.785304,26.537422,23.621471,310.613692,404.305488,301.658726,286.379569,306.432139,35.023361,259.34021,232.429283,179.684597,111.277361,93.355854,49.887804,41.787584,37.873451,31.156032,27.512719,10.552174,0.000387,,,,,,,,,,,,,,
568,17.130213,15.519317,14.802808,13.455471,13.962339,14.26579,14.538009,14.579442,59.084882,51.977597,42.145104,34.162968,29.79043,26.345725,26.34311,23.653748,287.084948,399.676125,277.416213,261.107216,288.481756,35.766738,244.177943,216.158384,195.759939,111.012204,96.702334,52.284106,43.71624,38.427932,32.277465,27.997114,10.601604,0.000387,,,,,,,,,,,,,,
569,17.135806,15.753465,14.998978,14.109573,13.815373,14.195118,14.429228,14.661282,58.317542,50.43073,42.373761,35.180045,30.435177,24.764058,26.386414,23.621471,280.393368,370.230284,271.402518,258.309629,278.824353,35.285527,234.830986,212.855104,206.33401,109.756792,102.724087,54.835156,43.758866,38.508059,32.508229,28.040332,10.678025,0.00054,,,,,,,,,,,,,,
570,17.554357,15.867724,14.655939,13.957011,14.158638,14.118839,14.467357,14.546926,56.918523,51.244032,43.934928,36.302898,31.074007,25.898022,26.235385,23.318718,282.096963,369.249931,278.571831,259.132216,283.900749,35.285527,238.078237,215.289511,216.727174,116.553898,103.611404,54.761423,43.796029,39.664363,32.395612,28.30404,10.563392,0.000387,,,,,,,,,,,,,,
571,17.77701,15.900211,14.993376,13.951405,14.458093,14.113234,14.423625,14.388832,56.618456,51.497289,45.451577,37.792752,31.556742,27.327117,26.41862,23.653748,260.077248,399.531565,271.32265,241.45189,287.150991,33.781063,241.315677,218.248579,221.508269,117.702482,103.088322,53.649628,43.864892,39.957094,32.390095,29.051595,10.595995,0.000234,,,,,,,,,,,,,,
572,17.858672,15.981975,14.808411,13.995153,14.69245,14.271394,14.352968,14.394436,60.487937,51.909142,46.310101,37.835599,31.937691,28.840721,26.990318,24.22673,278.132528,382.92576,280.277579,233.723382,279.603128,32.660974,235.66208,214.338765,218.703488,122.481355,103.870279,53.286103,43.498691,38.88119,31.419095,29.245318,10.672416,0.000387,,,,,,,,,,,,,,
573,17.972771,15.943892,14.846526,14.185849,14.844932,14.423934,14.429228,14.280059,62.509472,54.56687,46.198862,36.676925,31.524713,29.330378,27.707011,24.680455,258.774846,392.340626,278.089567,239.950253,282.197358,33.561548,234.264175,217.646241,222.766291,127.904777,107.201794,52.363374,43.721702,38.731952,30.817712,29.508726,10.590386,0.000234,,,,,,,,,,,,,,
574,18.010802,16.020056,15.075198,14.338388,14.88305,14.500199,14.391099,14.280059,62.987074,54.161098,45.531233,36.938668,32.688148,30.384254,28.498582,25.133991,255.033935,395.632442,273.559204,240.289449,283.160278,34.910984,234.377548,217.190227,225.080026,137.934848,110.502179,51.624812,44.390491,38.358772,31.005681,29.696834,10.678025,0.000234,,,,,,,,,,,,,,
575,17.662893,16.166774,15.145812,14.256516,14.458093,14.380197,14.423625,14.312582,63.826479,53.380753,44.52368,38.987581,33.657439,31.581874,29.396978,25.204008,260.26403,392.335308,254.185164,254.861048,281.636224,34.868019,231.044325,215.854249,227.045354,143.398558,112.687963,52.136414,44.793563,36.971422,31.338418,29.916989,10.705017,0.000387,,,,,,,,,,,,,,
576,17.434629,16.128697,15.260129,14.561565,14.572475,14.075092,14.576135,14.312582,65.331897,54.303241,49.526616,41.447952,35.11798,31.920013,29.622841,25.279574,258.358146,396.422681,273.182035,229.558097,282.858591,35.804169,230.628068,215.397995,227.689385,146.876145,115.477393,50.88047,44.496463,35.662651,30.661787,28.938665,10.792651,0.000234,,,,,,,,,,,,,,
577,17.326073,16.210447,15.456236,14.75779,14.616203,14.156979,14.543612,14.356311,65.961306,54.456214,49.975884,42.532852,35.609887,31.549818,29.402511,25.511793,258.774846,387.707383,260.403026,246.311597,281.197031,36.333556,229.005819,212.208196,226.634116,148.281838,122.382842,51.255402,44.576202,36.191845,30.36645,29.395845,10.819641,0.000387,,,,,,,,,,,,,,
578,17.407764,16.177968,15.461835,14.763393,14.698053,14.276998,14.511088,14.361915,65.746473,54.461635,48.575395,43.653943,34.530036,29.825338,29.257442,25.630659,254.215628,379.850129,273.007084,234.522304,279.534417,36.413873,226.965776,209.891653,227.738396,150.673338,128.41582,52.66413,44.841608,36.384314,30.597631,29.777598,10.907271,0.000387,,,,,,,,,,,,,,
579,17.390989,16.161177,14.91155,14.403444,14.681244,14.374593,14.45615,14.345103,65.546752,53.559867,47.040557,44.603629,34.138999,29.808748,29.090219,25.727307,280.752919,433.835687,304.369915,276.589539,313.323622,35.31197,253.113398,238.459723,228.630653,151.225042,130.838624,49.248149,43.562108,34.721342,29.527572,28.405962,10.978072,0.000387,,,,,,,,,,,,,,
580,17.326073,15.981975,14.655939,13.804433,14.768693,14.462067,14.467357,14.508805,68.639865,54.308662,47.014394,45.097296,36.918353,29.593946,28.724637,25.398466,287.977148,435.068414,296.208024,282.938781,310.178529,34.686196,250.160424,235.867179,232.463581,153.814635,133.442763,48.518935,43.907513,34.545094,30.479284,29.057129,11.130881,0.00054,,,,,,,,,,,,,,
581,17.135806,16.058136,14.998978,13.079485,14.654327,14.462067,14.352968,14.318186,67.612651,55.820498,47.384926,45.839636,39.679729,30.00799,28.64929,25.398466,291.779715,436.074768,295.581331,283.56807,308.158886,34.198994,249.447,234.092141,231.518105,155.256623,135.964214,48.666984,43.573033,34.582548,30.742515,28.60534,11.136489,0.000692,,,,,,,,,,,,,,
582,17.097749,15.905809,14.541575,13.04132,14.616203,14.538329,14.429228,14.127542,68.786594,54.56687,48.236767,46.581551,40.089627,30.647558,28.912979,25.436243,321.824367,479.970545,314.148358,317.83469,332.624128,34.723664,268.521178,254.782657,235.26016,157.990825,137.132003,52.215689,41.378043,33.608314,29.651557,27.135693,11.24548,0.000234,,,,,,,,,,,,,,
583,17.097749,15.867724,14.503451,13.155811,14.196774,14.538329,14.086025,14.013145,72.490493,55.820498,48.088658,47.39718,39.083251,30.158512,28.988306,25.549566,312.594246,481.942857,312.424301,316.625666,323.922297,35.622504,262.441872,249.495615,239.22295,162.629252,138.451329,53.359899,42.122558,34.133012,29.877366,26.268025,11.327483,0.00054,,,,,,,,,,,,,,
584,17.065284,15.94949,14.356552,13.619296,14.278646,14.543932,13.900928,13.904344,72.349221,56.526104,50.092255,47.958453,37.96949,30.389781,28.843181,25.328462,292.301606,466.020829,295.402402,301.94679,304.746734,37.572932,249.302295,234.664328,242.205789,166.669805,139.965769,52.331882,42.648907,33.763763,30.371978,25.707328,11.24548,0.00054,,,,,,,,,,,,,,
585,17.048505,15.704178,14.263481,13.869512,14.490618,14.488991,13.73153,13.849389,70.096214,56.988795,50.408712,47.682761,37.355627,30.297956,29.052559,25.500687,315.442548,486.771608,308.118414,270.309626,313.690423,38.116868,257.83296,241.286638,244.184562,171.034706,142.063489,55.856279,41.664964,34.271864,29.226384,24.784047,11.430856,0.000234,,,,,,,,,,,,,,
586,16.831321,15.372531,14.045894,13.995153,14.654327,14.538329,13.628299,13.860601,72.380497,58.030786,51.380476,46.989428,37.142504,30.45949,29.176601,25.625108,331.109266,502.569053,378.244424,303.743371,328.567524,36.296144,270.941119,260.169754,242.991072,173.257168,143.699598,53.876382,40.185833,32.48309,27.239933,23.320299,11.524063,0.00054,,,,,,,,,,,,,,
587,16.526766,15.563011,13.74078,13.842579,14.844932,14.500199,13.780889,13.936875,73.297103,57.478441,51.749892,47.434243,37.179858,30.534721,29.101287,25.889463,337.642882,506.410254,390.206451,310.905521,326.446614,38.23989,274.622255,263.866153,217.221363,164.532021,136.303175,52.363374,40.409465,33.120863,26.824882,22.8661,11.551043,0.000387,,,,,,,,,,,,,,
588,16.445021,15.214528,14.154692,13.989548,14.686847,14.647112,13.889717,14.007539,71.898449,57.878097,51.85527,48.46614,38.033166,30.754857,28.982771,25.846151,332.016869,592.086802,387.738069,323.686622,357.083344,48.349472,301.862203,284.626905,198.890292,151.192717,123.685878,48.328409,46.278028,38.390609,32.127274,28.185491,11.665616,0.000234,,,,,,,,,,,,,,
589,15.911852,14.947783,14.002153,13.836973,14.686847,14.532726,13.69899,14.045673,72.228445,58.761615,51.818335,48.799408,37.958514,32.408244,28.869778,25.695093,343.726675,677.061155,353.70496,312.110837,373.913158,43.860023,313.948865,297.546817,184.453799,142.530042,114.435483,44.658509,42.786758,42.11683,34.377919,35.206815,11.633032,0.000387,,,,,,,,,,,,,,
590,15.726982,15.06771,13.817064,13.880724,14.654327,14.423934,13.857179,14.165673,73.993692,59.650188,50.789227,48.65674,38.22526,33.502078,29.214256,25.851702,390.765007,560.141442,389.192368,373.857476,355.123191,43.233471,295.347579,283.263068,180.257512,138.273883,107.90587,52.067991,47.988541,39.366075,35.282352,29.508726,11.671222,0.000387,,,,,,,,,,,,,,
591,16.10789,14.648475,13.778922,13.957011,14.654327,14.500199,14.047886,14.241931,76.706649,61.636121,51.232685,48.61971,38.001329,32.413761,30.117572,25.813939,354.619955,606.693792,348.246539,335.057364,359.41746,41.931233,292.765283,285.52015,175.827707,132.180531,107.831744,54.650817,47.432779,43.498003,35.993472,31.275619,11.62182,0.000387,,,,,,,,,,,,,,
592,16.368867,14.985892,14.269086,14.103968,14.72497,14.418331,14.156694,14.388832,75.234797,63.358021,49.637586,48.132793,37.809195,31.619451,29.848655,25.732859,412.831564,536.510428,386.940987,362.66405,341.525832,40.808417,285.295229,271.459307,172.653868,117.628003,97.292161,52.099488,46.055466,36.709793,35.838302,37.785979,11.791392,0.000387,,,,,,,,,,,,,,
593,15.563391,14.789733,14.682853,14.441575,14.833728,13.993201,14.22736,14.573839,74.789472,63.132171,49.336208,47.830974,37.206227,31.726651,29.654948,25.614003,412.862321,521.210544,392.295883,364.403486,339.550374,40.728414,285.03076,276.691967,169.710459,121.798312,92.42496,51.798626,49.71763,41.850913,36.01989,35.837329,11.665616,0.000387,,,,,,,,,,,,,,
594,15.384076,15.143921,14.960866,14.681544,14.844932,14.004412,14.314836,14.585045,75.460154,65.236638,51.639076,47.990057,37.553329,31.587395,29.440157,25.398466,393.514878,513.585336,392.487528,381.148921,335.326877,38.986579,285.115644,278.149775,165.451522,118.601957,94.202611,49.739881,48.321892,41.675785,37.152723,35.698711,11.785787,0.00054,,,,,,,,,,,,,,
595,15.61269,15.372531,15.075198,14.910271,14.997399,14.042555,14.200435,14.699399,75.130202,66.925386,51.380476,48.027103,37.964002,31.437077,29.101287,25.398466,365.745078,553.30461,350.72399,337.46629,325.422409,39.807366,290.254619,262.149362,162.175604,117.000539,94.534027,50.257548,48.173746,42.010686,38.049368,33.789287,11.627426,0.000387,,,,,,,,,,,,,,
