Time,TC1_BED1_0-03mBC,TC1_BED1_0-30mBC,TC1_BED1_0-61mBC,TC1_BED1_0-91mBC,TC1_BED1_1-22mBC,TC1_BED1_1-52mBC,TC1_BED1_1-83mBC,TC1_BED1_2-13mBC,TC2_BED2_0-03mBC,TC2_BED2_0-30mBC,TC2_BED2_0-61mBC,TC2_BED2_0-91mBC,TC2_BED2_1-22mBC,TC2_BED2_1-52mBC,TC2_BED2_1-83mBC,TC2_BED2_2-13mBC,TC3_BED3_0-03mBC,TC3_BED3_0-30mBC,TC3_BED3_0-61mBC,TC3_BED3_0-91mBC,TC3_BED3_1-22mBC,TC3_BED3_1-52mBC,TC3_BED3_1-83mBC,TC3_BED3_2-13mBC,TC4_BED4_0-03mBC,TC4_BED4_0-30mBC,TC4_BED4_0-61mBC,TC4_BED4_0-91mBC,TC4_BED4_1-22mBC,TC4_BED4_1-52mBC,TC4_BED4_1-83mBC,TC4_BED4_2-13mBC,TC_DataRoom,EVENT,,,,,,,,,,,,,,
342,17.87544,15.846432,15.777786,15.270092,15.20476,14.936385,15.132198,14.906773,193.172145,185.117946,163.86192,150.428613,138.989221,127.288137,101.598148,68.579186,772.171635,769.516344,774.412086,762.766444,768.853962,790.384869,748.154722,602.656598,442.028186,391.81309,324.108568,292.725198,254.531168,146.216624,94.282104,71.029102,10.901663,0.000387,,,,,,,,,,,,,,
343,18.109213,15.85203,15.783384,15.237583,15.324682,14.980105,15.061575,14.874263,193.368627,186.498582,163.905592,150.358344,140.163646,127.668518,102.342519,68.841345,757.220949,748.571224,755.572023,742.509407,734.704454,708.338397,654.328356,570.254293,431.607216,385.666499,325.942929,297.558168,256.558708,148.72076,94.913541,72.170947,10.863457,0.00054,,,,,,,,,,,,,,
344,18.065597,15.884517,15.853964,15.270092,15.280976,14.974504,15.094087,14.678089,193.515712,185.232531,165.385259,151.262994,140.83712,127.812982,103.519961,69.532839,742.308607,733.135646,738.81926,726.357717,703.597934,677.103845,631.262011,573.436737,422.278739,379.865676,327.875554,300.534026,253.781816,144.174414,95.460636,75.097954,10.901663,0.000234,,,,,,,,,,,,,,
345,18.179678,15.922601,15.853964,15.270092,15.242868,14.936385,15.094087,14.754321,195.653221,188.173537,164.89011,151.945877,143.064382,128.112964,104.03769,69.496163,733.974357,721.815702,729.423055,719.804803,706.516702,649.37157,572.43551,547.655892,424.58369,392.861923,342.917541,300.828324,250.144012,143.531896,94.760815,75.83102,10.787043,0.000387,,,,,,,,,,,,,,
346,17.995126,16.042444,15.935734,15.237583,15.21036,15.094456,15.099687,14.759923,194.246596,188.255537,164.819536,152.672473,143.63657,128.343494,103.673303,69.061422,711.801969,699.769835,704.558711,695.942251,639.35149,601.063241,501.432754,507.454257,434.664434,418.272319,371.595767,302.782804,245.791693,148.682883,94.766226,74.773462,10.748835,0.00054,,,,,,,,,,,,,,
347,17.576719,16.042444,15.859561,15.123251,15.248468,15.018223,15.061575,14.683691,196.040481,188.866637,167.943695,154.342968,144.278939,129.431499,103.488418,68.621259,693.141784,680.498512,683.334159,675.628632,616.448909,578.288266,471.643553,495.981934,429.304533,413.697254,364.293194,301.459029,239.27755,149.023801,93.992967,74.260312,10.634206,0.000234,,,,,,,,,,,,,,
348,17.239875,16.352647,15.750891,15.128851,15.292175,14.947587,15.067175,14.689293,197.419892,189.25418,167.225207,154.424504,144.586854,130.33794,103.678736,69.213527,681.300775,667.561487,670.529083,664.364824,597.272449,547.166493,453.840566,492.44571,434.561834,403.20643,360.480735,303.15583,234.527698,151.948085,93.740675,73.092753,10.601604,0.000234,,,,,,,,,,,,,,
349,16.979069,16.358242,15.832667,15.058224,15.18345,14.991306,15.034662,14.771126,193.418022,188.839667,168.755337,155.41771,145.613186,131.094579,103.314415,69.659037,668.90595,656.930175,658.801719,654.423481,583.827364,524.888547,446.769932,491.448586,435.43014,412.662674,348.072955,301.690505,241.022432,151.081471,91.685367,70.641979,10.634206,0.000234,,,,,,,,,,,,,,
350,16.897352,16.352647,15.865158,15.090738,15.101629,14.909467,15.029062,14.727409,193.794144,189.521528,168.482907,156.248083,144.813651,131.389597,102.902335,69.433591,657.719997,647.064559,647.628079,644.667858,575.291963,516.349395,450.5005,487.610422,435.065275,416.692937,341.250703,301.721875,250.079975,146.30342,90.356017,67.189288,10.563392,0.000387,,,,,,,,,,,,,,
351,16.771971,16.303384,15.930137,15.155762,15.014202,14.860144,14.941631,14.601854,195.576889,189.777651,168.395469,157.567336,144.008855,131.71672,103.150238,69.276101,654.890375,644.167365,647.617469,644.909853,604.082576,544.219246,462.519518,482.867683,430.702527,412.502598,355.267232,303.953659,256.403488,145.119644,90.014319,66.334662,10.486967,0.000387,,,,,,,,,,,,,,
352,16.853696,16.347051,15.935734,15.085138,14.981688,14.903866,14.870998,14.607456,196.994534,190.508899,168.744132,159.246284,145.034914,132.436347,104.154085,69.684932,657.750833,645.760133,651.487869,648.055425,609.727335,555.469653,475.951019,478.281729,430.384002,409.299066,351.923267,298.957128,254.012153,147.016889,91.490641,67.330634,10.404928,0.00054,,,,,,,,,,,,,,
353,16.810037,16.341456,15.892051,15.155762,14.976087,14.898265,14.865397,14.563734,200.727686,190.694241,170.644844,160.153809,146.088159,133.446087,104.62955,69.826242,652.00043,641.065684,645.342843,641.626804,601.856402,558.974059,476.555917,467.009299,436.672721,418.086967,352.282051,293.352108,251.007101,148.866708,92.662511,69.709162,10.328497,0.000387,,,,,,,,,,,,,,
354,16.745091,16.352647,15.865158,15.205073,14.987289,14.909467,14.876599,14.613058,198.755309,189.750682,170.541654,160.545531,148.180539,134.134297,104.048559,69.250205,648.400473,638.120184,642.610497,638.247792,601.615637,557.838551,497.354542,454.457812,432.61971,430.186477,369.82158,296.200843,256.526778,154.338627,93.88793,72.10302,10.257672,0.000234,,,,,,,,,,,,,,
355,16.733904,16.341456,15.930137,15.193873,14.976087,14.898265,14.865397,14.487492,197.141565,190.350524,169.653473,159.963556,149.38118,134.386647,103.409037,68.689231,647.343178,637.821258,642.924659,638.309299,615.005428,574.914514,504.122111,460.010888,422.63894,406.047116,355.485609,296.48471,260.704087,152.999127,96.38176,74.804727,10.143016,0.000387,,,,,,,,,,,,,,
356,16.701429,16.15668,15.859561,15.123251,15.096029,14.865745,14.83288,14.493095,195.696996,191.310888,169.506575,159.474538,149.992868,134.956742,103.340523,69.538229,650.127986,640.133547,647.622774,642.245299,625.659297,578.68249,499.456857,460.554533,426.245181,407.82026,358.511145,296.158589,256.895542,151.070327,97.456135,73.930426,10.104795,0.000234,,,,,,,,,,,,,,
357,16.62529,16.270906,15.821473,15.199473,15.057916,14.865745,14.79476,14.493095,197.109014,191.501832,169.773457,159.70281,151.319278,135.333215,103.710282,70.015002,648.178598,637.790514,645.961857,639.720735,613.572747,557.260282,497.778132,461.20057,423.580662,410.849616,356.801078,297.631813,256.895542,153.232372,95.355537,72.42755,10.116015,0.000234,,,,,,,,,,,,,,
358,16.66336,16.15668,15.859561,15.161362,15.13414,14.903866,14.83288,14.531216,196.040481,192.80019,170.764849,160.501884,148.818652,134.768534,103.192639,69.318169,648.322977,638.367187,646.936692,639.90103,624.759379,568.14854,515.973369,474.586247,409.627945,405.18635,351.814023,296.195428,257.569063,162.087499,94.582095,72.794118,10.219454,0.000387,,,,,,,,,,,,,,
359,16.587218,16.194756,15.745294,15.161362,15.286575,14.865745,14.909116,14.607456,195.620665,192.151026,171.451302,161.263085,148.061402,134.015893,102.712092,68.657941,650.344622,639.340431,649.825953,642.569954,629.980381,567.073903,504.235153,493.514094,415.075769,400.49292,357.637971,299.69318,257.830935,168.029068,94.397978,73.270642,10.175625,0.000387,,,,,,,,,,,,,,
360,16.652172,16.183564,15.696006,15.150162,15.19916,14.854542,14.897913,14.596251,197.288592,192.330737,172.126623,162.355936,149.565006,133.967214,103.625458,68.610476,648.312366,637.59972,646.745547,640.9723,605.872958,545.610737,480.964776,494.147583,425.046498,420.745997,362.282966,298.946308,261.669806,167.36998,94.792231,71.866902,10.219454,0.000387,,,,,,,,,,,,,,
361,16.771971,16.113006,15.625418,15.079537,15.20476,14.822021,14.865397,14.601854,192.943096,192.641837,172.513669,162.399606,150.669361,133.822253,105.295609,68.945993,647.270999,636.415812,646.028758,639.967851,605.052191,535.372005,466.181542,489.427215,427.787727,415.925877,349.659851,296.595215,261.675294,162.57669,94.944959,73.631803,10.175625,0.00054,,,,,,,,,,,,,,
362,16.695835,16.074927,15.663512,15.11765,15.242868,14.707649,14.865397,14.601854,192.561337,191.916291,171.483835,162.551916,150.896757,133.972741,106.369194,68.799273,645.827589,635.983424,644.548715,638.381402,603.867119,536.554174,488.609277,483.118709,427.427795,407.778883,339.85384,299.246159,260.068848,156.60612,96.897747,74.438192,10.143016,0.000387,,,,,,,,,,,,,,
363,16.707023,16.08612,15.7128,15.128851,15.17785,14.718852,14.990948,14.651176,193.526933,191.125553,170.61792,162.258491,150.415233,134.134297,106.306015,68.003027,642.519549,632.823967,639.652253,635.832806,605.601459,553.648497,504.743314,498.059641,424.630279,403.856214,348.832695,297.637225,261.275424,156.123422,96.798,74.962117,10.104795,0.000387,,,,,,,,,,,,,,
364,16.66336,16.194756,15.821473,15.123251,15.17225,14.675124,14.79476,14.645574,191.459792,195.472853,170.231,161.872167,150.864429,134.429807,105.782235,67.520696,639.269336,629.938018,636.54578,636.476231,607.751344,553.428364,520.420895,519.757624,426.749164,404.031389,341.464181,293.431273,260.971095,161.250327,97.050609,74.553541,10.099185,0.000234,,,,,,,,,,,,,,
365,16.657766,16.227236,15.853964,15.193873,15.090428,14.745774,14.865397,14.639972,187.024956,193.176426,171.903376,161.904645,152.678742,136.721285,106.072972,68.395773,639.33613,629.500726,638.199078,643.394399,615.976186,540.673461,485.705215,525.379381,427.499783,429.816416,360.506418,303.953659,259.470818,157.518087,96.086962,75.794367,10.213844,0.000387,,,,,,,,,,,,,,
366,16.891759,16.270906,15.897648,15.275692,15.13414,14.751376,14.79476,14.607456,186.381415,197.648625,172.061549,161.415345,152.646391,137.367468,106.670905,68.804664,640.675274,629.866016,640.296215,649.824753,607.284352,541.968134,481.298246,523.628696,422.284031,417.9122,346.495356,298.58904,252.887781,152.511488,95.981835,74.626848,10.443143,0.000387,,,,,,,,,,,,,,
367,16.810037,16.341456,15.930137,15.3082,15.014202,14.783898,14.712917,14.563734,189.316024,197.60485,171.750812,161.56202,152.868388,136.382206,105.739777,68.065615,640.489711,630.544772,641.120615,655.4557,594.64245,540.315284,486.386547,517.529517,418.711673,432.296554,377.252771,317.380632,254.156523,158.278271,96.160658,74.181616,10.372323,0.000234,,,,,,,,,,,,,,
368,16.733904,16.379527,15.892051,15.346307,14.976087,14.745774,14.712917,14.525614,191.645075,195.009119,170.111006,161.447819,151.730722,135.666573,105.036558,67.918871,637.606122,628.636799,639.930209,660.047989,596.544188,551.131142,489.791933,521.867254,423.791453,412.106093,357.596241,314.26642,256.740345,157.556091,95.755357,75.39118,10.51957,0.000387,,,,,,,,,,,,,,
369,16.549146,16.385123,15.402434,15.275692,14.981688,14.903866,14.83288,14.569337,191.841579,195.434676,168.820371,160.235504,151.357186,136.350068,105.264037,69.024743,638.692624,629.434019,643.074305,666.568106,609.942922,562.453355,524.400771,528.358543,427.145125,419.49657,372.104117,310.715051,260.672214,151.146157,95.576565,76.45952,10.52518,0.000234,,,,,,,,,,,,,,
370,16.326283,16.542991,15.446133,15.166962,15.13974,14.909467,14.876599,14.498697,192.610735,196.432814,169.550303,160.849994,150.566813,136.770034,106.19493,69.763673,639.238588,630.123317,644.7037,673.168061,600.466856,564.786726,526.628531,546.377507,427.042426,404.289363,359.898793,304.662677,258.434883,150.01452,95.729341,74.522276,10.569001,0.000387,,,,,,,,,,,,,,
371,16.086595,16.417598,15.815876,15.231983,15.16665,14.936385,14.903514,14.44937,191.721433,193.787357,171.10246,161.485886,150.366198,136.721285,106.591391,69.312778,637.425938,629.176742,644.512621,680.522078,600.061445,560.29918,513.923058,559.255844,429.551137,402.004356,360.10634,299.908554,258.349095,148.601563,96.197507,74.254924,10.634206,0.000387,,,,,,,,,,,,,,
372,16.162765,16.227236,15.892051,15.193873,15.242868,14.898265,14.827278,14.487492,193.668405,191.076141,169.272227,161.067177,151.08627,136.758964,106.406225,68.615868,652.036547,643.914848,659.509341,701.109594,652.415159,621.506602,602.921012,641.221405,437.032239,404.964505,354.357252,302.70387,264.101545,156.79609,97.966944,72.788729,10.530789,0.000387,,,,,,,,,,,,,,
373,16.315092,16.341456,16.082472,15.270092,15.357188,15.012623,14.865397,14.487492,195.882213,190.159568,167.747533,161.485886,151.996132,136.985054,107.258142,68.432456,713.330405,700.23807,709.334635,743.092195,780.185408,704.792965,734.698785,767.59711,440.734502,417.474734,358.760456,301.711064,270.026041,155.048841,99.294936,73.741766,10.51957,0.00054,,,,,,,,,,,,,,
374,16.353172,16.417598,16.272866,15.422518,15.357188,15.012623,15.017861,14.44937,196.34018,189.58669,167.099686,161.790433,151.616983,137.098109,106.924737,68.17567,758.616707,739.595391,753.833824,774.930665,797.572485,791.053883,842.262408,813.746258,429.335232,425.105473,389.576911,324.260747,271.588558,162.500565,100.439137,74.035,10.416147,0.00054,,,,,,,,,,,,,,
375,16.423731,16.48814,16.26727,15.493126,15.313483,15.045139,15.088486,14.405643,195.075107,189.084572,167.170298,161.213836,151.649322,136.640393,106.474848,67.76673,770.243113,773.394522,779.186079,788.459644,811.287949,810.457484,784.747392,790.716718,437.853798,397.303093,382.941232,337.768585,267.674889,164.550892,99.289514,73.51645,10.372323,0.000234,,,,,,,,,,,,,,
376,16.467403,16.531802,16.387089,15.651125,15.509599,15.126971,15.017861,14.411246,195.805883,191.878103,167.404544,161.676225,152.451186,137.701183,107.295191,67.845497,797.992469,804.182984,818.92572,815.24971,828.581628,824.787181,819.188146,840.577304,437.895027,395.645878,360.506418,319.614149,262.459435,169.357624,99.516346,73.998346,10.334107,0.00054,,,,,,,,,,,,,,
377,16.499883,16.602338,16.419566,15.683625,15.5802,15.121371,15.050374,14.443767,194.65525,191.376043,167.437051,162.31786,152.711094,138.298905,107.808506,68.023537,846.257316,846.532968,866.323997,852.552405,861.400903,866.042805,866.291148,872.004699,454.450426,423.373243,364.318862,309.566888,258.418398,183.204493,101.541595,73.626414,10.366713,0.00054,,,,,,,,,,,,,,
378,16.549146,16.727714,16.544967,15.732918,15.553298,15.094456,15.061575,14.607456,196.002316,197.992116,167.905582,163.242983,152.570537,138.988881,108.115898,67.997635,884.60518,885.949654,895.878368,872.934105,893.204126,894.528224,880.13711,898.083385,460.600205,412.291626,354.216992,302.341603,255.884892,179.168613,99.484865,72.647492,10.3015,0.000234,,,,,,,,,,,,,,
379,16.576029,16.716526,16.533778,15.797912,15.5802,15.159485,15.126598,14.596251,199.463329,203.169342,170.448577,164.907909,153.925079,139.996574,108.438624,68.903922,884.707968,887.838888,899.603823,881.456354,893.878547,895.965042,888.639583,900.512701,463.569189,423.157344,365.045825,310.30072,262.864586,184.655509,95.67626,74.432804,10.3015,0.000234,,,,,,,,,,,,,,
380,16.652172,16.716526,16.457638,15.874098,15.5802,15.235711,15.164709,14.596251,200.645799,201.186027,171.974053,166.05112,153.659472,139.770134,109.106045,69.710826,901.303489,901.090455,906.399696,888.067752,895.440649,901.533293,902.168883,912.393278,466.584468,419.017913,357.62728,310.557527,270.355483,185.30466,95.602579,76.045552,10.377932,0.000387,,,,,,,,,,,,,,
381,16.766377,16.678465,16.533778,15.797912,15.618298,15.273822,15.317141,14.63437,205.906826,203.855712,173.957739,167.575875,155.367396,139.619188,110.107638,69.747502,902.600508,904.028449,908.004898,889.056586,895.440649,900.388503,904.078072,907.537463,465.651182,439.045025,371.040392,307.621544,273.070277,177.134279,97.519039,76.338782,10.377932,0.00054,,,,,,,,,,,,,,
382,16.848102,16.760181,16.57744,15.879695,15.661994,15.279422,15.360846,14.601854,203.892491,204.814459,175.146199,167.428977,156.436215,139.134236,111.375155,69.89959,898.373271,894.579077,900.86847,886.552525,884.714168,885.579294,897.824919,902.693144,464.866742,453.298796,389.975234,311.406596,274.041923,181.911883,100.1438,78.543504,10.334107,0.000387,,,,,,,,,,,,,,
383,17.158175,16.727714,16.544967,15.771013,15.629495,15.36124,15.366445,14.645574,205.155883,208.326033,174.197879,170.447327,161.30709,142.651356,117.704617,68.401165,905.779745,900.567716,904.615383,892.797085,892.785198,891.557607,904.547634,900.638347,460.277113,474.858761,393.093821,314.418411,269.770991,173.711041,100.703016,79.39206,10.29589,0.000387,,,,,,,,,,,,,,
384,17.228692,16.760181,16.691638,15.80351,15.70009,15.279422,15.360846,14.678089,202.405629,205.462496,175.871263,171.090263,161.491696,145.179336,120.123275,72.613042,925.909711,920.979179,921.258998,905.833092,913.779589,916.144597,914.332506,902.235185,459.194847,452.007271,376.781091,315.98868,267.382334,169.70075,101.91645,81.073233,10.29589,0.000387,,,,,,,,,,,,,,
385,17.223101,16.754587,16.571846,15.797912,15.694492,15.311932,15.355246,14.74872,201.179747,208.352932,179.453635,171.389879,159.660647,144.379364,114.938049,72.460998,935.779638,928.724315,924.322905,915.426001,923.547928,923.385214,910.078847,907.42283,462.420473,443.676549,371.076707,321.731413,268.4198,175.874813,104.276967,83.488413,10.225064,0.000387,,,,,,,,,,,,,,
386,17.152583,16.760181,16.615507,15.80351,15.738185,15.317532,15.32274,14.678089,205.683796,207.634692,177.550588,170.327282,158.259809,143.363961,109.890465,71.146409,928.289871,921.247516,913.404135,916.159152,916.99659,912.392486,905.802733,907.390234,462.67703,440.055766,362.324668,314.999384,273.03857,177.597919,106.540135,84.374279,10.257672,0.000387,,,,,,,,,,,,,,
387,17.108935,16.754587,16.647979,15.797912,15.656396,15.350041,15.240927,14.74872,208.116359,203.970099,176.094634,169.749512,157.532251,142.451305,110.293179,71.397695,944.523267,939.878515,918.30118,909.916456,921.246,924.114408,901.176463,911.245702,451.86509,439.619586,371.36722,308.282341,275.410772,174.119511,108.313176,84.809182,10.213844,0.000234,,,,,,,,,,,,,,
388,17.044004,16.65159,16.659167,15.999563,15.667592,15.36124,15.214018,14.683691,208.546482,200.930203,175.03733,168.73098,157.467436,142.42462,110.192757,71.11513,936.599008,931.040766,906.21987,903.051416,914.55093,905.974112,888.308351,905.905929,458.553913,448.926899,384.655422,309.981299,276.275598,176.49666,109.696171,84.856664,10.181235,0.000387,,,,,,,,,,,,,,
389,16.918636,16.678465,16.647979,15.95028,15.5802,15.273822,15.240927,14.786834,208.192531,200.11782,174.415595,169.02486,156.354673,141.771237,108.290342,69.454095,939.8216,935.451482,911.025953,901.971618,922.396796,909.020635,880.657537,912.431536,458.651067,444.179082,398.617969,308.75951,276.710097,181.29537,111.763943,86.717657,10.181235,0.000234,,,,,,,,,,,,,,
390,16.918636,16.716526,16.724108,16.064545,15.618298,15.235711,15.279034,14.786834,210.629311,204.12261,174.797163,169.863941,155.253501,141.053633,106.660021,67.656666,935.087152,931.990351,909.228341,900.903321,918.063874,905.542629,878.797305,911.666441,464.897365,444.825168,379.278913,305.197599,277.266746,182.402642,112.767032,90.831623,10.257672,0.00054,,,,,,,,,,,,,,
