Time,TC1_BED1_0-03mBC,TC1_BED1_0-30mBC,TC1_BED1_0-61mBC,TC1_BED1_0-91mBC,TC1_BED1_1-22mBC,TC1_BED1_1-52mBC,TC1_BED1_1-83mBC,TC1_BED1_2-13mBC,TC2_BED2_0-03mBC,TC2_BED2_0-30mBC,TC2_BED2_0-61mBC,TC2_BED2_0-91mBC,TC2_BED2_1-22mBC,TC2_BED2_1-52mBC,TC2_BED2_1-83mBC,TC2_BED2_2-13mBC,TC3_BED3_0-03mBC,TC3_BED3_0-30mBC,TC3_BED3_0-61mBC,TC3_BED3_0-91mBC,TC3_BED3_1-22mBC,TC3_BED3_1-52mBC,TC3_BED3_1-83mBC,TC3_BED3_2-13mBC,TC4_BED4_0-03mBC,TC4_BED4_0-30mBC,TC4_BED4_0-61mBC,TC4_BED4_0-91mBC,TC4_BED4_1-22mBC,TC4_BED4_1-52mBC,TC4_BED4_1-83mBC,TC4_BED4_2-13mBC,TC5_LR_0-03mBC,TC5_LR_0-30mBC,TC5_LR_0-61mBC,TC5_LR_0-91mBC,TC5_LR_1-22mBC,TC5_LR_1-52mBC,TC5_LR_1-83mBC,TC5_LR_2-13mBC,TC_DataRoom,TC_Bed1DoorIN,TC_Bed1DoorOUT,TC_DoorknobIN,TC_DoorknobOUT,DP_FRW_1-2mBC,DP_OBW_1-2mBC,DP_CBW_1-2mBC,CO2_OB_1-0mAF,CO_OB_1-0mAF,O2_CB_1-0mAF,CO2_CB_1-0mAF,CO_CB_1-0mAF
514,50.507221,45.081364,38.428554,32.129927,26.002181,20.815375,18.389129,16.603676,134.311797,137.012765,122.609542,109.286161,98.937645,87.087006,72.104007,49.534067,126.053981,124.672999,118.676122,108.45362,100.04375,82.850551,68.892202,55.034529,189.197098,187.908153,164.771297,136.805241,104.241218,85.696407,72.383332,46.272014,167.576202,106.103943,112.751233,81.756788,79.174978,76.624867,75.023255,62.130925,7.585323,77.646854,125.90269,48.08093,74.280069,-1.295630976,0.926292352,-0.048605568,0.0022536,0.000340746,19.24941937,1.23756534,0.287855278
515,50.111495,44.572759,38.775588,32.328873,26.126757,20.940545,18.51454,16.615057,130.865913,134.84005,121.462798,109.074696,98.801185,87.355169,72.298351,49.434153,123.857797,123.823979,118.687268,108.056973,99.833269,82.641294,68.499425,54.934928,186.458011,183.110499,159.985409,132.791261,102.329694,84.53286,70.890493,46.171884,181.881668,96.902086,106.811928,81.494565,80.012794,75.922747,73.001728,67.669455,7.388295,77.56801,126.64611,47.297409,75.594523,-3.057632576,3.522868672,-0.261180288,0.0019782,0.000340746,19.22704477,1.23893874,0.285663172
516,49.101498,44.227448,38.950988,32.467806,26.304256,21.080958,18.35111,16.565611,129.12862,132.647395,120.145259,109.434544,98.790158,87.674877,72.214036,48.905095,122.949514,122.990402,118.750719,107.934712,99.231646,82.410107,67.827717,53.632786,182.893835,179.511794,156.627654,130.076438,100.988717,83.531119,69.852395,45.864171,193.268676,88.555484,109.336932,72.9208,80.421621,77.101523,74.620055,69.178992,7.585323,77.353408,128.263194,49.006531,74.390065,-1.174117056,0.759297792,0.012201152,0.0022536,0.000340746,19.23343452,1.24250994,0.28590736
517,48.440685,44.121578,39.105787,32.548485,26.460904,21.162497,18.318774,16.685493,126.847902,130.361585,119.21832,109.773993,98.795672,87.900844,71.926105,48.133282,120.378532,122.136629,118.607102,107.717906,98.64673,82.158681,67.098945,52.346208,180.072914,177.304515,154.277926,128.619308,100.18192,83.536604,69.454322,45.610114,228.046955,78.641371,99.789809,66.09338,78.472911,86.08395,85.39515,71.15391,7.885669,77.311246,127.320502,48.74189,74.01793,1.271387904,2.171486592,0.240002432,0.0019782,0.00021945,19.23984522,1.24498314,0.28688092
518,47.742515,44.052843,39.148665,32.629158,26.428797,21.092298,18.324457,16.691183,124.009149,128.716179,119.484949,109.668229,98.690576,87.355169,71.528131,47.546265,120.45874,121.432628,118.239755,107.352928,97.840657,81.943964,66.296613,51.871548,177.252538,173.038382,151.626723,126.713925,99.154027,83.945713,69.569868,46.542569,225.400611,82.864918,98.799402,66.979579,77.451913,95.796947,97.055195,68.592094,8.04441,77.096647,126.42697,48.266099,73.583422,-0.293166016,0.136700672,0.589317632,0.0017028,0.000340746,19.24302962,1.24800354,0.288707542
519,47.149642,44.572759,38.999449,32.591627,26.466546,21.016424,18.286436,16.691183,122.43928,128.528661,119.037451,109.371438,98.432509,86.510207,71.271379,47.323991,120.160244,120.611371,117.643252,106.38993,97.213723,81.687072,65.70901,52.757922,174.618134,168.655011,147.078666,123.533605,97.862956,83.615473,69.900047,47.431791,234.45024,79.349084,95.009685,64.746212,76.394313,118.660128,117.914301,69.441226,8.241392,76.992089,127.519084,48.234603,73.698902,0.982779904,0.713717632,0.938632832,0.0014292,0.000340746,19.23343452,1.24745454,0.288342856
520,46.450809,44.615438,39.116938,32.559704,26.358938,20.946215,18.292119,16.734934,122.444865,128.121795,117.924788,108.894798,98.179983,85.707641,70.946741,47.107221,120.165821,119.423094,116.456433,104.988889,96.592468,81.435674,65.420663,52.135644,171.456159,164.738025,143.225578,119.544063,96.504422,82.410257,70.05227,47.585475,252.102917,78.982368,94.089422,63.387543,76.467628,105.919063,106.070101,70.688159,8.317893,76.588614,130.369696,48.567853,74.138889,0.648591744,0.531496512,0.710831552,0.0019782,0.00021945,19.20148577,1.25239914,0.288220762
521,46.074392,44.461367,39.074059,32.629158,26.315542,20.978485,18.286436,16.691183,122.103066,127.516409,116.764474,108.295978,97.547935,84.930977,70.611126,46.43453,119.339648,118.448126,115.259308,103.836658,95.923512,80.843071,64.864174,52.093187,168.970924,161.307874,140.047427,116.296973,95.098832,81.341031,69.936732,46.579631,272.216317,80.32832,90.327052,67.377694,77.629726,98.740194,99.335261,68.439875,8.612441,76.540972,132.537,48.963985,74.787898,1.985244864,0.744071232,1.424588992,0.0019782,0.000340746,19.21426527,1.25542134,0.287368498
522,44.998258,44.721267,38.962142,32.629158,26.391047,20.940545,18.248415,16.691183,120.646901,126.055302,115.684932,107.480533,96.847892,84.049795,69.914134,45.284754,118.33309,117.516534,114.217366,102.986314,95.297091,80.329379,64.276345,51.465128,166.835692,159.140779,138.312221,114.213704,93.699545,80.607514,69.716616,46.357239,292.078487,82.283387,90.30129,68.525904,79.253788,84.810073,85.039148,68.524212,8.585631,76.588614,132.097288,48.382724,73.882231,-1.310857536,1.928458752,1.546102912,0.0019782,0.00021945,19.20787552,1.25514594,0.288829636
523,44.849755,44.721267,38.812901,32.704216,26.617529,20.978485,18.324457,16.767304,119.303847,124.221294,114.71764,106.591367,96.000754,83.021951,69.400517,44.468159,117.178141,116.697151,113.138869,102.284132,94.855009,79.5589,63.688412,51.539031,164.663387,157.013141,138.991032,113.28448,92.190633,79.947408,69.496493,45.356007,294.686332,81.538731,90.878411,68.551616,79.572803,75.776087,76.703889,67.559385,8.497701,76.540972,128.182603,47.371522,72.294579,1.423255424,1.974038912,2.047285632,0.0019782,0.00046284,19.20467017,1.25542134,0.289803994
524,44.47842,44.758391,38.887524,32.891839,26.693012,21.168166,18.362476,16.691183,116.807074,122.875102,113.676543,105.739647,94.859434,81.9943,68.886859,44.282496,115.912314,115.766507,112.061036,101.951604,94.339346,78.715114,63.026858,51.095564,162.530346,153.862521,138.236812,112.987232,91.307751,78.554006,69.239673,48.172365,290.917758,81.423201,92.67475,70.893279,78.10082,75.990595,73.912648,66.563154,8.491983,76.278737,122.63705,45.586129,70.308779,-3.862649856,1.290734592,0.376643392,0.0019782,0.00046284,19.18550092,1.25432334,0.289316416
525,44.626967,44.758391,38.887524,32.779269,26.806227,21.092298,18.324457,16.767304,113.756239,121.679372,112.487478,105.07335,93.313962,81.223675,68.483239,44.802284,113.792271,114.985154,111.206672,101.582193,93.86061,78.018118,61.813625,51.354268,159.903871,152.838401,136.390214,112.207197,90.38837,77.454065,68.652616,49.28249,301.290055,81.146205,93.132699,70.139658,79.657098,79.637185,73.892437,65.772176,8.241392,76.368539,123.326646,45.45434,69.921776,-2.617157056,3.644382592,2.442180992,0.0019782,0.000584136,19.20467017,1.25294814,0.290290774
526,44.547145,44.381548,38.620744,32.773661,26.64963,21.048692,18.356793,16.723554,111.299013,120.031027,111.108075,104.290768,91.984496,80.337582,68.110802,45.68731,111.892022,114.347329,110.235817,101.281192,93.339646,77.572447,61.330045,51.274834,156.323528,152.377694,134.1259,110.902357,89.941672,76.348709,67.766429,48.53697,304.783617,79.019039,90.962927,64.85635,73.461744,67.058393,66.155013,64.450545,8.088382,76.368539,126.844616,47.456709,71.902178,0.997906944,3.082492672,2.821849792,0.0014292,0.00046284,19.21744967,1.25349894,0.289803994
527,44.218421,44.164272,38.51436,32.704216,26.428797,21.016424,18.324457,16.65312,110.970507,118.619118,109.963373,103.66748,91.181213,79.645983,67.639209,46.063746,110.116183,113.535002,109.20238,100.880496,92.645751,76.880982,60.820581,51.465128,153.935861,150.980847,132.552075,108.312149,89.138456,75.657621,67.001173,48.76454,303.165988,78.212304,88.207028,63.644632,71.482067,58.460056,57.666784,62.90799,8.011874,76.258502,125.047311,46.455904,72.122197,0.982779904,2.900271552,4.036889472,0.0017028,0.000340746,19.23343452,1.25185014,0.290412868
528,43.512434,43.829955,38.327732,32.629158,26.315542,20.978485,18.362476,16.65312,110.488092,117.016533,109.073363,102.927955,90.482902,79.535922,67.198788,46.286229,109.152004,112.7175,108.312298,100.400523,92.093724,75.890617,60.305518,51.428176,152.493275,148.140358,131.462303,105.313067,87.595103,75.217685,66.634107,50.983035,299.302622,75.572341,85.893787,65.223454,72.251976,60.520206,60.903563,62.577342,8.011874,76.075108,115.791042,42.221669,68.454463,-0.520967296,2.687696832,1.500522752,0.0017028,0.00046284,19.21426527,1.24855434,0.2896819
529,43.246675,43.78725,38.210159,32.661079,26.121114,20.896933,18.280754,16.685493,109.963169,115.782091,108.36354,102.072319,89.926224,79.493754,66.716133,46.169448,108.293963,111.820561,107.417112,99.656803,91.38915,74.931464,59.968851,51.496557,151.083756,146.129502,130.818165,102.793438,86.303996,74.332329,66.555205,49.72077,297.577336,75.687816,84.137694,62.327721,72.220797,65.302026,64.912669,63.060425,7.864571,76.080589,125.127756,45.274328,71.430936,0.116955904,1.047806272,2.153572992,0.0014292,0.00021945,19.24623497,1.24800354,0.288586246
530,43.294962,43.798357,38.22132,32.897446,26.09464,20.870332,18.254098,16.582682,109.343786,114.639609,107.485386,101.085855,88.945324,78.991119,66.396726,46.032205,108.045664,110.90361,106.279685,98.89299,90.811578,74.759027,59.059692,50.953238,150.184905,145.687054,128.577587,100.293537,85.433649,73.866684,66.896542,48.251935,300.370096,77.295616,84.425756,63.056969,73.168475,69.296449,68.429525,62.503859,7.935364,76.038429,117.615946,42.816822,68.014197,3.276317824,6.650981312,1.667616832,0.0017028,0.000340746,19.23343452,1.24470774,0.288464152
531,43.443651,43.686895,38.295982,33.085034,26.09464,20.794443,18.292119,16.582682,108.00939,113.561121,106.929832,100.05191,88.063897,78.660961,66.17646,46.328848,107.008515,110.013133,105.353985,98.007791,90.443783,74.869066,58.286473,50.916273,149.46458,143.381897,126.066474,98.154213,84.332248,73.683372,65.942083,47.54844,301.80512,76.635628,82.884819,63.167164,72.361959,62.615395,64.393243,60.923516,7.782337,76.001751,118.846056,43.523187,68.087577,1.468835584,4.722482752,2.913010112,0.0011538,0.00021945,19.24302962,1.24223634,0.287733982
532,43.517989,43.575423,38.22132,33.347602,26.321185,20.794443,18.330139,16.544617,106.935164,112.297534,106.263386,99.202975,87.36626,78.660961,65.956181,46.810751,105.231885,109.123098,104.576745,97.012359,89.965718,75.052465,59.243752,51.359791,148.327669,141.154711,124.38194,96.458973,82.900808,72.5468,64.730321,47.992795,298.161141,73.409092,79.694147,60.888926,68.621786,56.397957,56.635888,59.673255,7.514521,75.891715,117.019846,43.114289,67.573893,1.529542784,3.492515072,2.730788992,0.0014292,0.00021945,19.23343452,1.23921414,0.286272046
533,43.369309,43.426779,38.146653,33.497611,26.434439,20.832388,18.292119,16.544617,106.750016,111.146229,105.856229,98.501933,86.742171,78.367495,64.964773,47.144275,104.122333,108.270558,103.540911,96.017357,89.45096,74.979105,59.280562,51.359791,146.699065,139.457644,123.446797,95.685469,81.469738,70.713407,62.709762,48.474018,275.645505,70.512131,75.918037,59.307681,66.237135,61.696654,62.116248,59.268619,7.514521,75.891715,117.690473,43.151467,67.463811,1.970018304,4.130239232,2.259959872,0.0014292,0.00021945,19.23343452,1.23646734,0.28615075
534,43.109076,43.129435,37.997303,33.610105,26.547682,20.756497,18.330139,16.50655,105.972593,110.218302,105.412158,98.022401,86.264995,77.70722,63.899621,46.958994,103.124277,107.381374,102.431694,95.243755,88.789251,73.438533,58.139162,51.581503,145.75274,138.251724,122.437414,95.685469,80.40581,69.209729,62.415752,48.881078,272.344521,70.884362,75.080386,58.687744,66.4261,69.00847,68.43501,58.832618,7.71154,75.823838,117.47247,43.194201,67.285821,-0.642481216,4.358040512,2.077639232,0.0011538,0.000340746,19.24941937,1.23784074,0.287489794
535,43.306073,42.954672,38.083142,33.621311,26.634451,20.843728,18.303483,16.555996,104.207875,109.450299,104.97925,97.517116,85.798851,76.801174,63.469749,46.265779,102.359404,106.540708,101.518853,94.481402,88.138654,72.752536,57.708174,51.814225,144.439871,137.057811,120.655579,94.371042,79.793158,68.450384,62.353229,50.260487,274.085666,68.641419,73.645229,57.430829,64.879124,69.03967,68.906309,56.360385,7.667562,75.708322,115.121154,42.928381,66.58306,0.284049984,2.885144512,2.259959872,0.0014292,0.00046284,19.24623497,1.23701634,0.287489794
536,43.071895,42.869199,38.22132,33.6476,26.62317,20.870332,18.406175,16.50655,102.755201,108.623386,104.117541,96.916178,85.20073,75.506453,63.164832,45.216087,101.868179,105.974369,100.621281,93.881331,87.649945,72.888305,57.144544,51.655399,142.84064,135.315446,118.517678,93.21925,79.305343,67.925816,62.268736,50.286398,271.440993,66.103948,72.356632,57.498958,65.204007,63.565087,64.020607,57.938343,7.891389,75.409412,120.967294,45.263233,68.375604,0.344757184,0.850358592,4.355851072,0.0014292,0.00046284,19.24623497,1.23509394,0.287611888
537,42.774409,42.906379,38.295982,33.572608,26.660912,20.984155,18.520222,16.582682,101.4254,107.882042,103.230302,96.363266,84.43022,75.176347,62.870867,44.696469,100.649767,105.308261,99.956628,93.476427,87.355991,72.631526,56.776045,51.101088,141.782688,133.623521,116.803281,92.409959,78.535089,67.302088,62.011439,48.992074,267.203087,65.632231,71.592187,56.510189,63.851099,64.04806,64.54009,55.476038,7.782337,75.488251,119.815856,46.047952,67.720666,-0.004558016,4.221399552,4.067243072,0.0008784,0.00021945,19.25262472,1.23756534,0.286759624
538,42.339161,42.768768,38.195147,33.471319,26.558963,21.109304,18.531584,16.555996,100.956444,106.92981,102.317561,95.674108,83.927587,74.637128,62.99209,45.115853,98.9267,104.357569,99.34012,93.119385,87.18326,71.652008,56.08672,51.555597,140.925346,132.282332,115.622789,91.832528,77.519117,66.175454,61.728343,48.188969,264.74289,65.668941,70.49219,55.736516,64.255003,71.313677,67.585882,54.370008,7.705821,75.378215,120.898205,46.715444,68.197646,0.010668544,3.401454272,1.424588992,0.0011538,0.000340746,19.24302962,1.23729174,0.286272046
539,41.632079,42.694399,38.381797,33.396315,26.483471,21.223104,18.569596,16.594061,100.587292,105.892959,101.578835,95.04781,83.377357,74.160302,62.88185,46.043292,97.857413,103.433257,98.78656,92.714598,86.96282,70.514674,55.644272,51.149095,139.830649,131.193607,115.101712,91.428056,77.262393,64.52352,61.28716,48.003865,264.492959,65.496363,70.136457,55.563281,64.229266,77.191299,74.41657,52.388417,7.832033,75.572569,121.133386,47.208391,68.575492,-0.004558016,3.340647552,2.745916032,0.0014292,0.00046284,19.24623497,1.23921414,0.287246404
540,41.583725,42.571719,38.407966,33.16006,26.472188,21.249699,18.596247,16.50655,100.280984,105.104634,100.866256,94.189715,82.962924,73.305709,62.760623,46.180535,96.777619,102.609176,98.33279,92.078141,86.69468,70.46702,54.895602,49.843902,139.102488,130.20685,114.458068,91.343529,76.994713,63.374086,60.90846,49.02907,262.392121,65.889194,70.162163,54.741324,63.92454,75.237078,73.489225,53.853624,7.935364,75.414894,119.517397,47.234372,68.124267,-0.186878656,1.928458752,0.240002432,0.0017028,0.000340746,19.23025012,1.24196094,0.288586246
541,41.514832,42.391316,38.45087,33.128154,26.402331,21.293297,18.601927,16.51224,100.175784,104.370207,100.17047,93.164357,82.674997,72.577566,62.251587,45.926491,96.451538,101.875864,97.748111,91.421539,86.296089,70.215662,54.679759,49.84943,138.27837,129.387424,113.571044,90.760819,76.633455,62.938773,60.987502,47.924281,263.213292,68.971584,70.822204,54.999389,62.74928,75.457067,74.552227,52.266605,8.164888,75.451572,115.493282,45.714079,65.995793,-0.277939456,3.598802432,1.728324032,0.0014292,0.000340746,19.21744967,1.24113654,0.289560604
542,41.067991,42.242526,38.45087,33.01561,26.477829,21.331225,18.639938,16.51224,99.806769,103.852406,99.616973,92.133898,82.381602,71.440371,61.88401,45.703946,96.009493,101.026536,97.158075,90.833134,85.745139,69.738649,54.974891,50.145332,137.637439,128.487824,112.530273,90.172729,76.596781,63.012245,61.171358,47.99833,272.195809,69.674025,71.414346,56.036794,64.223777,79.936058,77.673391,51.681214,7.979338,75.236982,113.490294,45.16298,65.303789,-0.353972736,3.219233152,1.667616832,0.0008784,0.000340746,19.21105992,1.24305894,0.288220762
543,40.956254,41.94489,38.2269,32.903054,26.477829,21.369152,18.601927,16.51224,99.105816,103.149895,98.952965,91.10382,82.088222,70.669941,61.406087,45.518463,95.125647,100.177555,96.531327,90.171319,84.863769,68.601018,53.904804,49.331457,136.506904,127.513775,111.490118,88.960146,76.303394,63.232649,61.208128,46.961282,280.107955,69.972941,71.823135,55.821231,64.633125,83.426472,80.318458,48.210488,7.870289,75.169106,116.993732,45.984854,65.749811,-0.399453376,2.201840192,3.945729152,0.0014292,0.000340746,19.24623497,1.24745454,0.288707542
544,41.600415,41.621086,38.014045,32.764175,26.526858,21.34256,18.613288,16.447484,98.71113,102.569544,98.300182,90.195403,81.732481,70.277318,60.97584,45.15851,94.842109,99.561297,96.063175,89.557387,84.213826,67.731082,53.288236,49.638521,136.17913,126.776072,111.018492,88.052802,75.764259,63.24363,60.814623,46.601795,280.287722,69.747384,71.927644,55.852569,64.260493,82.467024,75.87727,47.538324,7.979338,75.163625,115.31277,45.830925,65.487351,-0.277939456,1.807044352,2.077639232,0.0019782,0.000340746,19.21105992,1.24772994,0.289803994
545,41.712091,41.286064,37.939364,32.726649,26.602348,21.34256,18.613288,16.409415,98.489864,101.904429,97.341696,89.165993,81.035795,69.763631,60.718418,45.084289,94.473977,98.823542,95.436718,89.00609,83.553003,67.143729,52.475705,50.341293,135.614212,125.877812,109.942116,87.355036,75.104149,63.427287,60.005441,45.341095,278.359891,71.17775,71.52434,55.557772,63.93003,79.165926,73.45805,47.093724,8.361861,75.053589,112.449734,45.16298,64.496003,-0.217232256,1.230027392,3.323032512,0.0017028,0.00046284,19.19828042,1.24882794,0.288464152
546,41.844289,41.157673,37.810588,32.634767,26.660912,21.287629,18.634257,16.430414,97.183054,101.075251,96.588152,88.083691,80.43272,69.049975,60.4077,45.141869,94.089393,98.032634,94.830749,88.511901,83.022637,66.906997,51.830999,49.547938,134.656191,125.038037,108.071189,86.751081,74.427597,63.227158,59.253088,47.140988,279.689156,76.855622,72.032152,55.920752,64.36515,81.617782,74.478917,47.199348,8.891582,75.121466,110.624683,44.823328,64.013096,-0.171652096,1.928458752,1.500522752,0.0014292,0.000584136,19.22065502,1.25075214,0.291387226
547,41.738189,41.088768,37.853516,32.640376,26.62881,21.217436,18.601927,16.436104,96.635811,99.936256,95.893707,87.207365,79.888276,68.468272,59.934998,45.110306,94.242119,97.264042,94.246936,88.076486,82.440851,65.99454,50.986274,48.591172,133.833999,124.40795,106.594637,86.205883,73.809628,62.167211,57.749322,47.628046,282.875092,79.459101,72.838711,55.810213,64.328435,85.28726,78.254433,47.458695,9.121019,75.26818,120.002419,48.271635,67.353726,-0.293166016,1.731110592,0.741185152,0.0014292,0.000340746,19.20148577,1.25047674,0.291751912
548,41.477602,40.977054,37.928203,32.677905,26.666552,21.217436,18.639938,16.398034,96.230543,99.013711,95.378084,86.399219,79.22841,67.697495,59.383111,44.924737,93.653272,96.563889,93.805038,87.635635,81.963738,65.149847,50.061558,47.739362,133.044159,123.510919,104.484678,85.912214,72.856088,60.770501,56.93903,48.25747,282.880626,80.014689,73.870664,55.778874,64.297209,89.185825,81.486372,46.500695,9.279681,75.383696,119.709505,48.203106,67.139035,-0.323519616,1.685530432,-0.063832128,0.0044514,9.7356E-05,19.20467017,1.24745454,0.289803994
549,41.302561,40.913705,37.976706,32.651593,26.640091,21.19084,18.537264,16.333273,95.873188,98.213218,94.726305,85.78583,78.54289,66.937566,58.915701,44.861598,93.259516,95.838123,93.337401,87.242547,81.424232,65.124092,49.22137,47.898612,132.416247,122.737571,102.42502,86.106729,72.463611,60.156406,55.770848,48.268538,278.884606,80.203547,74.426022,55.15786,63.494852,86.95046,81.491855,45.467799,9.514796,75.132427,118.596195,48.245673,67.181217,-0.445033536,0.865585152,0.224775872,0.004176,9.7356E-05,19.21744967,1.24800354,0.28992529
550,41.339797,40.690232,37.939364,32.614062,26.489111,21.152907,18.575277,16.257126,95.21027,97.512598,94.284545,85.418602,77.919756,66.239974,58.40038,44.824479,92.523753,95.212037,92.858849,86.875252,80.800419,64.462888,48.332579,48.676282,131.627021,122.102743,100.836458,86.180148,72.206873,60.009304,54.406484,47.342822,274.759839,81.151689,75.410307,54.968036,63.011899,86.724634,78.553185,44.014448,9.662,74.906875,114.196742,46.646836,65.781033,-0.490613696,1.245154432,-0.109312768,0.004725,0.00046284,19.21105992,1.24827894,0.290899648
551,41.334233,40.498404,38.083142,32.495855,26.445722,21.109304,18.531584,16.28951,94.615657,96.917262,93.837362,85.156075,77.107905,65.500052,57.400694,44.744689,92.00334,94.801506,92.26448,86.392334,80.207866,63.796067,47.993603,48.966894,130.194168,121.201335,100.35092,85.954409,71.687898,59.930252,53.404689,45.372646,274.728249,83.725318,75.049209,55.489575,62.760265,88.860608,79.841816,43.574187,9.782398,74.912356,118.931784,48.615943,67.841711,-0.581774016,1.974038912,0.224775872,0.0044514,9.7356E-05,19.22065502,1.24800354,0.290047384
552,41.036312,40.237589,38.083142,32.608454,26.407972,21.185172,18.531584,16.365654,94.063493,96.474991,93.579749,84.899049,76.741383,64.949132,56.77448,44.670444,91.856239,94.212492,91.712529,85.841525,79.620837,63.428601,47.326475,49.262976,129.743698,120.156797,100.424762,85.110219,71.17438,59.415305,53.58923,43.999332,274.982673,86.619759,74.933754,55.778874,63.085359,94.224511,85.448313,42.155808,9.547312,74.79684,119.746813,49.128626,68.533322,-0.581774016,2.080326272,2.305540032,0.004725,0.00021945,19.24623497,1.24553214,0.28992529
553,40.775569,40.013985,38.045804,32.495855,26.445722,21.223104,18.569596,16.403725,93.401054,95.959113,93.248569,84.495181,76.118306,64.655274,56.700795,44.633319,91.59883,93.697217,91.087115,85.217364,79.070531,62.767053,46.733197,49.077932,129.706164,119.299261,100.092493,84.046036,70.550782,59.157789,53.884453,45.001627,270.670983,86.068987,75.117044,55.815722,62.607833,93.819604,87.724344,40.517809,9.432617,74.650125,118.665192,49.202642,68.753438,-0.505840256,2.095552832,0.406996992,0.004176,0.00021945,19.23343452,1.24196094,0.290899648
554,40.786702,39.838758,37.832914,32.507072,26.457004,21.196508,18.618968,16.453173,92.786567,95.454355,92.597331,83.955478,75.359592,64.115199,56.748647,44.644417,91.168603,93.193043,90.436044,84.494142,78.531213,62.04281,46.224946,48.681814,129.492189,118.490553,99.660577,83.176478,69.901412,58.98483,54.079967,44.56736,266.101845,84.795114,76.374377,55.937278,62.398395,91.512772,84.468505,40.007287,9.291112,74.587729,117.371832,49.176697,68.617662,-0.399453376,1.488082752,1.105627392,0.0033516,0.000340746,19.23343452,1.23893874,0.290778352
555,40.818388,39.57222,37.827333,32.426391,26.564604,21.304632,18.613288,16.409415,91.456985,94.749056,91.414919,83.325972,74.144623,63.632059,56.522075,44.416099,90.464649,92.635682,89.805406,83.974792,77.86543,61.448996,45.514267,48.63926,128.848705,118.000708,98.843232,82.620739,69.382297,58.795358,53.594744,43.744899,263.890522,82.875887,77.499849,56.073637,62.16697,92.163813,83.760445,40.629564,9.241446,74.466731,117.025414,49.313658,68.936862,-0.293166016,1.670303872,0.695604992,0.0033516,9.7356E-05,19.23663987,1.23509394,0.288707542
556,40.781135,39.534935,37.939364,32.501464,26.564604,21.304632,18.613288,16.523619,90.501085,93.828571,90.495791,82.738725,73.301623,63.301335,55.93244,44.156152,89.950098,92.120713,89.217148,83.350884,77.278518,60.786979,44.883027,48.343048,128.436083,117.591044,97.552301,82.107216,68.868621,58.721765,52.2656,43.038949,264.312031,81.199334,78.280691,56.674039,62.398395,97.182316,88.61675,40.789689,9.367581,74.404335,117.334575,49.583722,69.277978,-0.141298496,0.789651392,0.999340032,0.0033516,0.00021945,19.23663987,1.23097194,0.287246404
557,40.743882,39.124709,37.789987,32.426391,26.602348,21.304632,18.613288,16.523619,90.133512,93.166026,89.797442,82.371728,72.715167,62.860315,55.821863,43.970442,89.656107,91.569067,88.555485,82.837134,76.728303,60.345538,45.031582,48.231952,127.761093,116.660353,96.33581,81.740441,68.281507,58.574571,53.077982,43.001783,265.499819,82.184296,78.348534,56.337024,62.392903,100.90258,91.514313,40.411613,9.400099,74.068743,117.291751,49.911129,69.675987,-0.156425536,1.260380992,0.756312192,0.0025272,0.00021945,19.23343452,1.22575374,0.287246404
558,40.525902,39.055681,37.646172,32.356923,26.457004,21.310299,18.580957,16.529308,88.8161,92.398762,89.104741,82.157022,72.647338,62.534997,55.606198,43.827406,89.220664,91.023021,87.97294,82.21884,76.110218,59.83592,44.925715,46.903642,127.166919,116.256572,95.162286,81.122451,67.773214,58.50647,52.529647,43.564716,262.584355,85.041079,77.756471,55.742025,61.652542,97.834833,87.246999,40.555062,9.394384,73.989904,116.168879,49.831621,69.633824,-0.399453376,1.503309312,0.482930752,0.0017028,0.000340746,19.23984522,1.22108274,0.285298486
559,40.514767,39.044531,37.448231,32.233076,26.332469,21.261035,18.569596,16.555996,88.217334,91.872715,88.469187,81.962574,72.563069,62.082877,55.042131,43.667695,88.585127,90.350321,87.410768,81.437417,75.549063,59.272892,44.617464,47.040834,126.593622,115.7618,94.046457,80.341392,67.395231,58.569071,51.521194,43.25637,259.308221,88.834647,77.364171,55.20023,61.626782,94.64049,86.156642,40.268147,9.329347,73.634069,114.691386,49.546724,69.277978,0.162536064,0.956645952,2.199153152,0.0017028,0.00021945,19.27499932,1.21421574,0.28286299
560,40.222205,38.938194,37.379096,32.126048,26.224846,21.19084,18.575277,16.485552,87.9657,91.252918,87.776762,81.784578,72.715167,61.757471,54.678849,43.115816,87.892723,89.584,87.012102,80.81926,75.114387,58.836669,43.991328,47.416977,126.037301,115.135107,93.094831,80.420212,67.217196,58.464169,50.454709,42.630054,259.644635,87.43868,77.840755,55.642494,62.141215,98.362076,89.204495,40.789689,9.482279,73.56071,115.137838,49.805687,69.534748,-0.293166016,0.197407872,1.257494912,0.0014292,0.00046284,19.26860957,1.20817314,0.28286299
561,40.041404,38.831846,37.272592,32.09411,26.117212,21.044769,18.542944,16.415104,87.714083,90.522943,87.047751,81.459812,72.683992,61.799732,54.573708,42.675245,87.457507,88.817864,86.613478,80.237833,74.53299,58.510821,44.405652,47.718923,125.331391,113.951162,92.401107,80.242347,66.892329,58.175238,49.905452,42.189389,260.648,84.679515,78.935141,56.226509,62.57659,103.562626,93.831498,40.150786,9.285397,73.555229,109.782364,47.912347,67.584863,-0.186878656,0.561850112,0.893052672,0.0017028,0.00021945,19.26860957,1.20267774,0.281401054
