Time,HF Center 0.2m,HF Center 0.4m,HF Center 0.6m,HF Center 0.8m,HF Center 1.0m,HF Center 1.2m,HF Offset 0.2m,HF Offset 0.4m,HF Offset 0.6m,HF Offset 0.8m,HF Offset 1.0m,HF Offset 1.2m,HF Ring Stand,TC Plume 0.2m,TC Plume 0.4m,TC Plume 0.6m,TC Plume 0.8m,TC Plume 1.0m,TC Plume 1.2m,TC Plume 1.4m,TC Plume 1.6m,TC Plume 1.8m,TC Plume 2.0m,TC Plume 2.2m,TC Plume 2.4m,TC Surface Center 0.2m,TC Surface Center 0.4m,TC Surface Center 0.6m,TC Surface Center 0.8m,TC Surface Center 1.0m,TC Surface Center 1.2m,TC Surface Center 1.4m,TC Surface Center 1.6m,TC Surface Center 1.8m,TC Surface Center 2.0m,TC Surface Center 2.2m,TC Surface Offset 0.2m,TC Surface Offset 0.4m,TC Surface Offset 0.6m,TC Surface Offset 0.8m,TC Surface Offset 1.0m,TC Surface Offset 1.2m,TC Surface Offset 1.4m,TC Surface Offset 1.8m,TC Surface Offset 2.0m,TC Surface Offset 2.2m,TC Back Center 0.2m,TC Back Center 0.4m,TC Back Center 0.6m,TC Back Center 0.8m,TC Back Center 1.0m,TC Back Center 1.2m,TC Back Center 1.4m,TC Back Center 1.6m,TC Back Center 1.8m,TC Back Center 2.0m,TC Back Center 2.2m,TC Water In,TC Water Out,TC Ambient,Event,Event
505,0.5077482,0.4551891,0.3693061,0.2808561,0.2984998,0.347362,0.4058221,0.0169708,0.3283908,-0.050857,0.4222043,0.3770065,-661.1752922,35.1272316,32.4506416,29.9407921,27.1390553,27.2486172,25.6057186,23.7089043,22.4364433,22.1991634,21.2584534,20.3825836,19.5306416,64.8017349,64.4960937,62.3163719,54.0542107,51.6657104,49.8933945,46.5613937,42.4205513,38.5204353,36.4094467,34.3976402,17.9371204,69.2347794,66.2287369,63.4820137,3320.088623,3318.519287,46.5389175,39.3342743,37.496769,35.0779915,56.196022,57.9014664,60.8905487,50.9038086,45.4880295,43.3487625,39.6968269,38.3765717,31.5858841,31.3626747,31.0018826,20.1530323,22.3558712,20.2519093,0,10
506,0.5345272,0.5212126,0.3797605,0.3274855,0.2971013,0.3365315,0.4128821,0.0859311,0.3601291,-0.0571053,0.3970131,0.3469367,-661.1752922,35.0362244,32.4220734,29.9426441,27.1778889,27.2282104,25.5739479,23.7489853,22.4735374,22.1775131,21.2239094,20.3939438,19.5207405,64.8050079,64.3149948,62.198349,53.9888535,51.6283531,49.8090439,46.4786835,42.4041595,38.4819794,36.3690376,34.3661385,18.1496563,69.1364594,66.1762009,63.4041138,3320.090332,3318.52124,46.3461571,39.3353653,37.4567642,35.0614853,56.0880051,57.7618866,60.7780342,51.1141548,45.4753876,43.397438,39.588665,38.4370041,31.7188644,31.4517326,31.0612679,20.1393261,22.3516731,20.4135628,0,10
507,0.440682,0.5109303,0.4094324,0.4002927,0.3203609,0.3420603,0.4449046,0.0819436,0.3711968,-0.0799607,0.4186539,0.3147247,-661.1752922,35.1215668,32.2226295,29.7863903,27.1390038,27.2247944,25.5149841,23.7175579,22.4814701,22.1790123,21.2056847,20.3855705,19.5138855,64.6853638,64.3370132,62.0965004,53.802803,51.561451,49.7672272,46.4545631,42.3476067,38.4513664,36.3432198,34.3237877,18.189558,69.0253067,66.1519623,63.3229218,3320.089111,3318.519775,46.4250908,39.2745514,37.427597,35.0225258,56.13517,57.7666588,60.6787643,51.0475883,45.4441986,43.4182434,39.6557655,38.5022926,31.1457329,31.6599255,31.1278057,20.1529808,22.3209515,20.3869781,0,10
508,0.4586927,0.5125538,0.363464,0.3932574,0.3829262,0.3603889,0.3778339,-0.0562116,0.3373427,-0.0789741,0.3498429,0.3311481,-661.1752922,34.9798584,32.1863823,29.6171436,27.0610847,27.2495098,25.5431328,23.6923923,22.4873428,22.1693382,21.211565,20.3918362,19.5068607,64.7479248,64.1880798,61.9878769,53.7752953,51.5268974,49.7204361,46.4273071,42.3239899,38.4541702,36.2891884,34.3029976,18.0790997,68.825592,66.1737976,63.2287064,3320.091065,3318.521729,46.4401016,39.2337074,37.3990135,35.0077362,55.8633385,57.8938599,60.6256409,51.1217232,45.4217567,43.1678085,39.7562408,38.4390411,30.8741016,31.5992317,31.2204895,20.0954418,22.3059807,20.5146809,0,10
509,0.4150879,0.5666714,0.3889849,0.3438467,0.321097,0.3485738,0.4557468,0.0390193,0.3233453,-0.105118,0.3927018,0.3481268,-661.1752922,34.8747444,32.1211281,29.4432678,27.0423222,27.1877308,25.5205688,23.6796303,22.4946461,22.1538944,21.2128067,20.4059925,19.4948158,64.5179214,64.1411743,61.8931274,53.6026382,51.384716,49.6454506,46.3981209,42.2779694,38.4475594,36.2619934,34.2817421,18.1697025,68.7017212,65.9341354,63.1351471,3320.09082,3318.521484,46.3912773,39.1983757,37.36026,34.9644051,55.4575691,57.8335876,60.5375137,51.146225,45.418148,42.9886551,40.0072327,38.3943596,30.6827965,31.4862099,30.9976101,20.1312485,22.2985058,20.7504234,0,10
510,0.4722007,0.525542,0.3610041,0.3526817,0.3309602,0.2848782,0.4519647,0.0000826,0.3423882,-0.0965678,0.3515336,0.342811,-661.1752922,34.8584099,31.9702568,29.3918114,27.0198231,27.1441002,25.3960075,23.6983147,22.4622097,22.1669312,21.2019501,20.3932228,19.4714146,64.2523346,64.0638046,61.8068657,53.5411263,51.3279305,49.5505142,46.3166809,42.2264023,38.4443359,36.2142715,34.2567825,18.4306488,68.5338593,65.8068466,63.0180969,3320.089356,3318.52002,46.2268372,39.1145859,37.3256493,34.9405785,54.897953,57.7667122,60.5247841,51.1840744,44.9555359,43.0918159,40.1039085,38.3418732,30.7916222,31.5216808,30.9571381,20.1363277,22.2850037,20.8890419,0,10
511,0.4449477,0.5017303,0.3496273,0.33403,0.3185943,0.3499371,0.393467,0.0507473,0.3379937,-0.0983765,0.3993801,0.3335283,-661.1752922,34.6342964,31.8983364,29.3445721,26.9321117,27.0556316,25.3531418,23.7182083,22.4374237,22.1644955,21.2139263,20.3820496,19.4245434,63.973217,63.9846725,61.7173767,53.6447029,51.3392372,49.52631,46.2379036,42.1343651,38.3844872,36.1886787,34.2225227,18.3882885,68.389534,65.5999451,62.9253731,3320.089356,3318.520264,46.217041,39.0428009,37.291481,34.9389229,54.5304375,57.7647133,60.4863892,51.2304916,44.7237587,43.1336823,40.2643776,38.3055115,30.6493073,31.4681473,31.018652,20.1312275,22.2920418,20.9624748,0,10
512,0.384991,0.4668244,0.3674612,0.4091277,0.3083631,0.3442567,0.3793468,0.0645863,0.3609429,-0.0569409,0.3844175,0.3790693,-661.1752922,34.4296265,31.7606621,29.3173008,26.7738228,26.9645252,25.2993221,23.6885414,22.4721241,22.1806526,21.1826744,20.3321533,19.4175587,63.7587013,63.863678,61.6359711,53.4924583,51.3176422,49.464756,46.1009064,42.0821304,38.3272552,36.1563721,34.1965256,18.6025257,68.1957169,65.5002747,62.8429375,3320.090088,3318.520996,46.3114166,39.0049744,37.2610626,34.9016991,54.6110725,57.6923904,60.3814621,51.0381012,44.7239799,43.0524597,40.5511436,38.2732582,30.539711,31.3988361,30.8838673,20.1139832,22.2846889,20.9501839,0,10
513,0.4281219,0.4884714,0.4017454,0.3804957,0.3363335,0.3400154,0.3962406,0.0340936,0.3223687,-0.0462531,0.4023388,0.3639154,-661.1752922,34.3157501,31.725729,29.1579742,26.7285385,26.8931999,25.2297916,23.6382179,22.477438,22.1893864,21.140583,20.2755833,19.4008598,63.6001244,63.6807518,61.5297203,53.3920403,51.2566681,49.3730087,46.0022621,42.0077362,38.2753983,36.1272087,34.1534424,18.5424824,68.1186829,65.2395325,62.7624931,3320.091065,3318.521729,46.3047562,38.9673004,37.2132416,34.8680038,54.5885849,57.4103355,60.2851448,50.6468849,44.684269,43.0115585,40.7486,38.3072319,30.3990402,31.2627621,30.6683483,20.1098175,22.2687817,20.9357815,0,10
514,0.4918703,0.4800832,0.374687,0.3291216,0.2881213,0.3047216,0.4219594,0.0176745,0.3617567,-0.140141,0.378331,0.3473334,-661.1752922,34.2736015,31.8127136,29.080555,26.7230663,26.8982964,25.2311153,23.5615788,22.4124737,22.1687126,21.1377392,20.2552643,19.3972511,63.5599213,63.5501595,61.4343071,53.4623756,51.1503944,49.3066025,45.9330826,41.9361153,38.2073021,36.1116867,34.1259003,18.3442402,67.9919434,65.0854645,62.6748734,3320.093018,3318.523682,46.3605423,38.9301758,37.1910095,34.8550873,54.638195,57.3486519,60.1867867,50.480648,44.7527618,42.9685974,40.9339066,38.3316841,30.418787,31.0362339,30.6418266,20.1251984,22.2594948,20.9689732,0,10
515,0.4430518,0.4868479,0.3680762,0.3572628,0.323894,0.2986625,0.4000227,-0.0156329,0.3602919,-0.0899907,0.3467152,0.3581236,-661.1752922,34.3600273,31.8543072,29.0770493,26.7135143,26.8528862,25.2835331,23.5361042,22.3847027,22.1128426,21.1247272,20.2775536,19.3781471,63.5921173,63.4835472,61.331604,53.3655281,50.9406738,49.2421074,45.8483925,41.9069786,38.1803207,36.0857697,34.0961838,17.9992657,67.8623352,65.1117935,62.5851212,3320.092529,3318.523193,46.1843529,38.9173813,37.1467896,34.8403625,54.5458641,57.2041626,60.0998955,50.6513977,44.7519073,43.0380325,41.0388184,38.3405304,30.4589233,31.1639595,30.6827164,20.1269817,22.2658215,20.9631672,0,10
516,0.454427,0.4830597,0.3882162,0.3580809,0.2965861,0.3226714,0.4446525,0.0127487,0.3300185,-0.0738769,0.3456162,0.351221,-661.1752922,34.4393845,31.9774723,29.2378407,26.7300549,26.779211,25.3205051,23.5882664,22.3198528,22.0718098,21.140213,20.2334366,19.3678265,63.6618004,63.4052315,61.2293129,53.3591881,50.8019676,49.1961594,45.8052979,41.8637505,38.1563721,36.0685005,34.079628,18.0166912,67.7434082,65.0188065,62.507164,3320.091553,3318.521973,46.2150574,38.8038826,37.1231842,34.8256912,54.3978767,57.0788727,59.9365616,50.6032524,44.901432,43.0539627,40.9326134,38.2613297,30.6044197,31.3037472,30.8222008,20.1253967,22.2581749,21.0158253,0,10
517,0.4487394,0.526895,0.3776081,0.3448283,0.2897407,0.3137344,0.4212029,0.0340936,0.335064,-0.0663132,0.3661581,0.3456672,-661.1752922,34.3691101,31.9160118,29.3796215,26.7083149,26.7121677,25.3165016,23.6092377,22.2609024,22.0287228,21.1255722,20.1940956,19.3577271,63.6142273,63.3205147,61.1393738,53.2518845,50.7348213,49.1348839,45.8384628,41.845295,38.1311493,36.0357361,34.0453033,18.2875652,67.6092758,64.8966522,62.4257545,3320.09082,3318.521484,45.9523544,38.7753067,37.0885735,34.7932587,54.2884598,56.8959541,59.8241844,50.5605049,45.0912361,43.0890694,40.5501938,38.0386276,30.5805016,31.4489975,31.0284481,20.1080799,22.2469578,21.1567001,0,10
518,0.4928182,0.5293303,0.4048202,0.3857312,0.3067437,0.3192632,0.3672438,0.0089958,0.3628961,-0.0812761,0.3986193,0.3777205,-661.1752922,34.1359673,31.7453308,29.5049362,26.6115856,26.6686592,25.2646294,23.5224705,22.221405,22.0195217,21.0769272,20.1864033,19.3348465,63.586235,63.2252617,61.0410881,53.1251411,50.6496849,49.0833549,45.7756767,41.8091087,38.1194878,36.0083389,34.0216026,18.4741268,67.5178299,64.7801132,62.3363724,3320.092041,3318.522705,45.7153168,38.7856636,37.0391464,34.7486,54.4462585,56.7404022,59.7571602,50.6347504,45.0336189,43.0387726,40.5881042,38.0067978,30.6259136,31.4278545,31.0501652,20.1167202,22.2343521,21.200222,0,10
519,0.4006319,0.5250008,0.404359,0.4107638,0.3115281,0.3136586,0.4214551,0.0507473,0.3449924,-0.0398404,0.3873762,0.3181363,-661.1752922,33.9109535,31.5174294,29.3978157,26.4615421,26.5582504,25.2043705,23.4265442,22.171608,21.9909096,21.0153141,20.1372471,19.3229084,63.4942932,63.1508904,60.9416389,53.1571083,50.6779976,49.0310173,45.7391586,41.7840195,38.0469246,35.9707756,33.9824677,18.6199226,67.3749542,64.6378098,62.2267189,3320.092041,3318.522461,45.7692986,38.7582588,37.0072136,34.7342033,54.8330269,56.5092506,59.6878624,50.3250122,44.9154358,42.9322395,40.4906998,37.8875313,30.4049606,31.487833,31.0985126,20.1082001,22.2201653,20.9865131,0,10
520,0.4217234,0.507142,0.3840652,0.4058555,0.319404,0.3127498,0.3932148,0.035501,0.3435276,-0.0608871,0.3824732,0.3006022,-661.1752922,33.812336,31.29636,29.1672516,26.3150005,26.455883,25.0516167,23.3504124,22.1480694,21.9457188,20.9860611,20.0916271,19.2864075,63.5148163,63.0211411,60.8661995,53.0063934,50.6291466,48.9243927,45.6894035,41.7411804,38.0401649,35.9355736,33.9618073,18.979763,67.2266846,64.4544601,62.1454735,3320.092773,3318.523438,45.7021294,38.7806053,36.9903488,34.7199287,54.8923607,56.3216705,59.608017,50.040863,44.8504333,42.8570595,39.7814026,37.7601547,29.975235,31.2543507,31.0356693,20.106636,22.2280807,20.6211166,0,10
521,0.4631954,0.5014597,0.375302,0.4305609,0.3351558,0.3043429,0.3450551,0.0568458,0.3318088,-0.0968967,0.3493357,0.2957625,-661.1752922,33.6491165,31.1856728,28.9278507,26.2721691,26.3696251,24.9198933,23.2484169,22.0842514,21.9019318,20.9506187,20.1002007,19.2702942,63.4375572,63.000782,60.7718925,53.006237,50.5890541,48.8498383,45.6391602,41.6870613,38.024704,35.9144669,33.9451599,19.23036,67.1014099,64.284584,62.0483093,3320.093018,3318.523682,45.7138443,38.7211151,36.9554291,34.6740761,54.6864014,56.4169464,59.5030365,49.7868843,44.6594734,42.7932968,39.5485802,37.6319008,30.1873055,30.7521896,30.6071053,20.1133137,22.2536945,20.26194,0,10
522,0.4267,0.5052479,0.3663851,0.4084733,0.3619484,0.3541027,0.3843897,0.0122796,0.3257867,-0.0742057,0.3882215,0.3228967,-661.1752922,33.5559769,31.1516743,28.7897701,26.2648315,26.3150806,24.7881508,23.2209949,22.0446777,21.8490353,20.9098644,20.0476208,19.2598743,63.3313026,62.9036179,60.6864052,53.0537186,50.617363,48.7863884,45.6171112,41.6303291,37.9599762,35.8836365,33.9217644,18.9839993,66.9632874,64.2223358,61.9684143,3320.092773,3318.523438,45.7707901,38.6112328,36.9238663,34.633461,54.2956009,56.484211,59.427845,49.6738586,44.6106796,42.7693253,39.5551338,37.6063423,30.3105469,30.7320881,30.3879719,20.1192245,22.2592182,20.000227,0,10
523,0.3906786,0.4681773,0.3686912,0.3888399,0.3202873,0.3547843,0.3503501,0.0760796,0.3651747,-0.0694373,0.386869,0.3317828,-661.1752922,33.5178032,31.0671425,28.6074276,26.202589,26.2347069,24.7379303,23.1737385,22.0254192,21.8164749,20.8693409,20.0009727,19.2272797,63.152195,62.743103,60.5809097,52.8203697,50.4732132,48.7324219,45.5437126,41.5782967,37.9133873,35.8552704,33.8952179,19.1755581,66.8400726,64.1867752,61.8685226,3320.09375,3318.524414,45.6336479,38.5680122,36.8865547,34.5956955,53.9850044,56.6003342,59.3745766,49.3996811,44.4165649,42.774601,39.5089607,37.5253677,29.7867966,30.882225,30.4881287,20.1390438,22.2467785,19.703371,0,10
524,0.4622475,0.4327303,0.3490124,0.4120727,0.3353766,0.3010104,0.4169165,0.005712,0.3664768,-0.0906484,0.3924482,0.350507,-661.1752922,33.5186462,30.793087,28.4348831,26.1596298,26.1441536,24.7285728,23.0984859,22.0709896,21.8275719,20.8811951,19.9839745,19.2030678,62.8926888,62.5535774,60.4916191,52.7694931,50.3849144,48.6725464,45.4810944,41.5463829,37.8750343,35.816082,33.8717003,19.1942673,66.7326508,63.9517365,61.7892342,3320.093018,3318.523682,45.5736542,38.5509377,36.8503876,34.5605774,54.0363884,56.3812065,59.2970619,49.3883018,44.1073151,42.6359291,39.3721886,37.5945549,29.285038,30.6833534,30.6872349,20.1436958,22.2446003,19.4357147,0,10
525,0.4371273,0.438142,0.3834503,0.4135452,0.3406762,0.320778,0.4501996,-0.010238,0.3528049,-0.0704239,0.3654818,0.3384473,-661.1752922,33.3075905,30.5802402,28.2965775,26.0920811,26.0818806,24.7116108,23.0644608,21.9850197,21.8443203,20.8930111,20.0334053,19.2076797,62.4315109,62.4345589,60.4022865,52.7100792,50.3346634,48.5800591,45.4570274,41.4969292,37.8317909,35.7888298,33.8485184,19.0966816,66.6016998,63.841198,61.6996117,3320.092529,3318.523193,45.4238586,38.5386734,36.8242683,34.53965,53.9969559,56.1852264,59.2154579,49.3087692,43.8168907,42.5626869,39.491581,37.6285973,29.3822403,30.5193958,30.616188,20.1103268,22.2427559,19.2409,0,10
526,0.3916265,0.4906361,0.3499348,0.3512092,0.3400874,0.32714,0.2873138,-0.0165711,0.3171604,-0.0806184,0.4080871,0.3661369,-661.1752922,33.2217216,30.6543579,28.2671814,26.1060658,26.1185303,24.7490578,23.0341816,21.9118881,21.7802124,20.8342152,20.035696,19.1898384,62.2647858,62.339016,60.301136,52.69347,50.3195114,48.5252762,45.411026,41.448925,37.816494,35.7394562,33.8294106,19.0131054,66.4952927,63.7537613,61.6320038,3320.093506,3318.52417,45.3448639,38.5155411,36.8011017,34.5119438,54.063755,55.8775215,59.0789871,48.9804153,43.7682381,42.3930283,39.2558861,37.6700592,29.4511566,30.5927639,30.6662312,20.097805,22.2317772,19.1220016,0,10
527,0.4767034,0.497942,0.3539321,0.3834407,0.3397193,0.3061606,0.4189336,0.0692774,0.319439,-0.0932793,0.3658199,0.3647088,-661.1752922,33.1227112,30.7021294,28.3629417,26.0686741,26.1238194,24.6862831,23.0065365,21.8830853,21.7343006,20.7966557,20.0026493,19.1738853,62.2614746,62.2368507,60.1948242,52.5785866,50.2536774,48.4567947,45.3783722,41.4009094,37.7743111,35.7203751,33.8009224,18.8341312,66.3576813,63.651619,61.5110855,3320.093506,3318.52417,45.5125237,38.475235,36.7764282,34.508194,53.7401352,55.7573624,58.9645805,48.7278862,43.7463188,42.3666077,39.156662,37.5729561,29.7210846,30.6499405,30.7226582,20.1054001,22.2268486,19.0475349,0,10
528,0.3624776,0.4949656,0.3994393,0.3970205,0.3503923,0.301995,0.3760689,0.055673,0.3443414,-0.1251781,0.3494203,0.3359878,-661.1752922,33.0276985,30.5793858,28.3341751,25.9922619,26.0681782,24.5761204,22.9439392,21.8545437,21.7649193,20.7813625,19.9660702,19.1798477,62.1838684,62.2124748,60.110836,52.6061821,50.071579,48.379673,45.3667564,41.3725052,37.7992096,35.7183914,33.7816963,18.6941605,66.2742615,63.6235847,61.4099007,3320.093018,3318.523682,45.4178276,38.3818016,36.7385559,34.508831,53.0756226,55.3075371,58.844902,48.6492691,43.9096603,42.3601685,39.3900414,37.4873085,29.6528378,30.7653027,30.6736412,20.1276951,22.2081585,18.9854851,0,10
529,0.4141399,0.4614126,0.3456301,0.398493,0.3554711,0.3431964,0.4156557,0.0462907,0.3624078,-0.0924571,0.3117179,0.3481268,-661.1752922,33.0028687,30.415659,28.3488045,25.8698006,25.9993534,24.4985161,22.8900909,21.8358974,21.7007217,20.7448654,19.9348469,19.1771145,62.2381554,62.0822983,60.0261497,52.4694328,49.9845695,48.3318405,45.3425636,41.353817,37.7670364,35.6973686,33.7602539,18.5009995,66.0976639,63.5739021,61.2966194,3320.091553,3318.521973,45.3023872,38.3029633,36.7190399,34.4806595,52.1948051,55.0523224,58.7005997,48.5669823,43.9441338,42.4155426,39.5219841,37.6045151,29.6636791,30.726862,30.7409019,20.1352177,22.2103596,18.9398136,0,10
530,0.4447107,0.5057891,0.3425553,0.3878582,0.3187416,0.3605404,0.430028,0.0587223,0.3521539,-0.0763433,0.4005635,0.3493169,-661.1752922,32.9422646,30.5369682,28.3817711,25.8170795,25.9247208,24.4105549,22.8342075,21.7890663,21.6549797,20.7260628,19.8871536,19.1681671,62.1997528,61.9666786,59.9221916,52.3609772,49.8663521,48.2694321,45.2829781,41.3454208,37.7324791,35.6765785,33.7345543,18.4597359,65.948082,63.4186287,61.1997414,3320.092041,3318.522705,45.2880859,38.3535233,36.6949043,34.4575996,52.5824089,54.79879,58.5668373,48.3775101,44.001503,42.4097519,39.2618332,37.5852623,30.4145832,30.4968147,30.6571827,20.0787926,22.1923332,18.9958382,0,10
531,0.398973,0.5074126,0.3892924,0.4035649,0.368573,0.3487253,0.4491911,0.0706848,0.3585015,-0.0788097,0.3566057,0.3470954,-661.1752922,32.7748413,30.4804344,28.3379402,25.8154678,25.8649273,24.3669529,22.7943382,21.7271786,21.5865707,20.6971226,19.8661575,19.1737614,62.1350098,61.880928,59.8334236,52.3276291,49.7349091,48.2019386,45.2780533,41.3006516,37.7260323,35.6293373,33.7112122,18.0604324,65.8441162,63.2741127,61.1143646,3320.092285,3318.522949,45.2935524,38.3515587,36.6731186,34.4297791,52.820118,54.5290985,58.5038147,48.3466682,43.7413673,42.3021088,39.2945518,37.6060753,30.6495628,30.5414772,30.5720596,20.1105957,22.1952629,19.0405712,0,10
532,0.4186426,0.539342,0.3952883,0.4034013,0.350245,0.3254737,0.4519647,0.103523,0.3611057,-0.1128461,0.3315835,0.2957625,-661.1752922,32.6930084,30.4010162,28.1335449,25.7878532,25.8252182,24.3438435,22.7768803,21.7051601,21.5538979,20.6462421,19.8421879,19.1353626,62.0817223,61.8555336,59.7355156,52.1635475,49.7130394,48.155983,45.1882057,41.2570572,37.637146,35.5473557,33.6755638,17.8432522,65.7681122,63.1619987,61.0128746,3320.09375,3318.524414,45.2163506,38.2962761,36.6267166,34.3982697,53.1069603,54.4800072,58.4191475,48.441082,43.4321938,42.1934013,39.4836044,37.6848412,30.9984798,30.724638,30.2710114,20.1158752,22.1895409,19.041296,0,10
533,0.4582187,0.4941538,0.3294873,0.4084733,0.3527477,0.3229744,0.396997,0.0406613,0.3511773,-0.0964034,0.3847556,0.3003642,-661.1752922,32.5943108,30.2892513,27.9909878,25.7122784,25.7689114,24.3858185,22.7764893,21.6615543,21.540226,20.622324,19.7886105,19.1087608,61.9024582,61.843029,59.65345,52.1783104,49.7518768,48.0837669,45.1169281,41.1885414,37.5542488,35.4856033,33.6305695,17.668663,65.6638565,63.0906906,60.9275665,3320.092773,3318.523438,45.0712776,38.1764183,36.5919304,34.3596649,53.336937,54.5257378,58.3584175,48.5562553,43.3983612,42.1718025,39.5846443,37.6908035,31.2860432,30.7960854,30.2849216,20.1151028,22.1755028,19.2358036,0,10
534,0.4454217,0.5125538,0.3522409,0.3782051,0.3195512,0.3232773,0.3765732,0.001959,0.3410862,-0.0883464,0.3338659,0.3371779,-661.1752922,32.6084404,30.3109436,27.8984547,25.7079926,25.7132339,24.4776001,22.8237019,21.6227589,21.4812698,20.6096706,19.7899971,19.1192665,61.7186699,61.7554131,59.5609627,52.0573578,49.6955109,47.9951286,45.1205101,41.1411285,37.504837,35.4502983,33.6004486,17.6228886,65.5235214,62.9652405,60.831501,3320.095459,3318.526123,44.9290352,38.1561356,36.552166,34.3348083,53.553833,54.6207657,58.2817535,48.6857491,43.3213081,42.1820946,39.6661797,37.7082329,30.6636753,30.7707577,30.2772655,20.0940819,22.1757526,19.5801849,0,10
535,0.4714898,0.4936126,0.3456301,0.3593898,0.3196984,0.3321387,0.386659,0.0683392,0.338482,-0.113175,0.3386844,0.2860037,-661.1752922,32.609333,30.2553959,27.7839336,25.6831989,25.6767216,24.4834156,22.8003616,21.627449,21.488245,20.5855274,19.7787437,19.1023159,61.6585617,61.6246834,59.46175,52.0009613,49.6138763,47.9430466,45.0720291,41.0727615,37.4881706,35.4302292,33.5810928,18.2189522,65.3863754,62.8518181,60.7434006,3320.09375,3318.524414,44.8646088,38.180172,36.5246353,34.3072243,53.6953316,54.8307381,58.2012901,48.6592216,43.3218193,42.1822357,39.3154068,37.6807327,30.9556198,30.8239307,30.3003674,20.1113186,22.1755142,19.873106,0,10
536,0.4444737,0.5258126,0.3570069,0.3926029,0.3188888,0.3381977,0.3881719,0.0681046,0.3585015,-0.0536523,0.4223734,0.3314654,-661.1752922,32.4975662,30.1361656,27.8251095,25.6364098,25.678299,24.4138832,22.7814903,21.625618,21.4571877,20.584074,19.7795696,19.0864277,61.6090279,61.4868889,59.3882141,52.0498009,49.505146,47.8657074,44.9959984,41.0333557,37.4639664,35.4336624,33.5504112,18.6466732,65.2410812,62.9246521,60.6714058,3320.094727,3318.525635,44.820507,38.1675377,36.495903,34.2761879,53.8555527,54.9760895,58.0916901,48.7962952,43.5036011,42.1000443,39.2569122,37.5549316,31.111702,30.8484402,30.0704784,20.1322727,22.1623135,20.1051369,0,10
537,0.4293068,0.5049773,0.3297948,0.4117455,0.3566488,0.3636456,0.4333059,0.0411304,0.3357151,-0.025042,0.42753,0.3793867,-661.1752922,32.4008026,30.1196747,27.9624653,25.664814,25.7135086,24.40979,22.7861023,21.6275806,21.4223385,20.5511284,19.7670994,19.0785179,61.3897705,61.3395271,59.2973747,51.8196335,49.5129852,47.7998466,44.9195938,40.9898567,37.4573097,35.4288635,33.5347328,18.3932056,65.1754379,62.7931366,60.6277237,3320.095703,3318.526367,44.9189148,38.1284027,36.4720383,34.2668877,54.0696297,54.5369377,58.007473,48.8711624,43.6522942,42.0848465,39.3013611,37.5236282,30.9230385,30.631855,30.0107002,20.1027126,22.1540394,20.3413048,0,10
538,0.4186426,0.5033538,0.3700748,0.3991474,0.358857,0.3547086,0.4113693,0.0005517,0.3111382,-0.0599005,0.3795145,0.3800214,-661.1752922,32.3485413,30.0759335,27.8462143,25.647728,25.6960392,24.3499413,22.7189751,21.632803,21.4192181,20.5343437,19.7385197,19.077673,61.2629356,61.1651726,59.2074966,51.8132668,49.4470253,47.7556839,44.859745,40.9614677,37.4075623,35.3711472,33.5016556,18.3501625,65.0802765,62.6728668,60.5511627,3320.093506,3318.52417,44.8268013,38.1458664,36.441288,34.2278328,53.7241592,54.512516,57.9212608,48.7748032,43.6555519,41.9749603,39.5175858,37.4585495,30.4618893,30.4809189,30.0651913,20.0969315,22.1334858,20.540081,0,10
539,0.3897307,0.4822479,0.375917,0.3927666,0.3589306,0.3725827,0.4383488,0.0129833,0.3217177,-0.0952524,0.3330206,0.3365432,-661.1752922,32.2333908,30.0210648,27.7142792,25.5692196,25.652668,24.3303566,22.6834564,21.6635933,21.4743328,20.5537834,19.7724171,19.0880146,61.1711655,61.0939255,59.1052628,51.7627182,49.3264618,47.7094688,44.8642807,40.9243164,37.3669434,35.3454056,33.4841156,18.2772541,64.9485626,62.5446663,60.4527054,3320.095703,3318.526367,44.7697334,38.1041336,36.3972397,34.2024345,53.3068008,54.5424728,57.8628235,48.5712128,43.8057327,41.8607597,39.6697998,37.3271408,30.2595806,30.3933411,30.1431885,20.1061306,22.114994,20.6012611,0,10
540,0.3738528,0.4689891,0.3796067,0.3988202,0.3686466,0.361525,0.3949798,-0.0247807,0.3399468,-0.0750278,0.3573665,0.3340043,-661.1752922,32.2328262,29.9143524,27.6046829,25.5493793,25.6264038,24.2707748,22.6775837,21.6057835,21.4737606,20.5452442,19.7695656,19.1033993,61.0974922,60.9690933,59.0057068,51.6871262,49.2888908,47.650753,44.8919373,40.9088593,37.3398666,35.3208923,33.4453087,17.9896088,64.8231888,62.3651009,60.3808212,3320.097656,3318.52832,44.6244316,38.117012,36.3701286,34.168148,53.2822533,54.5290108,57.8041153,48.6628685,43.6755142,41.8330193,39.8131523,37.093441,30.268795,30.4055653,30.2434826,20.0884686,22.1000175,20.6674728,0,10
