s,C,C,C,m/s,m/s,m/s,C,C,C,m/s,m/s,m/s,m/s,m/s,C,m/s,m/s,C,m/s,m/s,C,m/s,m/s,C,m/s,m/s,C,m/s,m/s,C,m/s,m/s,C,m/s,m/s,C
Time,"FF1_0p3_m_TEMP","FF1_1_m_TEMP","FF1_2_m_TEMP","FF1_0p3_m_VEL","FF1_1_m_VEL","FF1_2_m_VEL","FF2_0p3_m_TEMP","FF2_1_m_TEMP","FF2_2_m_TEMP","FF2_0p3_m_VEL","FF2_1_m_VEL","FF2_2_m_VEL","FRONT_DOOR_V_1","FRONT_DOOR_W_1","FRONT_DOOR_TEMP_1","FRONT_DOOR_V_2","FRONT_DOOR_W_2","FRONT_DOOR_TEMP_2","FRONT_DOOR_V_3","FRONT_DOOR_W_3","FRONT_DOOR_TEMP_3","FRONT_DOOR_V_4","FRONT_DOOR_W_4","FRONT_DOOR_TEMP_4","FRONT_DOOR_V_5","FRONT_DOOR_W_5","FRONT_DOOR_TEMP_5","FRONT_DOOR_V_6","FRONT_DOOR_W_6","FRONT_DOOR_TEMP_6","FRONT_DOOR_V_7","FRONT_DOOR_W_7","FRONT_DOOR_TEMP_7","FRONT_DOOR_V_8","FRONT_DOOR_W_8","FRONT_DOOR_TEMP_8"
 2.6900447E+002, 3.4844341E+001, 6.5017433E+001, 1.1653500E+002, 9.7492307E-001, 9.6177179E-001, 2.2194641E+000, 2.2880928E+001, 4.1473286E+001, 5.3977276E+001, 4.0781651E-002, 2.2970138E-001, 4.6510035E-001,-5.6722039E-001, 6.1123949E-001, 4.4580570E+001,-9.1808069E-001, 3.3110216E-001, 4.3082912E+001,-1.0512806E+000, 2.2590917E-001, 4.2607048E+001,-1.1202022E+000, 1.6291311E-001, 4.0219761E+001,-1.0752667E+000, 9.1964595E-002, 3.7532940E+001,-8.1287295E-001,-3.4186304E-001, 3.6524136E+001,-1.0154990E+000,-4.2481947E-001, 3.4460350E+001,-7.3529088E-001,-2.2482620E-001, 3.2102505E+001
 2.7000364E+002, 4.0002609E+001, 6.2745033E+001, 1.1419918E+002, 6.0572481E-001, 5.5747831E-001, 1.9217378E+000, 2.2925737E+001, 4.0972435E+001, 6.0928505E+001, 4.3158341E-002, 2.0289230E-001, 3.4420708E-001,-5.2223629E-001, 5.3166336E-001, 4.1717995E+001,-7.9767203E-001, 2.3873456E-001, 3.8726086E+001,-9.1074675E-001, 5.6681212E-002, 3.2186687E+001,-1.2419728E+000, 1.0747019E-001, 2.9852545E+001,-1.3874279E+000,-2.1046914E-002, 3.0439762E+001,-1.0204644E+000,-4.4689082E-002, 3.1652283E+001,-9.7098106E-001,-1.0875694E-001, 3.2880043E+001,-8.3178133E-001,-2.8423482E-001, 3.1841478E+001
 2.7101282E+002, 4.8308006E+001, 6.1375511E+001, 1.3191437E+002, 5.5340880E-001, 3.1630117E-001, 2.0231824E+000, 2.3325712E+001, 4.1038078E+001, 5.4343796E+001, 5.6492466E-002, 2.2029361E-001, 2.4703631E-001,-9.0212411E-001, 5.7335943E-001, 4.3154343E+001,-1.0674481E+000, 3.4397879E-001, 4.0860703E+001,-9.7352391E-001, 1.0870669E-001, 3.5947342E+001,-8.2105732E-001,-2.7176675E-003, 3.4661579E+001,-7.6014018E-001,-1.1395358E-001, 3.3418682E+001,-8.6654121E-001,-1.7217535E-001, 3.1462776E+001,-1.1833062E+000,-1.0576768E-001, 3.0934175E+001,-1.0523186E+000,-2.7369532E-001, 3.0185360E+001
 2.7200527E+002, 6.3396545E+001, 8.1111511E+001, 1.2189339E+002, 6.3525367E-001, 7.9534864E-001, 1.8367332E+000, 2.4111448E+001, 4.2001305E+001, 5.2911800E+001, 5.9625499E-002, 1.9797935E-001, 2.2799368E-001,-6.2307066E-001, 6.2524122E-001, 4.9294613E+001,-7.0955932E-001, 5.7628000E-001, 4.6630348E+001,-7.2572970E-001, 3.4164310E-001, 4.0124374E+001,-6.0156548E-001, 2.1385364E-001, 4.1007591E+001,-6.7270654E-001, 1.1965100E-001, 4.0603931E+001,-7.1119136E-001,-1.3271613E-001, 3.5684746E+001,-1.1248397E+000,-4.3657327E-001, 3.2706944E+001,-9.6937466E-001,-1.8656912E-001, 3.0537024E+001
 2.7300897E+002, 5.4403877E+001, 8.1312981E+001, 1.1128130E+002, 8.0664992E-001, 4.1113842E-001, 1.3566935E+000, 2.4937975E+001, 4.2762043E+001, 6.3156521E+001, 4.6076991E-002, 1.6359776E-001, 8.6317831E-001,-8.3649838E-001, 5.1380974E-001, 4.4007004E+001,-8.1215543E-001, 5.1028109E-001, 4.1696262E+001,-8.8291955E-001, 2.6690367E-001, 4.2123234E+001,-8.1553882E-001, 7.6671764E-002, 4.1738991E+001,-8.9263850E-001,-7.2260812E-002, 4.1542858E+001,-8.7443006E-001,-2.4598527E-001, 4.0119568E+001,-9.6436101E-001,-1.1671178E-001, 3.4193253E+001,-6.1338812E-001, 4.9785148E-002, 3.0281557E+001
 2.7400332E+002, 5.8572746E+001, 9.1498329E+001, 1.4366660E+002, 4.2969382E-001, 1.1080743E+000, 1.8123317E+000, 2.5191078E+001, 4.2789925E+001, 6.0272167E+001, 4.6617441E-002, 1.6393667E-001, 3.8560379E-001,-8.8017911E-001, 5.6423032E-001, 4.5618618E+001,-9.1125983E-001, 5.4367924E-001, 4.5482861E+001,-8.2354099E-001, 1.2781592E-001, 4.6255775E+001,-6.8300557E-001, 3.2661807E-002, 4.4332195E+001,-7.5400668E-001, 1.1467800E-001, 4.0932442E+001,-5.7381940E-001, 9.4279982E-003, 3.5743530E+001,-6.4997596E-001,-2.5963627E-002, 3.3628300E+001,-6.7729306E-001, 8.6540664E-003, 3.2203636E+001
 2.7500175E+002, 4.8756855E+001, 8.8758453E+001, 1.0872237E+002, 8.1352764E-001, 1.0126038E+000, 1.9475397E+000, 2.4731668E+001, 4.2949291E+001, 5.6841553E+001, 6.2694505E-002, 1.8955649E-001, 3.2631463E-001,-9.2087489E-001, 4.5802349E-001, 4.7448380E+001,-8.3555824E-001, 4.2119288E-001, 4.6444489E+001,-8.9180428E-001, 8.5955851E-002, 4.2215206E+001,-7.8525424E-001,-1.5964887E-001, 4.5586094E+001,-9.0524775E-001,-1.4932087E-001, 4.5842384E+001,-6.2184304E-001,-1.8747343E-001, 4.0614017E+001,-8.1281877E-001,-1.8814895E-001, 3.8416683E+001,-9.3531221E-001,-2.4806511E-001, 3.3858894E+001
 2.7600243E+002, 4.5220310E+001, 5.9851120E+001, 1.0780765E+002, 7.0724708E-001, 5.0969946E-001, 1.6744825E+000, 2.4361275E+001, 4.3151482E+001, 5.8668415E+001, 8.0322213E-002, 1.6575263E-001, 3.4811625E-001,-7.6813042E-001, 5.2028483E-001, 4.1877071E+001,-7.7894396E-001, 6.6826433E-001, 4.1942608E+001,-8.7398624E-001, 2.6961845E-001, 4.2835041E+001,-8.6310554E-001,-2.5657713E-003, 4.5167973E+001,-7.0460355E-001,-2.4382029E-001, 4.5993935E+001,-6.9960922E-001,-7.8238091E-003, 3.5922348E+001,-7.8712767E-001,-1.6189940E-001, 3.4873451E+001,-8.1426281E-001,-7.6042660E-002, 3.3164391E+001
 2.7701120E+002, 4.9990540E+001, 6.7624840E+001, 1.3210550E+002, 6.9474334E-001, 7.4658555E-001, 2.0576367E+000, 2.4669947E+001, 4.3256939E+001, 6.0564068E+001, 9.3401007E-002, 1.6978996E-001, 2.7395654E-001,-5.5544591E-001, 5.0975215E-001, 4.7627708E+001,-5.9754020E-001, 4.0808141E-001, 4.7616138E+001,-9.6572679E-001, 2.6530632E-001, 4.4321846E+001,-9.5478606E-001, 1.1153675E-001, 4.4362129E+001,-9.1864210E-001,-9.7334534E-002, 4.5560349E+001,-7.8338706E-001, 4.6371743E-002, 3.5229324E+001,-5.0889337E-001,-3.9345317E-002, 3.2966835E+001,-9.3641931E-001,-2.5969535E-002, 3.2168694E+001
 2.7800391E+002, 4.4462883E+001, 6.4490852E+001, 1.1992132E+002, 9.3461895E-001, 5.3241807E-001, 2.1968493E+000, 2.5096006E+001, 4.4184055E+001, 5.8016857E+001, 8.9383908E-002, 1.8235429E-001, 1.8490252E-001,-4.1632763E-001, 3.8376898E-001, 4.5727585E+001,-3.6993361E-001, 2.4862705E-001, 4.4232494E+001,-6.6461235E-001, 3.7777579E-001, 4.1864140E+001,-7.4083614E-001, 1.2289363E-001, 3.9925259E+001,-6.8949586E-001, 4.2119557E-003, 4.2526909E+001,-6.0602880E-001,-2.0156657E-002, 3.9626125E+001,-4.0987441E-001,-3.9146578E-001, 3.4135220E+001,-8.9797658E-001,-2.0892464E-001, 3.2832340E+001
 2.7900815E+002, 4.9041962E+001, 7.4590462E+001, 1.3421796E+002, 9.4266176E-001, 4.2194945E-001, 1.8137828E+000, 2.5158243E+001, 4.5449398E+001, 5.8428871E+001, 8.6940914E-002, 1.8045774E-001, 2.2230156E-001,-4.6507791E-001, 4.7303867E-001, 4.4064957E+001,-5.3589845E-001, 3.9285240E-001, 4.2589088E+001,-8.8114369E-001, 2.0966864E-001, 4.1790134E+001,-8.4828341E-001, 1.0489897E-001, 4.0995502E+001,-5.5225074E-001, 1.0786929E-001, 4.0005554E+001,-5.7848603E-001,-6.5875471E-002, 4.0359219E+001,-5.2722764E-001,-5.5878345E-002, 3.8905743E+001,-9.5919669E-001, 1.1093588E-002, 3.3298759E+001
 2.8001078E+002, 5.1055916E+001, 5.1284496E+001, 1.3631071E+002, 5.3142798E-001, 7.6149601E-001, 2.3875701E+000, 2.4961020E+001, 4.5740543E+001, 5.8256306E+001, 1.0033811E-001, 1.8907574E-001, 2.5278178E-001,-5.9577858E-001, 4.9542022E-001, 4.0727825E+001,-6.3361639E-001, 3.1738278E-001, 4.0296761E+001,-6.5382904E-001, 2.1235327E-001, 3.5935131E+001,-9.8113436E-001,-2.1536343E-002, 3.2471413E+001,-1.3053780E+000,-1.0366434E-001, 3.0946312E+001,-1.2555081E+000,-5.2281928E-001, 3.3671200E+001,-9.7271359E-001,-3.1892273E-001, 3.3375992E+001,-7.1450508E-001,-1.9410822E-001, 3.0589497E+001
 2.8101041E+002, 4.7266991E+001, 9.4446442E+001, 1.4458208E+002, 1.0714937E+000, 9.6200979E-001, 1.8285295E+000, 2.4445921E+001, 4.5812729E+001, 5.8817291E+001, 1.0795249E-001, 1.9365986E-001, 2.9795074E-001,-6.3138211E-001, 5.9867704E-001, 4.6521008E+001,-9.1938514E-001, 4.8979133E-001, 4.6565525E+001,-1.0185081E+000, 2.5588626E-001, 4.1478996E+001,-1.2758960E+000,-7.3322952E-002, 3.9221146E+001,-1.2727591E+000,-1.9342676E-001, 3.5335674E+001,-1.0153600E+000,-6.4455098E-001, 3.3212585E+001,-7.5129199E-001,-9.6642062E-002, 3.3922455E+001,-8.4054673E-001, 3.8473807E-002, 3.2153629E+001
 2.8200332E+002, 4.4233841E+001, 8.8062943E+001, 1.2397268E+002, 1.2981459E+000, 5.7993639E-001, 1.5751983E+000, 2.3798767E+001, 4.5984665E+001, 5.7735596E+001, 9.7426705E-002, 1.8435150E-001, 3.0081978E-001,-7.5409603E-001, 5.2880657E-001, 4.5236057E+001,-8.2854700E-001, 5.2097791E-001, 4.4141937E+001,-8.0697763E-001, 4.3582225E-001, 4.2161255E+001,-7.9367596E-001,-7.9858020E-002, 4.2204384E+001,-6.0826367E-001,-3.0809734E-002, 3.9006172E+001,-7.6506960E-001,-1.6511241E-001, 3.9677647E+001,-7.9215169E-001,-9.8472953E-002, 3.6254456E+001,-9.2366427E-001,-1.6248183E-001, 3.4475407E+001
 2.8300015E+002, 5.9171795E+001, 8.0183212E+001, 1.2863869E+002, 5.7069194E-001, 4.3989503E-001, 1.9409934E+000, 2.3356161E+001, 4.5348057E+001, 6.0656040E+001, 7.7613659E-002, 1.7997265E-001, 3.4919405E-001,-7.9850656E-001, 8.0513602E-001, 4.8305260E+001,-7.8941441E-001, 6.2235844E-001, 4.6427238E+001,-9.6644479E-001, 1.3297921E-001, 4.0688564E+001,-7.2706121E-001,-3.1514995E-002, 3.8897945E+001,-7.3020452E-001,-1.2609056E-003, 3.7389114E+001,-3.3881733E-001,-2.4695367E-001, 3.6137493E+001,-4.7076964E-001,-3.1665227E-001, 3.3575184E+001,-6.2104493E-001,-2.4410865E-001, 3.1797472E+001
 2.8401440E+002, 6.1278103E+001, 6.7712059E+001, 1.3218024E+002, 6.3398123E-001, 7.0945108E-001, 2.1747704E+000, 2.3418499E+001, 4.4760937E+001, 5.7388084E+001, 6.1622631E-002, 1.6427059E-001, 3.0495581E-001,-8.9031982E-001, 5.2391225E-001, 4.5236996E+001,-8.7968659E-001, 4.6539640E-001, 4.3941837E+001,-1.0401101E+000,-4.2568024E-002, 4.5689842E+001,-1.1774518E+000,-1.1543591E-001, 4.5716698E+001,-1.1126758E+000,-2.1989916E-001, 4.5423145E+001,-3.5581726E-001,-2.9257575E-001, 3.6652878E+001,-5.5131418E-001,-3.3085731E-001, 3.5832123E+001,-6.1236399E-001,-9.8319799E-002, 3.3187580E+001
 2.8500898E+002, 5.1429771E+001, 6.4756332E+001, 1.4144231E+002, 7.2236192E-001, 8.3979428E-001, 1.9891930E+000, 2.3808376E+001, 4.4999287E+001, 5.7271420E+001, 5.5357300E-002, 1.7513126E-001, 3.1805789E-001,-6.6191798E-001, 4.8414645E-001, 4.5600365E+001,-7.8943169E-001, 3.4333932E-001, 4.3083202E+001,-8.0735636E-001,-6.7145862E-002, 3.7901546E+001,-7.6137787E-001,-1.2386688E-001, 3.4703014E+001,-9.3923932E-001,-1.7881899E-001, 3.4235249E+001,-6.1161119E-001,-2.0207013E-001, 3.4688290E+001,-7.5745416E-001,-3.5449913E-001, 3.7587357E+001,-3.5833997E-001,-2.1812032E-001, 3.5227589E+001
 2.8601163E+002, 5.8942078E+001, 8.7512085E+001, 1.4576022E+002, 4.3665153E-001, 6.1446142E-001, 2.3069739E+000, 2.4164440E+001, 4.5155285E+001, 6.4573845E+001, 5.7341632E-002, 2.1059558E-001, 8.3686656E-001,-1.0149136E+000, 4.1282582E-001, 4.5988281E+001,-1.1497107E+000, 2.1257396E-001, 4.3466053E+001,-7.1607494E-001,-1.1423857E-001, 4.0345207E+001,-7.5898862E-001,-1.1462107E-001, 3.6649635E+001,-1.3782879E+000,-2.1382812E-001, 3.0981422E+001,-1.2120086E+000,-5.6445861E-001, 2.9903717E+001,-8.4207827E-001,-7.4944836E-001, 3.1610415E+001,-7.0679063E-001,-7.1719992E-001, 3.1412367E+001
 2.8700051E+002, 4.0300526E+001, 7.0815895E+001, 1.5432333E+002, 1.1763527E+000, 9.2364639E-001, 2.5356290E+000, 2.4171865E+001, 4.5472237E+001, 7.0557312E+001, 5.6706551E-002, 2.4853934E-001, 8.7314796E-001,-9.8505300E-001,-3.5887167E-002, 4.4454067E+001,-1.1868690E+000,-9.9785618E-002, 4.3047497E+001,-6.6658324E-001,-1.9440654E-001, 4.1971210E+001,-1.2558274E+000,-1.7525648E-001, 3.5369343E+001,-1.0760498E+000,-2.9203638E-001, 3.1338556E+001,-1.4424515E+000,-5.3921241E-001, 2.8173063E+001,-1.2219507E+000,-6.5764832E-001, 2.8755751E+001,-8.9066881E-001,-7.7920747E-001, 3.0159422E+001
 2.8800495E+002, 4.2445118E+001, 7.2032623E+001, 1.5119957E+002, 1.2836019E+000, 4.1799778E-001, 2.6553869E+000, 2.4131033E+001, 4.5699524E+001, 5.9638756E+001, 5.8995400E-002, 2.4258153E-001, 5.8974314E-001,-8.0135208E-001, 3.5149276E-001, 4.9126942E+001,-9.8888010E-001, 2.7938503E-001, 4.3506504E+001,-1.0637985E+000, 1.4848046E-001, 3.8123596E+001,-1.0203224E+000,-1.9665693E-001, 3.7261189E+001,-9.6807301E-001,-1.0157819E-001, 3.3622303E+001,-8.9489001E-001,-1.3879353E-001, 3.0313110E+001,-1.0370612E+000, 8.0862697E-003, 3.1684044E+001,-9.1525835E-001,-1.2642464E-001, 3.1864027E+001
 2.8900717E+002, 4.8032127E+001, 8.0753746E+001, 1.2572751E+002, 8.2518435E-001, 7.8225929E-001, 1.9383334E+000, 2.4251207E+001, 4.5795174E+001, 6.9552864E+001, 6.0089864E-002, 2.5151339E-001, 4.4336191E-001,-9.3640113E-001, 3.2616392E-001, 4.8521481E+001,-9.8759127E-001, 3.6603293E-001, 4.6782269E+001,-1.1680112E+000, 2.2515967E-001, 4.3133423E+001,-1.1000582E+000, 6.3281953E-002, 4.2285988E+001,-9.0868956E-001,-1.6176255E-001, 4.1361713E+001,-1.0771426E+000,-3.6549896E-001, 3.3573071E+001,-5.8500731E-001,-3.0089536E-001, 3.1610409E+001,-9.5223564E-001,-3.9049420E-001, 3.1475578E+001
 2.9000747E+002, 4.2469463E+001, 7.5381439E+001, 1.5268361E+002, 1.2300057E+000, 4.4827959E-001, 2.4442513E+000, 2.4549955E+001, 4.6787781E+001, 7.2001236E+001, 6.1884787E-002, 3.0001274E-001, 7.9219937E-001,-8.1035942E-001, 7.0532554E-001, 4.8493111E+001,-8.1877339E-001, 6.1777383E-001, 4.6091267E+001,-1.0380149E+000, 2.4637486E-001, 4.2137600E+001,-1.0957234E+000, 1.4861897E-001, 4.2393127E+001,-1.0365239E+000,-1.6549464E-001, 4.3922150E+001,-9.1328228E-001,-1.3125302E-001, 3.7730434E+001,-4.8535916E-001,-3.3373341E-002, 3.3602135E+001,-8.4004867E-001,-2.6947820E-001, 3.1130621E+001
 2.9100554E+002, 6.5862946E+001, 7.6519257E+001, 1.2012868E+002, 6.8956208E-001, 3.9961895E-001, 1.4450763E+000, 2.4819616E+001, 4.5706665E+001, 7.6128998E+001, 6.7102119E-002, 3.1916893E-001, 9.5314378E-001,-8.5972899E-001, 6.1979276E-001, 5.0497036E+001,-8.1906611E-001, 4.5565942E-001, 4.7147118E+001,-6.8083650E-001, 2.3973783E-002, 4.1582642E+001,-7.0034373E-001, 1.7655244E-002, 4.1182449E+001,-8.3372259E-001,-7.9992853E-002, 4.0113022E+001,-7.3737526E-001,-2.3270744E-001, 3.6216480E+001,-6.6389877E-001,-2.3755494E-001, 3.3771832E+001,-5.5718613E-001,-1.9244026E-001, 3.2523972E+001
 2.9200159E+002, 6.7496109E+001, 9.0429192E+001, 1.2285223E+002, 5.2471250E-001, 4.9143881E-001, 1.8807617E+000, 2.4990995E+001, 4.7021797E+001, 6.2781391E+001, 7.4260838E-002, 2.8944275E-001, 2.5080299E-001,-1.0019215E+000, 3.0936694E-001, 4.7128220E+001,-9.4827461E-001, 2.4720708E-001, 4.4326260E+001,-1.0226544E+000, 1.7810288E-001, 4.1392059E+001,-1.1291265E+000, 6.9099002E-002, 3.9721588E+001,-1.2242517E+000, 1.9196136E-002, 3.7224045E+001,-9.8437655E-001,-1.1170644E-001, 3.3388588E+001,-1.0616030E+000,-3.4213400E-001, 3.5442802E+001,-9.0321046E-001,-4.7301364E-001, 3.5681911E+001
 2.9300323E+002, 6.0471909E+001, 6.6024437E+001, 1.1284741E+002, 7.3523206E-001, 1.1061833E+000, 1.5678160E+000, 2.5012886E+001, 4.8425423E+001, 5.8982208E+001, 8.2200855E-002, 2.4196291E-001, 1.5876535E-001,-6.8780154E-001, 2.8609571E-001, 5.1232216E+001,-8.4222162E-001, 4.0237883E-001, 4.9728550E+001,-8.4807259E-001, 2.5182974E-001, 4.6543850E+001,-9.2291403E-001, 8.3782405E-002, 4.4480995E+001,-7.6571780E-001, 2.4225585E-002, 4.3951397E+001,-2.0998633E-001, 3.6837805E-002, 3.6125717E+001,-3.7767023E-001,-2.2446530E-001, 3.3535095E+001,-1.2499831E+000,-4.4849256E-001, 3.2254940E+001
 2.9401270E+002, 5.3177654E+001, 7.0533531E+001, 1.4843681E+002, 7.6068050E-001, 8.7855846E-001, 1.8589461E+000, 2.4570999E+001, 4.8348557E+001, 6.4092621E+001, 8.9153267E-002, 2.1644366E-001, 1.6279450E-001,-5.8294374E-001, 3.6972117E-001, 5.1588154E+001,-9.1554904E-001, 4.5169833E-001, 5.1270420E+001,-1.1298932E+000, 1.8152937E-001, 4.6123463E+001,-7.2503483E-001, 1.0321766E-001, 4.2425449E+001,-7.4604654E-001, 1.3231353E-001, 4.1764565E+001,-7.8241152E-001,-7.0840597E-002, 3.4575562E+001,-6.2297803E-001,-3.9059213E-001, 3.2491817E+001,-1.0092067E+000,-5.6395197E-001, 3.1587952E+001
 2.9500759E+002, 4.7262077E+001, 7.0280273E+001, 1.2561495E+002, 1.0219837E+000, 7.9680890E-001, 1.8057050E+000, 2.3674084E+001, 4.8113117E+001, 6.8920624E+001, 8.9826673E-002, 2.0778792E-001, 1.7429982E-001,-6.8380517E-001, 4.1356102E-001, 5.0643749E+001,-5.9217376E-001, 4.5769104E-001, 4.8486832E+001,-7.0310020E-001, 2.3456778E-001, 4.5515789E+001,-1.1890926E+000, 8.5466877E-002, 3.8228630E+001,-1.6194258E+000, 7.2465934E-002, 3.5022560E+001,-1.1766871E+000,-1.1555915E-001, 3.5634171E+001,-9.3244606E-001,-3.3572531E-001, 3.5792988E+001,-7.7707833E-001,-3.2111657E-001, 3.2219734E+001
 2.9600515E+002, 5.4463104E+001, 9.0179138E+001, 1.4490707E+002, 4.8076305E-001, 9.8927343E-001, 2.5543225E+000, 2.3196577E+001, 4.7706409E+001, 6.7897949E+001, 5.9891816E-002, 2.1982485E-001, 3.5119456E-001,-8.0150491E-001, 4.5715010E-001, 4.6250965E+001,-9.0235567E-001, 4.5762029E-001, 4.6020756E+001,-9.7550488E-001, 2.1623505E-002, 4.4191006E+001,-1.0270042E+000,-1.2647396E-001, 4.5455257E+001,-1.3909734E+000,-1.4027293E-001, 4.1745667E+001,-1.4730139E+000,-2.6577914E-001, 3.5378998E+001,-1.5690390E+000,-5.7942998E-001, 3.0909521E+001,-1.1972078E+000,-4.7654811E-001, 3.0985849E+001
 2.9700761E+002, 4.5994186E+001, 6.7665230E+001, 1.2088662E+002, 8.8378406E-001, 8.6473072E-001, 2.2855690E+000, 2.3456604E+001, 4.7112556E+001, 6.7088478E+001, 3.6781777E-002, 2.0505792E-001, 6.1593765E-001,-1.0096974E+000, 5.2827847E-001, 4.9102474E+001,-7.8092664E-001, 4.5254222E-001, 4.8760239E+001,-1.1423370E+000, 2.0980057E-001, 4.7360428E+001,-1.1324716E+000,-1.3424893E-001, 4.6341736E+001,-1.3176522E+000,-1.9346397E-001, 4.1955036E+001,-1.1769133E+000,-5.0117046E-001, 3.7563698E+001,-9.6579343E-001,-5.0356901E-001, 3.4583424E+001,-1.3129349E+000,-4.4566908E-001, 3.0394760E+001
 2.9800748E+002, 4.9972183E+001, 6.6800148E+001, 1.2474825E+002, 7.2890615E-001, 8.0145204E-001, 2.0516174E+000, 2.4402287E+001, 4.7792374E+001, 6.6120323E+001, 2.9639255E-002, 1.9629359E-001, 4.9166214E-001,-6.9634074E-001, 4.7798961E-001, 4.7708130E+001,-8.8473588E-001, 3.9550918E-001, 4.5874249E+001,-7.8642184E-001, 1.1787836E-001, 4.2613525E+001,-6.6650206E-001, 1.5425071E-001, 4.1608692E+001,-8.0255908E-001, 3.5103850E-002, 3.9662937E+001,-4.9545503E-001,-2.1612926E-001, 3.5748398E+001,-5.8443511E-001,-2.3848368E-001, 3.4153976E+001,-9.8759359E-001,-1.0295391E-001, 3.1795296E+001
 2.9900260E+002, 4.6019333E+001, 7.3790291E+001, 1.1001607E+002, 7.9662073E-001, 7.7680963E-001, 1.7714227E+000, 2.4798174E+001, 4.9173985E+001, 6.4399017E+001, 3.2824751E-002, 1.9538276E-001, 4.2196837E-001,-9.3695909E-001, 3.1235051E-001, 4.9011482E+001,-8.1578505E-001, 3.7603074E-001, 4.5871540E+001,-7.7394003E-001, 2.8233674E-001, 3.9824535E+001,-6.7906582E-001,-7.9604618E-002, 3.7813869E+001,-9.9912840E-001,-1.1191588E-001, 3.6382427E+001,-1.1633679E+000,-2.6252162E-001, 3.6394073E+001,-1.2263169E+000,-4.3910354E-001, 3.4496998E+001,-1.0371006E+000,-4.2547765E-001, 3.1060627E+001
 3.0000454E+002, 4.6066612E+001, 6.8456459E+001, 1.5675470E+002, 9.6383178E-001, 3.9502838E-001, 2.5946624E+000, 2.3887808E+001, 5.0291687E+001, 7.0317924E+001, 6.3150361E-002, 2.1354471E-001, 3.8139361E-001,-1.1977195E+000, 3.6728200E-001, 4.6860695E+001,-1.0926782E+000, 2.2647896E-001, 4.6154243E+001,-1.1275773E+000, 5.9742685E-002, 4.3339081E+001,-1.0077195E+000,-1.2859860E-001, 4.1974697E+001,-1.0096047E+000,-2.5202498E-001, 3.8957104E+001,-1.4139246E+000,-3.7582055E-001, 3.6186588E+001,-1.4552101E+000,-4.6129128E-001, 3.4581738E+001,-1.2689104E+000,-4.5955682E-001, 3.0200119E+001
 3.0100647E+002, 5.7921425E+001, 7.2986313E+001, 1.6181863E+002, 7.7157915E-001, 5.1309580E-001, 2.8635445E+000, 2.3560404E+001, 5.0566311E+001, 6.4085236E+001, 8.1715658E-002, 2.0264463E-001, 3.2583463E-001,-1.1923288E+000, 4.8217335E-001, 4.3059658E+001,-1.2159575E+000, 2.6105478E-001, 4.1235126E+001,-9.6683884E-001,-1.2729716E-001, 4.0435432E+001,-1.1942756E+000,-5.7581723E-002, 4.1040154E+001,-1.1869698E+000,-1.5960166E-001, 4.1319016E+001,-7.8840548E-001,-2.7124348E-001, 3.8481682E+001,-8.9690596E-001,-8.9924134E-002, 3.8092884E+001,-8.0245745E-001,-1.4969316E-002, 3.4736664E+001
 3.0200203E+002, 6.4277275E+001, 7.8321671E+001, 1.6079723E+002, 6.1686641E-001, 5.4669285E-001, 2.8640814E+000, 2.4998734E+001, 4.9215309E+001, 5.9049095E+001, 9.3108416E-002, 2.0201659E-001, 2.6768160E-001,-1.0208665E+000, 5.3449368E-001, 5.1086399E+001,-1.0588788E+000, 4.9184996E-001, 4.8617474E+001,-8.9285868E-001, 2.1626641E-001, 4.4376705E+001,-1.0157741E+000,-7.2085671E-002, 4.3622990E+001,-1.1088282E+000,-1.9802064E-001, 3.9896164E+001,-8.3960301E-001,-1.0498530E-001, 3.6035599E+001,-7.4476218E-001,-1.7995384E-001, 3.1943737E+001,-9.3165618E-001,-1.7857052E-001, 3.1019236E+001
 3.0300584E+002, 6.6603409E+001, 8.1184723E+001, 1.3398537E+002, 4.5503962E-001, 1.4707620E+000, 2.4671714E+000, 2.6022768E+001, 4.8826900E+001, 6.5734161E+001, 9.6681364E-002, 2.6442292E-001, 3.8089639E-001,-1.1077201E+000, 6.0405934E-001, 4.6907745E+001,-1.2378207E+000, 3.7325847E-001, 4.5819332E+001,-1.0587428E+000, 5.4345924E-002, 4.5109478E+001,-1.2584720E+000,-1.8049887E-001, 4.3056122E+001,-9.4053727E-001,-7.6361306E-002, 4.0147133E+001,-6.4857113E-001,-5.1771426E-003, 3.8071362E+001,-5.3610420E-001, 3.0641451E-002, 3.4125931E+001,-1.0573920E+000,-4.1241056E-001, 3.2299454E+001
 3.0401074E+002, 6.4731979E+001, 6.7046188E+001, 1.6588434E+002, 1.3637514E+000, 7.6193309E-001, 3.2142487E+000, 2.6389481E+001, 4.9729866E+001, 8.0598473E+001, 8.1645191E-002, 2.8073570E-001, 1.4584904E+000,-1.4750376E+000, 9.2906433E-001, 5.3434460E+001,-1.3240931E+000, 6.7298698E-001, 5.1779095E+001,-1.4148811E+000, 4.2025143E-001, 4.9928226E+001,-1.5704833E+000, 2.4136241E-001, 4.5525558E+001,-1.4731621E+000, 1.0051425E-001, 4.3745495E+001,-1.1717670E+000, 3.5183109E-002, 4.4407612E+001,-1.0062077E+000, 3.0079773E-002, 4.0658611E+001,-8.2090265E-001, 2.3091802E-002, 3.7863876E+001
