s,C,C,C,m/s,m/s,m/s,C,C,C,m/s,m/s,m/s,m/s,m/s,C,m/s,m/s,C,m/s,m/s,C,m/s,m/s,C,m/s,m/s,C,m/s,m/s,C,m/s,m/s,C,m/s,m/s,C
Time,"FF1_0p3_m_TEMP","FF1_1_m_TEMP","FF1_2_m_TEMP","FF1_0p3_m_VEL","FF1_1_m_VEL","FF1_2_m_VEL","FF2_0p3_m_TEMP","FF2_1_m_TEMP","FF2_2_m_TEMP","FF2_0p3_m_VEL","FF2_1_m_VEL","FF2_2_m_VEL","FRONT_DOOR_V_1","FRONT_DOOR_W_1","FRONT_DOOR_TEMP_1","FRONT_DOOR_V_2","FRONT_DOOR_W_2","FRONT_DOOR_TEMP_2","FRONT_DOOR_V_3","FRONT_DOOR_W_3","FRONT_DOOR_TEMP_3","FRONT_DOOR_V_4","FRONT_DOOR_W_4","FRONT_DOOR_TEMP_4","FRONT_DOOR_V_5","FRONT_DOOR_W_5","FRONT_DOOR_TEMP_5","FRONT_DOOR_V_6","FRONT_DOOR_W_6","FRONT_DOOR_TEMP_6","FRONT_DOOR_V_7","FRONT_DOOR_W_7","FRONT_DOOR_TEMP_7","FRONT_DOOR_V_8","FRONT_DOOR_W_8","FRONT_DOOR_TEMP_8"
 3.0500103E+002, 3.8665459E+001, 8.6072800E+001, 1.8344409E+002, 7.5361091E-001, 1.3198977E+000, 3.1969261E+000, 2.6109211E+001, 4.9665291E+001, 8.0140884E+001, 8.3401144E-002, 2.6426533E-001, 9.0503579E-001,-1.2810279E+000, 1.0293045E+000, 5.6068874E+001,-1.1791791E+000, 9.4292861E-001, 5.1778210E+001,-1.3627540E+000, 3.5725334E-001, 4.7193489E+001,-1.5035652E+000, 2.3121274E-001, 4.6197990E+001,-1.6029896E+000,-2.1265490E-001, 4.3838791E+001,-1.1266968E+000,-5.1481843E-001, 3.9803940E+001,-9.4136822E-001,-1.5419707E-001, 3.8519291E+001,-9.2961669E-001,-5.5950176E-002, 4.0963554E+001
 3.0601240E+002, 5.0998333E+001, 9.8836380E+001, 1.7853450E+002, 6.6129243E-001, 1.4093915E+000, 2.5814588E+000, 2.6074385E+001, 4.9858978E+001, 7.9664612E+001, 1.2129883E-001, 2.4372177E-001, 1.1277221E+000,-9.4076896E-001, 8.5599482E-001, 5.5225883E+001,-1.0148560E+000, 7.2568160E-001, 5.2704426E+001,-1.1330125E+000, 1.2158626E-001, 5.0917461E+001,-1.0946797E+000, 4.0306006E-002, 4.9799259E+001,-1.3739825E+000,-2.3156101E-001, 4.8773319E+001,-1.0350406E+000, 2.9089937E-002, 4.2889359E+001,-5.8336502E-001,-1.0179728E-001, 3.9740406E+001,-6.1013061E-001,-2.8282320E-001, 3.8288338E+001
 3.0700718E+002, 4.3527031E+001, 1.4751997E+002, 1.9680441E+002, 6.0255545E-001, 2.5534582E+000, 3.0065067E+000, 2.7241716E+001, 5.0064491E+001, 8.6542450E+001, 2.0062785E-001, 3.1451732E-001, 1.5308037E+000,-1.3614454E+000, 9.4596756E-001, 6.0692078E+001,-1.5366839E+000, 7.9570901E-001, 5.7468601E+001,-1.4362603E+000, 3.1334394E-001, 5.1267662E+001,-1.3813646E+000, 1.1265486E-001, 4.8842918E+001,-1.3648040E+000,-1.4444950E-001, 4.7930149E+001,-8.5673058E-001, 9.2441395E-002, 4.4573925E+001,-6.1802649E-001,-5.2328691E-002, 4.1795437E+001,-4.9515337E-001,-2.1749361E-001, 4.0288811E+001
 3.0800420E+002, 6.5150696E+001, 1.3807115E+002, 1.9259129E+002, 6.9718796E-001, 3.3150237E+000, 2.8051486E+000, 2.9830740E+001, 6.4536568E+001, 7.5543365E+001, 2.7141574E-001, 6.7607081E-001, 9.4463801E-001,-1.1243415E+000, 6.6758877E-001, 5.8379398E+001,-1.2699536E+000, 2.0245545E-001, 5.5256367E+001,-1.3353516E+000, 1.4880301E-001, 4.7525173E+001,-1.3290521E+000,-3.6725156E-002, 4.8248966E+001,-1.0747910E+000,-7.8826947E-003, 4.3323025E+001,-1.2198075E+000,-3.2374156E-001, 3.8473465E+001,-6.6196209E-001,-1.9789813E-001, 3.8116528E+001,-5.7845426E-001,-4.6551889E-001, 3.9691166E+001
 3.0900558E+002, 8.5727638E+001, 1.7021764E+002, 1.9492081E+002, 7.2721291E-001, 4.0902476E+000, 2.6619196E+000, 3.1131914E+001, 9.9330788E+001, 9.3140366E+001, 4.2354706E-001, 1.8414179E+000, 9.8076034E-001,-1.3078042E+000, 5.0844967E-001, 5.9220165E+001,-1.3596851E+000, 4.1028580E-001, 5.3070129E+001,-1.4333026E+000,-1.8508021E-003, 4.5571262E+001,-1.5995896E+000,-1.4137757E-001, 4.0439587E+001,-1.3387940E+000,-3.2197347E-001, 3.8132523E+001,-1.5232452E+000,-4.8444170E-001, 3.4907566E+001,-8.5109568E-001,-3.1598240E-001, 3.8054337E+001,-7.4180114E-001,-5.5571592E-001, 3.7362930E+001
 3.1000072E+002, 8.8902687E+001, 1.4916240E+002, 2.0036407E+002, 1.2065433E+000, 3.8097661E+000, 2.7496104E+000, 3.1978851E+001, 6.6540962E+001, 9.5339348E+001, 3.8851622E-001, 7.3928481E-001, 1.4087298E+000,-1.5815279E+000, 6.6958702E-001, 5.4629066E+001,-1.5374930E+000, 3.0481359E-001, 5.0825790E+001,-1.1825889E+000, 3.2732648E-001, 4.3675285E+001,-1.2004148E+000, 3.6269888E-001, 4.0223934E+001,-1.1886578E+000, 4.8344845E-001, 4.0156364E+001,-1.0061214E+000, 3.4465779E-002, 3.8284061E+001,-1.1175443E+000,-3.3605255E-002, 3.7427574E+001,-1.1334530E+000,-1.6572174E-001, 3.9690475E+001
 3.1100284E+002, 8.8940971E+001, 1.7086179E+002, 2.2584369E+002, 1.3155264E+000, 3.6804242E+000, 3.4543557E+000, 3.8536461E+001, 6.1142555E+001, 1.0470261E+002, 5.6005841E-001, 6.3524956E-001, 1.1378087E+000,-1.4734418E+000, 7.4648744E-001, 5.6299801E+001,-1.4845961E+000, 6.5640074E-001, 5.8291870E+001,-1.3538109E+000, 5.1832062E-001, 5.4192234E+001,-1.3410314E+000, 1.5894502E-001, 4.7115513E+001,-9.7663218E-001,-5.4479755E-002, 4.2078522E+001,-8.2520598E-001,-6.6176713E-002, 3.9126137E+001,-9.2586321E-001,-4.6685162E-001, 3.8210007E+001,-1.0309559E+000,-3.4923661E-001, 3.7405827E+001
 3.1200878E+002, 1.2715227E+002, 1.8788914E+002, 2.2004652E+002, 1.9661384E+000, 4.6608920E+000, 2.9243226E+000, 4.4244904E+001, 9.4751175E+001, 1.0990762E+002, 5.5370367E-001, 1.3162456E+000, 1.5961531E+000,-1.6120561E+000, 9.3044627E-001, 6.7651733E+001,-1.6374512E+000, 8.6189252E-001, 6.2401588E+001,-1.6847568E+000, 5.7950681E-001, 5.4019180E+001,-1.9171276E+000, 2.2079732E-001, 4.7173969E+001,-1.5470645E+000,-8.3680265E-002, 4.0780197E+001,-1.6407154E+000,-3.1196693E-001, 3.1931231E+001,-1.5482951E+000,-4.8282066E-001, 2.7521269E+001,-1.3138647E+000,-7.6266652E-001, 3.0025135E+001
 3.1300915E+002, 1.0559090E+002, 1.8596136E+002, 2.1912154E+002, 1.7361761E+000, 4.2002530E+000, 2.8884604E+000, 4.7020576E+001, 9.5219276E+001, 1.0413626E+002, 6.1371678E-001, 1.7904444E+000, 1.3737867E+000,-1.5643681E+000, 4.5941201E-001, 6.9781822E+001,-1.6567271E+000, 8.3056211E-001, 6.7472748E+001,-1.7650744E+000, 5.0626969E-001, 6.0158321E+001,-1.5632386E+000, 1.8398514E-001, 5.0533623E+001,-1.3899993E+000, 1.2712404E-001, 4.3348686E+001,-1.4175153E+000,-3.3414945E-001, 4.0249950E+001,-1.0161185E+000,-3.7871307E-001, 4.2555164E+001,-9.8908931E-001,-4.7963616E-001, 3.8292343E+001
 3.1400196E+002, 1.4550487E+002, 1.8055411E+002, 2.3329944E+002, 1.7083846E+000, 3.7243166E+000, 3.1306725E+000, 5.3115551E+001, 8.7824959E+001, 1.1444237E+002, 6.0506976E-001, 7.5525767E-001, 1.2639835E+000,-1.5533069E+000, 1.5809596E+000, 7.0079781E+001,-1.7544776E+000, 1.4031584E+000, 7.1837128E+001,-1.7986628E+000, 1.0221124E+000, 7.1949936E+001,-1.8404143E+000, 6.1105317E-001, 6.9867607E+001,-1.6350034E+000, 7.7916123E-002, 6.3338783E+001,-1.0639468E+000,-2.3680936E-001, 5.3094921E+001,-1.3247304E+000,-2.8912216E-001, 4.9554615E+001,-9.0568775E-001,-3.5378629E-001, 5.7202160E+001
 3.1500396E+002, 1.2390618E+002, 1.6031937E+002, 2.1895236E+002, 1.3062460E+000, 2.4537859E+000, 2.4008093E+000, 5.7979824E+001, 7.5927177E+001, 1.1485000E+002, 5.8941293E-001, 4.9841860E-001, 1.1328435E+000,-1.4791063E+000, 1.1123538E+000, 7.3653618E+001,-1.6882112E+000, 1.0639832E+000, 7.4509331E+001,-1.5128713E+000, 5.9217423E-001, 7.0463882E+001,-1.2523541E+000, 1.4191969E-001, 6.7292870E+001,-1.4056054E+000,-1.3167275E-001, 6.7773659E+001,-9.5287603E-001,-4.2929813E-002, 4.5976597E+001,-7.8035957E-001, 7.6535396E-002, 4.2624893E+001,-1.1190661E+000,-8.1184730E-003, 4.4529907E+001
 3.1600387E+002, 9.5951111E+001, 1.7434320E+002, 2.2443266E+002, 1.6078681E+000, 3.2746637E+000, 2.7721026E+000, 5.4535725E+001, 8.0618073E+001, 1.2152724E+002, 6.4512730E-001, 5.7864916E-001, 1.0614827E+000,-1.1316229E+000, 1.0636444E+000, 6.7139496E+001,-1.2918788E+000, 7.1161371E-001, 6.6891808E+001,-1.4623713E+000, 1.8461443E-001, 6.1863186E+001,-1.0794723E+000, 3.2296029E-001, 5.5462193E+001,-9.5642412E-001, 3.5146141E-001, 4.9614368E+001,-9.0249747E-001, 7.4511647E-002, 4.1247631E+001,-1.3080655E+000,-3.0958548E-001, 4.0098629E+001,-1.0618451E+000,-2.3038076E-001, 4.2794369E+001
 3.1700760E+002, 1.2342613E+002, 1.7921519E+002, 2.2175789E+002, 1.4767218E+000, 1.4572251E+000, 2.6086006E+000, 5.2856621E+001, 1.0003811E+002, 1.3456844E+002, 4.6387610E-001, 6.9665551E-001, 1.6089331E+000,-1.6986970E+000, 3.9111584E-001, 6.7515106E+001,-1.6993214E+000, 4.3377435E-001, 6.5604958E+001,-1.3172663E+000, 3.2406750E-001, 6.7380989E+001,-1.2079931E+000, 7.8971423E-003, 5.7218327E+001,-1.0138862E+000,-5.8358300E-002, 5.6463257E+001,-9.8493159E-001,-3.5096470E-001, 5.6938530E+001,-1.0159072E+000,-4.2805538E-001, 4.8447239E+001,-1.2552592E+000,-7.1224695E-001, 4.1125401E+001
 3.1800157E+002, 1.2179146E+002, 1.6783273E+002, 2.2962633E+002, 1.2623723E+000, 1.2270905E+000, 2.7360559E+000, 6.4065025E+001, 8.5278267E+001, 1.1476025E+002, 4.6494040E-001, 3.7370560E-001, 1.2426487E+000,-9.7015864E-001, 3.9486405E-001, 7.7051666E+001,-8.0274141E-001, 2.0007327E-001, 7.6640144E+001,-1.5289445E+000, 3.2943106E-001, 6.4620872E+001,-1.4466294E+000, 1.1296527E-002, 6.1708408E+001,-1.5527896E+000,-4.9825903E-002, 5.2131435E+001,-7.8082836E-001,-9.4797447E-002, 4.4806309E+001,-1.4682766E+000,-6.7599517E-001, 4.1527927E+001,-7.2556007E-001,-6.0232472E-001, 3.6304039E+001
 3.1900271E+002, 1.4883574E+002, 1.8531148E+002, 2.1498584E+002, 1.3386033E+000, 2.9538333E+000, 2.2658594E+000, 7.1943092E+001, 8.5739143E+001, 1.1768309E+002, 3.2759488E-001, 6.3656223E-001, 1.3874230E+000,-1.6631893E+000, 8.1801414E-001, 7.9895836E+001,-1.6490300E+000, 6.7999381E-001, 8.0961571E+001,-1.3278613E+000, 5.2043784E-001, 8.1028267E+001,-1.2330712E+000, 5.0247079E-001, 7.6192795E+001,-1.5919430E+000, 5.9455007E-001, 6.8497887E+001,-1.1053760E+000, 5.5338573E-002, 5.5600803E+001,-1.3263030E+000,-8.8433534E-002, 4.7990177E+001,-1.4380114E+000,-8.2824811E-002, 4.1810204E+001
 3.2000916E+002, 1.5411317E+002, 2.0069963E+002, 2.4375908E+002, 1.3365188E+000, 2.6003973E+000, 2.4274051E+000, 6.4848732E+001, 8.6125519E+001, 1.3017973E+002, 2.7795216E-001, 5.3440011E-001, 1.1790121E+000,-1.5091754E+000, 9.3932253E-001, 7.6940422E+001,-1.4374262E+000, 7.3709685E-001, 7.6487625E+001,-1.8821634E+000, 6.6320062E-001, 7.9774643E+001,-1.8746884E+000, 3.5247597E-001, 8.2685631E+001,-1.7830372E+000, 5.4176640E-002, 6.9294212E+001,-1.3646132E+000,-1.3655141E-002, 6.2324081E+001,-1.2022943E+000,-9.9282535E-003, 5.1578999E+001,-8.2062471E-001,-1.2704857E-001, 4.3891411E+001
 3.2100183E+002, 1.1714439E+002, 1.8119302E+002, 2.3521051E+002, 1.3217633E+000, 2.7881804E+000, 2.8742573E+000, 6.8292137E+001, 8.6870163E+001, 1.3263011E+002, 1.4721148E-001, 3.9481616E-001, 8.3792859E-001,-1.5228180E+000, 8.5615331E-001, 7.8822044E+001,-1.6349905E+000, 5.0746262E-001, 7.3578690E+001,-1.7569885E+000, 1.5336350E-001, 6.4928116E+001,-2.2116048E+000,-3.3912984E-001, 5.0554829E+001,-1.9293193E+000,-7.1325570E-001, 4.3000229E+001,-1.0523911E+000,-3.3550078E-001, 4.9775017E+001,-9.1135162E-001,-1.1174253E-001, 4.6150566E+001,-1.0860314E+000,-3.9768223E-002, 4.3378338E+001
 3.2200067E+002, 1.0143864E+002, 2.1697649E+002, 2.6145148E+002, 1.1943961E+000, 2.6673775E+000, 2.2873611E+000, 7.1374039E+001, 8.9378632E+001, 1.3692697E+002, 2.1432568E-001, 3.2610431E-001, 1.6381742E+000,-1.6131741E+000, 9.4174050E-002, 7.5868332E+001,-1.5103571E+000, 4.8917869E-001, 7.0893929E+001,-1.2431809E+000, 3.0905819E-001, 6.1008099E+001,-1.1906987E+000, 2.5831064E-002, 5.4644646E+001,-9.7343588E-001,-1.7723234E-001, 5.0502762E+001,-1.1709856E+000,-2.5874853E-001, 4.8857029E+001,-1.4797182E+000,-3.1117487E-001, 4.5782154E+001,-1.8903778E+000,-6.7142290E-001, 4.5270542E+001
 3.2300667E+002, 9.8936684E+001, 1.4315271E+002, 2.4708083E+002, 8.7834102E-001, 1.6592338E+000, 2.8059506E+000, 7.5433838E+001, 9.2498329E+001, 1.1293947E+002, 2.4864307E-001, 3.3690271E-001, 9.0019518E-001,-1.2988012E+000, 1.1303129E+000, 8.3548431E+001,-1.3258815E+000, 8.2370681E-001, 8.1691040E+001,-9.1605669E-001, 4.0665540E-001, 7.7901733E+001,-8.7327027E-001, 2.4573731E-001, 7.6927505E+001,-8.4904408E-001, 9.4791159E-002, 7.6704018E+001,-1.2058235E+000, 2.3576675E-002, 6.6419952E+001,-1.1599305E+000,-3.3489671E-001, 5.5167328E+001,-1.3079560E+000,-5.6026947E-001, 5.6545837E+001
 3.2401249E+002, 8.8078484E+001, 1.3309660E+002, 2.0951779E+002, 1.3868884E+000, 8.2009077E-001, 1.7922181E+000, 8.0265114E+001, 9.4554443E+001, 1.2981741E+002, 2.8728759E-001, 3.6233407E-001, 7.4883014E-001,-1.2367274E+000, 1.1457859E+000, 8.6856567E+001,-1.4760686E+000, 1.1138288E+000, 8.4101341E+001,-1.5708910E+000, 6.0352498E-001, 7.6094360E+001,-1.2628176E+000, 5.0244898E-001, 8.3599709E+001,-5.1904082E-001, 3.5348585E-001, 7.9082771E+001,-1.2777576E+000, 2.2992930E-001, 5.8787170E+001,-1.1080837E+000,-1.1488108E-001, 5.1494301E+001,-1.2734214E+000,-2.9640886E-001, 4.8577614E+001
 3.2501448E+002, 9.0583168E+001, 1.6277312E+002, 2.4706081E+002, 1.4031140E+000, 1.3843572E+000, 2.4743946E+000, 7.8644058E+001, 9.5652977E+001, 1.3482040E+002, 2.0664875E-001, 6.3124913E-001, 9.3770862E-001,-1.1333735E+000, 6.2783533E-001, 8.0225998E+001,-1.1261826E+000, 4.1870615E-001, 7.4253433E+001,-1.2927152E+000,-1.6575289E-001, 6.7625015E+001,-1.5349858E+000,-3.2487009E-002, 6.3328907E+001,-1.4564841E+000,-3.8419184E-001, 6.0252228E+001,-1.3900423E+000,-5.9496349E-001, 6.1007866E+001,-1.6412860E+000,-7.6910204E-001, 5.2190632E+001,-1.3257432E+000,-7.7955699E-001, 4.7467419E+001
 3.2600916E+002, 6.6663025E+001, 1.1160818E+002, 2.0702808E+002, 1.2023226E+000, 1.1262490E+000, 2.1414013E+000, 7.0679596E+001, 9.1842194E+001, 1.1709653E+002, 1.6383883E-001, 3.5575789E-001, 9.5492053E-001,-1.4311466E+000, 4.7481450E-001, 7.4535088E+001,-9.7435808E-001, 3.3184275E-001, 7.2114143E+001,-1.1202362E+000, 7.6165958E-003, 6.5465805E+001,-8.7611598E-001,-8.8474117E-002, 6.5735832E+001,-1.1916926E+000,-1.2071137E-001, 6.6708153E+001,-1.3641047E+000,-2.4979797E-001, 5.5228172E+001,-8.8055426E-001,-7.9994075E-002, 5.4392139E+001,-9.9647337E-001, 2.2514394E-002, 5.2862801E+001
 3.2700915E+002, 9.4130150E+001, 1.4846536E+002, 1.9019066E+002, 7.0675290E-001, 1.1416671E+000, 1.7590523E+000, 6.7526474E+001, 8.7645775E+001, 1.1999521E+002, 7.5677365E-002, 1.8116570E-001, 1.0038455E+000,-9.6404105E-001, 3.1915775E-001, 8.1574738E+001,-7.9930550E-001, 3.3104619E-001, 7.9169250E+001,-1.2137047E+000, 7.5283848E-002, 7.1468758E+001,-1.2523743E+000,-9.5177844E-002, 6.2147301E+001,-1.3030264E+000,-2.6678017E-001, 5.3749695E+001,-1.4645426E+000,-2.3820056E-001, 4.6577225E+001,-1.5995930E+000,-4.5338574E-001, 4.1840855E+001,-1.5545988E+000,-6.5113860E-001, 3.8645390E+001
 3.2800983E+002, 1.0076005E+002, 1.5439114E+002, 1.7442175E+002, 5.2826554E-001, 7.4937242E-001, 1.1367391E+000, 6.5077988E+001, 8.6029915E+001, 1.0398188E+002, 5.1883165E-002, 1.2798440E-001, 4.2229378E-001,-1.3133960E+000, 4.7486189E-001, 7.9149147E+001,-9.9043477E-001, 4.8343116E-001, 7.6942032E+001,-1.2001455E+000, 7.9929112E-003, 6.5627106E+001,-9.6324092E-001,-2.4114385E-002, 6.1231770E+001,-1.2144911E+000, 2.0571743E-001, 6.3171768E+001,-9.5237380E-001,-1.7661983E-001, 6.3933392E+001,-1.6430732E+000,-4.0661567E-001, 5.5748138E+001,-1.9682837E+000,-3.9950830E-001, 4.7642792E+001
 3.2901585E+002, 8.5557243E+001, 1.4336650E+002, 1.8143138E+002, 3.9415336E-001, 6.9617194E-001, 1.0491214E+000, 6.1588337E+001, 8.7427750E+001, 1.0152785E+002, 9.0150081E-002, 1.7157578E-001, 3.1219041E-001,-9.7614336E-001, 9.3162256E-001, 7.3362213E+001,-1.0652856E+000, 5.9748632E-001, 6.9986176E+001,-1.3097628E+000, 3.7276053E-001, 6.3305748E+001,-1.0514922E+000, 2.5095996E-001, 6.2241039E+001,-9.9398434E-001,-4.4544838E-002, 6.7565559E+001,-1.0951334E+000,-5.6408416E-002, 5.9224293E+001,-1.4792423E+000,-2.9564840E-001, 5.0502060E+001,-1.5608406E+000,-4.3856245E-001, 4.5219109E+001
 3.3001445E+002, 1.1019123E+002, 1.1927785E+002, 1.8230379E+002, 4.2061970E-001, 6.2809694E-001, 1.3359200E+000, 6.4334213E+001, 8.8451355E+001, 1.0433364E+002, 1.1929680E-001, 1.3778423E-001, 2.6734528E-001,-1.0544003E+000, 8.9225119E-001, 7.1592499E+001,-1.3558624E+000, 6.8077880E-001, 6.8743462E+001,-1.5240561E+000, 1.8081926E-001, 5.9222412E+001,-1.7065350E+000,-8.6117461E-002, 5.2993954E+001,-1.0378227E+000,-1.8414073E-002, 6.0132088E+001,-1.3270971E+000,-5.4121125E-001, 5.3309895E+001,-1.2643297E+000,-8.0023068E-001, 5.0545780E+001,-9.3636268E-001,-5.7316434E-001, 4.9356544E+001
 3.3100939E+002, 1.0741570E+002, 1.3464111E+002, 1.9429175E+002, 9.0411311E-001, 1.0959684E+000, 1.1558141E+000, 6.6564583E+001, 8.6984718E+001, 1.0435972E+002, 1.8864298E-001, 8.7451428E-002, 4.3913913E-001,-9.0912712E-001, 5.4516047E-001, 7.3152199E+001,-1.3078231E+000, 4.1444302E-001, 7.1472694E+001,-1.0484039E+000,-2.6755000E-002, 6.4769157E+001,-1.3975519E+000,-1.7418289E-001, 5.5138042E+001,-1.2953511E+000,-2.9513118E-001, 4.8399181E+001,-1.4971495E+000,-6.6251636E-001, 3.9555912E+001,-1.3830810E+000,-5.0634360E-001, 3.6315102E+001,-9.4201928E-001,-3.2219201E-002, 3.7231838E+001
 3.3200999E+002, 9.2036476E+001, 1.4584494E+002, 2.3872723E+002, 1.8788953E+000, 1.0625929E+000, 1.1898940E+000, 6.1351624E+001, 8.3234329E+001, 9.8631416E+001, 2.6956639E-001, 1.5104459E-001, 4.9699727E-001,-6.2936884E-001, 2.5940526E-001, 6.5306961E+001,-1.2332379E+000, 1.9270429E-001, 6.4968422E+001,-8.4095538E-001,-8.1124336E-002, 5.8854977E+001,-5.0592631E-001, 3.2601610E-002, 5.4744431E+001,-6.9796175E-001,-2.4175441E-001, 4.8439941E+001,-1.3145653E+000,-5.7628542E-001, 4.2876579E+001,-1.5636840E+000,-5.4423159E-001, 3.6008286E+001,-1.2448776E+000,-3.9663130E-001, 3.3595371E+001
 3.3300594E+002, 1.0164938E+002, 1.8175993E+002, 2.3073352E+002, 1.4140654E+000, 1.0979793E+000, 1.0227377E+000, 5.0800900E+001, 7.9987839E+001, 9.5765289E+001, 6.9443458E-001, 1.9495341E-001, 3.1195575E-001,-1.0087464E+000, 3.7545538E-001, 7.1783020E+001,-1.1083959E+000, 5.3698009E-001, 6.8393311E+001,-9.5311880E-001, 3.4982386E-001, 6.5533279E+001,-1.1200904E+000, 1.6471598E-001, 6.3201389E+001,-1.1837690E+000, 2.7024662E-001, 5.7545425E+001,-1.0347941E+000,-4.9197990E-001, 5.4367382E+001,-9.4770205E-001,-6.6995972E-001, 5.0389790E+001,-1.0136405E+000,-4.1359556E-001, 4.5456806E+001
 3.3400759E+002, 7.2789993E+001, 1.6704646E+002, 2.4259718E+002, 1.7439272E+000, 1.3124369E+000, 1.8179467E+000, 4.5900383E+001, 7.7322350E+001, 9.7403435E+001, 8.9135343E-001, 2.8809562E-001, 3.6980158E-001,-8.6028594E-001, 3.6691594E-001, 6.7729279E+001,-7.8511924E-001, 4.6017709E-001, 6.5479401E+001,-1.0732430E+000, 1.7252919E-001, 5.7533314E+001,-1.0054945E+000, 1.0462507E-001, 5.4499725E+001,-6.9146878E-001,-2.5711687E-002, 5.1146515E+001,-6.0326248E-001,-1.0759171E-001, 4.9979015E+001,-5.9336960E-001,-1.0962114E-001, 4.9955170E+001,-1.0122107E+000,-1.9355196E-001, 4.6213322E+001
 3.3500956E+002, 4.9952579E+001, 1.9092336E+002, 2.0456522E+002, 2.3537080E+000, 6.8920469E-001, 1.1904646E+000, 3.6692410E+001, 7.6167580E+001, 9.5891968E+001, 1.0372609E+000, 2.3967876E-001, 3.0434552E-001,-7.7654994E-001, 6.3935280E-001, 6.3786549E+001,-8.3590102E-001, 6.2234479E-001, 6.1020901E+001,-7.4841911E-001, 4.4083709E-001, 5.4401058E+001,-1.1138531E+000, 2.8665879E-001, 5.4111183E+001,-1.0844104E+000, 2.3603262E-001, 5.1010830E+001,-9.9924356E-001, 1.9862197E-001, 4.8285717E+001,-1.1210998E+000,-1.6494641E-002, 4.7201019E+001,-1.0198318E+000,-6.2092826E-002, 4.4374527E+001
 3.3601286E+002, 7.7695671E+001, 1.7387912E+002, 1.9277776E+002, 1.5442064E+000, 7.2878873E-001, 6.4255035E-001, 3.0761133E+001, 7.2007507E+001, 9.1626099E+001, 1.5229310E+000, 2.4659181E-001, 3.2542053E-001,-8.3498108E-001,-1.1803534E-001, 6.3400475E+001,-7.7637684E-001, 2.4727514E-001, 5.8602150E+001,-9.8123181E-001, 2.4163248E-001, 5.4401436E+001,-1.0582699E+000, 4.4072598E-001, 5.0125431E+001,-9.2956269E-001, 3.7571740E-001, 4.9727879E+001,-1.1842343E+000,-9.8564520E-002, 4.7542229E+001,-1.1183879E+000,-2.3547477E-001, 4.6949089E+001,-8.5095525E-001,-3.1074238E-001, 4.5880142E+001
 3.3700479E+002, 1.0662183E+002, 1.2114372E+002, 1.7105785E+002, 8.7118828E-001, 6.2596101E-001, 6.5274101E-001, 3.0542349E+001, 6.2646255E+001, 8.9487137E+001, 9.3025249E-001, 4.0195388E-001, 3.1959563E-001,-6.7904121E-001, 4.6666738E-001, 5.8327774E+001,-9.6005058E-001, 6.6211373E-001, 5.8538177E+001,-3.7118614E-001, 2.3599030E-002, 5.4346073E+001,-6.6292894E-001, 2.9693791E-001, 4.9646446E+001,-5.5630314E-001, 4.2918181E-001, 4.7202847E+001,-5.1187140E-001, 2.9623085E-001, 4.5796116E+001,-8.9429897E-001, 3.2686168E-001, 4.4983513E+001,-7.4527156E-001, 3.6066409E-002, 4.1578674E+001
 3.3800658E+002, 1.0265797E+002, 1.2655720E+002, 1.8530704E+002, 3.6774394E-001, 4.8231313E-001, 2.0484700E+000, 3.4035896E+001, 5.8857132E+001, 8.6613365E+001, 8.9960027E-001, 7.3196155E-001, 2.8667074E-001,-9.3446720E-001, 4.0832388E-001, 5.6523479E+001,-9.2486650E-001, 5.8670247E-001, 5.5260414E+001,-7.8308338E-001, 4.4063735E-001, 5.3239414E+001,-4.7898746E-001, 4.7399807E-001, 4.8968525E+001,-2.5962055E-001, 4.5527837E-001, 4.7930466E+001,-7.3555905E-001, 3.9438713E-002, 4.7992924E+001,-9.4557154E-001,-2.9280948E-002, 4.8597637E+001,-6.2247789E-001, 1.2565210E-001, 4.5162807E+001
 3.3900972E+002, 7.4316185E+001, 1.2054568E+002, 2.1790459E+002, 5.0917929E-001, 6.4704460E-001, 2.8444154E+000, 3.9461533E+001, 4.9510227E+001, 8.4461830E+001, 7.0597053E-001, 7.0368135E-001, 2.3154752E-001,-1.0368768E+000, 1.4892100E-001, 5.3756371E+001,-8.4998029E-001, 3.3262062E-001, 5.6165836E+001,-1.0472634E+000, 5.7991570E-001, 5.3363895E+001,-1.1925085E+000, 4.1897276E-001, 5.0031704E+001,-7.9828858E-001, 3.0233783E-001, 5.1557289E+001,-4.0349182E-001, 4.0006796E-001, 5.1948589E+001,-7.3255378E-001, 2.2471499E-001, 4.7890709E+001,-5.6734478E-001,-9.6119873E-002, 4.8433136E+001
 3.4000234E+002, 7.6566673E+001, 9.5979843E+001, 2.4011836E+002, 1.0181662E+000, 4.4109535E-001, 2.4776940E+000, 3.9215431E+001, 4.6528843E+001, 8.1423805E+001, 5.4810232E-001, 3.3889532E-001, 1.3786855E-001,-1.1593983E+000, 2.2812057E-001, 4.8968788E+001,-9.2606419E-001, 2.3997426E-001, 5.5899113E+001,-7.1228522E-001, 5.1860201E-001, 5.3799984E+001,-9.5746410E-001, 3.3302099E-001, 4.7845242E+001,-9.3615109E-001, 3.1048918E-001, 4.7554989E+001,-4.0912893E-001, 5.6872278E-002, 5.1132420E+001,-1.0468165E+000, 9.3249939E-002, 4.8094032E+001,-9.3319470E-001, 2.1921660E-001, 4.4582298E+001
