s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
Time,"T01","T02","T03","T04","T05","T06","T07","T08","T09","T10","T11","T12","TC01","TC02","TC03","TC04","TC05","TC06","TC07","TC08","TC09","TC10","TC11","TC12","TC01_Wall","TC02_Wall","TC03_Wall","TC04_Wall","TC05_Wall","TC06_Wall","TC07_Wall","TC08_Wall","TC09_Wall","TC10_Wall","GHF1_Wall_CL","GHF2_Wall_CL","GHF3_Wall_CL","GHF4_Wall_CL","GHF5_Wall_CL","GHF6_Wall_CL","GHF1_Wall_R","GHF2_Wall_R","GHF3_Wall_R","GHF4_Wall_R","GHF5_Wall_R","GHF6_Wall_R","HF1","GHF1"
 1.5900020E+002, 6.6685272E+002, 5.7931635E+002, 4.9380530E+002, 4.5536020E+002, 3.7211765E+002, 3.2780334E+002, 3.1721838E+002, 3.1450854E+002, 3.7211765E+002, 3.2780334E+002, 3.1721838E+002, 3.1450854E+002, 6.5927960E+002, 6.3805444E+002, 5.5563568E+002, 4.8611227E+002, 4.3010419E+002, 3.7908359E+002, 3.2580035E+002, 2.7581931E+002, 4.3010419E+002, 3.7908359E+002, 3.2580035E+002, 2.7581931E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 3.4618382E+001, 2.7737720E+001, 2.1846098E+001, 1.3743999E+001, 5.1748376E+000, 2.2389865E+000, 1.4542053E+001, 1.2681167E+001, 1.0931273E+001, 8.6055346E+000, 4.2588124E+000, 2.2667515E+000, 1.8236531E+000, 1.8222206E+000
 1.6000149E+002, 7.0275452E+002, 5.7932953E+002, 4.2388580E+002, 4.1786618E+002, 3.4070367E+002, 3.4234006E+002, 3.2275644E+002, 2.9232343E+002, 3.4070367E+002, 3.4234006E+002, 3.2275644E+002, 2.9232343E+002, 6.6350995E+002, 6.3654156E+002, 5.5028345E+002, 4.8097162E+002, 4.2464386E+002, 3.7728555E+002, 3.3980649E+002, 2.9991779E+002, 4.2464386E+002, 3.7728555E+002, 3.3980649E+002, 2.9991779E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 3.1305681E+001, 2.6923660E+001, 2.2357094E+001, 1.4729343E+001, 6.8214087E+000, 3.6207669E+000, 1.5307897E+001, 1.3534787E+001, 1.1922836E+001, 8.3715715E+000, 4.2322335E+000, 2.8452368E+000, 1.7137851E+000, 1.7124343E+000
 1.6100093E+002, 5.6558582E+002, 7.2049731E+002, 7.3211304E+002, 7.1517932E+002, 5.4441992E+002, 4.8490320E+002, 4.6682959E+002, 3.6824185E+002, 5.4441992E+002, 4.8490320E+002, 4.6682959E+002, 3.6824185E+002, 6.5078290E+002, 6.5390320E+002, 5.8122223E+002, 5.1049167E+002, 4.2922897E+002, 3.8508289E+002, 3.5483502E+002, 3.1062259E+002, 4.2922897E+002, 3.8508289E+002, 3.5483502E+002, 3.1062259E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.8097889E+001, 2.3206224E+001, 1.8788790E+001, 1.3871426E+001, 7.6510358E+000, 4.8972721E+000, 1.4692511E+001, 1.2953996E+001, 1.1145323E+001, 8.1429625E+000, 4.6212540E+000, 2.6822267E+000, 1.6070096E+000, 1.6059860E+000
 1.6200140E+002, 5.7166455E+002, 7.3102386E+002, 6.5581122E+002, 6.3415149E+002, 5.6033740E+002, 5.0857327E+002, 4.0815726E+002, 3.3857446E+002, 5.6033740E+002, 5.0857327E+002, 4.0815726E+002, 3.3857446E+002, 6.3054730E+002, 6.7135291E+002, 6.1446051E+002, 5.4893604E+002, 4.6347284E+002, 4.1722552E+002, 3.7259848E+002, 3.1816037E+002, 4.6347284E+002, 4.1722552E+002, 3.7259848E+002, 3.1816037E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.4945866E+001, 2.3607763E+001, 2.2979530E+001, 1.4911770E+001, 6.2075987E+000, 3.2501915E+000, 1.3374362E+001, 1.2791029E+001, 1.1757969E+001, 8.3309479E+000, 4.6104703E+000, 2.8292761E+000, 1.6450307E+000, 1.6440058E+000
 1.6300046E+002, 6.3066473E+002, 6.6352716E+002, 5.2956128E+002, 4.4640561E+002, 4.0738181E+002, 3.8144925E+002, 3.5920578E+002, 3.2486429E+002, 4.0738181E+002, 3.8144925E+002, 3.5920578E+002, 3.2486429E+002, 6.2198322E+002, 6.7113678E+002, 6.0934375E+002, 5.4265564E+002, 4.7617831E+002, 4.3334518E+002, 3.8231018E+002, 3.2588910E+002, 4.7617831E+002, 4.3334518E+002, 3.8231018E+002, 3.2588910E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.8851004E+001, 2.4435923E+001, 2.3053293E+001, 1.7337358E+001, 7.5715442E+000, 4.2474446E+000, 1.5254987E+001, 1.3748456E+001, 1.2163721E+001, 9.3399010E+000, 4.8694496E+000, 3.0729911E+000, 1.7781601E+000, 1.7767036E+000
 1.6400060E+002, 6.1260260E+002, 6.8518390E+002, 6.4196057E+002, 5.6644672E+002, 4.0398859E+002, 3.2954172E+002, 3.1176297E+002, 2.7195459E+002, 4.0398859E+002, 3.2954172E+002, 3.1176297E+002, 2.7195459E+002, 6.2114038E+002, 6.7808093E+002, 6.1516974E+002, 5.4059003E+002, 4.6435925E+002, 4.1629666E+002, 3.6940707E+002, 3.1686780E+002, 4.6435925E+002, 4.1629666E+002, 3.6940707E+002, 3.1686780E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.9568155E+001, 2.6976690E+001, 2.2637354E+001, 1.4913977E+001, 6.7361126E+000, 3.8267782E+000, 1.3953867E+001, 1.3350578E+001, 1.3489846E+001, 9.6616087E+000, 4.6477227E+000, 2.6527765E+000, 1.7240816E+000, 1.7223984E+000
 1.6500015E+002, 6.6677545E+002, 6.5409210E+002, 6.0323334E+002, 5.5034210E+002, 4.1026675E+002, 3.0608368E+002, 2.6470792E+002, 2.6329221E+002, 4.1026675E+002, 3.0608368E+002, 2.6470792E+002, 2.6329221E+002, 6.2868787E+002, 6.7805902E+002, 6.2519531E+002, 5.4736389E+002, 4.6152057E+002, 4.0226730E+002, 3.5672821E+002, 3.1058218E+002, 4.6152057E+002, 4.0226730E+002, 3.5672821E+002, 3.1058218E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.9163332E+001, 2.5268940E+001, 2.4479307E+001, 1.5545915E+001, 5.7069869E+000, 3.0675755E+000, 1.5469238E+001, 1.3728211E+001, 1.1342360E+001, 7.8857503E+000, 3.9121621E+000, 2.2843893E+000, 1.8175246E+000, 1.8157029E+000
 1.6600067E+002, 6.0280823E+002, 5.8192719E+002, 4.7578833E+002, 4.7506607E+002, 4.1914908E+002, 3.8145175E+002, 3.5666129E+002, 3.3244983E+002, 4.1914908E+002, 3.8145175E+002, 3.5666129E+002, 3.3244983E+002, 6.2779578E+002, 6.5371295E+002, 5.9412305E+002, 5.1822858E+002, 4.3658923E+002, 3.7979675E+002, 3.3703760E+002, 3.0029102E+002, 4.3658923E+002, 3.7979675E+002, 3.3703760E+002, 3.0029102E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.4410261E+001, 2.2911711E+001, 2.0889154E+001, 1.5478089E+001, 7.4287934E+000, 4.0750456E+000, 1.3745967E+001, 1.3717660E+001, 1.1844418E+001, 8.9632034E+000, 5.9711862E+000, 3.5995581E+000, 1.6902013E+000, 1.6888424E+000
 1.6700056E+002, 6.3756317E+002, 6.6184381E+002, 6.2839062E+002, 5.8723596E+002, 4.2274536E+002, 3.5546118E+002, 2.5169083E+002, 1.7044696E+002, 4.2274536E+002, 3.5546118E+002, 2.5169083E+002, 1.7044696E+002, 6.2352606E+002, 6.4305615E+002, 5.8875885E+002, 5.2387140E+002, 4.4073767E+002, 3.8686499E+002, 3.3809918E+002, 2.9567822E+002, 4.4073767E+002, 3.8686499E+002, 3.3809918E+002, 2.9567822E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.6502831E+001, 2.3648260E+001, 2.1371561E+001, 1.9380199E+001, 1.0744401E+001, 6.1582837E+000, 1.4459915E+001, 1.3567365E+001, 1.3784674E+001, 9.8037405E+000, 4.8643341E+000, 2.8106778E+000, 1.7202896E+000, 1.7191100E+000
 1.6800150E+002, 5.6980914E+002, 7.0392841E+002, 6.7696844E+002, 5.8691016E+002, 4.8280225E+002, 4.3596234E+002, 3.9564346E+002, 3.6735361E+002, 4.8280225E+002, 4.3596234E+002, 3.9564346E+002, 3.6735361E+002, 6.2067572E+002, 6.5983612E+002, 6.1085828E+002, 5.3698663E+002, 4.5248553E+002, 3.9287915E+002, 3.4141867E+002, 2.9670129E+002, 4.5248553E+002, 3.9287915E+002, 3.4141867E+002, 2.9670129E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.4401098E+001, 2.3825006E+001, 1.9185108E+001, 1.3252097E+001, 6.6706710E+000, 3.2629595E+000, 1.2557975E+001, 1.1931298E+001, 9.9293356E+000, 7.2914271E+000, 4.0877657E+000, 2.5213723E+000, 1.6585048E+000, 1.6571867E+000
 1.6900130E+002, 6.2558984E+002, 6.4946698E+002, 5.1858490E+002, 4.7171448E+002, 4.8435419E+002, 4.1644171E+002, 4.0811362E+002, 4.3527032E+002, 4.8435419E+002, 4.1644171E+002, 4.0811362E+002, 4.3527032E+002, 6.1989343E+002, 6.6511475E+002, 6.1244305E+002, 5.3515533E+002, 4.6449274E+002, 4.0953452E+002, 3.6609027E+002, 3.2927786E+002, 4.6449274E+002, 4.0953452E+002, 3.6609027E+002, 3.2927786E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.4160847E+001, 2.2165291E+001, 1.9891897E+001, 1.4736724E+001, 8.1212616E+000, 4.7600064E+000, 1.2829055E+001, 1.2170460E+001, 1.1047172E+001, 9.3828268E+000, 6.1837354E+000, 3.5000553E+000, 1.6238991E+000, 1.6224532E+000
 1.7000001E+002, 6.3883972E+002, 6.0953906E+002, 6.0161273E+002, 6.1872577E+002, 5.4534857E+002, 5.3525684E+002, 4.2993860E+002, 3.4648743E+002, 5.4534857E+002, 5.3525684E+002, 4.2993860E+002, 3.4648743E+002, 6.2413611E+002, 6.5372858E+002, 6.0889111E+002, 5.4062134E+002, 4.7831836E+002, 4.2751926E+002, 3.7959891E+002, 3.4573419E+002, 4.7831836E+002, 4.2751926E+002, 3.7959891E+002, 3.4573419E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.2725874E+001, 2.0566618E+001, 1.9386553E+001, 1.4379851E+001, 6.4731817E+000, 3.4617369E+000, 1.2859393E+001, 1.2473838E+001, 1.2198957E+001, 8.9228754E+000, 4.5697556E+000, 2.8211780E+000, 1.5450590E+000, 1.5437099E+000
 1.7100120E+002, 6.7763849E+002, 6.2291663E+002, 5.4394214E+002, 5.3541742E+002, 4.8494540E+002, 4.0069397E+002, 3.4772470E+002, 3.1270502E+002, 4.8494540E+002, 4.0069397E+002, 3.4772470E+002, 3.1270502E+002, 6.3518604E+002, 6.5092664E+002, 5.9673212E+002, 5.3413025E+002, 4.7806067E+002, 4.3344788E+002, 3.7736563E+002, 3.3964871E+002, 4.7806067E+002, 4.3344788E+002, 3.7736563E+002, 3.3964871E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.6302139E+001, 2.2896450E+001, 2.1713896E+001, 1.6746840E+001, 7.5745225E+000, 4.0286231E+000, 1.4127447E+001, 1.3051423E+001, 1.1442668E+001, 8.6854935E+000, 4.8741002E+000, 2.8606763E+000, 1.6885554E+000, 1.6872432E+000
 1.7200184E+002, 6.1968762E+002, 6.4499371E+002, 5.3501434E+002, 5.0568301E+002, 4.2303610E+002, 4.2788504E+002, 3.6475305E+002, 3.2966431E+002, 4.2303610E+002, 4.2788504E+002, 3.6475305E+002, 3.2966431E+002, 6.3732593E+002, 6.4708075E+002, 5.8893427E+002, 5.3760303E+002, 4.7595020E+002, 4.3144009E+002, 3.7742395E+002, 3.4102838E+002, 4.7595020E+002, 4.3144009E+002, 3.7742395E+002, 3.4102838E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.7058804E+001, 2.5152283E+001, 2.4333487E+001, 1.5427478E+001, 6.1706839E+000, 3.1308215E+000, 1.3876706E+001, 1.2841963E+001, 1.0727027E+001, 7.2391567E+000, 3.8357055E+000, 2.6269472E+000, 1.7722000E+000, 1.7707400E+000
 1.7300116E+002, 7.0495404E+002, 6.0596387E+002, 5.1876453E+002, 5.3762463E+002, 5.4761365E+002, 5.0555844E+002, 4.7478387E+002, 3.9598373E+002, 5.4761365E+002, 5.0555844E+002, 4.7478387E+002, 3.9598373E+002, 6.3911255E+002, 6.4651184E+002, 5.8874536E+002, 5.3757477E+002, 4.8273438E+002, 4.4083093E+002, 3.9206345E+002, 3.4615433E+002, 4.8273438E+002, 4.4083093E+002, 3.9206345E+002, 3.4615433E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.9817633E+001, 2.5376566E+001, 2.1537769E+001, 1.5284769E+001, 6.0780306E+000, 3.0108154E+000, 1.5057282E+001, 1.2674784E+001, 1.1051502E+001, 8.3723631E+000, 4.3432484E+000, 2.6506426E+000, 1.6442517E+000, 1.6429058E+000
 1.7400117E+002, 6.6793933E+002, 5.8481354E+002, 5.2191699E+002, 4.7463293E+002, 3.8832318E+002, 3.2718530E+002, 3.0980289E+002, 2.9778555E+002, 3.8832318E+002, 3.2718530E+002, 3.0980289E+002, 2.9778555E+002, 6.4652460E+002, 6.3610986E+002, 5.7832513E+002, 5.2405530E+002, 4.7324811E+002, 4.3339587E+002, 3.8917746E+002, 3.4541949E+002, 4.7324811E+002, 4.3339587E+002, 3.8917746E+002, 3.4541949E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.5293673E+001, 2.2290516E+001, 2.0506088E+001, 1.4026670E+001, 7.4142370E+000, 4.4152260E+000, 1.3613022E+001, 1.3338012E+001, 1.3835525E+001, 1.0410160E+001, 5.9179688E+000, 3.5695972E+000, 1.7521147E+000, 1.7505691E+000
 1.7500158E+002, 6.2760992E+002, 6.2728174E+002, 5.8315625E+002, 5.8596753E+002, 4.8700092E+002, 3.6736557E+002, 2.8482892E+002, 2.3151149E+002, 4.8700092E+002, 3.6736557E+002, 2.8482892E+002, 2.3151149E+002, 6.4485315E+002, 6.2853845E+002, 5.7136029E+002, 5.1976764E+002, 4.6062085E+002, 4.0338300E+002, 3.5685849E+002, 3.1675986E+002, 4.6062085E+002, 4.0338300E+002, 3.5685849E+002, 3.1675986E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.3022779E+001, 2.1692085E+001, 2.4455906E+001, 2.0259682E+001, 8.1032009E+000, 4.0493941E+000, 1.2482782E+001, 1.2246849E+001, 1.2801291E+001, 1.1188726E+001, 5.4741120E+000, 3.2463286E+000, 1.7482686E+000, 1.7465711E+000
 1.7600109E+002, 4.9511850E+002, 6.1241217E+002, 6.3719086E+002, 7.2646094E+002, 5.2789819E+002, 5.1194736E+002, 4.9811362E+002, 3.9802832E+002, 5.2789819E+002, 5.1194736E+002, 4.9811362E+002, 3.9802832E+002, 6.2090253E+002, 6.3421844E+002, 5.9173083E+002, 5.5152325E+002, 4.7713239E+002, 4.2489352E+002, 3.8021814E+002, 3.3376715E+002, 4.7713239E+002, 4.2489352E+002, 3.8021814E+002, 3.3376715E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.7496973E+001, 2.4272299E+001, 2.0861633E+001, 1.4464841E+001, 6.1854911E+000, 3.5723865E+000, 1.3941430E+001, 1.2640346E+001, 1.0609477E+001, 7.8663454E+000, 4.3173947E+000, 3.0081735E+000, 1.5346543E+000, 1.5329627E+000
 1.7700104E+002, 6.0765863E+002, 7.0576099E+002, 5.6761975E+002, 4.8539426E+002, 4.2093790E+002, 3.1901416E+002, 2.8581186E+002, 2.9077664E+002, 4.2093790E+002, 3.1901416E+002, 2.8581186E+002, 2.9077664E+002, 6.0694629E+002, 6.4362390E+002, 5.9646960E+002, 5.5439301E+002, 4.7573920E+002, 4.1987756E+002, 3.7796298E+002, 3.3350388E+002, 4.7573920E+002, 4.1987756E+002, 3.7796298E+002, 3.3350388E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.3886568E+001, 2.2319273E+001, 2.1383938E+001, 1.7869867E+001, 1.0212489E+001, 5.2600918E+000, 1.3178297E+001, 1.2201116E+001, 1.1071730E+001, 8.6221142E+000, 5.3747797E+000, 3.3487370E+000, 1.7807653E+000, 1.7787191E+000
 1.7800020E+002, 6.1332660E+002, 7.3172205E+002, 6.1796838E+002, 6.2922681E+002, 5.2608820E+002, 5.1461804E+002, 4.5133008E+002, 3.2253635E+002, 5.2608820E+002, 5.1461804E+002, 4.5133008E+002, 3.2253635E+002, 6.1705792E+002, 6.6216760E+002, 5.9903333E+002, 5.4687805E+002, 4.6504242E+002, 4.1063358E+002, 3.7320840E+002, 3.3203122E+002, 4.6504242E+002, 4.1063358E+002, 3.7320840E+002, 3.3203122E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.2740826E+001, 2.1269970E+001, 2.0902534E+001, 1.6117029E+001, 7.3765140E+000, 4.0728445E+000, 1.2966065E+001, 1.2715925E+001, 1.2544842E+001, 1.0237594E+001, 5.8679638E+000, 3.6201468E+000, 1.5862118E+000, 1.5843837E+000
 1.7900067E+002, 6.0159485E+002, 6.8279517E+002, 7.3884943E+002, 6.7958765E+002, 4.9069943E+002, 4.3031787E+002, 3.9618747E+002, 3.7656244E+002, 4.9069943E+002, 4.3031787E+002, 3.9618747E+002, 3.7656244E+002, 6.1503839E+002, 6.7014758E+002, 6.2543378E+002, 5.7493927E+002, 4.9147156E+002, 4.4534177E+002, 4.0303058E+002, 3.4207666E+002, 4.9147156E+002, 4.4534177E+002, 4.0303058E+002, 3.4207666E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.4028940E+001, 2.1032427E+001, 1.9313631E+001, 1.4301778E+001, 6.0333390E+000, 2.8123374E+000, 1.3755729E+001, 1.2252877E+001, 1.0727903E+001, 7.5343676E+000, 3.9458611E+000, 2.7527471E+000, 1.4884917E+000, 1.4869801E+000
 1.8000039E+002, 5.6540039E+002, 6.8596863E+002, 6.1957959E+002, 6.0303564E+002, 5.0882184E+002, 4.4761896E+002, 3.9122971E+002, 3.3166202E+002, 5.0882184E+002, 4.4761896E+002, 3.9122971E+002, 3.3166202E+002, 6.0913593E+002, 6.6670380E+002, 6.3261108E+002, 5.7851398E+002, 4.9490100E+002, 4.5296014E+002, 4.0280780E+002, 3.4064423E+002, 4.9490100E+002, 4.5296014E+002, 4.0280780E+002, 3.4064423E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.2320974E+001, 2.0378830E+001, 2.0054867E+001, 1.6358410E+001, 8.6567678E+000, 4.9032826E+000, 1.2817425E+001, 1.2139487E+001, 1.2143034E+001, 1.0487714E+001, 6.3094234E+000, 3.8843830E+000, 1.6599849E+000, 1.6583407E+000
 1.8100007E+002, 6.5161517E+002, 6.7868665E+002, 6.2139709E+002, 6.2313245E+002, 5.4303851E+002, 4.5932861E+002, 3.6692450E+002, 3.0346964E+002, 5.4303851E+002, 4.5932861E+002, 3.6692450E+002, 3.0346964E+002, 6.1169318E+002, 6.7535712E+002, 6.4146277E+002, 5.9010785E+002, 5.0717001E+002, 4.5936868E+002, 4.0264349E+002, 3.4466617E+002, 5.0717001E+002, 4.5936868E+002, 4.0264349E+002, 3.4466617E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.3827177E+001, 2.1967632E+001, 2.2269438E+001, 2.0123161E+001, 9.4064388E+000, 5.9280953E+000, 1.2913022E+001, 1.1591632E+001, 9.9853706E+000, 7.5598378E+000, 4.2830596E+000, 2.9360998E+000, 1.6660018E+000, 1.6643744E+000
 1.8200006E+002, 6.6277112E+002, 6.7304913E+002, 5.1625745E+002, 4.6694507E+002, 4.7314673E+002, 3.9736819E+002, 3.4974341E+002, 3.5986771E+002, 4.7314673E+002, 3.9736819E+002, 3.4974341E+002, 3.5986771E+002, 6.2690204E+002, 6.6662701E+002, 6.1059271E+002, 5.5635022E+002, 4.8480618E+002, 4.3523636E+002, 3.8251736E+002, 3.3361423E+002, 4.8480618E+002, 4.3523636E+002, 3.8251736E+002, 3.3361423E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.2207439E+001, 2.0594995E+001, 1.9063251E+001, 1.5440486E+001, 7.6746616E+000, 4.0129271E+000, 1.2415893E+001, 1.1425830E+001, 1.0413702E+001, 9.5034561E+000, 6.1702585E+000, 3.5345511E+000, 1.5660932E+000, 1.5645047E+000
 1.8300043E+002, 6.1044531E+002, 6.3498016E+002, 5.8362555E+002, 5.7390973E+002, 5.8720233E+002, 5.9742255E+002, 5.5680896E+002, 4.7158499E+002, 5.8720233E+002, 5.9742255E+002, 5.5680896E+002, 4.7158499E+002, 6.2741089E+002, 6.6516235E+002, 6.0685815E+002, 5.5723370E+002, 5.0344586E+002, 4.5630118E+002, 4.0912271E+002, 3.6141791E+002, 5.0344586E+002, 4.5630118E+002, 4.0912271E+002, 3.6141791E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.2029671E+001, 2.0225222E+001, 1.8859976E+001, 1.3212564E+001, 5.7274818E+000, 2.8714404E+000, 1.2899444E+001, 1.1970699E+001, 1.0764464E+001, 8.0542192E+000, 4.2003245E+000, 2.4098787E+000, 1.4676455E+000, 1.4659402E+000
 1.8400152E+002, 6.2214758E+002, 7.4379272E+002, 6.5090997E+002, 6.2420746E+002, 6.5799738E+002, 6.1581403E+002, 5.7100305E+002, 4.9590649E+002, 6.5799738E+002, 6.1581403E+002, 5.7100305E+002, 4.9590649E+002, 6.2866168E+002, 6.7454315E+002, 6.2155652E+002, 5.7509235E+002, 5.4555536E+002, 4.9786243E+002, 4.4635239E+002, 3.8780023E+002, 5.4555536E+002, 4.9786243E+002, 4.4635239E+002, 3.8780023E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.1673487E+001, 1.9481071E+001, 1.9272638E+001, 1.5484509E+001, 6.5013013E+000, 3.5488513E+000, 1.3446648E+001, 1.2384272E+001, 1.2600370E+001, 1.0219394E+001, 6.0191712E+000, 3.2163017E+000, 1.3858763E+000, 1.3842764E+000
 1.8500084E+002, 5.7574738E+002, 6.8933997E+002, 6.4712231E+002, 6.3283746E+002, 5.9842444E+002, 5.3756671E+002, 4.0372531E+002, 3.3378162E+002, 5.9842444E+002, 5.3756671E+002, 4.0372531E+002, 3.3378162E+002, 6.2033606E+002, 6.8107996E+002, 6.2987573E+002, 5.7817297E+002, 5.5446173E+002, 5.1249829E+002, 4.5774091E+002, 4.0267642E+002, 5.5446173E+002, 5.1249829E+002, 4.5774091E+002, 4.0267642E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.2548428E+001, 1.9643810E+001, 1.6662647E+001, 1.2301084E+001, 6.3053632E+000, 3.0185561E+000, 1.2673351E+001, 1.1641322E+001, 1.0491102E+001, 8.2977505E+000, 4.6247387E+000, 2.8737304E+000, 1.3671218E+000, 1.3654996E+000
