s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
Time,"T01","T02","T03","T04","T05","T06","T07","T08","T09","T10","T11","T12","TC01","TC02","TC03","TC04","TC05","TC06","TC07","TC08","TC09","TC10","TC11","TC12","TC01_Wall","TC02_Wall","TC03_Wall","TC04_Wall","TC05_Wall","TC06_Wall","TC07_Wall","TC08_Wall","TC09_Wall","TC10_Wall","GHF1_Wall_CL","GHF2_Wall_CL","GHF3_Wall_CL","GHF4_Wall_CL","GHF5_Wall_CL","GHF6_Wall_CL","GHF1_Wall_R","GHF2_Wall_R","GHF3_Wall_R","GHF4_Wall_R","GHF5_Wall_R","GHF6_Wall_R","HF1","GHF1"
 1.8600099E+002, 5.9174896E+002, 6.6338501E+002, 5.9010345E+002, 4.9007968E+002, 4.4038480E+002, 3.5513116E+002, 3.3490503E+002, 3.0347925E+002, 4.4038480E+002, 3.5513116E+002, 3.3490503E+002, 3.0347925E+002, 6.0729675E+002, 6.7292615E+002, 6.2914563E+002, 5.7271869E+002, 5.4815460E+002, 4.9860175E+002, 4.4278421E+002, 3.9123370E+002, 5.4815460E+002, 4.9860175E+002, 4.4278421E+002, 3.9123370E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.2349213E+001, 1.9736769E+001, 1.8126610E+001, 1.3320645E+001, 5.9517722E+000, 3.1411397E+000, 1.2552672E+001, 1.1522083E+001, 1.0591250E+001, 7.7524581E+000, 4.0838242E+000, 2.3447559E+000, 1.4386569E+000, 1.4369326E+000
 1.8700091E+002, 5.8422272E+002, 7.0212695E+002, 6.7201447E+002, 5.2557520E+002, 4.2146783E+002, 4.3005093E+002, 4.7029071E+002, 4.1061371E+002, 4.2146783E+002, 4.3005093E+002, 4.7029071E+002, 4.1061371E+002, 6.1693854E+002, 6.7407343E+002, 6.2862207E+002, 5.5630096E+002, 5.1897357E+002, 4.7822131E+002, 4.3416620E+002, 3.8376144E+002, 5.1897357E+002, 4.7822131E+002, 4.3416620E+002, 3.8376144E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.3030254E+001, 2.0732847E+001, 1.9450035E+001, 1.6142340E+001, 9.4129658E+000, 5.1233439E+000, 1.3285552E+001, 1.2265086E+001, 1.1168483E+001, 8.9695311E+000, 5.7197080E+000, 3.5863287E+000, 1.6189409E+000, 1.6170440E+000
 1.8800172E+002, 6.2880548E+002, 5.9730603E+002, 5.2608716E+002, 4.7530838E+002, 3.4467810E+002, 3.5036725E+002, 3.4384824E+002, 3.2187247E+002, 3.4467810E+002, 3.5036725E+002, 3.4384824E+002, 3.2187247E+002, 6.0875751E+002, 6.6086450E+002, 6.1982684E+002, 5.3257819E+002, 4.7926736E+002, 4.4861444E+002, 4.2055222E+002, 3.7531281E+002, 4.7926736E+002, 4.4861444E+002, 4.2055222E+002, 3.7531281E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.6584404E+001, 2.2608761E+001, 2.0511879E+001, 1.5654021E+001, 9.1918449E+000, 6.0847373E+000, 1.3675254E+001, 1.2506529E+001, 1.1303356E+001, 8.3925781E+000, 4.6658049E+000, 3.0391831E+000, 1.6721441E+000, 1.6702669E+000
 1.8900151E+002, 6.2228357E+002, 6.6802356E+002, 5.7070734E+002, 5.5658142E+002, 4.9183527E+002, 4.2696848E+002, 3.5753302E+002, 3.4929901E+002, 4.9183527E+002, 4.2696848E+002, 3.5753302E+002, 3.4929901E+002, 6.2087012E+002, 6.5494666E+002, 6.1164734E+002, 5.3226611E+002, 4.6794574E+002, 4.3885965E+002, 4.1008524E+002, 3.7155856E+002, 4.6794574E+002, 4.3885965E+002, 4.1008524E+002, 3.7155856E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.7888042E+001, 2.5212460E+001, 2.2790918E+001, 1.5909434E+001, 7.2567005E+000, 4.1166687E+000, 1.3807161E+001, 1.2770137E+001, 1.1037034E+001, 7.9721522E+000, 4.6114807E+000, 2.8527730E+000, 1.8391279E+000, 1.8370494E+000
 1.9000175E+002, 5.9996210E+002, 6.7598566E+002, 5.7428876E+002, 5.4519592E+002, 5.6790472E+002, 5.6451367E+002, 4.7260709E+002, 3.4537506E+002, 5.6790472E+002, 5.6451367E+002, 4.7260709E+002, 3.4537506E+002, 6.1327979E+002, 6.6822699E+002, 6.1036877E+002, 5.3967450E+002, 4.8759967E+002, 4.5921259E+002, 4.1726514E+002, 3.6482452E+002, 4.8759967E+002, 4.5921259E+002, 4.1726514E+002, 3.6482452E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.3970257E+001, 2.1708202E+001, 1.9413301E+001, 1.4576600E+001, 6.2381978E+000, 3.1737909E+000, 1.3327302E+001, 1.2463399E+001, 1.1437104E+001, 8.6278067E+000, 4.6357999E+000, 2.7995489E+000, 1.6132060E+000, 1.6113995E+000
 1.9100164E+002, 6.3270306E+002, 6.6419055E+002, 6.0495404E+002, 5.3686346E+002, 3.9918716E+002, 3.2886044E+002, 2.9746719E+002, 2.8335272E+002, 3.9918716E+002, 3.2886044E+002, 2.9746719E+002, 2.8335272E+002, 6.2390533E+002, 6.6786047E+002, 6.0461597E+002, 5.3116187E+002, 4.7602466E+002, 4.4230154E+002, 3.9660883E+002, 3.5142096E+002, 4.7602466E+002, 4.4230154E+002, 3.9660883E+002, 3.5142096E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.8778511E+001, 2.6038017E+001, 2.3555948E+001, 1.6855118E+001, 7.7329783E+000, 3.8829620E+000, 1.3703982E+001, 1.2841991E+001, 1.3127154E+001, 1.0524784E+001, 5.3823385E+000, 3.2871418E+000, 1.9342883E+000, 1.9319379E+000
 1.9200174E+002, 6.5748315E+002, 6.4349573E+002, 5.3529712E+002, 4.8627859E+002, 3.9230954E+002, 3.6632614E+002, 3.7760818E+002, 3.2547516E+002, 3.9230954E+002, 3.6632614E+002, 3.7760818E+002, 3.2547516E+002, 6.2881366E+002, 6.6248334E+002, 6.0032239E+002, 5.2765472E+002, 4.6330402E+002, 4.2436536E+002, 3.8527771E+002, 3.3715143E+002, 4.6330402E+002, 4.2436536E+002, 3.8527771E+002, 3.3715143E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 4.1951660E+001, 3.3216541E+001, 2.6156446E+001, 1.5252803E+001, 5.6976995E+000, 3.0578661E+000, 1.6862915E+001, 1.4957800E+001, 1.1796102E+001, 8.3782892E+000, 4.1675448E+000, 3.2330830E+000, 1.7947865E+000, 1.7926381E+000
 1.9300187E+002, 6.1232935E+002, 6.9101733E+002, 6.1701758E+002, 6.3780890E+002, 4.3152347E+002, 3.0177036E+002, 2.5255984E+002, 1.8938937E+002, 4.3152347E+002, 3.0177036E+002, 2.5255984E+002, 1.8938937E+002, 6.3437677E+002, 6.6308911E+002, 5.9412140E+002, 5.2425037E+002, 4.4476956E+002, 3.9823935E+002, 3.6064410E+002, 3.1169882E+002, 4.4476956E+002, 3.9823935E+002, 3.6064410E+002, 3.1169882E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 3.2849442E+001, 2.7741982E+001, 2.0606438E+001, 1.3054420E+001, 5.4525785E+000, 3.0379472E+000, 1.5402633E+001, 1.4946199E+001, 1.0971001E+001, 6.7835345E+000, 4.1333885E+000, 2.9874284E+000, 1.7347078E+000, 1.7327664E+000
 1.9400122E+002, 7.3016528E+002, 7.8757855E+002, 6.8866351E+002, 6.1496973E+002, 5.0814679E+002, 4.5412357E+002, 3.8315363E+002, 3.4286261E+002, 5.0814679E+002, 4.5412357E+002, 3.8315363E+002, 3.4286261E+002, 6.3982324E+002, 6.8599829E+002, 6.2047461E+002, 5.4991400E+002, 4.5778967E+002, 3.9269583E+002, 3.5109610E+002, 3.0029825E+002, 4.5778967E+002, 3.9269583E+002, 3.5109610E+002, 3.0029825E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 4.7252785E+001, 3.2057381E+001, 2.3646696E+001, 1.5980537E+001, 7.7732444E+000, 3.5077715E+000, 1.7407866E+001, 1.4445751E+001, 1.3248670E+001, 9.8381815E+000, 6.3463764E+000, 3.5581076E+000, 1.7778345E+000, 1.7760524E+000
 1.9500124E+002, 6.8568011E+002, 6.7723798E+002, 5.6094934E+002, 5.0522015E+002, 4.0739590E+002, 3.3068225E+002, 3.0737183E+002, 3.1161566E+002, 4.0739590E+002, 3.3068225E+002, 3.0737183E+002, 3.1161566E+002, 6.5469397E+002, 6.9412158E+002, 6.2868396E+002, 5.5791559E+002, 4.6962326E+002, 4.0961212E+002, 3.6039923E+002, 3.1421838E+002, 4.6962326E+002, 4.0961212E+002, 3.6039923E+002, 3.1421838E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 4.5702461E+001, 3.3371181E+001, 2.4874456E+001, 1.5324429E+001, 5.6474314E+000, 2.8800294E+000, 1.7406303E+001, 1.4154583E+001, 9.7589474E+000, 7.3929291E+000, 5.3862162E+000, 3.4036970E+000, 1.6554992E+000, 1.6540178E+000
 1.9600123E+002, 6.2951202E+002, 6.2486633E+002, 5.3928674E+002, 5.6151227E+002, 5.0075211E+002, 3.9482144E+002, 2.8455939E+002, 2.0647820E+002, 5.0075211E+002, 3.9482144E+002, 2.8455939E+002, 2.0647820E+002, 6.5688251E+002, 6.7172009E+002, 5.9951263E+002, 5.3690723E+002, 4.5903564E+002, 3.9355972E+002, 3.4040024E+002, 2.9564719E+002, 4.5903564E+002, 3.9355972E+002, 3.4040024E+002, 2.9564719E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 3.7108368E+001, 3.2448013E+001, 2.3458527E+001, 1.2122092E+001, 4.7967710E+000, 2.4780188E+000, 1.6540970E+001, 1.4242697E+001, 1.1839211E+001, 8.6437426E+000, 4.0381427E+000, 2.5785735E+000, 1.6388028E+000, 1.6374874E+000
 1.9700062E+002, 6.4149207E+002, 6.3311877E+002, 5.7977893E+002, 5.5576617E+002, 4.9956552E+002, 4.1942419E+002, 2.9187134E+002, 2.0952905E+002, 4.9956552E+002, 4.1942419E+002, 2.9187134E+002, 2.0952905E+002, 6.4625031E+002, 6.6884363E+002, 5.9927026E+002, 5.3859070E+002, 4.6204874E+002, 3.9005563E+002, 3.2744708E+002, 2.7476373E+002, 4.6204874E+002, 3.9005563E+002, 3.2744708E+002, 2.7476373E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 3.8250153E+001, 2.9120502E+001, 2.6895695E+001, 1.9636066E+001, 7.4837985E+000, 4.0467606E+000, 1.6680256E+001, 1.4340440E+001, 1.2445689E+001, 9.2763634E+000, 5.2562366E+000, 3.3808200E+000, 1.8142246E+000, 1.8127755E+000
 1.9800181E+002, 6.6649017E+002, 6.5338843E+002, 4.8344778E+002, 4.5568585E+002, 3.7771381E+002, 2.6081036E+002, 2.1673447E+002, 1.8512987E+002, 3.7771381E+002, 2.6081036E+002, 2.1673447E+002, 1.8512987E+002, 6.5624982E+002, 6.6956299E+002, 5.9551440E+002, 5.3254565E+002, 4.5374301E+002, 3.7618909E+002, 3.0963022E+002, 2.5758798E+002, 4.5374301E+002, 3.7618909E+002, 3.0963022E+002, 2.5758798E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 3.7003620E+001, 3.3484459E+001, 2.2851267E+001, 1.2705911E+001, 4.8391628E+000, 2.8557301E+000, 1.5983369E+001, 1.4303020E+001, 1.1334257E+001, 7.4397707E+000, 3.6802385E+000, 2.3985469E+000, 1.7153840E+000, 1.7140882E+000
 1.9900038E+002, 6.3809705E+002, 6.2703070E+002, 5.7438708E+002, 5.3587201E+002, 3.9970413E+002, 3.4610776E+002, 3.3724323E+002, 3.6704135E+002, 3.9970413E+002, 3.4610776E+002, 3.3724323E+002, 3.6704135E+002, 6.5302374E+002, 6.5838544E+002, 5.8397809E+002, 5.1628528E+002, 4.4019080E+002, 3.6774490E+002, 3.0616272E+002, 2.6349588E+002, 4.4019080E+002, 3.6774490E+002, 3.0616272E+002, 2.6349588E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.8242887E+001, 2.6948462E+001, 2.6444519E+001, 1.9186163E+001, 7.9210105E+000, 3.7771244E+000, 1.3954830E+001, 1.2784370E+001, 1.1770903E+001, 9.3005524E+000, 5.1177664E+000, 2.9264264E+000, 1.8019816E+000, 1.8005314E+000
 2.0000114E+002, 6.6921838E+002, 6.7049481E+002, 5.5457184E+002, 4.4937900E+002, 3.7655789E+002, 3.4706808E+002, 2.9826245E+002, 2.5493434E+002, 3.7655789E+002, 3.4706808E+002, 2.9826245E+002, 2.5493434E+002, 6.4812219E+002, 6.5535773E+002, 5.8363196E+002, 5.0719370E+002, 4.2818192E+002, 3.6520331E+002, 3.1064392E+002, 2.7921265E+002, 4.2818192E+002, 3.6520331E+002, 3.1064392E+002, 2.7921265E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 3.6720409E+001, 3.0083969E+001, 2.3192139E+001, 1.5262105E+001, 6.2019358E+000, 3.4559202E+000, 1.5799486E+001, 1.4964632E+001, 1.4651690E+001, 1.2419931E+001, 5.4356847E+000, 3.0587609E+000, 1.6756374E+000, 1.6743457E+000
 2.0100086E+002, 6.8902301E+002, 6.5176038E+002, 5.2453021E+002, 5.2111249E+002, 5.1824542E+002, 4.3204550E+002, 3.0974686E+002, 2.3437389E+002, 5.1824542E+002, 4.3204550E+002, 3.0974686E+002, 2.3437389E+002, 6.6229846E+002, 6.6382892E+002, 5.8179681E+002, 5.0953931E+002, 4.4833264E+002, 3.8574649E+002, 3.2237320E+002, 2.7877747E+002, 4.4833264E+002, 3.8574649E+002, 3.2237320E+002, 2.7877747E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 3.1885681E+001, 2.7999382E+001, 2.2039675E+001, 1.3548153E+001, 6.8614712E+000, 3.9606733E+000, 1.4926168E+001, 1.3585545E+001, 1.1837703E+001, 7.7984776E+000, 4.0994530E+000, 2.3297043E+000, 1.7283266E+000, 1.7266605E+000
 2.0200125E+002, 7.2239526E+002, 7.3602142E+002, 6.2897357E+002, 5.7026324E+002, 4.2291940E+002, 3.2700861E+002, 2.7947983E+002, 2.6008438E+002, 4.2291940E+002, 3.2700861E+002, 2.7947983E+002, 2.6008438E+002, 6.6571869E+002, 6.7625494E+002, 5.9922003E+002, 5.3212982E+002, 4.5890424E+002, 3.9054803E+002, 3.2311530E+002, 2.7799741E+002, 4.5890424E+002, 3.9054803E+002, 3.2311530E+002, 2.7799741E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 3.1438284E+001, 2.8178797E+001, 2.3406588E+001, 1.6010008E+001, 8.6021385E+000, 3.8738158E+000, 1.4994462E+001, 1.3874777E+001, 1.2551897E+001, 8.5662203E+000, 3.8880408E+000, 2.2469418E+000, 1.7499599E+000, 1.7480201E+000
 2.0300030E+002, 6.5229315E+002, 6.7205035E+002, 5.9368890E+002, 5.8239703E+002, 4.1710034E+002, 3.3378220E+002, 2.5289699E+002, 1.9213263E+002, 4.1710034E+002, 3.3378220E+002, 2.5289699E+002, 1.9213263E+002, 6.6878027E+002, 6.7981445E+002, 5.9472040E+002, 5.2104181E+002, 4.3822394E+002, 3.6716031E+002, 3.0076102E+002, 2.5562688E+002, 4.3822394E+002, 3.6716031E+002, 3.0076102E+002, 2.5562688E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 3.1410538E+001, 3.0774019E+001, 2.9348963E+001, 1.8987406E+001, 6.9240122E+000, 3.5545115E+000, 1.4444625E+001, 1.2963451E+001, 1.2202278E+001, 8.7816095E+000, 4.4076633E+000, 2.9375710E+000, 1.8186698E+000, 1.8168068E+000
 2.0400070E+002, 6.3527228E+002, 6.1547400E+002, 5.6917096E+002, 6.5296906E+002, 6.5793341E+002, 5.0543121E+002, 3.3052435E+002, 2.8233368E+002, 6.5793341E+002, 5.0543121E+002, 3.3052435E+002, 2.8233368E+002, 6.5398248E+002, 6.7165533E+002, 6.0606445E+002, 5.5419220E+002, 4.7379239E+002, 3.9846661E+002, 3.1726630E+002, 2.6527414E+002, 4.7379239E+002, 3.9846661E+002, 3.1726630E+002, 2.6527414E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.7956959E+001, 2.5268324E+001, 2.1039934E+001, 1.2162788E+001, 4.9334631E+000, 2.5259116E+000, 1.4499633E+001, 1.3154334E+001, 1.2245419E+001, 8.5741062E+000, 3.8460679E+000, 2.2955451E+000, 1.5156277E+000, 1.5143057E+000
 2.0500219E+002, 6.2366858E+002, 6.1653357E+002, 5.6018463E+002, 5.2530969E+002, 3.9243570E+002, 3.1248816E+002, 2.8013284E+002, 2.4712776E+002, 3.9243570E+002, 3.1248816E+002, 2.8013284E+002, 2.4712776E+002, 6.5082312E+002, 6.5844568E+002, 5.9923273E+002, 5.5019299E+002, 4.7104639E+002, 3.9458411E+002, 3.1804276E+002, 2.6792319E+002, 4.7104639E+002, 3.9458411E+002, 3.1804276E+002, 2.6792319E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.7303938E+001, 2.3720816E+001, 2.0839567E+001, 1.4668856E+001, 6.7751894E+000, 4.0082002E+000, 1.4418871E+001, 1.2987967E+001, 1.2076569E+001, 9.6319933E+000, 5.4218187E+000, 3.6950481E+000, 1.7045043E+000, 1.7028754E+000
 2.0600093E+002, 6.9465942E+002, 6.3523730E+002, 5.3726782E+002, 5.7671912E+002, 4.8278107E+002, 3.6721024E+002, 2.6520349E+002, 2.0802708E+002, 4.8278107E+002, 3.6721024E+002, 2.6520349E+002, 2.0802708E+002, 6.5750964E+002, 6.5251135E+002, 5.9669012E+002, 5.5513922E+002, 4.6999847E+002, 3.8326343E+002, 3.0336288E+002, 2.5309024E+002, 4.6999847E+002, 3.8326343E+002, 3.0336288E+002, 2.5309024E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 3.0421783E+001, 2.6516151E+001, 2.1059013E+001, 1.3381296E+001, 6.1426296E+000, 3.6192210E+000, 1.5657845E+001, 1.3916003E+001, 1.1894312E+001, 7.7420893E+000, 4.2948680E+000, 2.7140856E+000, 1.7630987E+000, 1.7614975E+000
 2.0700153E+002, 5.9383630E+002, 6.5675970E+002, 6.2656323E+002, 6.1472443E+002, 4.5688693E+002, 3.7334912E+002, 3.3379272E+002, 2.9513599E+002, 4.5688693E+002, 3.7334912E+002, 3.3379272E+002, 2.9513599E+002, 6.4959338E+002, 6.5639130E+002, 6.0502271E+002, 5.6497699E+002, 4.7344360E+002, 3.8725656E+002, 3.1287515E+002, 2.6159467E+002, 4.7344360E+002, 3.8725656E+002, 3.1287515E+002, 2.6159467E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 3.3865353E+001, 2.7407797E+001, 2.1091961E+001, 1.3060931E+001, 5.2923388E+000, 2.7422907E+000, 1.5402073E+001, 1.3262806E+001, 1.1241431E+001, 8.3782310E+000, 4.0654016E+000, 2.5659575E+000, 1.6464981E+000, 1.6452538E+000
 2.0800068E+002, 6.3640259E+002, 6.5827185E+002, 5.9198718E+002, 5.8790356E+002, 5.1890210E+002, 4.5840964E+002, 4.2871942E+002, 3.6014795E+002, 5.1890210E+002, 4.5840964E+002, 4.2871942E+002, 3.6014795E+002, 6.3983099E+002, 6.6150305E+002, 6.1584674E+002, 5.6953784E+002, 4.8141721E+002, 4.0180801E+002, 3.3325955E+002, 2.8026556E+002, 4.8141721E+002, 4.0180801E+002, 3.3325955E+002, 2.8026556E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 3.0550665E+001, 2.4120369E+001, 1.8819031E+001, 1.2887736E+001, 6.2189970E+000, 3.4507670E+000, 1.4102318E+001, 1.2389834E+001, 1.1044329E+001, 9.1812916E+000, 4.8792615E+000, 2.4514835E+000, 1.6713102E+000, 1.6700281E+000
 2.0900139E+002, 6.6546985E+002, 6.4708386E+002, 5.6887817E+002, 5.5126282E+002, 4.8338965E+002, 4.3752994E+002, 3.5541614E+002, 3.0807831E+002, 4.8338965E+002, 4.3752994E+002, 3.5541614E+002, 3.0807831E+002, 6.4603174E+002, 6.6493030E+002, 6.1441339E+002, 5.6156427E+002, 4.8486432E+002, 4.1339798E+002, 3.5133859E+002, 2.9812167E+002, 4.8486432E+002, 4.1339798E+002, 3.5133859E+002, 2.9812167E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.7017210E+001, 2.5040640E+001, 2.3459085E+001, 1.7166594E+001, 6.5995760E+000, 3.0548179E+000, 1.4375471E+001, 1.3695914E+001, 1.2904455E+001, 9.1360445E+000, 4.7103896E+000, 2.5931830E+000, 1.7481267E+000, 1.7465720E+000
 2.1000022E+002, 6.5732050E+002, 6.9441986E+002, 6.5558093E+002, 6.1004498E+002, 5.2229865E+002, 4.0441644E+002, 3.9193912E+002, 3.1534375E+002, 5.2229865E+002, 4.0441644E+002, 3.9193912E+002, 3.1534375E+002, 6.4853540E+002, 6.6498566E+002, 6.1255469E+002, 5.5345502E+002, 4.8465372E+002, 4.2069513E+002, 3.6344473E+002, 3.0578937E+002, 4.8465372E+002, 4.2069513E+002, 3.6344473E+002, 3.0578937E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 3.1476973E+001, 2.4776461E+001, 2.0400928E+001, 1.5579961E+001, 6.9713826E+000, 3.9511087E+000, 1.4591726E+001, 1.2627083E+001, 1.0309874E+001, 8.1090937E+000, 4.6060271E+000, 2.8245659E+000, 1.6336877E+000, 1.6326150E+000
 2.1100137E+002, 5.5908887E+002, 6.8193732E+002, 7.0807050E+002, 6.7304718E+002, 5.6873505E+002, 4.9261719E+002, 4.3275677E+002, 3.4249667E+002, 5.6873505E+002, 4.9261719E+002, 4.3275677E+002, 3.4249667E+002, 6.3600531E+002, 6.7849402E+002, 6.4105780E+002, 5.7851147E+002, 4.9713580E+002, 4.2256787E+002, 3.6910995E+002, 3.0966776E+002, 4.9713580E+002, 4.2256787E+002, 3.6910995E+002, 3.0966776E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 3.4109322E+001, 2.8987560E+001, 2.2048267E+001, 1.2408052E+001, 5.3413043E+000, 2.6286321E+000, 1.5384722E+001, 1.3439950E+001, 1.2261041E+001, 7.8355970E+000, 3.8093252E+000, 2.1564074E+000, 1.5964426E+000, 1.5955753E+000
 2.1200190E+002, 6.2364447E+002, 6.8546680E+002, 6.2609955E+002, 5.9049487E+002, 4.5039594E+002, 3.2524982E+002, 2.6271204E+002, 2.4682991E+002, 4.5039594E+002, 3.2524982E+002, 2.6271204E+002, 2.4682991E+002, 6.2984003E+002, 6.6985242E+002, 6.3657629E+002, 5.7592419E+002, 4.9717047E+002, 4.2491980E+002, 3.7442047E+002, 3.1519720E+002, 4.9717047E+002, 4.2491980E+002, 3.7442047E+002, 3.1519720E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.6175812E+001, 2.5567816E+001, 2.1416302E+001, 1.3930600E+001, 7.8033676E+000, 5.1936436E+000, 1.4400588E+001, 1.4437481E+001, 1.3182540E+001, 1.0157246E+001, 5.5497637E+000, 3.3197863E+000, 1.6557380E+000, 1.6546403E+000
