s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2
 1.7004092E+001, 7.7387942E+002, 8.4938476E+002, 8.3001728E+002, 7.8159011E+002, 5.8979945E+002, 5.1058372E+002, 4.4998780E+002, 4.0262829E+002, 3.2279003E+002, 2.9216943E+002, 2.6316209E+002, 2.4280302E+002, 6.9040010E+002, 7.1687079E+002, 6.9148347E+002, 6.5484675E+002, 5.5907927E+002, 5.1298765E+002, 4.6961533E+002, 4.2711270E+002, 3.5025814E+002, 3.1888166E+002, 2.8784418E+002, 2.6346663E+002,-5.6843419E-017, 1.7623276E+000
 1.8000195E+001, 5.7748455E+002, 5.4930198E+002, 4.9052304E+002, 4.1895776E+002, 3.4580046E+002, 3.4326057E+002, 3.3309600E+002, 3.2442874E+002, 2.9638217E+002, 2.7230478E+002, 2.5858108E+002, 2.3685751E+002, 6.6360517E+002, 6.8164228E+002, 6.5962748E+002, 6.2511840E+002, 5.3029276E+002, 4.8600277E+002, 4.4426265E+002, 4.0648917E+002, 3.3955158E+002, 3.1002928E+002, 2.8372378E+002, 2.6157597E+002,-5.6843419E-017, 1.7378828E+000
 1.9007675E+001, 6.7950894E+002, 7.5329700E+002, 7.7049136E+002, 7.3179085E+002, 5.0681173E+002, 4.1292670E+002, 3.5292448E+002, 3.1284572E+002, 2.5859851E+002, 2.3269056E+002, 2.0953606E+002, 1.9459005E+002, 6.2837569E+002, 6.7184431E+002, 6.7682081E+002, 6.4314483E+002, 5.2472150E+002, 4.7196050E+002, 4.2530430E+002, 3.8642638E+002, 3.2273337E+002, 2.9240539E+002, 2.6857583E+002, 2.4611587E+002,-5.6843419E-017, 1.6796278E+000
 2.0007905E+001, 8.0479220E+002, 8.8225364E+002, 7.9808180E+002, 6.9217231E+002, 5.4116126E+002, 4.5712236E+002, 3.7920040E+002, 3.1476017E+002, 2.2827082E+002, 1.9506834E+002, 1.6932114E+002, 1.4955161E+002, 6.6784738E+002, 7.1685871E+002, 7.0062248E+002, 6.5169449E+002, 5.0979724E+002, 4.4698392E+002, 3.9439103E+002, 3.5333810E+002, 2.9232295E+002, 2.6341884E+002, 2.3929423E+002, 2.1868183E+002,-5.6843419E-017, 1.6949193E+000
 2.1004728E+001, 7.0061314E+002, 7.6946845E+002, 7.1641450E+002, 6.4966703E+002, 4.4724056E+002, 3.5221956E+002, 2.9093710E+002, 2.4896135E+002, 1.8910340E+002, 1.7616478E+002, 1.6625841E+002, 1.5474177E+002, 6.6971295E+002, 7.2803703E+002, 7.0480798E+002, 6.5283082E+002, 5.1379745E+002, 4.4827115E+002, 3.9518960E+002, 3.5015331E+002, 2.8361772E+002, 2.5435884E+002, 2.2912864E+002, 2.0720309E+002,-5.6843419E-017, 1.7666477E+000
 2.2009718E+001, 6.6047932E+002, 8.2853440E+002, 8.5739476E+002, 7.9998947E+002, 6.8542647E+002, 6.1930306E+002, 5.5748674E+002, 4.9985163E+002, 4.1137118E+002, 3.7036517E+002, 3.3707860E+002, 3.1078092E+002, 6.6168855E+002, 7.4678532E+002, 7.4216294E+002, 7.0002191E+002, 5.7244042E+002, 5.0528384E+002, 4.4724189E+002, 3.9627975E+002, 3.1590586E+002, 2.8307141E+002, 2.5480676E+002, 2.3199274E+002,-5.6843419E-017, 1.6641029E+000
 2.3008292E+001, 7.4908334E+002, 8.4111174E+002, 8.2660792E+002, 7.7853173E+002, 5.8320086E+002, 5.1256723E+002, 4.6264178E+002, 4.1969105E+002, 3.3753192E+002, 3.0433574E+002, 2.7081633E+002, 2.4062891E+002, 6.5017838E+002, 7.6183622E+002, 7.7946517E+002, 7.4436604E+002, 5.9697066E+002, 5.2302189E+002, 4.6161444E+002, 4.0875662E+002, 3.2624210E+002, 2.9316045E+002, 2.6550440E+002, 2.4085362E+002,-5.6843419E-017, 1.9049054E+000
 2.4005617E+001, 7.5399722E+002, 8.4059437E+002, 8.3448038E+002, 8.0202992E+002, 6.8018954E+002, 6.0355286E+002, 5.2598103E+002, 4.6952940E+002, 3.8701930E+002, 3.5580782E+002, 3.2814901E+002, 3.0118685E+002, 6.6906337E+002, 7.5080395E+002, 7.4983605E+002, 7.1587299E+002, 5.8855189E+002, 5.1993931E+002, 4.5858842E+002, 4.0931795E+002, 3.3098842E+002, 2.9965200E+002, 2.7194084E+002, 2.4709258E+002,-5.6843419E-017, 1.8552761E+000
 2.5009398E+001, 8.1852877E+002, 9.1039397E+002, 8.5354522E+002, 7.3939895E+002, 5.7256324E+002, 5.0774338E+002, 4.4323182E+002, 3.8067909E+002, 2.8945135E+002, 2.6500440E+002, 2.4786790E+002, 2.3017571E+002, 6.9936384E+002, 7.6010425E+002, 7.4777046E+002, 7.1228549E+002, 6.0584971E+002, 5.4574397E+002, 4.8621275E+002, 4.3537325E+002, 3.5319936E+002, 3.2086461E+002, 2.9241384E+002, 2.6677908E+002,-5.6843419E-017, 1.7159587E+000
 2.6006782E+001, 8.0784634E+002, 9.4290187E+002, 9.8248962E+002, 9.4869316E+002, 7.1730983E+002, 6.1646354E+002, 5.2850295E+002, 4.5843015E+002, 3.5809543E+002, 3.2117034E+002, 2.9131419E+002, 2.6954086E+002, 7.1495717E+002, 8.0625934E+002, 8.0354084E+002, 7.5680017E+002, 6.2081604E+002, 5.5553066E+002, 4.9144364E+002, 4.3444337E+002, 3.4627098E+002, 3.1364084E+002, 2.8644511E+002, 2.6200044E+002,-5.6843419E-017, 1.6577179E+000
 2.7005952E+001, 7.8896851E+002, 8.1713374E+002, 7.3130374E+002, 6.5262652E+002, 5.1441789E+002, 4.5223518E+002, 4.0096857E+002, 3.4798817E+002, 2.5778114E+002, 2.2757517E+002, 2.0232957E+002, 1.7771399E+002, 7.2975729E+002, 7.9190351E+002, 7.7776316E+002, 7.3517002E+002, 6.0806440E+002, 5.4631122E+002, 4.8456784E+002, 4.2673316E+002, 3.3805809E+002, 3.0518334E+002, 2.7705884E+002, 2.5150876E+002,-5.6843419E-017, 1.8215996E+000
 2.8009379E+001, 8.4670234E+002, 9.3557705E+002, 9.0352100E+002, 8.0972396E+002, 6.1757033E+002, 5.2139142E+002, 4.2908880E+002, 3.5541349E+002, 2.6304216E+002, 2.3065143E+002, 1.9956805E+002, 1.7314763E+002, 7.2835747E+002, 7.9266273E+002, 7.7438556E+002, 7.1660078E+002, 5.7308574E+002, 5.0488726E+002, 4.4203900E+002, 3.8647763E+002, 3.0310102E+002, 2.7281061E+002, 2.4747421E+002, 2.2408396E+002,-5.6843419E-017, 1.8438942E+000
 2.9008346E+001, 7.2873312E+002, 8.3600612E+002, 8.6808041E+002, 8.4856070E+002, 7.4991237E+002, 6.8863620E+002, 6.2356915E+002, 5.6901348E+002, 4.5762226E+002, 4.1066793E+002, 3.7568249E+002, 3.4239049E+002, 7.3179562E+002, 7.8921399E+002, 7.8123098E+002, 7.3830205E+002, 6.1668994E+002, 5.5156400E+002, 4.8706248E+002, 4.2846935E+002, 3.3229610E+002, 2.9699083E+002, 2.6755150E+002, 2.4170180E+002,-5.6843419E-017, 1.7998772E+000
 3.0008518E+001, 7.6843784E+002, 7.3557486E+002, 6.7863473E+002, 6.3227536E+002, 5.8286135E+002, 5.5306232E+002, 5.0052678E+002, 4.4166472E+002, 3.5512830E+002, 3.2454193E+002, 2.9620692E+002, 2.7816818E+002, 6.8402145E+002, 7.4437621E+002, 7.6534008E+002, 7.5952836E+002, 6.9366005E+002, 6.3855663E+002, 5.6980835E+002, 5.0539104E+002, 3.9837909E+002, 3.5702969E+002, 3.2299581E+002, 2.9408038E+002,-5.6843419E-017, 1.7642466E+000
 3.1006886E+001, 8.8311965E+002, 8.9294509E+002, 7.9563829E+002, 6.8352971E+002, 4.5023595E+002, 3.5937278E+002, 3.0324063E+002, 2.5509453E+002, 1.9072383E+002, 1.6708138E+002, 1.4616961E+002, 1.3251586E+002, 7.3506919E+002, 7.6826882E+002, 7.4408481E+002, 7.0137194E+002, 5.9636798E+002, 5.3984929E+002, 4.8212457E+002, 4.2857590E+002, 3.4088040E+002, 3.0738006E+002, 2.7873448E+002, 2.5532049E+002,-5.6843419E-017, 1.7410547E+000
 3.2006105E+001, 6.2768763E+002, 8.1125137E+002, 8.1855536E+002, 7.2720659E+002, 4.8937540E+002, 3.9257272E+002, 3.2401450E+002, 2.7067518E+002, 2.0478004E+002, 1.8219768E+002, 1.6693955E+002, 1.5086398E+002, 7.2093698E+002, 7.6894485E+002, 7.2966664E+002, 6.6268997E+002, 5.2651273E+002, 4.6544197E+002, 4.1165452E+002, 3.6397868E+002, 2.8805388E+002, 2.5912711E+002, 2.3546946E+002, 2.1573226E+002,-5.6843419E-017, 1.7091746E+000
 3.3004580E+001, 7.0284987E+002, 8.0417410E+002, 8.1910446E+002, 8.2299262E+002, 8.2057300E+002, 7.6183237E+002, 6.7112429E+002, 5.7319729E+002, 4.1383892E+002, 3.6431505E+002, 3.1838194E+002, 2.9273624E+002, 6.4819641E+002, 7.4776247E+002, 7.6581590E+002, 7.4503905E+002, 6.4394934E+002, 5.6950418E+002, 4.9059489E+002, 4.1769380E+002, 3.1096372E+002, 2.7470032E+002, 2.4522796E+002, 2.2282059E+002,-5.6843419E-017, 1.8944311E+000
 3.4003990E+001, 7.7965517E+002, 8.0707542E+002, 7.5403508E+002, 6.8922279E+002, 5.4270009E+002, 4.8052028E+002, 4.2108217E+002, 3.7819501E+002, 3.0188088E+002, 2.7229697E+002, 2.4810893E+002, 2.2628636E+002, 6.8738880E+002, 7.3668559E+002, 7.2709025E+002, 6.9878038E+002, 6.1332188E+002, 5.5545991E+002, 4.9089340E+002, 4.2778963E+002, 3.3060124E+002, 2.9734785E+002, 2.6646862E+002, 2.4489549E+002,-5.6843419E-017, 1.7588564E+000
 3.5002600E+001, 7.5883156E+002, 8.1342485E+002, 8.0755211E+002, 7.6436269E+002, 6.0692804E+002, 5.2931202E+002, 4.5325963E+002, 3.9362925E+002, 3.1985494E+002, 2.8666111E+002, 2.5898763E+002, 2.3427917E+002, 6.7845845E+002, 7.3368747E+002, 7.3619674E+002, 7.0999757E+002, 6.1464464E+002, 5.5647140E+002, 4.9157806E+002, 4.3247845E+002, 3.3946934E+002, 3.0524406E+002, 2.7401324E+002, 2.5005525E+002,-5.6843419E-017, 1.7550733E+000
 3.6006116E+001, 7.2124105E+002, 8.2706179E+002, 8.2808775E+002, 7.9377696E+002, 6.9379973E+002, 6.4040502E+002, 5.7836918E+002, 5.1578473E+002, 3.9791419E+002, 3.5234159E+002, 3.1328170E+002, 2.7973716E+002, 6.7838241E+002, 7.6251219E+002, 7.7910273E+002, 7.6315115E+002, 6.6440735E+002, 5.9981539E+002, 5.2737356E+002, 4.6084410E+002, 3.5500578E+002, 3.1487013E+002, 2.8022689E+002, 2.5168720E+002,-5.6843419E-017, 1.7478569E+000
 3.7003730E+001, 7.4943854E+002, 9.4224071E+002, 9.9069859E+002, 9.4339718E+002, 7.1799425E+002, 6.0898051E+002, 5.1682270E+002, 4.4107479E+002, 3.3258642E+002, 3.0455748E+002, 2.7461048E+002, 2.5405802E+002, 6.9526881E+002, 7.8375607E+002, 7.9104907E+002, 7.5708838E+002, 6.3960270E+002, 5.7841949E+002, 5.1404942E+002, 4.5372507E+002, 3.5712267E+002, 3.2089811E+002, 2.8661718E+002, 2.6023867E+002,-5.6843419E-017, 1.7202373E+000
 3.8005104E+001, 7.8879316E+002, 7.0420488E+002, 5.8846252E+002, 5.0834884E+002, 4.6192377E+002, 4.4583460E+002, 4.1391935E+002, 3.8052533E+002, 3.1382831E+002, 2.6700901E+002, 2.3165003E+002, 2.0156609E+002, 6.8792252E+002, 7.4376741E+002, 7.4531529E+002, 7.1986603E+002, 6.2125677E+002, 5.6252936E+002, 4.9927257E+002, 4.4104859E+002, 3.4613379E+002, 3.0742729E+002, 2.7324753E+002, 2.4514693E+002,-5.6843419E-017, 1.7467804E+000
 3.9008878E+001, 6.6585820E+002, 6.7656993E+002, 6.1028388E+002, 5.1741567E+002, 3.4094621E+002, 2.7177245E+002, 2.2497974E+002, 2.0144608E+002, 1.7574652E+002, 1.6497857E+002, 1.5262581E+002, 1.3729784E+002, 6.8742091E+002, 7.1153054E+002, 6.8010952E+002, 6.2575372E+002, 5.2050913E+002, 4.7181498E+002, 4.2338965E+002, 3.8028806E+002, 3.0741675E+002, 2.7480552E+002, 2.4583582E+002, 2.2179194E+002,-5.6843419E-017, 1.8438672E+000
 4.0003507E+001, 6.6964974E+002, 7.5671157E+002, 7.2030980E+002, 6.5863193E+002, 5.3321799E+002, 4.7447669E+002, 4.2703632E+002, 3.8396705E+002, 3.0143603E+002, 2.6718448E+002, 2.4016513E+002, 2.2303370E+002, 6.4974662E+002, 6.8545620E+002, 6.5885479E+002, 6.1302290E+002, 5.0506731E+002, 4.5023647E+002, 4.0133773E+002, 3.6045682E+002, 2.9172002E+002, 2.6134416E+002, 2.3419415E+002, 2.1175094E+002,-5.6843419E-017, 1.8454885E+000
 4.1010323E+001, 6.8413451E+002, 6.9891813E+002, 6.9273649E+002, 6.6512500E+002, 5.7339882E+002, 5.0936989E+002, 4.5014541E+002, 4.0917911E+002, 3.4769347E+002, 3.1961444E+002, 2.9257538E+002, 2.6731381E+002, 6.3410863E+002, 6.8607036E+002, 6.8417561E+002, 6.5575450E+002, 5.5670295E+002, 4.9235341E+002, 4.3454614E+002, 3.8884764E+002, 3.1276882E+002, 2.8032364E+002, 2.5207695E+002, 2.2843996E+002,-5.6843419E-017, 1.8575692E+000
 4.2000157E+001, 6.6830351E+002, 7.7582151E+002, 8.2936739E+002, 8.4718942E+002, 7.6392615E+002, 6.9086304E+002, 6.1592080E+002, 5.5100590E+002, 4.3953332E+002, 3.9717995E+002, 3.5059931E+002, 3.1750795E+002, 6.4050532E+002, 6.8645501E+002, 6.9104434E+002, 6.7462847E+002, 5.9374458E+002, 5.3526493E+002, 4.7846266E+002, 4.3040315E+002, 3.4791088E+002, 3.1325611E+002, 2.7937408E+002, 2.5260438E+002,-5.6843419E-017, 1.7916723E+000
 4.3008568E+001, 8.3039656E+002, 9.3127246E+002, 9.6556788E+002, 9.5872081E+002, 8.6942831E+002, 8.0306202E+002, 7.2083902E+002, 6.3725764E+002, 4.9013918E+002, 4.2588805E+002, 3.7777312E+002, 3.3823338E+002, 6.6271076E+002, 7.3923402E+002, 7.7131749E+002, 7.7280476E+002, 6.9306009E+002, 6.2873031E+002, 5.6239257E+002, 5.0221007E+002, 3.9940066E+002, 3.5817169E+002, 3.1755784E+002, 2.8674074E+002,-5.6843419E-017, 1.9413524E+000
 4.4003691E+001, 8.0196228E+002, 8.5155393E+002, 7.9805812E+002, 7.0769897E+002, 5.9439200E+002, 5.6206907E+002, 5.2870150E+002, 4.9306140E+002, 3.9402640E+002, 3.4175048E+002, 2.9698693E+002, 2.6083245E+002, 7.1039874E+002, 7.7088631E+002, 7.8020770E+002, 7.6319264E+002, 6.8941157E+002, 6.3982394E+002, 5.8237243E+002, 5.2696999E+002, 4.2057694E+002, 3.7176083E+002, 3.3007506E+002, 2.9454667E+002,-5.6843419E-017, 1.8055368E+000
 4.5007408E+001, 7.9423530E+002, 8.8820795E+002, 8.6599053E+002, 7.9833662E+002, 6.2279237E+002, 5.3472589E+002, 4.6657146E+002, 4.2105357E+002, 3.5366272E+002, 3.2089849E+002, 2.8904700E+002, 2.5602703E+002, 7.0786816E+002, 7.7945713E+002, 7.7691629E+002, 7.3880357E+002, 6.3890551E+002, 5.8643648E+002, 5.3476578E+002, 4.8750796E+002, 3.8910733E+002, 3.4324857E+002, 3.0441716E+002, 2.7185542E+002,-5.6843419E-017, 1.6520981E+000
 4.6002059E+001, 7.3690404E+002, 9.3537036E+002, 9.6015801E+002, 8.8244231E+002, 6.3875522E+002, 5.3057513E+002, 4.4789186E+002, 3.7495982E+002, 2.8238230E+002, 2.5609206E+002, 2.4087818E+002, 2.2422385E+002, 7.3002846E+002, 8.0243776E+002, 7.9358563E+002, 7.4380009E+002, 6.1822046E+002, 5.5725756E+002, 5.0240608E+002, 4.5456385E+002, 3.6837553E+002, 3.2994471E+002, 2.9819379E+002, 2.6891788E+002,-5.6843419E-017, 1.6293452E+000
 4.7005427E+001, 7.9722674E+002, 7.6861865E+002, 6.6532218E+002, 5.7123463E+002, 4.4836187E+002, 3.8860315E+002, 3.4136129E+002, 3.0993109E+002, 2.3154107E+002, 1.9787341E+002, 1.7712632E+002, 1.5786631E+002, 7.0793470E+002, 7.7504323E+002, 7.6737480E+002, 7.2645045E+002, 6.0393940E+002, 5.3572295E+002, 4.7670367E+002, 4.2647990E+002, 3.3547781E+002, 2.9817121E+002, 2.6894358E+002, 2.4231752E+002,-5.6843419E-017, 1.9133949E+000
 4.8000413E+001, 7.9309068E+002, 9.5125920E+002, 9.5181355E+002, 8.9840383E+002, 7.6573312E+002, 7.0684689E+002, 6.4198611E+002, 5.8127321E+002, 4.5303735E+002, 3.9333800E+002, 3.4971808E+002, 3.0254557E+002, 6.9522938E+002, 7.6794731E+002, 7.5760494E+002, 7.1945024E+002, 6.1733044E+002, 5.5820874E+002, 4.9932863E+002, 4.4909474E+002, 3.5116873E+002, 3.0777077E+002, 2.7523019E+002, 2.4464303E+002,-5.6843419E-017, 1.7976870E+000
 4.9000269E+001, 6.5638860E+002, 8.0832352E+002, 8.7951205E+002, 8.8478360E+002, 7.8512402E+002, 7.0997680E+002, 6.2636944E+002, 5.4356920E+002, 4.1503280E+002, 3.7301319E+002, 3.3498530E+002, 3.0631655E+002, 6.9655346E+002, 8.0082836E+002, 8.1256661E+002, 7.7772065E+002, 6.6312654E+002, 5.9983368E+002, 5.3688396E+002, 4.8145172E+002, 3.7790474E+002, 3.3348315E+002, 2.9867133E+002, 2.6638836E+002,-5.6843419E-017, 1.5997863E+000
 5.0006569E+001, 7.0332024E+002, 7.8372166E+002, 8.0655516E+002, 7.9497814E+002, 6.8330275E+002, 6.2215873E+002, 5.7237595E+002, 5.2405678E+002, 4.1174248E+002, 3.5603123E+002, 2.9651846E+002, 2.5726625E+002, 6.7409341E+002, 7.5483631E+002, 7.7297293E+002, 7.4953660E+002, 6.4619809E+002, 5.8805440E+002, 5.3039934E+002, 4.7621702E+002, 3.7623876E+002, 3.3355522E+002, 2.9815183E+002, 2.6788280E+002,-5.6843419E-017, 1.9446345E+000
