s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
Time,"T01","T02","T03","T04","T05","T06","T07","T08","T09","T10","T11","T12","TC01","TC02","TC03","TC04","TC05","TC06","TC07","TC08","TC09","TC10","TC11","TC12","TC01_Wall","TC02_Wall","TC03_Wall","TC04_Wall","TC05_Wall","TC06_Wall","TC07_Wall","TC08_Wall","TC09_Wall","TC10_Wall","Temp_TC01_Wall","Temp_TC02_Wall","Temp_TC03_Wall","Temp_TC04_Wall","Temp_TC05_Wall","Temp_TC06_Wall","Temp_TC07_Wall","Temp_TC08_Wall","Temp_TC09_Wall","Temp_TC10_Wall","GHF1_Wall_CL","GHF2_Wall_CL","GHF3_Wall_CL","GHF4_Wall_CL","GHF5_Wall_CL","GHF6_Wall_CL","GHF1_Wall_R","GHF2_Wall_R","GHF3_Wall_R","GHF4_Wall_R","GHF5_Wall_R","GHF6_Wall_R","HF1","GHF1"
 1.5500026E+002, 7.5362403E+002, 8.1631874E+002, 7.6513869E+002, 6.8494475E+002, 5.1513037E+002, 4.3438836E+002, 3.6694938E+002, 3.1100928E+002, 5.1513037E+002, 4.3438836E+002, 3.6694938E+002, 3.1100928E+002, 7.2369037E+002, 7.5959770E+002, 7.3154167E+002, 6.7705886E+002, 5.2919352E+002, 4.6011087E+002, 4.0174419E+002, 3.5365001E+002, 5.2919352E+002, 4.6011087E+002, 4.0174419E+002, 3.5365001E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.0421817E+002, 1.0168807E+002, 8.2088832E+001, 6.9216990E+001, 5.3751830E+001, 4.5942300E+001, 3.7339784E+001, 3.3189592E+001, 2.8878539E+001, 2.7206050E+001, 3.4685514E+000, 3.2819587E+000, 2.4734002E+000, 2.0037995E+000, 1.3787064E+000, 1.0425625E+000, 2.8824527E+000, 2.7445612E+000, 2.1483804E+000, 1.7670054E+000, 1.2723167E+000, 9.8868711E-001, 9.7503492E-001, 9.7169822E-001
 1.5600398E+002, 7.8638699E+002, 8.2788579E+002, 8.0425807E+002, 7.5260882E+002, 5.9025255E+002, 5.1734564E+002, 4.4378128E+002, 3.7569467E+002, 5.9025255E+002, 5.1734564E+002, 4.4378128E+002, 3.7569467E+002, 7.0751974E+002, 7.5545433E+002, 7.4798039E+002, 7.1069470E+002, 5.7595163E+002, 5.0315567E+002, 4.3302501E+002, 3.7352722E+002, 5.7595163E+002, 5.0315567E+002, 4.3302501E+002, 3.7352722E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.0466219E+002, 1.0250326E+002, 8.2823375E+001, 6.9658802E+001, 5.4035948E+001, 4.6173151E+001, 3.7495022E+001, 3.3302364E+001, 2.8919153E+001, 2.7177638E+001, 3.7457420E+000, 3.7615782E+000, 2.8476755E+000, 2.1805681E+000, 1.4535948E+000, 1.1006399E+000, 3.0279909E+000, 2.9946557E+000, 2.4020343E+000, 1.9369614E+000, 1.3758573E+000, 1.0805044E+000, 1.0186401E+000, 1.0151439E+000
 1.5700169E+002, 7.7157512E+002, 8.1185247E+002, 7.5836754E+002, 6.4987989E+002, 4.2430692E+002, 3.5122652E+002, 3.0595880E+002, 2.6071319E+002, 4.2430692E+002, 3.5122652E+002, 3.0595880E+002, 2.6071319E+002, 7.0982254E+002, 7.4140234E+002, 7.0888090E+002, 6.5245849E+002, 5.1434286E+002, 4.5118432E+002, 3.9071918E+002, 3.3717024E+002, 5.1434286E+002, 4.5118432E+002, 3.9071918E+002, 3.3717024E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.0525846E+002, 1.0267611E+002, 8.2709277E+001, 6.9624988E+001, 5.3998396E+001, 4.6150839E+001, 3.7552211E+001, 3.3461170E+001, 2.9197933E+001, 2.7497703E+001, 3.9359359E+000, 3.6601932E+000, 2.6331250E+000, 2.0727705E+000, 1.3928490E+000, 1.0513827E+000, 3.2325893E+000, 3.0604827E+000, 2.2545568E+000, 1.8143543E+000, 1.2582184E+000, 9.6383856E-001, 9.6469870E-001, 9.6146665E-001
 1.5800451E+002, 7.6565434E+002, 9.0844309E+002, 9.5372739E+002, 8.7483581E+002, 6.4479329E+002, 5.2657608E+002, 4.3589175E+002, 3.6848800E+002, 6.4479329E+002, 5.2657608E+002, 4.3589175E+002, 3.6848800E+002, 7.2377950E+002, 8.0264372E+002, 7.9203848E+002, 7.2155784E+002, 5.5005073E+002, 4.7303523E+002, 4.0807864E+002, 3.4942449E+002, 5.5005073E+002, 4.7303523E+002, 4.0807864E+002, 3.4942449E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.0552455E+002, 1.0290350E+002, 8.2704743E+001, 6.9553046E+001, 5.3956633E+001, 4.6149194E+001, 3.7647568E+001, 3.3685079E+001, 2.9657638E+001, 2.8070200E+001, 3.7968195E+000, 3.6634405E+000, 2.6120942E+000, 2.0139016E+000, 1.3390525E+000, 1.0181927E+000, 3.1911741E+000, 3.1212261E+000, 2.3561613E+000, 1.8503253E+000, 1.2772502E+000, 9.9135387E-001, 8.8952054E-001, 8.8651705E-001
 1.5900088E+002, 8.3196616E+002, 8.4152774E+002, 7.5821452E+002, 6.8593276E+002, 5.7774397E+002, 5.1012778E+002, 4.3386274E+002, 3.5755445E+002, 5.7774397E+002, 5.1012778E+002, 4.3386274E+002, 3.5755445E+002, 7.2521388E+002, 7.7308493E+002, 7.5549275E+002, 6.9637421E+002, 5.5430229E+002, 4.7715141E+002, 4.0834508E+002, 3.4783559E+002, 5.5430229E+002, 4.7715141E+002, 4.0834508E+002, 3.4783559E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.0551942E+002, 1.0277955E+002, 8.2522052E+001, 6.9428846E+001, 5.3893658E+001, 4.6076921E+001, 3.7510042E+001, 3.3449081E+001, 2.9288388E+001, 2.7609001E+001, 3.6836509E+000, 3.4496195E+000, 2.4277274E+000, 1.8681060E+000, 1.2408038E+000, 9.3701397E-001, 3.0092690E+000, 2.8982363E+000, 2.1536374E+000, 1.7221487E+000, 1.2136985E+000, 9.4967219E-001, 9.0304544E-001, 8.9996264E-001
 1.6000503E+002, 8.4856482E+002, 8.2645785E+002, 7.1981822E+002, 6.3646355E+002, 5.1440376E+002, 4.5226645E+002, 3.9494230E+002, 3.6456400E+002, 5.1440376E+002, 4.5226645E+002, 3.9494230E+002, 3.6456400E+002, 7.5959507E+002, 7.8092646E+002, 7.4280208E+002, 6.9035189E+002, 5.7592086E+002, 5.0448572E+002, 4.3685020E+002, 3.8042002E+002, 5.7592086E+002, 5.0448572E+002, 4.3685020E+002, 3.8042002E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.0566698E+002, 1.0293409E+002, 8.3040619E+001, 6.9903202E+001, 5.4212742E+001, 4.6340040E+001, 3.7621087E+001, 3.3463967E+001, 2.9193639E+001, 2.7453157E+001, 3.5394882E+000, 3.4015547E+000, 2.6991477E+000, 2.1405550E+000, 1.4551820E+000, 1.1178173E+000, 2.8596378E+000, 2.7578466E+000, 2.2147196E+000, 1.8302835E+000, 1.2914959E+000, 1.0183933E+000, 9.9999697E-001, 9.9654224E-001
 1.6100800E+002, 7.6229039E+002, 7.8734155E+002, 7.2868900E+002, 6.7657126E+002, 5.3102649E+002, 4.7089596E+002, 4.2943774E+002, 3.9878242E+002, 5.3102649E+002, 4.7089596E+002, 4.2943774E+002, 3.9878242E+002, 7.2465972E+002, 7.4512489E+002, 7.1064064E+002, 6.6843397E+002, 5.6848899E+002, 5.0703967E+002, 4.4594050E+002, 3.9536260E+002, 5.6848899E+002, 5.0703967E+002, 4.4594050E+002, 3.9536260E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.0567661E+002, 1.0315228E+002, 8.3162810E+001, 6.9985831E+001, 5.4318049E+001, 4.6471178E+001, 3.7804777E+001, 3.3655418E+001, 2.9429981E+001, 2.7735133E+001, 3.6031493E+000, 3.5092088E+000, 2.5539509E+000, 1.9772329E+000, 1.3268930E+000, 1.0301837E+000, 2.9811771E+000, 2.8963512E+000, 2.1951761E+000, 1.7723020E+000, 1.2756034E+000, 1.0211720E+000, 9.8288279E-001, 9.7949578E-001
 1.6200098E+002, 6.6342348E+002, 8.7019905E+002, 8.9949859E+002, 8.0969063E+002, 5.1573821E+002, 4.0632097E+002, 3.1350582E+002, 2.5729165E+002, 5.1573821E+002, 4.0632097E+002, 3.1350582E+002, 2.5729165E+002, 6.9554895E+002, 7.5904376E+002, 7.4824533E+002, 6.9408494E+002, 5.2954026E+002, 4.6274175E+002, 4.0562513E+002, 3.6265981E+002, 5.2954026E+002, 4.6274175E+002, 4.0562513E+002, 3.6265981E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.0578002E+002, 1.0323686E+002, 8.3109898E+001, 6.9905920E+001, 5.4247434E+001, 4.6384474E+001, 3.7692480E+001, 3.3515143E+001, 2.9257039E+001, 2.7559617E+001, 3.6112444E+000, 3.4854754E+000, 2.5508733E+000, 2.0059066E+000, 1.3463981E+000, 1.0102204E+000, 3.1093613E+000, 3.0346521E+000, 2.3081400E+000, 1.8392024E+000, 1.2918090E+000, 9.9972703E-001, 9.0069504E-001, 8.9760730E-001
 1.6300587E+002, 6.2584648E+002, 7.4807718E+002, 8.0542606E+002, 7.9288171E+002, 6.2014877E+002, 5.3275438E+002, 4.4271272E+002, 3.5843785E+002, 6.2014877E+002, 5.3275438E+002, 4.4271272E+002, 3.5843785E+002, 6.4630371E+002, 7.4381593E+002, 7.5868255E+002, 7.2303797E+002, 5.6817598E+002, 4.9518321E+002, 4.2528508E+002, 3.7049806E+002, 5.6817598E+002, 4.9518321E+002, 4.2528508E+002, 3.7049806E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.0564577E+002, 1.0302713E+002, 8.3323151E+001, 7.0279026E+001, 5.4465795E+001, 4.6599291E+001, 3.7883735E+001, 3.3674710E+001, 2.9307365E+001, 2.7506317E+001, 3.3662784E+000, 3.1877019E+000, 2.4459440E+000, 1.9522749E+000, 1.3042207E+000, 1.0284955E+000, 2.7622288E+000, 2.6592490E+000, 2.1323811E+000, 1.7578686E+000, 1.2223475E+000, 9.6542027E-001, 8.7314494E-001, 8.7014387E-001
 1.6401024E+002, 7.3007589E+002, 8.7783808E+002, 9.1755264E+002, 8.7752458E+002, 7.3695080E+002, 6.3072069E+002, 5.2806539E+002, 4.5012389E+002, 7.3695080E+002, 6.3072069E+002, 5.2806539E+002, 4.5012389E+002, 6.6191125E+002, 7.5904832E+002, 7.7728818E+002, 7.5062429E+002, 6.1078183E+002, 5.2939035E+002, 4.5327055E+002, 3.9157405E+002, 6.1078183E+002, 5.2939035E+002, 4.5327055E+002, 3.9157405E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.0681358E+002, 1.0446505E+002, 8.4403526E+001, 7.0918288E+001, 5.4901599E+001, 4.6891537E+001, 3.7975026E+001, 3.3681628E+001, 2.9269179E+001, 2.7458994E+001, 3.9580848E+000, 3.9267459E+000, 2.9843706E+000, 2.2766893E+000, 1.5127861E+000, 1.1462769E+000, 3.3505887E+000, 3.2112465E+000, 2.4822327E+000, 1.9600689E+000, 1.3683929E+000, 1.0661624E+000, 9.9492475E-001, 9.9151312E-001
 1.6500123E+002, 6.7655420E+002, 7.0955582E+002, 7.4269577E+002, 7.4683157E+002, 6.4052834E+002, 5.6005758E+002, 4.9066525E+002, 4.2866620E+002, 6.4052834E+002, 5.6005758E+002, 4.9066525E+002, 4.2866620E+002, 6.4270907E+002, 7.4586820E+002, 7.8707943E+002, 7.7076895E+002, 6.3922988E+002, 5.5610612E+002, 4.7631838E+002, 4.1034503E+002, 6.3922988E+002, 5.5610612E+002, 4.7631838E+002, 4.1034503E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.0713512E+002, 1.0517307E+002, 8.5153859E+001, 7.1563150E+001, 5.5294249E+001, 4.7187587E+001, 3.8213706E+001, 3.3862451E+001, 2.9338774E+001, 2.7457637E+001, 3.8015872E+000, 3.9707738E+000, 3.1415105E+000, 2.4785634E+000, 1.6538126E+000, 1.2569634E+000, 3.1272680E+000, 3.1879673E+000, 2.6889943E+000, 2.2345310E+000, 1.6063576E+000, 1.2551525E+000, 1.0088982E+000, 1.0054483E+000
 1.6600001E+002, 8.4000429E+002, 8.8037778E+002, 7.9923494E+002, 6.7398513E+002, 4.5205896E+002, 3.7710192E+002, 3.2026378E+002, 2.8255978E+002, 4.5205896E+002, 3.7710192E+002, 3.2026378E+002, 2.8255978E+002, 6.8417765E+002, 7.4118220E+002, 7.3821288E+002, 6.9866721E+002, 5.7658742E+002, 5.0852204E+002, 4.4246135E+002, 3.8559841E+002, 5.7658742E+002, 5.0852204E+002, 4.4246135E+002, 3.8559841E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.0628245E+002, 1.0384595E+002, 8.4005168E+001, 7.0762109E+001, 5.4844079E+001, 4.6849185E+001, 3.8019671E+001, 3.3752279E+001, 2.9293368E+001, 2.7428833E+001, 3.3149542E+000, 3.1229158E+000, 2.3147645E+000, 1.8322368E+000, 1.2351216E+000, 9.3582114E-001, 2.7403967E+000, 2.6278426E+000, 2.0282226E+000, 1.6442398E+000, 1.1633977E+000, 9.0553997E-001, 9.4520411E-001, 9.4198855E-001
 1.6700048E+002, 8.9121899E+002, 9.9561015E+002, 9.0958999E+002, 7.7750627E+002, 5.0687464E+002, 4.0167596E+002, 3.3022984E+002, 2.7990067E+002, 5.0687464E+002, 4.0167596E+002, 3.3022984E+002, 2.7990067E+002, 7.2154700E+002, 7.7863288E+002, 7.5169554E+002, 6.9182496E+002, 5.4136278E+002, 4.6769080E+002, 4.0396996E+002, 3.5172606E+002, 5.4136278E+002, 4.6769080E+002, 4.0396996E+002, 3.5172606E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.0676279E+002, 1.0420302E+002, 8.4350798E+001, 7.1005923E+001, 5.4907326E+001, 4.6900952E+001, 3.8050706E+001, 3.3774731E+001, 2.9342434E+001, 2.7467925E+001, 3.5763747E+000, 3.3540468E+000, 2.4954248E+000, 1.9305116E+000, 1.2635407E+000, 9.7969744E-001, 2.9017207E+000, 2.7655887E+000, 2.1295538E+000, 1.7282921E+000, 1.1999945E+000, 9.3904255E-001, 9.7707432E-001, 9.7373223E-001
 1.6800839E+002, 6.7846162E+002, 6.5628107E+002, 6.1935732E+002, 5.9106852E+002, 4.8137803E+002, 4.2022981E+002, 3.6915920E+002, 3.1502807E+002, 4.8137803E+002, 4.2022981E+002, 3.6915920E+002, 3.1502807E+002, 7.3205367E+002, 7.9315419E+002, 7.7919225E+002, 7.3388901E+002, 5.7526533E+002, 4.8997007E+002, 4.1918253E+002, 3.5866636E+002, 5.7526533E+002, 4.8997007E+002, 4.1918253E+002, 3.5866636E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.0711475E+002, 1.0438700E+002, 8.4240356E+001, 7.0855850E+001, 5.4751663E+001, 4.6726524E+001, 3.7907801E+001, 3.3639377E+001, 2.9235082E+001, 2.7401244E+001, 3.7092184E+000, 3.5052963E+000, 2.5644108E+000, 1.9921808E+000, 1.3069467E+000, 9.8224915E-001, 3.0295146E+000, 2.8960542E+000, 2.2060355E+000, 1.7796735E+000, 1.2459447E+000, 9.7746972E-001, 9.4925057E-001, 9.4602432E-001
 1.6900776E+002, 6.2704265E+002, 7.6751025E+002, 7.7388108E+002, 7.5454919E+002, 6.1965758E+002, 5.4354265E+002, 4.7038218E+002, 4.1617469E+002, 6.1965758E+002, 5.4354265E+002, 4.7038218E+002, 4.1617469E+002, 6.7975204E+002, 7.1673700E+002, 6.9956101E+002, 6.7019954E+002, 5.5705821E+002, 4.8987777E+002, 4.2677292E+002, 3.6962946E+002, 5.5705821E+002, 4.8987777E+002, 4.2677292E+002, 3.6962946E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.0663558E+002, 1.0409679E+002, 8.4306544E+001, 7.0987474E+001, 5.4999330E+001, 4.6979585E+001, 3.8086964E+001, 3.3773271E+001, 2.9285217E+001, 2.7414261E+001, 3.3502248E+000, 3.2611973E+000, 2.5134662E+000, 1.9815630E+000, 1.3706045E+000, 1.0586565E+000, 2.8484866E+000, 2.7310593E+000, 2.1466615E+000, 1.7466469E+000, 1.2492663E+000, 9.8510098E-001, 9.8758929E-001, 9.8424348E-001
 1.7000548E+002, 6.7796561E+002, 8.7693688E+002, 8.9446594E+002, 8.6074170E+002, 7.4221570E+002, 6.7108774E+002, 5.9827264E+002, 5.1905564E+002, 7.4221570E+002, 6.7108774E+002, 5.9827264E+002, 5.1905564E+002, 6.4843413E+002, 7.4178120E+002, 7.4676273E+002, 7.2731642E+002, 6.2786489E+002, 5.6821870E+002, 5.0476120E+002, 4.3989122E+002, 6.2786489E+002, 5.6821870E+002, 5.0476120E+002, 4.3989122E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.0713719E+002, 1.0467353E+002, 8.5019769E+001, 7.1614318E+001, 5.5367603E+001, 4.7260096E+001, 3.8280682E+001, 3.3923926E+001, 2.9406839E+001, 2.7493888E+001, 3.5520307E+000, 3.4821874E+000, 2.7311816E+000, 2.1487672E+000, 1.4190764E+000, 1.0884867E+000, 2.9759034E+000, 2.9508144E+000, 2.4437368E+000, 2.0476325E+000, 1.4376843E+000, 1.1149307E+000, 8.9451430E-001, 8.9150802E-001
 1.7100899E+002, 8.2455056E+002, 9.1375617E+002, 8.4423483E+002, 7.4067852E+002, 5.3686577E+002, 4.6193928E+002, 4.0879684E+002, 3.7111493E+002, 5.3686577E+002, 4.6193928E+002, 4.0879684E+002, 3.7111493E+002, 6.8396509E+002, 7.7442867E+002, 7.6715485E+002, 7.3043140E+002, 6.1374955E+002, 5.5316669E+002, 4.9439864E+002, 4.3646211E+002, 6.1374955E+002, 5.5316669E+002, 4.9439864E+002, 4.3646211E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.0745870E+002, 1.0477959E+002, 8.4761671E+001, 7.1367570E+001, 5.5213862E+001, 4.7155013E+001, 3.8204565E+001, 3.3865234E+001, 2.9344113E+001, 2.7432428E+001, 3.6228855E+000, 3.4252482E+000, 2.4739884E+000, 1.9238898E+000, 1.2877750E+000, 9.8879632E-001, 2.8706398E+000, 2.7686746E+000, 2.0992798E+000, 1.6884102E+000, 1.1774918E+000, 9.2809091E-001, 9.3816990E-001, 9.3505861E-001
 1.7200500E+002, 7.0414425E+002, 8.0039775E+002, 7.6131902E+002, 6.7782198E+002, 5.3973936E+002, 4.8880351E+002, 4.3490198E+002, 3.8333726E+002, 5.3973936E+002, 4.8880351E+002, 4.3490198E+002, 3.8333726E+002, 6.8669147E+002, 7.8004286E+002, 7.6148973E+002, 7.0869020E+002, 5.8410387E+002, 5.2423187E+002, 4.6649364E+002, 4.1289023E+002, 5.8410387E+002, 5.2423187E+002, 4.6649364E+002, 4.1289023E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.0817927E+002, 1.0535733E+002, 8.4905428E+001, 7.1380573E+001, 5.5200102E+001, 4.7114165E+001, 3.8148766E+001, 3.3823755E+001, 2.9425847E+001, 2.7614421E+001, 3.8745443E+000, 3.6576058E+000, 2.5974464E+000, 1.9787447E+000, 1.3307937E+000, 1.0189508E+000, 3.0452026E+000, 2.9123805E+000, 2.1893642E+000, 1.7653414E+000, 1.2675503E+000, 1.0028055E+000, 9.4932251E-001, 9.4613790E-001
 1.7300933E+002, 8.8163250E+002, 9.3340249E+002, 8.3445648E+002, 7.0628775E+002, 4.9789935E+002, 4.2230568E+002, 3.6055659E+002, 3.1153341E+002, 4.9789935E+002, 4.2230568E+002, 3.6055659E+002, 3.1153341E+002, 7.0299620E+002, 7.6976036E+002, 7.3759877E+002, 6.7555563E+002, 5.5558678E+002, 5.0074396E+002, 4.4593852E+002, 3.9422392E+002, 5.5558678E+002, 5.0074396E+002, 4.4593852E+002, 3.9422392E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.0923985E+002, 1.0636920E+002, 8.5366570E+001, 7.1756214E+001, 5.5509914E+001, 4.7252635E+001, 3.8156089E+001, 3.3809455E+001, 2.9342385E+001, 2.7506785E+001, 4.1972083E+000, 4.0173091E+000, 2.7952738E+000, 2.1758661E+000, 1.4795110E+000, 1.0891615E+000, 3.3431223E+000, 3.3804141E+000, 2.4818467E+000, 1.9459281E+000, 1.3596946E+000, 1.0479727E+000, 1.0124453E+000, 1.0090009E+000
 1.7400507E+002, 7.0914461E+002, 8.1501594E+002, 7.9497430E+002, 7.4575019E+002, 6.2928228E+002, 5.5988424E+002, 4.8922841E+002, 4.2314243E+002, 6.2928228E+002, 5.5988424E+002, 4.8922841E+002, 4.2314243E+002, 7.1156662E+002, 7.8809544E+002, 7.6587423E+002, 7.0734732E+002, 5.7423147E+002, 5.0960402E+002, 4.4707427E+002, 3.9020851E+002, 5.7423147E+002, 5.0960402E+002, 4.4707427E+002, 3.9020851E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.0955442E+002, 1.0662094E+002, 8.5466520E+001, 7.1864448E+001, 5.5638291E+001, 4.7384249E+001, 3.8295445E+001, 3.3936849E+001, 2.9394647E+001, 2.7501494E+001, 3.9345387E+000, 3.7677148E+000, 2.6392826E+000, 2.0613419E+000, 1.4226879E+000, 1.0746519E+000, 3.5167736E+000, 3.4494031E+000, 2.4651799E+000, 1.9048832E+000, 1.3417153E+000, 1.0416979E+000, 8.7668779E-001, 8.7371199E-001
 1.7500804E+002, 8.9065721E+002, 8.6139138E+002, 7.7331845E+002, 6.7246387E+002, 4.9311163E+002, 4.1410754E+002, 3.4657206E+002, 2.9519224E+002, 4.9311163E+002, 4.1410754E+002, 3.4657206E+002, 2.9519224E+002, 7.3514428E+002, 7.7038424E+002, 7.2993714E+002, 6.7078920E+002, 5.4047319E+002, 4.7516003E+002, 4.1585256E+002, 3.6608239E+002, 5.4047319E+002, 4.7516003E+002, 4.1585256E+002, 3.6608239E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.0892899E+002, 1.0628922E+002, 8.5273224E+001, 7.1651000E+001, 5.5567257E+001, 4.7403643E+001, 3.8314705E+001, 3.3949411E+001, 2.9401537E+001, 2.7518078E+001, 3.4500905E+000, 3.4152901E+000, 2.4643039E+000, 1.8811591E+000, 1.3103974E+000, 1.0263408E+000, 2.6992788E+000, 2.7048392E+000, 2.1234057E+000, 1.6751100E+000, 1.2024735E+000, 9.7182491E-001, 1.0004395E+000, 9.9702320E-001
 1.7600191E+002, 7.8451589E+002, 9.4041744E+002, 9.6773861E+002, 9.1818205E+002, 6.8755030E+002, 5.5052112E+002, 4.4107295E+002, 3.6324033E+002, 6.8755030E+002, 5.5052112E+002, 4.4107295E+002, 3.6324033E+002, 7.3872543E+002, 8.0662990E+002, 7.8397905E+002, 7.2871963E+002, 5.6620801E+002, 4.8134007E+002, 4.1118319E+002, 3.5582558E+002, 5.6620801E+002, 4.8134007E+002, 4.1118319E+002, 3.5582558E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.0960495E+002, 1.0676552E+002, 8.5540222E+001, 7.1814606E+001, 5.5526351E+001, 4.7330080E+001, 3.8291527E+001, 3.3932131E+001, 2.9405024E+001, 2.7559805E+001, 3.9076760E+000, 3.6918542E+000, 2.6158821E+000, 1.9866330E+000, 1.2782060E+000, 9.4973009E-001, 3.1832919E+000, 3.0938160E+000, 2.2664070E+000, 1.7820160E+000, 1.2291056E+000, 9.4598015E-001, 8.9433174E-001, 8.9132979E-001
