s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2
 9.0015782E+000, 4.6009608E+002, 7.6641848E+002, 8.8989725E+002, 8.7927205E+002, 8.5419852E+002, 8.0066377E+002, 7.4427088E+002, 7.1958649E+002, 6.8345649E+002, 5.5462679E+002, 4.2757891E+002, 3.2089361E+002, 5.0884628E+002, 7.2314560E+002, 7.9780002E+002, 8.4006626E+002, 8.6965212E+002, 8.5765566E+002, 8.3273676E+002, 7.8339607E+002, 7.2486748E+002, 5.8686996E+002, 4.6572293E+002, 3.6633904E+002, 8.4363845E-001, 8.4445234E-001
 1.0001639E+001, 5.2116213E+002, 7.8293438E+002, 8.4998343E+002, 9.0134656E+002, 8.9796564E+002, 8.8870963E+002, 7.9668562E+002, 6.2259846E+002, 5.3926274E+002, 3.9117740E+002, 3.4524376E+002, 3.0645749E+002, 5.0774184E+002, 7.1403927E+002, 7.8835743E+002, 8.2591790E+002, 8.3579163E+002, 8.1075320E+002, 7.7747382E+002, 7.0709109E+002, 6.5458076E+002, 5.3219165E+002, 4.3318176E+002, 3.5232519E+002, 8.9616797E-001, 8.9708337E-001
 1.1001914E+001, 4.4557842E+002, 7.1740705E+002, 9.1063574E+002, 9.0031255E+002, 8.5799327E+002, 7.7378967E+002, 7.2275218E+002, 5.8956921E+002, 5.8703978E+002, 4.6504317E+002, 3.8769372E+002, 3.2623132E+002, 4.8681839E+002, 7.1051943E+002, 8.1112540E+002, 8.2732245E+002, 8.2528110E+002, 8.1053960E+002, 7.7786929E+002, 7.0196173E+002, 6.5198946E+002, 5.2308310E+002, 4.3413918E+002, 3.5382620E+002, 1.0334058E+000, 1.0343501E+000
 1.2000929E+001, 5.8012856E+002, 8.3582648E+002, 9.1179627E+002, 7.8995654E+002, 6.7458307E+002, 6.8476766E+002, 6.4099800E+002, 5.4833090E+002, 4.9710409E+002, 4.0314270E+002, 3.4538482E+002, 2.5983776E+002, 5.0474754E+002, 7.0037787E+002, 7.8901336E+002, 7.9410551E+002, 7.7571138E+002, 7.7307713E+002, 7.2130417E+002, 6.3360017E+002, 6.0079621E+002, 4.9252576E+002, 4.2092739E+002, 3.3652442E+002, 1.0290968E+000, 1.0300438E+000
 1.3000415E+001, 3.2268051E+002, 5.6343808E+002, 6.7093538E+002, 8.1120284E+002, 9.1340645E+002, 8.9982163E+002, 8.5365028E+002, 6.4732595E+002, 5.8154263E+002, 4.4800974E+002, 3.9810271E+002, 3.6773555E+002, 4.7352012E+002, 6.6720043E+002, 7.4486323E+002, 7.7670648E+002, 7.8785636E+002, 7.8532256E+002, 7.5274276E+002, 6.5644287E+002, 5.9609698E+002, 4.6887906E+002, 4.1616533E+002, 3.4553910E+002, 8.5250645E-001, 8.5340519E-001
 1.4000958E+001, 5.1294069E+002, 6.5503812E+002, 7.4072540E+002, 8.8202917E+002, 8.4368167E+002, 8.0832727E+002, 7.8372233E+002, 6.8431518E+002, 5.8303335E+002, 4.6258093E+002, 3.4565009E+002, 2.9031896E+002, 4.6223687E+002, 6.3581154E+002, 7.0015629E+002, 7.7135243E+002, 8.1298213E+002, 8.1586825E+002, 8.0391371E+002, 7.0825037E+002, 6.3335055E+002, 5.0380973E+002, 4.2790144E+002, 3.6105364E+002, 9.5609683E-001, 9.5686429E-001
 1.5001161E+001, 5.2550732E+002, 8.6908520E+002, 9.8619981E+002, 1.0388133E+003, 8.9676452E+002, 7.6743339E+002, 7.2393774E+002, 6.5659192E+002, 5.8471956E+002, 4.1125481E+002, 3.3141920E+002, 2.9814985E+002, 4.8081987E+002, 6.8507293E+002, 7.6455519E+002, 8.3910168E+002, 8.2300719E+002, 7.8670481E+002, 7.5600813E+002, 6.8105488E+002, 6.1529395E+002, 4.9489214E+002, 4.1202862E+002, 3.3756068E+002, 1.0230221E+000, 1.0236769E+000
 1.6001784E+001, 6.5672319E+002, 7.6494929E+002, 7.7063037E+002, 9.0969343E+002, 9.4177097E+002, 6.9153796E+002, 5.5474506E+002, 4.2996710E+002, 3.8666241E+002, 3.2499593E+002, 3.5394169E+002, 3.0407669E+002, 5.3117804E+002, 7.2390521E+002, 7.9027651E+002, 8.5623331E+002, 8.2840645E+002, 7.3865135E+002, 6.9090525E+002, 6.2097842E+002, 5.6734049E+002, 4.5737684E+002, 3.9840628E+002, 3.3385281E+002, 8.1307664E-001, 8.1367861E-001
 1.7001192E+001, 6.4023273E+002, 8.4014802E+002, 9.6195801E+002, 1.0799231E+003, 1.0245558E+003, 8.9247654E+002, 8.5814415E+002, 7.4980213E+002, 5.9450097E+002, 5.4014396E+002, 4.4987659E+002, 3.4425689E+002, 5.5058991E+002, 7.1084976E+002, 7.7453195E+002, 8.6872120E+002, 8.8736986E+002, 7.9360656E+002, 7.3917124E+002, 6.3495079E+002, 5.5962880E+002, 4.8366313E+002, 4.3102544E+002, 3.5255262E+002, 9.7359855E-001, 9.7415047E-001
 1.8001747E+001, 5.4833246E+002, 7.2314196E+002, 7.7365377E+002, 8.5472075E+002, 8.9517014E+002, 9.1128760E+002, 8.1722602E+002, 6.9209883E+002, 6.3160248E+002, 5.1465841E+002, 4.9319197E+002, 4.1614914E+002, 5.6513747E+002, 7.1904131E+002, 7.9541168E+002, 8.6335303E+002, 8.5703849E+002, 7.9386745E+002, 7.4774543E+002, 6.5779058E+002, 5.8841660E+002, 5.0061436E+002, 4.3819215E+002, 3.5786102E+002, 8.9470266E-001, 8.9527787E-001
 1.9000055E+001, 6.0131679E+002, 8.6748179E+002, 9.6295573E+002, 9.5075288E+002, 8.2043874E+002, 7.2040916E+002, 6.8408366E+002, 5.4215333E+002, 4.2485742E+002, 3.9294840E+002, 3.6681526E+002, 3.4330450E+002, 5.8760104E+002, 7.4957330E+002, 8.0703627E+002, 8.6033634E+002, 8.5181927E+002, 8.1030990E+002, 7.6620097E+002, 6.6315132E+002, 5.9210165E+002, 5.1065986E+002, 4.6966742E+002, 4.0501017E+002, 1.1451910E+000, 1.1457372E+000
 2.0000972E+001, 5.7248522E+002, 8.6197699E+002, 9.7843480E+002, 1.0879270E+003, 1.0788897E+003, 1.0931683E+003, 1.0370181E+003, 8.8892852E+002, 7.8211659E+002, 6.2508288E+002, 5.3366719E+002, 4.6190018E+002, 5.5807707E+002, 7.4165271E+002, 8.1984907E+002, 8.6227359E+002, 8.5561808E+002, 8.4006087E+002, 8.0342573E+002, 6.9947096E+002, 6.1116511E+002, 5.1927995E+002, 4.8048134E+002, 4.2151647E+002, 7.2944813E-001, 7.2998650E-001
 2.1000513E+001, 3.1105847E+002, 5.6944831E+002, 7.4486458E+002, 9.4701659E+002, 1.0555784E+003, 1.0241148E+003, 9.0969224E+002, 7.8747501E+002, 6.9374207E+002, 6.1456380E+002, 5.4220519E+002, 4.8077908E+002, 5.0661452E+002, 7.0341099E+002, 7.9858809E+002, 8.8413647E+002, 9.2112346E+002, 9.2690189E+002, 8.8915831E+002, 7.8241995E+002, 6.9463384E+002, 5.9618347E+002, 5.3342823E+002, 4.6523673E+002, 8.6339852E-001, 8.6393313E-001
 2.2000897E+001, 5.1789721E+002, 8.2261756E+002, 9.3485866E+002, 1.0180814E+003, 1.1062301E+003, 1.1008445E+003, 1.0701622E+003, 9.1042881E+002, 7.7744977E+002, 6.3306950E+002, 5.6097016E+002, 4.6398472E+002, 4.5340741E+002, 6.4884480E+002, 7.5865707E+002, 8.6762869E+002, 9.2149310E+002, 9.1370247E+002, 8.8179799E+002, 7.8677760E+002, 7.1076231E+002, 6.2010151E+002, 5.5097653E+002, 4.7784391E+002, 8.2583136E-001, 8.2645982E-001
 2.3001074E+001, 4.9399468E+002, 8.0478585E+002, 9.3277223E+002, 9.6511371E+002, 9.4758788E+002, 8.5396271E+002, 7.6065981E+002, 6.6932980E+002, 5.6266954E+002, 3.7017609E+002, 2.7415800E+002, 2.3154130E+002, 5.0102407E+002, 7.4049564E+002, 8.2230946E+002, 8.7841952E+002, 9.1820342E+002, 9.0333880E+002, 8.7068978E+002, 7.9345450E+002, 6.9893358E+002, 5.7658724E+002, 4.9685987E+002, 4.3357531E+002, 9.3299769E-001, 9.3365762E-001
 2.4000186E+001, 4.6753426E+002, 7.0165009E+002, 8.6625499E+002, 9.5888041E+002, 8.8780435E+002, 8.8918554E+002, 8.0445103E+002, 7.6433497E+002, 6.6452422E+002, 5.2939270E+002, 4.6694090E+002, 3.4173517E+002, 4.8873713E+002, 7.0313665E+002, 8.0370296E+002, 8.6693566E+002, 8.6621415E+002, 8.5599051E+002, 8.2095575E+002, 7.6104152E+002, 6.6231546E+002, 5.2629910E+002, 4.4832892E+002, 3.7135834E+002, 8.9110618E-001, 8.9176541E-001
 2.5001498E+001, 4.0693946E+002, 7.0052377E+002, 9.0176156E+002, 9.9944109E+002, 9.3222263E+002, 8.7998545E+002, 8.0774500E+002, 7.8223539E+002, 6.7873363E+002, 5.2272700E+002, 4.5931436E+002, 3.6190542E+002, 4.5738632E+002, 6.6709767E+002, 7.9611475E+002, 8.7858885E+002, 8.6932516E+002, 8.6768944E+002, 8.2120110E+002, 7.8112864E+002, 7.0017906E+002, 5.6522931E+002, 4.9085523E+002, 3.8568212E+002, 7.7024915E-001, 7.7092858E-001
 2.6001231E+001, 4.8958919E+002, 7.8637746E+002, 9.2910608E+002, 9.4701079E+002, 9.5382415E+002, 9.7353322E+002, 9.7157806E+002, 7.9996764E+002, 6.5302128E+002, 5.4297851E+002, 4.6250040E+002, 3.6690461E+002, 4.5284011E+002, 6.7411618E+002, 7.9464657E+002, 8.4917056E+002, 8.5145560E+002, 8.5139978E+002, 8.1156522E+002, 7.4713104E+002, 6.7565934E+002, 5.5916192E+002, 4.6895490E+002, 3.6702923E+002, 8.2730961E-001, 8.2801812E-001
 2.7001357E+001, 4.1674562E+002, 6.2960738E+002, 7.9119181E+002, 8.8981889E+002, 9.0788456E+002, 9.5414107E+002, 8.5413581E+002, 7.2934645E+002, 6.5168729E+002, 5.2512977E+002, 4.5151848E+002, 4.0897051E+002, 4.5136778E+002, 6.6944308E+002, 7.8690943E+002, 8.4710062E+002, 8.6693232E+002, 8.9197996E+002, 8.4606082E+002, 7.6832731E+002, 6.7947840E+002, 5.6367566E+002, 4.8387821E+002, 3.9632316E+002, 9.7523935E-001, 9.7594842E-001
 2.8001784E+001, 5.6293480E+002, 9.0309668E+002, 9.8792144E+002, 9.5755013E+002, 8.0118159E+002, 5.7275100E+002, 5.1210478E+002, 4.6644211E+002, 4.0264521E+002, 3.4623850E+002, 3.0885059E+002, 2.6694240E+002, 4.5909755E+002, 6.7859721E+002, 7.7942710E+002, 8.3887079E+002, 8.5495265E+002, 8.3544001E+002, 7.8756740E+002, 7.1756326E+002, 6.4464577E+002, 5.4749286E+002, 4.7963334E+002, 3.9824121E+002, 1.2001732E+000, 1.2008513E+000
 2.9001294E+001, 5.1652693E+002, 7.1792583E+002, 8.3506954E+002, 1.0219064E+003, 1.1166296E+003, 9.9338434E+002, 7.7937640E+002, 6.7833306E+002, 5.9336605E+002, 4.2166454E+002, 3.6546285E+002, 3.1738281E+002, 5.0113905E+002, 7.2257864E+002, 8.1692006E+002, 8.6956064E+002, 8.7320770E+002, 8.2145863E+002, 7.4340412E+002, 6.7968679E+002, 5.9937818E+002, 4.7834540E+002, 4.1856120E+002, 3.4944737E+002, 8.4439191E-001, 8.4503886E-001
 3.0000264E+001, 5.1784800E+002, 8.0575535E+002, 9.4420044E+002, 9.4277526E+002, 9.2699954E+002, 8.9423378E+002, 7.9277195E+002, 7.3870654E+002, 6.7327088E+002, 5.2730389E+002, 4.3950805E+002, 3.4841287E+002, 5.1576427E+002, 7.2317681E+002, 8.0738967E+002, 8.6600337E+002, 8.9182381E+002, 8.4232171E+002, 7.5896185E+002, 7.1282961E+002, 6.3594841E+002, 4.9938247E+002, 4.3328218E+002, 3.6493019E+002, 1.0032532E+000, 1.0039053E+000
 3.1001186E+001, 6.3618597E+002, 9.1107024E+002, 9.8758305E+002, 1.0261962E+003, 1.0238438E+003, 1.0475997E+003, 9.9752760E+002, 8.8695672E+002, 7.2205872E+002, 5.6812802E+002, 4.8406586E+002, 4.1402487E+002, 5.5231723E+002, 7.5896814E+002, 8.3495369E+002, 8.7064241E+002, 8.8944264E+002, 8.8439132E+002, 8.2628009E+002, 7.6012901E+002, 6.7487808E+002, 5.4214730E+002, 4.6282916E+002, 3.7663603E+002, 8.2934602E-001, 8.3002346E-001
 3.2000052E+001, 4.5614306E+002, 8.3998010E+002, 9.0742182E+002, 1.0020274E+003, 9.7006439E+002, 8.8225966E+002, 7.3805997E+002, 6.6687910E+002, 5.8889346E+002, 5.0690422E+002, 4.2136991E+002, 3.6211171E+002, 5.2706318E+002, 7.5114211E+002, 8.1840421E+002, 8.6948590E+002, 8.7187584E+002, 8.6396530E+002, 8.1700216E+002, 7.6551057E+002, 6.7990404E+002, 5.5593118E+002, 4.7572379E+002, 4.0406083E+002, 8.7687701E-001, 8.7757718E-001
 3.3001202E+001, 4.7415240E+002, 7.7253383E+002, 9.1838507E+002, 9.8567381E+002, 8.5560374E+002, 8.1809748E+002, 7.5224661E+002, 6.8033217E+002, 6.6462097E+002, 5.5200892E+002, 4.2596581E+002, 3.3660040E+002, 5.0153526E+002, 7.4735193E+002, 8.2368282E+002, 8.8567455E+002, 8.7622048E+002, 8.6273047E+002, 7.9311307E+002, 7.2906055E+002, 6.6694248E+002, 5.5272697E+002, 4.5871598E+002, 3.8159082E+002, 9.7370479E-001, 9.7441995E-001
 3.4001107E+001, 4.2221795E+002, 6.9199032E+002, 8.1715714E+002, 9.0964039E+002, 9.1550389E+002, 8.6254220E+002, 8.4565324E+002, 7.4012690E+002, 6.6005981E+002, 5.3184555E+002, 4.7768971E+002, 4.3113041E+002, 4.5970550E+002, 6.9352313E+002, 7.8933502E+002, 8.5900678E+002, 8.4145965E+002, 8.2171861E+002, 7.7039154E+002, 6.9259993E+002, 6.3981109E+002, 5.4279558E+002, 4.6322871E+002, 3.9161865E+002, 8.6291297E-001, 8.6368656E-001
 3.5000523E+001, 4.1647912E+002, 6.5627591E+002, 8.2129824E+002, 9.8161774E+002, 9.1664732E+002, 8.5540365E+002, 7.4219951E+002, 6.6630030E+002, 6.2479594E+002, 5.1818826E+002, 4.0914623E+002, 3.6123440E+002, 4.5529394E+002, 6.6655583E+002, 7.7040951E+002, 8.4905065E+002, 8.3917086E+002, 8.2087751E+002, 7.8638715E+002, 7.2639785E+002, 6.6990548E+002, 5.4861011E+002, 4.7101871E+002, 4.1000728E+002, 9.1233435E-001, 9.1297727E-001
 3.6000580E+001, 4.0211067E+002, 7.0617941E+002, 9.0176730E+002, 9.0055089E+002, 9.4101244E+002, 9.0856737E+002, 8.3427635E+002, 7.7624861E+002, 6.3716590E+002, 5.6751309E+002, 4.8916548E+002, 3.8260750E+002, 4.2471512E+002, 6.4164196E+002, 7.6885688E+002, 8.2414820E+002, 8.5241311E+002, 8.3764933E+002, 7.9222300E+002, 7.3640009E+002, 6.7030077E+002, 5.7847154E+002, 4.9582671E+002, 4.2046714E+002, 9.3569628E-001, 9.3637857E-001
 3.7000569E+001, 4.1649161E+002, 6.6153470E+002, 8.1175123E+002, 9.5893832E+002, 9.2225173E+002, 9.5980626E+002, 8.7223278E+002, 7.6490200E+002, 6.7864331E+002, 5.6440933E+002, 4.7020637E+002, 3.4447370E+002, 4.2209215E+002, 6.4337902E+002, 7.6602116E+002, 8.4659285E+002, 8.6738084E+002, 8.6861186E+002, 8.1473237E+002, 7.5987975E+002, 6.5879862E+002, 5.6501316E+002, 4.7974388E+002, 3.9856950E+002, 9.6258121E-001, 9.6337132E-001
 3.8000939E+001, 4.8193862E+002, 7.0924129E+002, 8.4140429E+002, 1.0115550E+003, 8.4840898E+002, 7.4185691E+002, 7.0114323E+002, 5.8380528E+002, 4.8822409E+002, 3.8344124E+002, 3.2440251E+002, 3.1064732E+002, 4.2703300E+002, 6.3445778E+002, 7.5301479E+002, 8.5879904E+002, 8.4674700E+002, 8.3055056E+002, 7.9431430E+002, 7.2247581E+002, 6.3036454E+002, 5.3226641E+002, 4.5412195E+002, 3.7401047E+002, 8.8829949E-001, 8.8909356E-001
 3.9000817E+001, 4.3838680E+002, 7.3898184E+002, 8.8315755E+002, 9.4671148E+002, 8.1788416E+002, 6.6315574E+002, 6.3670261E+002, 5.3440890E+002, 4.8228194E+002, 3.8509433E+002, 3.1356518E+002, 2.4723922E+002, 4.6125695E+002, 6.6932051E+002, 7.8130779E+002, 8.7939991E+002, 8.2373596E+002, 7.7065442E+002, 7.2383620E+002, 6.5260459E+002, 5.7911859E+002, 4.8760170E+002, 4.1138270E+002, 3.4154487E+002, 9.5171112E-001, 9.5252056E-001
 4.0001575E+001, 4.9860394E+002, 7.7301505E+002, 9.4007504E+002, 1.0739802E+003, 9.3018956E+002, 8.3078171E+002, 7.5050946E+002, 6.4536670E+002, 6.1167827E+002, 5.3894389E+002, 4.3010978E+002, 3.3306581E+002, 4.5575511E+002, 6.8164835E+002, 7.8952242E+002, 8.6613068E+002, 8.3078428E+002, 7.7430682E+002, 7.2613357E+002, 6.4060488E+002, 5.8431800E+002, 4.8637989E+002, 4.0233392E+002, 3.3074105E+002, 8.9268851E-001, 8.9340558E-001
 4.1001161E+001, 5.0967380E+002, 7.8904164E+002, 9.3177121E+002, 1.0782932E+003, 1.1253874E+003, 1.0216160E+003, 8.9756251E+002, 7.4312941E+002, 6.0588952E+002, 4.4277228E+002, 3.7312843E+002, 3.2263761E+002, 5.0964334E+002, 7.2488313E+002, 8.2702967E+002, 9.1172823E+002, 8.9126744E+002, 8.3755032E+002, 7.8894400E+002, 6.7494773E+002, 6.0287253E+002, 5.1645671E+002, 4.3180536E+002, 3.5569105E+002, 7.9988763E-001, 8.0062818E-001
 4.2000907E+001, 3.6941082E+002, 6.7547117E+002, 8.4160882E+002, 9.4758342E+002, 1.0821781E+003, 1.1126148E+003, 1.0811540E+003, 9.3207239E+002, 8.3279821E+002, 7.4464369E+002, 6.0563519E+002, 4.7992409E+002, 4.6202440E+002, 6.8746784E+002, 8.0057842E+002, 8.9008977E+002, 9.3648771E+002, 9.1020063E+002, 8.6087660E+002, 7.5067912E+002, 6.7988122E+002, 5.9234497E+002, 4.8023598E+002, 3.8308037E+002, 6.8864596E-001, 6.8943625E-001
 4.3001305E+001, 7.6863945E+002, 9.2044334E+002, 1.0680814E+003, 1.1320497E+003, 1.0953101E+003, 9.6323739E+002, 8.2893153E+002, 7.0138319E+002, 6.1156957E+002, 5.3661621E+002, 4.3827824E+002, 3.5252489E+002, 5.1583788E+002, 7.1213120E+002, 8.2662983E+002, 8.9295467E+002, 9.3445200E+002, 8.9528377E+002, 8.5046838E+002, 7.7381207E+002, 7.0352279E+002, 6.2009072E+002, 5.1664979E+002, 4.1776985E+002, 8.8744477E-001, 8.8831286E-001
 4.4001766E+001, 4.5229696E+002, 7.5909037E+002, 9.5391023E+002, 9.8819639E+002, 8.9857740E+002, 9.3863153E+002, 8.6321039E+002, 8.6653667E+002, 8.0689199E+002, 6.2108211E+002, 5.4806013E+002, 4.7214756E+002, 5.3286808E+002, 7.2994982E+002, 8.4460616E+002, 9.0372836E+002, 9.2605965E+002, 9.2031176E+002, 8.8733688E+002, 8.3309233E+002, 7.5106487E+002, 6.1883667E+002, 5.2225842E+002, 4.2116000E+002, 8.8709386E-001, 8.8804101E-001
 4.5001577E+001, 5.4593015E+002, 8.8349107E+002, 9.3362872E+002, 1.0179978E+003, 1.0756351E+003, 1.0145075E+003, 8.8091698E+002, 6.9142142E+002, 6.0988470E+002, 5.0440258E+002, 4.5615839E+002, 4.2954062E+002, 5.2974915E+002, 7.5048457E+002, 8.4798100E+002, 9.0830051E+002, 8.9934393E+002, 8.8358806E+002, 8.2015252E+002, 7.5219466E+002, 6.8632226E+002, 5.7814212E+002, 5.0612733E+002, 4.3256635E+002, 9.6191829E-001, 9.6288768E-001
 4.6001231E+001, 5.3430608E+002, 7.3758964E+002, 8.8171861E+002, 8.8250356E+002, 9.4554843E+002, 9.5111926E+002, 8.8138377E+002, 7.9918765E+002, 6.9370643E+002, 5.3017622E+002, 4.2147631E+002, 3.3414286E+002, 5.0183577E+002, 7.1626715E+002, 7.9936677E+002, 8.5494570E+002, 8.8832145E+002, 8.8503734E+002, 8.3103221E+002, 7.6757444E+002, 6.9081708E+002, 5.8329701E+002, 5.1471285E+002, 4.3891009E+002, 9.3275684E-001, 9.3367903E-001
 4.7000767E+001, 6.1673438E+002, 8.7102744E+002, 1.0204960E+003, 1.0004756E+003, 9.6852647E+002, 9.3694419E+002, 8.4544886E+002, 6.8524837E+002, 6.1818224E+002, 5.5019149E+002, 5.0731700E+002, 4.7844672E+002, 5.4340337E+002, 7.3844887E+002, 8.3809557E+002, 8.4511388E+002, 8.6931554E+002, 8.6924958E+002, 8.2837716E+002, 7.5439562E+002, 6.8486661E+002, 5.9110724E+002, 5.1889300E+002, 4.3963322E+002, 8.0025441E-001, 8.0110022E-001
 4.8001635E+001, 5.8225088E+002, 8.7754512E+002, 9.8554523E+002, 9.6156228E+002, 9.0195395E+002, 8.0001310E+002, 7.2497680E+002, 5.3241727E+002, 4.0240985E+002, 3.9555997E+002, 3.4596509E+002, 2.7564984E+002, 5.6263318E+002, 7.6527116E+002, 8.6093694E+002, 8.7365370E+002, 8.9104000E+002, 8.4696868E+002, 7.8198108E+002, 6.6613490E+002, 6.0918262E+002, 5.6340383E+002, 4.9528502E+002, 4.2079850E+002, 9.3128345E-001, 9.3208621E-001
 4.9000878E+001, 6.0582402E+002, 8.5549574E+002, 8.9034261E+002, 8.8135286E+002, 8.0402079E+002, 8.5002293E+002, 7.5748794E+002, 6.9050298E+002, 6.4065924E+002, 5.5615318E+002, 4.6132096E+002, 3.8819889E+002, 5.7960963E+002, 7.7150726E+002, 8.3788897E+002, 8.5859670E+002, 8.4521240E+002, 8.2620814E+002, 7.7255728E+002, 6.8324017E+002, 6.1140174E+002, 5.4830263E+002, 4.7425603E+002, 4.0387236E+002, 9.5922634E-001, 9.5995370E-001
 5.0001329E+001, 4.7410179E+002, 7.4859208E+002, 8.5857523E+002, 8.4355730E+002, 6.9153192E+002, 6.6058001E+002, 6.0930692E+002, 5.9790220E+002, 5.3600956E+002, 4.4212904E+002, 4.3203850E+002, 3.8106184E+002, 5.4008697E+002, 7.2900351E+002, 7.8470938E+002, 7.9718403E+002, 7.8466405E+002, 7.8705096E+002, 7.3250880E+002, 6.6440061E+002, 5.8692546E+002, 5.1011995E+002, 4.5662420E+002, 3.9035450E+002, 9.2374688E-001, 9.2447046E-001
