s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2
 9.0004477E+000, 4.8200353E+002, 6.7317640E+002, 8.3127222E+002, 9.6371316E+002, 1.0610558E+003, 1.0070972E+003, 9.1752567E+002, 7.5746105E+002, 6.8301450E+002, 6.1727952E+002, 5.2304970E+002, 4.8305164E+002, 5.1171046E+002, 6.7063161E+002, 7.6299734E+002, 8.4866564E+002, 8.9367412E+002, 8.8560766E+002, 8.2445099E+002, 7.4305437E+002, 6.8213123E+002, 6.0483750E+002, 5.2591184E+002, 4.4818352E+002, 7.2435907E-001, 7.2523413E-001
 1.0000913E+001, 5.4769495E+002, 8.2421903E+002, 9.0688315E+002, 9.3328047E+002, 9.6843400E+002, 9.5240187E+002, 9.0099619E+002, 7.7338956E+002, 6.4773816E+002, 5.7634824E+002, 4.7670131E+002, 3.5129834E+002, 5.1641178E+002, 6.9406464E+002, 7.8230835E+002, 8.5097467E+002, 9.0028753E+002, 8.7812228E+002, 8.3264008E+002, 7.6462804E+002, 7.0808519E+002, 6.3017536E+002, 5.3954371E+002, 4.5210576E+002, 9.3438048E-001, 9.3533591E-001
 1.1001793E+001, 4.2668711E+002, 7.1465073E+002, 8.2288398E+002, 8.8144915E+002, 8.9972812E+002, 8.1051239E+002, 7.2052306E+002, 6.3090737E+002, 5.8588871E+002, 5.7595172E+002, 5.0197994E+002, 4.1117166E+002, 4.8348227E+002, 6.8160444E+002, 7.7015606E+002, 8.3233653E+002, 8.6662219E+002, 8.3952161E+002, 8.0176458E+002, 7.3622883E+002, 6.6822493E+002, 6.1184291E+002, 5.0644260E+002, 4.2428530E+002, 9.0825347E-001, 9.0922289E-001
 1.2001263E+001, 4.3286600E+002, 7.1463587E+002, 8.8782322E+002, 9.3842491E+002, 8.9549911E+002, 9.6922101E+002, 9.2300011E+002, 8.2160034E+002, 7.1368725E+002, 5.6615943E+002, 5.5208610E+002, 4.6950989E+002, 4.6033788E+002, 6.7459904E+002, 7.7931096E+002, 8.2878237E+002, 8.5711555E+002, 8.6303016E+002, 8.2275466E+002, 7.3228100E+002, 6.4821379E+002, 5.7737406E+002, 5.1595087E+002, 4.2871750E+002, 9.4747649E-001, 9.4839140E-001
 1.3000876E+001, 4.4446715E+002, 6.8054972E+002, 8.0681347E+002, 9.0266733E+002, 7.9717675E+002, 7.8599273E+002, 7.8812477E+002, 6.9322716E+002, 5.3403265E+002, 3.9429392E+002, 3.8574753E+002, 3.2936435E+002, 4.4049551E+002, 6.5398031E+002, 7.6018908E+002, 8.3535375E+002, 8.2070564E+002, 8.2921458E+002, 7.9836251E+002, 7.2055336E+002, 6.3552647E+002, 5.4772385E+002, 5.2044893E+002, 4.3153500E+002, 1.1336023E+000, 1.1344949E+000
 1.4000500E+001, 5.6803709E+002, 7.6049112E+002, 9.2446580E+002, 9.5344262E+002, 9.6026802E+002, 9.5742662E+002, 8.0952204E+002, 6.7463724E+002, 6.3343186E+002, 5.4898676E+002, 4.4723260E+002, 3.7460794E+002, 4.9327841E+002, 6.8330502E+002, 7.7934265E+002, 8.3664897E+002, 8.3803866E+002, 8.4784875E+002, 8.1329279E+002, 7.3472495E+002, 6.4159749E+002, 5.3355089E+002, 4.8227271E+002, 4.1154750E+002, 8.7682128E-001, 8.7762588E-001
 1.5000160E+001, 4.6938017E+002, 7.3604229E+002, 8.0979877E+002, 8.2664917E+002, 8.8560851E+002, 8.6728480E+002, 8.2733431E+002, 7.8439518E+002, 5.5410976E+002, 4.9401637E+002, 4.6905509E+002, 3.6132932E+002, 5.0288894E+002, 6.9270597E+002, 7.8019597E+002, 8.2266740E+002, 8.4863396E+002, 8.4692891E+002, 8.0662197E+002, 7.4203789E+002, 6.3860215E+002, 5.5534843E+002, 4.9459105E+002, 4.1435264E+002, 8.8007981E-001, 8.8071788E-001
 1.6000966E+001, 4.7632390E+002, 7.8290294E+002, 9.2103006E+002, 1.0292056E+003, 1.0413988E+003, 9.7791276E+002, 9.3789526E+002, 7.9130266E+002, 6.4373856E+002, 5.6698637E+002, 4.9807777E+002, 4.3875166E+002, 4.9273522E+002, 6.9510505E+002, 7.8280950E+002, 8.3921923E+002, 8.7019094E+002, 8.6857168E+002, 8.2159248E+002, 7.3522361E+002, 6.1702612E+002, 5.5678674E+002, 4.9152775E+002, 4.0707350E+002, 9.0707052E-001, 9.0763754E-001
 1.7001266E+001, 5.8310222E+002, 7.0291077E+002, 8.0963737E+002, 9.4484394E+002, 9.9294347E+002, 8.8048502E+002, 7.8220314E+002, 7.3600563E+002, 6.4705253E+002, 4.4623626E+002, 3.2963570E+002, 2.5436328E+002, 4.9036234E+002, 6.7680220E+002, 7.6925795E+002, 8.4955950E+002, 8.9230040E+002, 8.5020602E+002, 8.1169002E+002, 7.4062868E+002, 6.3698591E+002, 5.3864712E+002, 4.7227980E+002, 4.0415036E+002, 9.3717062E-001, 9.3769918E-001
 1.8001299E+001, 5.8518070E+002, 8.3128919E+002, 8.9514533E+002, 8.6844336E+002, 6.8945373E+002, 6.4514844E+002, 6.1014920E+002, 5.2239993E+002, 5.0582341E+002, 4.6886572E+002, 3.9414698E+002, 3.4105542E+002, 5.4735703E+002, 7.1235254E+002, 7.8854709E+002, 8.4608516E+002, 8.2931120E+002, 7.9996861E+002, 7.5878147E+002, 7.0982257E+002, 6.4498643E+002, 5.3717647E+002, 4.5889555E+002, 3.9100222E+002, 1.0339304E+000, 1.0345075E+000
 1.9000802E+001, 5.3680005E+002, 7.1229924E+002, 7.7043639E+002, 8.5755822E+002, 9.2250451E+002, 8.5058806E+002, 8.4558791E+002, 7.9970202E+002, 6.2195774E+002, 3.7967219E+002, 3.0761027E+002, 2.4662087E+002, 5.4167229E+002, 7.0697066E+002, 7.6485894E+002, 8.1631269E+002, 8.3407313E+002, 7.9498496E+002, 7.7391553E+002, 7.1596762E+002, 6.2427813E+002, 4.9101417E+002, 4.1667436E+002, 3.5388924E+002, 9.1460825E-001, 9.1520882E-001
 2.0000616E+001, 4.0377523E+002, 6.8014245E+002, 8.6768885E+002, 9.5874303E+002, 1.0748472E+003, 1.0641319E+003, 9.3482354E+002, 7.5817020E+002, 7.2613242E+002, 6.4462200E+002, 5.3134395E+002, 4.4545075E+002, 5.0325545E+002, 6.6199245E+002, 7.4838364E+002, 8.1252719E+002, 8.5041481E+002, 8.1979618E+002, 7.7607109E+002, 7.1420041E+002, 6.4863891E+002, 5.0936567E+002, 4.1319749E+002, 3.4517659E+002, 9.5281083E-001, 9.5336011E-001
 2.1001013E+001, 5.0533687E+002, 8.0324423E+002, 9.3865538E+002, 9.6150599E+002, 9.9974996E+002, 9.4817345E+002, 7.9752479E+002, 6.6752594E+002, 5.5223664E+002, 4.6748088E+002, 4.0511730E+002, 3.4899500E+002, 4.9078265E+002, 6.9648816E+002, 8.1385375E+002, 8.6902641E+002, 9.0952557E+002, 8.9669874E+002, 8.2757851E+002, 7.4262134E+002, 6.6831260E+002, 5.6147268E+002, 4.7497076E+002, 3.9719645E+002, 9.8414385E-001, 9.8472598E-001
 2.2000807E+001, 4.1805749E+002, 6.6406173E+002, 7.7564040E+002, 8.3801022E+002, 7.9340466E+002, 7.6124221E+002, 7.6066616E+002, 6.7008239E+002, 5.1697873E+002, 3.9495264E+002, 3.5933105E+002, 3.1921076E+002, 4.7285386E+002, 6.7393635E+002, 7.7498856E+002, 8.1800477E+002, 8.3707518E+002, 8.1877991E+002, 7.6897305E+002, 6.8000931E+002, 5.9907574E+002, 5.0045981E+002, 4.3039442E+002, 3.5999114E+002, 8.0817716E-001, 8.0894765E-001
 2.3001410E+001, 5.0192018E+002, 8.4046952E+002, 1.0083048E+003, 1.0465431E+003, 1.0288780E+003, 9.4535158E+002, 8.4735520E+002, 6.9039335E+002, 5.3015580E+002, 3.5466127E+002, 2.7488525E+002, 2.1316234E+002, 4.8641732E+002, 7.1250392E+002, 8.0303545E+002, 8.3968694E+002, 8.5016531E+002, 8.2193205E+002, 7.8334434E+002, 6.9338052E+002, 5.7594829E+002, 4.7456991E+002, 4.0485864E+002, 3.3933531E+002, 1.0190669E+000, 1.0198991E+000
 2.4000355E+001, 4.3001183E+002, 6.9651324E+002, 8.4555506E+002, 9.5531419E+002, 9.9041613E+002, 9.5884206E+002, 8.7352426E+002, 7.5379063E+002, 6.6288377E+002, 5.8406259E+002, 5.4420969E+002, 4.4956720E+002, 4.5735926E+002, 6.7984241E+002, 7.9053376E+002, 8.5900268E+002, 8.9740850E+002, 8.8049084E+002, 8.4129172E+002, 7.5301975E+002, 6.4949483E+002, 5.1552977E+002, 4.4873008E+002, 3.6814518E+002, 9.7991842E-001, 9.8077892E-001
 2.5000934E+001, 2.9337579E+002, 5.2525369E+002, 7.1769779E+002, 8.9516285E+002, 1.0361378E+003, 1.0306782E+003, 8.5841777E+002, 7.0873777E+002, 6.2692306E+002, 5.1911634E+002, 4.4504520E+002, 3.3253282E+002, 4.2109778E+002, 6.2039963E+002, 7.4456573E+002, 8.3885614E+002, 8.9115038E+002, 8.8150168E+002, 8.0568269E+002, 7.1566840E+002, 6.3798508E+002, 5.2225260E+002, 4.5092059E+002, 3.6552942E+002, 9.2339510E-001, 9.2423251E-001
 2.6000636E+001, 4.9427061E+002, 7.2455738E+002, 8.1862166E+002, 9.5391523E+002, 1.0969777E+003, 1.0185751E+003, 9.1582478E+002, 7.9860785E+002, 7.2911909E+002, 6.1038420E+002, 5.3143241E+002, 4.3787792E+002, 4.2362407E+002, 6.2016415E+002, 7.3049790E+002, 8.3241209E+002, 9.0978399E+002, 9.0720415E+002, 8.5685067E+002, 7.7620884E+002, 7.0690065E+002, 5.8974237E+002, 5.0544708E+002, 4.0616155E+002, 8.4236299E-001, 8.4313978E-001
 2.7000946E+001, 6.1375944E+002, 7.9556747E+002, 8.3976525E+002, 9.0350954E+002, 9.6040351E+002, 9.7694907E+002, 9.3909911E+002, 7.9959208E+002, 7.0284666E+002, 5.4074539E+002, 4.2324346E+002, 3.4967795E+002, 4.7591217E+002, 6.5356252E+002, 7.2376936E+002, 8.0912780E+002, 8.8767432E+002, 8.8197417E+002, 8.3837459E+002, 7.4837944E+002, 6.7867990E+002, 5.5950748E+002, 4.7197193E+002, 3.8832420E+002, 9.4171170E-001, 9.4251393E-001
 2.8000056E+001, 5.2205149E+002, 7.7288259E+002, 8.1863828E+002, 8.3502045E+002, 8.4201734E+002, 8.9233383E+002, 8.5772703E+002, 7.4228067E+002, 7.0088350E+002, 5.3293520E+002, 4.7413441E+002, 4.4672234E+002, 5.2300927E+002, 7.2136358E+002, 7.7559293E+002, 8.2692412E+002, 8.6465678E+002, 8.6187450E+002, 8.2955675E+002, 7.5883743E+002, 7.0636810E+002, 5.7942672E+002, 5.0521445E+002, 4.2491060E+002, 9.1996947E-001, 9.2080407E-001
 2.9000066E+001, 5.0288346E+002, 7.2975970E+002, 8.6879571E+002, 9.6963163E+002, 8.3027045E+002, 7.3819287E+002, 6.5830612E+002, 6.1086453E+002, 5.5506093E+002, 4.7144229E+002, 4.1957990E+002, 3.3307549E+002, 5.1682801E+002, 7.0025174E+002, 7.8375195E+002, 8.3921314E+002, 8.2706210E+002, 8.2816871E+002, 7.8322590E+002, 7.1635699E+002, 6.6535375E+002, 5.4351647E+002, 4.7764940E+002, 4.0832305E+002, 9.8962428E-001, 9.9039011E-001
 3.0000342E+001, 4.2002091E+002, 7.6888402E+002, 9.1769695E+002, 1.0517844E+003, 1.0048379E+003, 8.9887408E+002, 8.6522474E+002, 7.5904170E+002, 6.5608139E+002, 5.9055620E+002, 4.6969482E+002, 3.7679098E+002, 4.7951948E+002, 6.8023273E+002, 7.8552583E+002, 8.6314217E+002, 8.5064268E+002, 8.2800843E+002, 7.8684777E+002, 7.0673928E+002, 6.5977288E+002, 5.7125820E+002, 4.8502342E+002, 3.9995911E+002, 9.2061948E-001, 9.2139047E-001
 3.1000394E+001, 4.2583464E+002, 6.8844253E+002, 8.3455470E+002, 9.4234503E+002, 1.0455330E+003, 9.6147951E+002, 8.3432945E+002, 7.5258044E+002, 6.3708128E+002, 5.0124625E+002, 4.4109261E+002, 3.7790266E+002, 4.5511460E+002, 6.8560168E+002, 7.8146122E+002, 8.6859545E+002, 8.8627780E+002, 8.3561139E+002, 7.8726428E+002, 7.2376002E+002, 6.4309107E+002, 5.4695523E+002, 4.6799214E+002, 3.8397445E+002, 8.5330290E-001, 8.5404143E-001
 3.2001208E+001, 3.7634786E+002, 7.3208281E+002, 8.2420534E+002, 8.7379770E+002, 8.8681456E+002, 8.1147982E+002, 8.0271060E+002, 7.3782486E+002, 6.9902528E+002, 5.7607308E+002, 4.8999100E+002, 4.2315882E+002, 4.3246414E+002, 6.6471006E+002, 7.6030166E+002, 8.3954306E+002, 8.8459880E+002, 8.5006563E+002, 8.1891222E+002, 7.6417220E+002, 6.9741328E+002, 5.9795994E+002, 5.0604896E+002, 4.2446222E+002, 9.1612804E-001, 9.1677934E-001
 3.3000771E+001, 4.1659502E+002, 6.8566642E+002, 8.9656130E+002, 9.6880642E+002, 9.2225284E+002, 8.6216966E+002, 8.5026935E+002, 7.5907040E+002, 6.3706964E+002, 4.9830148E+002, 4.3006439E+002, 3.1654088E+002, 4.2587619E+002, 6.7218306E+002, 7.8619314E+002, 8.4819586E+002, 8.6394893E+002, 8.3572718E+002, 8.0831938E+002, 7.4227380E+002, 6.6328399E+002, 5.5629994E+002, 4.8144888E+002, 4.0163995E+002, 1.0007310E+000, 1.0014746E+000
 3.4000756E+001, 4.0092293E+002, 6.5639628E+002, 8.2916169E+002, 9.8632902E+002, 9.0917075E+002, 8.5894760E+002, 7.0290965E+002, 5.5791348E+002, 5.2123525E+002, 4.7359158E+002, 3.8781903E+002, 3.2847236E+002, 4.1095731E+002, 6.3714288E+002, 7.6877397E+002, 8.4860441E+002, 8.3554652E+002, 8.0414787E+002, 7.6793882E+002, 7.0310346E+002, 6.4828556E+002, 5.4612580E+002, 4.6301536E+002, 3.7423548E+002, 1.0090814E+000, 1.0097817E+000
 3.5000624E+001, 4.7256733E+002, 7.1841666E+002, 8.3863667E+002, 9.2980704E+002, 9.9574286E+002, 9.7728432E+002, 9.4225325E+002, 8.4634142E+002, 7.8097566E+002, 6.3646632E+002, 5.3098232E+002, 4.4946526E+002, 4.3813063E+002, 6.6208559E+002, 7.7590971E+002, 8.6006556E+002, 8.6789920E+002, 8.4218186E+002, 7.8934612E+002, 7.1386389E+002, 6.6171883E+002, 5.6148766E+002, 4.7813815E+002, 3.9389362E+002, 7.3785627E-001, 7.3866548E-001
 3.6001317E+001, 5.8771298E+002, 8.5308908E+002, 9.4043245E+002, 9.5911785E+002, 9.6535272E+002, 9.2403072E+002, 8.2388761E+002, 7.4511129E+002, 6.7652386E+002, 5.5709954E+002, 4.4464871E+002, 3.6197612E+002, 4.8631786E+002, 6.8985074E+002, 7.7637695E+002, 8.3611303E+002, 8.6773470E+002, 8.5841054E+002, 8.0941925E+002, 7.4541056E+002, 6.9602741E+002, 5.8600770E+002, 4.8541621E+002, 4.0442866E+002, 9.8263627E-001, 9.8355820E-001
 3.7000587E+001, 4.9121018E+002, 7.6148772E+002, 8.7693166E+002, 9.5963517E+002, 9.5160549E+002, 9.2481396E+002, 8.8104899E+002, 8.0119801E+002, 7.3794653E+002, 6.3387536E+002, 5.5660807E+002, 4.6559212E+002, 4.8303286E+002, 6.9496446E+002, 7.9933580E+002, 8.6783973E+002, 8.8930840E+002, 8.7218468E+002, 8.2281041E+002, 7.6684028E+002, 7.1627036E+002, 6.1035193E+002, 5.2337504E+002, 4.3451866E+002, 8.8568731E-001, 8.8651267E-001
 3.8000936E+001, 3.7352927E+002, 6.8106007E+002, 8.3324193E+002, 8.7407680E+002, 9.4494585E+002, 9.0737957E+002, 7.6073355E+002, 6.9959582E+002, 6.2911872E+002, 5.3486002E+002, 4.6267428E+002, 3.4739751E+002, 4.8154903E+002, 7.0281014E+002, 7.8675195E+002, 8.4242020E+002, 8.9524906E+002, 8.9170246E+002, 8.3813194E+002, 7.7687848E+002, 7.1271633E+002, 6.1581079E+002, 5.3740761E+002, 4.4536052E+002, 1.0195757E+000, 1.0204412E+000
 3.9000847E+001, 3.6908698E+002, 6.6789622E+002, 8.6430917E+002, 9.6587653E+002, 9.2675027E+002, 9.5643365E+002, 9.1876564E+002, 7.6330474E+002, 6.7922315E+002, 5.4451766E+002, 4.5252785E+002, 3.8922273E+002, 4.2524598E+002, 6.3494498E+002, 7.5170198E+002, 8.1736585E+002, 8.6819817E+002, 8.6852722E+002, 8.0753179E+002, 7.2997598E+002, 6.6907623E+002, 5.6861772E+002, 4.9732719E+002, 4.1865413E+002, 1.0085306E+000, 1.0093971E+000
 4.0000510E+001, 6.5073245E+002, 8.5327746E+002, 9.7408816E+002, 9.9662097E+002, 1.0775015E+003, 1.0296384E+003, 9.2429367E+002, 8.0377044E+002, 7.2663595E+002, 5.8083573E+002, 4.9178726E+002, 4.2496860E+002, 4.7541161E+002, 6.9015083E+002, 7.9931085E+002, 8.6904233E+002, 8.9778069E+002, 8.9087124E+002, 8.4522080E+002, 7.6808293E+002, 7.0745974E+002, 5.8109732E+002, 4.9610745E+002, 4.1917457E+002, 9.2272790E-001, 9.2351126E-001
 4.1000582E+001, 3.3577335E+002, 6.6080470E+002, 8.0249367E+002, 9.2967480E+002, 1.0035559E+003, 1.0011418E+003, 8.6296702E+002, 7.4097531E+002, 6.2554595E+002, 5.2528398E+002, 3.9821310E+002, 3.3255046E+002, 4.8976452E+002, 6.9771088E+002, 8.0226887E+002, 8.6228382E+002, 8.9692138E+002, 8.8379965E+002, 8.1046404E+002, 7.2861666E+002, 6.6128897E+002, 5.6833387E+002, 4.7702012E+002, 4.0317833E+002, 1.0581522E+000, 1.0589666E+000
 4.2000356E+001, 3.6147768E+002, 6.3667603E+002, 7.9969767E+002, 9.2247351E+002, 9.2509418E+002, 7.9318000E+002, 6.4654119E+002, 6.0849261E+002, 5.8058895E+002, 3.9348203E+002, 3.4861084E+002, 3.3638415E+002, 4.3044431E+002, 6.4284243E+002, 7.6791765E+002, 8.6190559E+002, 8.9893950E+002, 8.6949998E+002, 7.8988113E+002, 7.2544579E+002, 6.6825548E+002, 5.5024198E+002, 4.5807393E+002, 3.9243240E+002, 9.6180443E-001, 9.6269528E-001
 4.3000979E+001, 4.2781796E+002, 7.4639163E+002, 9.2611191E+002, 1.0008860E+003, 8.6715541E+002, 7.3872660E+002, 7.2417452E+002, 6.4800961E+002, 6.0229083E+002, 5.1382707E+002, 4.3703197E+002, 3.4397942E+002, 4.2911805E+002, 6.6500453E+002, 7.7890172E+002, 8.4280838E+002, 8.6412964E+002, 8.1687324E+002, 7.5810407E+002, 7.0080504E+002, 6.5323725E+002, 5.2749370E+002, 4.4623297E+002, 3.8418745E+002, 9.6504362E-001, 9.6599496E-001
 4.4001039E+001, 6.5578296E+002, 8.4530013E+002, 8.8932441E+002, 9.4091045E+002, 9.5259320E+002, 9.4319415E+002, 8.0983620E+002, 6.6061115E+002, 5.9302300E+002, 5.2435892E+002, 4.2754264E+002, 3.9253349E+002, 4.8720956E+002, 6.9849323E+002, 7.9807880E+002, 8.5692830E+002, 8.5136647E+002, 8.2549026E+002, 7.6020154E+002, 6.7783171E+002, 6.2766437E+002, 5.4225363E+002, 4.6020922E+002, 4.0347508E+002, 1.0014660E+000, 1.0024663E+000
 4.5000546E+001, 3.8742858E+002, 7.6775923E+002, 9.2773726E+002, 1.0302791E+003, 8.3128885E+002, 7.6166319E+002, 6.7000950E+002, 5.3545138E+002, 4.5070719E+002, 3.3796602E+002, 3.1401052E+002, 2.3086321E+002, 4.8331243E+002, 7.1278104E+002, 8.0269089E+002, 8.6469267E+002, 8.1908658E+002, 8.0852597E+002, 7.5465816E+002, 6.6501693E+002, 6.1321103E+002, 4.9852608E+002, 4.2060195E+002, 3.5783647E+002, 9.8568720E-001, 9.8655266E-001
 4.6000047E+001, 4.2400650E+002, 7.1694388E+002, 8.7765723E+002, 9.3536375E+002, 9.1348242E+002, 9.6979381E+002, 8.9561132E+002, 7.0161753E+002, 5.2868828E+002, 4.5244380E+002, 4.0129246E+002, 3.4273694E+002, 4.7246098E+002, 6.9999516E+002, 8.0359234E+002, 8.6775023E+002, 8.3792611E+002, 8.3754661E+002, 7.6281218E+002, 6.4199496E+002, 5.6164937E+002, 4.6901351E+002, 4.1468140E+002, 3.3909761E+002, 9.9320489E-001, 9.9400386E-001
 4.7001695E+001, 5.5645629E+002, 8.0710480E+002, 9.2172973E+002, 9.7156243E+002, 1.0106365E+003, 8.8836304E+002, 8.5212460E+002, 8.3702505E+002, 7.3564236E+002, 6.2257437E+002, 5.2618793E+002, 4.6823506E+002, 4.8577075E+002, 7.0541057E+002, 8.0391031E+002, 8.6347823E+002, 8.6589685E+002, 8.4892412E+002, 8.0328029E+002, 7.1313178E+002, 6.1947355E+002, 5.3439629E+002, 4.6622042E+002, 3.9352445E+002, 8.0984941E-001, 8.1065505E-001
 4.8000297E+001, 4.1134771E+002, 6.7689431E+002, 8.2095963E+002, 9.5884205E+002, 9.2482036E+002, 8.7795828E+002, 7.1193234E+002, 6.3315826E+002, 5.5052192E+002, 4.8526767E+002, 4.0993507E+002, 2.9762152E+002, 4.7343123E+002, 6.9879775E+002, 7.9847723E+002, 8.5416664E+002, 8.6757364E+002, 8.2958641E+002, 7.7948660E+002, 7.2540483E+002, 6.4712924E+002, 5.5541443E+002, 4.7637082E+002, 3.9317950E+002, 9.2221276E-001, 9.2297138E-001
 4.9001329E+001, 4.8860725E+002, 8.5088361E+002, 9.2469835E+002, 9.2782297E+002, 7.7357627E+002, 6.4018668E+002, 5.5912162E+002, 5.4480150E+002, 4.6424406E+002, 3.5179115E+002, 2.5331004E+002, 2.2712710E+002, 4.7520073E+002, 7.0864063E+002, 8.0104718E+002, 8.4630158E+002, 8.2539679E+002, 7.9954030E+002, 7.4065035E+002, 6.7913960E+002, 5.9823728E+002, 5.1152157E+002, 4.2228453E+002, 3.4873317E+002, 9.8396870E-001, 9.8479985E-001
 5.0000974E+001, 3.9863195E+002, 6.6023086E+002, 8.6554056E+002, 9.4930663E+002, 8.5469530E+002, 7.9981582E+002, 8.2558939E+002, 7.3166240E+002, 6.5052748E+002, 5.7866052E+002, 4.2370396E+002, 3.6801928E+002, 4.4398117E+002, 6.8169622E+002, 7.8056660E+002, 8.2604771E+002, 7.9490501E+002, 7.4954352E+002, 7.1974516E+002, 6.6683089E+002, 5.9449989E+002, 5.0297775E+002, 3.8989507E+002, 3.2781234E+002, 1.0908056E+000, 1.0917345E+000
