Time,TC2_BED2_0-03mBC,TC2_BED2_0-30mBC,TC2_BED2_0-61mBC,TC2_BED2_0-91mBC,TC2_BED2_1-22mBC,TC2_BED2_1-52mBC,TC2_BED2_1-83mBC,TC2_BED2_2-13mBC,TC3_BED3_0-03mBC,TC3_BED3_0-30mBC,TC3_BED3_0-61mBC,TC3_BED3_0-91mBC,TC3_BED3_1-22mBC,TC3_BED3_1-52mBC,TC3_BED3_1-83mBC,TC3_BED3_2-13mBC,TC4_BED4_0-03mBC,TC4_BED4_0-30mBC,TC4_BED4_0-61mBC,TC4_BED4_0-91mBC,TC4_BED4_1-22mBC,TC4_BED4_1-52mBC,TC4_BED4_1-83mBC,TC4_BED4_2-13mBC,TC_DataRoom,DP_OBW_1-2mBC,DP_CBW_1-2mBC,,,
601,109.960143,87.876966,62.910485,55.420314,46.297511,41.762513,37.991257,33.267039,374.714423,265.731329,161.797584,263.802721,199.695131,74.41391,48.559928,45.531706,32.274225,30.17448,24.264016,22.96505,21.995154,21.660098,21.492865,20.518716,14.417561,,,,,
602,109.923051,87.509596,63.498213,55.678404,46.59402,42.24642,38.215317,33.791888,373.335614,264.762106,160.236915,260.965527,197.710256,74.48727,48.152444,44.417975,32.612132,30.212071,24.453156,23.116475,22.184673,21.849614,21.606627,20.632516,14.30878,,,,,
603,109.478,86.92188,63.718582,55.494058,46.853411,42.730131,38.625977,33.866845,374.460453,262.897091,159.894426,258.872751,195.152094,74.41391,47.818959,44.417975,32.724744,29.986504,24.49098,23.078621,22.184673,21.849614,21.606627,20.708377,14.61377,,,,,
604,109.107209,86.11392,63.608399,55.199065,46.927514,43.213648,39.036486,34.166622,373.698485,257.367896,158.943258,257.638623,199.198963,74.26719,47.300044,44.269404,32.499508,29.798495,24.49098,22.96505,22.146772,21.811713,21.303237,20.594584,14.79876,,,,,
605,109.107209,85.710002,63.498213,55.051551,46.705194,43.399565,39.036486,35.140318,375.984131,258.751429,159.285646,256.778085,195.64851,73.937067,47.262971,45.420377,32.687208,29.911305,24.642262,22.96505,22.184673,21.811713,21.492865,20.442843,14.537528,,,,,
606,109.070134,85.526415,63.534942,54.940908,46.482837,43.473924,38.77527,35.514582,375.802759,258.826191,158.562871,255.692602,195.30484,73.60694,46.484203,45.568814,32.424419,29.873703,24.68008,22.662136,22.03306,21.660098,21.454942,20.139301,13.938652,,,,,
607,108.958914,85.416268,63.571671,54.867142,46.260442,43.84565,38.77527,35.028014,377.434932,257.667108,157.345946,252.695522,194.044615,72.213008,46.038987,43.043007,32.12401,29.685673,24.301847,22.131842,21.767689,21.243053,21.265308,20.101353,13.856777,,,,,
608,108.921842,85.122554,63.31456,54.608937,46.03801,44.254421,38.849909,35.327467,372.936433,253.287268,155.255524,249.882233,191.02718,69.791552,42.769315,40.772743,32.161565,29.911305,24.49098,22.131842,21.729773,21.394723,21.379092,20.404904,14.167457,,,,,
609,108.816083,84.650709,62.952625,54.35612,46.191757,44.371343,38.967346,35.669755,370.764011,252.393327,153.665831,247.597103,189.619373,69.466691,41.769847,44.497716,32.54257,30.067231,24.912516,22.554094,21.96282,21.55195,21.612203,20.296664,14.423158,,,,,
610,108.932747,84.509272,62.296706,54.140165,46.530805,44.376804,38.748925,35.862314,369.208201,254.234846,153.405624,246.437669,187.753039,69.545477,41.104892,42.496087,32.585631,30.072764,25.069299,22.824743,22.082112,21.822863,21.807355,20.302246,14.663082,,,,,
611,108.8477,84.902281,61.844928,54.018613,46.705194,44.328728,38.439332,35.851309,370.35934,255.234887,153.850113,246.08829,187.665398,70.305253,42.694904,44.937838,32.086452,29.610452,24.755711,22.359141,21.843515,21.546373,21.606627,20.291082,14.777433,,,,,
612,108.599132,85.280206,61.414701,53.844948,46.716098,44.339653,38.226298,36.124138,372.439027,256.331356,154.468938,246.174534,187.867651,71.01315,44.416141,46.321652,32.247715,29.959971,24.880266,22.673278,22.044208,21.747058,21.731528,20.340188,14.809952,,,,,
613,108.334245,85.825557,61.115228,53.76571,47.081157,44.519939,38.407489,36.417788,374.792321,259.05596,155.489082,247.071063,189.122744,71.374634,46.229966,47.465363,32.580111,30.180012,25.06374,22.970619,22.303942,22.006778,21.877602,20.486361,14.619366,,,,,
614,107.895033,86.198164,60.97359,53.586593,47.60515,44.525401,38.5623,36.684977,375.160451,259.472564,155.30469,245.30974,187.905855,71.306653,45.97568,46.989026,33.261138,30.89954,25.485054,23.808767,22.839941,22.429116,22.413787,20.833319,14.396228,,,,,
615,107.44503,86.339657,61.004945,53.802617,47.451567,44.222728,38.66879,36.679478,376.315924,259.541807,154.425372,242.971442,186.295654,70.053801,44.967879,46.427451,32.842861,30.631016,25.214943,23.87886,22.644961,22.34778,22.14294,20.751886,14.211186,,,,,
616,106.96355,86.52328,61.004945,54.245433,47.303415,43.851115,39.00466,36.642098,375.263949,257.8222,153.969622,241.804201,184.156203,69.209814,44.001909,45.09179,33.0305,30.593439,25.328332,24.294888,22.644961,22.385663,22.14294,20.448424,13.938652,,,,,
617,106.561688,86.638859,60.900064,54.435331,47.086608,43.261767,39.271308,36.722356,373.854304,257.229279,153.291723,240.415841,182.022464,68.371107,43.561289,44.614587,33.486212,31.124912,25.90065,24.943088,23.06719,22.656377,22.300105,20.150467,14.249316,,,,,
618,106.487641,86.087999,61.010352,54.509115,46.901366,43.001446,39.420516,36.011935,372.729364,257.416302,153.32969,239.662047,181.258453,68.701422,44.453295,45.691043,33.186103,30.861973,25.862875,24.527307,22.839941,22.618503,21.958993,19.922762,14.270651,,,,,
619,106.746817,85.170064,60.900064,54.693561,46.975466,42.927059,39.457815,35.48817,372.693073,258.126854,153.747358,238.719477,180.838261,68.40781,45.307539,46.395821,33.823734,31.575512,26.429357,25.132027,23.407976,22.883592,22.413787,19.922762,14.243718,,,,,
620,106.889488,84.577291,60.968183,54.872565,46.82181,42.586788,39.228517,34.958645,373.159509,257.298588,154.045575,238.63851,180.603454,67.851846,45.116424,44.051976,33.105546,30.593439,25.743988,24.181441,22.796492,22.385663,21.80178,19.879223,13.94985,,,,,
621,106.889488,84.173514,60.784364,54.466799,46.747702,42.400746,39.191211,35.183257,375.01,258.345694,154.12153,238.110495,178.693666,68.108785,45.561956,46.501614,33.593217,31.307159,26.272773,24.861944,23.364549,22.840156,22.332428,19.803309,13.987986,,,,,
622,106.857904,84.215617,60.97359,54.103265,46.197211,42.182929,39.420516,35.600427,374.471127,258.276416,152.760248,233.661183,174.613476,66.021558,44.490448,43.01676,33.86123,31.763205,26.467112,25.132027,23.559403,23.148618,22.527456,20.378128,13.759154,,,,,
623,107.00603,84.54598,61.010352,53.992563,45.566858,42.220147,39.606999,35.675258,374.035728,258.239026,151.735569,232.073667,173.544628,65.948114,43.598469,42.868019,33.261138,31.425333,25.976195,24.602915,23.180797,22.73212,22.338,20.681608,13.715413,,,,,
624,107.085544,84.771633,61.162802,54.182488,44.681881,42.151182,39.985354,35.381407,374.367617,258.842685,152.386269,230.339414,173.817436,66.541025,43.492392,43.05941,33.416708,31.468405,26.01952,24.797473,23.451401,22.927026,22.570915,20.952667,13.709813,,,,,
625,107.011477,84.698214,61.05252,54.293178,44.23643,41.592766,40.283564,35.643347,373.569352,258.39408,151.665261,229.771837,173.779265,66.871464,43.046122,42.278344,34.091688,31.918858,26.472663,25.47759,23.754223,23.267749,22.911842,20.838898,13.726611,,,,,
626,107.011477,84.184309,61.126042,54.477647,44.756108,41.369326,40.507171,35.830408,373.170184,257.721009,151.285865,229.052733,174.428211,67.605687,43.67829,45.251181,33.679251,31.50595,26.095057,25.213151,23.413543,23.040612,22.684569,20.345769,13.606581,,,,,
627,106.900381,83.633758,61.456863,54.330074,45.275572,41.741703,40.693477,35.755587,374.004781,257.68361,150.641025,228.333438,174.580912,67.825932,44.310134,45.956197,33.604245,31.09288,25.830653,24.797473,23.224231,22.889161,22.495139,19.282949,13.911712,,,,,
628,106.598712,83.554959,62.002736,54.140165,45.492678,41.661763,40.427161,35.525591,371.749428,255.582821,148.398803,225.183484,171.331132,65.801223,41.477399,41.640204,34.460984,32.025919,26.429357,25.774172,23.975721,23.56496,22.83052,19.429252,14.140521,,,,,
629,106.402706,83.287267,62.249152,53.79719,45.2221,41.650814,40.267122,35.177751,371.847638,256.357768,149.410948,225.058617,171.2436,66.194365,41.019422,45.012086,34.599852,32.277527,26.644766,25.838585,23.964593,23.667349,22.933009,19.380109,14.369296,,,,,
630,106.128339,82.79509,62.454487,53.597446,45.392316,41.300311,40.289044,35.274632,372.413411,257.539511,150.532822,225.270441,171.34235,66.43627,41.637317,45.664851,34.359575,31.999437,26.176141,25.332046,23.759788,23.46256,22.879535,19.706182,14.48367,,,,,
631,105.974839,82.422751,62.375598,53.185953,45.275572,41.592766,40.246292,35.119403,371.319194,254.689766,150.71688,224.658335,171.298584,66.394154,41.557361,45.770704,34.354065,32.068966,26.246115,25.32649,23.79207,23.494839,23.063332,19.510776,14.674273,,,,,
632,105.826795,82.422751,62.008141,52.816717,44.941655,41.890621,40.134469,35.007097,370.266448,254.090532,150.830666,224.279188,171.985443,66.614458,42.153088,45.62229,33.979221,31.656117,25.906204,24.948647,23.413543,23.343451,22.911842,19.776519,15.022892,,,,,
633,105.689647,82.543622,61.614692,52.679858,44.915466,42.23656,40.070876,35.654353,368.497989,254.588437,151.297019,224.290339,172.492777,66.478385,42.424565,44.816626,33.877766,31.629624,25.992855,24.997554,23.462534,23.316734,22.960854,20.091318,14.717987,,,,,
634,105.641756,82.642915,61.346594,52.299647,45.090074,42.411687,40.283564,35.493674,368.305736,253.303802,149.958436,222.496539,171.298584,65.329186,41.184879,43.617007,33.829246,31.50595,25.830653,24.797473,23.262096,23.154186,22.760332,20.269885,14.691059,,,,,
635,105.530741,82.789695,61.309837,52.041049,45.386858,41.778934,40.544435,35.156836,366.961966,252.854121,149.92052,221.58584,170.764417,65.549548,40.961333,44.137203,34.316587,32.219053,26.397153,25.515362,23.754223,23.532683,23.139069,20.838898,14.761698,,,,,
636,105.388173,82.868482,60.837351,51.972588,45.763199,41.337557,40.847978,34.8254,365.296317,251.997504,150.11568,221.629372,170.579263,65.665123,40.631411,45.293754,33.984733,32.036963,25.987302,25.143142,23.419109,23.273316,22.955285,20.996166,14.489266,,,,,
637,105.149855,82.852294,60.306371,51.993239,46.154686,40.725056,39.937108,34.2096,364.335634,250.705912,149.985205,221.119225,169.990193,65.465297,39.794691,44.57199,34.043177,32.208011,26.083951,24.975319,23.478126,23.332317,22.976452,21.01735,14.691059,,,,,
638,105.092187,82.868482,60.101955,52.157313,46.245188,40.406069,39.095742,34.038791,363.770282,251.622565,150.722455,220.946178,169.892575,66.032354,39.885733,44.328396,33.872254,32.112011,26.10061,24.878621,23.456968,23.273316,22.879535,21.072003,14.456739,,,,,
639,105.097628,82.727095,59.849924,52.347446,46.213572,40.262442,38.653418,33.63204,363.412237,251.290583,151.259082,220.382317,170.470417,66.368231,40.040389,45.187862,33.615272,31.854841,25.955084,24.732997,23.27323,23.089607,22.771471,21.115498,14.157314,,,,,
640,104.907219,82.831786,59.513478,52.231197,46.245188,40.033264,38.909176,33.738978,362.316608,250.609927,151.139699,219.693266,170.655567,66.399552,40.295916,45.108165,33.722265,31.811785,26.138376,24.916414,23.494825,23.159754,22.955285,20.920324,13.999182,,,,,
641,104.463369,82.79509,59.182395,52.342016,46.171048,39.623039,38.946491,33.701496,361.553309,249.484255,151.329379,219.275518,170.312208,66.289396,40.556865,43.362293,34.097199,32.299609,26.59147,25.596457,23.986848,23.424714,23.220369,20.616906,14.304235,,,,,
642,104.252359,82.328858,59.303582,52.426751,45.811191,39.559403,38.920149,33.412616,362.327299,249.157488,151.492287,219.248707,169.980085,66.116592,40.493272,42.517966,33.920772,31.935424,26.338291,25.0409,23.846608,23.284449,22.966422,19.755311,14.336766,,,,,
643,104.130548,82.35476,59.366336,52.600565,45.911522,39.697636,39.394185,32.688968,362.134878,249.259055,151.708781,218.781746,169.778136,66.215957,40.556865,43.250771,34.134685,32.149534,26.629219,25.218708,23.949008,23.424714,23.0689,18.718786,14.315428,,,,,
644,104.030496,82.182089,59.965667,52.648356,45.848272,39.932363,39.367853,32.512395,361.2732,248.707004,151.226722,217.425161,169.522334,65.712644,40.605096,41.773769,34.745301,32.723244,27.017732,25.985179,24.45195,23.889912,23.458665,19.109822,14.315428,,,,,
645,104.056596,82.061225,60.359368,52.489763,46.171048,40.294241,39.095742,32.801519,361.48061,248.545779,151.139699,216.881927,170.083313,65.701848,41.00407,43.956907,34.17217,32.036963,26.364947,25.332046,24.024687,23.349017,23.03103,19.402454,14.544176,,,,,
646,103.956547,82.108706,60.737869,52.389814,46.144883,40.640651,39.032091,32.700004,361.927487,249.044875,151.074984,216.931111,170.552328,65.67592,41.275811,45.044839,34.595434,32.385678,26.640318,25.909667,24.489773,23.738577,23.231503,20.134848,14.652941,,,,,
647,104.030496,82.218781,60.958454,52.242058,46.181955,40.90149,38.882832,32.099538,362.218262,249.645415,151.03705,217.159143,171.04832,65.60247,41.834447,46.04675,34.295636,31.897894,26.262771,25.645334,24.224986,23.473692,22.966422,20.28663,14.778482,,,,,
648,104.01962,82.244683,61.021166,52.083426,45.985678,41.300311,38.7599,32.388774,361.044397,249.559317,150.722455,216.121698,170.770025,65.371313,41.711794,45.293754,34.472002,31.961909,26.704713,26.125083,24.516474,23.538249,23.144637,20.503104,14.685464,,,,,
649,104.09901,81.663032,60.769228,51.682417,45.954055,41.417518,38.877345,32.656967,361.849446,249.827533,150.879748,214.5683,170.851941,65.11961,41.456578,43.888059,34.477511,31.667164,26.748007,26.01738,24.408565,23.468126,22.998726,20.356932,14.626012,,,,,
650,103.988084,80.929298,60.475088,51.275872,45.916977,41.603714,39.287763,32.732004,360.613505,249.22704,150.235013,214.454201,170.623024,64.825756,41.19583,44.036677,34.777257,31.704702,26.898974,25.941871,24.522034,23.770849,23.188071,20.394872,14.391681,,,,,
651,103.797784,80.703799,59.660611,50.974701,45.800281,42.007769,39.580672,31.75058,359.081108,248.282938,149.850264,214.030213,170.274058,64.195835,40.184063,42.544225,34.884134,31.699179,27.044371,25.974073,24.478652,23.765284,23.333957,20.351351,14.233575,,,,,
652,103.697749,80.347758,59.119636,50.726756,45.959509,42.316461,39.852666,31.348475,356.946106,247.467723,149.292756,214.764049,169.78935,63.912704,39.52368,43.373224,34.820227,31.860363,26.94226,25.720864,24.338474,23.625063,23.269366,20.400453,14.048512,,,,,
653,103.365059,80.090987,58.788495,50.652801,45.774109,42.614134,39.852666,32.399813,354.253963,249.119951,151.568168,213.851204,169.560479,63.949447,39.486371,43.373224,34.745301,31.935424,26.866782,25.796389,24.224986,23.587222,23.155772,20.779783,14.09784,,,,,
654,103.18569,79.839618,58.646717,50.547297,45.705397,42.842809,39.708997,32.217671,354.077376,249.83857,152.712231,214.085029,169.947544,64.505941,40.200503,44.419063,35.687001,33.103706,27.81541,26.896456,24.949103,24.311536,23.880571,21.316215,13.787147,,,,,
655,102.805265,79.462042,58.635894,50.46246,45.657401,42.906267,39.847184,32.206631,354.830785,250.352837,153.422369,213.997768,170.584872,64.935954,40.972286,44.705235,35.3765,32.867721,27.615772,26.394849,24.673308,24.186956,23.680215,20.850056,13.67272,,,,,
656,102.461857,79.231188,58.404265,50.340631,45.386858,42.597727,39.761646,32.195589,354.638157,250.416835,153.714968,213.11159,170.3829,64.631285,40.625933,42.910675,35.739853,33.11913,27.755528,26.685629,24.964675,24.440548,23.858315,20.687188,13.634576,,,,,
657,102.108731,78.660541,58.236484,50.430913,45.106448,42.279246,39.218638,32.061997,351.924783,246.716325,146.1487,216.665054,170.781242,63.141005,38.963924,42.629556,35.307117,32.760744,27.395013,26.173936,24.603234,24.230338,23.420808,20.628065,13.481991,,,,,
658,102.151103,77.749075,58.241896,49.955482,44.443898,42.433566,39.149508,32.142597,359.606204,219.291678,140.106152,224.718545,145.995585,59.06387,37.288472,44.530481,34.675877,32.278653,26.759105,25.650888,24.192716,23.857644,22.934116,20.557779,13.373141,,,,,
659,102.330379,77.010233,58.714902,49.357989,44.252816,42.316461,39.293248,32.137077,316.660194,222.6637,134.221242,194.1425,183.916856,58.174841,37.208209,30.137463,34.782764,32.460702,26.866782,25.758627,24.414126,23.889912,22.890673,20.400453,13.33499,,,,,
660,102.710713,76.727644,58.836113,49.109772,44.189483,42.104099,39.080374,32.373322,257.923783,166.032348,149.038572,240.411402,208.168298,59.878957,49.195956,31.27648,34.83124,32.809278,27.028827,25.996284,24.500894,24.127999,22.939684,20.032164,13.258684,,,,,
661,102.594432,76.31887,58.462717,49.178364,44.295404,41.242243,38.776361,32.367803,268.029767,162.409207,165.874809,260.55569,206.562011,64.542678,55.213372,29.954883,34.188701,32.053527,26.381599,25.348715,24.041376,23.630628,22.403751,19.912723,13.22613,,,,,
662,102.4097,75.548786,57.947433,49.252393,44.184021,40.646129,38.813681,32.142597,283.284702,183.805769,172.511324,277.902343,221.400191,72.360808,60.480803,37.64026,34.263665,32.278653,26.608119,25.688654,24.230548,23.706305,22.479533,20.178377,13.296837,,,,,
663,102.082657,74.710755,57.032385,49.516905,44.040958,40.465259,38.520573,32.110579,285.694465,200.75983,179.847947,300.662353,233.075018,77.428139,62.76628,37.384227,33.369256,31.195624,25.820645,24.560669,23.403514,22.917004,21.764974,19.424795,13.367542,,,,,
664,101.67094,73.715245,55.663902,49.622482,43.961227,39.676786,37.955001,31.842249,302.095914,211.536747,171.442817,299.331908,228.112244,80.908002,58.677341,34.385399,34.226184,32.203616,26.683614,25.764181,24.306207,23.517102,23.123472,20.102482,13.22613,,,,,
665,101.117046,72.505042,54.004772,48.808161,43.738392,39.303744,37.357268,32.630482,303.823804,208.262711,185.266955,306.062111,233.863258,82.045605,59.781666,35.546297,34.188701,32.241135,26.343842,25.613121,24.041376,23.21431,23.274933,18.659566,13.117262,,,,,
666,100.48405,72.316278,51.599979,47.87678,42.76684,38.738462,37.052784,34.911298,298.227093,204.332702,183.847784,306.75473,250.430865,83.508399,69.586433,40.582075,33.883278,32.123053,25.733981,25.0409,23.543811,22.830136,22.057097,18.501991,13.149819,,,,,
667,100.120408,70.671183,51.568471,47.437558,42.177411,38.482616,36.908755,33.230648,309.956533,209.443183,181.905071,300.10491,259.427278,84.798802,67.462913,41.853681,32.800903,31.452956,24.492083,23.95007,23.019287,21.130407,20.924996,18.431581,13.569483,,,,,
668,99.092779,68.365311,51.019684,47.035268,41.95972,38.749436,36.428157,30.871052,311.135908,210.51473,152.945568,291.080109,259.544939,83.849589,59.087732,48.836764,33.069113,31.72127,24.611107,24.03128,23.327792,21.211828,20.930574,20.373674,14.021572,,,,,
669,97.981055,68.653458,50.127076,46.881518,41.619426,37.361923,35.824089,30.865525,314.613713,218.000404,151.725513,294.026255,261.706916,87.076027,61.988809,51.641963,33.176162,31.790819,24.454259,23.987894,22.905663,22.759968,21.418126,20.747434,13.80394,,,,,
670,96.733327,65.098429,48.65271,46.516148,41.77372,37.255286,35.530183,31.697565,309.007806,220.625968,152.528027,284.649958,252.31788,86.567101,64.273078,50.8713,33.519295,32.209136,24.800186,24.220377,22.986981,23.182022,22.068242,20.335733,13.613226,,,,,
671,94.149991,64.358528,47.573439,46.362339,41.768248,37.28717,36.385258,32.105058,314.063934,211.232296,169.840428,288.378761,251.899781,85.680158,60.186454,52.417678,32.988549,31.940946,24.416434,23.760926,22.451054,22.570605,22.441642,21.050818,13.389938,,,,,
672,91.72718,63.886418,46.467144,45.996825,41.885324,38.600111,36.689926,32.560956,312.78622,207.04943,168.12973,280.762368,256.177616,87.22839,68.973312,49.61392,33.369256,32.359203,24.951426,24.18256,22.835476,23.295582,23.01543,22.382756,13.70071,,,,,
673,89.411272,63.959886,46.541289,46.256512,42.25726,39.159977,37.624308,32.823587,311.75944,213.48265,167.062115,282.873479,258.909264,87.301874,58.461822,51.869066,32.994065,31.983995,24.875808,23.728658,22.721834,23.219877,22.939684,21.170144,14.070899,,,,,
674,88.05193,64.767922,50.243439,46.293606,41.699312,39.197292,38.259237,34.92231,308.126862,202.170852,169.540871,280.688264,248.677095,87.22839,70.991637,53.235361,32.994065,32.059047,24.800186,23.917807,22.683951,23.295582,22.788178,21.208057,14.419659,,,,,
675,89.448018,63.886418,51.389185,45.959723,41.996917,39.495764,37.811089,34.772538,308.2737,198.165803,162.984767,278.427046,245.369191,86.163036,71.61538,54.268569,32.543661,31.496026,24.762373,23.652989,22.60818,22.917004,22.485103,20.942636,14.043958,,,,,
676,90.146288,62.967929,51.684723,45.551527,42.294447,40.204321,38.445912,34.697644,305.446027,194.61669,161.271292,275.050023,242.998178,84.73076,62.80304,54.010325,32.581202,31.608654,24.573287,24.069102,22.986981,22.803406,22.522992,21.018477,13.70071,,,,,
677,92.021394,62.637205,51.943274,45.662866,42.480366,40.539801,38.445912,34.997189,310.292147,184.99512,151.655205,264.965587,251.792758,83.776165,66.109731,49.132873,32.693817,31.758806,24.837998,24.44725,23.289929,22.917004,22.598765,21.094313,13.439285,,,,,
678,90.881481,62.894438,51.241395,45.811303,42.740604,40.316159,38.520573,34.95975,305.592973,180.909511,158.835832,274.530077,242.960523,83.776165,65.522101,49.465923,31.341646,30.030762,23.66522,22.744563,22.153451,21.856306,21.537471,20.601292,13.471836,,,,,
679,88.487335,62.484802,49.905201,46.028473,42.623612,40.086993,38.589741,34.729585,289.014626,179.720363,148.199313,264.922814,268.122829,83.110004,68.857809,61.811095,31.899739,30.363551,24.945868,23.647425,22.716265,22.381209,22.214274,20.861213,13.504385,,,,,
680,87.921209,62.653412,50.111849,45.716341,42.645484,40.332595,38.649016,35.200874,292.394922,178.788429,156.304989,262.37027,260.010028,81.553399,66.860337,52.956325,31.996949,30.23532,25.308305,23.896668,22.624888,22.403491,22.236559,20.921447,13.428088,,,,,
681,87.868277,63.408838,51.90634,46.775733,43.03795,40.427986,38.856487,35.446349,297.059588,180.871331,151.882869,259.589602,254.641987,80.069482,66.991018,48.059183,31.529551,29.353799,25.178246,23.463795,22.191352,22.04579,21.72706,20.904714,13.553729,,,,,
682,87.29685,64.453583,53.399287,47.533469,43.091511,40.556235,39.059517,35.575117,288.888629,175.544134,150.458067,260.166659,247.190654,78.985024,66.860337,46.036923,31.921824,29.558489,25.421684,24.123608,22.587001,22.214067,21.971243,20.959369,13.384339,,,,,
683,87.317374,64.510841,54.379024,48.369233,43.669569,40.577071,39.080374,35.857916,284.104154,166.375231,154.046675,261.980456,246.271809,78.455259,59.860677,44.461664,31.830129,29.466657,25.820645,23.955632,22.797597,22.348897,21.764974,20.942636,13.727657,,,,,
684,87.028993,63.010076,55.048141,49.411321,43.897879,40.955176,39.272396,36.05044,280.592772,157.818103,142.345466,259.55772,244.057786,77.983765,69.015408,47.99055,31.084048,28.870149,25.410574,23.242286,22.386409,22.089255,21.505124,20.872369,14.163953,,,,,
685,86.698517,61.870772,54.900675,49.485338,44.232072,41.066941,39.3097,36.237431,269.566729,160.7461,152.685431,270.558047,232.286537,77.213441,65.784597,46.026017,31.121641,28.907787,25.788421,23.393674,22.386409,22.354468,21.618885,20.796518,14.196488,,,,,
686,86.735235,61.797253,54.605706,49.041177,44.603294,40.731614,39.347003,36.200036,259.611336,159.034606,141.929851,255.068156,252.885889,76.113025,67.253423,56.596524,31.084048,29.095955,26.015065,23.355829,22.348514,22.39235,21.694719,20.796518,14.196488,,,,,
687,86.043048,61.618851,53.578351,48.491226,44.942758,40.699827,39.27788,35.419933,255.727573,160.675608,141.784291,260.273264,252.066359,75.53154,61.637296,52.397037,30.600748,28.612187,25.605068,22.490606,22.012978,22.094826,21.58654,20.650382,14.131416,,,,,
688,85.334786,61.277157,53.383009,48.517372,45.154464,40.912443,39.416121,35.67086,251.933213,158.838905,149.038572,254.763036,241.642252,75.190641,65.191519,49.724908,30.364001,28.563461,24.686742,22.176422,21.963926,22.083682,21.309922,20.373674,14.005823,,,,,
689,85.303478,61.466392,53.868069,48.707966,45.493781,41.253193,39.75725,36.013038,247.322939,156.754061,150.029793,255.180501,235.121259,73.875553,67.326851,49.915308,30.745653,29.171213,24.503203,22.44716,22.234823,22.240813,21.353425,20.455131,14.175143,,,,,
690,84.695721,62.070772,54.216313,49.464648,45.880997,41.344107,39.736406,36.515657,254.203524,159.849968,151.032568,248.822216,226.169826,72.901327,63.596498,43.145788,30.461351,29.0373,23.763174,22.198707,22.099931,22.105969,21.218435,20.395994,14.017015,,,,,
691,84.43343,62.285899,54.026469,49.126095,45.764299,41.264141,39.544462,36.996065,263.654282,166.887363,158.015838,254.067818,229.232695,72.529108,65.134248,42.061645,29.289085,28.052865,22.318434,21.056019,21.222241,21.190635,20.340102,19.821185,14.207679,,,,,
692,83.840899,61.912935,53.799712,48.787462,45.795927,41.668314,40.023721,37.364199,257.224214,177.52314,137.482362,254.774048,205.43514,72.487033,58.288521,38.739533,30.525524,29.477725,23.562788,22.376975,22.050884,22.132718,20.941729,20.61245,14.272747,,,,,
693,82.384144,60.967853,53.035675,47.575974,45.547237,41.90264,40.407415,37.524599,253.94134,182.802875,140.171636,243.295808,210.209768,71.617383,58.262518,41.583257,30.461351,29.451175,23.573916,22.388115,22.024122,22.030184,20.763167,20.547741,14.507096,,,,,
694,81.058275,60.300469,52.62421,46.643757,45.578871,41.897169,40.141034,36.846579,243.461739,181.919059,131.353649,233.030952,234.263386,70.988308,61.348485,50.296034,30.531052,29.483259,23.719762,22.382546,22.01855,22.176179,21.023185,20.542162,14.550812,,,,,
695,80.911571,59.711894,52.550374,46.606673,45.504692,41.338633,39.730924,36.697072,244.439799,175.08621,138.581367,227.544881,223.433945,70.291196,60.796742,46.222379,30.342969,29.520874,23.568352,22.231021,22.01855,21.910924,21.136993,20.580096,14.430848,,,,,
696,82.158652,59.380756,51.737956,46.680841,45.430509,41.077892,39.469869,36.73445,236.075871,170.279843,141.865398,236.090563,218.269894,69.483934,61.716248,41.019236,30.643885,29.972159,23.795459,22.685534,22.32176,22.062506,21.516273,20.921447,14.403912,,,,,
697,82.813578,59.080962,50.587035,47.305648,45.536327,41.668314,39.352486,36.579431,234.786841,168.520527,147.950815,237.254995,205.511394,69.074873,58.214867,41.051006,30.48791,29.590569,23.335633,22.22545,21.975071,21.791651,21.434852,20.650382,14.523877,,,,,
698,83.694127,58.528886,50.328257,47.41684,45.128278,41.444888,39.240575,36.915829,236.825004,167.567685,139.783112,243.548199,202.651114,68.928078,62.00502,41.051006,31.014385,30.041824,23.562788,22.7557,22.316189,22.01904,21.738207,21.029631,14.436443,,,,,
699,84.727025,58.865558,50.592471,47.90401,44.02021,40.891613,39.096828,36.659692,231.580869,166.582541,145.495242,241.030885,215.22835,68.713272,59.435254,44.218044,30.342969,29.295159,22.962506,22.117364,21.904826,21.645607,21.099058,20.807674,14.403912,,,,,
700,84.648228,58.528886,51.215312,47.935613,42.565662,40.364393,38.456887,36.542047,223.548551,166.348336,137.180826,227.19843,222.252031,68.304157,60.644184,48.218216,31.239936,30.117015,23.941276,22.945015,22.505655,22.397921,21.54862,20.991712,13.919394,,,,,
701,84.213246,58.018901,50.777284,47.236964,42.682659,39.661416,38.126343,36.136239,220.025877,162.812229,140.166088,230.800055,210.737348,67.281757,60.759955,45.851441,31.095099,29.896959,23.757611,22.723402,22.397549,22.327725,21.402502,20.921447,13.270921,,,,,
702,83.468581,57.345237,50.914251,46.96657,42.93192,40.135237,38.190047,35.93823,215.076177,165.466539,131.079632,229.426774,216.167947,66.573406,58.172627,49.138314,31.760515,30.63767,24.692301,23.772054,22.916799,22.695365,22.03591,21.137806,12.965665,,,,,
703,84.328733,56.182573,50.967509,46.87169,43.022651,40.636248,38.72915,35.692866,213.419847,169.942285,128.731153,221.977596,218.57948,65.083938,58.778033,45.411632,31.063031,29.714466,24.444235,22.766837,22.403119,22.333295,21.86309,20.927024,12.813015,,,,,
