Time,TC1_BED1_0-03mBC,TC1_BED1_0-30mBC,TC1_BED1_0-61mBC,TC1_BED1_0-91mBC,TC1_BED1_1-22mBC,TC1_BED1_1-52mBC,TC1_BED1_1-83mBC,TC1_BED1_2-13mBC,TC2_BED2_0-03mBC,TC2_BED2_0-30mBC,TC2_BED2_0-61mBC,TC2_BED2_0-91mBC,TC2_BED2_1-22mBC,TC2_BED2_1-52mBC,TC2_BED2_1-83mBC,TC2_BED2_2-13mBC,TC3_BED3_0-03mBC,TC3_BED3_0-30mBC,TC3_BED3_0-61mBC,TC3_BED3_0-91mBC,TC3_BED3_1-22mBC,TC3_BED3_1-52mBC,TC3_BED3_1-83mBC,TC3_BED3_2-13mBC,TC4_BED4_0-03mBC,TC4_BED4_0-30mBC,TC4_BED4_0-61mBC,TC4_BED4_0-91mBC,TC4_BED4_1-22mBC,TC4_BED4_1-52mBC,TC4_BED4_1-83mBC,TC4_BED4_2-13mBC,TC5_LR_0-03mBC,TC5_LR_0-30mBC,TC5_LR_0-61mBC,TC5_LR_0-91mBC,TC5_LR_1-22mBC,TC5_LR_1-52mBC,TC5_LR_1-83mBC,TC5_LR_2-13mBC,TC_DataRoom,TC_Bed1DoorIN,TC_Bed1DoorOUT,TC_DoorknobIN,TC_DoorknobOUT,O2_CB_1-0mAF,CO2_CB_1-0mAF,CO_CB_1-0mAF,DP_FRW_1-2mBC,DP_OBW_1-2mBC,DP_CBW_1-2mBC,,
689,21.509028,21.457464,20.327604,17.314098,14.658628,13.017175,12.487711,11.345007,82.723923,65.828579,50.459729,41.719429,35.050347,33.920333,31.588555,28.871442,21.32083,19.230763,18.626893,17.325056,16.336196,9.876105,9.049525,12.971297,57.651946,52.98545,45.91501,41.172247,36.456969,33.311596,30.07025,28.569744,63.854622,45.066627,45.087851,20.376653,20.896001,6.716986,16.672726,13.942361,8.216549,30.999224,105.338479,9.580678,-10.419121,19.55053372,1.0610694,0.296720899,,-0.409152909,0.296574838,,
690,20.902154,21.343716,20.327604,17.428246,14.658628,13.055342,12.564062,11.345007,82.503812,65.75515,50.459729,41.570499,34.863197,33.695344,31.02486,28.080397,21.017469,19.192778,18.550847,17.325056,16.412373,9.761377,9.049525,12.93313,56.988868,53.243671,46.174697,42.400162,37.354209,33.461578,30.258352,28.720367,62.90503,45.257908,45.204884,21.065315,21.470594,7.641267,16.906885,14.443894,8.222434,29.763559,105.751294,10.083554,-10.216367,19.55373907,1.0583226,0.296720899,,-0.864755469,-0.371701962,,
691,20.983891,21.311656,20.409371,17.510216,14.626393,12.946733,12.531784,11.389103,82.692906,65.83425,50.835076,41.315578,34.868982,33.288534,30.391451,27.332298,20.909549,19.160661,18.594743,17.407033,16.494428,9.690795,9.017174,13.015359,56.994558,53.212487,46.810879,43.000804,38.069774,33.61733,30.48984,29.177923,64.919754,45.623262,45.644371,21.362829,21.805883,8.515242,16.862982,15.047854,8.178297,29.983598,106.115786,10.154124,-10.537171,19.55053372,1.0583226,0.296842195,,-0.530666829,-0.599503242,,
692,21.097696,21.311656,20.447321,17.624346,14.664517,13.099404,12.569959,11.350909,82.949712,65.907678,51.093768,41.166596,34.756678,33.175979,29.601296,26.653311,20.833689,19.084685,18.556719,17.407033,16.380167,9.499562,8.940653,12.977193,58.394138,53.212487,47.107459,43.298142,37.883031,33.729786,30.677867,29.591847,64.47905,44.992391,44.90229,20.680181,21.388943,8.55349,16.596615,15.428864,8.101792,29.908327,106.449016,10.192348,-10.694605,19.55373907,1.0588716,0.298059943,,-0.318092109,-0.083093962,,
693,20.826273,21.381633,20.479407,17.504339,14.696751,13.017175,12.487711,11.383202,83.200861,66.158992,51.420599,40.974589,34.676015,33.057616,29.10604,26.421055,21.207079,19.040825,18.664915,17.401155,16.374285,9.493656,8.819959,13.009463,62.508581,53.317442,46.730997,42.920714,37.503678,33.911396,30.822457,30.075008,64.484699,45.406346,45.204884,20.79982,21.015611,9.40068,16.564415,16.158355,7.878148,30.516126,106.343629,10.389338,-10.76728,19.55373907,1.061343,0.297938647,,-0.075163789,0.326928438,,
694,20.636548,21.495377,20.403508,17.123829,14.658628,13.017175,12.525887,11.345007,83.38431,66.012145,51.457543,40.751045,34.301553,32.794912,29.068381,26.156831,21.775721,19.040825,18.740955,17.47725,16.374285,9.570151,8.858221,13.047628,61.001105,53.464973,46.285976,42.362971,37.20472,33.911396,31.048015,30.488579,64.264327,44.701115,44.648171,20.45838,20.939762,9.056545,16.297988,16.044123,7.95466,30.06465,106.454712,10.236452,-11.003529,19.55053372,1.061343,0.297086383,,-0.029583629,0.205414518,,
695,20.458517,21.469179,20.415234,17.059471,14.632282,13.067133,12.537681,11.433198,83.542412,66.060199,51.432015,40.650766,34.200766,32.61882,29.080015,26.243995,21.560012,18.976582,18.676658,17.527049,16.30987,9.428971,8.563921,13.097583,60.975687,53.513255,45.74095,41.481543,36.954613,33.8855,31.059627,30.688129,64.295407,45.28931,45.23628,21.173245,21.843779,9.96824,16.444381,16.342863,7.910518,30.247002,106.597137,10.536334,-10.773337,19.55373907,1.0638162,0.294406699,,-0.318092109,-0.341348362,,
696,20.446791,21.078259,20.28965,16.971594,14.696751,13.093509,12.602236,11.421396,83.714534,66.342544,51.30976,40.639256,34.114272,32.607225,29.068381,26.194581,21.434569,19.002834,18.588871,17.439203,16.260014,9.570151,8.513836,13.162118,61.148213,54.091837,45.803699,40.874378,36.756131,33.911396,31.085603,30.864413,64.558154,45.777364,45.724263,22.278227,22.645132,10.891297,16.640527,17.033813,7.95466,30.328034,106.676899,10.542213,-10.688549,19.55373907,1.0662876,0.295624447,,-0.530666829,-0.477989322,,
697,20.805913,21.171687,20.269285,16.95117,14.638171,13.111193,12.619926,11.477291,83.694848,66.800043,51.400778,40.619256,33.944329,32.549534,27.842357,25.30572,21.869085,18.944459,18.606485,17.532925,16.201475,9.587869,8.378488,13.217963,60.135321,55.288293,46.228977,40.891639,36.698674,34.003717,31.253357,30.769099,65.40277,47.038039,47.095915,23.224913,23.931925,12.380761,17.13515,17.984734,7.95466,30.628964,106.565802,10.465777,-11.003529,19.55053372,1.0687608,0.299034301,,-0.986169869,0.372508598,,
698,20.680357,21.122045,20.333467,17.015534,14.588268,13.099404,12.531784,11.46549,83.500051,66.935524,51.611021,40.495944,33.745405,31.974645,27.340452,24.613771,21.705775,18.856729,18.594743,17.407033,16.113521,9.499562,8.519745,13.282494,59.351221,56.124104,46.625483,41.029076,36.724515,33.992138,31.279329,30.193627,65.512923,47.593841,47.614551,23.981682,24.461345,13.525621,17.553531,18.51694,7.916404,31.080199,106.713933,11.191798,-11.436874,19.55053372,1.071783,0.299886565,,-0.819175309,0.326928438,,
699,20.338787,21.273736,20.143686,17.015534,14.626393,13.137569,12.493608,11.503683,83.20653,67.045636,51.869583,40.79406,33.558027,31.298294,27.000909,24.575966,21.705775,18.894725,18.632765,17.407033,16.075424,9.576057,8.825867,13.282494,57.510303,56.639607,46.773802,40.91737,36.799295,34.029611,31.316909,29.855168,64.993199,46.698745,46.793759,23.370485,24.077394,13.176377,17.623734,17.86481,7.948774,30.284626,107.004531,11.376934,-11.600588,19.55053372,1.0772766,0.301348501,,-0.576246989,-0.189480842,,
700,20.52856,21.349574,20.181645,17.015534,14.550143,13.213897,12.455431,11.389103,82.913024,67.045636,51.795712,41.501778,33.220664,30.847153,26.812227,24.235657,21.933167,18.818732,18.594743,17.407033,15.999228,9.614304,8.825867,13.282494,56.478681,56.60279,46.959177,40.805653,36.87407,34.067083,31.392065,29.93039,64.589231,46.513379,46.497239,22.991956,23.623462,13.443453,18.155992,18.054928,7.910518,30.171751,107.486111,11.644318,-11.679428,19.55053372,1.0816722,0.300374143,,0.471499571,-0.143900682,,
701,20.680357,21.387491,19.991839,17.015534,14.588268,13.137569,12.493608,11.350909,82.65622,67.119042,51.426307,42.171856,32.958196,31.072748,26.170461,23.327652,21.592062,18.780734,18.556719,17.368984,15.884925,9.65255,8.74934,13.244335,55.925805,55.866301,46.847955,40.544939,36.761906,34.029611,31.279329,30.043214,64.368865,46.439226,46.423098,22.386043,23.131492,13.328997,17.965925,18.092948,7.910518,30.322249,107.634315,11.911663,-11.561172,19.52176937,1.0852434,0.301713985,,1.549699251,0.007966838,,
702,20.805913,21.399206,19.965604,16.95117,14.523794,13.187522,12.467225,11.477291,82.410762,67.277189,51.068233,42.257779,32.819777,31.121953,25.728887,23.301498,21.338404,18.830473,18.568462,17.266586,15.934794,9.626115,8.914207,13.332441,55.752863,55.104068,46.896482,40.593698,36.997769,34.003717,31.178191,30.167647,63.823537,45.628969,45.650079,21.785637,22.569393,12.457109,17.667611,17.870661,7.992915,30.252788,107.454761,11.688388,-11.476283,19.51856402,1.0877148,0.304514167,,1.519246131,0.569956278,,
703,20.756248,21.349574,19.991839,16.901349,14.473888,13.137569,12.531784,11.427297,82.252694,67.22915,50.761156,42.246285,32.470584,31.035152,25.754995,22.949097,21.288773,18.856729,18.518694,17.330934,15.923027,9.729039,9.055433,13.511432,55.594001,54.945284,47.03332,40.544939,36.836683,33.917187,30.677867,30.231227,63.125497,44.701115,44.685293,21.065315,22.152732,12.075331,17.287304,17.60445,7.95466,30.10228,107.825287,11.38281,-11.239863,19.51856402,1.0904616,0.305001745,,0.046350131,1.131846198,,
704,20.654132,21.399206,20.041532,16.913108,14.600046,13.225686,12.429048,11.439098,82.080616,67.056974,50.550797,42.481038,32.519696,30.933969,25.80444,22.316965,21.490052,18.792475,18.568462,17.304638,16.049092,9.702606,9.067248,13.561371,55.384155,55.104068,47.230109,40.55645,36.736065,33.816331,30.087684,29.829179,62.427295,44.032638,44.054074,20.951539,21.887505,11.655279,17.021023,17.14796,7.878148,30.741791,108.158823,11.268205,-11.082298,19.51856402,1.0929348,0.305123041,,0.091930291,1.025558838,,
705,20.654132,21.171687,19.965604,16.875045,14.523794,13.225686,12.543577,11.515483,82.007252,66.946862,50.107139,42.927433,32.48218,30.896369,25.993299,22.61999,21.527961,18.830473,18.606485,17.304638,16.125286,9.817337,9.105506,13.599523,55.421029,55.693521,47.155977,40.742678,36.661281,33.403968,29.711385,29.490603,61.802444,43.363802,43.385374,20.230699,21.28104,11.120524,16.640527,16.653249,7.916404,30.854606,108.084699,11.191798,-10.885394,19.52176937,1.0956816,0.305976103,,-4.85E-01,0.767403958,,
706,20.925595,21.139621,19.971468,16.766728,14.605935,13.269741,12.473122,11.444998,81.939556,67.025939,49.743037,43.453759,32.525493,30.902174,25.659164,22.057605,21.950731,18.760347,18.574333,17.310515,16.24545,9.746755,8.84359,13.567263,55.611082,55.883378,47.087565,41.0091,36.442674,33.372265,29.378416,28.818942,60.920057,42.694599,42.641946,19.395494,20.712189,10.700253,16.297988,16.19643,7.916404,30.779397,108.121761,11.268205,-10.92477,19.52176937,1.0978794,0.306219493,,-0.226931789,1.071138998,,
707,20.578235,21.057911,20.003569,16.646642,14.790659,12.958524,12.505402,11.515483,81.713807,66.616511,49.774309,43.81973,32.182002,30.858767,26.031067,21.824376,22.513152,18.792475,18.606485,17.304638,16.239568,9.74085,8.761156,13.523218,55.236652,55.656685,47.044771,41.189504,36.436898,33.178975,29.03371,28.361231,60.515529,42.062234,42.046873,18.977675,20.256909,10.203453,16.069581,15.701369,7.878148,30.55374,107.49181,11.459209,-10.806649,19.51856402,1.0987038,0.306097399,,-0.302865549,0.706597238,,
708,20.546145,20.987913,20.085357,16.614451,14.949018,13.002587,12.473122,11.483191,81.609435,66.218384,49.447118,44.122756,32.037681,30.864572,26.338993,22.057605,22.44325,18.950328,18.574333,17.424663,16.283542,9.670266,8.728799,13.490957,55.426723,55.51503,46.93928,41.493043,36.442674,33.259771,28.888873,27.952648,60.405191,42.173852,42.158472,19.205594,20.256909,10.585618,15.993436,15.47282,7.763376,30.817002,107.52886,11.497408,-10.964148,19.51856402,1.1011752,0.306219493,,0.000769971,0.250994678,,
709,20.394331,21.215468,20.009433,16.72866,15.139584,12.964418,12.473122,11.444998,81.499398,66.108251,49.262138,44.345674,31.77492,30.714152,25.545817,22.209162,22.140187,18.912334,18.536308,17.310515,16.207357,9.708511,8.384397,13.452803,59.920247,55.551868,46.642663,41.716335,36.517473,33.484747,28.813538,27.651162,60.56362,42.817599,42.802108,19.976695,20.496246,11.170479,16.043225,15.751176,7.69863,30.828567,106.651258,11.509158,-11.07018,19.51537962,1.1017242,0.307558537,,4.87E-01,0.630663478,,
710,20.616184,21.247532,20.041532,16.913108,15.32424,12.882184,12.467225,11.439098,81.603769,66.102581,49.256422,44.451383,31.581392,30.595515,24.82184,21.596955,21.338404,18.944459,18.530437,17.304638,16.201475,9.626115,8.416758,13.408754,63.99555,56.172314,46.451516,41.63616,36.698674,33.516447,28.770052,27.117529,60.852167,43.443852,43.31677,20.464218,20.907672,12.195747,16.26578,16.164213,7.654486,30.747574,106.571498,11.503283,-11.076239,19.52176937,1.103922,0.307437241,,0.289278451,0.448442358,,
711,20.400193,21.41092,20.015296,16.924864,15.450322,12.855802,12.517194,11.48909,81.65178,66.187342,49.378843,44.425707,31.179883,30.306193,24.644456,21.608666,21.00884,18.918203,18.542179,17.354441,16.213238,9.637925,8.849496,13.458695,61.801719,56.441457,46.20334,41.461574,36.710222,33.565519,28.517965,26.865182,60.857823,43.152212,43.17383,20.507998,20.761793,12.087078,16.233571,16.055839,7.660371,30.828567,106.429074,11.47096,-10.952033,19.52176937,1.103922,0.309507253,,5.47E-01,0.630663478,,
712,20.709659,21.454691,19.983195,16.66428,15.456206,12.861696,12.484913,11.418603,81.767484,66.119589,49.384557,44.357146,30.546924,29.822799,24.272075,21.728236,21.090546,18.84808,18.548049,17.246163,15.952441,9.605583,9.084966,13.426432,60.520241,56.63124,45.838079,41.355659,36.678603,33.496329,28.373057,26.720124,61.067142,43.438135,43.496849,21.141159,21.28104,12.495282,16.297988,16.34872,7.610341,29.83884,106.343629,11.38281,-10.84602,19.51856402,1.103373,0.310725001,,0.486726131,0.615536438,,
713,20.7038,21.448835,19.863433,16.506113,15.526525,12.970312,12.517194,11.412704,81.798499,65.820217,49.341847,44.31426,30.541117,29.440522,24.001401,21.570759,21.539673,18.842212,18.542179,17.240287,15.794148,9.523185,9.23209,13.42054,59.557959,56.846441,45.75814,41.163778,36.448449,33.34056,28.291866,26.752019,61.409363,44.155503,44.214052,24.182431,22.505302,14.071339,16.842498,17.197713,7.583852,29.812776,106.058827,11.318159,-10.715803,19.51217427,1.1036484,0.309629347,,0.456372531,0.585083318,,
714,20.589956,21.373003,19.825464,16.391885,15.488424,12.932143,12.44084,11.527282,81.761819,65.636642,49.489825,44.202803,30.653869,28.950916,23.887882,21.53285,21.729197,18.842212,18.542179,17.240287,15.717936,9.523185,9.23209,13.458695,58.858656,57.177729,45.980759,40.754185,36.336241,33.34056,28.254179,26.827463,62.921984,45.571887,45.630106,22.219944,22.814073,14.382251,17.114668,17.660036,7.742774,29.404444,106.249636,11.285833,-10.631025,19.51537962,1.103373,0.311699359,,0.182991091,0.372508598,,
715,20.633765,21.530517,19.793358,16.283528,15.341894,12.976206,12.446736,11.494989,81.730804,65.348573,49.421552,43.948435,30.772414,28.278445,23.969405,21.424972,21.31806,18.886076,18.471997,17.284215,15.876238,9.529089,8.855403,13.426432,57.870217,57.404246,46.320343,40.61096,36.267206,33.233855,28.297686,26.871009,62.690199,45.263617,45.321905,23.268587,22.802423,14.141741,17.25512,17.800457,7.807519,29.392865,105.831019,11.274081,-10.525063,19.51856402,1.103373,0.311942749,,1.53E-01,0.873691318,,
716,20.444009,21.682154,19.793358,16.131197,15.303789,13.014374,12.408558,11.456796,81.730804,65.128254,49.421552,43.539589,30.358979,27.863722,23.818039,20.666466,21.014698,18.886076,18.395941,17.246163,16.066738,9.452593,8.81714,13.693498,57.280888,57.257029,46.80243,40.275689,36.304612,33.121347,27.996147,26.795569,63.074613,45.317852,45.413231,23.702319,23.312005,14.159337,17.272676,17.818006,7.901686,29.297264,104.922899,11.138892,-10.506905,19.52176937,1.1036484,0.310602907,,2.44E-01,0.478795958,,
717,20.557866,21.682154,19.831328,16.016938,15.227574,13.014374,12.37038,11.53318,81.694124,65.238415,49.606512,43.316525,29.870166,27.599723,23.742348,20.818207,21.469711,18.810083,18.395941,17.246163,15.990541,9.490841,8.855403,13.807941,57.20721,56.999375,46.765352,40.201171,36.192389,32.821266,27.807642,26.606946,62.690199,45.003812,45.062161,25.726081,23.937745,14.408649,17.483323,18.180682,7.9988,29.61877,104.720843,11.388686,-10.603774,19.51856402,1.1011752,0.308411599,,7.75E-01,0.494022518,,
718,20.563726,21.725914,19.799222,15.946641,15.119129,13.134766,12.338096,11.500887,81.553072,65.501114,49.686201,43.396623,29.687912,27.077354,23.521089,21.279167,21.627196,18.853949,18.43984,17.404241,15.996422,9.458497,9.014353,13.737537,61.261513,56.747376,46.474422,39.946077,36.123344,32.48937,27.587215,26.310909,63.467468,45.56618,45.624399,25.203056,24.057032,14.56701,17.527205,18.224547,8.119446,29.248025,104.245655,11.47096,-10.676439,19.51537962,1.1011752,0.309629347,,1.38E+00,0.812984118,,
719,20.595817,21.72006,19.869297,16.093112,15.113244,13.167038,12.3322,11.494989,81.364016,65.715742,49.680489,43.502414,30.058198,27.411112,23.931566,21.804039,21.621342,18.810083,18.395941,17.436414,15.761925,9.605583,9.237996,13.655349,62.064752,56.852129,46.468696,40.089386,36.080156,32.333454,27.27965,26.040876,63.063312,45.306436,45.438916,25.996211,23.943564,14.795726,17.717337,18.300576,8.081193,30.113853,104.319628,11.700137,-10.715803,19.51856402,1.0984284,0.313039201,,1.124450291,1.405227638,,
720,20.476102,21.752111,19.825464,16.1634,15.107359,13.275634,12.288124,11.48909,81.248318,65.636642,49.600798,43.608195,30.541117,27.405288,23.963563,21.49494,21.501765,18.766216,18.466127,17.468585,15.489275,9.599679,9.308602,13.649457,61.103056,56.809627,46.574224,39.71093,35.962133,32.027351,27.085192,25.846287,63.614421,45.788777,45.921117,26.637862,24.283931,15.100624,17.869422,18.56664,8.157699,30.000959,104.245655,11.738331,-10.755169,19.52176937,1.098153,0.311942749,,1.534472691,1.557095158,,
721,20.855574,21.676299,19.863433,16.277648,15.259797,13.313796,12.364484,11.48909,81.10161,65.41634,49.526817,43.273603,30.578702,27.17891,24.077074,21.49494,21.842897,18.766216,18.466127,17.39249,15.527388,9.676171,9.461616,13.611307,59.668356,56.441457,46.166246,39.524534,35.812453,31.839617,26.858788,25.581971,64.207813,46.387884,46.482983,26.266274,24.214121,15.487515,18.065352,18.724496,8.240086,29.969111,104.140388,12.087906,-10.788481,19.52176937,1.0984284,0.310725001,,1.094096691,1.800122998,,
722,21.32249,21.574283,19.837191,16.479797,15.309673,13.32558,12.452631,11.500887,80.966235,65.501114,49.464259,42.876016,31.078795,26.88865,24.164425,21.203329,21.551384,18.777954,18.401811,17.480335,15.805912,9.687979,9.473425,13.623089,58.501883,56.342372,45.992215,39.536051,35.636882,31.701006,26.757223,25.442573,63.8094,46.096921,46.155018,27.026728,24.446804,15.721942,18.223243,18.996313,8.245969,30.050163,104.072109,12.131964,-10.979299,19.51537962,1.0959552,0.310968391,,1.200384051,1.982344118,,
723,21.550022,21.49846,19.723279,16.594017,15.385883,13.440057,12.490808,11.462694,80.929559,65.794841,49.649213,42.46681,31.379286,26.737664,24.240087,20.899928,21.513475,18.853949,18.401811,17.480335,15.844016,9.611487,9.549929,13.623089,58.538699,56.158251,45.880911,39.647891,35.562023,31.588335,26.757223,25.518108,64.453621,47.488398,47.435046,27.197902,24.504968,16.199471,18.623728,19.244699,8.151814,29.919903,103.759208,12.687021,-11.706722,19.52497472,1.0959552,0.310847095,,1.306671411,2.286178678,,
724,21.701685,21.460546,19.685306,16.670158,15.500191,13.478214,12.452631,11.386307,80.746183,65.831555,49.90811,42.057465,31.529499,26.699914,24.126592,20.482622,21.475566,18.815952,18.363781,17.518381,15.767807,9.534994,9.511677,13.584938,59.900495,55.937283,45.398485,39.610612,35.412288,31.099954,26.643992,25.442573,66.888161,50.090786,49.963094,26.530462,25.121307,17.923583,19.546983,20.698901,8.12533,29.89384,103.216005,12.88961,-11.812874,19.51537962,1.0954062,0.309629347,,2.354417971,2.027924278,,
725,21.745451,21.390571,19.539265,16.714105,15.467972,13.560416,12.420348,11.430399,80.751847,65.873937,50.135695,41.765417,31.572849,26.894477,24.132433,20.981643,21.367686,18.783822,18.369652,17.410115,16.078499,9.464401,9.249805,13.514523,61.745212,55.83248,45.107248,39.467244,35.455503,30.84269,26.612073,25.297322,70.636352,53.125906,53.145509,29.663785,26.976922,19.335675,20.767161,22.524307,8.28422,30.087794,98.753612,13.124465,-11.68853,19.52176937,1.0926594,0.309507253,,2.551865651,1.511614518,,
726,21.278707,21.303024,19.451576,16.740417,15.456206,13.434165,12.408558,11.380409,80.777194,65.752457,50.346117,41.418813,31.636344,26.95831,24.234246,21.235392,21.4318,18.734086,18.357911,17.436414,16.14293,9.452593,9.123224,13.617198,62.027988,55.673763,45.021532,39.381155,35.443944,30.567945,26.638164,25.2101,64.795452,52.898758,52.992217,32.175902,27.762918,19.633675,21.254294,23.086502,8.316588,30.157267,99.079948,13.194918,-12.049497,19.51856402,1.0932084,0.311820655,,2.506285491,1.101492598,,
727,21.089055,21.340942,19.337627,16.81655,15.341894,13.434165,12.446736,11.227624,80.703845,65.605595,50.493994,41.2326,31.561248,26.95831,24.34773,21.235392,21.621342,18.696085,18.357911,17.360317,16.104835,9.376094,9.199739,13.579047,61.513244,55.784265,45.281399,39.418441,35.518812,30.116704,26.638164,25.398969,67.87344,53.889475,54.056459,32.695503,28.020922,20.690678,22.082239,23.610574,8.234203,29.812776,99.406333,13.341682,-12.173908,19.52176937,1.0904616,0.310602907,,1.261091251,0.964851638,,
728,20.715519,21.346798,19.305507,16.594017,15.15724,13.401899,12.414453,11.309917,80.709509,65.390961,50.610601,41.163857,31.416841,26.964136,24.391395,21.127486,21.475566,18.62595,18.363781,17.480335,16.072619,9.381998,9.129129,13.508632,61.004079,55.974113,45.435601,39.461485,35.449723,30.009672,26.643992,25.291487,69.200017,54.559089,54.762753,32.776306,28.177434,21.227573,22.769792,24.03256,8.163582,30.307767,98.674166,13.271236,-12.601943,19.52176937,1.090737,0.309629347,,1.352251571,1.101492598,,
729,20.721377,21.314735,19.235399,16.333367,15.086902,13.40779,12.458526,11.315815,80.715173,65.506783,50.468444,41.281344,31.497748,26.856732,24.47288,20.943715,21.974143,18.631819,18.369652,17.410115,15.773689,9.311401,9.096776,13.514523,61.009756,55.795648,45.515559,39.243517,35.305753,29.789766,26.461076,25.410638,68.833122,54.153379,54.357165,32.476146,28.215109,20.468843,22.73193,24.03256,8.240086,30.270144,97.973445,13.576472,-12.404589,19.52176937,1.0904616,0.308411599,,1.443312371,1.298940278,,
730,20.803123,21.244751,19.165287,16.339246,15.01656,13.413681,12.388064,11.321713,80.647487,65.622601,50.474153,41.361578,31.728834,26.749317,24.554359,20.873713,22.017888,18.67569,18.337491,17.377941,15.741464,9.470304,9.179196,13.673019,62.339107,55.801338,45.929468,39.286567,35.38641,29.494549,26.580153,25.416472,70.850794,53.046409,53.213635,33.076381,27.46135,19.93744,22.504726,23.72991,8.278337,30.721532,97.604733,13.729067,-13.075829,19.51856402,1.0877148,0.307315147,,1.473765491,1.405227638,,
731,21.138702,21.276816,19.12143,16.219125,14.934445,13.445948,12.458526,11.392205,80.568476,65.580217,50.542379,41.46755,31.79812,26.743491,24.47288,20.829923,21.595145,18.707823,18.293589,17.448163,15.926102,9.387902,9.135034,13.819721,60.27409,55.500961,45.626895,39.019747,35.23087,29.225268,26.272299,25.183994,73.748127,55.001578,55.094529,34.013569,28.139757,20.051332,22.807654,23.919076,8.316588,30.834348,96.793777,13.767214,-13.075829,19.52176937,1.0879902,0.308411599,,1.747047411,1.374874038,,
732,21.485892,21.244751,19.051311,16.225004,14.864096,13.413681,12.540772,11.321713,80.500791,65.549168,50.695944,41.398819,31.841459,27.051266,24.592177,21.821598,21.676808,18.713691,18.185357,17.377941,15.931983,9.317305,9.10268,13.82561,58.402795,55.248764,45.409944,38.876303,35.236651,29.005198,26.051553,24.963139,75.544996,56.475771,56.752525,33.413863,28.290455,19.329833,22.959087,24.10821,8.546079,30.721532,95.872578,13.767214,-13.115335,19.52176937,1.0877148,0.309750643,,1.428185331,1.420454198,,
733,21.63171,21.314735,19.12143,16.219125,14.781972,13.255149,12.496702,11.468592,80.348436,65.616933,50.875038,41.430311,31.873199,26.818986,24.548521,21.62623,21.822559,18.707823,18.255556,17.372067,15.926102,9.387902,9.135034,13.934154,58.286653,55.3536,45.218619,38.758625,35.193427,28.886424,25.970187,24.919516,76.546384,57.223773,57.426654,36.383159,29.694972,19.759275,23.387065,24.951637,8.557844,30.093579,96.14181,13.664505,-12.708239,19.51856402,1.085517,0.308411599,,0.790361651,1.162299318,,
734,21.707538,20.973415,19.045445,16.181042,14.781972,13.293311,12.458526,11.392205,80.348436,65.653649,51.059817,41.46755,31.985809,27.422759,24.813221,21.512506,21.898353,18.631819,18.14145,17.372067,15.849898,9.387902,9.173292,13.972297,58.360293,55.464122,45.032996,38.721317,35.305753,28.81111,26.121254,24.995088,78.447731,58.543453,58.929919,33.457122,29.501058,19.791407,23.646101,25.210354,8.28422,30.012531,96.799444,13.77308,-12.556397,19.51856402,1.085517,0.307193851,,0.243797811,0.995205238,,
735,21.713392,21.168906,19.089304,16.225004,14.825977,13.375522,12.540772,11.359909,80.500791,65.696033,51.139429,41.62224,32.254313,27.843475,24.819058,21.51836,22.055779,18.637687,18.261426,17.41599,15.970084,9.317305,9.370474,14.016327,57.924099,55.654001,44.927341,38.577835,35.274092,28.892238,26.240369,25.114271,77.415229,57.359748,57.673026,37.156548,29.645774,19.785567,23.829427,25.506784,8.010568,30.044378,96.462104,13.919791,-12.365125,19.52176937,1.0852434,0.306219493,,0.167864051,1.147072758,,
736,21.751304,21.282671,18.975321,16.186921,14.787857,13.26104,12.46442,11.436297,80.500791,65.585885,51.17638,41.808392,32.291838,27.956599,25.083693,21.556269,22.131558,18.637687,18.337491,17.377941,16.046282,9.432055,9.44698,14.054468,56.966378,55.617165,44.89021,38.353932,35.274092,28.741607,26.278128,25.189829,78.918875,58.537793,58.887469,34.088508,29.570525,19.67165,23.980721,25.657873,7.934058,30.119638,96.019946,14.034213,-12.444055,19.52497472,1.0846926,0.307193851,,0.441145971,1.101492598,,
737,21.687184,21.446049,18.987054,16.236762,14.837746,13.310983,12.514383,11.486284,80.622138,65.266759,51.187791,42.15488,32.378472,28.043646,25.17096,21.567976,22.067481,18.687425,18.349229,17.389688,16.019943,9.405612,9.38228,14.028103,55.982714,55.481195,44.716004,38.066853,35.210767,28.677914,26.289785,25.163719,78.31231,57.708126,58.058096,37.771416,30.152122,19.61322,24.035994,25.788601,7.83694,30.249872,96.29486,14.013668,-12.386381,19.51856402,1.0822212,0.308411599,,0.243797811,0.843337718,,
738,21.150414,21.553934,18.943191,16.154717,14.793742,13.228769,12.470314,11.480387,80.65315,65.11421,51.219036,42.484039,32.560264,28.113232,25.354097,21.751649,21.985846,18.681557,18.305329,17.345765,15.975964,9.399709,9.261613,14.060356,55.350254,55.880692,44.450288,37.986425,35.092651,28.672099,26.321714,25.120106,78.876559,58.053629,58.403472,34.382451,29.037834,18.67807,23.785781,25.198729,7.851661,30.000959,96.566989,13.990207,-12.371195,19.51856402,1.0824948,0.307315147,,0.319632051,0.463668918,,
